Word	Amharic-am	Valence	Arousal	Dominance
traveler	መንገደኛ	0.837	0.571	0.700
traveling	በጉዞ ላይ	0.900	0.750	0.582
traverse	መሻገር	0.571	0.590	0.629
travesty	መጓተት	0.354	0.644	0.407
trawl	ሰንደቅ	0.255	0.590	0.464
trawler	የባሕር ወሽመጥ	0.316	0.430	0.405
tray	ትሪ	0.549	0.250	0.345
treacherous	ተንኮለኛ	0.112	0.815	0.402
treachery	ክህደት	0.104	0.852	0.448
tread	መራ	0.510	0.520	0.426
treadmill	ማሽን	0.459	0.636	0.436
treason	ክህደት	0.094	0.806	0.552
treasure	ሀብት	0.927	0.592	0.821
treasured	ውድ	0.849	0.471	0.730
treasurer	ገንዘብ ያዥ	0.694	0.456	0.755
treasures	ሀብት	0.867	0.771	0.842
treasury	ግምጃ ቤት	0.812	0.541	0.736
treat	ተመገብን	0.573	0.571	0.436
treatable	ሊታከም ይችላል	0.780	0.302	0.560
treatise	ሥነ-ጽሑፍ	0.604	0.407	0.613
treatment	ሕክምና	0.663	0.386	0.620
treaty	ስምምነት	0.646	0.382	0.667
treble	ሶስት	0.358	0.471	0.466
tree	ዛፍ	0.670	0.118	0.442
trees	ዛፎች	0.653	0.137	0.537
trek	ጉዞ	0.469	0.530	0.535
trellis	ድልድይ	0.299	0.500	0.389
tremble	ተንቀጠቀጠ	0.177	0.878	0.388
trembling	መንቀጥቀጥ	0.177	0.824	0.324
tremendous	እጅግ በጣም ትልቅ	0.600	0.888	0.773
tremendously	በከፍተኛ ሁኔታ	0.719	0.722	0.661
tremor	ተንቀጠቀጠ	0.104	0.833	0.455
trench	ፍሳሽ	0.429	0.760	0.429
trend	አዝማሚያ	0.625	0.458	0.706
trending	በመታየት ላይ ያሉ	0.750	0.472	0.600
trendy	ተወዳጅ	0.713	0.520	0.536
trepidation	የጭንቀት	0.582	0.594	0.464
trespass	መጣስ	0.229	0.670	0.613
triad	ሶስት	0.469	0.413	0.528
triage	ምልልስ	0.398	0.433	0.479
trial	ሙከራ	0.438	0.663	0.612
triangle	ሶስት ማዕዘን	0.562	0.269	0.352
triangular	ሦስት ማዕዘን	0.430	0.320	0.397
triangulate	ሶስቴነንት	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	ጎሳ	0.417	0.404	0.482
tribe	ጎሳ	0.664	0.486	0.516
tribulation	መከራ	0.448	0.612	0.484
tribunal	ፍርድ ቤት	0.410	0.670	0.797
tribune	መድረክ	0.610	0.585	0.556
tributary	የሚተዳደረው	0.615	0.463	0.616
tribute	ግብር	0.684	0.573	0.700
trick	አታላይ	0.542	0.700	0.409
trickery	ማታለል	0.146	0.798	0.336
trickle	ፈሰሰ	0.500	0.196	0.231
trickster	አታላይ	0.375	0.680	0.446
tricky	አስቸጋሪ	0.219	0.651	0.500
tricycle	ቢስክሌት	0.633	0.402	0.368
trident	ሶስት ጎረም	0.403	0.606	0.609
trifle	ትሪፍ	0.271	0.296	0.221
trifling	እምቢተኛ	0.375	0.418	0.183
trig	ትግር	0.438	0.417	0.415
trigger	ቀስቅሴ	0.271	0.804	0.660
trigonometry	ትሪግኖሜትሪ	0.396	0.400	0.616
trillion	ትሪሊዮን	0.592	0.420	0.623
trilogy	ሶስትዮሽ	0.615	0.520	0.664
trim	ቁረጥ	0.500	0.466	0.430
trimester	ሦስት ወር ነው	0.783	0.336	0.538
trimmer	መቁረጫ	0.260	0.548	0.529
trimming	መከርከም	0.500	0.478	0.325
trine	ትይዩ	0.396	0.365	0.317
trinity	ሥላሴ	0.635	0.346	0.660
trinket	ትሪኬት	0.521	0.352	0.368
trio	ሶስት	0.521	0.613	0.473
trip	ጉዞ	0.875	0.643	0.538
tripartite	tripartite	0.500	0.480	0.539
tripe	እንክብል	0.312	0.361	0.438
triple	ሶስት	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	ሦስት ጊዜ	0.684	0.545	0.717
tripod	ትሮፕ	0.406	0.388	0.483
tripping	በመጭመቅ	0.276	0.594	0.293
trite	ድንገተኛ	0.458	0.418	0.290
tritium	ትሪቲየም	0.412	0.471	0.422
triumph	ድል	0.969	0.798	0.926
triumphant	ድል ​​አድራጊ	0.949	0.837	0.972
trivia	ያልታወቀ	0.690	0.490	0.473
trivial	ተራ	0.406	0.387	0.337
troll	ሞገስ	0.378	0.627	0.327
trolley	ዘንግ	0.562	0.558	0.464
trombone	ቲፖንዶ	0.562	0.500	0.500
troop	ጦረኛ	0.375	0.696	0.750
trooper	ተቆጣጣሪ	0.458	0.694	0.713
troops	ወታደሮች	0.385	0.718	0.804
trophy	ሽልማት	0.947	0.643	0.676
tropic	ሞቃታማ	0.740	0.529	0.536
tropical	ሞቃታማ	0.740	0.461	0.509
tropics	ሞቃታማ አካባቢዎች	0.740	0.383	0.412
trot	ሩብ	0.531	0.664	0.396
trouble	ችግር	0.135	0.811	0.452
troubled	ተቸገረ	0.167	0.627	0.385
troublemaker	ችግር ፈጣሪ	0.260	0.900	0.596
troubles	ችግሮች	0.051	0.854	0.269
troublesome	አስቸጋሪ	0.283	0.894	0.404
trough	ሰርኩጥ	0.500	0.308	0.340
troupe	ጭብጨባ	0.625	0.406	0.557
trousers	ሱሪ	0.625	0.314	0.442
trout	ትሪው	0.516	0.387	0.298
trowel	ተጎላች	0.470	0.418	0.250
truce	ድንበር	0.688	0.441	0.453
truck	መኪና	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	የጭነት መጫኛ	0.480	0.450	0.534
truculent	ጉረኛ	0.210	0.731	0.498
true	እውነት	0.896	0.436	0.777
truelove	እውነተኛ ፍቅር	0.860	0.600	0.587
truffle	እንሰት	0.677	0.323	0.418
truism	ቅዠት	0.521	0.422	0.480
trump	ጩኸት	0.640	0.716	0.898
trumpet	መለከት	0.573	0.570	0.393
trumpeter	መለወጫ	0.673	0.600	0.676
truncate	መቁረጥ	0.323	0.600	0.412
truncated	ተጎዳ	0.316	0.602	0.439
trundle	ትራመድ	0.507	0.270	0.414
trunk	እምብርት	0.271	0.167	0.404
truss	ግረጌ	0.521	0.482	0.569
trust	እመን	0.888	0.547	0.741
trustee	ባለአደራ	0.531	0.442	0.658
trusting	መተማመን	0.857	0.508	0.750
trustworthy	እምነት የሚጣልባቸው	0.969	0.315	0.824
trusty	የታመነ	0.863	0.398	0.696
truth	እውነት	0.971	0.400	0.685
truthful	እውነት	0.708	0.467	0.807
truthfulness	እውነተኝነት	0.920	0.549	0.808
try	ሞክር	0.604	0.551	0.556
tryout	ሞክረው	0.459	0.539	0.472
tryouts	ሙከራዎች	0.490	0.602	0.594
tsunami	ሱናሚ	0.042	0.944	0.684
tub	ቱቦ	0.449	0.235	0.265
tuba	ቱባ	0.542	0.402	0.381
tubby	ቲቢ	0.427	0.423	0.353
tube	ቱቦ	0.418	0.279	0.409
tuberculosis	ቲዩበርክሎዝስ	0.214	0.519	0.424
tubing	ቱቦ	0.438	0.363	0.358
tubular	ቱቦ	0.458	0.361	0.464
tubule	ቶን	0.500	0.330	0.333
tuck	ድብ	0.367	0.473	0.361
tucker	ሞገስ	0.475	0.558	0.429
tuesday	ማክሰኞ	0.469	0.184	0.330
tufted	ታፍቷል	0.500	0.510	0.406
tug	መጫኛ	0.320	0.604	0.558
tugboat	ተጎታች	0.271	0.510	0.652
tuition	ትምህርት	0.531	0.372	0.436
tulip	ቱሊፕ	0.730	0.189	0.356
tumble	ተሰብሯል	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	ተጭኗል	0.312	0.471	0.427
tummy	ሆድ	0.427	0.365	0.230
tumor	እብጠት	0.102	0.664	0.324
tumour	እብጠት	0.092	0.627	0.464
tumult	ሁከት	0.271	0.640	0.636
tumultuous	ድብልቅ	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	ቱና	0.531	0.386	0.304
tunable	ተስተካክሏል	0.510	0.364	0.582
tune	ዘፈን	0.708	0.479	0.426
tunic	ድብዳብ	0.531	0.248	0.391
tuning	ማስተካከል	0.719	0.390	0.635
tunnel	ዋሻ	0.312	0.490	0.412
turban	ጥምጥም	0.469	0.386	0.426
turbidity	ድብደባ	0.184	0.607	0.393
turbine	ተርባይን	0.520	0.549	0.575
turbo	ቱቦ	0.583	0.729	0.596
turbulence	ሁከት	0.062	0.922	0.532
turbulent	ሁከት	0.302	0.792	0.612
turd	ጠንካራ	0.240	0.519	0.383
turf	ኩርፍ	0.531	0.192	0.295
turkey	ቱሪክ	0.634	0.245	0.247
turmeric	ሙዝ	0.542	0.316	0.312
turmoil	ሁከት	0.198	0.888	0.417
turn	ዘወር	0.531	0.398	0.482
turnaround	ቀኝ ኋላ ዙር	0.560	0.654	0.407
turned	ተለወጠ	0.630	0.538	0.583
turning	መዞር	0.510	0.684	0.420
turnip	ቀይር	0.561	0.183	0.254
turnkey	መዝጊያ	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	ማዞር	0.641	0.692	0.898
turnover	የንግድ ሥራ	0.490	0.392	0.512
turnpike	ድርፍ	0.459	0.434	0.462
turntable	እግር ኳስ	0.531	0.455	0.406
turpentine	ጥምብሊን	0.320	0.539	0.571
turquoise	ሰማያዊ	0.786	0.226	0.357
turret	ጠምባዛ	0.494	0.500	0.588
turtle	ኤሊ	0.291	0.102	0.271
turtleneck	ተርጓሚል	0.583	0.398	0.327
tussle	ተፉ	0.333	0.919	0.691
tutelage	ተፃራሪ	0.393	0.442	0.609
tutor	ሞግዚት	0.750	0.346	0.826
tutoring	ትምህርት	0.663	0.402	0.702
tutu	ቱቱ	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	ቲቪ	0.622	0.380	0.393
twain	ሁለት	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	መከለያዎች	0.406	0.588	0.383
tweak	ዘለይ	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	ዘንግ ይልካል	0.493	0.408	0.295
twelfth	አስራ ሁለተኛ	0.521	0.292	0.527
twelve	አስራ ሁለት	0.490	0.298	0.412
twentieth	ሃያኛ	0.469	0.297	0.346
twenty	ሃያ	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	በትርፍ	0.378	0.288	0.236
twilight	ድብድብ	0.622	0.341	0.633
twill	ድርብ	0.449	0.415	0.353
twin	መንትያ	0.688	0.363	0.453
twine	ጥንድ	0.521	0.380	0.337
twinge	እብጠት	0.316	0.720	0.471
twinkle	ያኮጠጠ	0.719	0.724	0.610
twins	መንትያ	0.760	0.473	0.602
twirl	ተጠመቀ	0.552	0.647	0.409
twist	ተጣፊ	0.375	0.469	0.337
twisted	ተጠመጠ	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	አስቂኝ	0.510	0.740	0.548
twitching	መንቀጥቀጥ	0.292	0.700	0.482
twitchy	እፉኝት	0.094	0.918	0.281
two	ሁለት	0.520	0.200	0.404
two step	ሁለት ደረጃዎች	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	ሁለት እጥፍ	0.573	0.333	0.551
twosome	ሁለትም	0.583	0.544	0.500
tycoon	ባለሞያ	0.682	0.596	0.867
tyke	ጨካኝ	0.500	0.388	0.300
type	ተይብ	0.500	0.284	0.364
typewriter	የጽሕፈት መኪና	0.542	0.373	0.418
typhoid	ታይፎይድ	0.265	0.458	0.401
typhoon	አውሎ ነፋስ	0.323	0.796	0.697
typical	የተለመደው	0.635	0.206	0.426
typically	በተለምዶ	0.569	0.377	0.559
typist	ጸሐፊ	0.551	0.559	0.528
typo	ትይዩ	0.224	0.415	0.255
typography	ፊደል	0.480	0.334	0.574
tyrannical	ጨካኝ	0.167	0.860	0.731
tyranny	አምባገነን	0.112	0.792	0.705
tyrant	አምባገነን	0.115	0.850	0.683
tyre	ጎማ	0.480	0.358	0.407
ubiquitous	ተወዳጅ	0.635	0.571	0.884
ubiquity	ተባባሪነት	0.578	0.490	0.595
ugliness	አስቀያሚ	0.094	0.407	0.267
ugly	አስቀያሚ	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ኡኩሌ	0.513	0.358	0.365
ulcer	ቁስለት	0.286	0.596	0.377
ulterior	ላቅ ያለ	0.375	0.509	0.490
ultimate	የመጨረሻው	0.648	0.645	0.544
ultimately	በመጨረሻም	0.385	0.480	0.558
ultimatum	የመጨረሻ ቀን	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	አልትራሳውንድ	0.573	0.594	0.600
ultraviolet	አልትራቫዮሌት	0.604	0.448	0.673
umbilical	እብጠት	0.398	0.406	0.333
umbra	ም	0.408	0.400	0.337
umbrella	ዣንጥላ	0.583	0.246	0.255
umpire	አሻሻይ	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	ያልታለ	0.292	0.614	0.488
unabated	ያልተገደበ	0.532	0.420	0.466
unable	አለመቻል	0.132	0.459	0.193
unacceptable	ተቀባይነት የሌለው	0.133	0.479	0.330
unaccompanied	ሳይለቁ	0.292	0.376	0.297
unaccountable	የማይታመን	0.180	0.600	0.543
unaccounted	ያልተቆጠረ	0.410	0.338	0.361
unacknowledged	ያልተገነዘበ	0.240	0.269	0.116
unadulterated	ያልተበረዘ	0.570	0.420	0.528
unaffected	ያልተጎዳ	0.542	0.265	0.571
unafraid	አይፈራም	0.500	0.520	0.655
unaided	ያልተደገፈ	0.290	0.410	0.336
unaltered	አልተለወጠ	0.571	0.269	0.598
unambiguous	ግልጽ ያልሆነ	0.406	0.390	0.578
unanimity	አለመታዘዝ	0.490	0.407	0.706
unanimous	በአንድ ድምፅ	0.656	0.380	0.682
unanimously	በአንድ ድምፅ	0.686	0.333	0.738
unannounced	ያልተነገረ	0.240	0.588	0.291
unanswered	ያልተመለሱ	0.276	0.361	0.219
unanticipated	ያልተጠበቁ	0.255	0.775	0.327
unappreciated	ያልተረዳ	0.143	0.431	0.209
unapproved	አልጸደቀም	0.184	0.471	0.254
unarmed	መሣሪያ ያልያዘ	0.427	0.420	0.241
unassisted	ያልተደገፈ	0.302	0.320	0.211
unassuming	ድብደባ	0.490	0.230	0.471
unattached	ያልተጠቀለ	0.192	0.439	0.283
unattainable	ሊገኝ የማይችል	0.220	0.635	0.571
unattended	ያልተጠበቁ	0.255	0.400	0.167
unattractive	የሚስብ	0.177	0.307	0.208
unauthorized	ያልተፈቀደ	0.260	0.448	0.259
unavailable	አይገኝም	0.323	0.281	0.159
unavoidable	ሊወገድ የማይችል	0.350	0.580	0.445
unaware	አልታወቀም	0.208	0.355	0.310
unbalanced	ያልተዛባ	0.302	0.596	0.343
unbearable	የማይቻል	0.125	0.798	0.447
unbeatable	የማይበገር	0.735	0.719	0.681
unbeaten	የማይታበል ሰው	0.854	0.760	0.828
unbecoming	የማይመታ	0.123	0.471	0.288
unbelief	አለማመን	0.265	0.582	0.407
unbelievable	የማይታመን	0.771	0.790	0.717
unbiased	ግትር	0.625	0.378	0.618
unborn	እንወለዳለን	0.312	0.300	0.216
unbound	ያልተገደበ	0.354	0.402	0.283
unbounded	ገደብ አልባ	0.646	0.600	0.736
unbreakable	የማይበጠስ	0.653	0.573	0.759
unbridled	ያልተደባለቀ	0.396	0.759	0.448
unbroken	ያልተሰበረ	0.550	0.224	0.602
unbutton	???	0.479	0.539	0.311
uncalled	ያልታወቀ	0.344	0.294	0.222
uncanny	አስቂኝ	0.469	0.461	0.430
uncaring	ግዴለሽነት	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	እርግጠኛ አይደለሁም	0.363	0.500	0.164
uncertainty	አለመረጋጋት	0.064	0.494	0.282
unchallenged	ያልተቆጠበ	0.552	0.394	0.545
unchangeable	የማይለዋወጥ	0.375	0.442	0.709
unchanged	ያልተቀየረ	0.490	0.204	0.237
uncharted	ያልተለየ	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	ከልክ ያለፈ	0.133	0.600	0.400
unclaimed	ያልተፈፀመ	0.316	0.346	0.278
uncle	አጎት	0.653	0.255	0.578
unclean	ርኩስ	0.133	0.529	0.134
unclear	ግልጽ ያልሆነ	0.229	0.463	0.202
uncomfortable	የማይመች	0.188	0.610	0.214
uncommon	ያልተለመደ	0.459	0.429	0.373
uncommonly	ያልተለመደ	0.626	0.490	0.778
uncomplicated	ያልተወሳሰበ	0.740	0.260	0.453
uncompromising	ያልተቋረጠ	0.320	0.531	0.613
unconcerned	ያልተነኩ	0.562	0.283	0.298
unconditional	ያለሁኔታዊ	0.760	0.493	0.715
unconfirmed	ያልተረጋገጡ	0.334	0.321	0.339
unconnected	ያልተገናኘ	0.188	0.265	0.213
unconscionable	ያለመታዘዝ	0.208	0.618	0.429
unconscious	ምንም ሳያስብ	0.240	0.356	0.195
unconsciousness	ራስን መሳት	0.177	0.440	0.121
unconstitutional	ህገመንግስታዊ ያልሆነ	0.230	0.588	0.491
unconstrained	ያልተገደበ	0.653	0.640	0.635
uncontested	ያልተገደበ	0.510	0.471	0.689
uncontrollable	መቆጣጠር የማይቻል	0.265	0.790	0.626
uncontrolled	አለመቆጣጠር	0.188	0.891	0.544
unconventional	ያልተለመደ	0.177	0.509	0.288
unconvinced	ያልተረጋገጠ	0.409	0.458	0.228
unconvincing	የማይታመን	0.190	0.532	0.144
uncooked	ያልተለመደ	0.312	0.321	0.241
uncooperative	ተባባሪ አይደለም	0.250	0.422	0.246
uncorrelated	ያልተዛባ	0.333	0.327	0.316
uncouth	ያልተገራ	0.080	0.761	0.350
uncover	ይፋ	0.771	0.552	0.648
uncritical	ያልተገደለ	0.480	0.367	0.412
uncut	ያልተነካ	0.448	0.422	0.278
undead	ሟች	0.367	0.635	0.406
undecided	ያልተመረጠ	0.286	0.433	0.127
undefeated	ያልታለ	0.833	0.752	0.825
undefined	ያልተወሰነ	0.260	0.418	0.350
undeniable	የማይታዘዝ	0.552	0.473	0.778
underage	ዕድሜያቸው ሳይደርስ	0.469	0.461	0.300
underbelly	ከልክ በላይ	0.406	0.423	0.361
undercover	ሚስጥራዊ	0.388	0.627	0.483
undercurrent	ተጭኗል	0.357	0.582	0.520
underdog	ድብደባ	0.250	0.410	0.226
underestimate	ዝቅ አድርግ	0.413	0.464	0.193
undergo	ተቀበለ	0.398	0.554	0.339
undergraduate	የመጀመሪያ ዲግሪ	0.583	0.500	0.559
underground	መሬት ውስጥ	0.396	0.455	0.452
underhanded	የታረመ	0.188	0.415	0.527
underlay	ድብዳብ	0.521	0.365	0.458
underlie	ታንኳ	0.323	0.378	0.275
underline	ማስመር	0.480	0.412	0.509
underlying	ድብቅ	0.480	0.445	0.452
undermine	ተዋነ	0.316	0.491	0.413
undermined	ተዳክሟል	0.365	0.409	0.394
underneath	በታች	0.450	0.265	0.158
underpaid	በከፋ ክፍያ	0.146	0.413	0.209
underpants	ዝርያን	0.448	0.473	0.276
underprivileged	እጦት	0.167	0.449	0.172
underrated	ታች	0.208	0.520	0.333
underscore	ሰረዘዘብጥ	0.375	0.275	0.306
undersea	ባሕረ ሰላጤ	0.545	0.490	0.425
undersecretary	ምክትል አፈ-ኢህ	0.459	0.377	0.594
undersized	ዝቅተኛ ነው	0.316	0.425	0.298
understaffed	እምቢተኝነት	0.148	0.444	0.302
understand	ተረዱ	0.760	0.374	0.643
understandable	ሊደረስበት የሚችል	0.776	0.363	0.566
understanding	መረዳት	0.865	0.304	0.689
understatement	አለመስማማት	0.347	0.480	0.473
understood	ተረድቷል	0.780	0.441	0.686
understudy	የተራቀቀ	0.378	0.402	0.420
undertake	ግዴታ	0.796	0.702	0.754
undertaker	ሥራ አስኪያጅ	0.363	0.696	0.611
undertaking	ሥራ	0.667	0.530	0.696
undertow	ግዴታ	0.327	0.639	0.231
underwear	የውስጥ ልብስ	0.610	0.546	0.375
underwood	እንጨት	0.510	0.453	0.510
underworld	በታች	0.177	0.676	0.613
underwrite	ተጠብቆ	0.416	0.520	0.423
underwriter	ተጠባባቂ	0.571	0.327	0.620
undeserved	የማይገባ	0.219	0.552	0.283
undesirable	የማይፈለግ	0.177	0.644	0.260
undesired	የማይፈለግ	0.156	0.441	0.235
undetectable	ሊታወቅ የማይችል	0.438	0.539	0.604
undetected	አልታወቀም	0.224	0.304	0.268
undetermined	ያልተወሰነ	0.265	0.256	0.353
undeveloped	ያልተገነቡ	0.292	0.330	0.254
undignified	ያልተበረዘ	0.122	0.627	0.308
undirected	ያልተዘዋወሩ	0.330	0.417	0.310
undisclosed	አልተገለፀም	0.479	0.361	0.314
undiscovered	ያልተገኘ	0.438	0.347	0.261
undisputed	አላስተዋለም	0.646	0.588	0.673
undisturbed	ተረብሾ ነበር	0.725	0.287	0.434
undivided	ያልተከፋፈለ	0.510	0.380	0.490
undo	ቀልብስ	0.365	0.444	0.349
undoing	መቀልበስ	0.219	0.452	0.298
undoubted	ያለ ጥርጥር	0.592	0.461	0.740
undress	ቆዳ	0.438	0.900	0.336
undressed	ጨርቅ	0.375	0.755	0.356
undue	የማይገባ	0.156	0.573	0.318
undying	የማይታየው	0.708	0.500	0.773
unearned	ያልተደገፈ	0.177	0.340	0.213
unearth	መፈጠር	0.427	0.635	0.545
uneasiness	ጭንቀት	0.190	0.798	0.241
uneasy	አስቸጋሪ	0.115	0.598	0.349
uneducated	ያልተማረ	0.177	0.350	0.246
unemployed	ሥራ የሌላቸው	0.094	0.481	0.230
unemployment	ሥራ አጥነት	0.094	0.400	0.297
unencumbered	እንከን አልባ	0.604	0.280	0.472
unending	የማያልቅ	0.385	0.519	0.454
unequal	እኩል ያልሆነ	0.118	0.433	0.202
unequalled	ተወዳዳሪ የሌለው	0.562	0.470	0.769
unequivocal	ያለፈበት	0.604	0.415	0.615
unequivocally	ሳይታሰብ	0.521	0.668	0.554
unethical	ሥነ ምግባር የጎደለው	0.104	0.433	0.269
uneven	ያልተመጣጣኝ	0.125	0.457	0.240
uneventful	የማይበገር	0.510	0.343	0.410
unexpected	ያልተጠበቀ	0.500	0.720	0.333
unexpectedly	ሳይጠበቅ	0.354	0.759	0.462
unexplainable	ምክንያታዊ ያልሆነ	0.260	0.448	0.610
unexplained	ያልታወቀ	0.271	0.531	0.349
unexplored	ያልታለፈ	0.401	0.640	0.388
unfailing	የማይታመን	0.625	0.635	0.594
unfair	ፍትሃዊነት	0.173	0.472	0.190
unfairness	ፍትሃዊነት	0.170	0.817	0.336
unfaithful	እምቢተኛ	0.031	0.806	0.298
unfamiliar	ያልተለመደ	0.219	0.558	0.273
unfavorable	መጥፎ	0.133	0.450	0.232
unfeeling	ያልተለመደ	0.235	0.377	0.345
unfettered	ግልጽ ያልሆነ	0.569	0.650	0.586
unfinished	ያልተጠናቀቀ	0.188	0.368	0.264
unfit	ብቁ ያልሆነ	0.250	0.368	0.185
unflinching	እጀታ የለውም	0.667	0.606	0.882
unfold	ተዘርቷል	0.612	0.510	0.520
unfollow	መከተል	0.281	0.337	0.293
unforeseen	ያልተጠበቁ	0.255	0.714	0.500
unforgettable	የማይረሳ	0.833	0.561	0.660
unforgivable	ይቅር የማይባል	0.276	0.743	0.490
unforgiving	ይቅር ማለት	0.406	0.630	0.793
unfortunate	ዕድለ ቢስ	0.073	0.487	0.195
unfortunately	የሚያሳዝነው	0.104	0.494	0.281
unfounded	ያልታወቀ	0.271	0.520	0.410
unfreeze	ፍርሀት	0.458	0.297	0.375
unfriendly	ጥሩ ያልሆነ	0.173	0.670	0.458
unfulfilled	ያልተሟሉ	0.184	0.426	0.268
unfurnished	ያልተገባ	0.316	0.333	0.272
unglued	ያልታደሉ	0.378	0.446	0.352
ungodly	ፈሪሃ አምላክ የሌላቸው	0.296	0.423	0.388
ungrateful	ምስጋና ቢስ ናቸው	0.219	0.461	0.275
unguarded	የማያከብር	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	ደስታ	0.083	0.630	0.222
unhappy	ደስተኛ አይደሉም	0.112	0.500	0.155
unharmed	ጉዳት አይደርስበትም	0.740	0.378	0.491
unhealthy	ጤናማ ያልሆነ	0.115	0.549	0.214
unheard	ያልተሰማው	0.344	0.539	0.500
unhelpful	የማይጠቅም	0.104	0.320	0.118
unhindered	ያልተገታ	0.729	0.441	0.725
unholy	ያልተቀደደ	0.327	0.560	0.445
unhook	ያልተቀላቀለ	0.375	0.592	0.310
unicorn	ቂጣ	0.776	0.510	0.480
unidentified	የማይታወቅ	0.385	0.361	0.199
unification	አንድነት	0.688	0.345	0.788
unified	አንድነት	0.729	0.439	0.764
uniform	ዩኒፎርም	0.570	0.245	0.655
uniformed	ዩኒፎርም	0.469	0.519	0.589
uniformity	ወጥነት	0.745	0.353	0.538
uniformly	በአንድ ወጥነት	0.625	0.333	0.704
unimaginable	የማይታሰብ	0.573	0.634	0.589
unimpeachable	የማይታለሉ	0.684	0.550	0.784
unimpeached	ያልታለመ	0.458	0.335	0.433
unimportant	አስፈላጊ ያልሆነ	0.281	0.240	0.175
unimpressed	ያልተማረ	0.198	0.302	0.327
unimproved	ያልተሻሻለ	0.163	0.377	0.144
uninfected	ያልተበከለ	0.688	0.304	0.389
uninformed	ያልተረዳ	0.156	0.370	0.182
