Word	Pashto-ps	Valence	Arousal	Dominance
tennis	ټینس	0.622	0.519	0.431
tenor	کرایه	0.587	0.451	0.500
tense	تاوان	0.396	0.439	0.655
tensile	تناسلي	0.458	0.510	0.618
tension	تاوان	0.304	0.810	0.529
tent	خيمه	0.510	0.275	0.333
tentacle	خیمه	0.370	0.559	0.398
tentative	خوځښت	0.582	0.657	0.534
tenth	لسم	0.510	0.349	0.382
tenths	لسمه برخه	0.406	0.294	0.284
tenuous	نرمه	0.398	0.263	0.276
tenure	موده	0.615	0.472	0.611
tepee	ټپی	0.500	0.337	0.373
tepid	ټپی	0.337	0.327	0.237
tequila	ټیکیلا	0.612	0.710	0.536
teriyaki	تیریه	0.646	0.449	0.431
term	اصطلاح	0.450	0.255	0.598
terminal	ترمینځ	0.316	0.434	0.483
terminate	ختم کړئ	0.171	0.410	0.441
termination	ختمول	0.344	0.472	0.545
terminator	ترمیم	0.370	0.663	0.737
terminology	اصطلاحات	0.612	0.284	0.566
terminus	اصطلاح	0.281	0.382	0.615
termite	اوږد مهاله	0.265	0.480	0.408
terms	اصطلاحات	0.490	0.362	0.645
tern	خواړه	0.573	0.365	0.309
ternary	خواړه	0.550	0.406	0.480
terrace	پټه	0.615	0.269	0.411
terrain	ځمکی	0.540	0.300	0.472
terrestrial	تیریستریال	0.542	0.413	0.582
terrible	ناوړه	0.061	0.849	0.604
terribly	ډیره	0.061	0.731	0.430
terrier	ټریر	0.562	0.540	0.431
terrific	ویجاړونکی	0.859	0.650	0.821
terrified	ويريږي	0.090	0.902	0.387
terrifies	ډارونه	0.083	0.923	0.500
terrify	ډارونکی	0.052	0.889	0.509
terrifying	ویریږي	0.031	0.836	0.602
territorial	سیمه ایزه	0.405	0.600	0.766
territory	سیمه	0.625	0.469	0.676
terror	ترهګري	0.069	0.902	0.415
terrorism	ترهګري	0.060	0.971	0.673
terrorist	ترهګر	0.019	0.930	0.679
terrorists	ترهګر	0.062	0.967	0.688
terrorize	تروریزم کول	0.041	0.907	0.577
terse	لرې	0.542	0.393	0.409
tertiary	دريمه درجه	0.500	0.350	0.431
test	ازموینه	0.449	0.500	0.509
testament	عهد	0.594	0.420	0.806
testicle	امتحان	0.458	0.651	0.410
testicular	ازموینه	0.388	0.680	0.453
testify	گواښ	0.521	0.650	0.741
testimonial	شواهد	0.541	0.538	0.750
testimony	شواهد	0.615	0.578	0.643
testosterone	ټیسسټورون	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	تیتانوس	0.133	0.577	0.368
tether	ټیټ	0.323	0.620	0.407
tethered	ټیټ شوی	0.260	0.472	0.351
tetrahedral	ټيټراهالل	0.595	0.468	0.423
text	متن	0.604	0.157	0.402
textbook	درسي کتاب	0.622	0.235	0.526
textile	ټوټه ټوټه	0.604	0.235	0.395
textural	متناسب	0.660	0.296	0.445
texture	جوړښت	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	مننه	0.958	0.353	0.526
thankful	مننه	0.969	0.344	0.714
thankgod	مننه	0.823	0.451	0.466
thanking	مننه	0.917	0.538	0.658
thankless	مننه	0.146	0.500	0.497
thanks	مننه	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	مننه	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	اسچ	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	تغیرات	0.510	0.546	0.618
thaw	غوږ	0.438	0.321	0.327
theater	تیاتر	0.760	0.635	0.516
theatrical	تیاتر	0.720	0.690	0.546
theatrics	ستوری	0.694	0.539	0.486
thebest	غوره	0.760	0.596	0.719
theft	غلا	0.135	0.867	0.394
theism	اسالم	0.460	0.431	0.481
theistic	تیري	0.397	0.365	0.509
thelife	ژوند	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	موضوع	0.541	0.176	0.427
theocracy	تسکري	0.490	0.427	0.722
theocratic	علوم	0.380	0.480	0.605
theologian	علوم پوهان	0.521	0.304	0.759
theological	روحاني	0.480	0.363	0.683
theology	نظريه	0.448	0.330	0.711
theorem	تیور	0.500	0.296	0.615
theoretical	نظرياتي	0.615	0.270	0.546
theory	تیوري	0.583	0.314	0.529
therapeutic	درملنه	0.625	0.275	0.680
therapeutics	درملنه	0.552	0.343	0.625
therapist	درملونکی	0.468	0.430	0.679
therapy	درملنه	0.490	0.353	0.607
thereabouts	هلته	0.427	0.365	0.285
thereof	د	0.542	0.265	0.281
therewith	له دې سره	0.462	0.317	0.398
thermal	ترمام	0.480	0.360	0.509
thermocouple	توروکوپل	0.406	0.406	0.422
thermodynamics	ترمامیتینتیک	0.510	0.594	0.678
thermometer	ترمامیتر	0.400	0.327	0.473
thermos	ترمام	0.582	0.255	0.328
thermostat	ترمامیتټ	0.439	0.480	0.321
thesaurus	توسوروس	0.520	0.480	0.509
thesis	مقالې	0.583	0.582	0.552
thick	ډک	0.449	0.433	0.596
thicken	ژور	0.406	0.398	0.509
thickening	ګرمۍ	0.448	0.355	0.434
thicket	ټکټ	0.385	0.373	0.324
thickness	ډبلۍ	0.552	0.370	0.443
thief	چور	0.088	0.888	0.443
thigh	ران	0.469	0.433	0.588
thimble	توره	0.490	0.192	0.218
thin	نازکه	0.469	0.337	0.356
thing	شی	0.449	0.222	0.260
things	شیان	0.519	0.250	0.368
thingy	شیان	0.458	0.312	0.158
think	فکر وکړئ	0.786	0.408	0.618
thinker	فکر کوونکی	0.706	0.386	0.764
thinking	فکر کول	0.720	0.308	0.595
third	دریم	0.551	0.187	0.304
thirds	دریم	0.402	0.327	0.345
thirst	تږی	0.298	0.519	0.307
thirsty	تږی	0.281	0.660	0.310
thirteen	دیارلس	0.459	0.385	0.331
thirteenth	دیارلسم	0.408	0.330	0.425
thirty	دیرش	0.562	0.349	0.316
thistle	تسته	0.427	0.423	0.357
thither	د	0.500	0.270	0.316
thong	توره	0.467	0.596	0.269
thorn	بوږه	0.296	0.541	0.427
thorny	ژړا	0.177	0.690	0.500
thorough	بشپړ	0.467	0.350	0.558
thoroughbred	بشپړ شوی	0.669	0.740	0.716
thoroughfare	سمه لاره	0.582	0.481	0.490
thought	فکر	0.780	0.315	0.571
thoughtful	فکر کوونکی	0.667	0.290	0.527
thoughtfulness	فکر کول	0.867	0.269	0.667
thoughtless	بې پرواه	0.194	0.580	0.452
thoughts	فکرونه	0.745	0.382	0.691
thousand	زره	0.663	0.355	0.480
thrash	غلا کول	0.260	0.510	0.472
thread	موضوع	0.646	0.184	0.209
threat	ګواښ	0.135	0.865	0.667
threaten	ګواښول	0.104	0.958	0.590
threatened	ګواښ شوی	0.052	0.928	0.354
threatening	ګواښول	0.071	0.875	0.652
three	درې	0.653	0.225	0.377
threefold	درې ځله	0.521	0.400	0.534
threesome	ټریننګ	0.490	0.676	0.560
thresh	ځړول	0.490	0.417	0.500
threshold	حد	0.531	0.519	0.575
thrice	درې	0.469	0.442	0.462
thrift	غلا	0.760	0.217	0.649
thrifty	غصب	0.604	0.380	0.676
thrill	تیښته	0.888	0.837	0.711
thrilled	خوشحاله	0.898	0.818	0.807
thriller	تمرین	0.490	0.796	0.645
thrilling	حیرانتیا	0.930	0.827	0.782
thrive	پرمختګ	0.948	0.529	0.772
thriving	خوشحاله	0.865	0.521	0.779
throat	غوږ	0.350	0.538	0.346
throb	تری	0.500	0.673	0.556
throbbing	وهل	0.645	0.808	0.491
throes	تورو	0.146	0.760	0.235
throne	تخت	0.724	0.606	0.887
throng	قوي	0.480	0.810	0.706
throttle	ټکی	0.562	0.804	0.750
throw	غورځول	0.344	0.770	0.623
throwback	تاوان	0.280	0.454	0.356
thrower	ټوپک	0.470	0.690	0.717
thrown	غورځول	0.500	0.550	0.619
thrush	غوسه	0.306	0.490	0.454
thrust	زور	0.510	0.647	0.663
thruster	زورور	0.698	0.812	0.719
thud	غلا	0.255	0.686	0.620
thug	غلا	0.240	0.882	0.667
thumb	انگور	0.673	0.271	0.361
thumbprint	د ګوتو چاپ	0.510	0.347	0.451
thump	ټوپ	0.280	0.792	0.608
thumper	ګوتو	0.354	0.623	0.457
thumping	وهل	0.214	0.755	0.566
thunder	توره	0.296	0.916	0.526
thunderbolt	تندلارټ	0.418	0.719	0.642
thunderclap	تندلرپپ	0.390	0.833	0.607
thundering	ګوتې	0.337	0.778	0.700
thunderstorm	توره	0.135	0.860	0.784
thunderstruck	توره	0.194	0.716	0.509
thwart	وهل	0.281	0.684	0.409
thx	مننه	0.562	0.425	0.461
thyme	تايم	0.561	0.255	0.325
thyroid	تايرايډ	0.234	0.455	0.373
tiara	ټيټ	0.719	0.300	0.472
tibia	ټبیه	0.450	0.302	0.425
tic	ټیک	0.271	0.438	0.250
tick	ټیک	0.521	0.386	0.412
ticked	ټیټ شوی	0.469	0.386	0.455
ticker	ټکر	0.479	0.471	0.509
ticket	ټکټ	0.684	0.387	0.434
tickle	ټکي	0.760	0.727	0.342
tickled	ټکی شوی	0.755	0.707	0.364
ticklish	ټیکلیش	0.823	0.814	0.345
tidal	خبرتیا	0.592	0.539	0.519
tidal wave	د نوری څپو	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	لند	0.541	0.556	0.420
tidings	خبرتیا	0.610	0.510	0.694
tidy	ښه	0.760	0.208	0.647
tie	ټی	0.663	0.464	0.431
tier	اوږدوالی	0.520	0.245	0.560
tiff	ټیف	0.531	0.415	0.343
tiger	شير	0.479	0.765	0.664
tighten	ټینګ کړئ	0.388	0.487	0.627
tightness	سختۍ	0.344	0.606	0.759
tightrope	سخته	0.354	0.653	0.279
tights	شپې	0.583	0.343	0.269
tilde	ټلیډیټ	0.520	0.314	0.321
tile	ټیل	0.429	0.245	0.348
tiling	تېل	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	کرکيله	0.552	0.591	0.540
tiller	اوږد	0.448	0.410	0.290
tilt	ټوټه	0.365	0.549	0.463
tilting	ټوټه کول	0.459	0.384	0.340
timber	لمبر	0.332	0.202	0.386
timberland	لمبربرل	0.550	0.415	0.571
timbre	ټیم	0.460	0.480	0.296
time	وخت	0.604	0.288	0.609
timeless	تلپاتې	0.408	0.468	0.583
timeliness	وختونه	0.760	0.404	0.582
timely	په وخت سره	0.865	0.387	0.591
timeout	وخت خلاص شو	0.344	0.433	0.322
timepiece	مهال ویش	0.650	0.279	0.461
timer	وخت	0.469	0.433	0.500
times	وختونه	0.490	0.279	0.439
timetable	مهال ویش	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	وختی	0.327	0.276	0.132
timidity	تیریدوالی	0.333	0.358	0.153
timing	وخت	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	تاکتیک	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	ټنفویل	0.448	0.284	0.311
tinge	د	0.469	0.292	0.264
tingle	ټکی	0.460	0.560	0.264
tingling	ټنگنګ	0.427	0.615	0.340
tinker	ټیکنر	0.396	0.528	0.275
tinkering	ټکر کول	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	ټکول	0.612	0.530	0.324
tinnitus	ټینیټس	0.384	0.536	0.411
tinsel	ټانسل	0.663	0.521	0.473
tint	ټیټ	0.582	0.292	0.273
tiny	کوچنۍ	0.479	0.196	0.125
tip	تپ	0.708	0.221	0.518
tipper	غوړ	0.427	0.571	0.431
tipster	تشناب	0.490	0.462	0.490
tipsy	لارښوونې	0.510	0.625	0.570
tiptoe	ټپټو	0.510	0.490	0.407
tirade	ټیرډ	0.378	0.587	0.532
tire	ټیر	0.438	0.385	0.381
tired	ستړی شوی	0.125	0.317	0.191
tiredness	ستړیتوب	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	بې پرواه	0.657	0.750	0.645
tiresome	سترګو	0.240	0.542	0.153
tiring	تغذیه	0.153	0.510	0.176
tissue	نسج	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	ټیم	0.402	0.539	0.388
titan	ټیتن	0.598	0.653	0.811
titanic	ټیټانیک	0.427	0.786	0.795
titanium	ټایټینیم	0.520	0.470	0.704
tithe	ټوټه	0.507	0.276	0.385
title	سرلیک	0.708	0.356	0.574
titled	نومول شوی	0.677	0.240	0.658
titty	ټټي	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	مالګه	0.302	0.452	0.196
toast	ټسټ	0.740	0.382	0.356
toaster	تندلاره	0.542	0.337	0.387
toasty	تاسی	0.698	0.461	0.396
tobacco	تمباکو	0.327	0.546	0.387
toby	ماته	0.427	0.375	0.330
tod	تورونه	0.469	0.330	0.384
today	نن	0.806	0.306	0.362
toddler	ټوکر	0.812	0.469	0.368
toe	پیر	0.406	0.221	0.293
toenail	تینیلیل	0.530	0.380	0.306
toffee	تافیه	0.658	0.510	0.396
tofu	توفیو	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	یوځای	0.874	0.392	0.658
togetherness	ملګري	0.906	0.360	0.635
toil	خاوره	0.558	0.510	0.583
toilet	تشناب	0.490	0.290	0.233
toils	خاورې	0.480	0.710	0.482
token	نښه	0.510	0.418	0.414
tolerable	زغم وړ	0.750	0.350	0.374
tolerance	روڼتیا	0.875	0.206	0.649
tolerant	زغم	0.765	0.192	0.618
tolerate	زغم	0.724	0.430	0.588
toleration	زغم	0.776	0.442	0.727
toll	ټلویزیوني ټوټې	0.296	0.422	0.453
tomahawk	ټاماوک	0.510	0.642	0.504
tomato	رومي	0.550	0.183	0.275
tomatoes	روميان	0.615	0.240	0.272
tomb	قبر	0.112	0.500	0.343
tombstone	مقبره	0.204	0.441	0.311
tomcat	ټیکټ	0.520	0.412	0.386
tome	ما ته	0.429	0.316	0.492
tomorrow	سبا	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	ټون	0.551	0.355	0.411
toner	ټونر	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	ژبو	0.500	0.459	0.321
tongue	ژبی	0.542	0.432	0.482
tonic	ټیکیک	0.541	0.360	0.500
tonnage	ټانګ	0.323	0.382	0.590
tonsils	ټنونه	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	وسیله	0.490	0.350	0.594
toolbox	وسیله بکس	0.531	0.316	0.472
tooling	وسیله	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	ټوټه	0.500	0.481	0.373
tooth	غاښ	0.439	0.250	0.367
toothache	د غاښونو درد	0.188	0.853	0.412
toothbrush	غاښونه	0.517	0.330	0.321
toothed	ټوټه شوی	0.449	0.394	0.352
toothless	غاښونه	0.312	0.541	0.272
toothpaste	غاښونه	0.510	0.290	0.371
toothpick	غاښونه	0.561	0.216	0.185
toots	ټوکونه	0.552	0.480	0.451
top	پورته	0.760	0.400	0.554
topaz	سرزاز	0.643	0.325	0.384
topic	موضوع	0.520	0.276	0.427
topical	سرلیک	0.561	0.340	0.500
topless	بې وزلۍ	0.625	0.765	0.414
topographic	توپوگرافي	0.604	0.378	0.558
topographical	توپوګرافیکي	0.438	0.350	0.538
topography	توپوگرافي	0.469	0.357	0.506
topple	نسکوره	0.198	0.820	0.573
topside	سرې غاړې	0.708	0.466	0.598
tor	ټر	0.337	0.430	0.418
torch	مشعل	0.531	0.630	0.545
torment	عذاب	0.057	0.750	0.387
tormented	ځورول شوی	0.071	0.855	0.323
torn	ټوټه شوه	0.153	0.510	0.283
tornado	ژور	0.260	0.896	0.784
torpedo	ټریپلو	0.219	0.794	0.707
torque	ټرک	0.466	0.375	0.406
torrent	ټوټه	0.541	0.745	0.676
torrid	ټریډر	0.281	0.625	0.517
torsion	تورونه	0.312	0.651	0.402
torso	تورسو	0.408	0.394	0.473
tort	شکنجه	0.229	0.635	0.455
tortious	شکنجې	0.312	0.724	0.491
tortoise	شمشتۍ	0.673	0.078	0.250
tortuous	شکنجې	0.194	0.755	0.382
torture	شکنجې	0.115	0.878	0.555
tortured	شکنجه شوی	0.062	0.890	0.361
toss	غوښه	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	ټول	0.771	0.286	0.714
totality	ټولنیزه	0.688	0.443	0.717
totally	په بشپړ ډول	0.820	0.422	0.702
tote	ټکي	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	لمس کړئ	0.646	0.477	0.455
touchdown	ټوټه کړئ	0.667	0.770	0.586
touched	خوند شوی	0.592	0.380	0.404
touching	ګوتو	0.760	0.439	0.491
touchy	لمړی	0.323	0.510	0.343
tough	سخته	0.344	0.588	0.742
toughen	سخته	0.458	0.683	0.711
toughness	سختۍ	0.552	0.618	0.837
toupee	ټپی	0.323	0.270	0.324
tour	سفر	0.663	0.545	0.543
tourism	سیاحت	0.823	0.531	0.545
tourist	سياسی	0.745	0.480	0.430
tourmaline	ټرملینین	0.448	0.513	0.441
tournament	ټورنمنټ	0.694	0.740	0.611
tourniquet	ټریسټیکټ	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	تاو	0.531	0.500	0.508
towel	تولیه	0.630	0.208	0.286
tower	برج	0.606	0.380	0.644
towering	غرونه	0.500	0.690	0.806
town	ښار	0.551	0.299	0.627
townhouse	ښارګوټي	0.622	0.400	0.443
township	ښارګوټي	0.531	0.292	0.667
townspeople	ښارګوټي	0.677	0.466	0.569
toxic	زهرجن	0.008	0.885	0.492
toxicity	زهرجنتوب	0.104	0.865	0.491
toxicology	زهرجنولوژي	0.302	0.736	0.574
toxin	زهرجن	0.115	0.654	0.456
toy	ټوپک	0.878	0.420	0.275
toymaker	تخنیک	0.755	0.510	0.536
trace	ټیسټ	0.573	0.346	0.483
traceable	د پیژندلو وړ	0.602	0.370	0.535
tracer	تمرین	0.573	0.327	0.645
traces	نښانې	0.482	0.448	0.389
trachea	ټریچیا	0.448	0.509	0.387
tracing	ځړول	0.418	0.591	0.565
track	پټه	0.448	0.433	0.526
tracker	تڼۍ	0.398	0.744	0.731
tract	پټ	0.406	0.422	0.339
tractable	نزدې	0.635	0.500	0.469
traction	جریان	0.429	0.585	0.648
tractor	ټراکټور	0.449	0.580	0.619
trade	تجارت	0.561	0.544	0.690
trademark	سوداګریز نښه	0.667	0.344	0.750
trader	سوداګر	0.562	0.632	0.854
tradesman	سوداګر	0.531	0.431	0.664
trading	تجارت	0.635	0.602	0.705
tradition	دود	0.830	0.430	0.750
traditional	دودیزه	0.677	0.221	0.604
traffic	ټرافیک	0.323	0.559	0.518
traffic light	ترافیکي څراغونه	0.490	0.469	0.479
trafficking	قاچاق	0.250	0.710	0.399
tragedies	غمونه	0.100	0.910	0.442
tragedy	غم	0.052	0.843	0.340
tragic	غمجن	0.048	0.904	0.396
trail	تګلاره	0.600	0.322	0.455
trailer	ټیلر	0.541	0.490	0.473
train	روزنه	0.666	0.705	0.620
train set	د رینټ سیټ	0.604	0.598	0.464
trained	روزل شوی	0.771	0.538	0.645
trainee	زده کړه	0.627	0.408	0.352
trainer	روزونکی	0.698	0.719	0.824
training	روزنه	0.714	0.776	0.788
trait	ټکي	0.469	0.365	0.453
traitor	غصب	0.112	0.796	0.491
traitorous	غصب	0.073	0.745	0.412
trajectory	تخریب	0.653	0.558	0.779
tram	ټرم	0.667	0.628	0.492
tramp	ټراپ	0.108	0.510	0.182
trample	لنډیز	0.235	0.764	0.562
trampoline	ټاپپولین	0.604	0.690	0.391
tramway	تورام	0.615	0.538	0.543
trance	ټانس	0.469	0.481	0.382
tranquil	آرام	0.917	0.094	0.355
tranquility	آرام	0.840	0.135	0.442
tranquilizer	سکریورزر	0.510	0.236	0.596
transact	انتقالي	0.521	0.625	0.680
transaction	معامله	0.650	0.577	0.579
transatlantic	ترانسټلانټیک	0.724	0.596	0.706
transceiver	لېږدونکی	0.510	0.490	0.537
transcend	انتقال کړئ	0.604	0.771	0.726
transcendence	انتقال	0.656	0.608	0.754
transcendent	انتقال	0.667	0.600	0.824
transcendental	انتقالي	0.635	0.652	0.842
transcribe	تکرار کړئ	0.500	0.394	0.573
transcriber	لیږدونکی	0.490	0.420	0.615
transcript	متن	0.639	0.398	0.528
transcription	نقل	0.592	0.455	0.615
transfer	لیږد	0.702	0.490	0.519
transference	ترانسپورت	0.592	0.294	0.551
transferred	لیږدول	0.480	0.450	0.409
transfixed	لېږل شوی	0.427	0.660	0.528
transform	بدله کړئ	0.735	0.667	0.696
transformation	بدلون	0.796	0.618	0.770
transformer	ټرانسفارمر	0.582	0.582	0.723
transfusion	انتقال	0.417	0.730	0.557
transgression	ظلم	0.158	0.890	0.611
transient	انتقالي	0.510	0.405	0.430
transistor	ټراسټټر	0.480	0.480	0.444
transit	ترانسپورت	0.439	0.590	0.588
transition	انتقال	0.605	0.561	0.558
transitional	انتقالي	0.573	0.472	0.491
transitive	انتقالي	0.479	0.377	0.414
transitory	انتقالي	0.438	0.450	0.407
translate	ژباړه	0.604	0.423	0.462
translation	ژباړه	0.633	0.435	0.598
translator	ژباړونکی	0.760	0.412	0.473
translocation	ژباړن	0.367	0.612	0.564
translucent	ژباړه	0.600	0.500	0.389
transmission	انتقال	0.688	0.490	0.611
transmit	لېږد	0.836	0.581	0.673
transmitter	لیږدونکی	0.520	0.511	0.719
transmutation	انتقال	0.438	0.740	0.737
transom	انتقام	0.375	0.385	0.417
transparency	روڼتیا	0.847	0.260	0.587
transparent	شفاف	0.542	0.330	0.667
transplant	انتقالي	0.445	0.806	0.620
transplantation	انتقال	0.531	0.694	0.610
transponder	لېږدونکی	0.564	0.575	0.565
transport	ترانسپورت	0.613	0.627	0.605
transportation	ترانسپورت	0.667	0.560	0.472
transporter	لیږدونکی	0.615	0.625	0.750
transpose	لېږد	0.440	0.585	0.467
transposition	انتقال	0.312	0.451	0.555
transsexual	انتقال	0.264	0.815	0.423
transverse	انتقال	0.429	0.429	0.525
transvestite	لېږد	0.270	0.675	0.373
trap	جال	0.104	0.610	0.391
trapdoor	د تورو دروازو	0.094	0.670	0.462
trapeze	ټپسي	0.542	0.625	0.566
trapped	ټوټه شوی	0.135	0.615	0.380
trapper	ټوپک	0.296	0.654	0.491
trapping	ځړول	0.333	0.621	0.491
trappings	پاڼي	0.458	0.462	0.370
traps	جالونه	0.235	0.673	0.481
trash	کوډ	0.163	0.541	0.154
trashy	تیری	0.071	0.380	0.161
trauma	سریزه	0.112	0.792	0.453
traumatic	دردناک	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	سفر	0.931	0.689	0.535
traveler	مسافر	0.837	0.571	0.700
traveling	سفر کول	0.900	0.750	0.582
traverse	لرې	0.571	0.590	0.629
travesty	تاوان	0.354	0.644	0.407
trawl	ټرانسپورټ	0.255	0.590	0.464
trawler	قاچاق وړونکي	0.316	0.430	0.405
tray	پتنوس	0.549	0.250	0.345
treacherous	خیانت	0.112	0.815	0.402
treachery	خیانت	0.104	0.852	0.448
tread	ودرول	0.510	0.520	0.426
treadmill	تکمیل	0.459	0.636	0.436
treason	غداري	0.094	0.806	0.552
treasure	خزانې	0.927	0.592	0.821
treasured	خزانې شوي	0.849	0.471	0.730
treasurer	خزانې	0.694	0.456	0.755
treasures	خزانې	0.867	0.771	0.842
treasury	خزانې	0.812	0.541	0.736
treat	درملنه	0.573	0.571	0.436
treatable	درملنه	0.780	0.302	0.560
