Word	Spanish-es	Valence	Arousal	Dominance
tambourine	pandereta	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	domador	0.385	0.783	0.815
taming	domadura	0.569	0.514	0.575
tamper	manosear	0.184	0.802	0.545
tampon	tampón	0.396	0.394	0.345
tan	broncearse	0.643	0.460	0.444
tandem	tándem	0.552	0.406	0.485
tang	Espiga	0.594	0.383	0.340
tangent	tangente	0.573	0.373	0.454
tangerine	Mandarina	0.571	0.271	0.395
tangible	tangible	0.646	0.350	0.679
tangle	enredo	0.354	0.545	0.254
tangled	enredado	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tanque	0.431	0.454	0.634
tank top	Camiseta sin mangas	0.610	0.371	0.371
tanker	petrolero	0.520	0.647	0.713
tanned	bronceado	0.615	0.550	0.491
tantalizing	tentador	0.525	0.788	0.625
tantamount	equivalente	0.633	0.288	0.670
tantrum	berrinche	0.219	0.817	0.404
taoism	taoísmo	0.490	0.250	0.456
tap	grifo	0.461	0.370	0.349
tape	cinta	0.531	0.277	0.254
tape measure	cinta métrica	0.406	0.250	0.360
taper	afilar	0.541	0.410	0.415
tapering	disminuyendo	0.344	0.380	0.237
tapestry	tapiz	0.520	0.176	0.362
tapeworm	tenia	0.357	0.334	0.331
tapioca	tapioca	0.594	0.297	0.324
taps	golpecitos	0.448	0.378	0.409
tar	alquitrán	0.438	0.440	0.570
tarantula	tarántula	0.260	0.718	0.544
tardiness	tardanza	0.296	0.452	0.260
tardy	tardío	0.204	0.592	0.293
target	objetivo	0.633	0.573	0.798
targeted	apuntado	0.573	0.537	0.573
targeting	targeting	0.510	0.420	0.580
tariff	arancel	0.459	0.402	0.491
tarmac	pista	0.357	0.302	0.398
tarnish	deslustre	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	alquitranado	0.392	0.413	0.388
tart	tarta	0.719	0.380	0.219
tartan	tartán	0.448	0.423	0.389
tartar	sarro	0.214	0.351	0.212
task	tarea	0.550	0.353	0.500
tassel	borla	0.552	0.330	0.307
taste	gusto	0.802	0.406	0.465
tasteful	de buen gusto	0.918	0.458	0.625
tasteless	insípido	0.146	0.196	0.148
tasting	saboreo	0.781	0.603	0.600
tasty	sabroso	0.959	0.786	0.555
tat	hacer encaje	0.429	0.380	0.404
tattler	hablador	0.417	0.530	0.434
tattletale	chismoso	0.633	0.406	0.317
tattoo	tatuaje	0.490	0.602	0.525
taught	enseñó	0.814	0.481	0.642
taunt	pulla	0.083	0.696	0.355
taupe	gris pardo	0.406	0.340	0.386
taut	tenso	0.432	0.704	0.457
tavern	taberna	0.516	0.577	0.475
tawdry	cursi	0.375	0.510	0.398
tawny	leonado	0.551	0.398	0.400
tax	impuesto	0.260	0.481	0.534
taxed	gravado	0.255	0.456	0.500
taxi	taxi	0.542	0.362	0.430
taxicab	Taxi	0.479	0.430	0.355
taxonomy	taxonomía	0.370	0.410	0.630
taxpayer	contribuyente	0.592	0.528	0.647
tea	té	0.698	0.163	0.370
teach	enseñar	0.840	0.510	0.852
teacher	profesor	0.760	0.404	0.885
teaching	enseñando	0.822	0.444	0.736
teacup	taza para té	0.633	0.135	0.277
teahouse	casa de te	0.802	0.314	0.288
teal	verde azulado	0.540	0.293	0.321
team	equipo	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	compañero de equipo	0.865	0.449	0.660
teamwork	trabajo en equipo	0.918	0.490	0.773
teapot	tetera	0.479	0.110	0.309
tear	lágrima	0.404	0.620	0.327
tearful	lloroso	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	lloroso	0.167	0.473	0.216
tease	molestar	0.317	0.790	0.432
teaser	rompecabezas	0.510	0.558	0.534
teasing	burlas	0.235	0.725	0.352
teaspoon	cucharilla	0.521	0.330	0.221
teat	pezón	0.612	0.469	0.328
teatime	la hora del té	0.847	0.159	0.339
tech	tecnología	0.684	0.491	0.732
technical	técnico	0.510	0.490	0.736
technicality	tecnicismo	0.632	0.471	0.661
technician	técnico	0.592	0.510	0.713
technique	técnica	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	tecnológico	0.680	0.452	0.815
technology	tecnología	0.776	0.490	0.825
ted	Ted	0.712	0.453	0.336
teddy bear	oso de peluche	0.890	0.170	0.192
tedious	tedioso	0.104	0.406	0.241
tedium	tedio	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	rebosante	0.582	0.550	0.727
teen	adolescente	0.729	0.531	0.568
teenage	Adolescente	0.667	0.673	0.558
teenager	adolescente	0.781	0.593	0.527
teens	adolescentes	0.653	0.660	0.440
teensy	teensy	0.520	0.427	0.347
teeny	chiquitín	0.427	0.418	0.216
teeth	dientes	0.520	0.388	0.427
teething	dentición	0.396	0.471	0.474
teflon	Teflon	0.354	0.245	0.434
telegram	telegrama	0.561	0.542	0.550
telegraph	telégrafo	0.594	0.423	0.400
telekinesis	telequinesia	0.582	0.646	0.667
telemetry	telemetría	0.460	0.382	0.611
telepathic	telepático	0.602	0.490	0.642
telepathy	telepatía	0.594	0.510	0.588
telephone	teléfono	0.694	0.520	0.425
telescope	telescopio	0.531	0.340	0.500
telescopic	telescópico	0.490	0.290	0.660
telethon	teletón	0.643	0.641	0.473
teletype	teletipo	0.532	0.392	0.455
televised	televisado	0.625	0.519	0.518
television	televisión	0.633	0.391	0.547
tell	contar	0.551	0.350	0.457
teller	cajero	0.500	0.395	0.443
telling	narración	0.719	0.441	0.527
telltale	indicador	0.240	0.663	0.426
temp	temperatura	0.490	0.440	0.314
temper	templar	0.633	0.623	0.818
tempera	pintura al temple	0.458	0.318	0.245
temperament	temperamento	0.420	0.625	0.703
temperamental	temperamental	0.316	0.774	0.608
temperance	templanza	0.500	0.294	0.639
temperate	templado	0.469	0.394	0.593
temperature	temperatura	0.521	0.559	0.473
tempered	templado	0.583	0.437	0.667
tempest	tempestad	0.245	0.843	0.653
template	modelo	0.479	0.311	0.411
temple	templo	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	temporal	0.500	0.413	0.360
temporarily	temporalmente	0.500	0.365	0.373
temporary	temporal	0.458	0.415	0.324
tempt	tentar	0.210	0.677	0.500
temptation	tentación	0.365	0.817	0.560
tempting	tentador	0.615	0.740	0.519
temptress	tentadora	0.427	0.787	0.667
ten	diez	0.562	0.260	0.406
tenable	sostenible	0.741	0.412	0.636
tenacious	tenaz	0.724	0.658	0.692
tenacity	tenacidad	0.740	0.657	0.889
tenancy	tenencia	0.500	0.458	0.605
tenant	inquilino	0.385	0.360	0.398
tend	tender	0.604	0.398	0.412
tendency	tendencia	0.684	0.500	0.675
tender	oferta	0.630	0.520	0.509
tenderfoot	principiante	0.469	0.421	0.438
tenderness	sensibilidad	0.949	0.276	0.367
tending	tendiendo	0.622	0.556	0.594
tendon	tendón	0.341	0.271	0.463
tenement	vivienda	0.470	0.384	0.550
tenet	principio	0.667	0.333	0.636
tenets	principios	0.734	0.357	0.667
tenfold	décuplo	0.469	0.418	0.500
tennis	tenis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	tiempo	0.396	0.439	0.655
tensile	de tensión	0.458	0.510	0.618
tension	tensión	0.304	0.810	0.529
tent	tienda	0.510	0.275	0.333
tentacle	tentáculo	0.370	0.559	0.398
tentative	tentativo	0.582	0.657	0.534
tenth	décimo	0.510	0.349	0.382
tenths	décimas	0.406	0.294	0.284
tenuous	tenue	0.398	0.263	0.276
tenure	tenencia	0.615	0.472	0.611
tepee	tipi	0.500	0.337	0.373
tepid	tibio	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	término	0.450	0.255	0.598
terminal	terminal	0.316	0.434	0.483
terminate	Terminar	0.171	0.410	0.441
termination	terminación	0.344	0.472	0.545
terminator	terminador	0.370	0.663	0.737
terminology	terminología	0.612	0.284	0.566
terminus	término	0.281	0.382	0.615
termite	termita	0.265	0.480	0.408
terms	condiciones	0.490	0.362	0.645
tern	golondrina	0.573	0.365	0.309
ternary	ternario	0.550	0.406	0.480
terrace	terraza	0.615	0.269	0.411
terrain	terreno	0.540	0.300	0.472
terrestrial	terrestre	0.542	0.413	0.582
terrible	terrible	0.061	0.849	0.604
terribly	terriblemente	0.061	0.731	0.430
terrier	terrier	0.562	0.540	0.431
terrific	estupendo	0.859	0.650	0.821
terrified	aterrorizado	0.090	0.902	0.387
terrifies	aterroriza	0.083	0.923	0.500
terrify	aterrorizar	0.052	0.889	0.509
terrifying	espantoso	0.031	0.836	0.602
territorial	territorial	0.405	0.600	0.766
territory	territorio	0.625	0.469	0.676
terror	terror	0.069	0.902	0.415
terrorism	terrorismo	0.060	0.971	0.673
terrorist	terrorista	0.019	0.930	0.679
terrorists	terroristas	0.062	0.967	0.688
terrorize	aterrorizar	0.041	0.907	0.577
terse	breve	0.542	0.393	0.409
tertiary	terciario	0.500	0.350	0.431
test	prueba	0.449	0.500	0.509
testament	testamento	0.594	0.420	0.806
testicle	testículo	0.458	0.651	0.410
testicular	testicular	0.388	0.680	0.453
testify	testificar	0.521	0.650	0.741
testimonial	testimonial	0.541	0.538	0.750
testimony	testimonio	0.615	0.578	0.643
testosterone	testosterona	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tétanos	0.133	0.577	0.368
tether	atar	0.323	0.620	0.407
tethered	atado	0.260	0.472	0.351
tetrahedral	tetraédrico	0.595	0.468	0.423
text	texto	0.604	0.157	0.402
textbook	libro de texto	0.622	0.235	0.526
textile	textil	0.604	0.235	0.395
textural	textural	0.660	0.296	0.445
texture	textura	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	gracias	0.958	0.353	0.526
thankful	agradecido	0.969	0.344	0.714
thankgod	gracias a Dios	0.823	0.451	0.466
thanking	agradeciendo	0.917	0.538	0.658
thankless	ingrato	0.146	0.500	0.497
thanks	Gracias	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	acción de gracias	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	paja	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	taumaturgia	0.510	0.546	0.618
thaw	deshielo	0.438	0.321	0.327
theater	teatro	0.760	0.635	0.516
theatrical	teatral	0.720	0.690	0.546
theatrics	teatral	0.694	0.539	0.486
thebest	el mejor	0.760	0.596	0.719
theft	robo	0.135	0.867	0.394
theism	teísmo	0.460	0.431	0.481
theistic	teísta	0.397	0.365	0.509
thelife	la vida	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	tema	0.541	0.176	0.427
theocracy	teocracia	0.490	0.427	0.722
theocratic	teocrático	0.380	0.480	0.605
theologian	teólogo	0.521	0.304	0.759
theological	teológico	0.480	0.363	0.683
theology	teología	0.448	0.330	0.711
theorem	teorema	0.500	0.296	0.615
theoretical	teórico	0.615	0.270	0.546
theory	teoría	0.583	0.314	0.529
therapeutic	terapéutico	0.625	0.275	0.680
therapeutics	terapéutica	0.552	0.343	0.625
therapist	terapeuta	0.468	0.430	0.679
therapy	terapia	0.490	0.353	0.607
thereabouts	aproximadamente	0.427	0.365	0.285
thereof	en esto	0.542	0.265	0.281
therewith	con eso	0.462	0.317	0.398
thermal	térmico	0.480	0.360	0.509
thermocouple	par termoeléctrico	0.406	0.406	0.422
thermodynamics	termodinámica	0.510	0.594	0.678
thermometer	termómetro	0.400	0.327	0.473
thermos	termo	0.582	0.255	0.328
thermostat	termostato	0.439	0.480	0.321
thesaurus	Tesauro	0.520	0.480	0.509
thesis	tesis	0.583	0.582	0.552
thick	grueso	0.449	0.433	0.596
thicken	espesar	0.406	0.398	0.509
thickening	espesamiento	0.448	0.355	0.434
thicket	matorral	0.385	0.373	0.324
thickness	espesor	0.552	0.370	0.443
thief	ladrón	0.088	0.888	0.443
thigh	muslo	0.469	0.433	0.588
thimble	dedal	0.490	0.192	0.218
thin	Delgado	0.469	0.337	0.356
thing	cosa	0.449	0.222	0.260
things	cosas	0.519	0.250	0.368
thingy	cosita	0.458	0.312	0.158
think	pensar	0.786	0.408	0.618
thinker	pensador	0.706	0.386	0.764
thinking	pensando	0.720	0.308	0.595
third	tercero	0.551	0.187	0.304
thirds	tercios	0.402	0.327	0.345
thirst	sed	0.298	0.519	0.307
thirsty	sediento	0.281	0.660	0.310
thirteen	trece	0.459	0.385	0.331
thirteenth	decimotercero	0.408	0.330	0.425
thirty	treinta	0.562	0.349	0.316
thistle	cardo	0.427	0.423	0.357
thither	allá	0.500	0.270	0.316
thong	correa	0.467	0.596	0.269
thorn	espina	0.296	0.541	0.427
thorny	espinoso	0.177	0.690	0.500
thorough	completo	0.467	0.350	0.558
thoroughbred	pura sangre	0.669	0.740	0.716
thoroughfare	vía pública	0.582	0.481	0.490
thought	pensamiento	0.780	0.315	0.571
thoughtful	pensativo	0.667	0.290	0.527
thoughtfulness	consideración	0.867	0.269	0.667
thoughtless	desconsiderado	0.194	0.580	0.452
thoughts	pensamientos	0.745	0.382	0.691
thousand	mil	0.663	0.355	0.480
thrash	movimiento de piernas	0.260	0.510	0.472
thread	hilo	0.646	0.184	0.209
threat	amenaza	0.135	0.865	0.667
threaten	amenazar	0.104	0.958	0.590
threatened	amenazado	0.052	0.928	0.354
threatening	amenazante	0.071	0.875	0.652
three	Tres	0.653	0.225	0.377
threefold	triple	0.521	0.400	0.534
threesome	grupo de tres	0.490	0.676	0.560
thresh	trillar	0.490	0.417	0.500
threshold	límite	0.531	0.519	0.575
thrice	tres veces	0.469	0.442	0.462
thrift	ahorro	0.760	0.217	0.649
thrifty	ahorrativo	0.604	0.380	0.676
thrill	emoción	0.888	0.837	0.711
thrilled	emocionado	0.898	0.818	0.807
thriller	novela de suspenso	0.490	0.796	0.645
thrilling	emocionante	0.930	0.827	0.782
thrive	prosperar	0.948	0.529	0.772
thriving	próspero	0.865	0.521	0.779
throat	garganta	0.350	0.538	0.346
throb	palpitar	0.500	0.673	0.556
throbbing	palpitante	0.645	0.808	0.491
throes	agonía	0.146	0.760	0.235
throne	trono	0.724	0.606	0.887
throng	multitud	0.480	0.810	0.706
throttle	acelerador	0.562	0.804	0.750
throw	lanzar	0.344	0.770	0.623
throwback	reversión	0.280	0.454	0.356
thrower	lanzador	0.470	0.690	0.717
thrown	arrojado	0.500	0.550	0.619
thrush	tordo	0.306	0.490	0.454
thrust	empuje	0.510	0.647	0.663
thruster	propulsor	0.698	0.812	0.719
thud	ruido sordo	0.255	0.686	0.620
thug	matón	0.240	0.882	0.667
thumb	pulgar	0.673	0.271	0.361
thumbprint	impresión del pulgar	0.510	0.347	0.451
thump	golpear	0.280	0.792	0.608
thumper	golpeador	0.354	0.623	0.457
thumping	descomunal	0.214	0.755	0.566
thunder	trueno	0.296	0.916	0.526
thunderbolt	rayo	0.418	0.719	0.642
thunderclap	tronido	0.390	0.833	0.607
thundering	tremendo	0.337	0.778	0.700
thunderstorm	tormenta	0.135	0.860	0.784
thunderstruck	atónito	0.194	0.716	0.509
thwart	frustrar	0.281	0.684	0.409
thx	Gracias	0.562	0.425	0.461
thyme	tomillo	0.561	0.255	0.325
thyroid	tiroides	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	garrapata	0.521	0.386	0.412
ticked	marcado	0.469	0.386	0.455
ticker	corazón	0.479	0.471	0.509
ticket	boleto	0.684	0.387	0.434
tickle	cosquillas	0.760	0.727	0.342
tickled	hecho cosquillas	0.755	0.707	0.364
ticklish	cosquilloso	0.823	0.814	0.345
tidal	de marea	0.592	0.539	0.519
tidal wave	marea	0.240	0.894	0.736
tidbit	golosina	0.552	0.382	0.385
tide	marea	0.541	0.556	0.420
tidings	noticias	0.610	0.510	0.694
tidy	ordenado	0.760	0.208	0.647
tie	Corbata	0.663	0.464	0.431
tier	nivel	0.520	0.245	0.560
tiff	pelea	0.531	0.415	0.343
tiger	Tigre	0.479	0.765	0.664
tighten	apretar	0.388	0.487	0.627
tightness	opresión	0.344	0.606	0.759
tightrope	cuerda de equilibrista	0.354	0.653	0.279
tights	medias	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	azulejo	0.429	0.245	0.348
tiling	embaldosado	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	labranza	0.552	0.591	0.540
tiller	caña del timón	0.448	0.410	0.290
tilt	inclinación	0.365	0.549	0.463
tilting	inclinación	0.459	0.384	0.340
timber	madera	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	timbre	0.460	0.480	0.296
time	hora	0.604	0.288	0.609
timeless	eterno	0.408	0.468	0.583
timeliness	oportunidad	0.760	0.404	0.582
timely	oportuno	0.865	0.387	0.591
timeout	se acabó el tiempo	0.344	0.433	0.322
timepiece	reloj	0.650	0.279	0.461
timer	minutero	0.469	0.433	0.500
times	veces	0.490	0.279	0.439
timetable	calendario	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	tímido	0.327	0.276	0.132
timidity	timidez	0.333	0.358	0.153
timing	sincronización	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tintura	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	papel de estaño	0.448	0.284	0.311
tinge	tinte	0.469	0.292	0.264
tingle	hormigueo	0.460	0.560	0.264
tingling	estremecimiento	0.427	0.615	0.340
tinker	gitano	0.396	0.528	0.275
tinkering	retoque	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	campanilleo	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	oropel	0.663	0.521	0.473
tint	tinte	0.582	0.292	0.273
tiny	minúsculo	0.479	0.196	0.125
tip	propina	0.708	0.221	0.518
tipper	volquete	0.427	0.571	0.431
tipster	tipster	0.490	0.462	0.490
tipsy	achispado	0.510	0.625	0.570
tiptoe	punta del pie	0.510	0.490	0.407
tirade	diatriba	0.378	0.587	0.532
tire	neumático	0.438	0.385	0.381
tired	cansado	0.125	0.317	0.191
tiredness	cansancio	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	incansable	0.657	0.750	0.645
tiresome	cansado	0.240	0.542	0.153
tiring	fatigoso	0.153	0.510	0.176
tissue	tejido	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	teta	0.402	0.539	0.388
titan	titán	0.598	0.653	0.811
titanic	titánico	0.427	0.786	0.795
titanium	titanio	0.520	0.470	0.704
tithe	diezmo	0.507	0.276	0.385
title	título	0.708	0.356	0.574
titled	noble	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	sapo	0.302	0.452	0.196
toast	brindis	0.740	0.382	0.356
toaster	tostadora	0.542	0.337	0.387
toasty	tostado	0.698	0.461	0.396
tobacco	tabaco	0.327	0.546	0.387
toby	Toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	hoy	0.806	0.306	0.362
toddler	niñito	0.812	0.469	0.368
toe	dedo del pie	0.406	0.221	0.293
toenail	uña del dedo del pie	0.530	0.380	0.306
toffee	caramelo	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	juntos	0.874	0.392	0.658
togetherness	compañerismo	0.906	0.360	0.635
toil	esfuerzo	0.558	0.510	0.583
toilet	baño	0.490	0.290	0.233
toils	trabajos	0.480	0.710	0.482
token	simbólico	0.510	0.418	0.414
tolerable	tolerable	0.750	0.350	0.374
tolerance	tolerancia	0.875	0.206	0.649
tolerant	tolerante	0.765	0.192	0.618
tolerate	tolerar	0.724	0.430	0.588
toleration	tolerancia	0.776	0.442	0.727
toll	Peaje	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	tomate	0.550	0.183	0.275
tomatoes	tomates	0.615	0.240	0.272
tomb	tumba	0.112	0.500	0.343
tombstone	lápida sepulcral	0.204	0.441	0.311
tomcat	gato	0.520	0.412	0.386
tome	a mi	0.429	0.316	0.492
tomorrow	mañana	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	tono	0.551	0.355	0.411
toner	virador	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	tenazas	0.500	0.459	0.321
tongue	lengua	0.542	0.432	0.482
tonic	tónico	0.541	0.360	0.500
tonnage	tonelaje	0.323	0.382	0.590
tonsils	amígdalas	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	herramienta	0.490	0.350	0.594
toolbox	caja de instrumento	0.531	0.316	0.472
tooling	estampación	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	sonar	0.500	0.481	0.373
tooth	diente	0.439	0.250	0.367
toothache	dolor de muelas	0.188	0.853	0.412
toothbrush	cepillo de dientes	0.517	0.330	0.321
toothed	dentada	0.449	0.394	0.352
toothless	sin dientes	0.312	0.541	0.272
toothpaste	pasta dental	0.510	0.290	0.371
toothpick	palillo	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	parte superior	0.760	0.400	0.554
topaz	topacio	0.643	0.325	0.384
topic	tema	0.520	0.276	0.427
topical	actual	0.561	0.340	0.500
topless	top-less	0.625	0.765	0.414
topographic	topográfico	0.604	0.378	0.558
topographical	topográfico	0.438	0.350	0.538
topography	topografía	0.469	0.357	0.506
topple	derrocar	0.198	0.820	0.573
topside	lado superior	0.708	0.466	0.598
tor	colina	0.337	0.430	0.418
torch	antorcha	0.531	0.630	0.545
torment	tormento	0.057	0.750	0.387
tormented	atormentado	0.071	0.855	0.323
torn	Rasgado	0.153	0.510	0.283
tornado	tornado	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	esfuerzo de torsión	0.466	0.375	0.406
torrent	torrente	0.541	0.745	0.676
torrid	tórrido	0.281	0.625	0.517
torsion	torsión	0.312	0.651	0.402
torso	torso	0.408	0.394	0.473
tort	agravio	0.229	0.635	0.455
tortious	tortuoso	0.312	0.724	0.491
tortoise	tortuga	0.673	0.078	0.250
tortuous	tortuoso	0.194	0.755	0.382
torture	tortura	0.115	0.878	0.555
tortured	torturado	0.062	0.890	0.361
toss	sacudida	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	total	0.771	0.286	0.714
totality	totalidad	0.688	0.443	0.717
totally	totalmente	0.820	0.422	0.702
tote	totalizador	0.510	0.398	0.625
totem	tótem	0.639	0.350	0.571
touch	toque	0.646	0.477	0.455
touchdown	aterrizaje	0.667	0.770	0.586
touched	tocado	0.592	0.380	0.404
touching	conmovedor	0.760	0.439	0.491
touchy	quisquilloso	0.323	0.510	0.343
tough	difícil	0.344	0.588	0.742
toughen	endurecer	0.458	0.683	0.711
toughness	tenacidad	0.552	0.618	0.837
toupee	peluquín	0.323	0.270	0.324
tour	gira	0.663	0.545	0.543
tourism	turismo	0.823	0.531	0.545
tourist	turista	0.745	0.480	0.430
tourmaline	turmalina	0.448	0.513	0.441
tournament	torneo	0.694	0.740	0.611
tourniquet	torniquete	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	remolcar	0.531	0.500	0.508
towel	toalla	0.630	0.208	0.286
tower	torre	0.606	0.380	0.644
towering	imponente	0.500	0.690	0.806
town	pueblo	0.551	0.299	0.627
townhouse	casa adosada	0.622	0.400	0.443
township	municipio	0.531	0.292	0.667
townspeople	gente del pueblo	0.677	0.466	0.569
toxic	tóxico	0.008	0.885	0.492
toxicity	toxicidad	0.104	0.865	0.491
toxicology	toxicología	0.302	0.736	0.574
