Word	Macedonian-mk	Valence	Arousal	Dominance
unwittingly	несвесно	0.312	0.510	0.264
unworthy	недостоен	0.194	0.433	0.226
unwrap	откачи	0.604	0.491	0.557
unwritten	непишано	0.367	0.384	0.272
unyielding	непопустливи	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	оптимист	0.878	0.531	0.802
upbringing	воспитување	0.677	0.490	0.600
upcoming	претстојни	0.688	0.460	0.550
update	ажурирање	0.698	0.535	0.802
upgrade	надградба	0.786	0.500	0.670
upheaval	пресврт	0.290	0.830	0.570
uphill	тешка	0.396	0.723	0.572
uphold	поддржи	0.698	0.321	0.561
upholstery	тапацир	0.592	0.270	0.386
upkeep	одржување	0.590	0.442	0.685
upland	uppland	0.719	0.578	0.607
uplands	висорамнини	0.615	0.471	0.577
uplift	подигање	0.656	0.779	0.771
uplifting	подигнување	0.771	0.548	0.605
uplink	Добивањето	0.544	0.510	0.595
upload	upload	0.638	0.683	0.696
upper	горниот	0.740	0.529	0.868
uppercut	аплауз	0.410	0.600	0.550
uppity	упорност	0.465	0.546	0.417
upright	исправен	0.667	0.373	0.600
uprising	востание	0.561	0.777	0.704
uproar	вознемирување	0.271	0.902	0.462
upscale	зголемување на резолуцијата	0.698	0.526	0.846
upset	вознемирен	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	горе	0.663	0.408	0.645
upstanding	upstanding	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	утешна	0.184	0.716	0.333
upward	нагоре	0.792	0.481	0.620
upwards	нагоре	0.724	0.439	0.638
uranium	ураниум	0.375	0.580	0.490
urban	урбани	0.561	0.528	0.644
urchin	урхин	0.417	0.510	0.373
urge	нагон	0.418	0.680	0.653
urgency	итност	0.429	0.908	0.543
urgent	итно	0.327	0.918	0.623
urinal	писоар	0.214	0.510	0.306
urinalysis	уринализа	0.344	0.532	0.398
urinate	уринирај	0.360	0.500	0.353
urination	мокрење	0.271	0.441	0.232
urine	урина	0.375	0.361	0.169
urn	урна	0.194	0.520	0.295
usable	употреблив	0.812	0.455	0.611
usage	употреба	0.646	0.360	0.426
use	употреба	0.438	0.358	0.409
used	користен	0.354	0.306	0.287
useful	корисно	0.833	0.411	0.726
usefully	корисно	0.650	0.481	0.760
usefulness	корисност	0.806	0.519	0.741
useless	бескорисни	0.052	0.342	0.184
user	корисник	0.629	0.347	0.442
usher	голман	0.521	0.440	0.519
usual	обично	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	узурпиран	0.292	0.780	0.438
usury	камата	0.344	0.679	0.430
utensil	прибор	0.573	0.279	0.383
uterus	матка	0.551	0.420	0.510
utilitarian	утилитарна	0.427	0.363	0.639
utility	алатка	0.622	0.400	0.704
utilization	користење	0.562	0.469	0.706
utilize	користат	0.694	0.445	0.545
utmost	максимална	0.719	0.740	0.858
utopian	утописки	0.542	0.327	0.552
utter	изговори	0.531	0.422	0.549
utterance	изговор	0.542	0.640	0.704
utterly	крајно	0.633	0.440	0.673
vacancy	Конкурс	0.643	0.311	0.418
vacant	празен	0.578	0.220	0.464
vacate	напушти	0.357	0.490	0.397
vacation	одмор	0.840	0.490	0.598
vaccination	вакцинација	0.530	0.578	0.621
vaccine	вакцина	0.500	0.520	0.555
vacuolar	вакуолар	0.439	0.370	0.439
vacuole	вакуола	0.490	0.406	0.481
vacuous	празен	0.354	0.267	0.304
vacuum	вакуум	0.327	0.196	0.134
vagabond	скитнически	0.384	0.531	0.144
vagina	вагината	0.551	0.870	0.500
vaginal	вагинален	0.449	0.765	0.420
vagrancy	скитници	0.219	0.567	0.277
vagrant	брани	0.265	0.548	0.250
vague	нејасни	0.271	0.335	0.083
vagueness	нејасност	0.150	0.324	0.221
vainly	залудно	0.365	0.283	0.169
valance	валентност	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	валентин	0.888	0.615	0.510
valet	камериер	0.635	0.406	0.389
valiant	храбри	0.880	0.745	0.904
valid	валидна	0.693	0.353	0.565
validate	валидирај	0.760	0.431	0.745
validation	валидација	0.655	0.460	0.720
validity	валидност	0.646	0.470	0.706
valium	валиум	0.419	0.398	0.443
valley	долина	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	вредни	0.899	0.547	0.798
valuables	скапоцености	0.790	0.625	0.759
valuation	вреднување	0.615	0.480	0.795
value	вредност	0.875	0.582	0.802
valve	вентил	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	вампир	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	вандал	0.135	0.792	0.473
vandalism	вандализам	0.083	0.904	0.509
vane	ване	0.561	0.280	0.231
vanguard	авангарда	0.693	0.640	0.780
vanilla	ванила	0.706	0.216	0.284
vanish	исчезнуваат	0.236	0.480	0.347
vanished	исчезна	0.208	0.566	0.255
vanishing	исчезнува	0.292	0.550	0.322
vanity	суета	0.260	0.540	0.439
vanquish	победи	0.708	0.760	0.804
vanquished	поразен	0.496	0.529	0.176
vanquishing	победи	0.600	0.748	0.764
vantage	Поволна	0.740	0.632	0.788
vapor	пареа	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	променлива	0.620	0.407	0.400
variance	варијанса	0.540	0.405	0.509
variation	варијација	0.635	0.561	0.406
variations	варијации	0.458	0.548	0.353
varicella	варичела	0.184	0.593	0.314
varicose	варикоза	0.235	0.462	0.368
varied	различни	0.604	0.701	0.472
variegated	разновиден	0.398	0.549	0.406
variety	сорта	0.714	0.472	0.598
various	разни	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	лак	0.448	0.353	0.361
varsity	варштината	0.710	0.594	0.670
vary	се разликуваат	0.521	0.373	0.413
varying	различни	0.552	0.471	0.385
vascular	васкуларна	0.516	0.451	0.627
vase	вазна	0.638	0.225	0.215
vasectomy	вазектомија	0.208	0.663	0.431
vassal	вазал	0.417	0.525	0.196
vast	огромна	0.520	0.535	0.545
vat	ДДВ	0.333	0.491	0.509
vaudeville	ваудевил	0.490	0.471	0.472
vault	свод	0.490	0.378	0.644
vaulted	засводен	0.417	0.460	0.542
vaulting	свод	0.510	0.323	0.520
veal	телешко месо	0.438	0.337	0.410
vector	вектор	0.538	0.308	0.482
veer	вечер	0.469	0.430	0.338
vega	вега	0.510	0.333	0.434
vegan	веган	0.490	0.226	0.357
vegetable	зеленчук	0.551	0.120	0.289
vegetarian	вегетаријанска	0.562	0.255	0.407
vegetarianism	вегетаријанство	0.510	0.269	0.407
vegetation	вегетација	0.740	0.177	0.500
vegetative	вегетативна	0.500	0.270	0.351
veggie	зеленчук	0.602	0.245	0.409
vehement	жестоко	0.500	0.500	0.575
vehicle	возило	0.641	0.565	0.500
veil	превез	0.500	0.235	0.415
veiled	прекриени	0.370	0.317	0.324
vein	вена	0.347	0.373	0.318
veined	вени	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	брзина	0.673	0.769	0.783
velour	велур	0.670	0.292	0.412
velvet	кадифе	0.663	0.226	0.304
velvety	бархатно	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	одмазда	0.198	0.784	0.583
vending	вендинг	0.417	0.565	0.549
vendor	продавач	0.541	0.541	0.627
veneer	фурнир	0.490	0.265	0.289
venerable	преподобен	0.708	0.369	0.600
veneration	почитување	0.745	0.650	0.712
venereal	венерични	0.302	0.654	0.424
venetian	венецијански	0.633	0.373	0.464
vengeance	одмазда	0.103	0.927	0.719
vengeful	Одмазднички	0.150	0.840	0.561
venison	лова	0.510	0.422	0.296
venom	отров	0.125	0.770	0.491
venomous	отровно	0.159	0.841	0.636
venous	венски	0.406	0.571	0.453
vent	пропустливи	0.479	0.519	0.529
ventilation	вентилација	0.719	0.451	0.568
ventilator	вентилатор	0.471	0.353	0.344
venting	вентилација	0.375	0.388	0.418
ventricle	комора	0.520	0.387	0.464
ventricular	вентрикуларна	0.440	0.549	0.475
ventriloquist	вентрилоквист	0.552	0.600	0.526
venture	вложување	0.893	0.810	0.644
venue	место	0.727	0.316	0.395
veracity	веродостојност	0.735	0.724	0.798
veranda	веранда	0.743	0.343	0.439
verb	глагол	0.582	0.312	0.414
verbal	вербална	0.520	0.291	0.562
verbatim	дословно	0.562	0.255	0.574
verbiage	глупост	0.429	0.560	0.535
verbose	глагол	0.439	0.480	0.635
verbosity	бременост	0.300	0.491	0.451
verdant	зелен	0.600	0.260	0.389
verdict	пресуда	0.325	0.689	0.800
verge	работ	0.500	0.337	0.305
verification	верификација	0.750	0.276	0.642
verified	потврдена	0.781	0.367	0.677
verify	потврди	0.761	0.481	0.704
verily	навистина	0.713	0.351	0.585
veritable	вистински	0.794	0.330	0.759
vermin	штетници	0.167	0.712	0.385
vermouth	вермут	0.503	0.480	0.425
vernacular	народ	0.479	0.453	0.615
vernal	верен	0.553	0.402	0.451
veronica	Вероника	0.594	0.399	0.402
versatile	разноврсна	0.906	0.625	0.714
versatility	разноврсност	0.878	0.585	0.750
verse	стих	0.667	0.269	0.336
version	верзија	0.604	0.423	0.538
versus	против	0.310	0.500	0.447
vert	верт	0.490	0.375	0.434
vertebra	пршлен	0.427	0.330	0.532
vertebral	вертебрални	0.308	0.434	0.525
vertex	теме	0.316	0.510	0.491
vertical	вертикално	0.520	0.387	0.492
vertically	вертикално	0.534	0.385	0.545
vertigo	вртоглавица	0.292	0.655	0.445
verve	верве	0.724	0.840	0.693
very negative	многу негативни	0.062	0.521	0.148
very positive	многу позитивно	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	везикули	0.359	0.509	0.379
vesicular	везикуларна	0.214	0.440	0.483
vessel	брод	0.490	0.398	0.538
vest	елек	0.667	0.380	0.371
vested	доделен	0.663	0.415	0.648
vestibule	вестибла	0.541	0.385	0.422
vestige	трага	0.562	0.470	0.454
vet	ветеринар	0.531	0.400	0.644
veteran	ветеран	0.560	0.431	0.759
veterinarian	ветеринар	0.582	0.418	0.542
veterinary	ветеринарна	0.656	0.450	0.603
veto	вето	0.271	0.462	0.509
vexed	тежок	0.115	0.802	0.413
viability	одржливост	0.776	0.500	0.684
viable	остварлива	0.656	0.320	0.667
viaduct	вијадукт	0.420	0.440	0.662
vial	вијала	0.594	0.346	0.445
vibe	вибрација	0.710	0.480	0.517
vibes	вибрации	0.635	0.688	0.574
vibrant	енергична	0.771	0.824	0.782
vibrate	вибрираат	0.500	0.698	0.604
vibration	вибрации	0.583	0.657	0.528
vibrator	вибратор	0.479	0.798	0.500
vibratory	вибрационен	0.542	0.690	0.527
vicar	викар	0.531	0.370	0.555
vicarious	викари	0.479	0.452	0.517
vice	заменик	0.296	0.778	0.480
viceroy	viceroy	0.541	0.481	0.712
vicinity	околината	0.700	0.353	0.466
vicious	злобни	0.208	0.694	0.407
victim	жртва	0.115	0.676	0.202
victimized	жртва	0.115	0.644	0.273
victor	победник	0.802	0.587	0.796
victoria	Викторија	0.896	0.811	0.837
victorious	победнички	0.884	0.886	0.946
victory	победа	0.938	0.735	0.931
video	Видео	0.646	0.577	0.427
video game	видео игра	0.707	0.765	0.414
videotape	видеокасета	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	поглед	0.896	0.292	0.555
viewer	гледач	0.592	0.358	0.558
viewing	гледање	0.690	0.394	0.598
viewpoint	гледна точка	0.673	0.306	0.644
vigil	бдение	0.521	0.480	0.491
vigilance	бдителност	0.490	0.615	0.724
vigilant	буден	0.469	0.643	0.791
vigilante	одмазднички	0.418	0.627	0.720
vignette	вињета	0.717	0.283	0.382
vigor	енергичност	0.860	0.755	0.811
vigorous	енергична	0.857	0.770	0.897
viking	викинг	0.541	0.755	0.605
vile	грд	0.083	0.537	0.553
villa	вила	0.698	0.290	0.345
village	село	0.684	0.367	0.336
villager	селанец	0.710	0.387	0.509
villain	негативец	0.177	0.892	0.590
villainous	злобно	0.122	0.840	0.470
vinaigrette	винегрет	0.490	0.286	0.300
vindicate	оправда	0.656	0.596	0.767
vindicated	оправдано	0.615	0.480	0.609
vindication	оправдување	0.531	0.632	0.764
vindictive	кривичен	0.092	0.830	0.500
vine	лоза	0.531	0.292	0.405
vinegar	оцет	0.276	0.370	0.356
vineyard	лозје	0.806	0.382	0.595
vintage	старомодни	0.680	0.390	0.481
vinyl	винил	0.490	0.241	0.440
viola	виола	0.521	0.461	0.481
violate	крши	0.061	0.970	0.519
violation	повреда	0.083	0.892	0.413
violence	насилство	0.061	0.933	0.719
violent	насилни	0.112	0.918	0.616
violently	насилно	0.120	0.970	0.527
violet	виолетова	0.688	0.272	0.401
violin	виолина	0.823	0.396	0.389
violinist	виолинист	0.804	0.302	0.538
viper	Viper	0.173	0.846	0.632
viral	вирусна	0.240	0.612	0.518
virgin	девица	0.622	0.433	0.462
virginal	девствени	0.673	0.577	0.464
virginity	девственост	0.691	0.676	0.576
virility	мажественост	0.684	0.670	0.718
virology	вирусологија	0.418	0.569	0.562
virtual	виртуелен	0.598	0.532	0.463
virtually	практично	0.594	0.521	0.625
virtue	доблест	0.896	0.443	0.827
virtuoso	виртуоз	0.929	0.591	0.863
virtuous	доблесни	0.890	0.530	0.822
virulence	вирулентност	0.094	0.533	0.438
virus	вирус	0.277	0.740	0.443
visa	виза	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	вискозитет	0.417	0.521	0.454
viscous	слатка	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	видливост	0.750	0.444	0.676
visible	видлив	0.750	0.342	0.509
visibly	видливо	0.724	0.373	0.591
vision	визија	0.708	0.447	0.742
visionary	визионерски	0.823	0.565	0.791
visit	посетете	0.771	0.443	0.445
visitation	посета	0.729	0.346	0.534
visiting	посета	0.729	0.440	0.519
visitor	посетител	0.646	0.480	0.461
visor	визир	0.396	0.490	0.265
vista	Vista	0.698	0.390	0.450
visual	визуелен	0.813	0.462	0.462
visualize	визуелизира	0.635	0.431	0.537
vital	витално	0.750	0.716	0.847
vitality	виталност	0.923	0.565	0.869
vitals	vitals	0.704	0.604	0.798
vitamin	витамин	0.827	0.330	0.560
vitreous	стаклестото тело	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	весела	0.780	0.820	0.758
vivid	живописни	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	речник	0.530	0.247	0.585
vocal	вокал	0.583	0.352	0.340
vocalist	вокалист	0.688	0.596	0.596
vocation	вокација	0.833	0.426	0.686
vodka	вотка	0.510	0.632	0.491
vogue	мода	0.740	0.491	0.538
