Word	Swahili-sw	Valence	Arousal	Dominance
topless	bila juu	0.625	0.765	0.414
topographic	topographic	0.604	0.378	0.558
topographical	kijiografia	0.438	0.350	0.538
topography	uharibifu wa ramani	0.469	0.357	0.506
topple	toa	0.198	0.820	0.573
topside	juu	0.708	0.466	0.598
tor	tor	0.337	0.430	0.418
torch	tochi	0.531	0.630	0.545
torment	mateso	0.057	0.750	0.387
tormented	kuteswa	0.071	0.855	0.323
torn	kupasuka	0.153	0.510	0.283
tornado	kimbunga	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	wakati	0.466	0.375	0.406
torrent	torrent	0.541	0.745	0.676
torrid	torrid	0.281	0.625	0.517
torsion	torsion	0.312	0.651	0.402
torso	torso	0.408	0.394	0.473
tort	tort	0.229	0.635	0.455
tortious	mateso	0.312	0.724	0.491
tortoise	kamba	0.673	0.078	0.250
tortuous	mateso	0.194	0.755	0.382
torture	mateso	0.115	0.878	0.555
tortured	kuteswa	0.062	0.890	0.361
toss	toa	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	jumla	0.771	0.286	0.714
totality	jumla	0.688	0.443	0.717
totally	kabisa	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	kugusa	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	kuguswa	0.592	0.380	0.404
touching	kugusa	0.760	0.439	0.491
touchy	kugusa	0.323	0.510	0.343
tough	ngumu	0.344	0.588	0.742
toughen	ngumu	0.458	0.683	0.711
toughness	ugumu	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	ziara	0.663	0.545	0.543
tourism	utalii	0.823	0.531	0.545
tourist	utalii	0.745	0.480	0.430
tourmaline	tourmaline	0.448	0.513	0.441
tournament	mashindano	0.694	0.740	0.611
tourniquet	tourniquet	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	tow	0.531	0.500	0.508
towel	kitambaa	0.630	0.208	0.286
tower	mnara	0.606	0.380	0.644
towering	kubwa	0.500	0.690	0.806
town	mji	0.551	0.299	0.627
townhouse	townhouse	0.622	0.400	0.443
township	mji	0.531	0.292	0.667
townspeople	watu wa mji	0.677	0.466	0.569
toxic	sumu	0.008	0.885	0.492
toxicity	sumu	0.104	0.865	0.491
toxicology	toxicology	0.302	0.736	0.574
toxin	sumu	0.115	0.654	0.456
toy	toy	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	tazama	0.573	0.346	0.483
traceable	traceable	0.602	0.370	0.535
tracer	mchezaji	0.573	0.327	0.645
traces	athari	0.482	0.448	0.389
trachea	trachea	0.448	0.509	0.387
tracing	kufuatilia	0.418	0.591	0.565
track	kufuatilia	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	njia	0.406	0.422	0.339
tractable	yenyewe	0.635	0.500	0.469
traction	traction	0.429	0.585	0.648
tractor	trekta	0.449	0.580	0.619
trade	biashara	0.561	0.544	0.690
trademark	alama ya biashara	0.667	0.344	0.750
trader	mfanyabiashara	0.562	0.632	0.854
tradesman	mfanyabiashara	0.531	0.431	0.664
trading	Biashara	0.635	0.602	0.705
tradition	mila	0.830	0.430	0.750
traditional	jadi	0.677	0.221	0.604
traffic	trafiki	0.323	0.559	0.518
traffic light	taa ya trafiki	0.490	0.469	0.479
trafficking	biashara	0.250	0.710	0.399
tragedies	majanga	0.100	0.910	0.442
tragedy	janga	0.052	0.843	0.340
tragic	jambo baya	0.048	0.904	0.396
trail	uchaguzi	0.600	0.322	0.455
trailer	trailer	0.541	0.490	0.473
train	treni	0.666	0.705	0.620
train set	kuweka mafunzo	0.604	0.598	0.464
trained	wamefundishwa	0.771	0.538	0.645
trainee	mwanafunzi	0.627	0.408	0.352
trainer	mkufunzi	0.698	0.719	0.824
training	mafunzo	0.714	0.776	0.788
trait	tabia	0.469	0.365	0.453
traitor	msaliti	0.112	0.796	0.491
traitorous	wahalifu	0.073	0.745	0.412
trajectory	trajectory	0.653	0.558	0.779
tram	tram	0.667	0.628	0.492
tramp	tamaa	0.108	0.510	0.182
trample	kuponda	0.235	0.764	0.562
trampoline	trampoline	0.604	0.690	0.391
tramway	tramway	0.615	0.538	0.543
trance	trance	0.469	0.481	0.382
tranquil	utulivu	0.917	0.094	0.355
tranquility	utulivu	0.840	0.135	0.442
tranquilizer	tranquilizer	0.510	0.236	0.596
transact	tumia	0.521	0.625	0.680
transaction	shughuli	0.650	0.577	0.579
transatlantic	transatlantic	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	kupitisha	0.604	0.771	0.726
transcendence	uhaba	0.656	0.608	0.754
transcendent	zaidi	0.667	0.600	0.824
transcendental	transcendental	0.635	0.652	0.842
transcribe	kuandika	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	nakala	0.639	0.398	0.528
transcription	transcription	0.592	0.455	0.615
transfer	uhamisho	0.702	0.490	0.519
transference	uhamisho	0.592	0.294	0.551
transferred	kuhamishwa	0.480	0.450	0.409
transfixed	imetafsiriwa	0.427	0.660	0.528
transform	kubadilisha	0.735	0.667	0.696
transformation	mabadiliko	0.796	0.618	0.770
transformer	transformer	0.582	0.582	0.723
transfusion	uhamisho	0.417	0.730	0.557
transgression	makosa	0.158	0.890	0.611
transient	muda mfupi	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	usafiri	0.439	0.590	0.588
transition	mpito	0.605	0.561	0.558
transitional	mpito	0.573	0.472	0.491
transitive	transitive	0.479	0.377	0.414
transitory	transitory	0.438	0.450	0.407
translate	kutafsiri	0.604	0.423	0.462
translation	tafsiri	0.633	0.435	0.598
translator	mtatafsiri	0.760	0.412	0.473
translocation	uhamisho	0.367	0.612	0.564
translucent	translucent	0.600	0.500	0.389
transmission	maambukizi	0.688	0.490	0.611
transmit	tuma	0.836	0.581	0.673
transmitter	transmitter	0.520	0.511	0.719
transmutation	transmutation	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	uwazi	0.847	0.260	0.587
transparent	uwazi	0.542	0.330	0.667
transplant	kupandikiza	0.445	0.806	0.620
transplantation	kupandikiza	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	usafiri	0.613	0.627	0.605
transportation	usafiri	0.667	0.560	0.472
transporter	muuzaji	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	usambazaji	0.312	0.451	0.555
transsexual	transsexual	0.264	0.815	0.423
transverse	transverse	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	mtego	0.104	0.610	0.391
trapdoor	trapdoor	0.094	0.670	0.462
trapeze	kikapu	0.542	0.625	0.566
trapped	imefungwa	0.135	0.615	0.380
trapper	mshambuliaji	0.296	0.654	0.491
trapping	kuteka	0.333	0.621	0.491
trappings	mizigo	0.458	0.462	0.370
traps	mitego	0.235	0.673	0.481
trash	takataka	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	maumivu	0.112	0.792	0.453
traumatic	mshtuko	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	kusafiri	0.931	0.689	0.535
traveler	msafiri	0.837	0.571	0.700
traveling	Safiri	0.900	0.750	0.582
traverse	kuvuka	0.571	0.590	0.629
travesty	uvunjaji	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	tray	0.549	0.250	0.345
treacherous	waaminifu	0.112	0.815	0.402
treachery	uongo	0.104	0.852	0.448
tread	tembea	0.510	0.520	0.426
treadmill	treadmill	0.459	0.636	0.436
treason	upatanisho	0.094	0.806	0.552
treasure	hazina	0.927	0.592	0.821
treasured	hazina	0.849	0.471	0.730
treasurer	mweka hazina	0.694	0.456	0.755
treasures	hazina	0.867	0.771	0.842
treasury	hazina	0.812	0.541	0.736
treat	kutibu	0.573	0.571	0.436
treatable	yanaweza kuambukizwa	0.780	0.302	0.560
treatise	kutimiza	0.604	0.407	0.613
treatment	matibabu	0.663	0.386	0.620
treaty	mkataba	0.646	0.382	0.667
treble	treble	0.358	0.471	0.466
tree	mti	0.670	0.118	0.442
trees	miti	0.653	0.137	0.537
trek	safari	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	tetetemeka	0.177	0.878	0.388
trembling	kutetemeka	0.177	0.824	0.324
tremendous	kubwa	0.600	0.888	0.773
tremendously	kwa kiasi kikubwa	0.719	0.722	0.661
tremor	tetemeko	0.104	0.833	0.455
trench	mtaro	0.429	0.760	0.429
trend	mwenendo	0.625	0.458	0.706
trending	inaendelea	0.750	0.472	0.600
trendy	trendy	0.713	0.520	0.536
trepidation	hofu	0.582	0.594	0.464
trespass	kosa	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	jaribio	0.438	0.663	0.612
triangle	pembetatu	0.562	0.269	0.352
triangular	triangular	0.430	0.320	0.397
triangulate	triangulate	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	kikabila	0.417	0.404	0.482
tribe	kabila	0.664	0.486	0.516
tribulation	dhiki	0.448	0.612	0.484
tribunal	mahakama	0.410	0.670	0.797
tribune	jeshi	0.610	0.585	0.556
tributary	tributary	0.615	0.463	0.616
tribute	kodi	0.684	0.573	0.700
trick	hila	0.542	0.700	0.409
trickery	udanganyifu	0.146	0.798	0.336
trickle	piga	0.500	0.196	0.231
trickster	mchezaji	0.375	0.680	0.446
tricky	tricky	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	piga	0.271	0.296	0.221
trifling	kupiga	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	trigger	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	trilioni	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	trim	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	kuchemsha	0.260	0.548	0.529
trimming	kupiga	0.500	0.478	0.325
trine	tamaa	0.396	0.365	0.317
trinity	utatu	0.635	0.346	0.660
trinket	shida	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	safari	0.875	0.643	0.538
tripartite	tatu	0.500	0.480	0.539
tripe	tripe	0.312	0.361	0.438
triple	mara tatu	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	safari	0.684	0.545	0.717
tripod	safari	0.406	0.388	0.483
tripping	kupungua	0.276	0.594	0.293
trite	tamaa	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	ushindi	0.969	0.798	0.926
triumphant	ushindi	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	si ndogo	0.406	0.387	0.337
troll	tanga	0.378	0.627	0.327
trolley	kitoroli	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	askari	0.375	0.696	0.750
trooper	mshambuliaji	0.458	0.694	0.713
troops	askari	0.385	0.718	0.804
trophy	nyara	0.947	0.643	0.676
tropic	kitropiki	0.740	0.529	0.536
tropical	kitropiki	0.740	0.461	0.509
tropics	kitropiki	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	shida	0.135	0.811	0.452
troubled	wasiwasi	0.167	0.627	0.385
troublemaker	shida	0.260	0.900	0.596
troubles	matatizo	0.051	0.854	0.269
troublesome	shida	0.283	0.894	0.404
trough	shamba	0.500	0.308	0.340
troupe	kundi	0.625	0.406	0.557
trousers	suruali	0.625	0.314	0.442
trout	shimo	0.516	0.387	0.298
trowel	toni	0.470	0.418	0.250
truce	truce	0.688	0.441	0.453
truck	lori	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	truckload	0.480	0.450	0.534
truculent	tamaa	0.210	0.731	0.498
true	Kweli	0.896	0.436	0.777
truelove	upendo wa kweli	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	tarumbeta	0.640	0.716	0.898
trumpet	tarumbeta	0.573	0.570	0.393
trumpeter	tarumbeta	0.673	0.600	0.676
truncate	truncate	0.323	0.600	0.412
truncated	truncated	0.316	0.602	0.439
trundle	shika	0.507	0.270	0.414
trunk	shina	0.271	0.167	0.404
truss	tamaa	0.521	0.482	0.569
trust	tumaini	0.888	0.547	0.741
trustee	mdhamini	0.531	0.442	0.658
trusting	kuamini	0.857	0.508	0.750
trustworthy	kuaminika	0.969	0.315	0.824
trusty	uaminifu	0.863	0.398	0.696
truth	ukweli	0.971	0.400	0.685
truthful	kweli	0.708	0.467	0.807
truthfulness	ukweli	0.920	0.549	0.808
try	jaribu	0.604	0.551	0.556
tryout	jaribu	0.459	0.539	0.472
tryouts	majaribio	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	tub	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	tube	0.418	0.279	0.409
tuberculosis	kifua kikuu	0.214	0.519	0.424
tubing	tubing	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	tubula	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	Jumanne	0.469	0.184	0.330
tufted	tufted	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	tugboat	0.271	0.510	0.652
tuition	mafunzo	0.531	0.372	0.436
tulip	tulia	0.730	0.189	0.356
tumble	tumble	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	machafu	0.312	0.471	0.427
tummy	tummy	0.427	0.365	0.230
tumor	tumor	0.102	0.664	0.324
tumour	tumor	0.092	0.627	0.464
tumult	msukosuko	0.271	0.640	0.636
tumultuous	kutisha	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	tunable	0.510	0.364	0.582
tune	tune	0.708	0.479	0.426
tunic	kanzu	0.531	0.248	0.391
tuning	tuning	0.719	0.390	0.635
tunnel	tunnel	0.312	0.490	0.412
turban	nguruwe	0.469	0.386	0.426
turbidity	ugonjwa	0.184	0.607	0.393
turbine	turbine	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	turbulence	0.062	0.922	0.532
turbulent	shida	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	Uturuki	0.634	0.245	0.247
turmeric	mto	0.542	0.316	0.312
turmoil	shida	0.198	0.888	0.417
turn	kugeuka	0.531	0.398	0.482
turnaround	geuka	0.560	0.654	0.407
turned	akageuka	0.630	0.538	0.583
turning	kugeuka	0.510	0.684	0.420
turnip	turnip	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	kurudi	0.641	0.692	0.898
turnover	mauzo	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	turntable	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	turquoise	0.786	0.226	0.357
turret	turret	0.494	0.500	0.588
turtle	turtle	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	kutetea	0.393	0.442	0.609
tutor	mwalimu	0.750	0.346	0.826
tutoring	tutoring	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	tv	0.622	0.380	0.393
twain	wawili	0.541	0.255	0.370
twat	jasho	0.292	0.459	0.404
twats	pamba	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	vifungo	0.493	0.408	0.295
twelfth	kumi na mbili	0.521	0.292	0.527
twelve	kumi na mbili	0.490	0.298	0.412
twentieth	ishirini	0.469	0.297	0.346
twenty	ishirini	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	jani	0.378	0.288	0.236
twilight	jioni	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	mapacha	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	tinkle	0.719	0.724	0.610
twins	mapacha	0.760	0.473	0.602
twirl	twirl	0.552	0.647	0.409
twist	kupotoa	0.375	0.469	0.337
twisted	inaendelea	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	kupiga	0.510	0.740	0.548
twitching	kupiga	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	mbili	0.520	0.200	0.404
two step	hatua mbili	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	mbili	0.573	0.333	0.551
twosome	mbilisome	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	aina	0.500	0.284	0.364
typewriter	uchapishaji	0.542	0.373	0.418
typhoid	typhoid	0.265	0.458	0.401
typhoon	dhoruba	0.323	0.796	0.697
typical	kawaida	0.635	0.206	0.426
typically	kawaida	0.569	0.377	0.559
typist	kawaida	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	uchapaji	0.480	0.334	0.574
tyrannical	tyrannical	0.167	0.860	0.731
tyranny	udhalimu	0.112	0.792	0.705
tyrant	mshambuliaji	0.115	0.850	0.683
tyre	tairi	0.480	0.358	0.407
ubiquitous	ustahiki	0.635	0.571	0.884
ubiquity	ubiquity	0.578	0.490	0.595
ugliness	uovu	0.094	0.407	0.267
ugly	mbaya	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	Ukulele	0.513	0.358	0.365
ulcer	kidonda	0.286	0.596	0.377
ulterior	ulterior	0.375	0.509	0.490
ultimate	mwisho	0.648	0.645	0.544
ultimately	hatimaye	0.385	0.480	0.558
ultimatum	mwisho	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrasound	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	mwavuli	0.583	0.246	0.255
umpire	mwimbaji	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	unabashed	0.292	0.614	0.488
unabated	haifai	0.532	0.420	0.466
unable	hawezi	0.132	0.459	0.193
unacceptable	haikubaliki	0.133	0.479	0.330
unaccompanied	haijaambatana	0.292	0.376	0.297
unaccountable	haipatikani	0.180	0.600	0.543
unaccounted	haijatikani	0.410	0.338	0.361
unacknowledged	haijulikani	0.240	0.269	0.116
unadulterated	haipatikani	0.570	0.420	0.528
unaffected	haitumiki	0.542	0.265	0.571
unafraid	usiogope	0.500	0.520	0.655
unaided	hauna mkono	0.290	0.410	0.336
unaltered	haijatengenezwa	0.571	0.269	0.598
unambiguous	haijulikani	0.406	0.390	0.578
unanimity	unanimity	0.490	0.407	0.706
unanimous	unanimous	0.656	0.380	0.682
unanimously	kwa umoja	0.686	0.333	0.738
unannounced	haijatambuliwa	0.240	0.588	0.291
unanswered	haijajibiwa	0.276	0.361	0.219
unanticipated	bila kutarajiwa	0.255	0.775	0.327
unappreciated	haijathamini	0.143	0.431	0.209
unapproved	haikubaliki	0.184	0.471	0.254
unarmed	bila silaha	0.427	0.420	0.241
unassisted	haukubali	0.302	0.320	0.211
unassuming	kustahili	0.490	0.230	0.471
unattached	unattached	0.192	0.439	0.283
unattainable	haipatikani	0.220	0.635	0.571
unattended	unattended	0.255	0.400	0.167
unattractive	haifai	0.177	0.307	0.208
unauthorized	halali	0.260	0.448	0.259
unavailable	haipatikani	0.323	0.281	0.159
unavoidable	haiwezekani	0.350	0.580	0.445
unaware	haijui	0.208	0.355	0.310
unbalanced	unbalanced	0.302	0.596	0.343
unbearable	hawezi kusamehe	0.125	0.798	0.447
unbeatable	haiwezekani	0.735	0.719	0.681
unbeaten	unbeaten	0.854	0.760	0.828
unbecoming	isiyokubalika	0.123	0.471	0.288
unbelief	kutoamini	0.265	0.582	0.407
unbelievable	haiwezekani	0.771	0.790	0.717
unbiased	unbiased	0.625	0.378	0.618
unborn	hajazaliwa	0.312	0.300	0.216
unbound	haifai	0.354	0.402	0.283
unbounded	isiyo na msingi	0.646	0.600	0.736
unbreakable	haiwezi kuvunjika	0.653	0.573	0.759
unbridled	haijatilishwa	0.396	0.759	0.448
unbroken	haijavunjika	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	haijapigwa	0.344	0.294	0.222
uncanny	sio	0.469	0.461	0.430
uncaring	bila kujali	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	uhakika	0.363	0.500	0.164
uncertainty	kutokuwa na uhakika	0.064	0.494	0.282
unchallenged	unchallenged	0.552	0.394	0.545
unchangeable	haibadiliki	0.375	0.442	0.709
unchanged	haibadilika	0.490	0.204	0.237
uncharted	haijatambulika	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	haijulikani	0.133	0.600	0.400
unclaimed	haijatakiwa	0.316	0.346	0.278
uncle	mjomba	0.653	0.255	0.578
unclean	sijisi	0.133	0.529	0.134
unclear	haijulikani	0.229	0.463	0.202
uncomfortable	wasiwasi	0.188	0.610	0.214
uncommon	kawaida	0.459	0.429	0.373
uncommonly	kawaida	0.626	0.490	0.778
uncomplicated	si rahisi	0.740	0.260	0.453
uncompromising	bila kujitegemea	0.320	0.531	0.613
unconcerned	wasiwasi	0.562	0.283	0.298
unconditional	bila masharti	0.760	0.493	0.715
unconfirmed	haijathibitishwa	0.334	0.321	0.339
unconnected	haijaunganishwa	0.188	0.265	0.213
unconscionable	bila shaka	0.208	0.618	0.429
unconscious	fahamu	0.240	0.356	0.195
unconsciousness	upungufu	0.177	0.440	0.121
unconstitutional	kinyume cha katiba	0.230	0.588	0.491
unconstrained	unconstrained	0.653	0.640	0.635
uncontested	haipatikani	0.510	0.471	0.689
uncontrollable	bila kudhibiti	0.265	0.790	0.626
uncontrolled	bila kudhibitiwa	0.188	0.891	0.544
unconventional	unconventional	0.177	0.509	0.288
unconvinced	haujaaminika	0.409	0.458	0.228
unconvincing	kutokuwa na nguvu	0.190	0.532	0.144
uncooked	haipatikani	0.312	0.321	0.241
uncooperative	ushirikiano	0.250	0.422	0.246
uncorrelated	haipatikani	0.333	0.327	0.316
uncouth	sio	0.080	0.761	0.350
uncover	kufunua	0.771	0.552	0.648
uncritical	bila usahihi	0.480	0.367	0.412
uncut	sio	0.448	0.422	0.278
undead	usifute	0.367	0.635	0.406
undecided	haifai	0.286	0.433	0.127
undefeated	haifai	0.833	0.752	0.825
undefined	haijulikani	0.260	0.418	0.350
undeniable	isiyoweza kutokubalika	0.552	0.473	0.778
underage	chini	0.469	0.461	0.300
underbelly	chini	0.406	0.423	0.361
undercover	kugundua	0.388	0.627	0.483
undercurrent	undercurrent	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	usipendeze	0.413	0.464	0.193
undergo	fanya	0.398	0.554	0.339
undergraduate	shahada ya kwanza	0.583	0.500	0.559
underground	chini ya ardhi	0.396	0.455	0.452
underhanded	kimwili	0.188	0.415	0.527
underlay	kufunika	0.521	0.365	0.458
underlie	kuzingatia	0.323	0.378	0.275
underline	tangaza	0.480	0.412	0.509
underlying	msingi	0.480	0.445	0.452
undermine	kudhoofisha	0.316	0.491	0.413
undermined	kuharibiwa	0.365	0.409	0.394
underneath	chini	0.450	0.265	0.158
underpaid	kulipwa	0.146	0.413	0.209
underpants	vijiti	0.448	0.473	0.276
underprivileged	wasio na ustawi	0.167	0.449	0.172
underrated	dharauliwa	0.208	0.520	0.333
underscore	kusisitiza	0.375	0.275	0.306
undersea	undersea	0.545	0.490	0.425
undersecretary	undersecretary	0.459	0.377	0.594
undersized	chini	0.316	0.425	0.298
understaffed	wasiostahili	0.148	0.444	0.302
understand	kuelewa	0.760	0.374	0.643
understandable	inaeleweka	0.776	0.363	0.566
understanding	uelewa	0.865	0.304	0.689
understatement	upungufu	0.347	0.480	0.473
understood	kueleweka	0.780	0.441	0.686
understudy	upuuzi	0.378	0.402	0.420
undertake	kufanya	0.796	0.702	0.754
undertaker	mfanyakazi	0.363	0.696	0.611
undertaking	kufanya	0.667	0.530	0.696
undertow	fanya	0.327	0.639	0.231
underwear	chupi	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	wazimu	0.177	0.676	0.613
underwrite	huandika	0.416	0.520	0.423
underwriter	mtunzi	0.571	0.327	0.620
undeserved	zisizostahiki	0.219	0.552	0.283
undesirable	haipendi	0.177	0.644	0.260
undesired	halali	0.156	0.441	0.235
undetectable	haionekani	0.438	0.539	0.604
undetected	haijatambulika	0.224	0.304	0.268
undetermined	haijatambuliwa	0.265	0.256	0.353
undeveloped	sio maendeleo	0.292	0.330	0.254
undignified	haijatibiwa	0.122	0.627	0.308
undirected	bila kujengwa	0.330	0.417	0.310
undisclosed	haijafichuliwa	0.479	0.361	0.314
undiscovered	haijulikani	0.438	0.347	0.261
undisputed	haijasiki	0.646	0.588	0.673
undisturbed	bila kufutwa	0.725	0.287	0.434
undivided	haijulikani	0.510	0.380	0.490
undo	Futa	0.365	0.444	0.349
undoing	kufuta	0.219	0.452	0.298
undoubted	bila shaka	0.592	0.461	0.740
undress	futa	0.438	0.900	0.336
undressed	imefungwa	0.375	0.755	0.356
undue	siofaa	0.156	0.573	0.318
undying	bila kujifanya	0.708	0.500	0.773
unearned	haijatambulika	0.177	0.340	0.213
unearth	unarth	0.427	0.635	0.545
uneasiness	unasiness	0.190	0.798	0.241
uneasy	unasy	0.115	0.598	0.349
uneducated	hajasoma	0.177	0.350	0.246
unemployed	wasio na kazi	0.094	0.481	0.230
unemployment	ukosefu wa ajira	0.094	0.400	0.297
unencumbered	haijulikani	0.604	0.280	0.472
unending	haiwezi	0.385	0.519	0.454
unequal	usawa	0.118	0.433	0.202
unequalled	si sawa	0.562	0.470	0.769
unequivocal	bila usahihi	0.604	0.415	0.615
unequivocally	bila usahihi	0.521	0.668	0.554
unethical	unethical	0.104	0.433	0.269
uneven	kutofautiana	0.125	0.457	0.240
uneventful	haijui	0.510	0.343	0.410
unexpected	zisizotarajiwa	0.500	0.720	0.333
unexpectedly	bila kutarajia	0.354	0.759	0.462
