Word	Finnish-fi	Valence	Arousal	Dominance
retentive	pidättävä	0.439	0.482	0.491
rethink	harkittava uudelleen	0.480	0.423	0.583
reticent	vähäpuheinen	0.396	0.519	0.500
retina	verkkokalvo	0.490	0.255	0.342
retinal	verkkokalvon	0.531	0.343	0.475
retire	jäädä eläkkeelle	0.398	0.392	0.186
retired	eläkkeellä	0.270	0.259	0.301
retirement	eläke	0.250	0.324	0.255
retiring	eläkkeelle jäävä	0.408	0.376	0.214
retold	herää eloon	0.459	0.385	0.352
retort	tislausastia	0.417	0.520	0.481
retrace	seurata	0.250	0.482	0.317
retract	perua	0.316	0.443	0.358
retraction	peruutus	0.312	0.491	0.427
retractor	kelauslaite	0.354	0.590	0.557
retreat	vetäytyä	0.500	0.519	0.312
retrenchment	säästötoimet	0.230	0.650	0.384
retrial	uudelleenkäsittelyä	0.500	0.577	0.593
retribution	rangaistus	0.625	0.490	0.708
retrieval	haku	0.700	0.440	0.704
retrieve	hakea	0.740	0.576	0.705
retriever	noutaja	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	takautuva	0.521	0.452	0.655
retrograde	taantuva	0.208	0.464	0.415
retrospect	sylmäys taaksepäin	0.406	0.500	0.538
retrospective	takautuva	0.594	0.481	0.528
retrospectively	jälkikäteen	0.516	0.400	0.560
return	palata	0.602	0.412	0.463
reunion	jälleennäkeminen	0.837	0.500	0.672
reunite	yhdistyä jälleen	0.656	0.550	0.657
reunited	yhdistynyt	0.708	0.439	0.658
rev	kierros	0.367	0.422	0.353
reveal	paljastaa	0.493	0.637	0.526
revel	rellestää	0.740	0.705	0.684
revelation	paljastus	0.879	0.500	0.865
revelations	paljastukset	0.729	0.655	0.600
revels	Revels	0.827	0.683	0.647
revenge	kosto	0.230	0.940	0.627
revenue	tulot	0.873	0.510	0.854
reverberation	heijastuminen	0.390	0.639	0.551
revere	kunnioittaa syvästi	0.750	0.562	0.608
reverence	kunnioitus	0.643	0.347	0.516
reverend	kunnianarvoisa	0.650	0.337	0.576
reverent	kunnioittava	0.551	0.490	0.694
reverie	unelmointi	0.667	0.413	0.471
reversal	muutos	0.380	0.510	0.591
reverse	käänteinen	0.539	0.415	0.461
reversion	palautuminen	0.458	0.538	0.425
revert	palautua	0.380	0.451	0.519
reverting	palataan	0.562	0.385	0.544
review	arvostelu	0.667	0.408	0.636
reviewer	arvostelija	0.562	0.344	0.500
revise	tarkistaa	0.500	0.469	0.509
revision	tarkistus	0.417	0.459	0.710
revisit	uudelleen	0.552	0.530	0.509
revival	elpyminen	0.823	0.664	0.597
revive	elvyttää	0.676	0.780	0.778
revocation	kumoaminen	0.260	0.610	0.673
revoke	peruuttaa	0.251	0.696	0.737
revolt	kapina	0.343	0.878	0.658
revolting	vastenmielinen	0.102	0.690	0.300
revolution	vallankumous	0.417	0.902	0.798
revolutionary	vallankumouksellinen	0.635	0.887	0.824
revolutionize	mullistaa	0.684	0.816	0.904
revolve	pyöriä	0.592	0.546	0.402
revolver	revolveri	0.194	0.796	0.750
revolving	pyörivä	0.602	0.570	0.580
revue	revyy	0.594	0.350	0.420
revulsion	inho	0.104	0.765	0.343
revving	kiertävä	0.604	0.875	0.879
reward	palkinto	0.948	0.694	0.783
rewarding	antoisa	0.958	0.637	0.783
rewind	Rewind	0.460	0.551	0.431
rewire	ReWire	0.365	0.462	0.406
rewrite	kirjoittaa uudelleen	0.490	0.500	0.434
rhapsody	rapsodia	0.708	0.490	0.460
rhetoric	retoriikka	0.417	0.429	0.504
rhetorical	retorinen	0.417	0.569	0.635
rheumatism	reumatismi	0.219	0.472	0.418
rhinestone	tekojalokivi	0.531	0.551	0.408
rhino	sarvikuono	0.531	0.549	0.555
rhinoceros	sarvikuono	0.556	0.656	0.569
rhubarb	raparperi	0.582	0.304	0.340
rhyme	loppusointu	0.667	0.249	0.481
rhyming	riimittelyä	0.729	0.410	0.500
rhythm	rytmi	0.771	0.759	0.573
rhythmic	rytminen	0.714	0.642	0.664
rhythmical	rytmikäs	0.844	0.694	0.632
rib	kylkiluu	0.490	0.349	0.351
ribbed	joustin	0.365	0.378	0.409
ribbon	nauha	0.719	0.288	0.357
rice	riisi	0.667	0.208	0.330
rich	rikas	0.882	0.627	0.905
riches	rikkaudet	0.958	0.694	0.880
richness	rikkaus	0.896	0.833	0.922
rick	nyrjähdys	0.459	0.420	0.444
rickety	kiikkerä	0.224	0.402	0.241
rickshaw	riksa	0.438	0.594	0.402
ricochet	kimmota	0.287	0.618	0.430
rid	eroon	0.194	0.408	0.327
riddance	vapautuminen	0.323	0.562	0.472
riddle	arvoitus	0.521	0.583	0.543
riddled	seulana	0.281	0.861	0.422
ride	ratsastaa	0.806	0.465	0.472
rider	ratsastaja	0.635	0.627	0.574
ridge	harjanne	0.484	0.402	0.349
ridicule	pilkka	0.143	0.745	0.255
ridiculed	naurettavien	0.112	0.806	0.212
ridiculous	naurettava	0.159	0.594	0.245
riding	ratsastus	0.694	0.654	0.620
rife	pullollaan	0.570	0.561	0.692
riff	riffi	0.521	0.551	0.343
riffraff	rupusakki	0.360	0.404	0.397
rifle	kivääri	0.329	0.900	0.718
rifleman	kiväärimies	0.245	0.863	0.767
rifles	kiväärit	0.337	0.864	0.765
rift	välirikko	0.246	0.519	0.289
rig	kamppeet	0.542	0.382	0.746
rigged	väärennetty	0.188	0.510	0.412
rigging	takila	0.510	0.518	0.440
right	oikea	0.740	0.352	0.710
righteous	vanhurskas	0.823	0.385	0.790
righteousness	vanhurskaus	0.802	0.660	0.897
rightful	laillinen	0.837	0.358	0.821
rightly	oikeutetusti	0.740	0.471	0.782
righty	Selvä	0.750	0.314	0.786
rigid	jäykkä	0.357	0.552	0.591
rigidity	jäykkyys	0.198	0.530	0.726
rigor	täsmällisyys	0.375	0.745	0.713
rigorous	tiukka	0.438	0.818	0.847
rim	vanne	0.510	0.397	0.302
rind	kuori	0.542	0.280	0.491
ring	rengas	0.677	0.427	0.464
ringer	soittoäänen	0.573	0.604	0.347
ringing	korvien	0.724	0.598	0.693
ringleader	johtaja	0.520	0.550	0.640
ringmaster	sirkustirehtööri	0.630	0.622	0.732
ringside	kehän vierus	0.500	0.644	0.411
rink	jäähalli	0.551	0.392	0.392
rinse	huuhdella	0.663	0.168	0.409
riot	mellakka	0.061	0.946	0.586
rioting	mellakointi	0.156	0.949	0.560
riotous	riehakas	0.163	0.837	0.588
riots	mellakat	0.099	0.882	0.564
rip	lepää rauhassa	0.146	0.676	0.365
riparian	jokivarsien	0.552	0.408	0.412
ripe	kypsä	0.671	0.337	0.670
ripen	kypsyä	0.755	0.373	0.671
ripening	kypsyminen	0.615	0.490	0.759
ripper	viiltäjä	0.219	0.887	0.642
ripple	väre	0.500	0.453	0.370
rippling	solinaa	0.500	0.480	0.327
rise	kohota	0.667	0.593	0.745
rising	nouseva	0.750	0.602	0.696
risk	riski	0.240	0.816	0.438
risky	riskialtis	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	riitti	0.378	0.570	0.606
ritual	rituaali-	0.375	0.520	0.508
ritualistic	rituaalinen	0.450	0.583	0.540
rival	kilpailija	0.286	0.605	0.574
rivalry	kilpailu	0.192	0.765	0.538
river	joki	0.688	0.392	0.605
riverbank	joen penkka	0.684	0.300	0.330
riverbed	joenuoma	0.610	0.233	0.421
riverboat	jokilaivalla	0.561	0.347	0.462
rivet	niitti	0.458	0.306	0.405
riveted	niitattu	0.385	0.439	0.443
riveting	mukaansatempaava	0.448	0.544	0.394
roach	särki	0.146	0.598	0.259
road	tie	0.656	0.404	0.404
roadblock	tiesulku	0.337	0.669	0.490
roadhouse	tienvarsiravintola	0.500	0.620	0.458
roadie	roudari	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	maakäki	0.490	0.702	0.590
roads	tiet	0.677	0.448	0.496
roadside	tienvarsi	0.500	0.569	0.472
roadster	avoauto	0.531	0.622	0.473
roadtrip	roadtrip	0.677	0.596	0.519
roadway	ajorata	0.562	0.206	0.509
roadworks	tietyöt	0.562	0.538	0.509
roam	vaeltaa	0.510	0.550	0.444
roar	karjaisu	0.427	0.816	0.675
roaring	möly	0.449	0.817	0.634
roast	paisti	0.521	0.541	0.311
roasted	paahdettu	0.615	0.520	0.339
rob	ryöstää	0.112	0.840	0.500
robber	rosvo	0.135	0.772	0.481
robbery	ryöstö	0.133	0.843	0.435
robe	kaapu	0.594	0.216	0.298
robin	punarinta	0.552	0.363	0.393
robot	robotti	0.441	0.337	0.543
robotic	robotti-	0.417	0.602	0.657
robotics	robotiikka	0.592	0.600	0.763
robust	lujatekoinen	0.667	0.604	0.719
roc	ROC	0.427	0.510	0.415
rock	rock	0.623	0.236	0.557
rocker	rokkari	0.615	0.704	0.625
rocket	raketti	0.664	0.824	0.774
rocks	kiviä	0.365	0.209	0.543
rod	sauva	0.479	0.319	0.355
rodent	jyrsijä	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	mäti	0.490	0.382	0.398
rogue	veijari	0.334	0.713	0.636
role	rooli	0.552	0.260	0.464
roll	rulla	0.469	0.510	0.172
roller	rulla	0.521	0.394	0.345
rollercoaster	vuoristorata	0.802	0.910	0.651
rollers	rullat	0.490	0.365	0.336
rollicking	riehakas	0.878	0.806	0.552
rolling	jatkuva	0.510	0.606	0.321
roman	roomalainen	0.615	0.475	0.639
romance	romanssi	0.980	0.682	0.587
romantic	romanttinen	0.936	0.531	0.598
romanticism	romantiikka	0.854	0.521	0.593
romp	peuhata	0.610	0.640	0.417
roof	katto	0.602	0.226	0.342
rooftop	katto	0.571	0.471	0.461
rook	torni	0.380	0.400	0.510
rookie	alokas	0.583	0.370	0.198
room	huone	0.729	0.283	0.445
roomful	huoneen täysi	0.786	0.425	0.634
roommate	huonetoveri	0.750	0.481	0.480
rooms	Huoneet	0.677	0.241	0.386
roomy	tilava	0.760	0.342	0.736
roost	orsi	0.500	0.410	0.345
rooster	kukko	0.459	0.385	0.275
root	juuri	0.602	0.279	0.508
root beer	juuri olut	0.582	0.520	0.415
rooted	juurtunut	0.510	0.527	0.718
rope	köysi	0.385	0.280	0.345
ropes	köydet	0.458	0.304	0.402
rosary	rukousnauha	0.806	0.140	0.430
rose	ruusu-	0.865	0.276	0.386
rosemary	rosmariini	0.688	0.381	0.425
rosette	ruusuke	0.469	0.410	0.310
roster	lista	0.531	0.306	0.381
rosy	ruusuinen	0.940	0.528	0.755
rot	laho	0.031	0.558	0.301
rota	työlista	0.320	0.462	0.209
rotary	pyörivä	0.573	0.462	0.528
rotate	kiertää	0.458	0.470	0.492
rotation	kierto	0.670	0.520	0.550
rote	rutiini	0.561	0.481	0.696
rotor	roottori	0.500	0.458	0.404
rotten	mätä	0.104	0.590	0.327
rotting	mätänevät	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	poskipuna	0.562	0.400	0.382
rough	karkea	0.406	0.794	0.632
roughly	karkeasti	0.448	0.539	0.463
roughneck	huligaani	0.323	0.640	0.491
roughness	karheus	0.214	0.578	0.490
roulette	ruletti	0.326	0.690	0.422
round	pyöristää	0.552	0.434	0.311
roundabout	liikenneympyrä	0.490	0.425	0.495
rounded	pyöristetty	0.592	0.391	0.396
roundup	pyöristää	0.520	0.580	0.474
rouse	herättää	0.521	0.490	0.463
rouser	Rouser	0.480	0.540	0.423
rousing	sykähdyttävä	0.714	0.517	0.692
rout	murskatappio	0.163	0.625	0.233
route	reitti	0.583	0.353	0.518
routine	rutiini	0.365	0.219	0.333
rove	kuljeksia	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	kiertävä	0.583	0.442	0.491
row	rivi	0.427	0.275	0.406
rowboat	soutuvene	0.455	0.393	0.353
rowdy	räyhäävä	0.255	0.900	0.518
rowing	soutu	0.458	0.443	0.467
royal	kuninkaallinen	0.796	0.430	0.759
royalty	royalty	0.832	0.571	0.833
rub	hieroa	0.521	0.565	0.400
rubber	kumi	0.460	0.217	0.315
rubbers	kalossit	0.604	0.360	0.414
rubbing	hankaus	0.406	0.569	0.440
rubbish	roskat	0.198	0.454	0.164
rubble	kivimurska	0.308	0.509	0.289
rubdown	hankaus	0.561	0.491	0.404
rubric	ohje	0.427	0.260	0.500
ruby	rubiini	0.663	0.408	0.544
ruckus	meteli	0.271	0.706	0.411
rudder	peräsin	0.439	0.469	0.509
ruddy	punaposkinen	0.490	0.630	0.395
rude	töykeä	0.061	0.821	0.402
rudeness	töykeys	0.280	0.819	0.692
rudimentary	alkeellinen	0.286	0.321	0.509
rudiments	alkeet	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	surullinen	0.173	0.429	0.225
ruff	röyhelökaulus	0.365	0.510	0.375
ruffian	roisto	0.130	0.824	0.463
ruffle	hermostuttaa	0.443	0.561	0.518
rug	matto	0.520	0.240	0.245
rugby	rugby	0.677	0.820	0.708
rugged	karu	0.561	0.569	0.793
ruin	pilata	0.125	0.588	0.192
ruination	turmio	0.184	0.582	0.209
ruined	pilalla	0.135	0.564	0.194
ruinous	tuhoisa	0.255	0.690	0.275
ruins	rauniot	0.250	0.490	0.248
rule	sääntö	0.567	0.427	0.593
ruler	viivotin	0.440	0.400	0.631
ruling	hallitseva	0.177	0.566	0.410
rum	rommi	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	jylinä	0.367	0.745	0.613
rummage	penkoa	0.243	0.615	0.289
rumor	huhu	0.255	0.582	0.282
rumored	väitetty	0.427	0.604	0.318
rump	takapuoli	0.449	0.425	0.396
rumpus	metakka	0.448	0.531	0.422
run	juosta	0.542	0.787	0.543
runaround	juoksennella	0.448	0.519	0.349
runaway	juokse pois	0.271	0.770	0.402
rundown	loppua	0.520	0.296	0.465
runes	riimut	0.438	0.300	0.304
rung	askelma	0.510	0.355	0.368
runner	juoksija	0.459	0.747	0.632
running	juoksu	0.730	0.858	0.442
running shoes	lenkkitossut	0.653	0.573	0.491
runny	vuotava	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	kiitorata	0.585	0.373	0.406
rupture	repeämä	0.125	0.633	0.430
rural	maaseudun	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	kiire	0.406	0.809	0.546
rushing	hoppu	0.398	0.821	0.529
rust	ruoste	0.281	0.265	0.321
rusted	ruostunut	0.286	0.357	0.302
rustic	maalaismainen	0.369	0.657	0.491
rustle	rasahdus	0.333	0.538	0.394
rustler	karjavaras	0.281	0.830	0.429
rusty	ruosteinen	0.271	0.345	0.231
rut	kiima	0.333	0.310	0.392
ruth	Ruth	0.469	0.427	0.444
ruthless	häikäilemätön	0.208	0.850	0.670
rye	ruis	0.490	0.298	0.411
sabbatical	sapatti-	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	soopeli	0.449	0.596	0.500
sabotage	sabotoida	0.135	0.906	0.500
saboteur	sabotoija	0.250	0.804	0.407
sac	pussi	0.344	0.245	0.226
sack	säkki	0.385	0.337	0.264
sacrament	sakramentti	0.690	0.316	0.700
sacred	pyhä	0.833	0.375	0.862
sacrifice	uhrata	0.208	0.833	0.534
sacrifices	uhrauksia	0.281	0.717	0.538
sacrificial	uhri-	0.198	0.755	0.452
sacrilege	pyhäinhäväistys	0.281	0.708	0.491
sacrilegious	häpäisevä	0.146	0.736	0.449
sad	surullinen	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	surettaa	0.104	0.436	0.144
saddle	satula	0.510	0.509	0.306
sadist	sadisti	0.042	0.918	0.500
sadistic	sadistinen	0.031	0.906	0.618
sadly	valitettavasti	0.047	0.255	0.216
sadness	surullisuus	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	turvallinen	0.898	0.306	0.759
safeguard	turvata	0.786	0.624	0.700
safekeeping	säilytys	0.653	0.510	0.586
safety	turvallisuus	0.708	0.491	0.868
saffron	sahrami	0.443	0.373	0.349
sag	painua	0.153	0.578	0.445
saga	saaga	0.635	0.440	0.600
sage	salvia	0.781	0.327	0.693
saggy	roikkuva	0.370	0.429	0.300
sail	purjehtia	0.615	0.220	0.325
sailboat	purjevene	0.719	0.392	0.381
sailing	purjehdus	0.667	0.520	0.500
sailor	merimies	0.500	0.588	0.500
saint	pyhimys	0.812	0.240	0.693
sainted	pyhä	0.708	0.296	0.676
saintly	hurskas	0.865	0.286	0.591
sake	vuoksi	0.490	0.573	0.407
salad	salaatti	0.750	0.260	0.307
salamander	salamanteri	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	palkkaus	0.786	0.480	0.652
sale	myynti	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	myyntimies	0.643	0.559	0.664
salient	merkittävä	0.600	0.573	0.702
saline	suola-	0.430	0.340	0.385
saliva	sylki	0.214	0.265	0.236
sally	rynnäkkö	0.604	0.390	0.451
salmon	lohi	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salonki	0.531	0.296	0.463
saloon	sedan	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	suola	0.323	0.312	0.306
salted	suolattu	0.333	0.400	0.304
saltwater	suolavesi	0.327	0.330	0.364
salty	suolainen	0.388	0.531	0.288
salutary	hyödyllinen	0.885	0.360	0.686
salutation	tervehdys	0.878	0.417	0.500
salute	tervehdys	0.833	0.542	0.681
salvage	pelastaa	0.622	0.510	0.832
salvation	pelastus	0.857	0.480	0.800
salve	voide	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	yksitoikkoisuus	0.531	0.330	0.484
sample	näyte	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	parantola	0.469	0.490	0.491
sanctification	sanktio	0.770	0.431	0.816
sanctified	pyhitetty	0.792	0.240	0.612
sanctify	pyhittää	0.673	0.443	0.783
sanctimonious	tekopyhä	0.240	0.365	0.327
sanction	sanktio	0.201	0.750	0.517
sanctioned	seuraamuksia	0.323	0.696	0.391
sanctity	pyhyys	0.771	0.330	0.628
sanctuary	pyhäkkö	0.863	0.226	0.575
sanctum	Sanctum	0.521	0.438	0.657
sand	hiekka	0.582	0.279	0.304
sandal	sandaali	0.490	0.283	0.333
sandbox	hiekkalaatikko	0.573	0.274	0.264
sander	hiomakone	0.438	0.580	0.445
sandman	nukkumatti	0.479	0.469	0.388
sandpaper	hioa	0.417	0.425	0.404
sands	hiekka	0.646	0.304	0.377
sandstorm	hiekkamyrsky	0.324	0.821	0.629
sandwich	voileipä	0.672	0.314	0.310
sandy	hiekkainen	0.406	0.265	0.296
sane	täysijärkinen	0.760	0.235	0.670
sanguine	toiveikas	0.520	0.560	0.545
sanitarium	parantola	0.448	0.645	0.570
sanitary	saniteetti-	0.458	0.320	0.425
sanitation	viemäröinti	0.742	0.312	0.500
sanity	mielenterveys	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	joulupukki	0.735	0.286	0.509
sap	mahla	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	safiiri	0.770	0.472	0.651
sappy	typerä	0.583	0.469	0.330
sarcasm	sarkasmi	0.125	0.685	0.346
sarcastic	sarkastinen	0.397	0.781	0.298
sarcoma	sarkooma	0.260	0.519	0.402
sarcophagus	sarkofagi	0.271	0.561	0.435
sardine	sardiini	0.541	0.236	0.236
sardonic	ivallinen	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	kehys	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	Sassafras	0.469	0.388	0.471
sassy	nenäkäs	0.271	0.704	0.320
satanic	saatanallinen	0.062	0.843	0.720
satchel	olkalaukku	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satelliitti	0.562	0.409	0.764
satin	satiini	0.519	0.396	0.481
satire	satiiri	0.458	0.655	0.472
satirical	satiirinen	0.323	0.615	0.538
satisfaction	tyytyväisyys	0.939	0.637	0.673
satisfactorily	riittävästi	0.765	0.570	0.802
satisfactory	tyydyttävä	0.959	0.569	0.702
satisfied	vakuuttunut	0.959	0.510	0.685
satisfy	tyydyttää	0.867	0.790	0.705
satisfying	tyydyttävä	0.890	0.606	0.814
saturate	kyllästää	0.281	0.680	0.467
saturated	tyydyttynyt	0.474	0.700	0.442
saturation	kyllästys	0.255	0.582	0.583
satyr	satyyri	0.280	0.639	0.500
sauce	kastike	0.562	0.515	0.288
saucepan	Kasari	0.347	0.264	0.321
saucer	pikkulautanen	0.510	0.327	0.337
saucy	näpsäkkä	0.250	0.653	0.391
sauerkraut	hapankaali	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	makkara	0.542	0.429	0.300
savage	raivoisa	0.204	0.931	0.605
savagery	raakuus	0.219	0.907	0.711
savanna	savanni	0.606	0.147	0.394
savannah	savanni	0.729	0.212	0.309
savant	oppinut	0.781	0.451	0.818
save	Tallentaa	0.770	0.439	0.682
saver	säästäjä	0.745	0.382	0.802
saving	tallentaa	0.663	0.230	0.621
savings	säästöt	0.776	0.431	0.608
savior	pelastaja	0.920	0.469	0.804
savor	maistella	0.827	0.552	0.526
savory	suolainen	0.812	0.717	0.619
savvy	taju	0.719	0.520	0.706
saw	näin	0.316	0.541	0.518
sawdust	sahanpuru	0.398	0.279	0.241
sawmill	saha	0.427	0.378	0.434
sax	saksofoni	0.573	0.465	0.409
saxophone	saksofoni	0.688	0.444	0.482
say	sanoa	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	rupi	0.354	0.330	0.272
scabbard	tuppi	0.325	0.219	0.217
scaffold	rakennustelineet	0.480	0.500	0.336
scaffolding	rakennustelineet	0.496	0.366	0.545
scalding	tulikuuma	0.271	0.540	0.381
scale	asteikko	0.310	0.350	0.577
scales	asteikot	0.439	0.330	0.491
scallop	kampasimpukka	0.490	0.363	0.331
scalp	päänahka	0.347	0.346	0.302
scalpel	leikkausveitsi	0.302	0.700	0.482
scaly	hilseilevä	0.281	0.481	0.358
scam	huijaus	0.042	0.745	0.418
scamp	lurjus	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	skannata	0.479	0.423	0.470
scandal	skandaali	0.122	0.821	0.557
scandalous	pöyristyttävä	0.135	0.907	0.556
scanner	skanneri	0.531	0.356	0.567
scanty	niukka	0.287	0.333	0.127
scape	maisema	0.290	0.625	0.536
scapegoat	syntipukki	0.184	0.685	0.481
scar	arpi	0.146	0.500	0.397
scarab	pillerinpyörittäjä	0.406	0.458	0.267
scarce	niukka	0.292	0.324	0.218
scarcely	tuskin	0.082	0.412	0.160
scarcity	niukkuus	0.167	0.500	0.182
scare	pelästyttää	0.122	0.910	0.264
scarecrow	variksenpelätin	0.219	0.274	0.349
scared	pelästynyt	0.146	0.828	0.185
scares	pelottaa	0.122	0.847	0.386
scarf	huivi	0.750	0.224	0.224
scarier	pelottavampi	0.156	0.846	0.472
scariest	pelottavin	0.167	0.863	0.538
scarlet	tulipunainen	0.507	0.390	0.411
scary	pelottava	0.062	0.952	0.528
scat	häipyä	0.337	0.548	0.409
scatter	hajaantua	0.229	0.620	0.404
scattered	hajallaan	0.208	0.380	0.238
scattering	hajonta	0.347	0.550	0.394
scavenger	raadonsyöjä	0.177	0.578	0.408
scenario	skenaario	0.667	0.510	0.683
scene	näkymä	0.570	0.340	0.578
scenery	maisema	0.745	0.253	0.592
scenic	luonnonkaunis	0.684	0.548	0.756
scent	tuoksu	0.633	0.410	0.491
scented	tuoksuva	0.865	0.509	0.431
scepter	valtikka	0.630	0.300	0.670
sceptical	skeptinen	0.214	0.387	0.466
scepticism	skeptisyys	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	ajoittaa	0.510	0.380	0.480
schematic	kaavamainen	0.490	0.284	0.647
scheme	ohjelma	0.521	0.269	0.577
schilling	Schilling	0.367	0.410	0.418
schism	skisma	0.280	0.569	0.386
schizophrenia	skitsofrenia	0.092	0.880	0.435
schizophrenic	skitsofreeninen	0.102	0.958	0.433
schlep	raahautua	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	snapsi	0.583	0.567	0.417
schnitzel	leike	0.365	0.430	0.382
scholar	tutkija	0.694	0.421	0.731
scholarly	tieteellinen	0.750	0.466	0.709
scholarship	apuraha	0.866	0.490	0.625
scholastic	skolastinen	0.500	0.470	0.491
school	koulu	0.765	0.423	0.633
schoolboy	koulupoika	0.623	0.385	0.441
schoolgirl	koulutyttö	0.760	0.521	0.415
schoolhouse	koulutalo	0.602	0.407	0.672
schooling	koulunkäynti	0.582	0.462	0.640
schoolmaster	opettaja	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	koulutyö	0.479	0.500	0.481
schoolyard	koulupiha	0.684	0.529	0.440
schooner	kuunari	0.635	0.408	0.427
sciatica	iskias	0.286	0.443	0.393
science	tiede	0.588	0.429	0.741
scientific	tieteellinen	0.653	0.510	0.836
scientist	tiedemies	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	säkenöivä	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	tuikeaine	0.583	0.670	0.510
