Word	Samoan-sm	Valence	Arousal	Dominance
thx	f	0.562	0.425	0.461
thyme	laume	0.561	0.255	0.325
thyroid	uila	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	siaki	0.521	0.386	0.412
ticked	tisa	0.469	0.386	0.455
ticker	togi	0.479	0.471	0.509
ticket	tiketi	0.684	0.387	0.434
tickle	logoleleia	0.760	0.727	0.342
tickled	siaki	0.755	0.707	0.364
ticklish	faʻailoa	0.823	0.814	0.345
tidal	faʻafefe	0.592	0.539	0.519
tidal wave	galulolo	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	tide	0.541	0.556	0.420
tidings	tala	0.610	0.510	0.694
tidy	faʻamaʻa	0.760	0.208	0.647
tie	fusiua	0.663	0.464	0.431
tier	tolu	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tiger	0.479	0.765	0.664
tighten	faʻamalosi	0.388	0.487	0.627
tightness	faʻamalosi	0.344	0.606	0.759
tightrope	fufusi	0.354	0.653	0.279
tights	tights	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	tile	0.429	0.245	0.348
tiling	tala	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	gaosi	0.552	0.591	0.540
tiller	tagata faʻatau	0.448	0.410	0.290
tilt	faʻasolo	0.365	0.549	0.463
tilting	sulu	0.459	0.384	0.340
timber	laupapa	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	timimi	0.460	0.480	0.296
time	taimi	0.604	0.288	0.609
timeless	leai se taimi	0.408	0.468	0.583
timeliness	taimi	0.760	0.404	0.582
timely	taimi talafeagai	0.865	0.387	0.591
timeout	uma le taimi	0.344	0.433	0.322
timepiece	taimi mataʻutia	0.650	0.279	0.461
timer	taimi	0.469	0.433	0.500
times	taimi	0.490	0.279	0.439
timetable	taimi faatulagaina	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	fefe	0.327	0.276	0.132
timidity	valea	0.333	0.358	0.153
timing	taimi	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tinomi	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	tinfoil	0.448	0.284	0.311
tinge	tinge	0.469	0.292	0.264
tingle	tingle	0.460	0.560	0.264
tingling	tingling	0.427	0.615	0.340
tinker	tinker	0.396	0.528	0.275
tinkering	tinkering	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	tinkling	0.612	0.530	0.324
tinnitus	tinisitus	0.384	0.536	0.411
tinsel	tinsel	0.663	0.521	0.473
tint	lanu	0.582	0.292	0.273
tiny	itiiti	0.479	0.196	0.125
tip	tipiga	0.708	0.221	0.518
tipper	toso	0.427	0.571	0.431
tipster	fofo	0.490	0.462	0.490
tipsy	fautuaga	0.510	0.625	0.570
tiptoe	tipotee	0.510	0.490	0.407
tirade	taimi	0.378	0.587	0.532
tire	paʻu	0.438	0.385	0.381
tired	vaivai	0.125	0.317	0.191
tiredness	vaivai	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	vaivai	0.657	0.750	0.645
tiresome	faʻamalosi	0.240	0.542	0.153
tiring	vaivai	0.153	0.510	0.176
tissue	tisino	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	titene	0.402	0.539	0.388
titan	titan	0.598	0.653	0.811
titanic	titanic	0.427	0.786	0.795
titanium	apa	0.520	0.470	0.704
tithe	sefuluai	0.507	0.276	0.385
title	suafa	0.708	0.356	0.574
titled	faaulutalaina	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	toad	0.302	0.452	0.196
toast	toso	0.740	0.382	0.356
toaster	faoa mea	0.542	0.337	0.387
toasty	toga	0.698	0.461	0.396
tobacco	tapaa	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	tol	0.469	0.330	0.384
today	i aso nei	0.806	0.306	0.362
toddler	tamaititi	0.812	0.469	0.368
toe	toevae	0.406	0.221	0.293
toenail	toilalo	0.530	0.380	0.306
toffee	toffee	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	faatasi	0.874	0.392	0.658
togetherness	faʻatasi	0.906	0.360	0.635
toil	galue	0.558	0.510	0.583
toilet	faletaele	0.490	0.290	0.233
toils	aʻafiaga	0.480	0.710	0.482
token	faailoga	0.510	0.418	0.414
tolerable	avanoa	0.750	0.350	0.374
tolerance	faapalepale	0.875	0.206	0.649
tolerant	faapalepale	0.765	0.192	0.618
tolerate	faapalepale	0.724	0.430	0.588
toleration	faapalepale	0.776	0.442	0.727
toll	aʻafiaga	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	tamato	0.550	0.183	0.275
tomatoes	tamato	0.615	0.240	0.272
tomb	tuugamau	0.112	0.500	0.343
tombstone	tuugamau	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	mo a'u	0.429	0.316	0.492
tomorrow	taeao	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	leo	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	kopa	0.500	0.459	0.321
tongue	gagana	0.542	0.432	0.482
tonic	tonic	0.541	0.360	0.500
tonnage	tone	0.323	0.382	0.590
tonsils	tonesils	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	meafaigaluega	0.490	0.350	0.594
toolbox	meafaigaluega	0.531	0.316	0.472
tooling	meafaigaluega	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	matua	0.500	0.481	0.373
tooth	nifo	0.439	0.250	0.367
toothache	tootai	0.188	0.853	0.412
toothbrush	pulumu fulunifo	0.517	0.330	0.321
toothed	toothed	0.449	0.394	0.352
toothless	toʻamea	0.312	0.541	0.272
toothpaste	toothpaste	0.510	0.290	0.371
toothpick	toothpick	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	luga	0.760	0.400	0.554
topaz	topaz	0.643	0.325	0.384
topic	autu	0.520	0.276	0.427
topical	autu	0.561	0.340	0.500
topless	pito i luga	0.625	0.765	0.414
topographic	topography	0.604	0.378	0.558
topographical	topographical	0.438	0.350	0.538
topography	topography	0.469	0.357	0.506
topple	toso	0.198	0.820	0.573
topside	pito i luga	0.708	0.466	0.598
tor	f	0.337	0.430	0.418
torch	sulu	0.531	0.630	0.545
torment	mafatiaga	0.057	0.750	0.387
tormented	mafatia	0.071	0.855	0.323
torn	solo	0.153	0.510	0.283
tornado	asiosio	0.260	0.896	0.784
torpedo	toso	0.219	0.794	0.707
torque	faʻailoga	0.466	0.375	0.406
torrent	vaitafe	0.541	0.745	0.676
torrid	faasee	0.281	0.625	0.517
torsion	sosolo	0.312	0.651	0.402
torso	sulu	0.408	0.394	0.473
tort	leaga	0.229	0.635	0.455
tortious	leaga	0.312	0.724	0.491
tortoise	laumei	0.673	0.078	0.250
tortuous	leaga	0.194	0.755	0.382
torture	faʻaleagaina	0.115	0.878	0.555
tortured	faʻasalaga	0.062	0.890	0.361
toss	togi	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	aofaʻi	0.771	0.286	0.714
totality	atoa	0.688	0.443	0.717
totally	atoatoa	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	paʻi	0.646	0.477	0.455
touchdown	paʻu	0.667	0.770	0.586
touched	paʻia	0.592	0.380	0.404
touching	paʻi	0.760	0.439	0.491
touchy	afaina	0.323	0.510	0.343
tough	faigata	0.344	0.588	0.742
toughen	toso	0.458	0.683	0.711
toughness	faigata	0.552	0.618	0.837
toupee	tapee	0.323	0.270	0.324
tour	tafaoga	0.663	0.545	0.543
tourism	tagata tafafao	0.823	0.531	0.545
tourist	tagata tafafao maimoa	0.745	0.480	0.430
tourmaline	tourmaline	0.448	0.513	0.441
tournament	tauvaga	0.694	0.740	0.611
tourniquet	tafaoga	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	toso	0.531	0.500	0.508
towel	solo	0.630	0.208	0.286
tower	olo	0.606	0.380	0.644
towering	maualuga	0.500	0.690	0.806
town	taulaga	0.551	0.299	0.627
townhouse	faletalimalo	0.622	0.400	0.443
township	faletalimalo	0.531	0.292	0.667
townspeople	aai	0.677	0.466	0.569
toxic	toʻila	0.008	0.885	0.492
toxicity	toʻilalo	0.104	0.865	0.491
toxicology	toxicology	0.302	0.736	0.574
toxin	toxin	0.115	0.654	0.456
toy	meataalo	0.878	0.420	0.275
toymaker	tagata tumaʻi	0.755	0.510	0.536
trace	faʻasologa	0.573	0.346	0.483
traceable	siakiina	0.602	0.370	0.535
tracer	faʻailoa	0.573	0.327	0.645
traces	auala	0.482	0.448	0.389
trachea	faʻailoga	0.448	0.509	0.387
tracing	siaki	0.418	0.591	0.565
track	auala	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	tufuga	0.406	0.422	0.339
tractable	tufuga	0.635	0.500	0.469
traction	toso	0.429	0.585	0.648
tractor	taʻavale	0.449	0.580	0.619
trade	fefaatauaiga	0.561	0.544	0.690
trademark	faailoga faʻatau	0.667	0.344	0.750
trader	faioloa	0.562	0.632	0.854
tradesman	tagata faʻatau oloa	0.531	0.431	0.664
trading	fefaatauaiga	0.635	0.602	0.705
tradition	tu masani	0.830	0.430	0.750
traditional	tu masani	0.677	0.221	0.604
traffic	feoaiga	0.323	0.559	0.518
traffic light	fefaatauaiga	0.490	0.469	0.479
trafficking	fefaatauaiga	0.250	0.710	0.399
tragedies	mala	0.100	0.910	0.442
tragedy	mala	0.052	0.843	0.340
tragic	mala	0.048	0.904	0.396
trail	auala	0.600	0.322	0.455
trailer	taʻavale	0.541	0.490	0.473
train	nofoaafi	0.666	0.705	0.620
train set	nofoaafi seti	0.604	0.598	0.464
trained	toleni	0.771	0.538	0.645
trainee	tagata aʻoʻoga	0.627	0.408	0.352
trainer	faiaoga	0.698	0.719	0.824
training	aʻoaʻoga	0.714	0.776	0.788
trait	uiga	0.469	0.365	0.453
traitor	tagata faʻatau	0.112	0.796	0.491
traitorous	faʻamaʻi	0.073	0.745	0.412
trajectory	ala	0.653	0.558	0.779
tram	tram	0.667	0.628	0.492
tramp	taʻavale	0.108	0.510	0.182
trample	solia	0.235	0.764	0.562
trampoline	taʻavale	0.604	0.690	0.391
tramway	tramway	0.615	0.538	0.543
trance	tifaga	0.469	0.481	0.382
tranquil	filemu	0.917	0.094	0.355
tranquility	filemu	0.840	0.135	0.442
tranquilizer	toʻafilemu	0.510	0.236	0.596
transact	fefaʻatauaʻi	0.521	0.625	0.680
transaction	fefaʻatauaiga	0.650	0.577	0.579
transatlantic	transatlantic	0.724	0.596	0.706
transceiver	faʻasalalauga	0.510	0.490	0.537
transcend	agai i luga	0.604	0.771	0.726
transcendence	maualuga	0.656	0.608	0.754
transcendent	sili atu	0.667	0.600	0.824
transcendental	suauu	0.635	0.652	0.842
transcribe	tusitusi	0.500	0.394	0.573
transcriber	tagata faʻasalalau	0.490	0.420	0.615
transcript	tusitusiga	0.639	0.398	0.528
transcription	tusitusiga	0.592	0.455	0.615
transfer	fesiitaiga	0.702	0.490	0.519
transference	felauaiga	0.592	0.294	0.551
transferred	fesiitai	0.480	0.450	0.409
transfixed	faʻasolosolo	0.427	0.660	0.528
transform	suiga	0.735	0.667	0.696
transformation	suiga	0.796	0.618	0.770
transformer	faila	0.582	0.582	0.723
transfusion	felauaiga	0.417	0.730	0.557
transgression	solitulafono	0.158	0.890	0.611
transient	lē tumau	0.510	0.405	0.430
transistor	sopo	0.480	0.480	0.444
transit	felauaiga	0.439	0.590	0.588
transition	suiga	0.605	0.561	0.558
transitional	suiga	0.573	0.472	0.491
transitive	faʻaliliuga	0.479	0.377	0.414
transitory	femalagaaʻi	0.438	0.450	0.407
translate	faaliliu	0.604	0.423	0.462
translation	faaliliuga	0.633	0.435	0.598
translator	faaliliuupu	0.760	0.412	0.473
translocation	felauaiga	0.367	0.612	0.564
translucent	sulufaʻi	0.600	0.500	0.389
transmission	faasalalauga	0.688	0.490	0.611
transmit	faasalalau	0.836	0.581	0.673
transmitter	transmitter	0.520	0.511	0.719
transmutation	faaliliuga	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	manino	0.847	0.260	0.587
transparent	manino	0.542	0.330	0.667
transplant	totoina	0.445	0.806	0.620
transplantation	totoina	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	felauaiga	0.613	0.627	0.605
transportation	felauaiga	0.667	0.560	0.472
transporter	felauaiga	0.615	0.625	0.750
transpose	faasee	0.440	0.585	0.467
transposition	transposition	0.312	0.451	0.555
transsexual	feusuaʻiga	0.264	0.815	0.423
transverse	feaveaʻi	0.429	0.429	0.525
transvestite	fesuiaʻiga	0.270	0.675	0.373
trap	mailei	0.104	0.610	0.391
trapdoor	lapisi	0.094	0.670	0.462
trapeze	faʻasolosolo	0.542	0.625	0.566
trapped	afaina	0.135	0.615	0.380
trapper	faʻatau	0.296	0.654	0.491
trapping	faʻasologa	0.333	0.621	0.491
trappings	ata	0.458	0.462	0.370
traps	mailei	0.235	0.673	0.481
trash	lapisi	0.163	0.541	0.154
trashy	lapisi	0.071	0.380	0.161
trauma	tiga	0.112	0.792	0.453
traumatic	faʻalavelave	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	malaga	0.931	0.689	0.535
traveler	tagata malaga	0.837	0.571	0.700
traveling	faimalaga	0.900	0.750	0.582
traverse	feʻaveaʻi	0.571	0.590	0.629
travesty	taufaasese	0.354	0.644	0.407
trawl	lapisi	0.255	0.590	0.464
trawler	taʻavale	0.316	0.430	0.405
tray	fata	0.549	0.250	0.345
treacherous	taufaaleaga	0.112	0.815	0.402
treachery	fouvale	0.104	0.852	0.448
tread	savali	0.510	0.520	0.426
treadmill	lapisi	0.459	0.636	0.436
treason	fouvale	0.094	0.806	0.552
treasure	oa	0.927	0.592	0.821
treasured	peleina	0.849	0.471	0.730
treasurer	teutupe	0.694	0.456	0.755
treasures	oa	0.867	0.771	0.842
treasury	fale teu oloa	0.812	0.541	0.736
treat	togafiti	0.573	0.571	0.436
treatable	mafai ona mafai	0.780	0.302	0.560
treatise	fefaʻatauaʻiga	0.604	0.407	0.613
treatment	togafitiga	0.663	0.386	0.620
treaty	feagaiga	0.646	0.382	0.667
treble	taʻavale	0.358	0.471	0.466
tree	laau	0.670	0.118	0.442
trees	laau	0.653	0.137	0.537
trek	malaga	0.469	0.530	0.535
trellis	taʻavale	0.299	0.500	0.389
tremble	gatete	0.177	0.878	0.388
trembling	gatete	0.177	0.824	0.324
tremendous	tele	0.600	0.888	0.773
tremendously	tele	0.719	0.722	0.661
tremor	gatete	0.104	0.833	0.455
trench	fao	0.429	0.760	0.429
trend	masani	0.625	0.458	0.706
trending	faʻaauau	0.750	0.472	0.600
trendy	teuteu	0.713	0.520	0.536
trepidation	tigā	0.582	0.594	0.464
trespass	solitulafono	0.229	0.670	0.613
triad	tolu	0.469	0.413	0.528
triage	talo	0.398	0.433	0.479
trial	faamasinoga	0.438	0.663	0.612
triangle	tafatolu	0.562	0.269	0.352
triangular	tafatolu	0.430	0.320	0.397
triangulate	tafatafa	0.408	0.380	0.517
triathlon	tolu	0.521	0.853	0.663
tribal	ituaiga	0.417	0.404	0.482
tribe	ituaiga	0.664	0.486	0.516
tribulation	puapuaga	0.448	0.612	0.484
tribunal	faamasinoga	0.410	0.670	0.797
tribune	togi	0.610	0.585	0.556
tributary	faʻaaloalo	0.615	0.463	0.616
tribute	faʻaaloalo	0.684	0.573	0.700
trick	togafiti	0.542	0.700	0.409
trickery	togafiti	0.146	0.798	0.336
trickle	toso	0.500	0.196	0.231
trickster	taufaasese	0.375	0.680	0.446
tricky	taufaasese	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	taʻavale	0.403	0.606	0.609
trifle	le faʻatauvaʻa	0.271	0.296	0.221
trifling	taufaaleaga	0.375	0.418	0.183
trig	faʻavae	0.438	0.417	0.415
trigger	faʻaosoina	0.271	0.804	0.660
trigonometry	pisapisao	0.396	0.400	0.616
trillion	tailua	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	lapisi	0.500	0.466	0.430
trimester	tolu tausaga	0.783	0.336	0.538
trimmer	trimmer	0.260	0.548	0.529
trimming	teuteu	0.500	0.478	0.325
trine	siaki	0.396	0.365	0.317
trinity	tolutasi	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	tolu	0.521	0.613	0.473
trip	malaga	0.875	0.643	0.538
tripartite	tripartite	0.500	0.480	0.539
tripe	trip	0.312	0.361	0.438
triple	tolu tolu	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	tolu	0.684	0.545	0.717
tripod	malaga	0.406	0.388	0.483
tripping	osofaʻi	0.276	0.594	0.293
trite	mea taua	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	manumalo	0.969	0.798	0.926
triumphant	manumalo	0.949	0.837	0.972
trivia	toʻilalo	0.690	0.490	0.473
trivial	leai se taua	0.406	0.387	0.337
troll	toso	0.378	0.627	0.327
trolley	uila	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	fitafita	0.375	0.696	0.750
trooper	osofaʻi	0.458	0.694	0.713
troops	fitafita	0.385	0.718	0.804
trophy	togi	0.947	0.643	0.676
tropic	tropic	0.740	0.529	0.536
tropical	vevela	0.740	0.461	0.509
tropics	vailaʻau	0.740	0.383	0.412
trot	toso	0.531	0.664	0.396
trouble	faafitauli	0.135	0.811	0.452
troubled	popole	0.167	0.627	0.385
troublemaker	faalavelave	0.260	0.900	0.596
troubles	faafitauli	0.051	0.854	0.269
troublesome	faʻalavelave	0.283	0.894	0.404
trough	lapisi	0.500	0.308	0.340
troupe	auupega	0.625	0.406	0.557
trousers	pusa	0.625	0.314	0.442
trout	toso	0.516	0.387	0.298
trowel	trowel	0.470	0.418	0.250
truce	moni	0.688	0.441	0.453
truck	loli	0.531	0.368	0.546
trucker	loli	0.494	0.609	0.500
truckload	loli uta	0.480	0.450	0.534
truculent	loli	0.210	0.731	0.498
true	TRUE	0.896	0.436	0.777
truelove	alofa moni	0.860	0.600	0.587
truffle	loli	0.677	0.323	0.418
truism	moni	0.521	0.422	0.480
trump	pu	0.640	0.716	0.898
trumpet	pu	0.573	0.570	0.393
trumpeter	leo pu	0.673	0.600	0.676
truncate	tulu	0.323	0.600	0.412
truncated	faʻamaonia	0.316	0.602	0.439
trundle	faʻailoga	0.507	0.270	0.414
trunk	ogalaau	0.271	0.167	0.404
truss	faʻailoga	0.521	0.482	0.569
trust	faʻalagolago	0.888	0.547	0.741
trustee	tausi mavaega	0.531	0.442	0.658
trusting	talitonuina	0.857	0.508	0.750
trustworthy	faatuatuaina	0.969	0.315	0.824
trusty	talitonuina	0.863	0.398	0.696
truth	upu moni	0.971	0.400	0.685
truthful	moni	0.708	0.467	0.807
truthfulness	moni	0.920	0.549	0.808
try	taumafai	0.604	0.551	0.556
tryout	totogi	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	afu	0.449	0.235	0.265
tuba	salamo	0.542	0.402	0.381
tubby	faʻailoga	0.427	0.423	0.353
tube	gaʻo	0.418	0.279	0.409
tuberculosis	tuberculosis	0.214	0.519	0.424
tubing	tui	0.438	0.363	0.358
tubular	pulupulu	0.458	0.361	0.464
tubule	tui	0.500	0.330	0.333
tuck	tu	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	Aso Lua	0.469	0.184	0.330
tufted	tufuga	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	vaʻavaʻa	0.271	0.510	0.652
tuition	aʻoga	0.531	0.372	0.436
tulip	tulip	0.730	0.189	0.356
tumble	pa'ū	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	ua pa'ū	0.312	0.471	0.427
tummy	tumutumu	0.427	0.365	0.230
tumor	tumo	0.102	0.664	0.324
tumour	tumo	0.092	0.627	0.464
tumult	vevesi	0.271	0.640	0.636
tumultuous	vevesi	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	faʻailoa	0.510	0.364	0.582
tune	pese	0.708	0.479	0.426
tunic	pese	0.531	0.248	0.391
tuning	faʻalogo	0.719	0.390	0.635
tunnel	alavai	0.312	0.490	0.412
turban	pulou	0.469	0.386	0.426
turbidity	turbidity	0.184	0.607	0.393
turbine	uila	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	faʻalavelave	0.062	0.922	0.532
turbulent	vevesi	0.302	0.792	0.612
turd	solo	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	Turkey	0.634	0.245	0.247
turmeric	turmeric	0.542	0.316	0.312
turmoil	faʻalavelave	0.198	0.888	0.417
turn	liliu	0.531	0.398	0.482
turnaround	liliu	0.560	0.654	0.407
turned	liliu	0.630	0.538	0.583
turning	liliu	0.510	0.684	0.420
turnip	fulipipi	0.561	0.183	0.254
turnkey	kesi	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	alu ane	0.641	0.692	0.898
turnover	tupe maua	0.490	0.392	0.512
turnpike	liliu	0.459	0.434	0.462
turntable	sosolo	0.531	0.455	0.406
turpentine	fafie	0.320	0.539	0.571
turquoise	turquoise	0.786	0.226	0.357
turret	mataʻutia	0.494	0.500	0.588
turtle	laumei	0.291	0.102	0.271
turtleneck	laumei	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	tutelage	0.393	0.442	0.609
tutor	faiaoga	0.750	0.346	0.826
tutoring	aʻoaʻoga	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	tv	0.622	0.380	0.393
twain	lua	0.541	0.255	0.370
twat	Twat	0.292	0.459	0.404
twats	lua	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	Tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	tweezers	0.493	0.408	0.295
twelfth	tulaga sefulu ma le lua	0.521	0.292	0.527
twelve	sefulu ma le lua	0.490	0.298	0.412
twentieth	tulaga lua sefulu	0.469	0.297	0.346
twenty	lua sefulu	0.520	0.292	0.286
twerp	toso	0.408	0.443	0.384
twig	lala	0.378	0.288	0.236
twilight	pogisa	0.622	0.341	0.633
twill	Twill	0.449	0.415	0.353
twin	masaga	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	faalua	0.316	0.720	0.471
twinkle	moli	0.719	0.724	0.610
twins	masaga	0.760	0.473	0.602
twirl	faʻanoanoa	0.552	0.647	0.409
twist	mimilo	0.375	0.469	0.337
twisted	faasee	0.071	0.736	0.311
twister	faʻamalosi	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	moli	0.510	0.740	0.548
twitching	felaʻiaʻi	0.292	0.700	0.482
twitchy	faʻanoanoa	0.094	0.918	0.281
two	lua	0.520	0.200	0.404
two step	lua laasaga	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	faalua	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	faʻasologa	0.500	0.388	0.300
type	ituaiga	0.500	0.284	0.364
typewriter	tusitusi tusitusi	0.542	0.373	0.418
typhoid	typhoid	0.265	0.458	0.401
typhoon	afa	0.323	0.796	0.697
typical	masani	0.635	0.206	0.426
typically	masani	0.569	0.377	0.559
typist	tagata faʻatau	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	faʻamaufaʻailoga	0.480	0.334	0.574
tyrannical	amio pulea	0.167	0.860	0.731
tyranny	pule sauā	0.112	0.792	0.705
tyrant	ita	0.115	0.850	0.683
tyre	paʻu	0.480	0.358	0.407
ubiquitous	faʻailoga	0.635	0.571	0.884
ubiquity	faʻatauvaʻa	0.578	0.490	0.595
ugliness	leaga	0.094	0.407	0.267
ugly	mataga	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	maʻi maʻi	0.286	0.596	0.377
ulterior	ulumatua	0.375	0.509	0.490
ultimate	mulimuli	0.648	0.645	0.544
ultimately	mulimuli ane	0.385	0.480	0.558
ultimatum	mulimuli	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrasound	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	faamalu	0.583	0.246	0.255
umpire	mea leaga	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	faʻanofo	0.292	0.614	0.488
unabated	leai se tasi	0.532	0.420	0.466
unable	le mafai	0.132	0.459	0.193
unacceptable	le taliaina	0.133	0.479	0.330
unaccompanied	lē faʻatasi	0.292	0.376	0.297
unaccountable	le mafai ona iloa	0.180	0.600	0.543
unaccounted	le iloa	0.410	0.338	0.361
unacknowledged	le amanaiaina	0.240	0.269	0.116
unadulterated	e leʻi faʻaaogaina	0.570	0.420	0.528
unaffected	leai se afaina	0.542	0.265	0.571
unafraid	leai se fefe	0.500	0.520	0.655
unaided	leai se tasi	0.290	0.410	0.336
unaltered	e leʻi faʻaaogaina	0.571	0.269	0.598
unambiguous	e le mafaamatalaina	0.406	0.390	0.578
unanimity	autasi	0.490	0.407	0.706
unanimous	autasi	0.656	0.380	0.682
unanimously	autasi	0.686	0.333	0.738
unannounced	e leʻi faʻaalia	0.240	0.588	0.291
unanswered	le taliina	0.276	0.361	0.219
unanticipated	e leʻi mafaufauina	0.255	0.775	0.327
unappreciated	le talisapaiaina	0.143	0.431	0.209
unapproved	lē taliaina	0.184	0.471	0.254
unarmed	leai se togafitiga	0.427	0.420	0.241
unassisted	leai se fesoasoani	0.302	0.320	0.211
unassuming	faʻaletonu	0.490	0.230	0.471
unattached	leai se tasi	0.192	0.439	0.283
unattainable	e le mafai ona maua	0.220	0.635	0.571
unattended	leai se faʻamoemoe	0.255	0.400	0.167
unattractive	lē fiafia	0.177	0.307	0.208
unauthorized	e leʻi faʻatagaina	0.260	0.448	0.259
unavailable	leai	0.323	0.281	0.159
unavoidable	le maalofia	0.350	0.580	0.445
unaware	le iloa	0.208	0.355	0.310
unbalanced	le le atoatoa	0.302	0.596	0.343
