Word	Sundanese-su	Valence	Arousal	Dominance
resemble	meh sarua	0.602	0.388	0.463
resembling	resembling	0.592	0.250	0.529
resent	ambek	0.073	0.553	0.163
resentful	ambek	0.120	0.608	0.324
resentment	ambek-ambekan	0.163	0.745	0.528
reservation	daerah keur ngumpulkeun	0.688	0.343	0.561
reserve	mesen	0.585	0.289	0.589
reserved	ditangtayungan	0.594	0.316	0.583
reserves	cadangan	0.653	0.363	0.520
reservoir	embung	0.531	0.276	0.462
reset	ngareset	0.490	0.450	0.574
reside	cicingan	0.451	0.440	0.455
residence	pamutuhan	0.615	0.382	0.585
residences	residences	0.618	0.418	0.509
residency	karésidénan	0.694	0.357	0.679
resident	nu nyicingan	0.592	0.327	0.500
residential	Parumahan	0.720	0.210	0.589
residual	sesa	0.448	0.288	0.327
residue	sesana	0.354	0.330	0.183
resign	eureun	0.250	0.543	0.273
resignation	mundur tanpa dimenta	0.145	0.392	0.310
resigned	pasrah	0.240	0.170	0.268
resilience	resilience	0.531	0.440	0.667
resilient	tahan banting	0.542	0.540	0.801
resin	résin	0.284	0.308	0.400
resist	ngalawan	0.414	0.676	0.651
resistance	lawanan	0.427	0.694	0.796
resistant	tahan	0.592	0.585	0.815
resisting	resisting	0.408	0.776	0.789
resistive	résistif	0.396	0.519	0.651
resolute	tabah	0.771	0.510	0.712
resolutely	resolutely	0.714	0.453	0.805
resolution	resolusi	0.780	0.550	0.745
resolve	mecahkeun masalah	0.710	0.472	0.750
resolved	ngumbar	0.735	0.357	0.683
resonance	résonansi	0.541	0.426	0.629
resonant	resonant	0.542	0.633	0.663
resonate	resonate	0.582	0.610	0.644
resonator	resonator	0.469	0.608	0.519
resort	pamutuhan keur ngaso	0.573	0.441	0.632
resounding	resounding	0.490	0.708	0.596
resource	sumber	0.740	0.357	0.749
resourceful	loba akalna	0.906	0.704	0.886
resources	sumberdaya	0.604	0.348	0.627
respect	rasa ajen	0.927	0.344	0.758
respectability	respectability	0.875	0.407	0.912
respectable	menak	0.850	0.350	0.889
respected	terhormat	0.908	0.441	0.853
respectful	hormat	0.951	0.386	0.814
respecting	respecting	0.837	0.321	0.720
respective	masing-masing	0.625	0.413	0.721
respects	ngahormat	0.840	0.387	0.824
respiration	réspirasi	0.760	0.377	0.669
respirator	respirator	0.433	0.398	0.453
respiratory	engapan	0.500	0.450	0.552
respite	respite	0.600	0.373	0.420
resplendent	resplendent	0.905	0.673	0.755
respond	ngajawab	0.573	0.435	0.594
respondent	réspondén	0.449	0.455	0.480
response	jawaban	0.615	0.500	0.472
responsibility	tanggung jawab	0.760	0.500	0.852
responsible	tanggung jawab	0.837	0.527	0.833
responsive	daek ngadengekeun	0.816	0.569	0.573
rest	ngaso	0.907	0.167	0.300
restart	uihan deui	0.531	0.519	0.554
restaurant	restoran	0.847	0.406	0.500
rested	rested	0.792	0.235	0.462
restful	katentreman	0.781	0.116	0.413
restitution	restitution	0.583	0.542	0.643
restless	marudah	0.219	0.810	0.304
restlessness	restlessness	0.083	0.794	0.397
restock	restock	0.510	0.538	0.645
restoration	restorasi	0.755	0.426	0.734
restorative	réstoratif	0.633	0.510	0.703
restore	ngalereskeun	0.765	0.490	0.625
restored	disimpen	0.892	0.410	0.728
restoring	malikkeun	0.820	0.490	0.783
restrain	ngandalikeun	0.134	0.696	0.434
restrained	kaampeuh	0.354	0.590	0.509
restraining	restraining	0.296	0.702	0.672
restraint	carana ngandalikeun	0.167	0.618	0.520
restrict	ngabateskeun	0.115	0.539	0.577
restricted	diwatesan	0.276	0.500	0.407
restriction	wangenan	0.130	0.590	0.569
restrictive	restrictive	0.215	0.596	0.500
restroom	restroom	0.653	0.279	0.267
result	hasil	0.812	0.490	0.652
resultant	resultant	0.670	0.441	0.637
resume	CV	0.573	0.411	0.586
resumption	resumption	0.637	0.528	0.653
resurrect	resurrect	0.781	0.725	0.817
resurrection	kahudangan	0.708	0.740	0.759
resuscitate	resuscitate	0.531	0.696	0.818
resuscitation	resuscitation	0.753	0.768	0.795
retail	écéran	0.510	0.353	0.411
retailer	pangecér	0.708	0.439	0.595
retain	nahan	0.367	0.451	0.630
retainer	retainer	0.396	0.422	0.356
retaining	panahan	0.417	0.559	0.632
retake	ngareubut balik	0.616	0.471	0.591
retaliate	retaliate	0.111	0.812	0.595
retaliation	pamalesan kanyeri	0.156	0.812	0.491
retaliatory	retaliatory	0.194	0.865	0.598
retard	retard	0.194	0.347	0.222
retardation	retardation	0.125	0.360	0.155
retarded	retarded	0.302	0.462	0.161
retards	retards	0.362	0.434	0.218
retention	ingetan	0.344	0.490	0.558
retentive	retentive	0.439	0.482	0.491
rethink	rethink	0.480	0.423	0.583
reticent	reticent	0.396	0.519	0.500
retina	rétina	0.490	0.255	0.342
retinal	retinal	0.531	0.343	0.475
retire	pansiun	0.398	0.392	0.186
retired	pensiunan	0.270	0.259	0.301
retirement	mangsa pangsiun	0.250	0.324	0.255
retiring	retiring	0.408	0.376	0.214
retold	retold	0.459	0.385	0.352
retort	retort	0.417	0.520	0.481
retrace	retrace	0.250	0.482	0.317
retract	narik balik	0.316	0.443	0.358
retraction	retraction	0.312	0.491	0.427
retractor	retractor	0.354	0.590	0.557
retreat	mundur	0.500	0.519	0.312
retrenchment	retrenchment	0.230	0.650	0.384
retrial	retrial	0.500	0.577	0.593
retribution	retribusi	0.625	0.490	0.708
retrieval	hasil nu dimeunangkeun deui	0.700	0.440	0.704
retrieve	ngameunangkeun deui	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	retroactive	0.521	0.452	0.655
retrograde	retrograde	0.208	0.464	0.415
retrospect	retrospect	0.406	0.500	0.538
retrospective	retrospective	0.594	0.481	0.528
retrospectively	retrospectively	0.516	0.400	0.560
return	kasumpingan	0.602	0.412	0.463
reunion	reuni	0.837	0.500	0.672
reunite	ngahijikeun deui	0.656	0.550	0.657
reunited	reunited	0.708	0.439	0.658
rev	blk	0.367	0.422	0.353
reveal	nyebutkeun	0.493	0.637	0.526
revel	revel	0.740	0.705	0.684
revelation	wahyu	0.879	0.500	0.865
revelations	wahyu	0.729	0.655	0.600
revels	revels	0.827	0.683	0.647
revenge	carana males kanyeri	0.230	0.940	0.627
revenue	sharing	0.873	0.510	0.854
reverberation	reverberation	0.390	0.639	0.551
revere	revere	0.750	0.562	0.608
reverence	reverence	0.643	0.347	0.516
reverend	reverend	0.650	0.337	0.576
reverent	reverent	0.551	0.490	0.694
reverie	reverie	0.667	0.413	0.471
reversal	ngabalikeun	0.380	0.510	0.591
reverse	ngabalikeun	0.539	0.415	0.461
reversion	reversion	0.458	0.538	0.425
revert	balik deui ka	0.380	0.451	0.519
reverting	reverting	0.562	0.385	0.544
review	tingalian	0.667	0.408	0.636
reviewer	reviewer	0.562	0.344	0.500
revise	ningali balik	0.500	0.469	0.509
revision	révisi	0.417	0.459	0.710
revisit	revisit	0.552	0.530	0.509
revival	revival	0.823	0.664	0.597
revive	nyegerkeun	0.676	0.780	0.778
revocation	panyabutan	0.260	0.610	0.673
revoke	nyabut	0.251	0.696	0.737
revolt	berontak	0.343	0.878	0.658
revolting	revolting	0.102	0.690	0.300
revolution	puteran	0.417	0.902	0.798
revolutionary	revolusioner	0.635	0.887	0.824
revolutionize	revolutionize	0.684	0.816	0.904
revolve	revolve	0.592	0.546	0.402
revolver	revolver	0.194	0.796	0.750
revolving	revolving	0.602	0.570	0.580
revue	revue	0.594	0.350	0.420
revulsion	revulsion	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	balesan	0.948	0.694	0.783
rewarding	rewarding	0.958	0.637	0.783
rewind	ngaleupaskeun beulitan	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	nulis balik	0.490	0.500	0.434
rhapsody	rhapsody	0.708	0.490	0.460
rhetoric	retorika	0.417	0.429	0.504
rhetorical	rhetorical	0.417	0.569	0.635
rheumatism	rematik	0.219	0.472	0.418
rhinestone	rhinestone	0.531	0.551	0.408
rhino	badak	0.531	0.549	0.555
rhinoceros	badak	0.556	0.656	0.569
rhubarb	rhubarb	0.582	0.304	0.340
rhyme	rhyme	0.667	0.249	0.481
rhyming	rhyming	0.729	0.410	0.500
rhythm	wirahma	0.771	0.759	0.573
rhythmic	rhythmic	0.714	0.642	0.664
rhythmical	rhythmical	0.844	0.694	0.632
rib	iga	0.490	0.349	0.351
ribbed	ribbed	0.365	0.378	0.409
ribbon	pita	0.719	0.288	0.357
rice	sangu	0.667	0.208	0.330
rich	beunghar	0.882	0.627	0.905
riches	riches	0.958	0.694	0.880
richness	richness	0.896	0.833	0.922
rick	Rick	0.459	0.420	0.444
rickety	rickety	0.224	0.402	0.241
rickshaw	becak	0.438	0.594	0.402
ricochet	ricochet	0.287	0.618	0.430
rid	leupas	0.194	0.408	0.327
riddance	riddance	0.323	0.562	0.472
riddle	babadean	0.521	0.583	0.543
riddled	riddled	0.281	0.861	0.422
ride	numpak	0.806	0.465	0.472
rider	rider	0.635	0.627	0.574
ridge	lamping	0.484	0.402	0.349
ridicule	ridicule	0.143	0.745	0.255
ridiculed	ridiculed	0.112	0.806	0.212
ridiculous	teu asup kaakal	0.159	0.594	0.245
riding	tunggang	0.694	0.654	0.620
rife	rife	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	bedil	0.329	0.900	0.718
rifleman	rifleman	0.245	0.863	0.767
rifles	rifles	0.337	0.864	0.765
rift	Rift	0.246	0.519	0.289
rig	geger	0.542	0.382	0.746
rigged	rigged	0.188	0.510	0.412
rigging	rigging	0.510	0.518	0.440
right	bener	0.740	0.352	0.710
righteous	tindak tandukna alus pisan	0.823	0.385	0.790
righteousness	bener	0.802	0.660	0.897
rightful	rightful	0.837	0.358	0.821
rightly	rightly	0.740	0.471	0.782
righty	righty	0.750	0.314	0.786
rigid	heuras	0.357	0.552	0.591
rigidity	rigidity	0.198	0.530	0.726
rigor	rigor	0.375	0.745	0.713
rigorous	rigorous	0.438	0.818	0.847
rim	pasisian	0.510	0.397	0.302
rind	kulit	0.542	0.280	0.491
ring	ngirining	0.677	0.427	0.464
ringer	ringer	0.573	0.604	0.347
ringing	ringing	0.724	0.598	0.693
ringleader	ringleader	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	rink	0.551	0.392	0.392
rinse	ngabilas	0.663	0.168	0.409
riot	nyieun onar	0.061	0.946	0.586
rioting	karusuhan	0.156	0.949	0.560
riotous	riotous	0.163	0.837	0.588
riots	karusuhan	0.099	0.882	0.564
rip	rip	0.146	0.676	0.365
riparian	riparian	0.552	0.408	0.412
ripe	geus asak	0.671	0.337	0.670
ripen	ripen	0.755	0.373	0.671
ripening	ripening	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	ripple	0.500	0.453	0.370
rippling	rippling	0.500	0.480	0.327
rise	naek	0.667	0.593	0.745
rising	rising	0.750	0.602	0.696
risk	risiko	0.240	0.816	0.438
risky	picilakaeun	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	sanggem	0.378	0.570	0.606
ritual	upacara agama	0.375	0.520	0.508
ritualistic	ritualistic	0.450	0.583	0.540
rival	nu sihungan	0.286	0.605	0.574
rivalry	sihungan	0.192	0.765	0.538
river	walungan	0.688	0.392	0.605
riverbank	sisi susukan	0.684	0.300	0.330
riverbed	riverbed	0.610	0.233	0.421
riverboat	riverboat	0.561	0.347	0.462
rivet	rivet	0.458	0.306	0.405
riveted	riveted	0.385	0.439	0.443
riveting	pangélingan	0.448	0.544	0.394
roach	roach	0.146	0.598	0.259
road	jalan	0.656	0.404	0.404
roadblock	roadblock	0.337	0.669	0.490
roadhouse	roadhouse	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	jalan	0.677	0.448	0.496
roadside	roadside	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	roadtrip	0.677	0.596	0.519
roadway	roadway	0.562	0.206	0.509
roadworks	roadworks	0.562	0.538	0.509
roam	roam	0.510	0.550	0.444
roar	ngagaur	0.427	0.816	0.675
roaring	roaring	0.449	0.817	0.634
roast	manggang	0.521	0.541	0.311
roasted	Anggang	0.615	0.520	0.339
rob	ngarampog	0.112	0.840	0.500
robber	Garong	0.135	0.772	0.481
robbery	rampogan	0.133	0.843	0.435
robe	jubah	0.594	0.216	0.298
robin	Robin	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robotic	0.417	0.602	0.657
robotics	robotics	0.592	0.600	0.763
robust	mantap	0.667	0.604	0.719
roc	RC	0.427	0.510	0.415
rock	batu	0.623	0.236	0.557
rocker	kango	0.615	0.704	0.625
rocket	roket	0.664	0.824	0.774
rocks	batu	0.365	0.209	0.543
rod	rod	0.479	0.319	0.355
rodent	rodénsia	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	roe	0.490	0.382	0.398
rogue	rogue	0.334	0.713	0.636
role	peran	0.552	0.260	0.464
roll	ngagulung	0.469	0.510	0.172
roller	roller	0.521	0.394	0.345
rollercoaster	roler koster	0.802	0.910	0.651
rollers	rollers	0.490	0.365	0.336
rollicking	rollicking	0.878	0.806	0.552
rolling	rolling	0.510	0.606	0.321
roman	roman	0.615	0.475	0.639
romance	kabogohan	0.980	0.682	0.587
romantic	layeut	0.936	0.531	0.598
romanticism	romantika	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	hateup	0.602	0.226	0.342
rooftop	rooftop	0.571	0.471	0.461
rook	Pleng	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	kamar	0.729	0.283	0.445
roomful	roomful	0.786	0.425	0.634
roommate	batur sakamar	0.750	0.481	0.480
rooms	kamar	0.677	0.241	0.386
roomy	luas	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	hayam jalu	0.459	0.385	0.275
root	akar	0.602	0.279	0.508
root beer	root bir	0.582	0.520	0.415
rooted	rooted	0.510	0.527	0.718
rope	tali	0.385	0.280	0.345
ropes	tali	0.458	0.304	0.402
rosary	rosary	0.806	0.140	0.430
rose	mawar	0.865	0.276	0.386
rosemary	Rosemary	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	roster	0.531	0.306	0.381
rosy	rosy	0.940	0.528	0.755
rot	jadi ruksak	0.031	0.558	0.301
rota	protÃ	0.320	0.462	0.209
rotary	usaha Rotary	0.573	0.462	0.528
rotate	muter	0.458	0.470	0.492
rotation	rotasi	0.670	0.520	0.550
rote	Rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	ruksak	0.104	0.590	0.327
rotting	rotting	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	kasar	0.406	0.794	0.632
roughly	kasarna	0.448	0.539	0.463
roughneck	roughneck	0.323	0.640	0.491
roughness	roughness	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	buleud	0.552	0.434	0.311
roundabout	Bundaran	0.490	0.425	0.495
rounded	rounded	0.592	0.391	0.396
roundup	ngariung	0.520	0.580	0.474
rouse	rouse	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	rousing	0.714	0.517	0.692
rout	rout	0.163	0.625	0.233
route	rute	0.583	0.353	0.518
routine	rutin	0.365	0.219	0.333
rove	Rove	0.457	0.400	0.400
rover	Rover	0.510	0.538	0.421
roving	roving	0.583	0.442	0.491
row	baris	0.427	0.275	0.406
rowboat	rowboat	0.455	0.393	0.353
rowdy	rowdy	0.255	0.900	0.518
rowing	rowing	0.458	0.443	0.467
royal	karajaan	0.796	0.430	0.759
royalty	royalti	0.832	0.571	0.833
rub	ngagosok	0.521	0.565	0.400
rubber	karet	0.460	0.217	0.315
rubbers	rubbers	0.604	0.360	0.414
rubbing	ngagosok	0.406	0.569	0.440
rubbish	runtah	0.198	0.454	0.164
rubble	puing	0.308	0.509	0.289
rubdown	rubdown	0.561	0.491	0.404
rubric	rubrik	0.427	0.260	0.500
ruby	inten beureum	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	setir	0.439	0.469	0.509
ruddy	Ruddy	0.490	0.630	0.395
rude	kasar	0.061	0.821	0.402
rudeness	rudeness	0.280	0.819	0.692
rudimentary	rudimentary	0.286	0.321	0.509
rudiments	rudiments	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	rueful	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	ruffian	0.130	0.824	0.463
ruffle	ruffle	0.443	0.561	0.518
rug	permadani	0.520	0.240	0.245
rugby	rugbi	0.677	0.820	0.708
rugged	terjal	0.561	0.569	0.793
ruin	uing	0.125	0.588	0.192
ruination	ruination	0.184	0.582	0.209
ruined	ruined	0.135	0.564	0.194
ruinous	ruinous	0.255	0.690	0.275
ruins	ruruntuhan	0.250	0.490	0.248
rule	aturan	0.567	0.427	0.593
ruler	jidar	0.440	0.400	0.631
ruling	Kaputusan	0.177	0.566	0.410
rum	miras	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	baja harewos	0.255	0.582	0.282
rumored	dikabarkan	0.427	0.604	0.318
rump	imbit	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	lalumpatan	0.542	0.787	0.543
runaround	runaround	0.448	0.519	0.349
runaway	kabur	0.271	0.770	0.402
rundown	daftar acara	0.520	0.296	0.465
runes	runes	0.438	0.300	0.304
rung	rung	0.510	0.355	0.368
runner	runner	0.459	0.747	0.632
running	jalan	0.730	0.858	0.442
running shoes	ngajalankeun sapatu	0.653	0.573	0.491
runny	runny	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	landasan	0.585	0.373	0.406
rupture	beubeulahan	0.125	0.633	0.430
rural	pakampungan	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	rurusuhan	0.406	0.809	0.546
rushing	rushing	0.398	0.821	0.529
rust	karahaan	0.281	0.265	0.321
rusted	rusted	0.286	0.357	0.302
rustic	rustic	0.369	0.657	0.491
rustle	rustle	0.333	0.538	0.394
rustler	rustler	0.281	0.830	0.429
rusty	karahaan	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	Ruth	0.469	0.427	0.444
ruthless	kejam	0.208	0.850	0.670
rye	gandum hideung	0.490	0.298	0.411
sabbatical	sabbatical	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	Sable	0.449	0.596	0.500
sabotage	sabotase	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	sac	0.344	0.245	0.226
sack	karung	0.385	0.337	0.264
sacrament	sacrament	0.690	0.316	0.700
sacred	suci	0.833	0.375	0.862
sacrifice	pangorbanan	0.208	0.833	0.534
sacrifices	kurban	0.281	0.717	0.538
sacrificial	kurban	0.198	0.755	0.452
sacrilege	sacrilege	0.281	0.708	0.491
sacrilegious	sacrilegious	0.146	0.736	0.449
sad	nelangsa	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	sela	0.510	0.509	0.306
sadist	sadist	0.042	0.918	0.500
sadistic	sadis	0.031	0.906	0.618
sadly	sedih	0.047	0.255	0.216
sadness	kanalangsaan	0.052	0.288	0.164
safari	Safari	0.663	0.673	0.640
safe	tengtrem	0.898	0.306	0.759
safeguard	safeguard	0.786	0.624	0.700
safekeeping	safekeeping	0.653	0.510	0.586
safety	kasalametan	0.708	0.491	0.868
saffron	saffron	0.443	0.373	0.349
sag	sag	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	sage	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	balayar	0.615	0.220	0.325
sailboat	parahu layar	0.719	0.392	0.381
sailing	sailing	0.667	0.520	0.500
sailor	jelema nu gawena layar	0.500	0.588	0.500
saint	urang suci	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	demi	0.490	0.573	0.407
salad	saladah	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	bayaran	0.786	0.480	0.652
sale	obral	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	jelema nu ngajual	0.643	0.559	0.664
salient	salient	0.600	0.573	0.702
saline	saline	0.430	0.340	0.385
saliva	ciduh	0.214	0.265	0.236
sally	Sally	0.604	0.390	0.451
salmon	lauk salmon	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salon	0.531	0.296	0.463
saloon	saloon	0.630	0.300	0.364
salsa	Salsa	0.742	0.500	0.370
salt	uyah	0.323	0.312	0.306
salted	asin	0.333	0.400	0.304
saltwater	saltwater	0.327	0.330	0.364
salty	asin	0.388	0.531	0.288
salutary	salutary	0.885	0.360	0.686
salutation	salutation	0.878	0.417	0.500
salute	ajenan	0.833	0.542	0.681
salvage	salvage	0.622	0.510	0.832
salvation	kasalametan	0.857	0.480	0.800
salve	salve	0.612	0.390	0.500
samba	Samba	0.781	0.740	0.465
sameness	sameness	0.531	0.330	0.484
sample	conto	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	sanctification	0.770	0.431	0.816
sanctified	sanctified	0.792	0.240	0.612
sanctify	sanctify	0.673	0.443	0.783
sanctimonious	sanctimonious	0.240	0.365	0.327
sanction	hukuman	0.201	0.750	0.517
sanctioned	dititah	0.323	0.696	0.391
sanctity	syi'ar	0.771	0.330	0.628
sanctuary	daerah anu ditangtayungan pikeun ngamumule tutuwuhan jeung sasatoanana	0.863	0.226	0.575
sanctum	sanctum	0.521	0.438	0.657
sand	keusik	0.582	0.279	0.304
sandal	sandal	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	sander	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	sandpaper	0.417	0.425	0.404
sands	Sands	0.646	0.304	0.377
sandstorm	sandstorm	0.324	0.821	0.629
sandwich	roti isi	0.672	0.314	0.310
sandy	loba keusikna	0.406	0.265	0.296
sane	waras	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	sanitarium	0.448	0.645	0.570
sanitary	Saniter	0.458	0.320	0.425
sanitation	kabersihan	0.742	0.312	0.500
sanity	sanity	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	Santa	0.735	0.286	0.509
sap	geutah	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	inten biru	0.770	0.472	0.651
sappy	sappy	0.583	0.469	0.330
sarcasm	sarcasm	0.125	0.685	0.346
sarcastic	mawa hinaan	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	sarcophagus	0.271	0.561	0.435
sardine	sardén	0.541	0.236	0.236
sardonic	sardonic	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	sash	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	satanic	0.062	0.843	0.720
satchel	satchel	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satelit	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	satir	0.458	0.655	0.472
satirical	satirical	0.323	0.615	0.538
satisfaction	kapuaseun	0.939	0.637	0.673
satisfactorily	satisfactorily	0.765	0.570	0.802
satisfactory	nyugemakeun	0.959	0.569	0.702
satisfied	wareg	0.959	0.510	0.685
satisfy	nyugemakeun	0.867	0.790	0.705
satisfying	satisfying	0.890	0.606	0.814
saturate	saturate	0.281	0.680	0.467
saturated	jenuh	0.474	0.700	0.442
saturation	jenuh	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	saos	0.562	0.515	0.288
saucepan	panci	0.347	0.264	0.321
saucer	saucer	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	sauerkraut	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	sosis	0.542	0.429	0.300
savage	telenges	0.204	0.931	0.605
savagery	savagery	0.219	0.907	0.711
savanna	savana	0.606	0.147	0.394
