Word	Nepali-ne	Valence	Arousal	Dominance
sunk	सूर्य	0.146	0.531	0.185
sunken	सूर्य	0.103	0.476	0.173
sunless	sunless	0.245	0.280	0.273
sunlight	सूर्यको प्रकाश	0.906	0.407	0.639
sunny	sunny	0.740	0.348	0.481
sunrise	सूर्योदय	0.823	0.347	0.640
sunroof	सनरोफ	0.681	0.325	0.425
sunscreen	सनस्क्रीन	0.656	0.387	0.462
sunset	सूर्यसेट	0.875	0.231	0.298
sunshine	घाम	0.885	0.297	0.769
suntan	suntan	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	सुपर	0.844	0.663	0.780
superannuation	उत्कृष्टता	0.448	0.412	0.562
superb	शानदार	0.980	0.708	0.852
superficial	सतर्कता	0.357	0.407	0.309
superfluous	अति उत्तम	0.316	0.469	0.393
superhero	सुपर हीरो	0.910	0.820	0.893
superhuman	अलमलमा	0.810	0.745	0.895
superimposed	superimposed	0.490	0.529	0.683
superintendent	अधीक्षक	0.592	0.570	0.942
superior	उच्च	0.801	0.697	0.940
superiority	उत्कृष्टता	0.582	0.602	0.959
superlative	अति उत्तम	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	सुपरमार्केट	0.690	0.547	0.571
supermodel	सुपरमोडेल	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	अलौकिक	0.622	0.824	0.733
supernova	सुपरनोवा	0.729	0.673	0.827
superposition	superposition	0.480	0.570	0.806
superpower	सुपर शक्ति	0.806	0.784	0.972
supersede	supersede	0.479	0.510	0.518
superstar	सुपरस्टार	0.885	0.860	0.880
superstition	अन्धविश्वास	0.177	0.640	0.418
superstitious	असमानता	0.281	0.545	0.514
superstore	सुपरस्टोर	0.719	0.600	0.640
supervise	निरीक्षण गर्नुहोस्	0.698	0.555	0.889
supervision	निरीक्षण	0.459	0.578	0.825
supervisor	पर्यवेक्षक	0.615	0.479	0.933
supper	भान्सा	0.708	0.429	0.552
suppertime	suppertime	0.792	0.388	0.461
supplant	प्रदायक	0.344	0.558	0.463
supple	अनुहार	0.812	0.528	0.436
supplement	पूरै	0.745	0.406	0.491
supplemental	पूरक	0.604	0.404	0.555
supplementary	पूरक	0.625	0.352	0.541
supplication	प्रतिकृति	0.469	0.570	0.309
supplier	आपूर्तिकर्ता	0.615	0.462	0.736
supplies	आपूर्ति	0.698	0.390	0.595
supply	आपूर्ति	0.708	0.519	0.603
support	समर्थन	0.811	0.472	0.737
supported	समर्थित	0.853	0.408	0.613
supporter	समर्थक	0.721	0.510	0.698
supporters	समर्थकहरू	0.763	0.539	0.558
supporting	समर्थन	0.634	0.490	0.764
supportive	सहयोगी	0.875	0.420	0.635
suppose	मानौं	0.551	0.343	0.348
supposed	माना	0.296	0.378	0.379
supposing	supposing	0.449	0.451	0.357
supposition	supposition	0.531	0.408	0.526
suppress	थिच्नुहोस्	0.281	0.559	0.509
suppression	दमन	0.267	0.541	0.537
supremacy	सर्वोच्चता	0.794	0.706	0.943
supreme	सर्वोच्च	0.812	0.700	0.974
supremely	ठूलो	0.833	0.725	0.897
surcharge	सर्भर	0.375	0.528	0.500
sure	निश्चित	0.724	0.270	0.793
surety	पक्का	0.776	0.365	0.750
surf	सर्फ	0.847	0.650	0.500
surface	सतह	0.448	0.375	0.604
surfboard	सर्फबोर्ड	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	सर्ज	0.449	0.684	0.500
surgeon	सर्जन	0.500	0.598	0.793
surgery	सर्जरी	0.286	0.769	0.600
surgical	सर्जिकल	0.327	0.696	0.723
surly	surly	0.221	0.469	0.493
surmise	सर्मिस गर्नुहोस्	0.529	0.400	0.347
surname	उपनाम	0.670	0.250	0.493
surpassing	पार गर्दै	0.719	0.660	0.720
surplus	अधिशेष	0.602	0.680	0.630
surprise	आश्चर्यचकित	0.875	0.875	0.562
surprised	छक्क परे	0.784	0.855	0.539
surprises	आश्चर्य	0.875	0.769	0.632
surprising	छक्क परे	0.888	0.790	0.692
surprisingly	छक्क परे	0.847	0.793	0.819
surreal	surreal	0.550	0.529	0.670
surrender	आत्मसमर्पण	0.115	0.396	0.186
surrendering	गोर्खाल्याण्ड	0.198	0.411	0.245
surrogate	अपमानजनक	0.406	0.590	0.472
surround	चारैतिर	0.542	0.623	0.627
surrounding	वरपर	0.531	0.422	0.669
surroundings	वरपर	0.600	0.346	0.492
surveillance	निगरानी	0.365	0.720	0.718
survey	सर्वेक्षण	0.580	0.357	0.379
surveying	सर्वेक्षण गर्दै	0.488	0.455	0.682
surveyor	सर्वेक्षणकर्ता	0.545	0.337	0.648
survival	अस्तित्व	0.541	0.798	0.879
survive	बाँच्न	0.770	0.824	0.726
surviving	बाँच्न	0.646	0.836	0.721
survivor	जीवित	0.677	0.750	0.815
susceptibility	संवेदनशीलता	0.458	0.627	0.364
susceptible	अतिसंवेदनशील	0.438	0.449	0.304
sushi	सुशी	0.698	0.343	0.394
suspect	संदिग्ध	0.133	0.750	0.509
suspected	संदिग्ध	0.173	0.755	0.452
suspend	निलम्बित	0.240	0.320	0.368
suspended	निलम्बित	0.224	0.402	0.368
suspenders	निलम्बित	0.391	0.333	0.500
suspense	suspense	0.286	0.775	0.402
suspension	निलम्बन	0.288	0.530	0.426
suspicion	संदेह	0.204	0.711	0.377
suspicions	संदेह	0.208	0.745	0.500
suspicious	संदिग्ध	0.153	0.745	0.431
sustain	स्थिर	0.635	0.358	0.593
sustained	निरन्तर	0.649	0.340	0.580
sustenance	स्थिरता	0.820	0.519	0.679
suture	suture	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	स्वाग	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	निल्छ	0.466	0.608	0.436
swami	स्वामी	0.510	0.547	0.491
swamp	स्वाइप गर्नुहोस्	0.245	0.425	0.235
swamped	गम्भीर	0.156	0.480	0.270
swampy	स्वादिष्ट	0.306	0.390	0.412
swan	swan	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	स्वैप	0.552	0.500	0.509
swarm	गहरा	0.302	0.735	0.458
swarming	सान्त्वना	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	sway	0.690	0.596	0.721
swear	कसम	0.601	0.577	0.658
swearing	कसम	0.333	0.559	0.586
sweat	पसीना	0.388	0.579	0.297
sweater	स्वेटर	0.704	0.245	0.295
sweating	पसीरहेछ	0.292	0.667	0.265
sweatshirt	sweatshirt	0.510	0.368	0.353
sweatshop	पछाडी	0.385	0.797	0.602
sweaty	पसीना	0.281	0.540	0.304
sweep	झाडा	0.448	0.385	0.383
sweeper	स्प्रपर	0.470	0.549	0.414
sweeping	फैलाउने	0.344	0.431	0.355
sweet	मीठो	0.668	0.418	0.382
sweeten	मीठो	0.908	0.455	0.423
sweetened	मीठो	0.940	0.461	0.398
sweetener	मिठानेवाला	0.670	0.333	0.330
sweetest	सबै भन्दा राम्रो	0.959	0.500	0.370
sweetheart	प्रिय	0.959	0.423	0.509
sweetie	मीठो	0.990	0.549	0.560
sweetness	मिठास	0.906	0.474	0.528
sweets	मिठाई	0.910	0.422	0.321
swell	स्वाइन	0.360	0.679	0.348
swelling	सूजन	0.323	0.608	0.250
sweltering	sweltering	0.204	0.644	0.362
swerve	swerve	0.276	0.612	0.357
swift	तेज	0.760	0.776	0.698
swiftly	चाँडै	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	तैर	0.427	0.528	0.322
swim	तैर	0.688	0.461	0.529
swimmer	तैरना	0.657	0.698	0.610
swimming	स्विमिंग	0.760	0.559	0.524
swimsuit	swimsuit	0.740	0.373	0.269
swindle	सुँगुर	0.122	0.740	0.439
swindler	swindler	0.125	0.721	0.575
swine	सुँगुर	0.340	0.519	0.277
swing	स्विंग	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	स्विंगिंग	0.656	0.510	0.312
swipe	स्वाइप गर्नुहोस्	0.573	0.450	0.266
swirl	swirl	0.490	0.726	0.639
swish	स्वार्थी	0.562	0.510	0.474
switch	स्विच गर्नुहोस्	0.500	0.538	0.509
switchblade	switchblade	0.357	0.596	0.528
switchboard	switchboard	0.571	0.519	0.558
swivel	घुमाउनुहोस्	0.562	0.480	0.500
swollen	सूजन	0.236	0.510	0.277
swoon	swoon	0.292	0.510	0.160
swoop	स्वाइप गर्नुहोस्	0.479	0.618	0.446
sword	तरवार	0.438	0.653	0.713
swordfish	स्वरफिश	0.564	0.520	0.442
swordplay	swordplay	0.616	0.750	0.528
swordsman	तलवार	0.395	0.857	0.696
sycamore	sycamore	0.500	0.401	0.527
syllable	syllable	0.448	0.250	0.417
syllabus	पाठ्यक्रम	0.736	0.370	0.643
symbiotic	सिबायोटिक	0.832	0.425	0.406
symbol	प्रतीक	0.643	0.388	0.527
symbolic	प्रतीकात्मक	0.670	0.385	0.574
symbolically	प्रतीकात्मक	0.582	0.385	0.648
symbolism	प्रतीक	0.688	0.347	0.640
symbolize	प्रतीक गर्नुहोस्	0.633	0.327	0.673
symmetric	सममित	0.745	0.212	0.588
symmetrical	सममित	0.542	0.263	0.569
symmetry	सममिति	0.604	0.274	0.500
sympathetic	सहानुभूति	0.796	0.434	0.609
sympathize	सहानुभूति	0.770	0.627	0.644
sympathy	सहानुभूति	0.827	0.497	0.634
symphonic	सिम्फोनिक	0.775	0.545	0.566
symphony	सिम्फनी	0.765	0.490	0.600
symposium	संगोष्ठी	0.573	0.394	0.644
symptom	लक्षण	0.380	0.529	0.434
symptomatic	लक्षण	0.367	0.434	0.491
synagogue	सभाघर	0.531	0.300	0.544
synapse	सिंक गर्नुहोस्	0.660	0.471	0.491
synaptic	synaptic	0.573	0.553	0.622
sync	सिङ्क	0.802	0.440	0.670
synchronize	सिङ्क्रोनाइज गर्नुहोस्	0.781	0.361	0.654
synchronous	तुल्यकालिक	0.600	0.538	0.545
syncope	सिंक	0.245	0.538	0.398
syndicate	सिन्डिकेट	0.439	0.491	0.673
syndrome	सिन्ड्रोम	0.229	0.510	0.246
synergistic	synergistic	0.571	0.550	0.547
synergy	synergy	0.667	0.510	0.720
synod	synod	0.469	0.377	0.574
synonym	synonym	0.615	0.210	0.433
synonymous	पर्याय	0.480	0.323	0.400
synopsis	synopsis	0.541	0.390	0.482
synoptic	synoptic	0.561	0.510	0.596
syntax	syntax	0.531	0.346	0.559
synthesis	संश्लेषण	0.604	0.315	0.377
synthesizer	synthesizer	0.500	0.410	0.592
synthetic	सिंथेटिक	0.396	0.350	0.519
syphilis	syphilis	0.071	0.606	0.245
syringe	सिरिंज	0.250	0.680	0.330
syrup	सिरप	0.620	0.223	0.318
system	प्रणाली	0.615	0.346	0.764
systematic	व्यवस्थित	0.617	0.444	0.594
systematically	प्रणालीगत	0.690	0.390	0.651
t-shirt	टी-शर्ट	0.815	0.286	0.284
tab	ट्याब	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	बस्थे	0.408	0.480	0.605
table	तालिका	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	टेबलकोट	0.480	0.165	0.215
tablespoon	tablespoon	0.490	0.353	0.245
tablet	ट्याब्लेट	0.562	0.330	0.438
tableware	tableware	0.677	0.250	0.276
tabloid	ट्याबलोड	0.438	0.365	0.444
taboo	taboo	0.198	0.794	0.482
tabular	ट्याबुलर	0.438	0.330	0.462
tabulate	टेबुलुलेट	0.480	0.403	0.598
tabulation	tabulation	0.396	0.346	0.526
tachometer	टैकमीटर	0.398	0.394	0.518
tacit	tacit	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	टेलले	0.365	0.686	0.569
tackled	टक गरिएको छ	0.438	0.612	0.569
tackling	टेललिंग	0.480	0.694	0.613
tacky	tacky	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	tact	0.550	0.417	0.417
tactful	आकस्मिक	0.704	0.292	0.537
tactic	रणनीति	0.531	0.434	0.798
tactical	सामरिक	0.594	0.481	0.684
tactics	रणनीतिहरू	0.583	0.676	0.774
tactile	हिसाब	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	चकलेट	0.448	0.431	0.204
tag	ट्याग	0.612	0.353	0.375
tail	tail	0.480	0.272	0.293
tailed	टेलिकम	0.438	0.358	0.351
tailgate	tailgate	0.323	0.340	0.398
tailings	tailings	0.439	0.311	0.446
taillight	taillight	0.479	0.367	0.283
tailor	दर्जी	0.573	0.206	0.450
tailoring	टेलिंगिङ	0.673	0.540	0.566
tailpipe	tailpipe	0.460	0.429	0.409
taint	मूर्ख	0.141	0.425	0.226
take	लिनुहोस्	0.828	0.537	0.348
takeoff	जमिन छाड्नु	0.755	0.884	0.626
takeout	takeout	0.736	0.392	0.368
takeover	लिनुहोस्	0.663	0.531	0.861
taker	taker	0.375	0.521	0.618
talcum	talcum	0.500	0.196	0.291
tale	कथा	0.663	0.300	0.336
talent	प्रतिभा	0.959	0.607	0.811
talented	प्रतिभाशाली	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	कुराकानी गर्नुहोस्	0.833	0.346	0.594
talkative	कुराकानी	0.562	0.673	0.535
talker	कुराकानी गर्ने	0.500	0.604	0.552
tall	लामो	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	अग्लो	0.344	0.283	0.290
tally	tally	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tambourine	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	तामाङ	0.569	0.514	0.575
tamper	छेउमा	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	टंग	0.594	0.383	0.340
tangent	tangent	0.573	0.373	0.454
tangerine	tangerine	0.571	0.271	0.395
tangible	ठोस	0.646	0.350	0.679
tangle	टगल	0.354	0.545	0.254
tangled	टंगले	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	ट्यांक	0.431	0.454	0.634
tank top	ट्यांक माथि	0.610	0.371	0.371
tanker	ट्यांकर	0.520	0.647	0.713
tanned	tanned	0.615	0.550	0.491
tantalizing	tantalizing	0.525	0.788	0.625
tantamount	tantamount	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	taoism	0.490	0.250	0.456
tap	ट्याप गर्नुहोस्	0.461	0.370	0.349
tape	टेप	0.531	0.277	0.254
tape measure	टेप उपाय	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	tapering	0.344	0.380	0.237
tapestry	टेपेस्ट्री	0.520	0.176	0.362
tapeworm	ट्यापवर्म	0.357	0.334	0.331
tapioca	टेपियोका	0.594	0.297	0.324
taps	नल	0.448	0.378	0.409
tar	tar	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	कठोरता	0.296	0.452	0.260
tardy	tardy	0.204	0.592	0.293
target	लक्ष्य	0.633	0.573	0.798
targeted	लक्षित	0.573	0.537	0.573
targeting	लक्ष्यीकरण	0.510	0.420	0.580
tariff	शुल्क	0.459	0.402	0.491
tarmac	tarmac	0.357	0.302	0.398
tarnish	तनहुँ	0.204	0.441	0.342
tarot	टैरो	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	tarry	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	कार्य	0.550	0.353	0.500
tassel	tassel	0.552	0.330	0.307
taste	स्वाद	0.802	0.406	0.465
tasteful	tasteful	0.918	0.458	0.625
tasteless	बेकार	0.146	0.196	0.148
tasting	चखाएको	0.781	0.603	0.600
tasty	स्वादिष्ट	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	टैटू	0.490	0.602	0.525
taught	सिकाउनुभयो	0.814	0.481	0.642
taunt	taunt	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	taut	0.432	0.704	0.457
tavern	tavern	0.516	0.577	0.475
tawdry	Tawdry	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	कर	0.260	0.481	0.534
taxed	कर लगाईयो	0.255	0.456	0.500
taxi	टैक्सी	0.542	0.362	0.430
taxicab	taxicab	0.479	0.430	0.355
taxonomy	वर्गीकरण	0.370	0.410	0.630
taxpayer	करदाता	0.592	0.528	0.647
tea	चिया	0.698	0.163	0.370
teach	सिकाउनु	0.840	0.510	0.852
teacher	शिक्षक	0.760	0.404	0.885
teaching	सिकाउने	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	teahouse	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	टोली	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	समूह	0.865	0.449	0.660
teamwork	टोली कार्य	0.918	0.490	0.773
teapot	teapot	0.479	0.110	0.309
tear	आँसु	0.404	0.620	0.327
tearful	आँसु	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	टाईरी	0.167	0.473	0.216
tease	छेउ	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	teasing	0.235	0.725	0.352
teaspoon	चम्मच	0.521	0.330	0.221
teat	teat	0.612	0.469	0.328
teatime	teatime	0.847	0.159	0.339
tech	प्रविधि	0.684	0.491	0.732
technical	technical	0.510	0.490	0.736
technicality	प्राविधिकता	0.632	0.471	0.661
