Word	Irish-ga	Valence	Arousal	Dominance
scientist	eolaí	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	scintillating	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	siosúr	0.458	0.462	0.302
scoff	scoff	0.125	0.686	0.306
scold	scold	0.194	0.755	0.626
scolding	scolding	0.071	0.833	0.417
scone	scón	0.418	0.287	0.229
scoop	scoop	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	scútar	0.510	0.587	0.371
scope	scóip	0.656	0.386	0.718
scorch	scorch	0.214	0.689	0.491
scorching	scorching	0.406	0.635	0.464
score	scór	0.670	0.388	0.589
scoreboard	scórchlár	0.667	0.484	0.472
scorer	scóróir	0.730	0.608	0.764
scores	scóir	0.594	0.469	0.629
scorn	scorn	0.110	0.721	0.356
scorned	scorned	0.062	0.529	0.226
scornful	scornful	0.173	0.608	0.368
scorpion	scairp	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	scoundrel	0.094	0.740	0.412
scour	scour	0.388	0.602	0.632
scourge	sciúradh	0.214	0.640	0.302
scout	scabhta	0.656	0.611	0.763
scowl	scowl	0.302	0.600	0.413
scrabble	scrabble	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	scramble	0.469	0.744	0.500
scrambled	scriosadh	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	scrambling	0.421	0.810	0.731
scrap	scrap	0.156	0.339	0.173
scrapbook	leabhar gearrthóg	0.562	0.274	0.432
scrape	scrape	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	scagadh	0.265	0.479	0.305
scrappy	scrappy	0.301	0.375	0.406
scratch	scratch	0.276	0.625	0.270
scratchy	scratchy	0.235	0.610	0.436
scrawny	scrawny	0.276	0.422	0.245
scream	scream	0.188	0.863	0.594
screamer	screamer	0.156	0.670	0.392
screaming	screamáil	0.245	0.901	0.460
screech	screech	0.214	0.802	0.306
screen	scáileán	0.670	0.300	0.417
screening	scagadh	0.562	0.570	0.709
screenplay	scáileán	0.500	0.406	0.518
screenwriter	scríbhneoir scáileáin	0.571	0.500	0.712
screw	scriú	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	scriúire	0.520	0.519	0.439
screwed	screwed	0.302	0.520	0.464
screwy	screwy	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	scríobh	0.429	0.453	0.358
scribe	scríbhneoir	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	scrip	0.430	0.462	0.455
script	script	0.610	0.450	0.527
scriptural	scriptural	0.551	0.250	0.596
scripture	scripture	0.745	0.270	0.630
scroll	scrollbharra	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	scrobarnach	0.417	0.420	0.500
scruffy	scruffy	0.194	0.435	0.176
scrumptious	scrumptious	0.959	0.650	0.566
scrupulous	scrupallach	0.545	0.685	0.602
scrutinize	scrúdaigh	0.458	0.587	0.573
scrutiny	grinnscrúdú	0.500	0.653	0.658
scuba	scúba	0.542	0.494	0.456
scuff	scuff	0.165	0.560	0.376
scuffle	scuffle	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	dealbhóir	0.653	0.431	0.694
sculpture	dealbhóireacht	0.750	0.346	0.490
sculptured	dealbhóireacht	0.708	0.373	0.557
scum	scum	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	scurry	0.398	0.647	0.509
scurvy	scurvy	0.354	0.462	0.312
scuttle	scuttle	0.438	0.398	0.430
sea	farraige	0.833	0.353	0.589
seaboard	ar bord	0.663	0.356	0.507
seafood	bia mara	0.656	0.500	0.328
seagull	faoileán	0.635	0.245	0.314
seal	séala	0.490	0.218	0.518
seals	rónta	0.412	0.241	0.402
seam	seam	0.427	0.250	0.414
seaman	mairnéalach	0.520	0.510	0.672
seamless	gan uaim	0.459	0.140	0.302
seamstress	seamstress	0.535	0.288	0.389
seaport	páirce	0.594	0.317	0.491
sear	sear	0.490	0.553	0.600
search	cuardaigh	0.635	0.580	0.462
searching	ag cuardach	0.534	0.657	0.466
searchlight	searchlight	0.622	0.510	0.552
seared	marbh	0.229	0.410	0.398
seashore	cladach	0.796	0.310	0.375
seasick	seasick	0.115	0.683	0.245
seaside	cois farraige	0.887	0.520	0.508
season	séasúr	0.792	0.410	0.519
seasonal	séasúrach	0.592	0.273	0.305
seasoned	séasúrach	0.812	0.570	0.509
seasoning	séasúrach	0.633	0.388	0.479
seat	suíochán	0.542	0.281	0.434
seatbelt	crios sábhála	0.656	0.314	0.726
seating	suíocháin	0.552	0.265	0.286
seawater	uisce mara	0.760	0.197	0.491
seaweed	feamainn	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	seisiún	0.323	0.561	0.509
secluded	secluded	0.357	0.265	0.240
seclusion	aisghabháil	0.230	0.558	0.505
second	dara	0.490	0.210	0.250
second cousin	dara col ceathrar	0.698	0.360	0.441
secondary	tánaisteach	0.636	0.375	0.260
secondhand	dara láimhe	0.194	0.389	0.283
secrecy	rúndachta	0.294	0.549	0.475
secret	rún	0.479	0.580	0.509
secretariat	rúnaíocht	0.518	0.459	0.597
secretary	rúnaí	0.612	0.426	0.561
secrete	secrete	0.427	0.567	0.518
secretion	secretion	0.354	0.582	0.529
secretive	rúnda	0.390	0.250	0.538
secretly	rúnda	0.525	0.404	0.479
sect	sect	0.265	0.667	0.526
sectarian	seicteach	0.260	0.606	0.517
section	alt	0.500	0.269	0.421
sectional	altach	0.427	0.415	0.464
sector	earnáil	0.594	0.190	0.569
secular	an t-urrús	0.463	0.461	0.520
secularism	secularism	0.367	0.440	0.559
secure	slán	0.844	0.380	0.914
securities	urrúis	0.750	0.304	0.852
security	slándála	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	sedate	0.656	0.157	0.345
sedation	sedation	0.510	0.270	0.398
sedative	sedative	0.314	0.273	0.352
sedentary	sedentary	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	dríodar	0.438	0.306	0.372
sedimentary	dríodair	0.398	0.265	0.500
sedition	sedition	0.327	0.557	0.591
seduce	seduce	0.462	0.864	0.689
seducer	seducer	0.704	0.812	0.775
seducing	seducing	0.569	0.794	0.708
seduction	seduction	0.510	0.891	0.618
seductive	seductive	0.771	0.821	0.667
see	féach	0.635	0.269	0.312
seed	síol	0.656	0.135	0.306
seedling	síolta	0.406	0.343	0.423
seeds	síolta	0.731	0.269	0.418
seedy	seedy	0.229	0.390	0.325
seek	lorg	0.622	0.429	0.482
seeker	iarrthóir	0.646	0.464	0.553
seem	cosúil	0.471	0.302	0.298
seemingly	is cosúil	0.490	0.410	0.356
seer	seoltóir	0.604	0.481	0.740
seesaw	feiceann	0.570	0.559	0.410
seething	seething	0.312	0.821	0.642
segment	deighleog	0.469	0.290	0.440
segregate	scaradh	0.290	0.627	0.440
segregated	deighilte	0.164	0.575	0.411
segregation	deighilt	0.302	0.545	0.390
seismic	seismeach	0.323	0.925	0.578
seize	urghabháil	0.656	0.644	0.673
seizure	urghabháil	0.177	0.775	0.462
seldom	is annamh	0.323	0.379	0.287
select	roghnaigh	0.615	0.406	0.602
selection	roghnú	0.594	0.340	0.595
selective	roghnach	0.612	0.347	0.706
selectman	roghnaigh	0.552	0.547	0.609
selenium	seiléiniam	0.469	0.408	0.336
self	féin	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	seansach	0.061	0.637	0.495
selfishness	féinmharlacht	0.200	0.686	0.453
selfless	neamhleithleasach	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	a dhíol	0.618	0.608	0.605
seller	díoltóir	0.635	0.471	0.635
sellout	díol amach	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	semantics	0.698	0.394	0.569
semaphore	seapapor	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	seamhan	0.500	0.755	0.471
semester	seimeastar	0.521	0.327	0.482
semi	leath	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	leathcholáiste	0.378	0.255	0.318
seminal	seimineár	0.459	0.413	0.566
seminar	seimineár	0.583	0.360	0.623
seminary	seimineár	0.594	0.367	0.589
semiotics	semiotics	0.449	0.417	0.596
senate	Seanad	0.490	0.349	0.836
senator	Seanadóir	0.391	0.422	0.821
send	seol	0.663	0.480	0.537
sender	seoltóir	0.542	0.449	0.509
senescence	neamhspleáchas	0.378	0.456	0.394
senile	senile	0.280	0.211	0.305
senior	sinsearach	0.561	0.415	0.536
seniority	sinsearacht	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	ceint	0.781	0.663	0.673
sensational	sensational	0.938	0.827	0.858
sense	ciall	0.781	0.417	0.474
senseless	ciallmhar	0.125	0.388	0.136
senses	céadfaí	0.740	0.461	0.693
sensibility	sensibility	0.583	0.423	0.448
sensible	ciallmhar	0.625	0.454	0.312
sensibly	go ciallmhar	0.786	0.337	0.396
sensitive	íogair	0.714	0.426	0.254
sensitivity	íogaireacht	0.750	0.417	0.395
sensor	braiteoir	0.571	0.377	0.542
sensory	céadfach	0.583	0.480	0.442
sensual	sensual	0.730	0.790	0.642
sensuality	sensuality	0.844	0.840	0.632
sensuous	sensuous	0.854	0.798	0.625
sentence	pianbhreith	0.625	0.265	0.548
sentencing	pianbhreith	0.120	0.782	0.561
sentient	mothaitheach	0.583	0.417	0.363
sentiment	sentiment	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentality	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	sentry	0.470	0.547	0.684
separable	inghlactha	0.469	0.390	0.368
separate	ar leithligh	0.240	0.514	0.349
separately	ar leithligh	0.310	0.365	0.368
separation	scaradh	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	sept	0.521	0.333	0.361
septic	seipteach	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	seicheamh	0.650	0.480	0.574
sequence	seicheamh	0.543	0.350	0.529
sequent	seicheamh	0.531	0.423	0.591
sequestered	seicheamh	0.160	0.863	0.427
sequestration	seastáil	0.177	0.860	0.500
serenade	serenade	0.875	0.570	0.491
serendipity	serendipity	0.677	0.413	0.500
serene	serene	0.802	0.132	0.370
serenity	serenity	0.900	0.122	0.557
sergeant	sáirsint	0.408	0.600	0.833
serial	sraithuimhir	0.469	0.350	0.472
serialize	sraitheadh	0.500	0.455	0.593
series	sraith	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	tromchúiseach	0.500	0.455	0.619
seriousness	tromchúiseach	0.439	0.365	0.750
sermon	seanmóir	0.417	0.507	0.615
serpent	nathair	0.115	0.696	0.679
serpentine	sneachta	0.576	0.646	0.329
serrated	serrated	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	seirbhíseach	0.340	0.408	0.331
serve	freastal	0.622	0.400	0.384
server	freastalaí	0.656	0.356	0.536
service	seirbhís	0.684	0.408	0.535
serviceable	inghnóthaithe	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	seirbhís	0.250	0.490	0.250
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	seisiún	0.510	0.481	0.491
sessions	seisiúin	0.646	0.578	0.650
set	leagtha	0.521	0.482	0.630
setback	athshocrú	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	socraitheoir	0.541	0.455	0.473
settle	socraigh	0.833	0.520	0.772
settled	socraithe	0.521	0.510	0.473
settlement	lonnaíocht	0.635	0.412	0.723
settler	socraitheoir	0.573	0.453	0.519
settlor	socraitheoir	0.531	0.434	0.534
setup	socrú	0.667	0.398	0.635
seven	seacht	0.672	0.265	0.373
seventeen	seacht mbliana déag	0.585	0.296	0.321
seventh	seachtú	0.500	0.245	0.288
seventy	seachtó	0.625	0.353	0.446
sever	sever	0.156	0.635	0.451
severable	sárú	0.406	0.451	0.398
severally	go leithleach	0.719	0.298	0.600
severance	téarnaimh	0.396	0.620	0.541
severe	dian	0.164	0.735	0.635
severely	go mór	0.219	0.673	0.700
severity	déine	0.260	0.712	0.661
sew	sew	0.510	0.340	0.340
sewage	séarachais	0.255	0.343	0.339
sewer	séarach	0.286	0.367	0.282
sewerage	séarachas	0.208	0.450	0.198
sewing	fuála	0.625	0.337	0.356
sex	gnéas	0.803	0.939	0.704
sexist	gnéasach	0.255	0.798	0.411
sexual	gnéasach	0.584	0.959	0.640
sexuality	gnéasacht	0.670	0.898	0.657
sexy	gnéasach	0.865	0.945	0.802
shabby	shabby	0.235	0.519	0.259
shack	crith	0.396	0.425	0.339
shackle	shackle	0.276	0.580	0.414
shade	scáth	0.388	0.265	0.278
shades	shades	0.490	0.300	0.380
shading	scáthú	0.420	0.324	0.318
shadow	scáth	0.302	0.343	0.158
shadowy	shadowy	0.135	0.373	0.330
shady	shady	0.323	0.509	0.375
shaft	seafta	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	shaggy	0.510	0.302	0.321
shake	croith	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	scáinte	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	ag croitheadh	0.275	0.849	0.255
shaky	shaky	0.260	0.734	0.223
shall	déanfaidh	0.510	0.385	0.412
shallow	éadomhain	0.427	0.298	0.351
shallows	bóithre	0.388	0.368	0.368
sham	scáth	0.354	0.602	0.395
shaman	shaman	0.490	0.531	0.604
shambles	shambles	0.271	0.696	0.287
shame	náire	0.060	0.670	0.155
shamed	shamhaithe	0.135	0.567	0.218
shameful	náireach	0.040	0.680	0.264
shameless	náire	0.274	0.713	0.407
shampoo	seampú	0.604	0.180	0.250
shanghai	Shanghai	0.551	0.450	0.509
shank	shank	0.530	0.393	0.286
shanty	santach	0.427	0.459	0.255
shape	cruth	0.592	0.240	0.422
shapely	shapely	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	sciar	0.759	0.548	0.545
shareholder	scairshealbhóir	0.656	0.632	0.915
sharing	a roinnt	0.827	0.462	0.545
shark	siorc	0.260	0.845	0.596
sharp	géar	0.459	0.585	0.585
sharpen	géaraigh	0.582	0.694	0.611
sharpened	géarú	0.573	0.647	0.727
sharpener	sharpener	0.532	0.435	0.327
sharpness	géar	0.729	0.385	0.653
sharpshooter	sharpshooter	0.240	0.929	0.764
shatter	crith	0.108	0.821	0.464
shattered	scagtha	0.097	0.806	0.309
shattering	ag caint	0.135	0.760	0.475
shave	bhearradh	0.521	0.410	0.480
shaver	shaver	0.418	0.450	0.392
shaving	bearrtha	0.500	0.469	0.353
shawl	shawl	0.720	0.365	0.230
sheaf	sheaf	0.396	0.387	0.456
shear	lomadh	0.286	0.647	0.388
shears	caora	0.429	0.527	0.254
sheath	sheath	0.460	0.314	0.342
sheathing	luascadh	0.378	0.480	0.642
shed	shed	0.427	0.402	0.470
sheen	sheen	0.812	0.510	0.712
sheep	caorach	0.604	0.206	0.161
sheepdog	caorach	0.684	0.442	0.529
sheepish	caorach	0.326	0.441	0.205
sheer	dearfach	0.604	0.250	0.481
sheet	bileog	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	seilf	0.561	0.202	0.366
shell	bhlaosc	0.615	0.408	0.391
shellfish	sliogéisc	0.594	0.412	0.393
shelling	sliogáil	0.337	0.917	0.773
shelter	foscadh	0.704	0.229	0.569
sheltered	foscadh	0.590	0.377	0.717
shelters	scáthláin	0.582	0.333	0.482
shelved	seilfeanna	0.306	0.166	0.321
shepherd	aoire	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	sirriam	0.602	0.541	0.802
sherry	seoir	0.594	0.477	0.315
shield	sciath	0.510	0.373	0.663
shift	athrú	0.479	0.610	0.491
shifting	ag aistriú	0.518	0.548	0.546
shifty	shifty	0.365	0.687	0.483
shilling	scilling	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	shimmering	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	Shine	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	shingle	0.510	0.200	0.410
shining	shining	0.885	0.673	0.812
shiny	lonracha	0.885	0.604	0.787
ship	long	0.646	0.500	0.439
shipment	loingsiú	0.582	0.440	0.452
shipping	Á sheoladh	0.622	0.327	0.443
shipshape	shiphape	0.594	0.480	0.474
shipwreck	longreit	0.268	0.768	0.373
shipyard	clós long	0.398	0.583	0.595
shire	na háite	0.479	0.257	0.609
shirt	léine	0.698	0.186	0.231
shit	cac	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	neamhchiontach	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	shiver	0.260	0.765	0.236
shivering	shivering	0.122	0.663	0.373
shoals	bróga	0.396	0.408	0.375
shock	turraing	0.286	0.821	0.453
shocked	shocked	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	shocking	0.378	0.853	0.833
shockingly	shockingly	0.510	0.924	0.721
shoddy	shoddy	0.082	0.463	0.179
shoe	bróg	0.517	0.225	0.288
shoelace	shoelace	0.396	0.280	0.307
shoemaker	greamair	0.396	0.269	0.491
shoes	bróga	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	shook	0.163	0.759	0.509
shoot	shoot	0.092	0.926	0.625
shooter	shooter	0.224	0.814	0.774
shooting	lámhach	0.276	0.931	0.602
shootout	shootout	0.080	0.927	0.615
shop	siopa	0.725	0.632	0.565
shopkeeper	siopadóir	0.677	0.510	0.730
shoplifter	siopa siopa	0.167	0.830	0.500
shoplifting	siopa	0.152	0.833	0.441
shopper	shopper	0.646	0.615	0.741
shopping	siopadóireacht	0.915	0.445	0.630
shore	cladach	0.542	0.304	0.204
shoreline	an chladaigh	0.677	0.296	0.529
shorn	shorn	0.396	0.415	0.400
short	gearr	0.184	0.264	0.237
short story	scéal gearr	0.697	0.321	0.348
shortage	ganntanas	0.094	0.455	0.198
shortcake	gruagaire	0.677	0.359	0.398
shortcoming	easpa	0.195	0.370	0.258
shortcut	aicearra	0.594	0.308	0.426
shorten	giorrú	0.302	0.382	0.460
shortening	giorrú	0.286	0.333	0.385
shorthand	lámhleabhar	0.459	0.450	0.461
shortly	go gairid	0.582	0.310	0.360
shortness	giorracht	0.459	0.280	0.272
shorts	briste gearr	0.622	0.481	0.287
shortstop	giorra	0.418	0.529	0.450
shortwave	shortwave	0.460	0.271	0.368
shot	lámhaigh	0.144	0.750	0.569
shotgun	gunna gráinne	0.200	0.868	0.684
shoulder	ghualainn	0.562	0.286	0.406
shout	shout	0.229	0.925	0.444
shove	shove	0.306	0.690	0.602
shovel	sluasaid	0.427	0.308	0.267
shoveling	sluasaireacht	0.265	0.620	0.537
show	seó	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	taispeántas	0.618	0.625	0.509
showcase	taispeántas	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	cithfholcadh	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	ag taispeáint	0.622	0.540	0.491
showoff	thaispeáint as	0.344	0.598	0.463
showroom	seomra taispeána	0.740	0.441	0.536
showy	taispeáin	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	shrew	0.306	0.463	0.390
shrewd	shrewd	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	shrill	0.312	0.721	0.640
shrimp	shrimp	0.571	0.361	0.425
shrine	shrine	0.802	0.255	0.574
shrink	Laghdaigh	0.385	0.453	0.272
shrinking	crapadh	0.190	0.400	0.217
shrivel	frith	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	tor	0.531	0.340	0.340
shrubbery	bruscar	0.490	0.267	0.332
shrug	shrug	0.208	0.296	0.278
shrunk	shrunk	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	shudder	0.344	0.791	0.559
shuddering	shuddering	0.302	0.802	0.638
shuffle	babhtáil	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	stoptar	0.240	0.352	0.311
shutdown	múchadh	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	cróluas	0.191	0.380	0.482
shuttle	tointeála	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	cúthail	0.280	0.153	0.132
shyness	shyness	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	sibling	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	tinn	0.104	0.431	0.136
sickbay	bá	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	breoite	0.074	0.618	0.259
sickle	tinneas	0.427	0.585	0.370
sickly	breoite	0.188	0.550	0.191
sickness	breoiteachta	0.094	0.704	0.288
side	taobh	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	taobh barra	0.469	0.364	0.405
sideboard	bord	0.590	0.259	0.426
sideburns	taobh locháin	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	taispeántas	0.458	0.594	0.658
sidestep	sidestep	0.378	0.559	0.407
sidewalk	sidewalk	0.479	0.192	0.348
sideways	taobh	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	léigear	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	criathar	0.459	0.250	0.333
sift	sift	0.542	0.412	0.461
sifting	sifting	0.571	0.469	0.474
sigh	sigh	0.469	0.387	0.273
sight	radharc	0.684	0.250	0.528
sighting	ag amharc	0.582	0.560	0.627
sightseeing	fámaireachta	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	comhartha	0.620	0.481	0.397
signal	comhartha	0.615	0.417	0.464
signature	síniú	0.570	0.422	0.657
significance	tábhacht	0.820	0.460	0.644
significant	suntasach	0.827	0.649	0.786
signification	tábhacht	0.583	0.337	0.530
signify	signify	0.453	0.422	0.634
signpost	clóscríobh	0.510	0.400	0.446
silence	tost	0.438	0.200	0.223
silencer	tostóir	0.417	0.356	0.482
silent	adh	0.469	0.125	0.280
silently	ciúin	0.448	0.185	0.306
silhouette	scáthchruth	0.582	0.410	0.288
silicon	sileacain	0.439	0.448	0.445
silicone	silicone	0.480	0.340	0.333
silk	síoda	0.760	0.115	0.300
silken	síoda	0.730	0.265	0.394
silky	silky	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	amaideach	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	airgead	0.684	0.451	0.615
silverware	earraí airgid	0.663	0.365	0.409
silvery	airgeadach	0.543	0.460	0.517
similar	den chineál céanna	0.562	0.250	0.423
similarity	cosúlacht	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	suanbhruith	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	simplí	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	simplí	0.429	0.144	0.358
simplicity	simplíocht	0.667	0.250	0.337
simplify	simpligh	0.565	0.347	0.602
simplistic	simplí	0.490	0.245	0.391
simply	go simplí	0.535	0.148	0.393
simulate	insamhail	0.551	0.375	0.417
simulated	insamhladh	0.500	0.461	0.356
simulating	insamhladh	0.552	0.462	0.481
simulation	insamhalta	0.552	0.574	0.567
simulator	Insamhlóir	0.677	0.559	0.583
simultaneous	comhuaineach	0.691	0.577	0.554
simultaneously	ag an am céanna	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	ó chroí	0.918	0.265	0.725
sincerity	sincerity	0.908	0.351	0.686
sinful	sinful	0.143	0.788	0.417
sing	canadh	0.858	0.606	0.420
singer	amhránaí	0.802	0.735	0.628
singing	ag canadh	0.885	0.594	0.528
single	aonair	0.291	0.354	0.259
singly	singil	0.553	0.354	0.466
singular	uathúil	0.610	0.302	0.482
singularity	singularity	0.582	0.348	0.654
singularly	uathúil	0.571	0.330	0.527
sinister	sinister	0.125	0.896	0.581
sink	doirteal	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	ag dul san áireamh	0.135	0.439	0.342
sinner	peacaí	0.237	0.667	0.356
sinning	peacaigh	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
