Word	Yoruba-yo	Valence	Arousal	Dominance
smudge	smudge	0.327	0.429	0.245
smug	smug	0.198	0.552	0.587
smuggle	smuggle	0.194	0.775	0.570
smuggler	smuggler	0.062	0.867	0.645
smuggling	iṣowo	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	ipanu	0.646	0.407	0.345
snacks	Awọn ipanu	0.781	0.480	0.306
snafu	imolara	0.375	0.549	0.274
snag	snag	0.417	0.250	0.339
snags	Awọn atẹgun	0.177	0.721	0.490
snail	ìgbín	0.480	0.104	0.296
snake	ejo	0.276	0.750	0.549
snakes	ejo	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	imolara	0.344	0.517	0.352
snapper	imolara	0.417	0.429	0.245
snappy	danu	0.573	0.592	0.418
snapshot	foto kamera	0.573	0.578	0.588
snare	idẹkun	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	jiji	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	sneak	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sneakers	0.604	0.548	0.349
sneaking	sneaking	0.203	0.755	0.545
sneaky	sneaky	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	sneeze	0.271	0.442	0.336
sneezing	sneezing	0.434	0.570	0.345
snicker	snicker	0.708	0.693	0.409
snide	ejo	0.186	0.723	0.455
sniff	sniff	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	sniper	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	snooze	0.235	0.357	0.282
snore	jijo	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	snotty	0.180	0.382	0.200
snout	snout	0.276	0.385	0.241
snow	egbon	0.667	0.363	0.309
snowball	snowball	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	ojo isinmi	0.602	0.500	0.440
snowfall	snowfall	0.675	0.280	0.455
snowflake	snowflake	0.748	0.192	0.260
snowing	sno	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	snowman	0.776	0.291	0.323
snowplow	snowplow	0.449	0.480	0.493
snowstorm	snowstorm	0.204	0.833	0.629
snowy	sno	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	snug	0.867	0.173	0.500
snuggle	snuggle	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	Sook	0.480	0.370	0.240
soaked	soaked	0.365	0.462	0.358
soaking	Ríiẹ	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	ọṣẹ	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	soapy	0.552	0.373	0.355
soar	soar	0.790	0.740	0.718
soaring	soaring	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	sober	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	Sobriety	0.680	0.310	0.583
soc	bẹ	0.427	0.431	0.380
soccer	bọọlu afẹsẹgba	0.698	0.837	0.644
sociable	alaafia	0.854	0.459	0.627
social	awujo	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	Ijojọṣepọ	0.510	0.500	0.560
socialist	sosialisiti	0.448	0.400	0.543
socialite	ajọṣepọ	0.684	0.668	0.570
socialize	ṣe awujọpọ	0.907	0.683	0.726
society	awujọ	0.674	0.464	0.782
sociology	sociology	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	Sock	0.500	0.167	0.290
socket	apo	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	omi onisuga	0.688	0.314	0.364
soda/pop	omi onisuga / agbejade	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	iṣuu soda	0.490	0.340	0.291
sofa	Sofa	0.583	0.106	0.263
soft	asọ	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	fura	0.694	0.194	0.392
softener	softener	0.745	0.300	0.373
softening	fifẹ	0.700	0.255	0.361
softly	jẹun	0.517	0.206	0.304
softness	softness	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	Soggy	0.312	0.350	0.241
sohappy	bakannaa	0.949	0.673	0.681
soil	ile	0.350	0.180	0.356
soiled	soiled	0.106	0.529	0.213
soiree	bẹ	0.729	0.692	0.578
sojourn	ṣe atipo	0.514	0.243	0.509
solace	solace	0.776	0.294	0.453
solar	oorun	0.622	0.452	0.645
solarium	Solarium	0.602	0.356	0.421
solder	solder	0.439	0.510	0.611
soldering	soldering	0.573	0.536	0.538
soldier	jagunjagun	0.392	0.708	0.768
sole	atelese	0.427	0.194	0.279
solemn	mimọ	0.708	0.370	0.709
solicit	beere	0.620	0.490	0.604
solicitation	solicitation	0.612	0.519	0.415
solicitor	agbejoro	0.600	0.479	0.802
solid	lagbara	0.667	0.304	0.763
solidarity	iṣọkan	0.792	0.407	0.781
solidification	imudaniloju	0.480	0.500	0.827
solidified	solidified	0.633	0.415	0.745
solidify	lagbara	0.583	0.318	0.754
solidity	imudaniloju	0.745	0.444	0.850
solitaire	solitaire	0.365	0.227	0.279
solitary	alailẹgbẹ	0.224	0.202	0.268
solitude	ailewu	0.208	0.226	0.358
solo	alupupu	0.438	0.190	0.325
solubility	solubility	0.506	0.360	0.442
soluble	soluble	0.542	0.272	0.409
solucky	NO TRANSLATION	0.573	0.529	0.615
solution	ojutu	0.790	0.339	0.664
solve	yanju	0.656	0.530	0.688
solvency	solvency	0.604	0.296	0.605
solvent	epo	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatic	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	diẹ ninu awọn ifojusona	0.423	0.482	0.472
some disgust	diẹ ninu awọn ikorira	0.094	0.657	0.321
some surprise	diẹ ninu awọn iyalenu	0.827	0.849	0.500
some trust	diẹ ninu awọn igbekele	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	bii odi	0.208	0.480	0.150
somewhat positive	itumo rere	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	ọmọ	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	orin	0.854	0.413	0.500
songwriter	oluṣakoso orin	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	alarinrin	0.646	0.580	0.442
soot	Soot	0.375	0.328	0.292
soothe	soothe	0.817	0.194	0.412
soothing	õrùn	0.625	0.179	0.519
sophisticated	sophisticated	0.865	0.481	0.845
sophistication	sophistication	0.792	0.472	0.704
sophomore	ni ọjọ keji	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	oṣó	0.377	0.633	0.632
sorcery	ọfọ	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	egbo	0.094	0.650	0.224
soready	ọgbẹ	0.622	0.500	0.545
sorely	ọgbẹ	0.284	0.727	0.370
soreness	ọgbẹ	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	sorority	0.635	0.637	0.627
sorrow	ibanuje	0.052	0.235	0.164
sorrowful	ibanujẹ	0.049	0.422	0.163
sorry	binu	0.406	0.362	0.212
sort	too	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	iyatọ	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	aifọkọja	0.301	0.660	0.414
soslow	gbongbo	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	NO TRANSLATION	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	ọkàn	0.770	0.220	0.510
soulful	ọkàn ọkàn	0.755	0.331	0.500
soulless	ọkàn	0.125	0.591	0.400
soulmate	soulmate	0.890	0.500	0.628
sound	ohun	0.765	0.623	0.398
sounding	sisun	0.690	0.500	0.558
soundness	didun	0.780	0.377	0.893
soundproof	soundproof	0.490	0.390	0.409
soundtrack	ohun orin	0.630	0.559	0.518
soup	bimo	0.602	0.245	0.269
sour	ekan	0.276	0.594	0.373
source	orisun	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	guusu	0.562	0.265	0.429
southbound	southbound	0.510	0.370	0.395
southeast	Guusu ila oorun	0.510	0.283	0.413
southern	gusu	0.552	0.269	0.370
southpaw	southpaw	0.542	0.389	0.404
southwest	Southwest	0.406	0.314	0.355
souvenir	iranti	0.844	0.311	0.466
sovereign	ọba	0.698	0.500	0.885
sovereignty	ijọba	0.719	0.529	0.886
soviet	Soviet	0.347	0.580	0.536
sow	gbìn	0.667	0.430	0.446
soy	soyi	0.438	0.250	0.286
soy sauce	soyi obe	0.573	0.382	0.318
soybean	Soybean	0.521	0.250	0.293
spa	Sipaa	0.622	0.151	0.386
space	aaye	0.800	0.317	0.573
spacecraft	aaye ere	0.646	0.698	0.680
spaceman	aaye aaye	0.688	0.577	0.848
spaceship	Oju-aye	0.643	0.781	0.664
spacing	aye	0.621	0.425	0.507
spacious	spacious	0.880	0.365	0.557
spade	spade	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	àwúrúju	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	awọn itọju	0.552	0.398	0.411
spareribs	awọn ohun elo	0.635	0.431	0.395
sparingly	pẹ	0.510	0.353	0.518
spark	sipaki	0.688	0.745	0.529
sparkle	sparkle	0.819	0.765	0.510
sparkling	didan	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	ọpẹ	0.583	0.460	0.327
sparse	sparse	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	aaye	0.427	0.413	0.309
spatial	aaye aye	0.604	0.625	0.645
spatter	spatter	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	Ọkọ	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	sọrọ	0.765	0.472	0.500
speakeasy	ariyanjiyan	0.680	0.536	0.442
speaker	agbọrọsọ	0.604	0.660	0.723
speakerphone	agbọrọsọ	0.531	0.569	0.560
speaking	Nsoro	0.753	0.590	0.575
spear	ọkọ	0.510	0.601	0.500
spec	Ami	0.583	0.426	0.691
special	pataki	0.844	0.602	0.730
specialist	ọlọgbọn	0.760	0.562	0.877
speciality	Okan nigboro	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	Pataki	0.847	0.398	0.714
specialty	Okan nigboro	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	eya	0.561	0.330	0.645
specific	pato	0.656	0.388	0.691
specification	alaye si	0.552	0.479	0.602
specify	pato	0.656	0.405	0.600
specimen	apẹrẹ	0.531	0.444	0.568
speck	speck	0.418	0.245	0.343
speckled	ni ẹri	0.449	0.263	0.254
specs	alaye lẹkunrẹrẹ	0.540	0.398	0.618
spectacle	ifihan	0.812	0.745	0.762
spectacles	awari	0.816	0.775	0.648
spectacular	ti iyanu	0.947	0.740	0.887
spectator	oluwo	0.694	0.560	0.667
specter	alawo	0.265	0.723	0.540
spectral	Iwoye	0.430	0.667	0.500
spectrometer	spectrometer	0.500	0.452	0.490
spectrophotometer	spectrophotometer	0.500	0.484	0.500
spectroscopy	spectroscopy	0.470	0.541	0.570
spectrum	Iyatọ	0.312	0.700	0.527
speculate	ṣe alaye	0.398	0.602	0.553
speculation	akiyesi	0.325	0.683	0.394
speculative	speculative	0.276	0.591	0.464
speculum	apẹrẹ	0.417	0.469	0.433
speech	ọrọ	0.656	0.470	0.688
speechless	alaigbọran	0.459	0.320	0.315
speed	iyara	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	ni kiakia	0.688	0.740	0.665
speeding	speeding	0.438	0.908	0.645
speedometer	speedometer	0.427	0.549	0.579
speedway	ọna iyara	0.667	0.519	0.416
speedy	ni kiakia	0.625	0.625	0.793
spell	sipeli	0.385	0.380	0.368
spellbound	spellbound	0.531	0.647	0.387
spelling	itọwo	0.594	0.357	0.398
spencer	Spencer	0.510	0.394	0.367
spend	na	0.672	0.745	0.429
spender	spender	0.312	0.692	0.377
spending	lilo	0.333	0.556	0.330
spent	lo	0.296	0.296	0.263
sperm	sperm	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	Ayika	0.633	0.277	0.500
spherical	spherical	0.550	0.308	0.500
sphincter	sphincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	aisan	0.302	0.455	0.451
spice	turari	0.594	0.439	0.384
spicy	lata	0.440	0.733	0.610
spider	Spider	0.229	0.569	0.430
spiders	awọn spiders	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	iwasoke	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	idasilẹ	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	pin ere	0.551	0.422	0.345
spinach	owo	0.583	0.200	0.368
spinal	ọpa-ẹhin	0.312	0.491	0.296
spindle	ẹwọn	0.552	0.410	0.360
spine	spine	0.495	0.461	0.600
spineless	alainiini	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	alayipo	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	ajija	0.490	0.624	0.361
spire	ayọ	0.354	0.358	0.389
spirit	ẹmí	0.786	0.370	0.621
spirited	spirited	0.854	0.587	0.734
spirits	awọn ẹmi	0.583	0.847	0.545
spiritual	ẹmí	0.938	0.327	0.564
spirituality	ti emi	0.865	0.281	0.667
spit	tutọ	0.149	0.545	0.436
spite	pelu	0.080	0.600	0.317
spiteful	pelu	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	isunku	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	splatter	0.312	0.596	0.352
spleen	Ọlọ	0.448	0.255	0.396
splendid	ẹwà	0.896	0.740	0.810
splendor	ọṣọ	0.927	0.612	0.850
splice	splice	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	splint	0.179	0.400	0.343
splinter	tuka	0.136	0.422	0.325
split	Pin	0.344	0.618	0.410
splitting	pipin	0.188	0.598	0.375
splurge	splurge	0.365	0.481	0.542
spoil	Bàjẹ	0.146	0.723	0.328
spoiler	onibajẹ	0.347	0.527	0.380
spoiling	ipalara	0.135	0.678	0.306
spoils	ikogun	0.388	0.760	0.481
spoke	sọrọ	0.635	0.433	0.483
spoken	sọrọ	0.551	0.363	0.545
spokesman	agbẹnusọ	0.720	0.480	0.611
spokesperson	agbẹnusọ	0.573	0.453	0.615
sponge	kanrinkan oyinbo	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	onigbowo	0.729	0.537	0.800
sponsorship	igbowo	0.854	0.608	0.696
spontaneity	aifọwọyi	0.817	0.698	0.655
spontaneous	lẹẹkọkan	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	spook	0.327	0.887	0.322
spooky	spooky	0.104	0.858	0.380
spool	sibẹ	0.397	0.389	0.312
spoon	sibi	0.479	0.236	0.259
spoonful	spoonful	0.582	0.208	0.308
sporadic	ti o ṣe abẹ	0.333	0.394	0.500
spore	spore	0.480	0.408	0.231
sport	idaraya	0.865	0.700	0.657
sporting	o rii	0.917	0.656	0.675
sports	idaraya	0.833	0.683	0.587
sports car	idaraya ọkọ ayọkẹlẹ	0.759	0.696	0.669
sportsman	Oniṣere	0.755	0.735	0.713
sportsmanship	awọn ere idaraya	0.890	0.582	0.694
sportswriter	olukọni	0.760	0.551	0.566
sporty	idaraya	0.735	0.713	0.648
spot	awọn iranran	0.510	0.180	0.336
spotless	spotless	0.792	0.327	0.726
spotlight	Aamiyan	0.688	0.353	0.519
spotted	alamì	0.354	0.472	0.295
spotter	spotter	0.542	0.491	0.644
spotty	spotty	0.281	0.606	0.241
spousal	ọkọ	0.656	0.582	0.632
spouse	oko	0.750	0.600	0.645
spout	ipalara	0.438	0.357	0.309
sprain	sprain	0.063	0.580	0.384
sprawl	sprawl	0.600	0.596	0.672
spray	fun sokiri	0.438	0.410	0.333
spread	itankale	0.570	0.583	0.651
spreader	agbasọ	0.510	0.480	0.500
spree	spree	0.564	0.663	0.474
spring	orisun omi	0.837	0.370	0.481
springtime	orisun akoko	0.837	0.439	0.722
sprinkle	kí wọn	0.635	0.404	0.380
sprinkler	sprinkler	0.510	0.434	0.473
sprinkling	sprinkling	0.677	0.510	0.466
sprint	fọọmu	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	sprout	0.582	0.565	0.443
spruce	spruce	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	spunk	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	spur	0.378	0.545	0.340
spurious	alapọ	0.178	0.480	0.343
spurred	ti gbin	0.562	0.684	0.472
spurt	ọgbẹ	0.448	0.550	0.475
spy	Ami	0.260	0.686	0.530
squabble	squabble	0.173	0.850	0.500
squad	ẹgbẹ ẹgbẹ	0.552	0.711	0.806
squadron	squadron	0.469	0.686	0.787
squall	squall	0.191	0.833	0.655
squamous	elegbe	0.344	0.446	0.418
squander	squander	0.240	0.755	0.529
square	square	0.509	0.340	0.291
squash	Elegede	0.531	0.667	0.410
squat	squat	0.330	0.550	0.453
squatter	squatter	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	squawk	0.265	0.480	0.245
squeak	squeak	0.271	0.679	0.300
squeaky	squeaky	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	fun pọ	0.458	0.676	0.532
squeezing	squeezing	0.260	0.598	0.557
squelch	squelch	0.271	0.510	0.462
squid	ti ipilẹ aimọ	0.497	0.398	0.357
squint	squint	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	squirm	0.235	0.824	0.373
squirrel	Okere	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	squish	0.260	0.788	0.481
squishy	squishy	0.516	0.333	0.307
stab	agbọn	0.167	0.882	0.595
stabbed	leyiti	0.031	0.875	0.431
stability	iduroṣinṣin	0.812	0.264	0.849
stabilize	ṣe idaduro	0.839	0.427	0.722
stabilizer	oluduro	0.688	0.353	0.767
stable	idurosinsin	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	akopọ	0.470	0.282	0.427
stadium	ere-idaraya	0.635	0.679	0.611
staff	ọpá	0.745	0.274	0.627
stag	ile	0.594	0.250	0.389
stage	ipele	0.592	0.306	0.473
stagecoach	ipele-ipele	0.516	0.519	0.627
stagehand	ipele	0.420	0.684	0.555
stagger	pa	0.531	0.620	0.458
staggering	ibanujẹ	0.520	0.657	0.683
stagnant	stagnant	0.300	0.500	0.208
stagnation	iṣeduro	0.276	0.324	0.396
staid	jẹ	0.385	0.290	0.634
stain	idoti	0.453	0.324	0.264
stained	abariwon	0.245	0.460	0.209
stainless	irin alagbara	0.594	0.329	0.618
stair	atẹgun	0.375	0.354	0.345
staircase	atẹgun	0.469	0.347	0.440
stairs	pẹtẹẹsì	0.510	0.439	0.342
stairway	stairway	0.562	0.510	0.407
stairwell	stairwell	0.510	0.292	0.333
stake	igi	0.406	0.608	0.460
stakeout	ibi ipasẹ	0.344	0.546	0.600
stale	stale	0.235	0.461	0.286
stalemate	jẹ iṣiro	0.296	0.354	0.267
stalk	igi ọka	0.436	0.272	0.395
stalker	alaṣọ	0.177	0.930	0.639
stall	duro	0.370	0.245	0.292
stallion	stallion	0.628	0.596	0.779
stalls	awọn ile-iṣẹ	0.582	0.378	0.451
stalwart	igbẹkẹle	0.812	0.430	0.691
stamina	agbara	0.664	0.694	0.877
stamp	akọle	0.438	0.327	0.441
stampede	akọle	0.235	0.875	0.683
stance	ipade	0.604	0.333	0.609
stand	duro	0.600	0.324	0.509
standard	boṣewa	0.673	0.143	0.605
standardize	ṣe afiṣewọnwọn	0.684	0.353	0.729
standardized	idiwon	0.610	0.324	0.607
standby	duro die	0.260	0.224	0.386
standing	duro	0.604	0.317	0.425
standoff	upoff	0.333	0.840	0.558
standpoint	standpoint	0.585	0.388	0.652
standstill	duro	0.441	0.203	0.500
standup	dide	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	staple	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	Star	0.833	0.418	0.560
star fruit	awọn irawọ irawọ	0.701	0.433	0.427
starboard	starboard	0.531	0.388	0.558
starch	sitashi	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	wo	0.541	0.430	0.538
starfish	Starfish	0.680	0.320	0.421
stargazing	Stargazing	0.802	0.461	0.709
staring	wo	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	Starlet	0.806	0.471	0.587
starlight	Starlight	0.908	0.368	0.611
starling	ti o fa	0.500	0.490	0.514
starry	Starry	0.438	0.643	0.434
stars	awọn irawọ	0.796	0.521	0.484
starship	irawọ	0.740	0.719	0.704
start	bẹrẹ	0.684	0.430	0.589
starter	akoko	0.667	0.461	0.827
startle	binu	0.276	0.817	0.417
startled	binu	0.333	0.865	0.526
startling	didan	0.750	0.768	0.830
starvation	ebi	0.240	0.592	0.284
starve	irora	0.073	0.729	0.402
starved	ti pa	0.097	0.689	0.219
starving	npa	0.163	0.670	0.336
stash	iṣiro	0.344	0.630	0.361
stat	Ilana	0.479	0.460	0.395
state	ipinle	0.562	0.320	0.604
stately	dara julọ	0.830	0.728	0.915
statement	gbólóhùn	0.688	0.608	0.825
stateroom	yara ibi	0.653	0.380	0.441
stateside	stateside	0.643	0.480	0.708
statesman	agbẹnusọ	0.510	0.490	0.736
static	aimi	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	awọn iṣiro	0.542	0.290	0.527
station	ibudo	0.688	0.367	0.519
stationary	idaduro	0.408	0.240	0.484
stationery	ohun elo ikọwe	0.570	0.120	0.455
statistic	atokọ	0.508	0.420	0.609
statistical	iṣiro-iṣiro	0.714	0.353	0.627
statistician	onisẹpo	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	statuary	0.561	0.281	0.500
statue	aworan aworan	0.542	0.153	0.570
statuette	statuette	0.677	0.433	0.518
stature	pupo	0.470	0.353	0.664
status	ipo	0.658	0.377	0.588
statute	ofin	0.592	0.330	0.673
statutory	ofin	0.510	0.376	0.539
staunch	ọpẹ	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	duro	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	duro	0.497	0.270	0.395
stays	awọn irọpa	0.633	0.363	0.564
stead	duro	0.551	0.214	0.510
steadfast	duro	0.771	0.433	0.800
steady	dada	0.680	0.186	0.763
steak	ipakoko	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	ji	0.021	0.856	0.528
stealing	jiji	0.086	0.913	0.455
stealth	lilọ ni ifura	0.520	0.270	0.452
stealthily	jiji	0.763	0.294	0.458
stealthy	lilọ kiri	0.380	0.363	0.534
steam	atẹgun	0.469	0.413	0.421
steamboat	steamboat	0.708	0.500	0.633
steamer	steamer	0.510	0.442	0.528
steaming	lilọ kiri	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	steamship	0.469	0.490	0.569
steamy	steamy	0.479	0.538	0.445
steel	irin	0.521	0.420	0.714
steep	ga	0.312	0.612	0.321
steeple	titobi	0.625	0.519	0.500
steer	gbigbe	0.469	0.490	0.527
steering	ijoko	0.580	0.431	0.660
stellar	alarinrin	0.796	0.580	0.769
stem	jẹẹ	0.615	0.191	0.336
stench	apọn	0.104	0.570	0.298
stencil	stencil	0.500	0.327	0.421
stenographer	aṣoju-ọrọ	0.510	0.408	0.589
step	Igbesẹ	0.531	0.321	0.347
stepdaughter	stepdaughter	0.510	0.510	0.432
stepfather	stepfather	0.396	0.491	0.611
stepmother	onkowe	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	awọn igbesẹ	0.511	0.349	0.373
stepson	stepson	0.614	0.406	0.480
stereo	sitẹrio	0.617	0.519	0.500
stereoscopic	stereoscopic	0.363	0.417	0.574
stereotype	stereotype	0.151	0.422	0.612
stereotyped	stereotyped	0.375	0.510	0.436
sterile	ni ifo ilera	0.302	0.471	0.291
sterility	ailewu	0.201	0.519	0.414
sterilize	sterilize	0.406	0.510	0.520
sterling	ọdun mẹta	0.529	0.481	0.615
stern	Stern	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	sitẹriọdu	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	ipẹtẹ	0.667	0.373	0.250
steward	iriju	0.633	0.238	0.550
stewardess	iriju	0.625	0.491	0.491
stewardship	iriju	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	ọpá	0.396	0.364	0.382
sticker	Sticker	0.583	0.306	0.346
sticking	duro	0.486	0.425	0.356
stickler	Stickler	0.385	0.471	0.417
stickup	Stickup	0.453	0.537	0.434
sticky	alalepo	0.385	0.569	0.292
stiff	tutu	0.158	0.459	0.569
stiffen	alara	0.360	0.582	0.719
stiffness	lile	0.323	0.500	0.657
stifle	stifle	0.240	0.764	0.427
stifled	stifled	0.229	0.731	0.193
stifling	stifling	0.163	0.858	0.608
stigma	abuku	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	tunbirin	0.092	0.809	0.291
