Word	Luxembourgish-lb	Valence	Arousal	Dominance
responsive	reagéiert	0.816	0.569	0.573
rest	Rescht	0.907	0.167	0.300
restart	Neistart	0.531	0.519	0.554
restaurant	Restaurant	0.847	0.406	0.500
rested	ausgerout	0.792	0.235	0.462
restful	opliewen	0.781	0.116	0.413
restitution	Restitut	0.583	0.542	0.643
restless	onrouegege sinn	0.219	0.810	0.304
restlessness	Onsécherheet	0.083	0.794	0.397
restock	Retour	0.510	0.538	0.645
restoration	Restauratioun	0.755	0.426	0.734
restorative	restauréiere loossen	0.633	0.510	0.703
restore	restauréieren	0.765	0.490	0.625
restored	restauréiert	0.892	0.410	0.728
restoring	restauréiere gelooss	0.820	0.490	0.783
restrain	ze stoppen	0.134	0.696	0.434
restrained	ze verhënneren	0.354	0.590	0.509
restraining	ze verhënneren	0.296	0.702	0.672
restraint	ze verhënneren	0.167	0.618	0.520
restrict	beschränken	0.115	0.539	0.577
restricted	limitéiert ass	0.276	0.500	0.407
restriction	Restriktioun	0.130	0.590	0.569
restrictive	Restriktiv	0.215	0.596	0.500
restroom	Toilette	0.653	0.279	0.267
result	Resultat	0.812	0.490	0.652
resultant	entstinn	0.670	0.441	0.637
resume	Liewenslaf	0.573	0.411	0.586
resumption	Widderhuelung	0.637	0.528	0.653
resurrect	erëmbelieft	0.781	0.725	0.817
resurrection	der Operstéiungszeen	0.708	0.740	0.759
resuscitate	erliewe kënnt	0.531	0.696	0.818
resuscitation	Reanimatioun	0.753	0.768	0.795
retail	Eenzelhandel	0.510	0.353	0.411
retailer	Händler	0.708	0.439	0.595
retain	behalen	0.367	0.451	0.630
retainer	ze halen	0.396	0.422	0.356
retaining	halen	0.417	0.559	0.632
retake	erëm zréckzezéien	0.616	0.471	0.591
retaliate	Retalie maachen	0.111	0.812	0.595
retaliation	retaliation	0.156	0.812	0.491
retaliatory	retalatory	0.194	0.865	0.598
retard	ze halen	0.194	0.347	0.222
retardation	Verzunn	0.125	0.360	0.155
retarded	verlängert	0.302	0.462	0.161
retards	Retard	0.362	0.434	0.218
retention	Retention	0.344	0.490	0.558
retentive	Retentioun	0.439	0.482	0.491
rethink	nei erauszekommen	0.480	0.423	0.583
reticent	zréckhalend	0.396	0.519	0.500
retina	Netzhaut	0.490	0.255	0.342
retinal	Netzhaut	0.531	0.343	0.475
retire	Pensioun	0.398	0.392	0.186
retired	Pensioun geholl	0.270	0.259	0.301
retirement	Pensioun	0.250	0.324	0.255
retiring	zréckgezunn	0.408	0.376	0.214
retold	zeréck	0.459	0.385	0.352
retort	festhalen	0.417	0.520	0.481
retrace	zeréck	0.250	0.482	0.317
retract	zeréck	0.316	0.443	0.358
retraction	zréck	0.312	0.491	0.427
retractor	zréckgezunn	0.354	0.590	0.557
retreat	Retraite	0.500	0.519	0.312
retrenchment	Retardiment	0.230	0.650	0.384
retrial	ze verhënneren	0.500	0.577	0.593
retribution	verginn	0.625	0.490	0.708
retrieval	Reseau	0.700	0.440	0.704
retrieve	ruffen	0.740	0.576	0.705
retriever	Retriever	0.459	0.500	0.464
retro	Retro	0.650	0.276	0.321
retroactive	Retroakt	0.521	0.452	0.655
retrograde	agefouert	0.208	0.464	0.415
retrospect	Réckbléck	0.406	0.500	0.538
retrospective	Réckbléck	0.594	0.481	0.528
retrospectively	Retrospektiv	0.516	0.400	0.560
return	zréckkommen	0.602	0.412	0.463
reunion	reunion	0.837	0.500	0.672
reunite	Weltsituatioun	0.656	0.550	0.657
reunited	erwaart	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	verroden	0.493	0.637	0.526
revel	léif	0.740	0.705	0.684
revelation	Offenheet	0.879	0.500	0.865
revelations	Offenstellungen	0.729	0.655	0.600
revels	Fërderen	0.827	0.683	0.647
revenge	Revanche	0.230	0.940	0.627
revenue	Recetten	0.873	0.510	0.854
reverberation	Repressioun	0.390	0.639	0.551
revere	verleet	0.750	0.562	0.608
reverence	Respekt	0.643	0.347	0.516
reverend	reverend	0.650	0.337	0.576
reverent	reverend	0.551	0.490	0.694
reverie	Reverie	0.667	0.413	0.471
reversal	ëmgoen	0.380	0.510	0.591
reverse	ëmgoen	0.539	0.415	0.461
reversion	reverséiert	0.458	0.538	0.425
revert	zréckzekommen	0.380	0.451	0.519
reverting	zréckzekommen	0.562	0.385	0.544
review	iwwerpréiwen	0.667	0.408	0.636
reviewer	iwwerpréift	0.562	0.344	0.500
revise	iwwerpréifen	0.500	0.469	0.509
revision	Versioun	0.417	0.459	0.710
revisit	Revisit	0.552	0.530	0.509
revival	Erhuelung	0.823	0.664	0.597
revive	erëmbeliews	0.676	0.780	0.778
revocation	Revokatioun	0.260	0.610	0.673
revoke	ze zéien	0.251	0.696	0.737
revolt	Revolt	0.343	0.878	0.658
revolting	Revolting	0.102	0.690	0.300
revolution	Revolutioun	0.417	0.902	0.798
revolutionary	revolutionnär	0.635	0.887	0.824
revolutionize	ze revolutionéieren	0.684	0.816	0.904
revolve	ëmkremen	0.592	0.546	0.402
revolver	Revolver	0.194	0.796	0.750
revolving	revolveréiert sinn	0.602	0.570	0.580
revue	Revue	0.594	0.350	0.420
revulsion	verscheucht	0.104	0.765	0.343
revving	erëmbréngen	0.604	0.875	0.879
reward	Belounung	0.948	0.694	0.783
rewarding	belount	0.958	0.637	0.783
rewind	rewind	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	geschriwwe ginn	0.490	0.500	0.434
rhapsody	Rhapsody	0.708	0.490	0.460
rhetoric	Rhetorik	0.417	0.429	0.504
rhetorical	rhetoresch	0.417	0.569	0.635
rheumatism	Rheuma	0.219	0.472	0.418
rhinestone	Rhinestone	0.531	0.551	0.408
rhino	rhino	0.531	0.549	0.555
rhinoceros	Rhinoceroen	0.556	0.656	0.569
rhubarb	Rharbar	0.582	0.304	0.340
rhyme	Glaawen	0.667	0.249	0.481
rhyming	Rhythmus	0.729	0.410	0.500
rhythm	Rhythmus	0.771	0.759	0.573
rhythmic	rhythmesch	0.714	0.642	0.664
rhythmical	Rhythmus	0.844	0.694	0.632
rib	Ripp	0.490	0.349	0.351
ribbed	geréckelt	0.365	0.378	0.409
ribbon	Trikolorbas	0.719	0.288	0.357
rice	Reis	0.667	0.208	0.330
rich	räich	0.882	0.627	0.905
riches	Räich	0.958	0.694	0.880
richness	Räichtum	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	Séier	0.224	0.402	0.241
rickshaw	rickshaw	0.438	0.594	0.402
ricochet	Ricochet	0.287	0.618	0.430
rid	läschen	0.194	0.408	0.327
riddance	Riddance	0.323	0.562	0.472
riddle	riicht	0.521	0.583	0.543
riddled	iwwerrascht	0.281	0.861	0.422
ride	Ride	0.806	0.465	0.472
rider	Reider	0.635	0.627	0.574
ridge	Räis	0.484	0.402	0.349
ridicule	lächerlech ze maachen	0.143	0.745	0.255
ridiculed	verleiert	0.112	0.806	0.212
ridiculous	lächerlech	0.159	0.594	0.245
riding	gefuer	0.694	0.654	0.620
rife	ze sinn	0.570	0.561	0.692
riff	RIFF	0.521	0.551	0.343
riffraff	rifraff	0.360	0.404	0.397
rifle	Waffen	0.329	0.900	0.718
rifleman	Gewierwer	0.245	0.863	0.767
rifles	Gewierer	0.337	0.864	0.765
rift	zéien	0.246	0.519	0.289
rig	Pig	0.542	0.382	0.746
rigged	kontrolléiert	0.188	0.510	0.412
rigging	gefäut	0.510	0.518	0.440
right	riets	0.740	0.352	0.710
righteous	gerecht sinn	0.823	0.385	0.790
righteousness	Gerechtegkeet	0.802	0.660	0.897
rightful	rechtméisseg	0.837	0.358	0.821
rightly	och richteg	0.740	0.471	0.782
righty	richteg	0.750	0.314	0.786
rigid	steif	0.357	0.552	0.591
rigidity	Rigidity	0.198	0.530	0.726
rigor	Kamëssheet	0.375	0.745	0.713
rigorous	strikt	0.438	0.818	0.847
rim	Felge	0.510	0.397	0.302
rind	Räis	0.542	0.280	0.491
ring	Ring	0.677	0.427	0.464
ringer	Fecht	0.573	0.604	0.347
ringing	maachen	0.724	0.598	0.693
ringleader	Chef	0.520	0.550	0.640
ringmaster	Ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	breet	0.551	0.392	0.392
rinse	räissen	0.663	0.168	0.409
riot	Oprou	0.061	0.946	0.586
rioting	gekuckt	0.156	0.949	0.560
riotous	onroueg	0.163	0.837	0.588
riots	Stiermer	0.099	0.882	0.564
rip	RIP	0.146	0.676	0.365
riparian	Ripar	0.552	0.408	0.412
ripe	reift	0.671	0.337	0.670
ripen	ripen	0.755	0.373	0.671
ripening	reifen	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	Wäertsaachen	0.500	0.453	0.370
rippling	Ripplung	0.500	0.480	0.327
rise	operstoen	0.667	0.593	0.745
rising	eropklëmmt	0.750	0.602	0.696
risk	Risiko	0.240	0.816	0.438
risky	geféierlech	0.224	0.922	0.700
risotto	Risotto ginn	0.802	0.454	0.234
rite	Rite bliwwen	0.378	0.570	0.606
ritual	Ritual	0.375	0.520	0.508
ritualistic	rituell	0.450	0.583	0.540
rival	befreit	0.286	0.605	0.574
rivalry	Rivalitéit	0.192	0.765	0.538
river	Floss	0.688	0.392	0.605
riverbank	der Uelzecht	0.684	0.300	0.330
riverbed	riverbed	0.610	0.233	0.421
riverboat	Floss	0.561	0.347	0.462
rivet	Nietz	0.458	0.306	0.405
riveted	geplot sinn	0.385	0.439	0.443
riveting	Neit	0.448	0.544	0.394
roach	Roach	0.146	0.598	0.259
road	Strooss	0.656	0.404	0.404
roadblock	Stroos	0.337	0.669	0.490
roadhouse	Strooss	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	Strooss	0.490	0.702	0.590
roads	Stroossen	0.677	0.448	0.496
roadside	Strooss	0.500	0.569	0.472
roadster	Roadster	0.531	0.622	0.473
roadtrip	Strooss	0.677	0.596	0.519
roadway	Strooss	0.562	0.206	0.509
roadworks	Reine	0.562	0.538	0.509
roam	hannerlooss	0.510	0.550	0.444
roar	bréngen	0.427	0.816	0.675
roaring	Roaren	0.449	0.817	0.634
roast	opbriechen	0.521	0.541	0.311
roasted	geréischtert	0.615	0.520	0.339
rob	rob	0.112	0.840	0.500
robber	Raiber	0.135	0.772	0.481
robbery	Raiber	0.133	0.843	0.435
robe	Kleed	0.594	0.216	0.298
robin	robin	0.552	0.363	0.393
robot	Roboter	0.441	0.337	0.543
robotic	Roboter	0.417	0.602	0.657
robotics	Robotik	0.592	0.600	0.763
robust	robust sinn	0.667	0.604	0.719
roc	ROC	0.427	0.510	0.415
rock	Fiels	0.623	0.236	0.557
rocker	Rocker	0.615	0.704	0.625
rocket	Rakéit	0.664	0.824	0.774
rocks	Fielsen	0.365	0.209	0.543
rod	Staang	0.479	0.319	0.355
rodent	Nager	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	Rehe	0.490	0.382	0.398
rogue	Schëlleren	0.334	0.713	0.636
role	Roll	0.552	0.260	0.464
roll	Roll	0.469	0.510	0.172
roller	Roller	0.521	0.394	0.345
rollercoaster	Achterbunn	0.802	0.910	0.651
rollers	Roller	0.490	0.365	0.336
rollicking	iwwerdrooss	0.878	0.806	0.552
rolling	Walzen	0.510	0.606	0.321
roman	Roman	0.615	0.475	0.639
romance	Romanze sinn	0.980	0.682	0.587
romantic	romantesch	0.936	0.531	0.598
romanticism	Romantik	0.854	0.521	0.593
romp	Tromp	0.610	0.640	0.417
roof	Daach	0.602	0.226	0.342
rooftop	Daach	0.571	0.471	0.461
rook	Réischteren	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	Raum	0.729	0.283	0.445
roomful	Salonen	0.786	0.425	0.634
roommate	ze sammelen	0.750	0.481	0.480
rooms	Zëmmer	0.677	0.241	0.386
roomy	erwierkt	0.760	0.342	0.736
roost	Rous	0.500	0.410	0.345
rooster	Hunn	0.459	0.385	0.275
root	Wuerzel	0.602	0.279	0.508
root beer	Wuerzel	0.582	0.520	0.415
rooted	Wuerzelen	0.510	0.527	0.718
rope	Seel	0.385	0.280	0.345
ropes	Seeler	0.458	0.304	0.402
rosary	Rosskierch	0.806	0.140	0.430
rose	opgestan	0.865	0.276	0.386
rosemary	Roserei	0.688	0.381	0.425
rosette	Rosetten	0.469	0.410	0.310
roster	gewisen	0.531	0.306	0.381
rosy	rosaresch	0.940	0.528	0.755
rot	verrot	0.031	0.558	0.301
rota	Rota	0.320	0.462	0.209
rotary	Rotary	0.573	0.462	0.528
rotate	rotéieren	0.458	0.470	0.492
rotation	Rotatioun	0.670	0.520	0.550
rote	Rote	0.561	0.481	0.696
rotor	Rotor	0.500	0.458	0.404
rotten	verfault	0.104	0.590	0.327
rotting	Rottung	0.188	0.462	0.255
rotunda	Rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	graff	0.406	0.794	0.632
roughly	ronn	0.448	0.539	0.463
roughneck	de Buedem	0.323	0.640	0.491
roughness	Rauitéit	0.214	0.578	0.490
roulette	Roulette	0.326	0.690	0.422
round	Ronn	0.552	0.434	0.311
roundabout	Rondpoint	0.490	0.425	0.495
rounded	ofgerënnt	0.592	0.391	0.396
roundup	Ronn	0.520	0.580	0.474
rouse	raus	0.521	0.490	0.463
rouser	méi roueg	0.480	0.540	0.423
rousing	spannend	0.714	0.517	0.692
rout	rout	0.163	0.625	0.233
route	Wee	0.583	0.353	0.518
routine	z'entwéckelen	0.365	0.219	0.333
rove	Ruch	0.457	0.400	0.400
rover	Rover	0.510	0.538	0.421
roving	gehéieren	0.583	0.442	0.491
row	réckelen	0.427	0.275	0.406
rowboat	Rudderboot	0.455	0.393	0.353
rowdy	Brooke	0.255	0.900	0.518
rowing	Rudder	0.458	0.443	0.467
royal	kinneklech	0.796	0.430	0.759
royalty	Leicester	0.832	0.571	0.833
rub	reift	0.521	0.565	0.400
rubber	Gummistécker	0.460	0.217	0.315
rubbers	Gummistécker	0.604	0.360	0.414
rubbing	suckelen	0.406	0.569	0.440
rubbish	Dreckskoup sinn	0.198	0.454	0.164
rubble	Blutt geroden	0.308	0.509	0.289
rubdown	Abriecher	0.561	0.491	0.404
rubric	Rubriken	0.427	0.260	0.500
ruby	Rubin	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	Rudder	0.439	0.469	0.509
ruddy	roueg	0.490	0.630	0.395
rude	ruppeg	0.061	0.821	0.402
rudeness	Rumensitéit	0.280	0.819	0.692
rudimentary	kuerzt	0.286	0.321	0.509
rudiments	Fächer	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	Strooss	0.173	0.429	0.225
ruff	Ruff	0.365	0.510	0.375
ruffian	Ruffsch	0.130	0.824	0.463
ruffle	Ruffel	0.443	0.561	0.518
rug	Rug	0.520	0.240	0.245
rugby	Rugby	0.677	0.820	0.708
rugged	stiermesch	0.561	0.569	0.793
ruin	zerstéieren	0.125	0.588	0.192
ruination	Ruin	0.184	0.582	0.209
ruined	zerstéiert	0.135	0.564	0.194
ruinous	verierwt	0.255	0.690	0.275
ruins	Ruinen	0.250	0.490	0.248
rule	Regel	0.567	0.427	0.593
ruler	Herrscher	0.440	0.400	0.631
ruling	Urteel	0.177	0.566	0.410
rum	Rum dat	0.561	0.377	0.451
rumba	Rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	Rumeuren	0.255	0.582	0.282
rumored	ruméiert	0.427	0.604	0.318
rump	rump	0.449	0.425	0.396
rumpus	Rompus	0.448	0.531	0.422
run	lafen	0.542	0.787	0.543
runaround	Runera	0.448	0.519	0.349
runaway	fortlafen	0.271	0.770	0.402
rundown	erofkommen	0.520	0.296	0.465
runes	Runen	0.438	0.300	0.304
rung	lafen	0.510	0.355	0.368
runner	Leefer	0.459	0.747	0.632
running	laafen	0.730	0.858	0.442
running shoes	laanger Schong	0.653	0.573	0.491
runny	lafen	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	landen	0.585	0.373	0.406
rupture	Broch	0.125	0.633	0.430
rural	ländlech	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	séier	0.406	0.809	0.546
rushing	lafen	0.398	0.821	0.529
rust	Rust	0.281	0.265	0.321
rusted	rustéiert	0.286	0.357	0.302
rustic	rustikal	0.369	0.657	0.491
rustle	roueg	0.333	0.538	0.394
rustler	rustler	0.281	0.830	0.429
rusty	roueg	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	Ruth	0.469	0.427	0.444
ruthless	Onrouen	0.208	0.850	0.670
rye	d 'Roggen	0.490	0.298	0.411
sabbatical	Sabbat	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	ze sable	0.449	0.596	0.500
sabotage	Sabotage	0.135	0.906	0.500
saboteur	Saboteur	0.250	0.804	0.407
sac	Sak	0.344	0.245	0.226
sack	Sak	0.385	0.337	0.264
sacrament	Sakrament	0.690	0.316	0.700
sacred	gehellegt	0.833	0.375	0.862
sacrifice	Opfer stellen	0.208	0.833	0.534
sacrifices	Sacrificeë maachen	0.281	0.717	0.538
sacrificial	Opfer	0.198	0.755	0.452
sacrilege	Sakrament	0.281	0.708	0.491
sacrilegious	opgeriicht	0.146	0.736	0.449
sad	traureg	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	Sëllen	0.104	0.436	0.144
saddle	Suedel	0.510	0.509	0.306
sadist	Sadist	0.042	0.918	0.500
sadistic	sadistesch ass	0.031	0.906	0.618
sadly	leider	0.047	0.255	0.216
sadness	Trauregkeet	0.052	0.288	0.164
safari	Safari	0.663	0.673	0.640
safe	sécher	0.898	0.306	0.759
safeguard	Réductiounen	0.786	0.624	0.700
safekeeping	Safekeeping	0.653	0.510	0.586
safety	Sécherheet	0.708	0.491	0.868
saffron	Safran	0.443	0.373	0.349
sag	Sag	0.153	0.578	0.445
saga	Saga	0.635	0.440	0.600
sage	Salbei	0.781	0.327	0.693
saggy	verréckt	0.370	0.429	0.300
sail	Segel	0.615	0.220	0.325
sailboat	Segelboot	0.719	0.392	0.381
sailing	Segelfluch	0.667	0.520	0.500
sailor	Matrous	0.500	0.588	0.500
saint	saint	0.812	0.240	0.693
sainted	geroden	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	Wëllen	0.490	0.573	0.407
salad	Zalot	0.750	0.260	0.307
salamander	Salamander	0.410	0.362	0.309
salami	Salami	0.667	0.360	0.339
salary	Gehalt	0.786	0.480	0.652
sale	Verkaf	0.647	0.602	0.573
salesgirl	Verkaf	0.582	0.490	0.605
salesman	Verkeefer	0.643	0.559	0.664
salient	bewosst	0.600	0.573	0.702
saline	salinéieren	0.430	0.340	0.385
saliva	Spaut	0.214	0.265	0.236
sally	sally	0.604	0.390	0.451
salmon	Lachs	0.760	0.250	0.444
salmonella	Salmonellen	0.167	0.608	0.312
salon	Salon	0.531	0.296	0.463
saloon	Saloon	0.630	0.300	0.364
salsa	Salsa	0.742	0.500	0.370
salt	Salz	0.323	0.312	0.306
salted	gesalzt	0.333	0.400	0.304
saltwater	Salzwaasser	0.327	0.330	0.364
salty	Salzwaasser	0.388	0.531	0.288
salutary	Salutär	0.885	0.360	0.686
salutation	Salut	0.878	0.417	0.500
salute	Groussen	0.833	0.542	0.681
salvage	Rettungsplang	0.622	0.510	0.832
salvation	Erléisung	0.857	0.480	0.800
salve	ze salveieren	0.612	0.390	0.500
samba	Samba	0.781	0.740	0.465
sameness	z'erhalen	0.531	0.330	0.484
sample	Beispill	0.521	0.187	0.452
samurai	Samurai	0.562	0.736	0.838
sanatorium	Sanatorium	0.469	0.490	0.491
sanctification	Hellef	0.770	0.431	0.816
sanctified	geheescht	0.792	0.240	0.612
sanctify	geheescht	0.673	0.443	0.783
sanctimonious	wonnerschéi sinn	0.240	0.365	0.327
sanction	Sanktioun	0.201	0.750	0.517
sanctioned	Sanktioun	0.323	0.696	0.391
sanctity	Hellef	0.771	0.330	0.628
sanctuary	geheescht	0.863	0.226	0.575
sanctum	Zalot	0.521	0.438	0.657
sand	Sand	0.582	0.279	0.304
sandal	Sandalen	0.490	0.283	0.333
sandbox	Sandkëscht	0.573	0.274	0.264
sander	Sander	0.438	0.580	0.445
sandman	Sandman	0.479	0.469	0.388
sandpaper	Paquet	0.417	0.425	0.404
sands	Sonn	0.646	0.304	0.377
sandstorm	Sandstorm	0.324	0.821	0.629
sandwich	Sandwicherien	0.672	0.314	0.310
sandy	Sand	0.406	0.265	0.296
sane	verännert	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	Sanitarium	0.448	0.645	0.570
sanitary	sanitär	0.458	0.320	0.425
sanitation	sanitär	0.742	0.312	0.500
sanity	Richtegkeet	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	sap	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	Saphir	0.770	0.472	0.651
sappy	versprécht	0.583	0.469	0.330
sarcasm	Sarkasmus	0.125	0.685	0.346
sarcastic	Sarkastiker	0.397	0.781	0.298
sarcoma	Sarkom	0.260	0.519	0.402
sarcophagus	Sarkophag	0.271	0.561	0.435
sardine	Sardinen	0.541	0.236	0.236
sardonic	Sardinien	0.208	0.679	0.446
sarsaparilla	sarsaparilla presentéiert	0.542	0.488	0.345
sash	Trikot	0.480	0.298	0.333
sashimi	Sashimi	0.704	0.310	0.359
sassafras	Sassafras	0.469	0.388	0.471
sassy	Sessie sinn	0.271	0.704	0.320
satanic	satanic	0.062	0.843	0.720
satchel	Satchel	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	Satellite	0.562	0.409	0.764
satin	Satin	0.519	0.396	0.481
satire	Satire	0.458	0.655	0.472
satirical	satiresch	0.323	0.615	0.538
satisfaction	Zefriddenheet	0.939	0.637	0.673
satisfactorily	zefriddestellend	0.765	0.570	0.802
satisfactory	zefriddenstellend	0.959	0.569	0.702
satisfied	zefridden sidd	0.959	0.510	0.685
satisfy	zefridden ze stellen	0.867	0.790	0.705
satisfying	zefriddestellend sinn	0.890	0.606	0.814
saturate	gespaart	0.281	0.680	0.467
saturated	gesüttelt	0.474	0.700	0.442
saturation	saturation	0.255	0.582	0.583
satyr	Satyr	0.280	0.639	0.500
sauce	Zooss	0.562	0.515	0.288
saucepan	Kasseroll	0.347	0.264	0.321
saucer	Ënnerhalter	0.510	0.327	0.337
saucy	'Sauerei	0.250	0.653	0.391
sauerkraut	Sauerkraut	0.531	0.454	0.336
sauna	Sauna	0.781	0.350	0.455
sausage	'Zoossisserei	0.542	0.429	0.300
savage	Savage	0.204	0.931	0.605
savagery	Staunen	0.219	0.907	0.711
savanna	Savanne	0.606	0.147	0.394
savannah	Savannah	0.729	0.212	0.309
savant	sécher	0.781	0.451	0.818
save	retten	0.770	0.439	0.682
saver	Spuerer	0.745	0.382	0.802
saving	spueren	0.663	0.230	0.621
savings	spueren	0.776	0.431	0.608
savior	Retter	0.920	0.469	0.804
savor	genéissen	0.827	0.552	0.526
savory	gehait	0.812	0.717	0.619
savvy	erstaunt	0.719	0.520	0.706
saw	gesinn huet	0.316	0.541	0.518
sawdust	geséchert	0.398	0.279	0.241
sawmill	geséchert	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	Saxophon	0.688	0.444	0.482
say	soen	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	Scab	0.354	0.330	0.272
scabbard	Schold	0.325	0.219	0.217
scaffold	Geriicht	0.480	0.500	0.336
scaffolding	Geriichtspresident	0.496	0.366	0.545
scalding	verstuerwen	0.271	0.540	0.381
scale	Skala	0.310	0.350	0.577
scales	Skalen	0.439	0.330	0.491
scallop	Galopp	0.490	0.363	0.331
scalp	Kopfhörer	0.347	0.346	0.302
scalpel	Skalpell	0.302	0.700	0.482
scaly	schéint	0.281	0.481	0.358
scam	Bedruch	0.042	0.745	0.418
scamp	scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	scannen	0.479	0.423	0.470
scandal	Skandal	0.122	0.821	0.557
scandalous	skandaléis	0.135	0.907	0.556
scanner	Scanner	0.531	0.356	0.567
scanty	Mudam	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	Sëndbock	0.184	0.685	0.481
scar	Narbe	0.146	0.500	0.397
scarab	zevill Scarab	0.406	0.458	0.267
scarce	méi knapp	0.292	0.324	0.218
scarcely	knapps	0.082	0.412	0.160
scarcity	knapps	0.167	0.500	0.182
scare	Angscht ze maachen	0.122	0.910	0.264
scarecrow	schaarfulleren	0.219	0.274	0.349
scared	Angscht huet	0.146	0.828	0.185
scares	Angscht hunn	0.122	0.847	0.386
scarf	Schal sinn	0.750	0.224	0.224
scarier	schaureg	0.156	0.846	0.472
scariest	schaureg	0.167	0.863	0.538
scarlet	Scharlachrout	0.507	0.390	0.411
scary	schaureg	0.062	0.952	0.528
scat	Scat	0.337	0.548	0.409
scatter	verdeelen	0.229	0.620	0.404
scattered	ausbreede ginn	0.208	0.380	0.238
scattering	Streeung	0.347	0.550	0.394
scavenger	scavenger	0.177	0.578	0.408
scenario	Szenario	0.667	0.510	0.683
scene	Szen	0.570	0.340	0.578
scenery	Landschaften	0.745	0.253	0.592
scenic	landen	0.684	0.548	0.756
scent	Doft	0.633	0.410	0.491
scented	perfekt	0.865	0.509	0.431
scepter	Zepter	0.630	0.300	0.670
sceptical	skeptesch	0.214	0.387	0.466
scepticism	Skepsis	0.292	0.444	0.550
schadenfreude	Schued freude	0.354	0.640	0.463
schedule	Zäitplang	0.510	0.380	0.480
