Word	Marathi-mr	Valence	Arousal	Dominance
ticker	टिकर	0.479	0.471	0.509
ticket	तिकीट	0.684	0.387	0.434
tickle	गुदगुल्या	0.760	0.727	0.342
tickled	गुदगुल्या	0.755	0.707	0.364
ticklish	चिडखोर	0.823	0.814	0.345
tidal	भरतीसंबंधीचा	0.592	0.539	0.519
tidal wave	भरतीसंबंधीचा लहर	0.240	0.894	0.736
tidbit	टिडबेट	0.552	0.382	0.385
tide	उत्साह	0.541	0.556	0.420
tidings	बातमी	0.610	0.510	0.694
tidy	नीटनेटका	0.760	0.208	0.647
tie	टाय	0.663	0.464	0.431
tier	टायर	0.520	0.245	0.560
tiff	झुंज	0.531	0.415	0.343
tiger	वाघ	0.479	0.765	0.664
tighten	घट्ट करणे	0.388	0.487	0.627
tightness	घट्टपणा	0.344	0.606	0.759
tightrope	कसरत	0.354	0.653	0.279
tights	चड्डी	0.583	0.343	0.269
tilde	टिल्ड	0.520	0.314	0.321
tile	टाइल	0.429	0.245	0.348
tiling	टाइलिंग	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	नांगरलेली जमीन	0.552	0.591	0.540
tiller	टिलर	0.448	0.410	0.290
tilt	कलणे	0.365	0.549	0.463
tilting	वाकवणे	0.459	0.384	0.340
timber	इमारती लाकूड	0.332	0.202	0.386
timberland	टिंबरलँड	0.550	0.415	0.571
timbre	काल्पनिक	0.460	0.480	0.296
time	वेळ	0.604	0.288	0.609
timeless	शाश्वत	0.408	0.468	0.583
timeliness	वेळेत	0.760	0.404	0.582
timely	वेळेवर	0.865	0.387	0.591
timeout	वेळ संपला	0.344	0.433	0.322
timepiece	घड्याळ	0.650	0.279	0.461
timer	टाइमर	0.469	0.433	0.500
times	वेळा	0.490	0.279	0.439
timetable	वेळापत्रक	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	भित्रा	0.327	0.276	0.132
timidity	कडकपणा	0.333	0.358	0.153
timing	वेळेनुसार	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	मद्यापासून काहीसा पेला	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	कथील	0.448	0.284	0.311
tinge	रंगाची छटा देणे	0.469	0.292	0.264
tingle	झुळका	0.460	0.560	0.264
tingling	मुंग्या येणे	0.427	0.615	0.340
tinker	कल्हई	0.396	0.528	0.275
tinkering	tinkering	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	टिंकलिंग	0.612	0.530	0.324
tinnitus	टिनाटस	0.384	0.536	0.411
tinsel	कथील	0.663	0.521	0.473
tint	रंगछटा	0.582	0.292	0.273
tiny	लहान	0.479	0.196	0.125
tip	टीप	0.708	0.221	0.518
tipper	टिपर	0.427	0.571	0.431
tipster	टोस्टर	0.490	0.462	0.490
tipsy	तापट	0.510	0.625	0.570
tiptoe	टोपणनाव	0.510	0.490	0.407
tirade	गालिप्रदान	0.378	0.587	0.532
tire	लोखंड	0.438	0.385	0.381
tired	थकल्यासारखे	0.125	0.317	0.191
tiredness	थकवा	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	अथक	0.657	0.750	0.645
tiresome	कंटाळवाणा व त्रासदायक	0.240	0.542	0.153
tiring	दमछाक करणारी	0.153	0.510	0.176
tissue	मेदयुक्त	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	प्रथिने	0.402	0.539	0.388
titan	बुद्धिमत्ता	0.598	0.653	0.811
titanic	प्रचंड	0.427	0.786	0.795
titanium	टायटॅनियम	0.520	0.470	0.704
tithe	दशमांश	0.507	0.276	0.385
title	शीर्षक	0.708	0.356	0.574
titled	शीर्षक	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	तिरस्करणीय व्यक्ती	0.302	0.452	0.196
toast	टोस्ट	0.740	0.382	0.356
toaster	टोस्टर	0.542	0.337	0.387
toasty	टोस्टी	0.698	0.461	0.396
tobacco	तंबाखू	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	आज	0.806	0.306	0.362
toddler	नुकतेच चालू लागलेले लहान मूल	0.812	0.469	0.368
toe	पायाचे बोट	0.406	0.221	0.293
toenail	दुरूस्ती करणे	0.530	0.380	0.306
toffee	टॉफी	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	एकत्र	0.874	0.392	0.658
togetherness	एकत्रितपणा	0.906	0.360	0.635
toil	परिश्रम	0.558	0.510	0.583
toilet	शौचालय	0.490	0.290	0.233
toils	कष्ट करणे	0.480	0.710	0.482
token	टोकन	0.510	0.418	0.414
tolerable	बर्याचदा	0.750	0.350	0.374
tolerance	सहिष्णुता	0.875	0.206	0.649
tolerant	सहनशील	0.765	0.192	0.618
tolerate	सहन करणे	0.724	0.430	0.588
toleration	सहनशीलता	0.776	0.442	0.727
toll	टोल	0.296	0.422	0.453
tomahawk	टॉमहॉक	0.510	0.642	0.504
tomato	टोमॅटो	0.550	0.183	0.275
tomatoes	टोमॅटो	0.615	0.240	0.272
tomb	कबर	0.112	0.500	0.343
tombstone	थडगे	0.204	0.441	0.311
tomcat	टोमॅटो	0.520	0.412	0.386
tome	मला	0.429	0.316	0.492
tomorrow	उद्या	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	टोन	0.551	0.355	0.411
toner	टोनर	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	चिमटा	0.500	0.459	0.321
tongue	जीभ	0.542	0.432	0.482
tonic	टॉनिक	0.541	0.360	0.500
tonnage	जहाजाची माल नेण्याची क्षमता	0.323	0.382	0.590
tonsils	टॉन्सल्स	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	साधन	0.490	0.350	0.594
toolbox	टूलबॉक्स	0.531	0.316	0.472
tooling	टूलिंग	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	तुकडा	0.500	0.481	0.373
tooth	दात	0.439	0.250	0.367
toothache	दातदुखी	0.188	0.853	0.412
toothbrush	दात घासण्याचा ब्रश	0.517	0.330	0.321
toothed	दातेरी	0.449	0.394	0.352
toothless	टूथलेस	0.312	0.541	0.272
toothpaste	टूथपेस्ट	0.510	0.290	0.371
toothpick	टूथपीक	0.561	0.216	0.185
toots	ठोसा	0.552	0.480	0.451
top	शीर्षस्थानी	0.760	0.400	0.554
topaz	पुष्कराज	0.643	0.325	0.384
topic	विषय	0.520	0.276	0.427
topical	विशिष्ट	0.561	0.340	0.500
topless	अपरिपक्व	0.625	0.765	0.414
topographic	भौगोलिक माहिती	0.604	0.378	0.558
topographical	स्थलांतर	0.438	0.350	0.538
topography	स्थलांतर	0.469	0.357	0.506
topple	कोसळणे	0.198	0.820	0.573
topside	शीर्षस्थानी	0.708	0.466	0.598
tor	उंच	0.337	0.430	0.418
torch	मशाल	0.531	0.630	0.545
torment	जाच	0.057	0.750	0.387
tormented	वेदनादायक	0.071	0.855	0.323
torn	फाटलेल्या	0.153	0.510	0.283
tornado	तुफानी	0.260	0.896	0.784
torpedo	टारपीडो	0.219	0.794	0.707
torque	टॉर्क	0.466	0.375	0.406
torrent	जोराचा प्रवाह	0.541	0.745	0.676
torrid	उष्ण	0.281	0.625	0.517
torsion	मंदी	0.312	0.651	0.402
torso	असा पुतळा	0.408	0.394	0.473
tort	टोर्ट	0.229	0.635	0.455
tortious	उत्पीड़न	0.312	0.724	0.491
tortoise	कासव	0.673	0.078	0.250
tortuous	पिळवणूक करणारा	0.194	0.755	0.382
torture	छळ	0.115	0.878	0.555
tortured	छळ	0.062	0.890	0.361
toss	टॉस	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	एकूण	0.771	0.286	0.714
totality	संपूर्णता	0.688	0.443	0.717
totally	संपूर्णपणे	0.820	0.422	0.702
tote	जवळ बाळगणे	0.510	0.398	0.625
totem	टोटेम	0.639	0.350	0.571
touch	स्पर्श करा	0.646	0.477	0.455
touchdown	स्पर्श डाऊन	0.667	0.770	0.586
touched	स्पर्श केला	0.592	0.380	0.404
touching	स्पर्श करणे	0.760	0.439	0.491
touchy	हळवे	0.323	0.510	0.343
tough	कठीण	0.344	0.588	0.742
toughen	स्पर्श करणे	0.458	0.683	0.711
toughness	कडकपणा	0.552	0.618	0.837
toupee	टॉपी	0.323	0.270	0.324
tour	फेरफटका	0.663	0.545	0.543
tourism	पर्यटन	0.823	0.531	0.545
tourist	पर्यटक	0.745	0.480	0.430
tourmaline	टूमलाइन	0.448	0.513	0.441
tournament	स्पर्धा	0.694	0.740	0.611
tourniquet	फेरीवाला	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	दोरीने ओढणे	0.531	0.500	0.508
towel	टॉवेल	0.630	0.208	0.286
tower	बुरुज	0.606	0.380	0.644
towering	भव्य	0.500	0.690	0.806
town	शहर	0.551	0.299	0.627
townhouse	टाउनहाउस	0.622	0.400	0.443
township	टाउनशिप	0.531	0.292	0.667
townspeople	शहरवासी लोक	0.677	0.466	0.569
toxic	विषारी	0.008	0.885	0.492
toxicity	विषाच्या तीव्रतेचे प्रमाण	0.104	0.865	0.491
toxicology	विषचिकित्सा	0.302	0.736	0.574
toxin	विष	0.115	0.654	0.456
toy	खेळण्यांचे	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	ट्रेस	0.573	0.346	0.483
traceable	शोधता येण्याजोगा	0.602	0.370	0.535
tracer	अनुरेखक	0.573	0.327	0.645
traces	traces	0.482	0.448	0.389
trachea	श्वासनलिका	0.448	0.509	0.387
tracing	ट्रेसिंग	0.418	0.591	0.565
track	ट्रॅक	0.448	0.433	0.526
tracker	ट्रॅकर	0.398	0.744	0.731
tract	मार्ग	0.406	0.422	0.339
tractable	विनम्र	0.635	0.500	0.469
traction	ट्रॅक्शन	0.429	0.585	0.648
tractor	ट्रॅक्टर	0.449	0.580	0.619
trade	व्यापार	0.561	0.544	0.690
trademark	ट्रेडमार्क	0.667	0.344	0.750
trader	व्यापारी	0.562	0.632	0.854
tradesman	व्यापारी	0.531	0.431	0.664
trading	व्यापार	0.635	0.602	0.705
tradition	परंपरा	0.830	0.430	0.750
traditional	पारंपारिक	0.677	0.221	0.604
traffic	रहदारी	0.323	0.559	0.518
traffic light	वाहतूक प्रकाश	0.490	0.469	0.479
trafficking	तस्करी	0.250	0.710	0.399
tragedies	शोकांतिका	0.100	0.910	0.442
tragedy	शोकांतिका	0.052	0.843	0.340
tragic	शोकांतिकेचा	0.048	0.904	0.396
trail	माग	0.600	0.322	0.455
trailer	झलक	0.541	0.490	0.473
train	ट्रेन	0.666	0.705	0.620
train set	ट्रेन सेट	0.604	0.598	0.464
trained	प्रशिक्षित	0.771	0.538	0.645
trainee	प्रशिक्षणार्थी	0.627	0.408	0.352
trainer	ट्रेनर	0.698	0.719	0.824
training	प्रशिक्षण	0.714	0.776	0.788
trait	गुणधर्म	0.469	0.365	0.453
traitor	देशद्रोही	0.112	0.796	0.491
traitorous	देशद्रोही	0.073	0.745	0.412
trajectory	मार्गक्रमण	0.653	0.558	0.779
tram	ट्राम	0.667	0.628	0.492
tramp	भटक्या	0.108	0.510	0.182
trample	पाखणे	0.235	0.764	0.562
trampoline	ट्रॅम्पोलाइन	0.604	0.690	0.391
tramway	ट्रामवे	0.615	0.538	0.543
trance	ट्रान्स	0.469	0.481	0.382
tranquil	निश्चल	0.917	0.094	0.355
tranquility	शांतता	0.840	0.135	0.442
tranquilizer	ट्रॅनकुइलायझर	0.510	0.236	0.596
transact	व्यवहार	0.521	0.625	0.680
transaction	व्यवहार	0.650	0.577	0.579
transatlantic	ट्रान्सलाटलांटिक	0.724	0.596	0.706
transceiver	ट्रान्सीव्हर	0.510	0.490	0.537
transcend	पार करणे	0.604	0.771	0.726
transcendence	श्रेष्ठता	0.656	0.608	0.754
transcendent	उत्तीर्ण	0.667	0.600	0.824
transcendental	अलौकिक	0.635	0.652	0.842
transcribe	प्रतिलेखन	0.500	0.394	0.573
transcriber	ट्रान्सकर्बर	0.490	0.420	0.615
transcript	उतारा	0.639	0.398	0.528
transcription	प्रतिलेखन	0.592	0.455	0.615
transfer	हस्तांतरण	0.702	0.490	0.519
transference	हस्तांतरण	0.592	0.294	0.551
transferred	हस्तांतरित	0.480	0.450	0.409
transfixed	ट्रान्सफिक्सक्स	0.427	0.660	0.528
transform	रूपांतर	0.735	0.667	0.696
transformation	परिवर्तन	0.796	0.618	0.770
transformer	ट्रान्सफॉर्मर	0.582	0.582	0.723
transfusion	रक्तसंक्रमण	0.417	0.730	0.557
transgression	अपराध	0.158	0.890	0.611
transient	क्षणभंगुर	0.510	0.405	0.430
transistor	ट्रान्झिस्टर	0.480	0.480	0.444
transit	पारगमन	0.439	0.590	0.588
transition	संक्रमण	0.605	0.561	0.558
transitional	संक्रमणकालीन	0.573	0.472	0.491
transitive	सक्रीय	0.479	0.377	0.414
transitory	क्षणभंगुर	0.438	0.450	0.407
translate	भाषांतर करा	0.604	0.423	0.462
translation	भाषांतर	0.633	0.435	0.598
translator	अनुवादक	0.760	0.412	0.473
translocation	ट्रान्सलोकेशन	0.367	0.612	0.564
translucent	अर्धपारदर्शक	0.600	0.500	0.389
transmission	या रोगाचा प्रसार	0.688	0.490	0.611
transmit	प्रसारित करा	0.836	0.581	0.673
transmitter	ट्रान्समीटर	0.520	0.511	0.719
transmutation	transmutation	0.438	0.740	0.737
transom	ट्रांसमोम	0.375	0.385	0.417
transparency	पारदर्शकता	0.847	0.260	0.587
transparent	पारदर्शक	0.542	0.330	0.667
transplant	प्रत्यारोपणाच्या	0.445	0.806	0.620
transplantation	प्रत्यारोपण	0.531	0.694	0.610
transponder	ट्रान्सपॉडर	0.564	0.575	0.565
transport	वाहतूक	0.613	0.627	0.605
transportation	वाहतूक	0.667	0.560	0.472
transporter	ट्रांसपोर्टर	0.615	0.625	0.750
transpose	स्थानांतरित करा	0.440	0.585	0.467
transposition	पारदर्शकता	0.312	0.451	0.555
transsexual	transsexual	0.264	0.815	0.423
transverse	आडवा	0.429	0.429	0.525
transvestite	ट्रान्सव्हेस्टीट	0.270	0.675	0.373
trap	सापळा	0.104	0.610	0.391
trapdoor	trapdoor	0.094	0.670	0.462
trapeze	ट्रिपेझ	0.542	0.625	0.566
trapped	पायचीत	0.135	0.615	0.380
trapper	सापळे	0.296	0.654	0.491
trapping	सापळे	0.333	0.621	0.491
trappings	ट्रेपिंग्ज	0.458	0.462	0.370
traps	सापळे	0.235	0.673	0.481
trash	कचरा	0.163	0.541	0.154
trashy	कचरा	0.071	0.380	0.161
trauma	आघात	0.112	0.792	0.453
traumatic	अत्यंत क्लेशकारक	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	प्रवास	0.931	0.689	0.535
traveler	प्रवासी	0.837	0.571	0.700
traveling	प्रवास	0.900	0.750	0.582
traverse	मार्ग	0.571	0.590	0.629
travesty	विदारक	0.354	0.644	0.407
trawl	ट्रॉवल	0.255	0.590	0.464
trawler	ट्रॉवर्स	0.316	0.430	0.405
tray	ट्रे	0.549	0.250	0.345
treacherous	फसवा	0.112	0.815	0.402
treachery	विश्वासघात	0.104	0.852	0.448
tread	चालणे	0.510	0.520	0.426
treadmill	ट्रेडमिल	0.459	0.636	0.436
treason	देशद्रोह	0.094	0.806	0.552
treasure	खजिना	0.927	0.592	0.821
treasured	मौल्यवान	0.849	0.471	0.730
treasurer	कोषाध्यक्ष	0.694	0.456	0.755
treasures	खजिना	0.867	0.771	0.842
treasury	कोषागार	0.812	0.541	0.736
treat	उपचार	0.573	0.571	0.436
treatable	उपचार करता येण्याजोगा	0.780	0.302	0.560
treatise	प्रबंध	0.604	0.407	0.613
treatment	उपचार	0.663	0.386	0.620
treaty	करार	0.646	0.382	0.667
treble	तिप्पट	0.358	0.471	0.466
tree	झाड	0.670	0.118	0.442
trees	झाडं	0.653	0.137	0.537
trek	ट्रेक	0.469	0.530	0.535
