Word	Haitian Creole-ht	Valence	Arousal	Dominance
south	sid	0.562	0.265	0.429
southbound	sid direksyon	0.510	0.370	0.395
southeast	sidès	0.510	0.283	0.413
southern	sid	0.552	0.269	0.370
southpaw	sidpaw	0.542	0.389	0.404
southwest	sidwès	0.406	0.314	0.355
souvenir	souvni	0.844	0.311	0.466
sovereign	souveren	0.698	0.500	0.885
sovereignty	souverènte	0.719	0.529	0.886
soviet	Sovyetik	0.347	0.580	0.536
sow	plante	0.667	0.430	0.446
soy	soya	0.438	0.250	0.286
soy sauce	sòs soya	0.573	0.382	0.318
soybean	soya	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	espas	0.800	0.317	0.573
spacecraft	lespas	0.646	0.698	0.680
spaceman	Spaceman	0.688	0.577	0.848
spaceship	veso	0.643	0.781	0.664
spacing	espas	0.621	0.425	0.507
spacious	Spacious	0.880	0.365	0.557
spade	Spade	0.469	0.667	0.529
spaghetti	Espageti	0.729	0.353	0.288
spam	Spam	0.188	0.354	0.304
spammers	spame	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandèks	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	pè	0.112	0.882	0.642
spanking	fese	0.194	0.736	0.392
spar	Spar	0.417	0.438	0.536
spare	rezèv	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	ti kras	0.510	0.353	0.518
spark	pwovoke	0.688	0.745	0.529
sparkle	c klere	0.819	0.765	0.510
sparkling	briyan	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	bòks	0.292	0.870	0.704
sparrow	ti zwazo	0.583	0.460	0.327
sparse	ti kras	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastik	0.240	0.541	0.491
spat	krache	0.427	0.413	0.309
spatial	espasyal	0.604	0.625	0.645
spatter	lase	0.292	0.630	0.315
spatula	spatul	0.302	0.198	0.369
spawn	anjandre	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	pale	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	oratè	0.604	0.660	0.723
speakerphone	oratè	0.531	0.569	0.560
speaking	pale	0.753	0.590	0.575
spear	frenn	0.510	0.601	0.500
spec	espèk	0.583	0.426	0.691
special	espesyal	0.844	0.602	0.730
specialist	espesyalis	0.760	0.562	0.877
speciality	espesyalite	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	espesyalman	0.847	0.398	0.714
specialty	espesyalite	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	espès	0.561	0.330	0.645
specific	espesifik	0.656	0.388	0.691
specification	spesifikasyon	0.552	0.479	0.602
specify	presize	0.656	0.405	0.600
specimen	echantiyon	0.531	0.444	0.568
speck	pwa	0.418	0.245	0.343
speckled	moustik	0.449	0.263	0.254
specs	karakteristik	0.540	0.398	0.618
spectacle	spektak	0.812	0.745	0.762
spectacles	spectacle	0.816	0.775	0.648
spectacular	espektakilè	0.947	0.740	0.887
spectator	spektatè	0.694	0.560	0.667
specter	espektatè	0.265	0.723	0.540
spectral	espektal	0.430	0.667	0.500
spectrometer	spectrometer	0.500	0.452	0.490
spectrophotometer	espektwopotomètr	0.500	0.484	0.500
spectroscopy	espektroskopi	0.470	0.541	0.570
spectrum	spectre	0.312	0.700	0.527
speculate	espekile	0.398	0.602	0.553
speculation	espekilasyon	0.325	0.683	0.394
speculative	spéculatif	0.276	0.591	0.464
speculum	espekil	0.417	0.469	0.433
speech	diskou	0.656	0.470	0.688
speechless	sans	0.459	0.320	0.315
speed	vitès	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	rapidman	0.688	0.740	0.665
speeding	vitès	0.438	0.908	0.645
speedometer	vitèsomètr	0.427	0.549	0.579
speedway	vitès	0.667	0.519	0.416
speedy	rapid	0.625	0.625	0.793
spell	eple	0.385	0.380	0.368
spellbound	epouvantay	0.531	0.647	0.387
spelling	òtograf	0.594	0.357	0.398
spencer	Spencer	0.510	0.394	0.367
spend	pase	0.672	0.745	0.429
spender	pandye	0.312	0.692	0.377
spending	depans	0.333	0.556	0.330
spent	te pase	0.296	0.296	0.263
sperm	espèm	0.396	0.706	0.453
spew	Spew	0.260	0.651	0.573
sphere	esfè	0.633	0.277	0.500
spherical	esferik	0.550	0.308	0.500
sphincter	soutyen	0.347	0.633	0.375
sphinx	sfenks	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	epis	0.594	0.439	0.384
spicy	pikant	0.440	0.733	0.610
spider	arenyen	0.229	0.569	0.430
spiders	areye	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	eponj	0.380	0.346	0.423
spike	Spike	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	devèsman	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	vire	0.551	0.422	0.345
spinach	epina	0.583	0.200	0.368
spinal	epinyè	0.312	0.491	0.296
spindle	koton	0.552	0.410	0.360
spine	kolòn vètebral	0.495	0.461	0.600
spineless	epin	0.344	0.387	0.321
spinner	lawoulèt	0.458	0.593	0.471
spinning	k ap vire	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	epineux	0.167	0.639	0.528
spiral	espiral	0.490	0.624	0.361
spire	Spire	0.354	0.358	0.389
spirit	Lespri Bondye	0.786	0.370	0.621
spirited	Move lespri	0.854	0.587	0.734
spirits	move lespri	0.583	0.847	0.545
spiritual	espirityèl	0.938	0.327	0.564
spirituality	espirityalite	0.865	0.281	0.667
spit	krache	0.149	0.545	0.436
spite	malgre	0.080	0.600	0.317
spiteful	malgre	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	Splash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	Splatter	0.312	0.596	0.352
spleen	larat	0.448	0.255	0.396
splendid	bèl	0.896	0.740	0.810
splendor	bèl	0.927	0.612	0.850
splice	Splice	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	sote	0.179	0.400	0.343
splinter	Splinter	0.136	0.422	0.325
split	fann	0.344	0.618	0.410
splitting	divize	0.188	0.598	0.375
splurge	tris	0.365	0.481	0.542
spoil	gate	0.146	0.723	0.328
spoiler	Spòtif	0.347	0.527	0.380
spoiling	gate	0.135	0.678	0.306
spoils	gate	0.388	0.760	0.481
spoke	pale	0.635	0.433	0.483
spoken	pale	0.551	0.363	0.545
spokesman	pòtpawòl	0.720	0.480	0.611
spokesperson	pòtpawòl	0.573	0.453	0.615
sponge	eponge	0.551	0.192	0.219
spongy	eponj	0.469	0.324	0.344
sponsor	patwone	0.729	0.537	0.800
sponsorship	parennaj	0.854	0.608	0.696
spontaneity	espontane	0.817	0.698	0.655
spontaneous	espontane	0.780	0.578	0.655
spoof	parody	0.490	0.594	0.381
spook	Spook	0.327	0.887	0.322
spooky	Spooky	0.104	0.858	0.380
spool	bobin	0.397	0.389	0.312
spoon	kiyè	0.479	0.236	0.259
spoonful	kwiyèr	0.582	0.208	0.308
sporadic	esporadik	0.333	0.394	0.500
spore	espò	0.480	0.408	0.231
sport	espò	0.865	0.700	0.657
sporting	espòtif	0.917	0.656	0.675
sports	espò	0.833	0.683	0.587
sports car	espò machin	0.759	0.696	0.669
sportsman	espòtif	0.755	0.735	0.713
sportsmanship	espò	0.890	0.582	0.694
sportswriter	Espektatè	0.760	0.551	0.566
sporty	espòtif	0.735	0.713	0.648
spot	plas	0.510	0.180	0.336
spotless	tach	0.792	0.327	0.726
spotlight	dokiman Pwen Enpòtan	0.688	0.353	0.519
spotted	tach	0.354	0.472	0.295
spotter	spotter	0.542	0.491	0.644
spotty	tach	0.281	0.606	0.241
spousal	mari oswa madanm	0.656	0.582	0.632
spouse	mari oswa madanm	0.750	0.600	0.645
spout	pwent	0.438	0.357	0.309
sprain	lukse	0.063	0.580	0.384
sprawl	epapiye	0.600	0.596	0.672
spray	espre	0.438	0.410	0.333
spread	gaye	0.570	0.583	0.651
spreader	epè	0.510	0.480	0.500
spree	Spree	0.564	0.663	0.474
spring	prentan	0.837	0.370	0.481
springtime	prentan	0.837	0.439	0.722
sprinkle	voye	0.635	0.404	0.380
sprinkler	awozwa	0.510	0.434	0.473
sprinkling	soup	0.677	0.510	0.466
sprint	Sprint	0.549	0.649	0.528
sprite	Sprite	0.561	0.438	0.625
sprout	boujonnen	0.582	0.565	0.443
spruce	Spruce	0.604	0.288	0.380
spud	Spud	0.403	0.423	0.349
spunk	benyen	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	SPUR	0.378	0.545	0.340
spurious	espirityèl	0.178	0.480	0.343
spurred	te mande	0.562	0.684	0.472
spurt	Spurt	0.448	0.550	0.475
spy	espyon	0.260	0.686	0.530
squabble	squabble	0.173	0.850	0.500
squad	eskwadwon	0.552	0.711	0.806
squadron	eskwadwon	0.469	0.686	0.787
squall	squall	0.191	0.833	0.655
squamous	squamous	0.344	0.446	0.418
squander	gaspiye	0.240	0.755	0.529
square	kare	0.509	0.340	0.291
squash	kalbas	0.531	0.667	0.410
squat	koupi byen	0.330	0.550	0.453
squatter	squatter	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	squawk	0.265	0.480	0.245
squeak	krak	0.271	0.679	0.300
squeaky	sekrè	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	prese	0.176	0.656	0.453
squeeze	peze	0.458	0.676	0.532
squeezing	peze	0.260	0.598	0.557
squelch	squelch	0.271	0.510	0.462
squid	kalma	0.497	0.398	0.357
squint	krache	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	squirm	0.235	0.824	0.373
squirrel	ekirèy	0.592	0.358	0.333
squirt	enjekte	0.406	0.460	0.255
squish	squish	0.260	0.788	0.481
squishy	squishy	0.516	0.333	0.307
stab	koud	0.167	0.882	0.595
stabbed	kout kouto	0.031	0.875	0.431
stability	estabilite	0.812	0.264	0.849
stabilize	estabilize	0.839	0.427	0.722
stabilizer	estabilizasyon	0.688	0.353	0.767
stable	ki estab	0.725	0.204	0.735
staccato	stakkat	0.396	0.500	0.427
stack	chemine	0.470	0.282	0.427
stadium	estad	0.635	0.679	0.611
staff	anplwaye	0.745	0.274	0.627
stag	malad	0.594	0.250	0.389
stage	etap	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	sèn	0.420	0.684	0.555
stagger	repati	0.531	0.620	0.458
staggering	épouvantabl	0.520	0.657	0.683
stagnant	kowonpi	0.300	0.500	0.208
stagnation	stagnation	0.276	0.324	0.396
staid	kanpe	0.385	0.290	0.634
stain	tach	0.453	0.324	0.264
stained	tache	0.245	0.460	0.209
stainless	Nerjaveèi	0.594	0.329	0.618
stair	eskalye	0.375	0.354	0.345
staircase	eskalye	0.469	0.347	0.440
stairs	mach eskalye	0.510	0.439	0.342
stairway	eskalye	0.562	0.510	0.407
stairwell	eskalye	0.510	0.292	0.333
stake	poto	0.406	0.608	0.460
stakeout	stakeout	0.344	0.546	0.600
stale	rasi	0.235	0.461	0.286
stalemate	anfle	0.296	0.354	0.267
stalk	pye ble	0.436	0.272	0.395
stalker	arseleur	0.177	0.930	0.639
stall	nòmal	0.370	0.245	0.292
stallion	stallion	0.628	0.596	0.779
stalls	depa	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	andirans	0.664	0.694	0.877
stamp	koupon pou achte	0.438	0.327	0.441
stampede	defèt	0.235	0.875	0.683
stance	pozisyon	0.604	0.333	0.609
stand	kanpe	0.600	0.324	0.509
standard	estanda	0.673	0.143	0.605
standardize	estanda	0.684	0.353	0.729
standardized	estanda	0.610	0.324	0.607
standby	sibstiti	0.260	0.224	0.386
standing	kanpe	0.604	0.317	0.425
standoff	kanpe	0.333	0.840	0.558
standpoint	pwendvi	0.585	0.388	0.652
standstill	panno	0.441	0.203	0.500
standup	kanpe	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	diskontinye	0.542	0.306	0.438
stapler	anbouteyaj	0.370	0.264	0.394
star	zetwal	0.833	0.418	0.560
star fruit	zetwal fwi	0.701	0.433	0.427
starboard	starboard	0.531	0.388	0.558
starch	lanmidon	0.507	0.354	0.312
stardom	vedèt	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	gade	0.541	0.430	0.538
starfish	Starfish	0.680	0.320	0.421
stargazing	Stargazing	0.802	0.461	0.709
staring	fikse	0.542	0.306	0.423
stark	fò	0.330	0.630	0.577
starlet	starlet	0.806	0.471	0.587
starlight	zetwal	0.908	0.368	0.611
starling	Starling	0.500	0.490	0.514
starry	etwal	0.438	0.643	0.434
stars	zetwal	0.796	0.521	0.484
starship	veso	0.740	0.719	0.704
start	kòmanse	0.684	0.430	0.589
starter	starter	0.667	0.461	0.827
startle	sote	0.276	0.817	0.417
startled	sezi	0.333	0.865	0.526
startling	sezisman	0.750	0.768	0.830
starvation	grangou	0.240	0.592	0.284
starve	grangou	0.073	0.729	0.402
starved	grangou	0.097	0.689	0.219
starving	mouri grangou	0.163	0.670	0.336
stash	kachèt	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	leta	0.562	0.320	0.604
stately	etwa	0.830	0.728	0.915
statement	deklarasyon	0.688	0.608	0.825
stateroom	kabinè	0.653	0.380	0.441
stateside	Stateside	0.643	0.480	0.708
statesman	Statesman	0.510	0.490	0.736
static	estatik	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	estatik	0.542	0.290	0.527
station	estasyon	0.688	0.367	0.519
stationary	estasyonè	0.408	0.240	0.484
stationery	papye	0.570	0.120	0.455
statistic	estatistik	0.508	0.420	0.609
statistical	estatistik	0.714	0.353	0.627
statistician	estatistik	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	estati	0.561	0.281	0.500
statue	estati	0.542	0.153	0.570
statuette	statuette	0.677	0.433	0.518
stature	wo	0.470	0.353	0.664
status	estati	0.658	0.377	0.588
statute	lwa	0.592	0.330	0.673
statutory	legal	0.510	0.376	0.539
staunch	kanpe	0.480	0.363	0.833
stave	Défendu	0.417	0.333	0.424
stay	rete	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	rete	0.497	0.270	0.395
stays	rete	0.633	0.363	0.564
stead	kanpe	0.551	0.214	0.510
steadfast	fèm	0.771	0.433	0.800
steady	fiks	0.680	0.186	0.763
steak	tranch	0.625	0.359	0.315
steakhouse	Steakhouse	0.802	0.379	0.547
steal	vòlè	0.021	0.856	0.528
stealing	vòlè	0.086	0.913	0.455
stealth	enfiltrasyon	0.520	0.270	0.452
stealthily	lou	0.763	0.294	0.458
stealthy	enfiltrasyon	0.380	0.363	0.534
steam	vapè	0.469	0.413	0.421
steamboat	veyikil	0.708	0.500	0.633
steamer	vapeur	0.510	0.442	0.528
steaming	vapeur	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	dantèl	0.469	0.490	0.569
steamy	vapè	0.479	0.538	0.445
steel	asye	0.521	0.420	0.714
steep	apik	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	trennen	0.469	0.490	0.527
steering	volan	0.580	0.431	0.660
stellar	gwan distribisyon	0.796	0.580	0.769
stem	tij	0.615	0.191	0.336
stench	fetidite	0.104	0.570	0.298
stencil	pentire	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	etap	0.531	0.321	0.347
stepdaughter	bèf	0.510	0.510	0.432
stepfather	bòpè	0.396	0.491	0.611
stepmother	bèlmè	0.427	0.530	0.484
steppe	stepik	0.427	0.321	0.379
steps	etap	0.511	0.349	0.373
stepson	pye bwa	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopik	0.363	0.417	0.574
stereotype	stereotip	0.151	0.422	0.612
stereotyped	stereotype	0.375	0.510	0.436
sterile	esteril	0.302	0.471	0.291
sterility	esterilite	0.201	0.519	0.414
sterilize	esterilize	0.406	0.510	0.520
sterling	Sterling	0.529	0.481	0.615
stern	vout	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	esteroyid	0.360	0.706	0.681
stethoscope	Stethoscope	0.427	0.377	0.490
stew	bouyon	0.667	0.373	0.250
steward	responsab	0.633	0.238	0.550
stewardess	stewardess	0.625	0.491	0.491
stewardship	responsablite	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	baton	0.396	0.364	0.382
sticker	fich	0.583	0.306	0.346
sticking	rete soude	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	ranmasaj	0.453	0.537	0.434
sticky	kolye	0.385	0.569	0.292
stiff	rèd	0.158	0.459	0.569
stiffen	rèd	0.360	0.582	0.719
stiffness	rèd	0.323	0.500	0.657
stifle	étoufé	0.240	0.764	0.427
stifled	étoufé	0.229	0.731	0.193
stifling	vif	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	etaj	0.396	0.430	0.427
stillbirth	mòtèl	0.092	0.809	0.291
stillborn	fiyanse	0.271	0.519	0.337
stillness	silans	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	Stilts	0.439	0.577	0.300
stimulant	estimilan	0.441	0.794	0.745
stimulate	ankouraje	0.792	0.798	0.754
stimulating	enteresan	0.740	0.804	0.809
stimulation	eksitasyon	0.708	0.821	0.702
stimulus	estimilis	0.771	0.779	0.750
sting	pike	0.163	0.651	0.373
stinger	stenje	0.279	0.625	0.508
stinging	pike	0.260	0.730	0.459
stingy	chaje	0.094	0.548	0.283
stink	Stink	0.042	0.481	0.180
stinker	Stinker	0.163	0.567	0.275
stinking	santi bon	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	misyonè	0.490	0.326	0.342
stipend	Rémunération	0.604	0.546	0.614
stipulate	presize	0.570	0.546	0.623
stipulation	estipilasyon	0.469	0.622	0.654
stir	brase	0.448	0.773	0.453
stirring	vibran	0.582	0.702	0.558
stitch	Stitch	0.306	0.538	0.357
stitching	asanblaj	0.510	0.382	0.345
stock	stock	0.594	0.418	0.407
stockade	stockade	0.375	0.402	0.500
stockbroker	stockbroker	0.417	0.676	0.802
stockholder	aksyonè	0.573	0.625	0.716
stocking	chosèt	0.594	0.324	0.688
stockings	kostim	0.458	0.365	0.382
stockpile	estoke	0.542	0.315	0.425
stockroom	chanm	0.562	0.312	0.406
stocks	aksyon	0.573	0.598	0.586
stoic	stoik	0.427	0.473	0.602
stole	te vòlè	0.135	0.760	0.384
stolen	yo vòlè	0.156	0.646	0.308
stomach	vant	0.367	0.402	0.438
stomachache	vant fè mal	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	wòch	0.216	0.183	0.561
stoned	kout wòch	0.177	0.796	0.375
stonewall	stonewall	0.337	0.457	0.655
stoneware	tij	0.458	0.300	0.443
stony	wòch	0.356	0.494	0.525
stooge	stooge	0.438	0.406	0.163
stool	poupou	0.448	0.269	0.302
stools	ban	0.459	0.382	0.327
stoop	planch	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	sispann	0.280	0.510	0.490
stopover	stopover	0.531	0.327	0.575
stoppage	sispann	0.224	0.491	0.445
stopper	bouchon	0.365	0.336	0.390
stopping	kanpe	0.388	0.382	0.473
stopwatch	kronomètra	0.469	0.521	0.482
storage	depo	0.698	0.406	0.564
store	magazen	0.646	0.538	0.407
storefront	devan boutik	0.580	0.217	0.457
storehouse	depo	0.570	0.250	0.491
storeroom	depo	0.560	0.217	0.588
storing	estoke	0.630	0.378	0.548
storm	tanpèt	0.188	0.940	0.543
storming	tanpèt	0.265	0.910	0.669
stormy	tanpèt	0.146	0.870	0.562
story	istwa	0.653	0.406	0.704
storybook	istwa liv	0.854	0.306	0.383
storyteller	Istwa	0.730	0.357	0.462
storytelling	rakonte istwa	0.643	0.375	0.472
stound	tan	0.490	0.473	0.446
stout	byen	0.656	0.657	0.817
stove	fou	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	chire	0.306	0.550	0.444
straight	dwat	0.667	0.298	0.669
straighten	dwat	0.677	0.500	0.685
straightforward	dwat	0.780	0.150	0.380
straightway	tou dwat	0.667	0.444	0.565
strain	souch	0.190	0.750	0.380
strained	egzajere	0.122	0.656	0.580
strait	etwat	0.438	0.433	0.412
straitjacket	straitjacket	0.224	0.719	0.579
straits	tyè	0.408	0.269	0.410
strand	strand	0.396	0.406	0.538
stranded	bloke	0.292	0.459	0.219
strange	etranj	0.314	0.663	0.395
stranger	moun lòt nasyon	0.330	0.449	0.302
strangle	trangle	0.094	0.927	0.527
strangulation	strangulasyon	0.040	0.886	0.542
strap	braslè	0.380	0.417	0.382
strapless	bretèl	0.314	0.462	0.273
strapping	èkstrèmeman	0.552	0.413	0.454
strata	kouch	0.500	0.457	0.411
strategic	estratejik	0.786	0.708	0.861
strategist	stratèj	0.571	0.594	0.810
strategy	estrateji	0.704	0.667	0.858
stratification	stratifikasyon	0.531	0.490	0.651
stratosphere	stratosfè	0.604	0.583	0.636
stratum	stratom	0.365	0.307	0.510
stratus	strat	0.448	0.520	0.509
straw	pay	0.480	0.290	0.163
strawberry	frèz	0.833	0.270	0.336
stray	pèdi	0.133	0.760	0.281
streak	tras	0.440	0.608	0.511
streaked	rèd	0.458	0.426	0.393
stream	kouran	0.449	0.537	0.559
streamer	radyo	0.615	0.530	0.429
streaming	difizyon	0.592	0.481	0.582
streamline	rasyonalize	0.656	0.573	0.618
street	lari	0.594	0.324	0.398
streetcar	lari	0.390	0.569	0.566
streetlight	lari limyè	0.673	0.268	0.390
strength	fòs	0.802	0.682	0.858
strengthen	ranfòse	0.802	0.796	0.971
strengthening	ranfòse	0.913	0.627	0.945
strenuous	konsiderab	0.104	0.660	0.481
strep	Strep	0.365	0.594	0.353
stress	estrès	0.173	0.843	0.317
stressed	ensiste	0.167	0.740	0.502
stresses	ensiste	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	estrès	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	ensistans	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	detire	0.604	0.578	0.500
stretcher	tren an	0.438	0.196	0.295
stricken	antre	0.163	0.720	0.368
strict	strik	0.500	0.646	0.878
stride	stride	0.490	0.670	0.434
strife	kont	0.344	0.898	0.630
strike	grèv	0.271	0.811	0.571
strikeout	strikeout	0.316	0.520	0.371
striker	atakan	0.500	0.589	0.696
striking	frape	0.357	0.827	0.657
strikingly	frape	0.690	0.684	0.811
string	fisèl	0.385	0.398	0.445
strings	strings	0.457	0.292	0.355
stringy	krache	0.430	0.510	0.527
strip	teren	0.427	0.500	0.436
stripe	foule	0.629	0.302	0.361
striped	trase	0.344	0.373	0.385
stripped	dezabiye	0.255	0.615	0.278
stripper	dezabiye	0.625	0.848	0.453
striptease	stritiz	0.607	0.918	0.608
strive	fè efò	0.582	0.837	0.769
strobe	Strobe	0.490	0.633	0.537
stroke	konjesyon serebral	0.562	0.440	0.570
stroll	toune	0.745	0.415	0.444
stroller	pousèt	0.786	0.398	0.314
strolling	balanse	0.755	0.515	0.340
strong	fò	0.912	0.745	0.895
stronghold	gwo fò	0.708	0.636	0.954
strongly	fòtman	0.630	0.817	0.885
structural	estriktirèl	0.582	0.425	0.690
structure	estrikti	0.562	0.356	0.712
strudel	strudèl	0.627	0.417	0.397
struggle	lit	0.365	0.820	0.741
strut	tij	0.580	0.480	0.464
stub	souch	0.396	0.320	0.367
stubbed	anbrase	0.323	0.642	0.241
stubble	boule	0.333	0.442	0.264
stubborn	fè tèt di	0.157	0.702	0.575
stubbornness	tètchaje	0.156	0.673	0.508
stubby	fèb	0.417	0.370	0.393
stucco	boudine	0.439	0.292	0.279
stuck	kole	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	kloure	0.396	0.412	0.425
student	elèv	0.634	0.318	0.537
studied	etidye	0.786	0.306	0.806
studio	estidyo	0.677	0.265	0.620
study	etid	0.653	0.361	0.768
stuff	bagay	0.622	0.367	0.263
stuffed animal	boure bèt	0.684	0.255	0.306
stuffing	fars	0.417	0.324	0.304
stuffy	bouche	0.323	0.615	0.406
stumble	bite	0.153	0.716	0.259
stump	kòd lonbrik	0.449	0.510	0.340
stumped	stumped	0.344	0.604	0.392
stun	Tounen	0.333	0.710	0.451
stunned	etoudi	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	sansasyonèl	0.888	0.673	0.858
stunt	Cascade	0.387	0.555	0.526
stunted	rachitik	0.194	0.472	0.275
stuntman	kaskadeur	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	estipid	0.823	0.690	0.798
stupid	estipid	0.133	0.510	0.200
stupidity	sòt	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	solid	0.580	0.642	0.824
sturgeon	vyolan	0.417	0.473	0.465
stutter	anbete	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	style	0.745	0.472	0.586
styling	manier	0.823	0.378	0.652
stylish	élégance	0.885	0.490	0.689
stylist	Stylist	0.760	0.445	0.500
suave	suave	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	Souatomik	0.385	0.538	0.491
subcommittee	soukomite	0.396	0.467	0.600
subconscious	enkonsyan	0.531	0.375	0.415
subcutaneous	sous	0.396	0.444	0.376
subdivide	soudivide	0.538	0.433	0.348
subdivision	Sou-divizyon	0.592	0.455	0.430
subduction	sibduksyon	0.350	0.569	0.445
subdue	anba men	0.275	0.640	0.784
subdued	soumèt li	0.236	0.463	0.223
subdural	anba seksyonèl	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	sijè	0.602	0.344	0.558
subjected	sibi	0.286	0.520	0.221
subjection	soumèt li	0.354	0.408	0.539
