Word	Japanese-ja	Valence	Arousal	Dominance
scurry	慌てる	0.398	0.647	0.509
scurvy	壊血病	0.354	0.462	0.312
scuttle	スカトル	0.438	0.398	0.430
sea	海	0.833	0.353	0.589
seaboard	海岸	0.663	0.356	0.507
seafood	シーフード	0.656	0.500	0.328
seagull	カモメ	0.635	0.245	0.314
seal	シール	0.490	0.218	0.518
seals	シール	0.412	0.241	0.402
seam	シーム	0.427	0.250	0.414
seaman	船員	0.520	0.510	0.672
seamless	シームレス	0.459	0.140	0.302
seamstress	裁縫	0.535	0.288	0.389
seaport	港	0.594	0.317	0.491
sear	サーチ	0.490	0.553	0.600
search	サーチ	0.635	0.580	0.462
searching	検索	0.534	0.657	0.466
searchlight	サーチライト	0.622	0.510	0.552
seared	睨んだ	0.229	0.410	0.398
seashore	海岸	0.796	0.310	0.375
seasick	シーシック	0.115	0.683	0.245
seaside	シーサイド	0.887	0.520	0.508
season	シーズン	0.792	0.410	0.519
seasonal	季節の	0.592	0.273	0.305
seasoned	味付け	0.812	0.570	0.509
seasoning	調味料	0.633	0.388	0.479
seat	シート	0.542	0.281	0.434
seatbelt	シートベルト	0.656	0.314	0.726
seating	座席	0.552	0.265	0.286
seawater	海水	0.760	0.197	0.491
seaweed	海藻	0.446	0.286	0.382
sec	秒	0.490	0.385	0.380
secession	離脱	0.323	0.561	0.509
secluded	一人	0.357	0.265	0.240
seclusion	孤独	0.230	0.558	0.505
second	二番目	0.490	0.210	0.250
second cousin	はとこ	0.698	0.360	0.441
secondary	二次的	0.636	0.375	0.260
secondhand	中古	0.194	0.389	0.283
secrecy	秘密	0.294	0.549	0.475
secret	秘密	0.479	0.580	0.509
secretariat	事務局	0.518	0.459	0.597
secretary	秘書	0.612	0.426	0.561
secrete	秘密	0.427	0.567	0.518
secretion	分泌	0.354	0.582	0.529
secretive	秘密の	0.390	0.250	0.538
secretly	秘密裏に	0.525	0.404	0.479
sect	宗派	0.265	0.667	0.526
sectarian	宗派	0.260	0.606	0.517
section	セクション	0.500	0.269	0.421
sectional	断面	0.427	0.415	0.464
sector	セクタ	0.594	0.190	0.569
secular	世俗的な	0.463	0.461	0.520
secularism	世俗主義	0.367	0.440	0.559
secure	安全な	0.844	0.380	0.914
securities	証券	0.750	0.304	0.852
security	セキュリティ	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	沈静化する	0.656	0.157	0.345
sedation	鎮静	0.510	0.270	0.398
sedative	鎮静剤	0.314	0.273	0.352
sedentary	座っている	0.292	0.185	0.273
sedge	セッジ	0.406	0.396	0.339
sediment	堆積物	0.438	0.306	0.372
sedimentary	堆積物	0.398	0.265	0.500
sedition	扇動	0.327	0.557	0.591
seduce	誘惑する	0.462	0.864	0.689
seducer	誘惑者	0.704	0.812	0.775
seducing	誘惑	0.569	0.794	0.708
seduction	誘惑	0.510	0.891	0.618
seductive	魅惑的な	0.771	0.821	0.667
see	見る	0.635	0.269	0.312
seed	シード	0.656	0.135	0.306
seedling	苗	0.406	0.343	0.423
seeds	種子	0.731	0.269	0.418
seedy	シード	0.229	0.390	0.325
seek	シーク	0.622	0.429	0.482
seeker	シーカー	0.646	0.464	0.553
seem	思われる	0.471	0.302	0.298
seemingly	一見	0.490	0.410	0.356
seer	先見者	0.604	0.481	0.740
seesaw	シーソー	0.570	0.559	0.410
seething	げっ歯類	0.312	0.821	0.642
segment	セグメント	0.469	0.290	0.440
segregate	分離する	0.290	0.627	0.440
segregated	分離された	0.164	0.575	0.411
segregation	分離	0.302	0.545	0.390
seismic	地震の	0.323	0.925	0.578
seize	押収する	0.656	0.644	0.673
seizure	発作	0.177	0.775	0.462
seldom	滅多	0.323	0.379	0.287
select	選択する	0.615	0.406	0.602
selection	選択	0.594	0.340	0.595
selective	選択的	0.612	0.347	0.706
selectman	セレクトマン	0.552	0.547	0.609
selenium	セレン	0.469	0.408	0.336
self	自己	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	利己的	0.061	0.637	0.495
selfishness	利己主義	0.200	0.686	0.453
selfless	無私	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	売る	0.618	0.608	0.605
seller	売り手	0.635	0.471	0.635
sellout	売り切れ	0.398	0.490	0.465
seltzer	セルツァー	0.448	0.452	0.406
semantics	意味論	0.698	0.394	0.569
semaphore	セマフォ	0.552	0.374	0.598
semblance	同義語	0.500	0.471	0.442
semen	精液	0.500	0.755	0.471
semester	学期	0.521	0.327	0.482
semi	セミ	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	セミコロン	0.378	0.255	0.318
seminal	精神的	0.459	0.413	0.566
seminar	セミナー	0.583	0.360	0.623
seminary	神学校	0.594	0.367	0.589
semiotics	記号論	0.449	0.417	0.596
senate	上院	0.490	0.349	0.836
senator	上院議員	0.391	0.422	0.821
send	送信する	0.663	0.480	0.537
sender	送信者	0.542	0.449	0.509
senescence	老化	0.378	0.456	0.394
senile	老人	0.280	0.211	0.305
senior	上級	0.561	0.415	0.536
seniority	年功	0.408	0.427	0.602
senor	セレナー	0.527	0.217	0.630
senorita	セノリータ	0.765	0.550	0.500
sensation	感覚	0.781	0.663	0.673
sensational	センセーショナル	0.938	0.827	0.858
sense	センス	0.781	0.417	0.474
senseless	無意味な	0.125	0.388	0.136
senses	感覚	0.740	0.461	0.693
sensibility	感性	0.583	0.423	0.448
sensible	感覚的	0.625	0.454	0.312
sensibly	賢明に	0.786	0.337	0.396
sensitive	敏感な	0.714	0.426	0.254
sensitivity	感度	0.750	0.417	0.395
sensor	センサー	0.571	0.377	0.542
sensory	感覚	0.583	0.480	0.442
sensual	官能的な	0.730	0.790	0.642
sensuality	官能	0.844	0.840	0.632
sensuous	官能的な	0.854	0.798	0.625
sentence	文	0.625	0.265	0.548
sentencing	判決	0.120	0.782	0.561
sentient	感覚的	0.583	0.417	0.363
sentiment	感情	0.765	0.451	0.639
sentimental	センチメンタル	0.583	0.378	0.312
sentimentality	感傷	0.771	0.548	0.319
sentinel	センチネル	0.531	0.602	0.845
sentry	監視隊	0.470	0.547	0.684
separable	分離可能な	0.469	0.390	0.368
separate	別々の	0.240	0.514	0.349
separately	別々に	0.310	0.365	0.368
separation	分離	0.198	0.592	0.409
separatist	分離主義者	0.245	0.627	0.537
sepia	セピア	0.448	0.270	0.345
sepsis	敗血症	0.229	0.452	0.327
sept	セプト	0.521	0.333	0.361
septic	敗血症	0.281	0.462	0.425
septum	中隔	0.276	0.423	0.410
sequel	続編	0.650	0.480	0.574
sequence	シーケンス	0.543	0.350	0.529
sequent	続ける	0.531	0.423	0.591
sequestered	隔離された	0.160	0.863	0.427
sequestration	隔離	0.177	0.860	0.500
serenade	セレナーデ	0.875	0.570	0.491
serendipity	意外な	0.677	0.413	0.500
serene	穏やかな	0.802	0.132	0.370
serenity	静寂	0.900	0.122	0.557
sergeant	軍曹	0.408	0.600	0.833
serial	シリアル	0.469	0.350	0.472
serialize	シリアライズ	0.500	0.455	0.593
series	シリーズ	0.622	0.431	0.420
serif	セリフ	0.531	0.417	0.415
serious	深刻な	0.500	0.455	0.619
seriousness	深刻	0.439	0.365	0.750
sermon	説教	0.417	0.507	0.615
serpent	蛇	0.115	0.696	0.679
serpentine	蛇行	0.576	0.646	0.329
serrated	鋸歯状	0.388	0.435	0.418
serum	血清	0.520	0.231	0.443
servant	サーバント	0.340	0.408	0.331
serve	サーブ	0.622	0.400	0.384
server	サーバ	0.656	0.356	0.536
service	サービス	0.684	0.408	0.535
serviceable	サービス可能な	0.834	0.400	0.684
servile	卑劣な	0.439	0.327	0.415
servitude	勤労	0.250	0.490	0.250
sesame	ごま	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	セッション	0.510	0.481	0.491
sessions	セッション	0.646	0.578	0.650
set	セット	0.521	0.482	0.630
setback	後退	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	セッター	0.541	0.455	0.473
settle	解決する	0.833	0.520	0.772
settled	落ち着いた	0.521	0.510	0.473
settlement	決済	0.635	0.412	0.723
settler	入植者	0.573	0.453	0.519
settlor	セトラー	0.531	0.434	0.534
setup	セットアップ	0.667	0.398	0.635
seven	セブン	0.672	0.265	0.373
seventeen	17	0.585	0.296	0.321
seventh	第七	0.500	0.245	0.288
seventy	70	0.625	0.353	0.446
sever	断る	0.156	0.635	0.451
severable	分離可能な	0.406	0.451	0.398
severally	個別に	0.719	0.298	0.600
severance	離職	0.396	0.620	0.541
severe	厳しい	0.164	0.735	0.635
severely	ひどく	0.219	0.673	0.700
severity	重症度	0.260	0.712	0.661
sew	縫う	0.510	0.340	0.340
sewage	下水	0.255	0.343	0.339
sewer	下水道	0.286	0.367	0.282
sewerage	下水	0.208	0.450	0.198
sewing	縫い	0.625	0.337	0.356
sex	セックス	0.803	0.939	0.704
sexist	セクシスト	0.255	0.798	0.411
sexual	性的	0.584	0.959	0.640
sexuality	セクシュアリティ	0.670	0.898	0.657
sexy	セクシー	0.865	0.945	0.802
shabby	手のひら	0.235	0.519	0.259
shack	小屋	0.396	0.425	0.339
shackle	足かせ	0.276	0.580	0.414
shade	シェード	0.388	0.265	0.278
shades	陰影	0.490	0.300	0.380
shading	シェーディング	0.420	0.324	0.318
shadow	影	0.302	0.343	0.158
shadowy	影の	0.135	0.373	0.330
shady	日陰	0.323	0.509	0.375
shaft	軸	0.549	0.275	0.472
shag	シャグ	0.417	0.462	0.340
shaggy	シャギー	0.510	0.302	0.321
shake	振る	0.439	0.689	0.539
shakedown	シェイクダウン	0.286	0.692	0.481
shaken	振った	0.344	0.657	0.333
shaker	シェーカー	0.520	0.728	0.518
shaking	振る	0.275	0.849	0.255
shaky	不安定な	0.260	0.734	0.223
shall	〜する	0.510	0.385	0.412
shallow	浅い	0.427	0.298	0.351
shallows	浅瀬	0.388	0.368	0.368
sham	偽物	0.354	0.602	0.395
shaman	シャーマン	0.490	0.531	0.604
shambles	騒ぎ	0.271	0.696	0.287
shame	恥	0.060	0.670	0.155
shamed	恥知らずの	0.135	0.567	0.218
shameful	恥ずべき	0.040	0.680	0.264
shameless	恥知らずの	0.274	0.713	0.407
shampoo	シャンプー	0.604	0.180	0.250
shanghai	上海	0.551	0.450	0.509
shank	シャンク	0.530	0.393	0.286
shanty	シャンティ	0.427	0.459	0.255
shape	形状	0.592	0.240	0.422
shapely	綿密に	0.771	0.441	0.830
shard	シャード	0.388	0.407	0.426
share	シェア	0.759	0.548	0.545
shareholder	株主	0.656	0.632	0.915
sharing	共有	0.827	0.462	0.545
shark	鮫	0.260	0.845	0.596
sharp	シャープ	0.459	0.585	0.585
sharpen	鋭く	0.582	0.694	0.611
sharpened	鋭い	0.573	0.647	0.727
sharpener	削り器	0.532	0.435	0.327
sharpness	シャープネス	0.729	0.385	0.653
sharpshooter	鮮明な人	0.240	0.929	0.764
shatter	粉砕する	0.108	0.821	0.464
shattered	砕けた	0.097	0.806	0.309
shattering	粉砕	0.135	0.760	0.475
shave	シェービング	0.521	0.410	0.480
shaver	シェーバー	0.418	0.450	0.392
shaving	シェービング	0.500	0.469	0.353
shawl	ショール	0.720	0.365	0.230
sheaf	束	0.396	0.387	0.456
shear	剪断	0.286	0.647	0.388
shears	せん断	0.429	0.527	0.254
sheath	シース	0.460	0.314	0.342
sheathing	外装	0.378	0.480	0.642
shed	杼口	0.427	0.402	0.470
sheen	光る	0.812	0.510	0.712
sheep	羊	0.604	0.206	0.161
sheepdog	羊飼い	0.684	0.442	0.529
sheepish	愚かな	0.326	0.441	0.205
sheer	薄い	0.604	0.250	0.481
sheet	シート	0.439	0.174	0.302
sheik	シェイク	0.521	0.579	0.708
shelf	棚	0.561	0.202	0.366
shell	シェル	0.615	0.408	0.391
shellfish	貝	0.594	0.412	0.393
shelling	砲撃	0.337	0.917	0.773
shelter	シェルター	0.704	0.229	0.569
sheltered	隠された	0.590	0.377	0.717
shelters	避難所	0.582	0.333	0.482
shelved	棚上げ	0.306	0.166	0.321
shepherd	羊飼い	0.656	0.304	0.610
sherbet	シャーベット	0.592	0.363	0.348
sheriff	シェリフ	0.602	0.541	0.802
sherry	シェリー	0.594	0.477	0.315
shield	シールド	0.510	0.373	0.663
shift	シフト	0.479	0.610	0.491
shifting	シフト	0.518	0.548	0.546
shifty	シフティー	0.365	0.687	0.483
shilling	シリング	0.521	0.342	0.430
shimmer	シマー	0.745	0.562	0.656
shimmering	光る	0.844	0.648	0.904
shimmy	シミー	0.478	0.476	0.462
shin	精	0.459	0.500	0.231
shindig	シャイング	0.552	0.560	0.491
shine	輝く	0.844	0.539	0.741
shiner	シャイナー	0.740	0.510	0.556
shingle	シングル	0.510	0.200	0.410
shining	シャイニング	0.885	0.673	0.812
shiny	輝く	0.885	0.604	0.787
ship	船	0.646	0.500	0.439
shipment	出荷	0.582	0.440	0.452
shipping	運送	0.622	0.327	0.443
shipshape	シェイプ	0.594	0.480	0.474
shipwreck	難破船	0.268	0.768	0.373
shipyard	造船所	0.398	0.583	0.595
shire	シャイア	0.479	0.257	0.609
shirt	シャツ	0.698	0.186	0.231
shit	たわごと	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	うんざりした	0.214	0.695	0.380
shithead	尻尾	0.120	0.645	0.302
shitless	無謀な	0.271	0.545	0.333
shitload	荷物	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	おっぱい	0.020	0.679	0.163
shiver	震える	0.260	0.765	0.236
shivering	震え	0.122	0.663	0.373
shoals	ショールズ	0.396	0.408	0.375
shock	ショック	0.286	0.821	0.453
shocked	ショックを受けた	0.292	0.773	0.375
shocker	ショッカー	0.235	0.804	0.616
shocking	ショッキング	0.378	0.853	0.833
shockingly	ゾッとするほど	0.510	0.924	0.721
shoddy	うんざりする	0.082	0.463	0.179
shoe	靴	0.517	0.225	0.288
shoelace	靴紐	0.396	0.280	0.307
shoemaker	靴屋	0.396	0.269	0.491
shoes	靴	0.729	0.324	0.210
shoeshine	靴磨き	0.392	0.387	0.325
shook	揺れた	0.163	0.759	0.509
shoot	シュート	0.092	0.926	0.625
shooter	射手	0.224	0.814	0.774
shooting	射撃	0.276	0.931	0.602
shootout	戦闘	0.080	0.927	0.615
shop	ショップ	0.725	0.632	0.565
shopkeeper	店主	0.677	0.510	0.730
shoplifter	盗賊	0.167	0.830	0.500
shoplifting	万引き	0.152	0.833	0.441
shopper	買い物客	0.646	0.615	0.741
shopping	ショッピング	0.915	0.445	0.630
shore	海岸	0.542	0.304	0.204
shoreline	海岸線	0.677	0.296	0.529
shorn	壊れた	0.396	0.415	0.400
short	ショート	0.184	0.264	0.237
short story	ショートストーリー	0.697	0.321	0.348
shortage	不足	0.094	0.455	0.198
shortcake	ショートケーキ	0.677	0.359	0.398
shortcoming	欠点	0.195	0.370	0.258
shortcut	ショートカット	0.594	0.308	0.426
shorten	短くする	0.302	0.382	0.460
shortening	ショートニング	0.286	0.333	0.385
shorthand	簡略	0.459	0.450	0.461
shortly	まもなく	0.582	0.310	0.360
shortness	不足	0.459	0.280	0.272
shorts	ショートパンツ	0.622	0.481	0.287
shortstop	遊撃手	0.418	0.529	0.450
shortwave	短波	0.460	0.271	0.368
shot	ショット	0.144	0.750	0.569
shotgun	ショットガン	0.200	0.868	0.684
shoulder	ショルダー	0.562	0.286	0.406
shout	叫ぶ	0.229	0.925	0.444
shove	突っ込む	0.306	0.690	0.602
shovel	シャベル	0.427	0.308	0.267
shoveling	シャベル	0.265	0.620	0.537
show	ショー	0.673	0.771	0.719
showbiz	ショービズ	0.661	0.713	0.598
showboat	ショーボート	0.618	0.625	0.509
showcase	ショーケース	0.521	0.255	0.415
showdown	対決	0.302	0.950	0.692
shower	シャワー	0.669	0.346	0.336
showgirl	ショーガール	0.633	0.694	0.481
showing	表示	0.622	0.540	0.491
showoff	見せびらかす	0.344	0.598	0.463
showroom	ショールーム	0.740	0.441	0.536
showy	派手	0.698	0.657	0.661
shrapnel	破片	0.240	0.740	0.681
shred	細断した	0.224	0.750	0.627
shrew	首を絞める	0.306	0.463	0.390
shrewd	賢い	0.551	0.673	0.816
shriek	悲鳴	0.459	0.827	0.491
shrill	甲高い	0.312	0.721	0.640
shrimp	エビ	0.571	0.361	0.425
shrine	神社	0.802	0.255	0.574
shrink	シュリンク	0.385	0.453	0.272
shrinking	収縮	0.190	0.400	0.217
shrivel	収縮	0.160	0.409	0.143
shroud	シュラウド	0.417	0.457	0.389
shrub	低木	0.531	0.340	0.340
shrubbery	植え込み	0.490	0.267	0.332
shrug	肩をすくめる	0.208	0.296	0.278
shrunk	縮小	0.163	0.354	0.218
shrunken	縮小	0.500	0.373	0.221
shudder	シャダー	0.344	0.791	0.559
shuddering	震える	0.302	0.802	0.638
shuffle	シャッフル	0.459	0.450	0.556
shuffleboard	シャッフルボード	0.531	0.459	0.377
shuffling	シャッフリング	0.521	0.408	0.293
shun	避ける	0.418	0.604	0.389
shunned	避けられた	0.271	0.464	0.367
shunt	シャント	0.312	0.500	0.470
shut	シャット	0.240	0.352	0.311
shutdown	シャットダウン	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	シャッター	0.191	0.380	0.482
shuttle	シャトル	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	シャイ	0.280	0.153	0.132
shyness	内気	0.312	0.265	0.246
shyster	シスター	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	兄弟	0.857	0.340	0.636
sic	ic	0.370	0.459	0.380
sick	病気	0.104	0.431	0.136
sickbay	病室	0.296	0.510	0.345
sicken	鶏	0.051	0.500	0.294
sickening	嫌な	0.074	0.618	0.259
sickle	鎌	0.427	0.585	0.370
sickly	病気	0.188	0.550	0.191
sickness	病気	0.094	0.704	0.288
side	側	0.439	0.288	0.395
sidearm	サイドアーム	0.410	0.474	0.500
sidebar	サイドバー	0.469	0.364	0.405
sideboard	サイドボード	0.590	0.259	0.426
sideburns	脇見	0.777	0.327	0.308
sidecar	サイドカー	0.552	0.449	0.500
sidekick	サイドキック	0.602	0.439	0.509
sideline	副業	0.440	0.382	0.517
sideshow	余興	0.458	0.594	0.658
sidestep	回避	0.378	0.559	0.407
sidewalk	歩道	0.479	0.192	0.348
sideways	横に	0.788	0.245	0.291
sidewinder	サイドインダー	0.500	0.500	0.439
siege	包囲	0.271	0.750	0.567
siesta	シエスタ	0.740	0.046	0.295
sieve	ふるい	0.459	0.250	0.333
sift	ふるい分け	0.542	0.412	0.461
sifting	ふるい分け	0.571	0.469	0.474
sigh	一息	0.469	0.387	0.273
sight	視力	0.684	0.250	0.528
sighting	目撃	0.582	0.560	0.627
sightseeing	観光	0.875	0.552	0.697
sigma	シグマ	0.490	0.472	0.535
sign	符号	0.620	0.481	0.397
signal	信号	0.615	0.417	0.464
signature	署名	0.570	0.422	0.657
significance	意義	0.820	0.460	0.644
significant	重要な	0.827	0.649	0.786
signification	意味	0.583	0.337	0.530
signify	意味する	0.453	0.422	0.634
signpost	標識	0.510	0.400	0.446
silence	沈黙	0.438	0.200	0.223
silencer	サイレンサー	0.417	0.356	0.482
silent	サイレント	0.469	0.125	0.280
silently	黙って	0.448	0.185	0.306
silhouette	シルエット	0.582	0.410	0.288
silicon	シリコン	0.439	0.448	0.445
silicone	シリコーン	0.480	0.340	0.333
silk	シルク	0.760	0.115	0.300
silken	絹のような	0.730	0.265	0.394
silky	シルキー	0.802	0.397	0.271
sill	敷居	0.433	0.375	0.324
silliness	愚かさ	0.327	0.368	0.192
silly	愚かな	0.384	0.349	0.161
silo	サイロ	0.400	0.365	0.357
silt	シルト	0.510	0.269	0.200
silver	銀	0.684	0.451	0.615
silverware	銀製品	0.663	0.365	0.409
silvery	銀色	0.543	0.460	0.517
similar	類似	0.562	0.250	0.423
similarity	類似性	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	煮る	0.650	0.293	0.393
simmering	煮詰め	0.382	0.613	0.412
simple	単純	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	シンプトン	0.429	0.144	0.358
simplicity	単純さ	0.667	0.250	0.337
simplify	簡略化する	0.565	0.347	0.602
simplistic	単純化した	0.490	0.245	0.391
simply	単に	0.535	0.148	0.393
simulate	シミュレートする	0.551	0.375	0.417
simulated	シミュレートされた	0.500	0.461	0.356
simulating	シミュレートする	0.552	0.462	0.481
simulation	シミュレーション	0.552	0.574	0.567
simulator	シミュレータ	0.677	0.559	0.583
simultaneous	同時	0.691	0.577	0.554
simultaneously	同時に	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	誠実	0.918	0.265	0.725
sincerity	誠実	0.908	0.351	0.686
sinful	罪深い	0.143	0.788	0.417
sing	歌う	0.858	0.606	0.420
singer	歌手	0.802	0.735	0.628
singing	歌う	0.885	0.594	0.528
single	シングル	0.291	0.354	0.259
singly	単独で	0.553	0.354	0.466
singular	特異な	0.610	0.302	0.482
singularity	特異点	0.582	0.348	0.654
singularly	単独で	0.571	0.330	0.527
sinister	不吉な	0.125	0.896	0.581
sink	シンク	0.375	0.439	0.322
sinker	シンカー	0.302	0.557	0.538
sinking	沈む	0.135	0.439	0.342
sinner	罪人	0.237	0.667	0.356
sinning	罪を犯す	0.170	0.700	0.422
sinus	副鼻腔	0.531	0.563	0.340
sip	一口	0.375	0.380	0.213
siphon	サイフォン	0.354	0.333	0.435
sipping	傷つける	0.469	0.349	0.377
sir	サー	0.622	0.306	0.778
sire	胸	0.854	0.452	0.808
siren	サイレン	0.570	0.627	0.500
sirloin	サーロイン	0.546	0.418	0.373
sissy	シシー	0.333	0.562	0.232
sister	シスター	0.916	0.324	0.562
sisterhood	姉妹	0.837	0.415	0.696
sit	座る	0.561	0.230	0.368
sitcom	コメコミ	0.562	0.537	0.407
site	サイト	0.677	0.265	0.452
sith	シス	0.439	0.564	0.373
sitter	シッター	0.656	0.429	0.404
sitting	座っている	0.561	0.146	0.353
situate	状況を整える	0.510	0.310	0.483
situated	立っている	0.542	0.231	0.543
situation	状況	0.531	0.387	0.600
six	6	0.500	0.154	0.271
sixpence	6フェンス	0.469	0.417	0.463
sixteen	16	0.583	0.290	0.324
sixth	第六	0.521	0.275	0.366
sixty	60歳	0.694	0.240	0.433
sizable	大きさ	0.727	0.337	0.657
size	サイズ	0.531	0.336	0.569
sizzle	シズル	0.427	0.704	0.368
