Word	Hawaiian-haw	Valence	Arousal	Dominance
roadworks	nā alanui	0.562	0.538	0.509
roam	holo	0.510	0.550	0.444
roar	uwō	0.427	0.816	0.675
roaring	e uwō ana	0.449	0.817	0.634
roast	ka palaoa	0.521	0.541	0.311
roasted	kūkena	0.615	0.520	0.339
rob	mea hao	0.112	0.840	0.500
robber	pōā	0.135	0.772	0.481
robbery	pōā	0.133	0.843	0.435
robe	aahu	0.594	0.216	0.298
robin	ʻo ke kaula	0.552	0.363	0.393
robot	'ōnaehana	0.441	0.337	0.543
robotic	'ōnaehana	0.417	0.602	0.657
robotics	'ōpiliʻi	0.592	0.600	0.763
robust	ikaika	0.667	0.604	0.719
roc	'ō	0.427	0.510	0.415
rock	pōhaku	0.623	0.236	0.557
rocker	'ōkini	0.615	0.704	0.625
rocket	papa pōhaku	0.664	0.824	0.774
rocks	nā pōhaku	0.365	0.209	0.543
rod	koʻokoʻo	0.479	0.319	0.355
rodent	ʻO ke koʻokoʻo	0.323	0.577	0.279
rodeo	hoʻopau	0.490	0.676	0.588
roe	ʻalae	0.490	0.382	0.398
rogue	lālā	0.334	0.713	0.636
role	hana	0.552	0.260	0.464
roll	'ōwili	0.469	0.510	0.172
roller	ke alala	0.521	0.394	0.345
rollercoaster	kaʻa lola	0.802	0.910	0.651
rollers	nā huila	0.490	0.365	0.336
rollicking	kaomi	0.878	0.806	0.552
rolling	'ōwili	0.510	0.606	0.321
roman	ʻOi	0.615	0.475	0.639
romance	aloha	0.980	0.682	0.587
romantic	aloha	0.936	0.531	0.598
romanticism	aloha	0.854	0.521	0.593
romp	make	0.610	0.640	0.417
roof	hale	0.602	0.226	0.342
rooftop	ka papa	0.571	0.471	0.461
rook	hele	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	lumi	0.729	0.283	0.445
roomful	piha	0.786	0.425	0.634
roommate	hoa noho	0.750	0.481	0.480
rooms	nā lumi	0.677	0.241	0.386
roomy	piha	0.760	0.342	0.736
roost	kūleʻa	0.500	0.410	0.345
rooster	ka moa	0.459	0.385	0.275
root	aʻa	0.602	0.279	0.508
root beer	ka pia pia	0.582	0.520	0.415
rooted	paʻaʻia	0.510	0.527	0.718
rope	ke kaula	0.385	0.280	0.345
ropes	nā kaula	0.458	0.304	0.402
rosary	ʻO ke ola	0.806	0.140	0.430
rose	kū	0.865	0.276	0.386
rosemary	alalala	0.688	0.381	0.425
rosette	Kalākā	0.469	0.410	0.310
roster	'ōwili	0.531	0.306	0.381
rosy	ʻoliʻoli	0.940	0.528	0.755
rot	pala	0.031	0.558	0.301
rota	papa	0.320	0.462	0.209
rotary	ʻO ke kikowaena	0.573	0.462	0.528
rotate	e hoʻololi	0.458	0.470	0.492
rotation	ke hoʻololi	0.670	0.520	0.550
rote	ala	0.561	0.481	0.696
rotor	ka rotor	0.500	0.458	0.404
rotten	palaha	0.104	0.590	0.327
rotting	kekee	0.188	0.462	0.255
rotunda	ʻO ka rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	nui	0.406	0.794	0.632
roughly	me ka ikaika	0.448	0.539	0.463
roughneck	ʻokoʻa	0.323	0.640	0.491
roughness	ʻo kaʻeha	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	puni	0.552	0.434	0.311
roundabout	kākoʻo	0.490	0.425	0.495
rounded	puni	0.592	0.391	0.396
roundup	kepoe	0.520	0.580	0.474
rouse	kū	0.521	0.490	0.463
rouser	hoʻopōkā	0.480	0.540	0.423
rousing	ho'āla	0.714	0.517	0.692
rout	'ōwili	0.163	0.625	0.233
route	ala	0.583	0.353	0.518
routine	ka hana maʻamau	0.365	0.219	0.333
rove	ʻoliʻoli	0.457	0.400	0.400
rover	lālā	0.510	0.538	0.421
roving	ke holo	0.583	0.442	0.491
row	lā	0.427	0.275	0.406
rowboat	ka paepae	0.455	0.393	0.353
rowdy	lālani	0.255	0.900	0.518
rowing	e holo	0.458	0.443	0.467
royal	mō'ī	0.796	0.430	0.759
royalty	ke aliʻi	0.832	0.571	0.833
rub	holoi	0.521	0.565	0.400
rubber	ka pale	0.460	0.217	0.315
rubbers	Kaupala	0.604	0.360	0.414
rubbing	hoʻopau	0.406	0.569	0.440
rubbish	ōpala	0.198	0.454	0.164
rubble	ka palapala	0.308	0.509	0.289
rubdown	ka hoʻopau	0.561	0.491	0.404
rubric	ka rubric	0.427	0.260	0.500
ruby	Ruby	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	pākī	0.439	0.469	0.509
ruddy	ʻulaʻula	0.490	0.630	0.395
rude	mahaʻoi	0.061	0.821	0.402
rudeness	ka palaualelo	0.280	0.819	0.692
rudimentary	ke kākoʻo	0.286	0.321	0.509
rudiments	nā kumuhana	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	kele	0.173	0.429	0.225
ruff	hoʻopiʻi	0.365	0.510	0.375
ruffian	ke kuʻi	0.130	0.824	0.463
ruffle	hoʻopiʻi	0.443	0.561	0.518
rug	kawili	0.520	0.240	0.245
rugby	ka pāʻani	0.677	0.820	0.708
rugged	nā'āpana	0.561	0.569	0.793
ruin	make	0.125	0.588	0.192
ruination	ka hoʻohaunaeleʻana	0.184	0.582	0.209
ruined	ua wāwahiʻia	0.135	0.564	0.194
ruinous	ʻo ka luku	0.255	0.690	0.275
ruins	nā wāwahi	0.250	0.490	0.248
rule	ka rule	0.567	0.427	0.593
ruler	ka mō'ī	0.440	0.400	0.631
ruling	ka mana	0.177	0.566	0.410
rum	rum	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	uō	0.367	0.745	0.613
rummage	kūkala	0.243	0.615	0.289
rumor	lohe	0.255	0.582	0.282
rumored	loheʻia	0.427	0.604	0.318
rump	ka huelo	0.449	0.425	0.396
rumpus	lāʻau	0.448	0.531	0.422
run	holo	0.542	0.787	0.543
runaround	hoʻopūkā	0.448	0.519	0.349
runaway	holo aku ʻē	0.271	0.770	0.402
rundown	ua hoʻouka	0.520	0.296	0.465
runes	holo	0.438	0.300	0.304
rung	holo	0.510	0.355	0.368
runner	ka mea holo	0.459	0.747	0.632
running	e holo ana	0.730	0.858	0.442
running shoes	nā kāmaʻa wāwae	0.653	0.573	0.491
runny	holo	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	holoholo	0.585	0.373	0.406
rupture	rupture	0.125	0.633	0.430
rural	nā kaiāulu	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	wikiwiki	0.406	0.809	0.546
rushing	holo wikiwiki	0.398	0.821	0.529
rust	'ōhū	0.281	0.265	0.321
rusted	uaʻoki	0.286	0.357	0.302
rustic	kūkā	0.369	0.657	0.491
rustle	kūkā	0.333	0.538	0.394
rustler	kūkā	0.281	0.830	0.429
rusty	kūkā	0.271	0.345	0.231
rut	kūlana	0.333	0.310	0.392
ruth	ʻo Ruth	0.469	0.427	0.444
ruthless	i ka manaʻo wiwoʻole	0.208	0.850	0.670
rye	ka rye	0.490	0.298	0.411
sabbatical	ka sākona	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	ana	0.449	0.596	0.500
sabotage	hoʻopiʻi	0.135	0.906	0.500
saboteur	sabotaur	0.250	0.804	0.407
sac	keke	0.344	0.245	0.226
sack	kāki	0.385	0.337	0.264
sacrament	sacrament	0.690	0.316	0.700
sacred	hemolele	0.833	0.375	0.862
sacrifice	mōhai	0.208	0.833	0.534
sacrifices	mōhai	0.281	0.717	0.538
sacrificial	mōhai	0.198	0.755	0.452
sacrilege	mea pepehi kanaka	0.281	0.708	0.491
sacrilegious	kauā	0.146	0.736	0.449
sad	kaumaha	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	nā moe	0.104	0.436	0.144
saddle	noho noho	0.510	0.509	0.306
sadist	aloha	0.042	0.918	0.500
sadistic	aloha	0.031	0.906	0.618
sadly	me ke kaumaha	0.047	0.255	0.216
sadness	ke kaumaha	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	pono	0.898	0.306	0.759
safeguard	mālama	0.786	0.624	0.700
safekeeping	mālama pono	0.653	0.510	0.586
safety	palekana	0.708	0.491	0.868
saffron	Saffron	0.443	0.373	0.349
sag	hag	0.153	0.578	0.445
saga	Saga	0.635	0.440	0.600
sage	keki	0.781	0.327	0.693
saggy	ʻo ia	0.370	0.429	0.300
sail	holo	0.615	0.220	0.325
sailboat	kūkele	0.719	0.392	0.381
sailing	holo	0.667	0.520	0.500
sailor	ka mea hoʻokele	0.500	0.588	0.500
saint	hemolele	0.812	0.240	0.693
sainted	uaʻokiʻia	0.708	0.296	0.676
saintly	ʻo ka saint	0.865	0.286	0.591
sake	no	0.490	0.573	0.407
salad	salame	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	uku	0.786	0.480	0.652
sale	kūʻai	0.647	0.602	0.573
salesgirl	ka mea kūʻai	0.582	0.490	0.605
salesman	ka mea kūʻai	0.643	0.559	0.664
salient	maikaʻi	0.600	0.573	0.702
saline	saline	0.430	0.340	0.385
saliva	maikaʻi	0.214	0.265	0.236
sally	ʻike	0.604	0.390	0.451
salmon	salmon	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	hale noho	0.531	0.296	0.463
saloon	kalo	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	paʻakai	0.323	0.312	0.306
salted	pīpī	0.333	0.400	0.304
saltwater	ʻo ka wai paʻakai	0.327	0.330	0.364
salty	nui	0.388	0.531	0.288
salutary	aloha	0.885	0.360	0.686
salutation	aloha	0.878	0.417	0.500
salute	aloha	0.833	0.542	0.681
salvage	hoʻopakele	0.622	0.510	0.832
salvation	ola	0.857	0.480	0.800
salve	ana	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	ʻike	0.531	0.330	0.484
sample	hiʻohiʻona	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	ka hoʻomaʻemaʻe	0.770	0.431	0.816
sanctified	hoʻomaʻemaʻeʻia	0.792	0.240	0.612
sanctify	e hoʻomaʻemaʻe	0.673	0.443	0.783
sanctimonious	ke kūkala	0.240	0.365	0.327
sanction	kaʻaeʻana	0.201	0.750	0.517
sanctioned	ʻaeʻia	0.323	0.696	0.391
sanctity	hemolele	0.771	0.330	0.628
sanctuary	wahi ho'āno	0.863	0.226	0.575
sanctum	luakini	0.521	0.438	0.657
sand	one	0.582	0.279	0.304
sandal	kāmaʻa	0.490	0.283	0.333
sandbox	ka pahu lepo	0.573	0.274	0.264
sander	e holo	0.438	0.580	0.445
sandman	ke one	0.479	0.469	0.388
sandpaper	kahi one	0.417	0.425	0.404
sands	one	0.646	0.304	0.377
sandstorm	one kai	0.324	0.821	0.629
sandwich	Sandwich	0.672	0.314	0.310
sandy	one one	0.406	0.265	0.296
sane	kūpono	0.760	0.235	0.670
sanguine	ke koko	0.520	0.560	0.545
sanitarium	ka sanitarium	0.448	0.645	0.570
sanitary	ka hoʻomaʻemaʻe	0.458	0.320	0.425
sanitation	hoʻomaʻemaʻe	0.742	0.312	0.500
sanity	maikaʻi	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	ka santa	0.735	0.286	0.509
sap	lapa	0.470	0.298	0.258
sapiens	Sapiens	0.480	0.453	0.584
sapphire	Sapphire	0.770	0.472	0.651
sappy	maikaʻi	0.583	0.469	0.330
sarcasm	nā'ōlelo hoʻokipa	0.125	0.685	0.346
sarcastic	ka mea hoʻokipa	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	ka sarcophagus	0.271	0.561	0.435
sardine	sardine	0.541	0.236	0.236
sardonic	Kalikona	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	kāʻei	0.480	0.298	0.333
sashimi	kāpili	0.704	0.310	0.359
sassafras	nāuwai	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	ma Satana	0.062	0.843	0.720
satchel	kūmā	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satellite	0.562	0.409	0.764
satin	kekona	0.519	0.396	0.481
satire	hoʻopunipuni	0.458	0.655	0.472
satirical	hoʻopunipuni	0.323	0.615	0.538
satisfaction	ʻike	0.939	0.637	0.673
satisfactorily	maikaʻi	0.765	0.570	0.802
satisfactory	maikaʻi	0.959	0.569	0.702
satisfied	ua piha	0.959	0.510	0.685
satisfy	eʻoluʻolu	0.867	0.790	0.705
satisfying	maikaʻi	0.890	0.606	0.814
saturate	ka nui	0.281	0.680	0.467
saturated	ua hoʻomaʻemaʻeʻia	0.474	0.700	0.442
saturation	ke kuʻi	0.255	0.582	0.583
satyr	ʻo Satyr	0.280	0.639	0.500
sauce	ka lole	0.562	0.515	0.288
saucepan	ʻoiai	0.347	0.264	0.321
saucer	ka lole	0.510	0.327	0.337
saucy	maikaʻi	0.250	0.653	0.391
sauerkraut	helena	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	puaʻa	0.542	0.429	0.300
savage	maikaʻi	0.204	0.931	0.605
savagery	kauā	0.219	0.907	0.711
savanna	savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	ʻike	0.781	0.451	0.818
save	mālama	0.770	0.439	0.682
saver	mālama	0.745	0.382	0.802
saving	ho'ōla	0.663	0.230	0.621
savings	nā waihona	0.776	0.431	0.608
savior	hoʻopakele	0.920	0.469	0.804
savor	maikaʻi	0.827	0.552	0.526
savory	maikaʻi	0.812	0.717	0.619
savvy	ʻike	0.719	0.520	0.706
saw	ʻike	0.316	0.541	0.518
sawdust	keahi	0.398	0.279	0.241
sawmill	ka huʻu	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	Saxophone	0.688	0.444	0.482
say	e'ōlelo	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	nā mea pale	0.325	0.219	0.217
scaffold	hale hānai	0.480	0.500	0.336
scaffolding	ka pale	0.496	0.366	0.545
scalding	kaʻala	0.271	0.540	0.381
scale	pākuʻi	0.310	0.350	0.577
scales	pale	0.439	0.330	0.491
scallop	hele	0.490	0.363	0.331
scalp	hiʻo	0.347	0.346	0.302
scalpel	ka pila	0.302	0.700	0.482
scaly	ʻike	0.281	0.481	0.358
scam	kūkala	0.042	0.745	0.418
scamp	ke kahawai	0.458	0.464	0.371
scampi	ʻO Scampi	0.531	0.448	0.224
scan	ʻike	0.479	0.423	0.470
scandal	ka hōʻino	0.122	0.821	0.557
scandalous	haʻalulu	0.135	0.907	0.556
scanner	polokalamu uila	0.531	0.356	0.567
scanty	ʻuʻuku	0.287	0.333	0.127
scape	palepo	0.290	0.625	0.536
scapegoat	kapepe	0.184	0.685	0.481
scar	maʻile	0.146	0.500	0.397
scarab	nā welu	0.406	0.458	0.267
scarce	ʻAʻole iki	0.292	0.324	0.218
scarcely	ʻaʻole iki	0.082	0.412	0.160
scarcity	ka loaʻaʻole	0.167	0.500	0.182
scare	makaʻu	0.122	0.910	0.264
scarecrow	nā mea hoʻonā	0.219	0.274	0.349
scared	makaʻu	0.146	0.828	0.185
scares	nā mea hoʻoweliweli	0.122	0.847	0.386
scarf	scarf	0.750	0.224	0.224
scarier	ka meaʻoi aku	0.156	0.846	0.472
scariest	i maʻaʻole	0.167	0.863	0.538
scarlet	ulaula	0.507	0.390	0.411
scary	weliweli	0.062	0.952	0.528
scat	e hoʻolei	0.337	0.548	0.409
scatter	e lulu	0.229	0.620	0.404
scattered	ua hoʻopuehuʻia	0.208	0.380	0.238
scattering	ka palaha	0.347	0.550	0.394
scavenger	ka mea pale	0.177	0.578	0.408
scenario	ʻike	0.667	0.510	0.683
scene	ʻike	0.570	0.340	0.578
scenery	nānā	0.745	0.253	0.592
scenic	hilahila	0.684	0.548	0.756
scent	kaʻala	0.633	0.410	0.491
scented	meaʻala	0.865	0.509	0.431
scepter	koʻokoʻo	0.630	0.300	0.670
sceptical	keʻokeʻo	0.214	0.387	0.466
scepticism	keʻokeʻo	0.292	0.444	0.550
schadenfreude	ka schadenfreude	0.354	0.640	0.463
schedule	papa kuhikuhi	0.510	0.380	0.480
schematic	makaika	0.490	0.284	0.647
scheme	polokalamu	0.521	0.269	0.577
schilling	hoʻolālā	0.367	0.410	0.418
schism	ke aloha	0.280	0.569	0.386
schizophrenia	maʻi schizophrenia	0.092	0.880	0.435
schizophrenic	'ōkalakala	0.102	0.958	0.433
schlep	ʻike schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	keahi	0.365	0.430	0.382
scholar	ka mea heluhelu	0.694	0.421	0.731
scholarly	ka mea heluhelu	0.750	0.466	0.709
scholarship	ka haumana	0.866	0.490	0.625
scholastic	nā mea maʻamau	0.500	0.470	0.491
school	ke kula	0.765	0.423	0.633
schoolboy	ke kula	0.623	0.385	0.441
schoolgirl	ke kula	0.760	0.521	0.415
schoolhouse	hale kula	0.602	0.407	0.672
schooling	ke kula	0.582	0.462	0.640
schoolmaster	ke kula kula	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	ke kula	0.479	0.500	0.481
schoolyard	ke kula	0.684	0.529	0.440
schooner	ka moku	0.635	0.408	0.427
sciatica	ʻo ka sciatica	0.286	0.443	0.393
science	kepekema	0.588	0.429	0.741
scientific	ʻikeʻike	0.653	0.510	0.836
scientist	ka meaʻepekema	0.562	0.500	0.790
scifi	ʻike	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	ka wili	0.650	0.736	0.612
scintillation	ka hōʻailona	0.576	0.579	0.573
scintillator	ka pakuhi	0.583	0.670	0.510
scion	ʻo ka scion	0.490	0.380	0.451
scissors	ka wili	0.458	0.462	0.302
scoff	haʻaka	0.125	0.686	0.306
scold	e uhauha	0.194	0.755	0.626
scolding	e hōʻino ana	0.071	0.833	0.417
scone	e hoʻonā	0.418	0.287	0.229
scoop	ka maka	0.583	0.543	0.640
scoot	hika	0.510	0.490	0.412
scooter	ka mea kaʻa	0.510	0.587	0.371
scope	nui	0.656	0.386	0.718
scorch	i ka maʻi	0.214	0.689	0.491
scorching	kūmoho	0.406	0.635	0.464
score	heluʻai	0.670	0.388	0.589
scoreboard	papa helu	0.667	0.484	0.472
scorer	scorer	0.730	0.608	0.764
scores	nui	0.594	0.469	0.629
scorn	hoʻowahāwahā	0.110	0.721	0.356
scorned	hoʻowahāwahāʻia	0.062	0.529	0.226
scornful	hoʻowahāwahā	0.173	0.608	0.368
scorpion	wiona	0.198	0.745	0.600
scotch	ʻikeʻia	0.578	0.520	0.615
scoundrel	ka mea hōʻailona	0.094	0.740	0.412
scour	ʻoiai	0.388	0.602	0.632
scourge	maʻi	0.214	0.640	0.302
scout	ʻike	0.656	0.611	0.763
scowl	ʻike	0.302	0.600	0.413
scrabble	hōʻailona	0.625	0.412	0.399
scram	ka scram	0.306	0.485	0.409
scramble	hoʻopiliʻia	0.469	0.744	0.500
scrambled	ua hōʻinoʻia	0.451	0.535	0.539
scrambler	ka hōʻiliʻili	0.417	0.550	0.444
scrambling	ka hoʻokele	0.421	0.810	0.731
scrap	pau	0.156	0.339	0.173
scrapbook	puke puke	0.562	0.274	0.432
scrape	kūkala	0.365	0.615	0.384
scrapie	hōʻailona	0.306	0.706	0.231
scraping	hoʻopiʻi	0.265	0.479	0.305
scrappy	pōʻino	0.301	0.375	0.406
scratch	kūkala	0.276	0.625	0.270
scratchy	kūkala	0.235	0.610	0.436
scrawny	nā mea hōʻailona	0.276	0.422	0.245
scream	uē	0.188	0.863	0.594
screamer	uē	0.156	0.670	0.392
screaming	e ho'ōho ana	0.245	0.901	0.460
screech	hele	0.214	0.802	0.306
screen	nānā	0.670	0.300	0.417
screening	hōʻike 'ana	0.562	0.570	0.709
screenplay	hōʻike wikiwiki	0.500	0.406	0.518
screenwriter	mea kākau	0.571	0.500	0.712
screw	hele	0.385	0.460	0.377
screwball	ka mokulele	0.271	0.680	0.505
screwdriver	makaikai	0.520	0.519	0.439
screwed	ua hoʻokuʻuʻia	0.302	0.520	0.464
screwy	hele	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	hoʻoponopono	0.429	0.453	0.358
scribe	kākau'ōlelo	0.541	0.264	0.491
scrimmage	nā meaʻala	0.367	0.660	0.411
scrip	ka pahu	0.430	0.462	0.455
script	hōʻoia	0.610	0.450	0.527
scriptural	'ōnaewele	0.551	0.250	0.596
scripture	palapala hemolele	0.745	0.270	0.630
scroll	hoao	0.375	0.630	0.409
scrotum	nā hua'ōlelo	0.396	0.653	0.361
scrounge	pākī	0.210	0.565	0.397
scrounger	hoʻopōʻino	0.323	0.490	0.358
scrub	make	0.417	0.420	0.500
scruffy	palahū	0.194	0.435	0.176
scrumptious	kūkala	0.959	0.650	0.566
scrupulous	ke akamai	0.545	0.685	0.602
scrutinize	e nānā	0.458	0.587	0.573
scrutiny	nānāʻia	0.500	0.653	0.658
scuba	palehu	0.542	0.494	0.456
scuff	helena	0.165	0.560	0.376
scuffle	ka hopena	0.146	0.800	0.529
scullery	kākala	0.469	0.337	0.353
sculptor	ka mea kālai kiʻi	0.653	0.431	0.694
sculpture	kiʻi kiʻi	0.750	0.346	0.490
sculptured	kiʻiʻia	0.708	0.373	0.557
scum	ka pala	0.357	0.380	0.218
scumbag	hele	0.240	0.591	0.278
scurry	kūleʻa	0.398	0.647	0.509
scurvy	i ka wili	0.354	0.462	0.312
scuttle	ke kau	0.438	0.398	0.430
sea	ke kai	0.833	0.353	0.589
seaboard	ka moku	0.663	0.356	0.507
seafood	ka iʻa	0.656	0.500	0.328
seagull	ke kai	0.635	0.245	0.314
seal	sila	0.490	0.218	0.518
seals	me nā sila	0.412	0.241	0.402
seam	ka lole	0.427	0.250	0.414
seaman	ka luina	0.520	0.510	0.672
seamless	ʻaʻole ke kīnā	0.459	0.140	0.302
seamstress	kahi wahine	0.535	0.288	0.389
seaport	kahakai	0.594	0.317	0.491
sear	ʻike	0.490	0.553	0.600
search	huli	0.635	0.580	0.462
searching	huli	0.534	0.657	0.466
searchlight	kiʻi kukui	0.622	0.510	0.552
seared	ua kai	0.229	0.410	0.398
seashore	kahakai	0.796	0.310	0.375
seasick	ke kai	0.115	0.683	0.245
seaside	kahakai	0.887	0.520	0.508
season	manawa	0.792	0.410	0.519
seasonal	manawa wā	0.592	0.273	0.305
seasoned	'ōniu	0.812	0.570	0.509
seasoning	'ōniu	0.633	0.388	0.479
seat	noho	0.542	0.281	0.434
seatbelt	hihihihihihi	0.656	0.314	0.726
seating	noho	0.552	0.265	0.286
seawater	kai	0.760	0.197	0.491
seaweed	ke kai	0.446	0.286	0.382
sec	ike	0.490	0.385	0.380
secession	hoʻopakele	0.323	0.561	0.509
secluded	ua hoʻoneleʻia	0.357	0.265	0.240
seclusion	hūnā	0.230	0.558	0.505
second	ka lua	0.490	0.210	0.250
second cousin	ka hoahānau lua	0.698	0.360	0.441
secondary	tuarua	0.636	0.375	0.260
secondhand	hoʻopau lima	0.194	0.389	0.283
secrecy	hūnā	0.294	0.549	0.475
secret	ʻike	0.479	0.580	0.509
secretariat	helikina	0.518	0.459	0.597
secretary	ke kākau'ōlelo	0.612	0.426	0.561
secrete	huna	0.427	0.567	0.518
secretion	hoʻopono	0.354	0.582	0.529
secretive	huna	0.390	0.250	0.538
secretly	huna malū	0.525	0.404	0.479
sect	ʻike	0.265	0.667	0.526
sectarian	hui	0.260	0.606	0.517
section	wahi	0.500	0.269	0.421
sectional	paukū	0.427	0.415	0.464
sector	lālā	0.594	0.190	0.569
secular	ʻO ke kino	0.463	0.461	0.520
secularism	ke kīkala	0.367	0.440	0.559
secure	paʻa	0.844	0.380	0.914
securities	nā palekana	0.750	0.304	0.852
security	mālama	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	kūpaʻa	0.656	0.157	0.345
sedation	kahi hoʻomaha	0.510	0.270	0.398
sedative	ana	0.314	0.273	0.352
sedentary	kūlohelohe	0.292	0.185	0.273
sedge	e	0.406	0.396	0.339
sediment	ia	0.438	0.306	0.372
sedimentary	ia	0.398	0.265	0.500
sedition	kipi	0.327	0.557	0.591
seduce	hoʻopunipuni	0.462	0.864	0.689
seducer	ka mea hoʻopunipuni	0.704	0.812	0.775
seducing	hoʻopunipuni	0.569	0.794	0.708
seduction	hoʻopunipuni	0.510	0.891	0.618
seductive	hoʻopiʻi	0.771	0.821	0.667
see	e nānā	0.635	0.269	0.312
seed	hua	0.656	0.135	0.306
seedling	nā mea kanu	0.406	0.343	0.423
seeds	nā mea kanu	0.731	0.269	0.418
seedy	hua	0.229	0.390	0.325
seek	e huli	0.622	0.429	0.482
seeker	mea noi	0.646	0.464	0.553
seem	ʻike	0.471	0.302	0.298
seemingly	me he mea lā	0.490	0.410	0.356
seer	ka mea nānā	0.604	0.481	0.740
seesaw	seesaw	0.570	0.559	0.410
seething	ka wela	0.312	0.821	0.642
segment	mahele	0.469	0.290	0.440
segregate	wehewehe	0.290	0.627	0.440
segregated	ua hoʻokaʻawaleʻia	0.164	0.575	0.411
segregation	kahi kaʻawale	0.302	0.545	0.390
seismic	seismic	0.323	0.925	0.578
seize	e hopu	0.656	0.644	0.673
seizure	hopu	0.177	0.775	0.462
seldom	nawahi	0.323	0.379	0.287
select	koho	0.615	0.406	0.602
selection	koho	0.594	0.340	0.595
selective	koho	0.612	0.347	0.706
selectman	koho	0.552	0.547	0.609
selenium	aile selenium	0.469	0.408	0.336
self	ia	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	manaʻo wale	0.061	0.637	0.495
selfishness	manaʻokala wale	0.200	0.686	0.453
selfless	alohaʻole	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	kūʻai	0.618	0.608	0.605
seller	ka mea kūʻai aku	0.635	0.471	0.635
sellout	sellout	0.398	0.490	0.465
seltzer	iho	0.448	0.452	0.406
semantics	nā kānana	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	keʻano	0.500	0.471	0.442
semen	pua	0.500	0.755	0.471
semester	hoʻokahi mahina	0.521	0.327	0.482
semi	lā	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	kekeke	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminary	0.594	0.367	0.589
semiotics	nā huahana	0.449	0.417	0.596
senate	Senate	0.490	0.349	0.836
senator	Senator	0.391	0.422	0.821
send	hoʻouna	0.663	0.480	0.537
sender	ka mea hoʻouna	0.542	0.449	0.509
senescence	ke kele	0.378	0.456	0.394
senile	ike	0.280	0.211	0.305
senior	luna	0.561	0.415	0.536
seniority	kahiko	0.408	0.427	0.602
senor	Senor	0.527	0.217	0.630
senorita	Senorita	0.765	0.550	0.500
sensation	ʻike	0.781	0.663	0.673
sensational	hiʻona	0.938	0.827	0.858
sense	manaʻo	0.781	0.417	0.474
senseless	naʻaupō	0.125	0.388	0.136
senses	manaʻo	0.740	0.461	0.693
sensibility	ʻike	0.583	0.423	0.448
sensible	kūpono	0.625	0.454	0.312
sensibly	ʻike	0.786	0.337	0.396
sensitive	pale	0.714	0.426	0.254
sensitivity	ʻike	0.750	0.417	0.395
sensor	ʻike	0.571	0.377	0.542
sensory	ʻike	0.583	0.480	0.442
