Word	Corsican-co	Valence	Arousal	Dominance
rejoin	tornu	0.655	0.548	0.556
rejuvenate	fiatu novu	0.776	0.588	0.767
rejuvenated	rejuvenated	0.809	0.673	0.700
rekindle	riavvicinassi	0.656	0.520	0.788
relapse	recidda	0.173	0.460	0.303
relate	ligate	0.653	0.500	0.623
related	in relazione	0.677	0.365	0.519
relation	rilazioni	0.857	0.604	0.625
relationship	rilazioni	0.867	0.566	0.589
relative	parenti	0.500	0.378	0.386
relativity	relatività	0.594	0.393	0.615
relax	rilassate	0.927	0.250	0.375
relaxant	relaxant	0.878	0.087	0.357
relaxation	relaxation	0.873	0.161	0.381
relaxed	tranquillu	0.865	0.090	0.382
relaxing	rilassante	0.854	0.157	0.475
relay	relay	0.738	0.542	0.543
release	liberazione	0.740	0.606	0.741
released	liberatu	0.844	0.490	0.651
relegation	relegazione	0.375	0.500	0.434
relentless	senza timori	0.333	0.713	0.904
relevance	pertinenza	0.710	0.599	0.791
relevancy	pertinenza	0.724	0.481	0.673
relevant	pertinenti	0.719	0.608	0.764
reliability	affidabilità	0.917	0.380	0.696
reliable	affidàbbili	0.912	0.241	0.875
reliance	fiducia	0.844	0.431	0.853
relic	relic	0.646	0.452	0.591
relics	relics	0.719	0.580	0.579
relief	sguillà	0.844	0.278	0.481
relieve	sguillà	0.813	0.183	0.536
relieved	liberata	0.896	0.314	0.391
relieving	allinamentu	0.740	0.255	0.455
relight	relight	0.560	0.588	0.519
religion	religione	0.646	0.320	0.755
religious	religiosi	0.740	0.238	0.696
relinquish	rinunzà	0.265	0.606	0.286
relish	prufittà	0.854	0.610	0.632
relive	rinviviscerete	0.750	0.650	0.693
reload	ricaricate	0.562	0.611	0.571
relocate	tramutà	0.500	0.594	0.640
relocation	rilucazione	0.396	0.500	0.475
reluctance	reluctance	0.240	0.606	0.373
reluctant	reluctant	0.292	0.630	0.432
rely	appujarà	0.812	0.429	0.616
remain	stanu	0.709	0.365	0.731
remainder	restu	0.398	0.357	0.324
remaining	restu restu	0.449	0.290	0.296
remains	ferma	0.610	0.240	0.565
remake	remake	0.583	0.488	0.642
remand	falesia	0.245	0.446	0.318
remark	rimarchevuli	0.561	0.325	0.716
remarkable	significatu	0.880	0.573	0.720
remarkably	significativamente	0.688	0.618	0.868
remarry	ripastru	0.653	0.791	0.540
rematch	reloade	0.469	0.798	0.627
remedial	rimedjali	0.369	0.418	0.509
remedy	rimediu	0.625	0.283	0.491
remember	ricurdativi	0.776	0.422	0.454
remembered	ricurdati	0.916	0.333	0.588
remembering	ricurdannusi	0.535	0.386	0.509
remembrance	rimorsu	0.812	0.250	0.519
remind	ricurdà	0.721	0.415	0.563
reminder	annunziu	0.552	0.423	0.589
reminisce	riconinu	0.903	0.490	0.363
reminiscent	ricordi	0.500	0.481	0.611
reminiscing	ricorda	0.688	0.431	0.418
remiss	remiss	0.190	0.650	0.325
remission	rimissione	0.418	0.330	0.518
remit	rimettiri	0.510	0.509	0.473
remittance	rimesse	0.684	0.479	0.454
remnant	restu	0.367	0.312	0.388
remodel	remodel	0.604	0.647	0.693
remorse	rimorsu	0.103	0.673	0.377
remorseful	rimorsu	0.347	0.429	0.250
remote	remote	0.458	0.333	0.477
remoteness	distanza	0.323	0.510	0.339
removal	rimorca	0.245	0.540	0.368
remove	sguassate	0.292	0.539	0.472
remover	remover	0.337	0.443	0.526
remuneration	rimunerazione	0.792	0.760	0.607
renaissance	rinascimentu	0.771	0.670	0.767
renal	renal	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	rende	0.541	0.395	0.448
rendering	rende	0.531	0.434	0.667
rendezvous	rendezvous	0.750	0.490	0.658
rendition	interpretazione	0.417	0.360	0.398
renegade	renegatu	0.140	0.640	0.509
renegotiate	renegotiate	0.580	0.702	0.708
renew	rinnuvà	0.868	0.481	0.713
renewal	rinnuvamentu	0.770	0.710	0.672
renounce	rinuncemu	0.156	0.490	0.552
renovate	rinuvà	0.878	0.549	0.755
renovated	rinnuvatu	0.783	0.406	0.657
renovation	rinnuvamentu	0.816	0.590	0.779
renown	rinomina	0.693	0.475	0.693
renowned	rinumatu	0.844	0.481	0.697
rent	rent	0.344	0.429	0.446
rental	affitti	0.510	0.370	0.308
renter	inquilina	0.590	0.301	0.371
renunciation	rinuncenza	0.260	0.578	0.336
reopen	ripèranu	0.656	0.528	0.568
reorganization	riurganizazione	0.622	0.587	0.754
reorganize	riorganizà	0.667	0.590	0.722
rep	rep	0.520	0.510	0.640
repaint	ripasti	0.622	0.382	0.308
repair	riparazione	0.583	0.460	0.589
repairman	riparatore	0.582	0.426	0.707
reparation	riparazione	0.531	0.615	0.732
repay	ripaganu	0.469	0.632	0.592
repayment	rimborsu	0.479	0.490	0.474
repeal	annulazione	0.260	0.480	0.482
repeat	repetite	0.490	0.529	0.552
repeated	ripiteva	0.429	0.472	0.314
repeatedly	ripetitu	0.479	0.575	0.500
repeater	ripetuttore	0.479	0.426	0.430
repel	repel	0.224	0.620	0.441
repellant	repellant	0.292	0.620	0.426
repellent	repellent	0.286	0.500	0.491
repelling	ripelle	0.184	0.633	0.429
repent	ripintenza	0.449	0.422	0.386
repentance	ripintenza	0.417	0.604	0.324
repentant	penitente	0.326	0.500	0.200
repertoire	repertoriu	0.633	0.594	0.667
repertory	u repertoriu	0.562	0.473	0.528
repetition	ripetizioni	0.375	0.519	0.396
repetitive	repetitivi	0.320	0.438	0.362
rephrase	rifaccià	0.547	0.451	0.549
replace	sustituisce	0.417	0.520	0.500
replacement	sustituzione	0.385	0.519	0.500
replay	replay	0.612	0.522	0.761
replenish	ricumpete	0.615	0.336	0.689
replete	replete	0.552	0.497	0.670
replica	replicata	0.480	0.520	0.493
replicate	riplicate	0.480	0.630	0.585
replication	riplicazione	0.342	0.618	0.510
reply	risponde	0.762	0.290	0.596
report	rapportu	0.583	0.444	0.575
reported	informatu	0.418	0.442	0.567
reporter	riportatore	0.531	0.550	0.604
repose	repose	0.469	0.100	0.330
reposition	reposizione	0.408	0.529	0.509
repository	ripositoriu	0.406	0.396	0.500
repossess	riposu	0.418	0.667	0.552
reprehensible	cummincianti	0.316	0.569	0.351
represent	rapprisentanu	0.781	0.433	0.861
representation	rapprisintazioni	0.677	0.542	0.750
representative	rapprisintanti	0.704	0.366	0.694
represented	rapprisintatu	0.724	0.444	0.688
representing	rapprisentanu	0.796	0.464	0.833
repress	repress	0.208	0.612	0.536
repressed	riprimuta	0.188	0.337	0.311
repression	ripressione	0.214	0.764	0.481
reprieve	riprivera	0.531	0.471	0.574
reprimand	ripigliu	0.153	0.528	0.465
reprint	Reprint	0.510	0.449	0.527
reprisal	reprisal	0.125	0.788	0.545
reprise	reprise	0.459	0.500	0.464
reproach	vituperiu	0.240	0.755	0.384
reproduce	ripruduce	0.823	0.622	0.760
reproduction	ripruduzzioni	0.800	0.736	0.713
reproductive	riputtivu	0.770	0.604	0.856
reprogram	riprogramà	0.519	0.404	0.557
reptile	rèttili	0.350	0.566	0.365
republic	ripubblica	0.635	0.340	0.830
republican	ripubblicanu	0.398	0.551	0.664
repudiation	repudiation	0.167	0.686	0.274
repugnance	disprezzu	0.062	0.684	0.425
repugnant	disgrazia	0.061	0.735	0.453
repulsion	repulsion	0.247	0.673	0.353
repulsive	ripulsivu	0.146	0.775	0.425
repurchase	ripurchase	0.531	0.592	0.557
reputable	risputabbili	0.781	0.462	0.919
reputation	riputazione	0.740	0.542	0.721
repute	repute	0.729	0.500	0.702
reputed	sappiutu	0.439	0.528	0.627
request	dumanda	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	esse dumandate	0.398	0.439	0.560
required	necessariu	0.583	0.509	0.700
requirement	esigenza	0.510	0.439	0.728
requisite	necessità	0.448	0.363	0.609
requisition	duminiu	0.478	0.510	0.649
reread	micca relevani	0.448	0.377	0.492
reroute	reroute	0.540	0.598	0.598
rerun	rerun	0.333	0.620	0.529
reschedule	reschedule	0.438	0.422	0.537
rescind	rescind	0.347	0.380	0.391
rescission	rescission	0.333	0.529	0.360
rescue	salvata	0.806	0.926	0.850
research	ricerca	0.633	0.663	0.741
researcher	investigatore	0.569	0.510	0.857
resection	risección	0.375	0.482	0.500
resemblance	semillu	0.743	0.216	0.570
resemble	s'assumiglia	0.602	0.388	0.463
resembling	s'assumiglia	0.592	0.250	0.529
resent	resent	0.073	0.553	0.163
resentful	risicuta	0.120	0.608	0.324
resentment	resinzione	0.163	0.745	0.528
reservation	riservazione	0.688	0.343	0.561
reserve	riserva	0.585	0.289	0.589
reserved	riservatu	0.594	0.316	0.583
reserves	riserve	0.653	0.363	0.520
reservoir	reservatu	0.531	0.276	0.462
reset	resettore	0.490	0.450	0.574
reside	residu	0.451	0.440	0.455
residence	residenza	0.615	0.382	0.585
residences	residenzi	0.618	0.418	0.509
residency	residenza	0.694	0.357	0.679
resident	residenti	0.592	0.327	0.500
residential	residenziale	0.720	0.210	0.589
residual	residuale	0.448	0.288	0.327
residue	residu	0.354	0.330	0.183
resign	resignà	0.250	0.543	0.273
resignation	dimissioni	0.145	0.392	0.310
resigned	dimissiuneghja	0.240	0.170	0.268
resilience	risistenza	0.531	0.440	0.667
resilient	resistente	0.542	0.540	0.801
resin	risina	0.284	0.308	0.400
resist	resistenza	0.414	0.676	0.651
resistance	resistenza	0.427	0.694	0.796
resistant	resistente	0.592	0.585	0.815
resisting	resistente	0.408	0.776	0.789
resistive	resistiva	0.396	0.519	0.651
resolute	decisu	0.771	0.510	0.712
resolutely	risolutu	0.714	0.453	0.805
resolution	risuluzzioni	0.780	0.550	0.745
resolve	risolve	0.710	0.472	0.750
resolved	risurvutu	0.735	0.357	0.683
resonance	resonance	0.541	0.426	0.629
resonant	resonant	0.542	0.633	0.663
resonate	risonate	0.582	0.610	0.644
resonator	resonatore	0.469	0.608	0.519
resort	vacanza	0.573	0.441	0.632
resounding	forti	0.490	0.708	0.596
resource	risorse	0.740	0.357	0.749
resourceful	risultatu	0.906	0.704	0.886
resources	risorse	0.604	0.348	0.627
respect	rispettu	0.927	0.344	0.758
respectability	rispettabilità	0.875	0.407	0.912
respectable	rinuvàbbili	0.850	0.350	0.889
respected	rispittatu	0.908	0.441	0.853
respectful	rispettuosu	0.951	0.386	0.814
respecting	rispettu	0.837	0.321	0.720
respective	rispettivi	0.625	0.413	0.721
respects	rispetta	0.840	0.387	0.824
respiration	respirazione	0.760	0.377	0.669
respirator	respiratoriu	0.433	0.398	0.453
respiratory	respirazioni	0.500	0.450	0.552
respite	respite	0.600	0.373	0.420
resplendent	resplendent	0.905	0.673	0.755
respond	risponde	0.573	0.435	0.594
respondent	rispondenu	0.449	0.455	0.480
response	risposta	0.615	0.500	0.472
responsibility	rispunsabilità	0.760	0.500	0.852
responsible	respunsabile	0.837	0.527	0.833
responsive	risposti	0.816	0.569	0.573
rest	restu	0.907	0.167	0.300
restart	restituisce	0.531	0.519	0.554
restaurant	restaurant	0.847	0.406	0.500
rested	restu	0.792	0.235	0.462
restful	restful	0.781	0.116	0.413
restitution	restituzione	0.583	0.542	0.643
restless	tranquillità	0.219	0.810	0.304
restlessness	inquietude	0.083	0.794	0.397
restock	restock	0.510	0.538	0.645
restoration	a ristaurazione	0.755	0.426	0.734
restorative	restaurazione	0.633	0.510	0.703
restore	restaurà	0.765	0.490	0.625
restored	restituita	0.892	0.410	0.728
restoring	ristabilisce	0.820	0.490	0.783
restrain	restriisce	0.134	0.696	0.434
restrained	restituinu	0.354	0.590	0.509
restraining	resturazione	0.296	0.702	0.672
restraint	restrizione	0.167	0.618	0.520
restrict	limità	0.115	0.539	0.577
restricted	limità	0.276	0.500	0.407
restriction	restrizzioni	0.130	0.590	0.569
restrictive	stretti	0.215	0.596	0.500
restroom	restroom	0.653	0.279	0.267
result	risultatu	0.812	0.490	0.652
resultant	risultatu	0.670	0.441	0.637
resume	rimintu	0.573	0.411	0.586
resumption	resumption	0.637	0.528	0.653
resurrect	risurrezzione	0.781	0.725	0.817
resurrection	risurrizzioni	0.708	0.740	0.759
resuscitate	risuscitar	0.531	0.696	0.818
resuscitation	risuscitazioni	0.753	0.768	0.795
retail	u travagliu	0.510	0.353	0.411
retailer	dumpresseur	0.708	0.439	0.595
retain	retenite	0.367	0.451	0.630
retainer	retainer	0.396	0.422	0.356
retaining	mantene	0.417	0.559	0.632
retake	ripiglià	0.616	0.471	0.591
retaliate	ralassia	0.111	0.812	0.595
retaliation	rapprisagghia	0.156	0.812	0.491
retaliatory	retaliatoriu	0.194	0.865	0.598
retard	ritardinu	0.194	0.347	0.222
retardation	ritardia	0.125	0.360	0.155
retarded	ritardate	0.302	0.462	0.161
retards	ritardi	0.362	0.434	0.218
retention	ritenimentu	0.344	0.490	0.558
retentive	retentive	0.439	0.482	0.491
rethink	ricinnate	0.480	0.423	0.583
reticent	reticent	0.396	0.519	0.500
retina	retina	0.490	0.255	0.342
retinal	retinali	0.531	0.343	0.475
retire	ritirata	0.398	0.392	0.186
retired	ritirata	0.270	0.259	0.301
retirement	retirement	0.250	0.324	0.255
retiring	ritirata	0.408	0.376	0.214
retold	retold	0.459	0.385	0.352
retort	retort	0.417	0.520	0.481
retrace	retrace	0.250	0.482	0.317
retract	retrazzione	0.316	0.443	0.358
retraction	retrattura	0.312	0.491	0.427
retractor	retractor	0.354	0.590	0.557
retreat	ritirtu	0.500	0.519	0.312
retrenchment	sfondate	0.230	0.650	0.384
retrial	retrial	0.500	0.577	0.593
retribution	ritruvemu	0.625	0.490	0.708
retrieval	ricuperazione	0.700	0.440	0.704
retrieve	ricuperate	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	retroactiva	0.521	0.452	0.655
retrograde	retrograde	0.208	0.464	0.415
retrospect	retrospectivu	0.406	0.500	0.538
retrospective	retrospetu	0.594	0.481	0.528
retrospectively	retrospectivu	0.516	0.400	0.560
return	ritornu	0.602	0.412	0.463
reunion	riunione	0.837	0.500	0.672
reunite	riunite	0.656	0.550	0.657
reunited	riunite	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	revelà	0.493	0.637	0.526
revel	avelli	0.740	0.705	0.684
revelation	revelazione	0.879	0.500	0.865
revelations	revelazioni	0.729	0.655	0.600
revels	si prutegge	0.827	0.683	0.647
revenge	revenge	0.230	0.940	0.627
revenue	inguernu	0.873	0.510	0.854
reverberation	reverberazioni	0.390	0.639	0.551
revere	revere	0.750	0.562	0.608
reverence	reverenza	0.643	0.347	0.516
reverend	reverendo	0.650	0.337	0.576
reverent	reverente	0.551	0.490	0.694
reverie	rverie	0.667	0.413	0.471
reversal	cambiamentu	0.380	0.510	0.591
reverse	reverse	0.539	0.415	0.461
reversion	riversione	0.458	0.538	0.425
revert	turnà	0.380	0.451	0.519
reverting	rivolta	0.562	0.385	0.544
review	revue	0.667	0.408	0.636
reviewer	criticu	0.562	0.344	0.500
revise	revise	0.500	0.469	0.509
revision	rivisione	0.417	0.459	0.710
revisit	rivisitu	0.552	0.530	0.509
revival	rinvivimentu	0.823	0.664	0.597
revive	rinascenu	0.676	0.780	0.778
revocation	revulazione	0.260	0.610	0.673
revoke	revucà	0.251	0.696	0.737
revolt	rivolta	0.343	0.878	0.658
revolting	rivoluzione	0.102	0.690	0.300
revolution	rivoluzione	0.417	0.902	0.798
revolutionary	rivoluzionariu	0.635	0.887	0.824
revolutionize	revoluzioni	0.684	0.816	0.904
revolve	girate	0.592	0.546	0.402
revolver	rivolversore	0.194	0.796	0.750
revolving	girari	0.602	0.570	0.580
revue	revue	0.594	0.350	0.420
revulsion	rivoluzione	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	ricumpensa	0.948	0.694	0.783
rewarding	ricumpensa	0.958	0.637	0.783
rewind	rindirizzà	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	reescritura	0.490	0.500	0.434
rhapsody	rhapsody	0.708	0.490	0.460
rhetoric	ritorica	0.417	0.429	0.504
rhetorical	ritorica	0.417	0.569	0.635
rheumatism	reumatismu	0.219	0.472	0.418
rhinestone	stitch donna	0.531	0.551	0.408
rhino	rinoceronte	0.531	0.549	0.555
rhinoceros	rinoceros	0.556	0.656	0.569
rhubarb	rufoarb	0.582	0.304	0.340
rhyme	rimi	0.667	0.249	0.481
rhyming	riming	0.729	0.410	0.500
rhythm	ritmu	0.771	0.759	0.573
rhythmic	ritmu	0.714	0.642	0.664
rhythmical	ritticu	0.844	0.694	0.632
rib	rib	0.490	0.349	0.351
ribbed	ribbed	0.365	0.378	0.409
ribbon	ribbon	0.719	0.288	0.357
rice	risu	0.667	0.208	0.330
rich	riccu	0.882	0.627	0.905
riches	ricchezza	0.958	0.694	0.880
richness	ricchezza	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	rickety	0.224	0.402	0.241
rickshaw	rickshaw	0.438	0.594	0.402
ricochet	ricochet	0.287	0.618	0.430
rid	rid	0.194	0.408	0.327
riddance	riddance	0.323	0.562	0.472
riddle	enigma	0.521	0.583	0.543
riddled	riddled	0.281	0.861	0.422
ride	ride	0.806	0.465	0.472
rider	cavalieri	0.635	0.627	0.574
ridge	cresta	0.484	0.402	0.349
ridicule	ridicule	0.143	0.745	0.255
ridiculed	ridiculature	0.112	0.806	0.212
ridiculous	ridìdiu	0.159	0.594	0.245
riding	cavallu	0.694	0.654	0.620
rife	chjappa	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	fucile	0.329	0.900	0.718
rifleman	rifleman	0.245	0.863	0.767
rifles	fucili	0.337	0.864	0.765
rift	rift	0.246	0.519	0.289
rig	rig	0.542	0.382	0.746
rigged	impastatu	0.188	0.510	0.412
rigging	rigging	0.510	0.518	0.440
right	diritta	0.740	0.352	0.710
righteous	ghjusti	0.823	0.385	0.790
righteousness	a rightezza	0.802	0.660	0.897
rightful	leggidanti	0.837	0.358	0.821
rightly	bè	0.740	0.471	0.782
righty	ghjustu	0.750	0.314	0.786
rigid	rigidu	0.357	0.552	0.591
rigidity	rigidità	0.198	0.530	0.726
rigor	rigore	0.375	0.745	0.713
rigorous	rigurusi	0.438	0.818	0.847
rim	rim	0.510	0.397	0.302
rind	cuteddu	0.542	0.280	0.491
ring	ring	0.677	0.427	0.464
ringer	u timberu	0.573	0.604	0.347
ringing	ringing	0.724	0.598	0.693
ringleader	ringleader	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	rink	0.551	0.392	0.392
rinse	rinfrescante	0.663	0.168	0.409
riot	rivoluzioni	0.061	0.946	0.586
rioting	riotaggiari	0.156	0.949	0.560
riotous	riotusu	0.163	0.837	0.588
riots	disturbi	0.099	0.882	0.564
rip	rip	0.146	0.676	0.365
riparian	riparianu	0.552	0.408	0.412
ripe	ripe	0.671	0.337	0.670
ripen	riman	0.755	0.373	0.671
ripening	a migliurà	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	ondulazione	0.500	0.453	0.370
rippling	rippling	0.500	0.480	0.327
rise	risurrezzione	0.667	0.593	0.745
rising	risurrezzione	0.750	0.602	0.696
risk	risicu	0.240	0.816	0.438
risky	risicatu	0.224	0.922	0.700
risotto	risottu	0.802	0.454	0.234
rite	ritu	0.378	0.570	0.606
ritual	rituali	0.375	0.520	0.508
ritualistic	rituali	0.450	0.583	0.540
rival	rivali	0.286	0.605	0.574
rivalry	rivalità	0.192	0.765	0.538
river	fiume	0.688	0.392	0.605
riverbank	riverbank	0.684	0.300	0.330
riverbed	fiumu	0.610	0.233	0.421
riverboat	fiumu	0.561	0.347	0.462
rivet	ribbeddu	0.458	0.306	0.405
riveted	rittulati	0.385	0.439	0.443
riveting	rimettendu	0.448	0.544	0.394
roach	roach	0.146	0.598	0.259
road	strada	0.656	0.404	0.404
roadblock	rimborsu	0.337	0.669	0.490
roadhouse	roadhouse	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	strade	0.677	0.448	0.496
roadside	a strada	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	roadtrip	0.677	0.596	0.519
roadway	roadway	0.562	0.206	0.509
roadworks	virsitori	0.562	0.538	0.509
roam	viandula	0.510	0.550	0.444
roar	rmonu	0.427	0.816	0.675
roaring	rughju	0.449	0.817	0.634
roast	arrustu	0.521	0.541	0.311
roasted	arrustitu	0.615	0.520	0.339
rob	rob	0.112	0.840	0.500
robber	sicilianu	0.135	0.772	0.481
robbery	rottu	0.133	0.843	0.435
robe	vistitu	0.594	0.216	0.298
robin	robin	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robòtica	0.417	0.602	0.657
robotics	robotica	0.592	0.600	0.763
robust	robba	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	roccia	0.623	0.236	0.557
rocker	rocker	0.615	0.704	0.625
rocket	rocca	0.664	0.824	0.774
rocks	rocks	0.365	0.209	0.543
rod	vignetu	0.479	0.319	0.355
rodent	roster	0.323	0.577	0.279
rodeo	Rodeo	0.490	0.676	0.588
roe	ova	0.490	0.382	0.398
rogue	babbu	0.334	0.713	0.636
role	rolu	0.552	0.260	0.464
roll	roll	0.469	0.510	0.172
roller	rullini	0.521	0.394	0.345
rollercoaster	muntagna russa	0.802	0.910	0.651
rollers	rotatori	0.490	0.365	0.336
rollicking	rollicking	0.878	0.806	0.552
rolling	rotanti	0.510	0.606	0.321
roman	rumana	0.615	0.475	0.639
romance	romance	0.980	0.682	0.587
romantic	romantica	0.936	0.531	0.598
romanticism	romanticismu	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	tettu	0.602	0.226	0.342
rooftop	rooftop	0.571	0.471	0.461
rook	rook	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	stanza	0.729	0.283	0.445
roomful	vittiru	0.786	0.425	0.634
roommate	roommate	0.750	0.481	0.480
rooms	camere	0.677	0.241	0.386
roomy	stanzu	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	rooster	0.459	0.385	0.275
root	ràdica	0.602	0.279	0.508
root beer	razza di cervexa	0.582	0.520	0.415
rooted	arradicatu	0.510	0.527	0.718
rope	corda	0.385	0.280	0.345
ropes	cordi	0.458	0.304	0.402
rosary	rosariu	0.806	0.140	0.430
rose	s'arrizzò	0.865	0.276	0.386
rosemary	romarin	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	roster	0.531	0.306	0.381
rosy	rosy	0.940	0.528	0.755
rot	rot	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	rotariu	0.573	0.462	0.528
rotate	girate	0.458	0.470	0.492
rotation	rotazione	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	putenti	0.104	0.590	0.327
rotting	pudè	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rouge	0.562	0.400	0.382
rough	aspetta	0.406	0.794	0.632
roughly	appena	0.448	0.539	0.463
roughneck	roughneck	0.323	0.640	0.491
roughness	aspettu	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	annata	0.552	0.434	0.311
roundabout	rotonda	0.490	0.425	0.495
rounded	culonite	0.592	0.391	0.396
roundup	roundup	0.520	0.580	0.474
rouse	rouse	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	svegliu	0.714	0.517	0.692
rout	rout	0.163	0.625	0.233
route	a strada	0.583	0.353	0.518
routine	rutina	0.365	0.219	0.333
rove	rove	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	roving	0.583	0.442	0.491
row	fila	0.427	0.275	0.406
rowboat	riman barbu	0.455	0.393	0.353
rowdy	ridotti	0.255	0.900	0.518
rowing	remu	0.458	0.443	0.467
royal	reale	0.796	0.430	0.759
royalty	reale	0.832	0.571	0.833
rub	rubu	0.521	0.565	0.400
rubber	gomma	0.460	0.217	0.315
rubbers	Caucciu	0.604	0.360	0.414
rubbing	grattannusi	0.406	0.569	0.440
rubbish	basura	0.198	0.454	0.164
rubble	rubble	0.308	0.509	0.289
rubdown	rubra	0.561	0.491	0.404
rubric	rubrica	0.427	0.260	0.500
