Word	Telugu-te	Valence	Arousal	Dominance
unanimity	ఏకగ్రీవతలో	0.490	0.407	0.706
unanimous	ఏకగ్రీవ	0.656	0.380	0.682
unanimously	ఏకగ్రీవంగా	0.686	0.333	0.738
unannounced	అప్రకటిత	0.240	0.588	0.291
unanswered	జవాబు లేని	0.276	0.361	0.219
unanticipated	unanticipated	0.255	0.775	0.327
unappreciated	పనితీరు	0.143	0.431	0.209
unapproved	అనుమతి పొందని	0.184	0.471	0.254
unarmed	నిరాయుధ	0.427	0.420	0.241
unassisted	తోడు లేకుండా	0.302	0.320	0.211
unassuming	అహంభావం	0.490	0.230	0.471
unattached	దేనికీ జోడించి	0.192	0.439	0.283
unattainable	లభించని	0.220	0.635	0.571
unattended	గమనింపబడని	0.255	0.400	0.167
unattractive	ఆకర్షణీయం	0.177	0.307	0.208
unauthorized	అనధికార	0.260	0.448	0.259
unavailable	అందుబాటులో	0.323	0.281	0.159
unavoidable	తప్పించలేదు	0.350	0.580	0.445
unaware	తెలియదు	0.208	0.355	0.310
unbalanced	అసమతుల్య	0.302	0.596	0.343
unbearable	భరించలేక	0.125	0.798	0.447
unbeatable	సాటిలేని	0.735	0.719	0.681
unbeaten	అజేయంగా	0.854	0.760	0.828
unbecoming	అనుచితమైన	0.123	0.471	0.288
unbelief	మారటం	0.265	0.582	0.407
unbelievable	నమ్మశక్యం	0.771	0.790	0.717
unbiased	నిష్పాక్షికమైన	0.625	0.378	0.618
unborn	పుట్టబోయే	0.312	0.300	0.216
unbound	నిర్నిబద్ధ	0.354	0.402	0.283
unbounded	అపరిమితం	0.646	0.600	0.736
unbreakable	అన్బ్రేకబుల్	0.653	0.573	0.759
unbridled	హద్దులేని	0.396	0.759	0.448
unbroken	తెగని	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	పిలువని	0.344	0.294	0.222
uncanny	మాయమైన	0.469	0.461	0.430
uncaring	అంత పట్టింపు లేనట్టుగా	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	అనిశ్చిత	0.363	0.500	0.164
uncertainty	అనిశ్చితి	0.064	0.494	0.282
unchallenged	పోటీ లేకుండా ఎన్నుకోబడ్డాడు	0.552	0.394	0.545
unchangeable	మార్చలేము	0.375	0.442	0.709
unchanged	మారకుండా	0.490	0.204	0.237
uncharted	అపరిచిత	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	అనాగరికులు	0.133	0.600	0.400
unclaimed	ఎవరూ తీసుకోని	0.316	0.346	0.278
uncle	మామయ్య	0.653	0.255	0.578
unclean	అపరిశుభ్రమైన	0.133	0.529	0.134
unclear	అస్పష్టంగా	0.229	0.463	0.202
uncomfortable	అసౌకర్యంగా	0.188	0.610	0.214
uncommon	అసాధారణం	0.459	0.429	0.373
uncommonly	అసాధారణ	0.626	0.490	0.778
uncomplicated	uncomplicated	0.740	0.260	0.453
uncompromising	రాజీపడని	0.320	0.531	0.613
unconcerned	కానీ పట్టించుకోవు	0.562	0.283	0.298
unconditional	షరతులు	0.760	0.493	0.715
unconfirmed	ధ్రువీకరించని	0.334	0.321	0.339
unconnected	సంబంధం లేని	0.188	0.265	0.213
unconscionable	అన్యాయముగా	0.208	0.618	0.429
unconscious	అపస్మారకంగా	0.240	0.356	0.195
unconsciousness	స్పృహ కోల్పోయిన	0.177	0.440	0.121
unconstitutional	రాజ్యాంగ విరుద్ధమని	0.230	0.588	0.491
unconstrained	అంతులేని	0.653	0.640	0.635
uncontested	ఏవిధంగానైనా	0.510	0.471	0.689
uncontrollable	అనియంత్ర	0.265	0.790	0.626
uncontrolled	అనియంత్రిత	0.188	0.891	0.544
unconventional	అసాధారణ	0.177	0.509	0.288
unconvinced	ఒప్పుకోలేదు	0.409	0.458	0.228
unconvincing	మెప్పించే	0.190	0.532	0.144
uncooked	వండని	0.312	0.321	0.241
uncooperative	సహకరించనివారు	0.250	0.422	0.246
uncorrelated	లేనిదిగా	0.333	0.327	0.316
uncouth	అసహ్యమైన	0.080	0.761	0.350
uncover	వెలికితీసే	0.771	0.552	0.648
uncritical	అశాస్త్రీయమని	0.480	0.367	0.412
uncut	కత్తిరించకుండా	0.448	0.422	0.278
undead	మరణించిన తరువాత వచ్చిన	0.367	0.635	0.406
undecided	తీర్మానించని	0.286	0.433	0.127
undefeated	అజేయమైన	0.833	0.752	0.825
undefined	నిర్వచించబడలేదు	0.260	0.418	0.350
undeniable	కాదనలేనిది	0.552	0.473	0.778
underage	వయస్సు	0.469	0.461	0.300
underbelly	క్రిందిఉదరం	0.406	0.423	0.361
undercover	రహస్యంగా	0.388	0.627	0.483
undercurrent	అంతర్లీనంగా	0.357	0.582	0.520
underdog	అండర్డాగ్	0.250	0.410	0.226
underestimate	చిన్నచూపు	0.413	0.464	0.193
undergo	చేయించుకోవాలని	0.398	0.554	0.339
undergraduate	అండర్	0.583	0.500	0.559
underground	భూగర్భ	0.396	0.455	0.452
underhanded	నీచ	0.188	0.415	0.527
underlay	underlay	0.521	0.365	0.458
underlie	చెప్పుకోవచ్చు	0.323	0.378	0.275
underline	అండర్లైన్	0.480	0.412	0.509
underlying	అంతర్లీన	0.480	0.445	0.452
undermine	అణగదొక్కాలని	0.316	0.491	0.413
undermined	నిర్లక్ష్యం	0.365	0.409	0.394
underneath	కింద	0.450	0.265	0.158
underpaid	తక్కువ	0.146	0.413	0.209
underpants	లోదుస్తులు	0.448	0.473	0.276
underprivileged	నిరుపేదలకు	0.167	0.449	0.172
underrated	అప్రసిద్ధ	0.208	0.520	0.333
underscore	అండర్ స్కోర్	0.375	0.275	0.306
undersea	సముద్రగర్భంలో	0.545	0.490	0.425
undersecretary	కార్యదర్శి కింద	0.459	0.377	0.594
undersized	లేపనాన్ని	0.316	0.425	0.298
understaffed	తక్కువగా	0.148	0.444	0.302
understand	అర్థం	0.760	0.374	0.643
understandable	అర్థమయ్యేలా	0.776	0.363	0.566
understanding	అవగాహన	0.865	0.304	0.689
understatement	తెలుపు	0.347	0.480	0.473
understood	అర్థం	0.780	0.441	0.686
understudy	అండర్స్టడీ	0.378	0.402	0.420
undertake	చేపట్టేందుకు	0.796	0.702	0.754
undertaker	చేపట్టువాడు	0.363	0.696	0.611
undertaking	ప్రయత్నంగా	0.667	0.530	0.696
undertow	undertow	0.327	0.639	0.231
underwear	లోదుస్తుల	0.610	0.546	0.375
underwood	అండర్వుడ్	0.510	0.453	0.510
underworld	అండర్వరల్డ్	0.177	0.676	0.613
underwrite	విలువకట్టరాదు	0.416	0.520	0.423
underwriter	కిందిస్థాయి	0.571	0.327	0.620
undeserved	అన్యాయమైన	0.219	0.552	0.283
undesirable	అవాంఛనీయ	0.177	0.644	0.260
undesired	అవాంఛిత	0.156	0.441	0.235
undetectable	వీలుపడదు	0.438	0.539	0.604
undetected	దొరకకుండా	0.224	0.304	0.268
undetermined	వివరించలేని ప్రాంతంనుండి	0.265	0.256	0.353
undeveloped	అభివృద్ధి చెందని	0.292	0.330	0.254
undignified	అగౌరవంగా	0.122	0.627	0.308
undirected	undirected	0.330	0.417	0.310
undisclosed	గుర్తుతెలియని	0.479	0.361	0.314
undiscovered	కనుగొనబడని	0.438	0.347	0.261
undisputed	వివాదస్పదం	0.646	0.588	0.673
undisturbed	కదల్చకుండా	0.725	0.287	0.434
undivided	అవిభక్త	0.510	0.380	0.490
undo	దిద్దుబాటు రద్దుచెయ్యి	0.365	0.444	0.349
undoing	చర్య రద్దు	0.219	0.452	0.298
undoubted	నిస్సందేహమైన	0.592	0.461	0.740
undress	బట్టలు	0.438	0.900	0.336
undressed	వస్త్రాలు	0.375	0.755	0.356
undue	మితిమీరిన	0.156	0.573	0.318
undying	తీరని	0.708	0.500	0.773
unearned	చేయుట వల్ల ఇంతవరకు పొందని	0.177	0.340	0.213
unearth	త్రవ్వితీయు	0.427	0.635	0.545
uneasiness	అశాంతి	0.190	0.798	0.241
uneasy	అననుకూల	0.115	0.598	0.349
uneducated	నిరక్షరాస్య	0.177	0.350	0.246
unemployed	నిరుద్యోగ	0.094	0.481	0.230
unemployment	నిరుద్యోగం	0.094	0.400	0.297
unencumbered	స్పష్టమైన	0.604	0.280	0.472
unending	శాశ్వతమైన	0.385	0.519	0.454
unequal	అసమాన	0.118	0.433	0.202
unequalled	అసమానమైన	0.562	0.470	0.769
unequivocal	నిస్సందేహ	0.604	0.415	0.615
unequivocally	సాక్ష్యంలో	0.521	0.668	0.554
unethical	అనైతిక	0.104	0.433	0.269
uneven	అసమాన	0.125	0.457	0.240
uneventful	పొందలేదు	0.510	0.343	0.410
unexpected	ఊహించని	0.500	0.720	0.333
unexpectedly	అనుకోకుండా	0.354	0.759	0.462
unexplainable	కారణం లేని	0.260	0.448	0.610
unexplained	చెప్పలేని	0.271	0.531	0.349
unexplored	కనిపెట్టబడని	0.401	0.640	0.388
unfailing	నిజమైన	0.625	0.635	0.594
unfair	అన్యాయం	0.173	0.472	0.190
unfairness	అన్యాయ	0.170	0.817	0.336
unfaithful	ద్రోహం	0.031	0.806	0.298
unfamiliar	తెలియని	0.219	0.558	0.273
unfavorable	అననుకూల	0.133	0.450	0.232
unfeeling	స్పందన లేని	0.235	0.377	0.345
unfettered	సులువుగా కరిగిపోయే	0.569	0.650	0.586
unfinished	అసంపూర్ణం	0.188	0.368	0.264
unfit	పనికిరాడు	0.250	0.368	0.185
unflinching	జంకని	0.667	0.606	0.882
unfold	విప్పు	0.612	0.510	0.520
unfollow	అనుసరించవద్దు	0.281	0.337	0.293
unforeseen	ఊహించలేని	0.255	0.714	0.500
unforgettable	మరపురాని	0.833	0.561	0.660
unforgivable	క్షమించరానిదని	0.276	0.743	0.490
unforgiving	క్షమించే గుణం	0.406	0.630	0.793
unfortunate	దురదృష్టకర	0.073	0.487	0.195
unfortunately	దురదృష్టవశాత్తు	0.104	0.494	0.281
unfounded	అబద్ధమైన	0.271	0.520	0.410
unfreeze	స్థంబింప	0.458	0.297	0.375
unfriendly	ప్రతికూలమైన	0.173	0.670	0.458
unfulfilled	నెరవేరని	0.184	0.426	0.268
unfurnished	గృహోపకరణాలు లేని	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	భక్తిహీనులు	0.296	0.423	0.388
ungrateful	ఫలితం లేని	0.219	0.461	0.275
unguarded	రక్షణ లేని	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	విచారాన్ని	0.083	0.630	0.222
unhappy	సంతోషంగా	0.112	0.500	0.155
unharmed	క్షేమంగా	0.740	0.378	0.491
unhealthy	అనారోగ్య	0.115	0.549	0.214
unheard	వినని	0.344	0.539	0.500
unhelpful	ఏమాత్రం సహాయం	0.104	0.320	0.118
unhindered	అవరోధం లేక	0.729	0.441	0.725
unholy	అన్హోలీ	0.327	0.560	0.445
unhook	విడివడి	0.375	0.592	0.310
unicorn	జంతువును	0.776	0.510	0.480
unidentified	గుర్తించబడని	0.385	0.361	0.199
unification	ఏకీకరణ	0.688	0.345	0.788
unified	ఏకీకృత	0.729	0.439	0.764
uniform	ఏకరీతి	0.570	0.245	0.655
uniformed	యూనిఫారం	0.469	0.519	0.589
uniformity	ఏకరూపత	0.745	0.353	0.538
uniformly	ఒకే	0.625	0.333	0.704
unimaginable	అనూహ్యమైన	0.573	0.634	0.589
unimpeachable	మచ్చ లేని	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	అప్రస్తుతం	0.281	0.240	0.175
unimpressed	నచ్చక	0.198	0.302	0.327
unimproved	unimproved	0.163	0.377	0.144
uninfected	సోకని	0.688	0.304	0.389
uninformed	వర్తమానంలేని	0.156	0.370	0.182
uninhabited	జనావాసాలు	0.301	0.230	0.221
uninitiated	అభ్యాసం లేనివారికి	0.271	0.288	0.288
uninspired	ఉత్సాహరహిత	0.163	0.243	0.260
unintelligible	అపారదర్శక	0.208	0.472	0.283
unintended	అనాలోచిత	0.438	0.385	0.349
unintentional	యాదృచ్ఛిక	0.333	0.538	0.306
unintentionally	అనుకోకుండా	0.460	0.490	0.286
uninterested	అక్కర	0.365	0.240	0.328
uninteresting	రసహీనమైన	0.153	0.235	0.228
uninterrupted	అవిరామ	0.500	0.434	0.527
uninvited	గుర్తించని	0.090	0.385	0.307
union	యూనియన్	0.854	0.226	0.766
unique	ఏకైక	0.823	0.347	0.661
unisex	యునిసెక్స్	0.492	0.417	0.417
unison	ఏకీభావము	0.510	0.439	0.583
unit	యూనిట్	0.562	0.235	0.578
unitary	ఏక కేంద్రక	0.531	0.239	0.641
unite	ఏకం	0.781	0.375	0.610
united	సమైక్య	0.781	0.431	0.783
unity	ఐక్యత	0.837	0.288	0.658
universal	సార్వత్రిక	0.802	0.417	0.833
universality	ప్రపంచీకరణను	0.796	0.410	0.840
universe	విశ్వం	0.694	0.454	0.839
university	విశ్వవిద్యాలయ	0.735	0.574	0.741
unjust	అన్యాయ	0.115	0.625	0.278
unjustifiable	సమర్థించలేనిదని	0.115	0.596	0.394
unjustified	న్యాయము	0.288	0.541	0.314
unkind	నిర్దయగా	0.135	0.409	0.310
unknowable	unknowable	0.347	0.540	0.396
unknown	తెలియని	0.357	0.450	0.204
unlawful	అశాస్త్రీయ	0.094	0.759	0.402
unleash	వదులుతామని	0.479	0.775	0.559
unlicensed	లైసెన్స్ లేని	0.306	0.574	0.196
unlike	కాకుండా	0.439	0.439	0.418
unlikely	అవకాశం	0.271	0.293	0.245
unlimited	అపరిమిత	0.750	0.623	0.679
unlisted	అన్లిస్టెడ్	0.365	0.265	0.218
unload	దించుతున్న	0.656	0.639	0.573
unloaded	గుళ్ళను	0.469	0.380	0.331
unlock	అన్లాక్	0.582	0.442	0.592
unlucky	దురదృష్టవంతులైన	0.073	0.395	0.198
unmanageable	బ్రహ్మాండమైన	0.177	0.666	0.482
unmanned	మానవరహిత	0.235	0.441	0.324
unmarked	పేరుపెట్టని	0.416	0.294	0.433
unmarried	పెళ్లికాని	0.438	0.480	0.545
unmask	మారువేషము	0.323	0.690	0.520
unmatched	సరిపోలని	0.776	0.536	0.771
unmistakable	స్పష్టమైన	0.602	0.571	0.765
unmitigated	జరిగాయి	0.649	0.427	0.422
unmoved	పట్టనట్లు	0.184	0.355	0.360
unnamed	పేరులేని	0.316	0.189	0.284
unnatural	అసహజ	0.153	0.587	0.434
unnecessary	అనవసరమైన	0.219	0.358	0.190
unneeded	అవసరం లేని	0.177	0.375	0.245
unnoticed	గుర్తించబడదు	0.302	0.440	0.260
unnumbered	unnumbered	0.406	0.255	0.331
unobserved	పరిశీలన	0.398	0.255	0.257
unobstructed	unobstructed	0.583	0.440	0.573
unobtrusive	సామాన్య	0.447	0.327	0.402
unoccupied	ఖాళీగా	0.258	0.245	0.412
unofficial	అనధికారిక	0.260	0.302	0.255
unopened	తెరవని	0.542	0.340	0.265
unopposed	ఏకగ్రీవంగా	0.615	0.375	0.537
unordered	క్రమం లేని	0.224	0.482	0.190
unorganised	అసంఘటిత	0.250	0.500	0.212
unorganized	అసంఘటిత	0.260	0.657	0.173
unorthodox	ఛాందసులు కానివారు	0.340	0.480	0.441
unpack	unpack	0.531	0.528	0.445
unpaid	చెల్లించని	0.300	0.413	0.365
unparalleled	అసమాన	0.708	0.306	0.538
unpleasant	అసహ్యకరమైన	0.122	0.612	0.185
unpleasantness	మనోహరం	0.062	0.724	0.264
unplug	unplug	0.239	0.441	0.404
unplugged	అన్ప్లగ్డ్	0.367	0.375	0.318
