Word	Afrikaans-af	Valence	Arousal	Dominance
switch	skakelaar	0.500	0.538	0.509
switchblade	Switchblade	0.357	0.596	0.528
switchboard	skakelbord	0.571	0.519	0.558
swivel	draai	0.562	0.480	0.500
swollen	geswel	0.236	0.510	0.277
swoon	beswyming	0.292	0.510	0.160
swoop	ophef	0.479	0.618	0.446
sword	swaard	0.438	0.653	0.713
swordfish	swaardvis	0.564	0.520	0.442
swordplay	skerms	0.616	0.750	0.528
swordsman	swaardvegter	0.395	0.857	0.696
sycamore	SYCAMORE	0.500	0.401	0.527
syllable	lettergreep	0.448	0.250	0.417
syllabus	leerplan	0.736	0.370	0.643
symbiotic	simbiotiese	0.832	0.425	0.406
symbol	simbool	0.643	0.388	0.527
symbolic	simboliese	0.670	0.385	0.574
symbolically	simbolies	0.582	0.385	0.648
symbolism	simboliek	0.688	0.347	0.640
symbolize	simboliseer	0.633	0.327	0.673
symmetric	simmetriese	0.745	0.212	0.588
symmetrical	simmetriese	0.542	0.263	0.569
symmetry	simmetrie	0.604	0.274	0.500
sympathetic	simpatieke	0.796	0.434	0.609
sympathize	simpatiseer	0.770	0.627	0.644
sympathy	simpatie	0.827	0.497	0.634
symphonic	simfoniese	0.775	0.545	0.566
symphony	simfonie	0.765	0.490	0.600
symposium	simposium	0.573	0.394	0.644
symptom	simptoom	0.380	0.529	0.434
symptomatic	simptomaties	0.367	0.434	0.491
synagogue	sinagoge	0.531	0.300	0.544
synapse	sinaps	0.660	0.471	0.491
synaptic	sinaptiese	0.573	0.553	0.622
sync	sync	0.802	0.440	0.670
synchronize	sinchroniseer	0.781	0.361	0.654
synchronous	sinchrone	0.600	0.538	0.545
syncope	sinkopee	0.245	0.538	0.398
syndicate	sindikaat	0.439	0.491	0.673
syndrome	sindroom	0.229	0.510	0.246
synergistic	sinergistiese	0.571	0.550	0.547
synergy	sinergie	0.667	0.510	0.720
synod	sinode	0.469	0.377	0.574
synonym	sinoniem	0.615	0.210	0.433
synonymous	sinoniem	0.480	0.323	0.400
synopsis	opsomming	0.541	0.390	0.482
synoptic	sinoptiese	0.561	0.510	0.596
syntax	sintaksis	0.531	0.346	0.559
synthesis	sintese	0.604	0.315	0.377
synthesizer	sintetiseerder	0.500	0.410	0.592
synthetic	sintetiese	0.396	0.350	0.519
syphilis	sifilis	0.071	0.606	0.245
syringe	spuit	0.250	0.680	0.330
syrup	stroop	0.620	0.223	0.318
system	stelsel	0.615	0.346	0.764
systematic	sistematiese	0.617	0.444	0.594
systematically	stelselmatig	0.690	0.390	0.651
t-shirt	t-hemp	0.815	0.286	0.284
tab	blad	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	tent	0.408	0.480	0.605
table	tafel	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	tafeldoek	0.480	0.165	0.215
tablespoon	eetlepel	0.490	0.353	0.245
tablet	tablet	0.562	0.330	0.438
tableware	eetgerei	0.677	0.250	0.276
tabloid	poniekoerant	0.438	0.365	0.444
taboo	taboe	0.198	0.794	0.482
tabular	tabel	0.438	0.330	0.462
tabulate	tabuleer	0.480	0.403	0.598
tabulation	tabulering	0.396	0.346	0.526
tachometer	toereteller	0.398	0.394	0.518
tacit	stilswyende	0.459	0.340	0.473
tack	ryg	0.365	0.431	0.431
tackle	pak	0.365	0.686	0.569
tackled	aangepak	0.438	0.612	0.569
tackling	lakwerk	0.480	0.694	0.613
tacky	onhandig	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	tact	0.550	0.417	0.417
tactful	taktvolle	0.704	0.292	0.537
tactic	taktiek	0.531	0.434	0.798
tactical	taktiese	0.594	0.481	0.684
tactics	taktiek	0.583	0.676	0.774
tactile	tasbare	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	padda vis	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	Taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	stert	0.480	0.272	0.293
tailed	tailed	0.438	0.358	0.351
tailgate	agterklap	0.323	0.340	0.398
tailings	uitskot	0.439	0.311	0.446
taillight	stert lig	0.479	0.367	0.283
tailor	maat	0.573	0.206	0.450
tailoring	kleremakery	0.673	0.540	0.566
tailpipe	Koppelaar	0.460	0.429	0.409
taint	bederf	0.141	0.425	0.226
take	neem	0.828	0.537	0.348
takeoff	haal af	0.755	0.884	0.626
takeout	neem uit	0.736	0.392	0.368
takeover	neem oor	0.663	0.531	0.861
taker	moordenaar	0.375	0.521	0.618
talcum	talkpoeder	0.500	0.196	0.291
tale	verhaal	0.663	0.300	0.336
talent	talent	0.959	0.607	0.811
talented	talentvolle	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	praat	0.833	0.346	0.594
talkative	spraaksaam	0.562	0.673	0.535
talker	prater	0.500	0.604	0.552
tall	hoog	0.725	0.591	0.538
tallies	tellings	0.551	0.290	0.402
tallow	talk	0.344	0.283	0.290
tally	kerfstok	0.542	0.420	0.518
talon	stok	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tamboeryn	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	kreet	0.569	0.514	0.575
tamper	peuter	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	Tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	raaklyn	0.573	0.373	0.454
tangerine	naartjie	0.571	0.271	0.395
tangible	tasbare	0.646	0.350	0.679
tangle	warboel	0.354	0.545	0.254
tangled	verstrengel	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tenk	0.431	0.454	0.634
tank top	Tank Top	0.610	0.371	0.371
tanker	tenkwa	0.520	0.647	0.713
tanned	gelooi	0.615	0.550	0.491
tantalizing	tartende	0.525	0.788	0.625
tantamount	gelykstaande	0.633	0.288	0.670
tantrum	vloermoer	0.219	0.817	0.404
taoism	Taoïsme	0.490	0.250	0.456
tap	kraan	0.461	0.370	0.349
tape	band	0.531	0.277	0.254
tape measure	maatband	0.406	0.250	0.360
taper	taps	0.541	0.410	0.415
tapering	gepunt	0.344	0.380	0.237
tapestry	tapisserie	0.520	0.176	0.362
tapeworm	lintwurm	0.357	0.334	0.331
tapioca	tapioca	0.594	0.297	0.324
taps	krane	0.448	0.378	0.409
tar	teer	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	traagheid	0.296	0.452	0.260
tardy	traag	0.204	0.592	0.293
target	teiken	0.633	0.573	0.798
targeted	geteiken	0.573	0.537	0.573
targeting	fokus	0.510	0.420	0.580
tariff	tarief	0.459	0.402	0.491
tarmac	teer	0.357	0.302	0.398
tarnish	ontluistering	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	bly	0.392	0.413	0.388
tart	tert	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	taak	0.550	0.353	0.500
tassel	kwas	0.552	0.330	0.307
taste	smaak	0.802	0.406	0.465
tasteful	smaakvolle	0.918	0.458	0.625
tasteless	smaaklose	0.146	0.196	0.148
tasting	proe	0.781	0.603	0.600
tasty	lekker	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	babbelaar	0.417	0.530	0.434
tattletale	babbelaar	0.633	0.406	0.317
tattoo	tatoeëermerk	0.490	0.602	0.525
taught	geleer	0.814	0.481	0.642
taunt	spot	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	styf	0.432	0.704	0.457
tavern	taverne	0.516	0.577	0.475
tawdry	opgedirkt	0.375	0.510	0.398
tawny	duin	0.551	0.398	0.400
tax	belasting	0.260	0.481	0.534
taxed	belas	0.255	0.456	0.500
taxi	taxi	0.542	0.362	0.430
taxicab	taxi	0.479	0.430	0.355
taxonomy	taksonomie	0.370	0.410	0.630
taxpayer	belastingbetaler	0.592	0.528	0.647
tea	tee	0.698	0.163	0.370
teach	leer	0.840	0.510	0.852
teacher	onderwyser	0.760	0.404	0.885
teaching	onderrig	0.822	0.444	0.736
teacup	koppie	0.633	0.135	0.277
teahouse	teehuis	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	span	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	spanmaat	0.865	0.449	0.660
teamwork	spanwerk	0.918	0.490	0.773
teapot	teepot	0.479	0.110	0.309
tear	skeur	0.404	0.620	0.327
tearful	betraand	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	tranerig	0.167	0.473	0.216
tease	terg	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	terg	0.235	0.725	0.352
teaspoon	teelepel	0.521	0.330	0.221
teat	speen	0.612	0.469	0.328
teatime	teetyd	0.847	0.159	0.339
tech	tegnologie	0.684	0.491	0.732
technical	tegniese	0.510	0.490	0.736
technicality	tegniese punt	0.632	0.471	0.661
technician	tegnikus	0.592	0.510	0.713
technique	tegniek	0.760	0.414	0.593
techno	techno	0.561	0.539	0.500
technological	tegnologiese	0.680	0.452	0.815
technology	tegnologie	0.776	0.490	0.825
ted	Ted	0.712	0.453	0.336
teddy bear	teddiebeer	0.890	0.170	0.192
tedious	vervelige	0.104	0.406	0.241
tedium	verveling	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	wemel	0.582	0.550	0.727
teen	tiener	0.729	0.531	0.568
teenage	tiener	0.667	0.673	0.558
teenager	tiener	0.781	0.593	0.527
teens	tieners	0.653	0.660	0.440
teensy	teensy	0.520	0.427	0.347
teeny	Teeny	0.427	0.418	0.216
teeth	tande	0.520	0.388	0.427
teething	tandekry	0.396	0.471	0.474
teflon	teflon	0.354	0.245	0.434
telegram	telegram	0.561	0.542	0.550
telegraph	Telegraph	0.594	0.423	0.400
telekinesis	telekinesis	0.582	0.646	0.667
telemetry	telemetrie	0.460	0.382	0.611
telepathic	telepatiese	0.602	0.490	0.642
telepathy	telepatie	0.594	0.510	0.588
telephone	telefoon	0.694	0.520	0.425
telescope	teleskoop	0.531	0.340	0.500
telescopic	teleskopiese	0.490	0.290	0.660
telethon	Thon	0.643	0.641	0.473
teletype	telex	0.532	0.392	0.455
televised	televisie	0.625	0.519	0.518
television	televisie	0.633	0.391	0.547
tell	vertel	0.551	0.350	0.457
teller	teller	0.500	0.395	0.443
telling	vertel	0.719	0.441	0.527
telltale	prater	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	humeur	0.633	0.623	0.818
tempera	tempera	0.458	0.318	0.245
temperament	temperament	0.420	0.625	0.703
temperamental	temperamentele	0.316	0.774	0.608
temperance	selfbeheersing	0.500	0.294	0.639
temperate	gematigde	0.469	0.394	0.593
temperature	temperatuur	0.521	0.559	0.473
tempered	gehard	0.583	0.437	0.667
tempest	storm	0.245	0.843	0.653
template	sjabloon	0.479	0.311	0.411
temple	tempel	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	temporale	0.500	0.413	0.360
temporarily	tydelik	0.500	0.365	0.373
temporary	tydelike	0.458	0.415	0.324
tempt	versoek	0.210	0.677	0.500
temptation	versoeking	0.365	0.817	0.560
tempting	aanloklik	0.615	0.740	0.519
temptress	verleidster	0.427	0.787	0.667
ten	tien	0.562	0.260	0.406
tenable	houdbaar	0.741	0.412	0.636
tenacious	taai	0.724	0.658	0.692
tenacity	volharding	0.740	0.657	0.889
tenancy	huur	0.500	0.458	0.605
tenant	huurder	0.385	0.360	0.398
tend	neig	0.604	0.398	0.412
tendency	neiging	0.684	0.500	0.675
tender	tender	0.630	0.520	0.509
tenderfoot	nieuweling	0.469	0.421	0.438
tenderness	sagtheid	0.949	0.276	0.367
tending	neig	0.622	0.556	0.594
tendon	tendon	0.341	0.271	0.463
tenement	deelhuis	0.470	0.384	0.550
tenet	uitgangspunt	0.667	0.333	0.636
tenets	beginsels	0.734	0.357	0.667
tenfold	tienvoudig	0.469	0.418	0.500
tennis	tennis	0.622	0.519	0.431
tenor	tenoor	0.587	0.451	0.500
tense	gespanne	0.396	0.439	0.655
tensile	trek	0.458	0.510	0.618
tension	spanning	0.304	0.810	0.529
tent	tent	0.510	0.275	0.333
tentacle	tentakel	0.370	0.559	0.398
tentative	tentatiewe	0.582	0.657	0.534
tenth	tiende	0.510	0.349	0.382
tenths	tiendes	0.406	0.294	0.284
tenuous	vaag	0.398	0.263	0.276
tenure	verblyfreg	0.615	0.472	0.611
tepee	teepee	0.500	0.337	0.373
tepid	lou	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	termyn	0.450	0.255	0.598
terminal	terminale	0.316	0.434	0.483
terminate	beëindig	0.171	0.410	0.441
termination	beëindiging	0.344	0.472	0.545
terminator	terminator	0.370	0.663	0.737
terminology	terminologie	0.612	0.284	0.566
terminus	terminus	0.281	0.382	0.615
termite	termiet	0.265	0.480	0.408
terms	terme	0.490	0.362	0.645
tern	stern	0.573	0.365	0.309
ternary	drieledige	0.550	0.406	0.480
terrace	terras	0.615	0.269	0.411
terrain	terrein	0.540	0.300	0.472
terrestrial	aardse	0.542	0.413	0.582
terrible	verskriklike	0.061	0.849	0.604
terribly	vreeslik	0.061	0.731	0.430
terrier	terrier	0.562	0.540	0.431
terrific	geweldige	0.859	0.650	0.821
terrified	vreesbevange	0.090	0.902	0.387
terrifies	bang	0.083	0.923	0.500
terrify	skrik	0.052	0.889	0.509
terrifying	skrikwekkende	0.031	0.836	0.602
territorial	territoriale	0.405	0.600	0.766
territory	gebied	0.625	0.469	0.676
terror	terreur	0.069	0.902	0.415
terrorism	terrorisme	0.060	0.971	0.673
terrorist	terroriste	0.019	0.930	0.679
terrorists	terroriste	0.062	0.967	0.688
terrorize	terroriseer	0.041	0.907	0.577
terse	kortaf	0.542	0.393	0.409
tertiary	tersiêre	0.500	0.350	0.431
test	toets	0.449	0.500	0.509
testament	testament	0.594	0.420	0.806
testicle	testikel	0.458	0.651	0.410
testicular	testikulêre	0.388	0.680	0.453
testify	getuig	0.521	0.650	0.741
testimonial	getuigskrif	0.541	0.538	0.750
testimony	getuienis	0.615	0.578	0.643
testosterone	testosteroon	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanus	0.133	0.577	0.368
tether	ketting	0.323	0.620	0.407
tethered	vasgemaak	0.260	0.472	0.351
tetrahedral	tetraëdriese	0.595	0.468	0.423
text	teks	0.604	0.157	0.402
textbook	handboek	0.622	0.235	0.526
textile	tekstiel	0.604	0.235	0.395
textural	tekstuur	0.660	0.296	0.445
texture	tekstuur	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	dankie	0.958	0.353	0.526
thankful	dankbaar	0.969	0.344	0.714
thankgod	dank die Here	0.823	0.451	0.466
thanking	dankie	0.917	0.538	0.658
thankless	ondankbare	0.146	0.500	0.497
thanks	dankie	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	danksegging	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	grasdak	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	ontdooi	0.438	0.321	0.327
theater	teater	0.760	0.635	0.516
theatrical	Teater	0.720	0.690	0.546
theatrics	theater	0.694	0.539	0.486
thebest	thebest	0.760	0.596	0.719
theft	diefstal	0.135	0.867	0.394
theism	teïsme	0.460	0.431	0.481
theistic	teïstiese	0.397	0.365	0.509
thelife	die lewe	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	tema	0.541	0.176	0.427
theocracy	teokrasie	0.490	0.427	0.722
theocratic	teokratiese	0.380	0.480	0.605
theologian	teoloog	0.521	0.304	0.759
theological	teologiese	0.480	0.363	0.683
theology	teologie	0.448	0.330	0.711
theorem	stelling	0.500	0.296	0.615
theoretical	teoretiese	0.615	0.270	0.546
theory	teorie	0.583	0.314	0.529
therapeutic	terapeutiese	0.625	0.275	0.680
therapeutics	terapie	0.552	0.343	0.625
therapist	terapeut	0.468	0.430	0.679
therapy	terapie	0.490	0.353	0.607
thereabouts	buurt	0.427	0.365	0.285
thereof	daarvan	0.542	0.265	0.281
therewith	daarmee	0.462	0.317	0.398
thermal	termiese	0.480	0.360	0.509
thermocouple	termokoppel	0.406	0.406	0.422
thermodynamics	termodinamika	0.510	0.594	0.678
thermometer	termometer	0.400	0.327	0.473
thermos	termosfles	0.582	0.255	0.328
thermostat	termostaat	0.439	0.480	0.321
thesaurus	tesourus	0.520	0.480	0.509
thesis	tesis	0.583	0.582	0.552
thick	dik	0.449	0.433	0.596
thicken	verdik	0.406	0.398	0.509
thickening	verdikking	0.448	0.355	0.434
thicket	bos	0.385	0.373	0.324
thickness	dikte	0.552	0.370	0.443
thief	dief	0.088	0.888	0.443
thigh	bobeen	0.469	0.433	0.588
thimble	vingerhoed	0.490	0.192	0.218
thin	dun	0.469	0.337	0.356
thing	ding	0.449	0.222	0.260
things	dinge	0.519	0.250	0.368
thingy	thingy	0.458	0.312	0.158
think	dink	0.786	0.408	0.618
thinker	denker	0.706	0.386	0.764
thinking	dink	0.720	0.308	0.595
third	derde	0.551	0.187	0.304
thirds	derdes	0.402	0.327	0.345
thirst	dors	0.298	0.519	0.307
thirsty	dors	0.281	0.660	0.310
thirteen	dertien	0.459	0.385	0.331
thirteenth	dertiende	0.408	0.330	0.425
thirty	dertig	0.562	0.349	0.316
thistle	distel	0.427	0.423	0.357
thither	daarheen	0.500	0.270	0.316
thong	riem	0.467	0.596	0.269
thorn	doring	0.296	0.541	0.427
thorny	netelige	0.177	0.690	0.500
thorough	deeglike	0.467	0.350	0.558
thoroughbred	volbloed	0.669	0.740	0.716
thoroughfare	deurgang	0.582	0.481	0.490
thought	gedink	0.780	0.315	0.571
thoughtful	deurdagte	0.667	0.290	0.527
thoughtfulness	bedagsaamheid	0.867	0.269	0.667
thoughtless	onbesonne	0.194	0.580	0.452
thoughts	gedagtes	0.745	0.382	0.691
thousand	duisend	0.663	0.355	0.480
thrash	thrash	0.260	0.510	0.472
thread	draad	0.646	0.184	0.209
threat	bedreiging	0.135	0.865	0.667
threaten	dreig	0.104	0.958	0.590
threatened	bedreigde	0.052	0.928	0.354
threatening	dreigende	0.071	0.875	0.652
three	drie	0.653	0.225	0.377
threefold	drievoudig	0.521	0.400	0.534
threesome	trio	0.490	0.676	0.560
thresh	dors	0.490	0.417	0.500
threshold	drumpel	0.531	0.519	0.575
thrice	drie maal	0.469	0.442	0.462
thrift	spaarsamigheid	0.760	0.217	0.649
thrifty	voorspoedig	0.604	0.380	0.676
thrill	opwinding	0.888	0.837	0.711
thrilled	opgewonde	0.898	0.818	0.807
thriller	thriller	0.490	0.796	0.645
thrilling	opwindende	0.930	0.827	0.782
thrive	floreer	0.948	0.529	0.772
thriving	vooruitstrewende	0.865	0.521	0.779
throat	keel	0.350	0.538	0.346
throb	klop	0.500	0.673	0.556
throbbing	kloppende	0.645	0.808	0.491
throes	greep	0.146	0.760	0.235
throne	troon	0.724	0.606	0.887
throng	skare	0.480	0.810	0.706
throttle	smoor	0.562	0.804	0.750
throw	gooi	0.344	0.770	0.623
throwback	throwback	0.280	0.454	0.356
thrower	gooier	0.470	0.690	0.717
thrown	gegooi	0.500	0.550	0.619
thrush	sproei	0.306	0.490	0.454
thrust	stoot	0.510	0.647	0.663
thruster	thru	0.698	0.812	0.719
thud	slag	0.255	0.686	0.620
thug	boef	0.240	0.882	0.667
thumb	duim	0.673	0.271	0.361
thumbprint	duimafdruk	0.510	0.347	0.451
thump	doef	0.280	0.792	0.608
thumper	Thumper	0.354	0.623	0.457
thumping	geweldig	0.214	0.755	0.566
thunder	donderweer	0.296	0.916	0.526
thunderbolt	Kom	0.418	0.719	0.642
thunderclap	donderslag	0.390	0.833	0.607
thundering	donderende	0.337	0.778	0.700
thunderstorm	donderstorm	0.135	0.860	0.784
thunderstruck	verbaas	0.194	0.716	0.509
thwart	stuit	0.281	0.684	0.409
thx	dankie	0.562	0.425	0.461
thyme	tiemie	0.561	0.255	0.325
thyroid	skildklier	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	regmerkie	0.521	0.386	0.412
ticked	afgemerk	0.469	0.386	0.455
ticker	ENKELE	0.479	0.471	0.509
ticket	kaartjie	0.684	0.387	0.434
tickle	kielie	0.760	0.727	0.342
tickled	kielie	0.755	0.707	0.364
ticklish	kielierig	0.823	0.814	0.345
tidal	gety	0.592	0.539	0.519
tidal wave	vloedgolf	0.240	0.894	0.736
tidbit	versnapering	0.552	0.382	0.385
tide	gety	0.541	0.556	0.420
tidings	tyding	0.610	0.510	0.694
tidy	netjies	0.760	0.208	0.647
tie	das	0.663	0.464	0.431
tier	toegeroep	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tier	0.479	0.765	0.664
tighten	versterk	0.388	0.487	0.627
tightness	benoude	0.344	0.606	0.759
tightrope	koord	0.354	0.653	0.279
tights	sykouse	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	teël	0.429	0.245	0.348
tiling	teëlwerk	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	bewerking	0.552	0.591	0.540
tiller	landbouer	0.448	0.410	0.290
tilt	kantel	0.365	0.549	0.463
tilting	kantel	0.459	0.384	0.340
timber	hout	0.332	0.202	0.386
timberland	Timberland	0.550	0.415	0.571
timbre	timbre	0.460	0.480	0.296
time	tyd	0.604	0.288	0.609
timeless	tydlose	0.408	0.468	0.583
timeliness	tydigheid	0.760	0.404	0.582
timely	tydige	0.865	0.387	0.591
timeout	timeout	0.344	0.433	0.322
timepiece	klok	0.650	0.279	0.461
timer	timer	0.469	0.433	0.500
times	keer	0.490	0.279	0.439
timetable	rooster	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	skugter	0.327	0.276	0.132
timidity	bedeesd	0.333	0.358	0.153
timing	tydsberekening	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tinktuur	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	foelie	0.448	0.284	0.311
tinge	skynsel	0.469	0.292	0.264
tingle	tuit	0.460	0.560	0.264
tingling	jeuk	0.427	0.615	0.340
tinker	peuter	0.396	0.528	0.275
tinkering	geknutsel	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	luidende	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	klatergoud	0.663	0.521	0.473
tint	tint	0.582	0.292	0.273
tiny	klein	0.479	0.196	0.125
tip	wenk	0.708	0.221	0.518
tipper	kipper	0.427	0.571	0.431
tipster	Tipster	0.490	0.462	0.490
tipsy	dronk	0.510	0.625	0.570
tiptoe	tone	0.510	0.490	0.407
tirade	tirade	0.378	0.587	0.532
tire	band	0.438	0.385	0.381
tired	moeg	0.125	0.317	0.191
tiredness	moegheid	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	onvermoeide	0.657	0.750	0.645
tiresome	vermoeiende	0.240	0.542	0.153
tiring	uitputtend	0.153	0.510	0.176
tissue	sneesdoekie	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	tit	0.402	0.539	0.388
titan	Titan	0.598	0.653	0.811
titanic	titaniese	0.427	0.786	0.795
titanium	titanium	0.520	0.470	0.704
tithe	tiendes	0.507	0.276	0.385
title	titel	0.708	0.356	0.574
titled	getiteld	0.677	0.240	0.658
titty	Tietie	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	padda	0.302	0.452	0.196
toast	roosterbrood	0.740	0.382	0.356
toaster	broodrooster	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	tabak	0.327	0.546	0.387
toby	Toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	vandag	0.806	0.306	0.362
toddler	kleuter	0.812	0.469	0.368
toe	toon	0.406	0.221	0.293
toenail	toonnael	0.530	0.380	0.306
toffee	toffie	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	saam	0.874	0.392	0.658
togetherness	samesyn	0.906	0.360	0.635
toil	moeite	0.558	0.510	0.583
toilet	toilet	0.490	0.290	0.233
toils	strikke	0.480	0.710	0.482
token	teken	0.510	0.418	0.414
tolerable	draaglik	0.750	0.350	0.374
tolerance	verdraagsaamheid	0.875	0.206	0.649
tolerant	verdraagsaam	0.765	0.192	0.618
tolerate	verdra	0.724	0.430	0.588
toleration	verdraagsaamheid	0.776	0.442	0.727
toll	tol	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	tamatie	0.550	0.183	0.275
tomatoes	tamaties	0.615	0.240	0.272
tomb	graf	0.112	0.500	0.343
tombstone	grafsteen	0.204	0.441	0.311
