Word	Frisian-fy	Valence	Arousal	Dominance
simmer	simmer	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	ienfâldich	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	folslein	0.429	0.144	0.358
simplicity	ienfâld	0.667	0.250	0.337
simplify	ferienfâldigje	0.565	0.347	0.602
simplistic	simpelich	0.490	0.245	0.391
simply	simpelwei	0.535	0.148	0.393
simulate	simulare	0.551	0.375	0.417
simulated	simulearre	0.500	0.461	0.356
simulating	simulearje	0.552	0.462	0.481
simulation	simulaasje	0.552	0.574	0.567
simulator	simulator	0.677	0.559	0.583
simultaneous	simultanean	0.691	0.577	0.554
simultaneously	tagelyk	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	sincere	0.918	0.265	0.725
sincerity	oprjochtens	0.908	0.351	0.686
sinful	sûndich	0.143	0.788	0.417
sing	sjonge	0.858	0.606	0.420
singer	sjonger	0.802	0.735	0.628
singing	sjonge	0.885	0.594	0.528
single	inkel	0.291	0.354	0.259
singly	allinich	0.553	0.354	0.466
singular	sinnich	0.610	0.302	0.482
singularity	geweldigens	0.582	0.348	0.654
singularly	gewoanlik	0.571	0.330	0.527
sinister	sinister	0.125	0.896	0.581
sink	sinke	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	sinke	0.135	0.439	0.342
sinner	sûnder	0.237	0.667	0.356
sinning	sinning	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	sip	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	sjippe	0.469	0.349	0.377
sir	mynhear	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	sirene	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	Sissy	0.333	0.562	0.232
sister	suster	0.916	0.324	0.562
sisterhood	susterhood	0.837	0.415	0.696
sit	sitte	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	side	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	sitter	0.656	0.429	0.404
sitting	sittend	0.561	0.146	0.353
situate	sitte	0.510	0.310	0.483
situated	Wetter - Agrarwetter	0.542	0.231	0.543
situation	sitewaasje	0.531	0.387	0.600
six	seis	0.500	0.154	0.271
sixpence	sechstjin	0.469	0.417	0.463
sixteen	sechtjin	0.583	0.290	0.324
sixth	seisde	0.521	0.275	0.366
sixty	sechstich	0.694	0.240	0.433
sizable	sizable	0.727	0.337	0.657
size	grutte	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skate	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	reedriden	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	skeletaal	0.306	0.558	0.318
skeleton	skelet	0.183	0.464	0.343
skeptic	skeptysk	0.135	0.440	0.500
skeptical	skeptysk	0.207	0.500	0.452
skepticism	skepsis	0.229	0.480	0.582
sketch	skets	0.704	0.276	0.420
sketching	sketching	0.729	0.327	0.400
sketchy	sketsy	0.333	0.479	0.241
skewed	skewed	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	sky	0.684	0.670	0.471
skid	skid	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	skiing	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	Feardigens	0.847	0.701	0.833
skilled	skilled	0.886	0.614	0.929
skillet	skillet	0.510	0.296	0.345
skillful	skillful	0.802	0.616	0.908
skim	skim	0.418	0.328	0.322
skimpy	skimpy	0.302	0.349	0.208
skin	fel	0.569	0.350	0.395
skinny	dûnse	0.333	0.333	0.298
skip	oerslaan	0.458	0.804	0.439
skipper	skipper	0.440	0.577	0.692
skirmish	skermje	0.290	0.640	0.474
skirt	rok	0.602	0.463	0.226
skirting	skirting	0.449	0.529	0.386
skirts	skirts	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	skittish	0.156	0.815	0.172
skull	skul	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	himel	0.958	0.234	0.401
skylight	skylight	0.708	0.314	0.343
skyline	skyline	0.592	0.412	0.662
skyscraper	wolkekliuwer	0.622	0.696	0.798
slab	slab	0.398	0.265	0.264
slack	slak	0.521	0.283	0.446
slag	slag	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	rabberij	0.184	0.604	0.454
slanderous	ferrifelje	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	slant	0.469	0.396	0.536
slap	slap	0.100	0.804	0.518
slash	slash	0.260	0.500	0.509
slashes	slashes	0.330	0.328	0.410
slate	skate	0.531	0.283	0.431
slates	skaten	0.500	0.270	0.342
slaughter	slachtoffer	0.052	0.953	0.602
slaughterhouse	slachthús	0.146	0.794	0.472
slaughtering	slachtoffer	0.133	0.947	0.714
slave	slaaf	0.171	0.795	0.151
slavery	slavery	0.052	0.783	0.218
slay	slachje	0.133	0.920	0.585
slayer	slayer	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	sleazy	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	sledding	0.625	0.547	0.422
sledge	sledge	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	sleek	0.750	0.484	0.643
sleep	sliep	0.719	0.090	0.339
sleeper	sleeper	0.640	0.154	0.254
sleeping	sliepe	0.704	0.091	0.312
sleepless	sleepless	0.213	0.410	0.207
sleeplessness	sleeplessness	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	sliepe	0.604	0.125	0.250
sleepyhead	sleepyhead	0.327	0.350	0.294
sleet	sleet	0.410	0.355	0.395
sleeve	sleeve	0.531	0.270	0.273
sleeveless	sleeveless	0.638	0.290	0.200
sleigh	sleigh	0.742	0.551	0.396
sleight	sleight	0.719	0.677	0.379
slender	slender	0.812	0.548	0.664
sleuth	sleuth	0.460	0.633	0.676
slice	sliepe	0.583	0.375	0.303
slick	slick	0.388	0.383	0.349
slicker	slimmer	0.727	0.387	0.519
slide	slide	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	sliepe	0.356	0.730	0.491
slight	ljocht	0.521	0.240	0.155
slight anticipation	lege anticipaasje	0.562	0.490	0.445
slight disgust	lege ekel	0.156	0.578	0.318
slight surprise	lichte ferrassing	0.677	0.746	0.557
slight trust	lyts fertrouwen	0.306	0.400	0.245
slightly	licht	0.470	0.274	0.255
slightly negative	wat negatyf	0.190	0.472	0.259
slightly positive	wat positive	0.792	0.480	0.567
slim	slank	0.562	0.180	0.296
slime	slime	0.300	0.370	0.183
slimy	slimy	0.177	0.500	0.309
sling	slinger	0.417	0.423	0.404
slingshot	slingshot	0.323	0.654	0.474
slink	slink	0.460	0.546	0.314
slinky	slinkje	0.400	0.637	0.603
slip	slip	0.316	0.714	0.321
slipper	slipper	0.635	0.298	0.245
slippers	slippers	0.573	0.413	0.236
slippery	slippery	0.219	0.740	0.343
slit	slit	0.406	0.490	0.366
sliver	slieper	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	slop	0.347	0.438	0.279
sloppy	sloppich	0.303	0.441	0.183
slot	slot	0.469	0.337	0.337
sloth	slot	0.198	0.140	0.125
slouch	slouch	0.365	0.450	0.328
slough	slút	0.265	0.390	0.200
slow	stadich	0.357	0.073	0.131
slowly	stadich	0.427	0.185	0.295
slowness	slinne	0.302	0.212	0.191
sludge	sliepe	0.354	0.396	0.229
slug	slug	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	sluggish	0.224	0.124	0.155
sluice	sluice	0.427	0.520	0.365
slum	slum	0.292	0.528	0.302
slumber	sliepe	0.592	0.191	0.426
slump	slop	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	slûch	0.427	0.283	0.296
slut	slut	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	sly	0.573	0.690	0.750
smack	smack	0.323	0.662	0.381
small	lyts	0.542	0.205	0.120
smaller	lytser	0.300	0.310	0.179
smallest	lytste	0.281	0.340	0.129
smallpox	pomp	0.156	0.583	0.222
smart	tûk	0.906	0.607	0.923
smartass	wiisbauwer	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	smash	0.195	0.692	0.530
smashed	smashed	0.143	0.660	0.256
smattering	smattering	0.448	0.460	0.500
smear	smarre	0.230	0.433	0.400
smell	rûke	0.510	0.520	0.330
smelling	smelling	0.458	0.481	0.349
smelly	smelly	0.100	0.528	0.245
smelt	smelt	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	laitsje	0.906	0.598	0.618
smiled	lilke	0.949	0.530	0.536
smiles	lulk	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	lulle	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	smite	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	smiten	0.153	0.760	0.204
smock	smok	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	reek	0.188	0.500	0.391
smoker	smoker	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	smoken	0.176	0.557	0.384
smoky	smokke	0.459	0.420	0.327
smoldering	smoldering	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	glêd	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	swak	0.821	0.134	0.488
smoothness	glêdens	0.833	0.221	0.412
smother	smoargje	0.292	0.685	0.420
smudge	smûke	0.327	0.429	0.245
smug	smaken	0.198	0.552	0.587
smuggle	smuggle	0.194	0.775	0.570
smuggler	smuggler	0.062	0.867	0.645
smuggling	smuggling	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	hapke	0.646	0.407	0.345
snacks	snacks	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	snag	0.417	0.250	0.339
snags	snaggen	0.177	0.721	0.490
snail	snail	0.480	0.104	0.296
snake	slang	0.276	0.750	0.549
snakes	slangen	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	snap	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	snappy	0.573	0.592	0.418
snapshot	snapshot	0.573	0.578	0.588
snare	snare	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	snatch	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	sneak	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sneakers	0.604	0.548	0.349
sneaking	sneaking	0.203	0.755	0.545
sneaky	sneaky	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	sneeze	0.271	0.442	0.336
sneezing	prúste	0.434	0.570	0.345
snicker	snicker	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	snippe	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	sniper	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	snooze	0.235	0.357	0.282
snore	snore	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	snotty	0.180	0.382	0.200
snout	snout	0.276	0.385	0.241
snow	snie	0.667	0.363	0.309
snowball	snowball	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	sniedei	0.602	0.500	0.440
snowfall	Wetter - Agrarwetter	0.675	0.280	0.455
snowflake	snowflake	0.748	0.192	0.260
snowing	snie	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	snowman	0.776	0.291	0.323
snowplow	snieploege	0.449	0.480	0.493
snowstorm	snowstorm	0.204	0.833	0.629
snowy	snie	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	snug	0.867	0.173	0.500
snuggle	snuggle	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	soak	0.480	0.370	0.240
soaked	wekje	0.365	0.462	0.358
soaking	soaking	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sjippe	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	soapy	0.552	0.373	0.355
soar	sjippe	0.790	0.740	0.718
soaring	ferrinnewearje	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	sober	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	sobriety	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	fuotbal	0.698	0.837	0.644
sociable	saaklik	0.854	0.459	0.627
social	sosjaal	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosjalisme	0.510	0.500	0.560
socialist	sosjalist	0.448	0.400	0.543
socialite	socialite	0.684	0.668	0.570
socialize	socialize	0.907	0.683	0.726
society	maatskippij	0.674	0.464	0.782
sociology	sosjology	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	sock	0.500	0.167	0.290
socket	socket	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	Drinken mei prik	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sodium	0.490	0.340	0.291
sofa	bank	0.583	0.106	0.263
soft	sêft	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	ferkeapje	0.694	0.194	0.392
softener	softener	0.745	0.300	0.373
softening	ferfeling	0.700	0.255	0.361
softly	softly	0.517	0.206	0.304
softness	softness	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	soggy	0.312	0.350	0.241
sohappy	sa bliid	0.949	0.673	0.681
soil	ierde	0.350	0.180	0.356
soiled	fersmoarge	0.106	0.529	0.213
soiree	soiree	0.729	0.692	0.578
sojourn	ferwachting	0.514	0.243	0.509
solace	solace	0.776	0.294	0.453
solar	sinne	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	soldaat	0.439	0.510	0.611
soldering	soldering	0.573	0.536	0.538
soldier	soldaat	0.392	0.708	0.768
sole	sole	0.427	0.194	0.279
solemn	feestlik	0.708	0.370	0.709
solicit	freegje	0.620	0.490	0.604
solicitation	oplossing	0.612	0.519	0.415
solicitor	solicitor	0.600	0.479	0.802
solid	fêst	0.667	0.304	0.763
solidarity	solidariteit	0.792	0.407	0.781
solidification	fersteuring	0.480	0.500	0.827
solidified	fergrutte	0.633	0.415	0.745
solidify	fersteure	0.583	0.318	0.754
solidity	solidity	0.745	0.444	0.850
solitaire	solitaire	0.365	0.227	0.279
solitary	solitary	0.224	0.202	0.268
solitude	iensumens	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	solubiliteit	0.506	0.360	0.442
soluble	ferlern	0.542	0.272	0.409
solucky	sa lokkich	0.573	0.529	0.615
solution	oplossing	0.790	0.339	0.664
solve	oplosse	0.656	0.530	0.688
solvency	solvinsje	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatysk	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	wat foaroardieling	0.423	0.482	0.472
some disgust	wat wearzgje	0.094	0.657	0.321
some surprise	wat ferrassing	0.827	0.849	0.500
some trust	guon fertrouwen	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	wat negatyf	0.208	0.480	0.150
somewhat positive	wat positive	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	soan	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	liet	0.854	0.413	0.500
songwriter	songwriter	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	sinoarsk	0.646	0.580	0.442
soot	rotsje	0.375	0.328	0.292
soothe	soothe	0.817	0.194	0.412
soothing	geweldig	0.625	0.179	0.519
sophisticated	skerp	0.865	0.481	0.845
sophistication	skoanheit	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	sopraan	0.552	0.550	0.685
sorcerer	sorcerer	0.377	0.633	0.632
sorcery	sorcery	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	smaak	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	sorely	0.284	0.727	0.370
soreness	sinne	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	sorority	0.635	0.637	0.627
sorrow	fertriet	0.052	0.235	0.164
sorrowful	swierlik	0.049	0.422	0.163
sorry	sorry	0.406	0.362	0.212
sort	Sort	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	Sorting	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soksare	0.229	0.652	0.319
soscary	sosjaal	0.301	0.660	0.414
soslow	soslow	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	sa leaf	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	siel	0.770	0.220	0.510
soulful	soulful	0.755	0.331	0.500
soulless	sailless	0.125	0.591	0.400
soulmate	soulmate	0.890	0.500	0.628
sound	lûd	0.765	0.623	0.398
sounding	klankje	0.690	0.500	0.558
soundness	sûnens	0.780	0.377	0.893
soundproof	lûddicht	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	sop	0.602	0.245	0.269
sour	sauer	0.276	0.594	0.373
source	boarne	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	Súd	0.562	0.265	0.429
southbound	súdbound	0.510	0.370	0.395
southeast	súdeast	0.510	0.283	0.413
southern	súdlik	0.552	0.269	0.370
southpaw	southpaw	0.542	0.389	0.404
southwest	súdwest	0.406	0.314	0.355
souvenir	Tsjintwurdich	0.844	0.311	0.466
sovereign	Sovereign	0.698	0.500	0.885
sovereignty	sûvereiniteit	0.719	0.529	0.886
soviet	Sowjet	0.347	0.580	0.536
sow	sowen	0.667	0.430	0.446
soy	soy	0.438	0.250	0.286
soy sauce	soja saus	0.573	0.382	0.318
soybean	sjippe	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	rûmte	0.800	0.317	0.573
spacecraft	spacecraft	0.646	0.698	0.680
spaceman	spaceman	0.688	0.577	0.848
spaceship	spesjaal	0.643	0.781	0.664
spacing	ôfstân	0.621	0.425	0.507
spacious	rom	0.880	0.365	0.557
spade	spade	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	spare	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	sparich	0.510	0.353	0.518
spark	Fonk	0.688	0.745	0.529
sparkle	sparkle	0.819	0.765	0.510
sparkling	sparkling	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	spear	0.583	0.460	0.327
sparse	sparse	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastysk	0.240	0.541	0.491
spat	spat	0.427	0.413	0.309
spatial	romtlik	0.604	0.625	0.645
spatter	spatter	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	spawn	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	sprekke	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	sprekker	0.604	0.660	0.723
speakerphone	speakerphone	0.531	0.569	0.560
speaking	sprekke	0.753	0.590	0.575
spear	spear	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	spesjaal	0.844	0.602	0.730
specialist	spesjalist	0.760	0.562	0.877
speciality	spesjaliteit	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	spesjaal	0.847	0.398	0.714
specialty	spesjaliteit	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	soarten	0.561	0.330	0.645
specific	beskaat	0.656	0.388	0.691
specification	spesifikaasje	0.552	0.479	0.602
specify	oanfange	0.656	0.405	0.600
specimen	specimen	0.531	0.444	0.568
speck	speck	0.418	0.245	0.343
speckled	speckled	0.449	0.263	0.254
specs	specs	0.540	0.398	0.618
spectacle	spektakel	0.812	0.745	0.762
spectacles	lêzers	0.816	0.775	0.648
spectacular	spektakulêr	0.947	0.740	0.887
spectator	spectator	0.694	0.560	0.667
specter	spesters	0.265	0.723	0.540
spectral	spektral	0.430	0.667	0.500
spectrometer	spektrometer	0.500	0.452	0.490
spectrophotometer	spektrophotometer	0.500	0.484	0.500
spectroscopy	spektroskopy	0.470	0.541	0.570
spectrum	spektrum	0.312	0.700	0.527
speculate	spekulearje	0.398	0.602	0.553
speculation	spekulaasje	0.325	0.683	0.394
speculative	spekulatyf	0.276	0.591	0.464
speculum	spekulum	0.417	0.469	0.433
speech	speech	0.656	0.470	0.688
speechless	sprekke	0.459	0.320	0.315
speed	faasje	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	snel	0.688	0.740	0.665
speeding	rapper	0.438	0.908	0.645
speedometer	speedometer	0.427	0.549	0.579
speedway	Speedway	0.667	0.519	0.416
speedy	fluch	0.625	0.625	0.793
spell	tsjoen	0.385	0.380	0.368
spellbound	spellbound	0.531	0.647	0.387
spelling	stavering	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	fertsjinje	0.672	0.745	0.429
spender	spender	0.312	0.692	0.377
spending	útjeften	0.333	0.556	0.330
spent	ferbrutsen	0.296	0.296	0.263
sperm	sperma	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	sphere	0.633	0.277	0.500
spherical	spherical	0.550	0.308	0.500
sphincter	sphincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	spice	0.594	0.439	0.384
spicy	spicy	0.440	0.733	0.610
spider	spin	0.229	0.569	0.430
spiders	spinnen	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	spike	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	fergrieme	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	spinne	0.551	0.422	0.345
spinach	spinach	0.583	0.200	0.368
spinal	spinale	0.312	0.491	0.296
spindle	spindle	0.552	0.410	0.360
spine	rêch	0.495	0.461	0.600
spineless	spinlos	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	spinnend	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	spiraal	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	geast	0.786	0.370	0.621
spirited	frjemd	0.854	0.587	0.734
spirits	geasten	0.583	0.847	0.545
spiritual	geastlik	0.938	0.327	0.564
spirituality	Spiritualiteit	0.865	0.281	0.667
spit	spuie	0.149	0.545	0.436
spite	spite	0.080	0.600	0.317
spiteful	spitich	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	splash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	splatter	0.312	0.596	0.352
spleen	spleen	0.448	0.255	0.396
splendid	prachtich	0.896	0.740	0.810
splendor	pracht	0.927	0.612	0.850
splice	splice	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	splint	0.179	0.400	0.343
splinter	splinter	0.136	0.422	0.325
split	spjalte	0.344	0.618	0.410
splitting	splitsing	0.188	0.598	0.375
splurge	splurge	0.365	0.481	0.542
spoil	bedjerre	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	spoiling	0.135	0.678	0.306
spoils	spoils	0.388	0.760	0.481
spoke	sprekt	0.635	0.433	0.483
spoken	sprutsen	0.551	0.363	0.545
spokesman	sprekker	0.720	0.480	0.611
spokesperson	sprekkers	0.573	0.453	0.615
sponge	spûns	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	sponsor	0.729	0.537	0.800
sponsorship	sponsoring	0.854	0.608	0.696
spontaneity	spontaneity	0.817	0.698	0.655
