Word	Vietnamese-vi	Valence	Arousal	Dominance
shameless	không biết xấu hổ	0.274	0.713	0.407
shampoo	dầu gội	0.604	0.180	0.250
shanghai	thượng hải	0.551	0.450	0.509
shank	chân	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	hình dạng	0.592	0.240	0.422
shapely	quyến rũ	0.771	0.441	0.830
shard	mảnh vỡ	0.388	0.407	0.426
share	chia sẻ	0.759	0.548	0.545
shareholder	cổ đông	0.656	0.632	0.915
sharing	chia sẻ	0.827	0.462	0.545
shark	cá mập	0.260	0.845	0.596
sharp	nhọn	0.459	0.585	0.585
sharpen	làm sắc nét	0.582	0.694	0.611
sharpened	được mài sắc	0.573	0.647	0.727
sharpener	người mài	0.532	0.435	0.327
sharpness	độ sắc nét	0.729	0.385	0.653
sharpshooter	người đánh bóng	0.240	0.929	0.764
shatter	làm vỡ	0.108	0.821	0.464
shattered	tan vỡ	0.097	0.806	0.309
shattering	đập vỡ	0.135	0.760	0.475
shave	cạo râu	0.521	0.410	0.480
shaver	máy cạo râu	0.418	0.450	0.392
shaving	cạo râu	0.500	0.469	0.353
shawl	khăn choàng	0.720	0.365	0.230
sheaf	người điếc	0.396	0.387	0.456
shear	cắt	0.286	0.647	0.388
shears	kéo	0.429	0.527	0.254
sheath	vỏ bọc	0.460	0.314	0.342
sheathing	vỏ bọc	0.378	0.480	0.642
shed	nhà kho	0.427	0.402	0.470
sheen	ánh sáng	0.812	0.510	0.712
sheep	con cừu	0.604	0.206	0.161
sheepdog	chó chăn cừu	0.684	0.442	0.529
sheepish	ngớ ngẩn	0.326	0.441	0.205
sheer	tuyệt đối	0.604	0.250	0.481
sheet	tấm	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	kệ	0.561	0.202	0.366
shell	vỏ	0.615	0.408	0.391
shellfish	động vật có vỏ	0.594	0.412	0.393
shelling	bắn phá	0.337	0.917	0.773
shelter	nơi trú ẩn	0.704	0.229	0.569
sheltered	che chở	0.590	0.377	0.717
shelters	nơi trú ẩn	0.582	0.333	0.482
shelved	bị treo	0.306	0.166	0.321
shepherd	chăn cừu	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	cảnh sát trưởng	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	cái khiên	0.510	0.373	0.663
shift	sự dịch chuyển	0.479	0.610	0.491
shifting	chuyển dịch	0.518	0.548	0.546
shifty	xảo quyệt	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	ánh sáng lung linh	0.745	0.562	0.656
shimmering	lung linh	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	tỏa sáng	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	ván lợp	0.510	0.200	0.410
shining	sáng	0.885	0.673	0.812
shiny	sáng bóng	0.885	0.604	0.787
ship	tàu	0.646	0.500	0.439
shipment	lô hàng	0.582	0.440	0.452
shipping	Đang chuyển hàng	0.622	0.327	0.443
shipshape	shipshape	0.594	0.480	0.474
shipwreck	sự chìm tàu	0.268	0.768	0.373
shipyard	xưởng đóng tàu	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	áo sơ mi	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	vô liêm sỉ	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	rùng mình	0.260	0.765	0.236
shivering	run rẩy	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	sốc	0.286	0.821	0.453
shocked	bị sốc	0.292	0.773	0.375
shocker	người gây sốc	0.235	0.804	0.616
shocking	gây sốc	0.378	0.853	0.833
shockingly	gây sốc	0.510	0.924	0.721
shoddy	kém chất lượng	0.082	0.463	0.179
shoe	giày	0.517	0.225	0.288
shoelace	dây giày	0.396	0.280	0.307
shoemaker	thợ đóng giày	0.396	0.269	0.491
shoes	giày	0.729	0.324	0.210
shoeshine	đánh giày	0.392	0.387	0.325
shook	lắc lư	0.163	0.759	0.509
shoot	bắn	0.092	0.926	0.625
shooter	người bắn súng	0.224	0.814	0.774
shooting	chụp	0.276	0.931	0.602
shootout	loạt đá luân lưu	0.080	0.927	0.615
shop	cửa tiệm	0.725	0.632	0.565
shopkeeper	nhân viên bán hàng	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	ăn cắp đồ	0.152	0.833	0.441
shopper	người mua sắm	0.646	0.615	0.741
shopping	mua sắm	0.915	0.445	0.630
shore	bờ biển	0.542	0.304	0.204
shoreline	đường bờ	0.677	0.296	0.529
shorn	tô điểm	0.396	0.415	0.400
short	ngắn	0.184	0.264	0.237
short story	truyện ngắn	0.697	0.321	0.348
shortage	sự thiếu	0.094	0.455	0.198
shortcake	bánh ngọt	0.677	0.359	0.398
shortcoming	sự thiếu sót	0.195	0.370	0.258
shortcut	đường tắt	0.594	0.308	0.426
shorten	rút ngắn	0.302	0.382	0.460
shortening	sự làm ngắn lại	0.286	0.333	0.385
shorthand	viết tắt	0.459	0.450	0.461
shortly	không lâu sau	0.582	0.310	0.360
shortness	sự ngắn ngủi	0.459	0.280	0.272
shorts	quần short	0.622	0.481	0.287
shortstop	ngắn ngủi	0.418	0.529	0.450
shortwave	sóng ngắn	0.460	0.271	0.368
shot	bắn	0.144	0.750	0.569
shotgun	súng ngắn	0.200	0.868	0.684
shoulder	vai	0.562	0.286	0.406
shout	kêu la	0.229	0.925	0.444
shove	xô	0.306	0.690	0.602
shovel	cái xẻng	0.427	0.308	0.267
shoveling	xúc xích	0.265	0.620	0.537
show	chỉ	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	trưng bày	0.521	0.255	0.415
showdown	cuộc thách đấu	0.302	0.950	0.692
shower	vòi hoa sen	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	hiển thị	0.622	0.540	0.491
showoff	khoe khoang	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	sặc sỡ	0.698	0.657	0.661
shrapnel	mảnh đạn	0.240	0.740	0.681
shred	cắt nhỏ	0.224	0.750	0.627
shrew	chuột chù	0.306	0.463	0.390
shrewd	thông minh	0.551	0.673	0.816
shriek	tiếng rít lên	0.459	0.827	0.491
shrill	chói tai	0.312	0.721	0.640
shrimp	con tôm	0.571	0.361	0.425
shrine	đền thờ	0.802	0.255	0.574
shrink	co lại	0.385	0.453	0.272
shrinking	co lại	0.190	0.400	0.217
shrivel	nhăn nheo	0.160	0.409	0.143
shroud	tấm vải liệm	0.417	0.457	0.389
shrub	cây bụi	0.531	0.340	0.340
shrubbery	cây dâu	0.490	0.267	0.332
shrug	nhún vai	0.208	0.296	0.278
shrunk	thu nhỏ	0.163	0.354	0.218
shrunken	thu nhỏ	0.500	0.373	0.221
shudder	rùng mình	0.344	0.791	0.559
shuddering	rùng mình	0.302	0.802	0.638
shuffle	xáo trộn	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	xáo trộn	0.521	0.408	0.293
shun	tránh xa	0.418	0.604	0.389
shunned	choáng váng	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	đóng cửa	0.240	0.352	0.311
shutdown	tắt	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	màn trập	0.191	0.380	0.482
shuttle	xe đưa đón	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	nhát	0.280	0.153	0.132
shyness	sự nhút nhát	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	anh chị em ruột	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	đau ốm	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	bị đau	0.051	0.500	0.294
sickening	đau ốm	0.074	0.618	0.259
sickle	liềm	0.427	0.585	0.370
sickly	ốm yếu	0.188	0.550	0.191
sickness	bệnh tật	0.094	0.704	0.288
side	bên	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	thanh bên	0.469	0.364	0.405
sideboard	tủ búp phê	0.590	0.259	0.426
sideburns	tóc mai	0.777	0.327	0.308
sidecar	sidecar	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	bên lề	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	sidestep	0.378	0.559	0.407
sidewalk	đường đi bộ	0.479	0.192	0.348
sideways	ngang	0.788	0.245	0.291
sidewinder	người đi dạo	0.500	0.500	0.439
siege	bao vây	0.271	0.750	0.567
siesta	giấc ngủ trưa	0.740	0.046	0.295
sieve	sàng	0.459	0.250	0.333
sift	sift	0.542	0.412	0.461
sifting	chọn lọc	0.571	0.469	0.474
sigh	thở dài	0.469	0.387	0.273
sight	thị giác	0.684	0.250	0.528
sighting	nhìn thấy	0.582	0.560	0.627
sightseeing	tham quan	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	ký tên	0.620	0.481	0.397
signal	tín hiệu	0.615	0.417	0.464
signature	Chữ ký	0.570	0.422	0.657
significance	ý nghĩa	0.820	0.460	0.644
significant	có ý nghĩa	0.827	0.649	0.786
signification	biểu thị	0.583	0.337	0.530
signify	biểu thị	0.453	0.422	0.634
signpost	biển hiệu	0.510	0.400	0.446
silence	khoảng lặng	0.438	0.200	0.223
silencer	bộ phận giảm thanh	0.417	0.356	0.482
silent	im lặng	0.469	0.125	0.280
silently	thầm lặng	0.448	0.185	0.306
silhouette	hình bóng	0.582	0.410	0.288
silicon	silicon	0.439	0.448	0.445
silicone	silicone	0.480	0.340	0.333
silk	lụa	0.760	0.115	0.300
silken	silken	0.730	0.265	0.394
silky	mướt	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	ngớ ngẩn	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	bùn	0.510	0.269	0.200
silver	bạc	0.684	0.451	0.615
silverware	đồ bạc	0.663	0.365	0.409
silvery	bạc	0.543	0.460	0.517
similar	giống	0.562	0.250	0.423
similarity	sự giống nhau	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	hơi sôi	0.650	0.293	0.393
simmering	sự sôi nổi	0.382	0.613	0.412
simple	đơn giản	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	đơn giản	0.429	0.144	0.358
simplicity	sự đơn giản	0.667	0.250	0.337
simplify	đơn giản hóa	0.565	0.347	0.602
simplistic	đơn giản	0.490	0.245	0.391
simply	đơn giản	0.535	0.148	0.393
simulate	mô phỏng	0.551	0.375	0.417
simulated	mô phỏng	0.500	0.461	0.356
simulating	mô phỏng	0.552	0.462	0.481
simulation	mô phỏng	0.552	0.574	0.567
simulator	giả lập	0.677	0.559	0.583
simultaneous	đồng thời	0.691	0.577	0.554
simultaneously	đồng thời	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	chân thành	0.918	0.265	0.725
sincerity	chân thành	0.908	0.351	0.686
sinful	tội lỗi	0.143	0.788	0.417
sing	hát	0.858	0.606	0.420
singer	ca sĩ	0.802	0.735	0.628
singing	ca hát	0.885	0.594	0.528
single	Độc thân	0.291	0.354	0.259
singly	độc thân	0.553	0.354	0.466
singular	số ít	0.610	0.302	0.482
singularity	kỳ dị	0.582	0.348	0.654
singularly	độc đáo	0.571	0.330	0.527
sinister	nham hiểm	0.125	0.896	0.581
sink	bồn rửa	0.375	0.439	0.322
sinker	người đánh chìm	0.302	0.557	0.538
sinking	hạ xuống	0.135	0.439	0.342
sinner	Người phạm tội	0.237	0.667	0.356
sinning	sinning	0.170	0.700	0.422
sinus	xoang	0.531	0.563	0.340
sip	một hớp	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	nhấm nháp	0.469	0.349	0.377
sir	quý ngài	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	còi báo động	0.570	0.627	0.500
sirloin	thăn	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	em gái	0.916	0.324	0.562
sisterhood	tình chị em	0.837	0.415	0.696
sit	ngồi	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	trang web	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	người trông nom	0.656	0.429	0.404
sitting	ngồi	0.561	0.146	0.353
situate	định vị	0.510	0.310	0.483
situated	nằm	0.542	0.231	0.543
situation	tình hình	0.531	0.387	0.600
six	sáu	0.500	0.154	0.271
sixpence	sáu lần	0.469	0.417	0.463
sixteen	mười sáu	0.583	0.290	0.324
sixth	thứ sáu	0.521	0.275	0.366
sixty	sáu mươi	0.694	0.240	0.433
sizable	khá lớn	0.727	0.337	0.657
size	kích thước	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	giày trượt băng	0.740	0.653	0.508
skateboard	ván trượt	0.677	0.550	0.353
skater	người trượt băng	0.633	0.774	0.652
skating	trượt băng	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	xiên	0.469	0.549	0.413
skein	xiên	0.449	0.372	0.287
skeletal	xương	0.306	0.558	0.318
skeleton	bộ xương	0.183	0.464	0.343
skeptic	hoài nghi	0.135	0.440	0.500
skeptical	hoài nghi	0.207	0.500	0.452
skepticism	hoài nghi	0.229	0.480	0.582
sketch	phác thảo	0.704	0.276	0.420
sketching	phác thảo	0.729	0.327	0.400
sketchy	sơ sài	0.333	0.479	0.241
skewed	sai lệch	0.340	0.480	0.361
skewer	xiên	0.470	0.365	0.457
ski	trượt tuyết	0.684	0.670	0.471
skid	trượt	0.357	0.640	0.440
skier	người trợt tuyết	0.802	0.788	0.639
skiff	skiff	0.479	0.375	0.472
skiing	trượt tuyết	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	kỹ năng	0.847	0.701	0.833
skilled	có tay nghề	0.886	0.614	0.929
skillet	chảo	0.510	0.296	0.345
skillful	khéo léo	0.802	0.616	0.908
skim	hớt bọt	0.418	0.328	0.322
skimpy	gầy	0.302	0.349	0.208
skin	da	0.569	0.350	0.395
skinny	gầy	0.333	0.333	0.298
skip	bỏ qua	0.458	0.804	0.439
skipper	đội trưởng	0.440	0.577	0.692
skirmish	đụng độ	0.290	0.640	0.474
skirt	váy	0.602	0.463	0.226
skirting	ốp chân tường	0.449	0.529	0.386
skirts	váy	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	skittish	0.156	0.815	0.172
skull	hộp sọ	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	bầu trời	0.958	0.234	0.401
skylight	ánh sáng bầu trời	0.708	0.314	0.343
skyline	đường chân trời	0.592	0.412	0.662
skyscraper	nhà chọc trời	0.622	0.696	0.798
slab	phiến	0.398	0.265	0.264
slack	chùng xuống	0.521	0.283	0.446
slag	xỉ	0.266	0.600	0.254
slam	sập	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	vu khống	0.184	0.604	0.454
slanderous	vu khống	0.057	0.800	0.337
slang	tiếng lóng	0.479	0.418	0.491
slant	xiên	0.469	0.396	0.536
slap	tát	0.100	0.804	0.518
slash	gạch chéo	0.260	0.500	0.509
slashes	dấu gạch chéo	0.330	0.328	0.410
slate	đá phiến	0.531	0.283	0.431
slates	đá phiến	0.500	0.270	0.342
slaughter	giết mổ	0.052	0.953	0.602
slaughterhouse	lò mổ	0.146	0.794	0.472
slaughtering	giết mổ	0.133	0.947	0.714
slave	nô lệ	0.171	0.795	0.151
slavery	chế độ nô lệ	0.052	0.783	0.218
slay	giết người	0.133	0.920	0.585
slayer	slayer	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	nhút nhát	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	trượt tuyết	0.625	0.547	0.422
sledge	sledge	0.646	0.500	0.361
sledgehammer	sledgehammer	0.449	0.479	0.482
sleek	trơn	0.750	0.484	0.643
sleep	ngủ	0.719	0.090	0.339
sleeper	người ngủ	0.640	0.154	0.254
sleeping	đang ngủ	0.704	0.091	0.312
sleepless	chứng mất ngủ	0.213	0.410	0.207
sleeplessness	mất ngủ	0.104	0.604	0.202
sleepover	ngủ nghỉ	0.815	0.519	0.340
sleepy	ngái ngủ	0.604	0.125	0.250
sleepyhead	buồn ngủ	0.327	0.350	0.294
sleet	mưa đá	0.410	0.355	0.395
sleeve	tay áo	0.531	0.270	0.273
sleeveless	không tay	0.638	0.290	0.200
sleigh	xe trượt tuyết	0.742	0.551	0.396
sleight	tình trạng lộn xộn	0.719	0.677	0.379
slender	mảnh khảnh	0.812	0.548	0.664
sleuth	người ngu ngốc	0.460	0.633	0.676
slice	lát cắt	0.583	0.375	0.303
slick	bóng bẩy	0.388	0.383	0.349
slicker	áo mưa	0.727	0.387	0.519
slide	trượt	0.615	0.435	0.432
slider	thanh trượt	0.585	0.491	0.518
sliding	trượt	0.356	0.730	0.491
slight	nhẹ	0.521	0.240	0.155
slight anticipation	dự đoán nhẹ	0.562	0.490	0.445
slight disgust	hơi ghê tởm	0.156	0.578	0.318
slight surprise	bất ngờ nhẹ	0.677	0.746	0.557
slight trust	tin tưởng nhẹ	0.306	0.400	0.245
slightly	khinh bỉ	0.470	0.274	0.255
slightly negative	hơi tiêu cực	0.190	0.472	0.259
slightly positive	hơi tích cực	0.792	0.480	0.567
slim	mảnh khảnh	0.562	0.180	0.296
slime	chất nhờn	0.300	0.370	0.183
slimy	nhầy nhụa	0.177	0.500	0.309
sling	treo lên	0.417	0.423	0.404
slingshot	súng cao su	0.323	0.654	0.474
slink	trượt	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	trượt	0.316	0.714	0.321
slipper	dép	0.635	0.298	0.245
slippers	dép lê	0.573	0.413	0.236
slippery	trơn	0.219	0.740	0.343
slit	khe hở	0.406	0.490	0.366
sliver	mảnh vụn	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	phương châm	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	độ dốc	0.347	0.438	0.279
sloppy	luộm thuộm	0.303	0.441	0.183
slot	khe cắm	0.469	0.337	0.337
sloth	lười biếng	0.198	0.140	0.125
slouch	slouch	0.365	0.450	0.328
slough	gồ ghề	0.265	0.390	0.200
slow	chậm chạp	0.357	0.073	0.131
slowly	chậm rãi	0.427	0.185	0.295
slowness	chậm chạp	0.302	0.212	0.191
sludge	bùn	0.354	0.396	0.229
slug	sên	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	chậm chạp	0.224	0.124	0.155
sluice	cống	0.427	0.520	0.365
slum	khu ổ chuột	0.292	0.528	0.302
slumber	giấc ngủ	0.592	0.191	0.426
slump	sụt giảm	0.194	0.438	0.130
slur	bùn	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	đỏ mặt	0.427	0.283	0.296
slut	đĩ	0.071	0.808	0.309
slutty	đần độn	0.224	0.810	0.371
sly	sly	0.573	0.690	0.750
smack	đập	0.323	0.662	0.381
small	nhỏ bé	0.542	0.205	0.120
smaller	nhỏ hơn	0.300	0.310	0.179
smallest	nhỏ nhất	0.281	0.340	0.129
smallpox	bệnh đậu mùa	0.156	0.583	0.222
smart	thông minh	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	tăng gia	0.602	0.490	0.551
smarty	thông minh	0.673	0.510	0.848
smash	đập vỡ	0.195	0.692	0.530
smashed	đập tan	0.143	0.660	0.256
smattering	sự bốc khói	0.448	0.460	0.500
smear	bôi nhọ	0.230	0.433	0.400
smell	mùi	0.510	0.520	0.330
smelling	ngửi	0.458	0.481	0.349
smelly	hôi	0.100	0.528	0.245
smelt	có mùi	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	nụ cười	0.906	0.598	0.618
smiled	cười	0.949	0.530	0.536
smiles	nụ cười	0.892	0.606	0.607
smiley	cười	0.865	0.470	0.571
smiling	mỉm cười	0.981	0.679	0.625
smirk	cười nhếch mép	0.792	0.596	0.583
smite	smite	0.303	0.846	0.682
smith	thợ rèn	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	người khờ dại	0.153	0.760	0.204
smock	áo khoác	0.429	0.250	0.250
smog	khói bụi	0.271	0.480	0.382
smoke	hút thuốc lá	0.188	0.500	0.391
smoker	người hút thuốc	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	hút thuốc lá	0.176	0.557	0.384
smoky	khói	0.459	0.420	0.327
smoldering	âm ỉ	0.635	0.781	0.764
smooch	cười	0.796	0.731	0.491
smooth	trơn tru	0.823	0.127	0.281
smoothie	sinh tố	0.806	0.333	0.281
smoothly	thông suốt	0.821	0.134	0.488
smoothness	êm ái	0.833	0.221	0.412
smother	smother	0.292	0.685	0.420
smudge	smudge	0.327	0.429	0.245
smug	tự mãn	0.198	0.552	0.587
smuggle	buôn lậu	0.194	0.775	0.570
smuggler	người buôn lậu	0.062	0.867	0.645
smuggling	buôn lậu	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	snack	0.646	0.407	0.345
snacks	đồ ăn nhẹ	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	đánh lừa	0.417	0.250	0.339
snags	khập khiễng	0.177	0.721	0.490
snail	ốc sên	0.480	0.104	0.296
snake	con rắn	0.276	0.750	0.549
snakes	rắn	0.176	0.662	0.606
snakeskin	da rắn	0.276	0.696	0.391
snap	chụp	0.344	0.517	0.352
snapper	cá hồng	0.417	0.429	0.245
snappy	linh hoạt	0.573	0.592	0.418
snapshot	ảnh chụp nhanh	0.573	0.578	0.588
snare	cạm bẫy	0.229	0.850	0.466
snarl	gầm gừ	0.430	0.787	0.455
snarling	gắt gỏng	0.312	0.704	0.491
snatch	cướp bóc	0.219	0.861	0.691
snatcher	người săn mồi	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	lẻn	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	giày thể thao	0.604	0.548	0.349
sneaking	lén lút	0.203	0.755	0.545
sneaky	lén lút	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	hắt hơi	0.271	0.442	0.336
sneezing	hắt xì	0.434	0.570	0.345
snicker	người cười	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	bị nghẹt mũi	0.396	0.500	0.318
snip	bắn tỉa	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	người bắn tỉa	0.167	0.870	0.853
snippet	đoạn trích	0.612	0.410	0.368
snippy	rên rỉ	0.418	0.491	0.481
snitch	giật gân	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	khùng khùng	0.390	0.455	0.446
snooze	giấc ngũ ngắn	0.235	0.357	0.282
snore	ngáy	0.245	0.610	0.481
snorkel	ống thở	0.510	0.470	0.327
snort	khịt mũi	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	khinh bỉ	0.180	0.382	0.200
snout	mõm	0.276	0.385	0.241
snow	tuyết	0.667	0.363	0.309
snowball	quả cầu tuyết	0.717	0.444	0.321
snowboard	ván trượt tuyết	0.663	0.680	0.511
snowboarder	người trượt tuyết	0.719	0.754	0.545
snowday	ngày tuyết	0.602	0.500	0.440
snowfall	tuyết rơi	0.675	0.280	0.455
snowflake	bông tuyết	0.748	0.192	0.260
snowing	tuyết rơi	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	người tuyết	0.776	0.291	0.323
snowplow	đồ ủi tuyết	0.449	0.480	0.493
snowstorm	bão tuyết	0.204	0.833	0.629
snowy	có tuyết rơi	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	hít vào	0.357	0.470	0.377
snug	sên	0.867	0.173	0.500
snuggle	ôm chặt	0.781	0.390	0.350
snuggled	lén lút	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	buôn lậu	0.683	0.585	0.373
soak	ngâm	0.480	0.370	0.240
soaked	ướt sũng	0.365	0.462	0.358
soaking	ngâm	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	xà bông	0.531	0.163	0.311
soapbox	hộp xà phòng	0.500	0.415	0.393
soapy	xà phòng	0.552	0.373	0.355
soar	bay lên	0.790	0.740	0.718
soaring	tăng vọt	0.708	0.704	0.650
