Word	Kazakh-kk	Valence	Arousal	Dominance
summation	жиынтығы	0.766	0.337	0.594
summer	жаз	0.812	0.373	0.550
summerhouse	жазғы үй	0.796	0.308	0.443
summertime	жазғы уақыт	0.837	0.500	0.455
summit	саммит	0.625	0.618	0.764
summon	шақыру	0.521	0.560	0.664
summons	шақыру	0.552	0.604	0.598
sumo	сумо	0.480	0.394	0.564
sump	құмыра	0.365	0.451	0.340
sumptuous	керемет	0.698	0.550	0.555
sun	күн	0.877	0.400	0.681
sunbeam	күн сәулесі	0.729	0.440	0.505
sunburn	күн күйген	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	Жексенбі	0.776	0.196	0.394
sundial	күн сағаттары	0.643	0.225	0.406
sundown	күн батуы	0.812	0.276	0.445
sundry	әр түрлі	0.543	0.369	0.407
sunflower	күнбағыс	0.878	0.231	0.270
sunglass	күн көзілдірігі	0.684	0.264	0.324
sunglasses	күн көзілдірік	0.844	0.443	0.364
sunk	батқан	0.146	0.531	0.185
sunken	батып кеткен	0.103	0.476	0.173
sunless	күн сәулесі жоқ	0.245	0.280	0.273
sunlight	күн сәулесі	0.906	0.407	0.639
sunny	күн шуақты	0.740	0.348	0.481
sunrise	күннің шығуы	0.823	0.347	0.640
sunroof	люк	0.681	0.325	0.425
sunscreen	күн қорғанысы	0.656	0.387	0.462
sunset	батуы	0.875	0.231	0.298
sunshine	күн сәулесі	0.885	0.297	0.769
suntan	күн шуағы	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	тамаша	0.844	0.663	0.780
superannuation	суперанновация	0.448	0.412	0.562
superb	керемет	0.980	0.708	0.852
superficial	үстіңгі	0.357	0.407	0.309
superfluous	артық	0.316	0.469	0.393
superhero	супергеро	0.910	0.820	0.893
superhuman	адамнан тыс	0.810	0.745	0.895
superimposed	қосылды	0.490	0.529	0.683
superintendent	бақылаушы	0.592	0.570	0.942
superior	жоғары	0.801	0.697	0.940
superiority	артықшылық	0.582	0.602	0.959
superlative	өте жоғары	0.714	0.566	0.737
superman	суперменді	0.945	0.794	0.929
supermarket	супермаркет	0.690	0.547	0.571
supermodel	супермодель	0.880	0.663	0.698
supernatant	супернатант	0.500	0.500	0.565
supernatural	табиғаттан тыс	0.622	0.824	0.733
supernova	супернова	0.729	0.673	0.827
superposition	суперпозициялар	0.480	0.570	0.806
superpower	ұлы держава	0.806	0.784	0.972
supersede	ауысады	0.479	0.510	0.518
superstar	супер-жұлдыз	0.885	0.860	0.880
superstition	ырымдық	0.177	0.640	0.418
superstitious	ырымдық	0.281	0.545	0.514
superstore	супер-дүкен	0.719	0.600	0.640
supervise	қадағалау	0.698	0.555	0.889
supervision	қадағалау	0.459	0.578	0.825
supervisor	жетекші	0.615	0.479	0.933
supper	кешкі ас	0.708	0.429	0.552
suppertime	кешкі уақытта	0.792	0.388	0.461
supplant	шағылыстыру	0.344	0.558	0.463
supple	икемді	0.812	0.528	0.436
supplement	қосымша	0.745	0.406	0.491
supplemental	қосымша	0.604	0.404	0.555
supplementary	қосымша	0.625	0.352	0.541
supplication	жалбарыну	0.469	0.570	0.309
supplier	жеткізуші	0.615	0.462	0.736
supplies	жеткізу	0.698	0.390	0.595
supply	жеткізу	0.708	0.519	0.603
support	қолдау	0.811	0.472	0.737
supported	қолдау көрсетілді	0.853	0.408	0.613
supporter	жақтаушы	0.721	0.510	0.698
supporters	жақтастары	0.763	0.539	0.558
supporting	қолдау көрсету	0.634	0.490	0.764
supportive	қолдайтын	0.875	0.420	0.635
suppose	Мысалы,	0.551	0.343	0.348
supposed	болжанған	0.296	0.378	0.379
supposing	деп болжайды	0.449	0.451	0.357
supposition	болжау	0.531	0.408	0.526
suppress	басу	0.281	0.559	0.509
suppression	басу	0.267	0.541	0.537
supremacy	үстемдік	0.794	0.706	0.943
supreme	жоғары	0.812	0.700	0.974
supremely	жоғары	0.833	0.725	0.897
surcharge	қосымша ақы	0.375	0.528	0.500
sure	Әрине	0.724	0.270	0.793
surety	кепілдік	0.776	0.365	0.750
surf	серфинг	0.847	0.650	0.500
surface	беті	0.448	0.375	0.604
surfboard	серфинг	0.729	0.730	0.387
surfer	сюрфер	0.704	0.701	0.554
surge	көтерілу	0.449	0.684	0.500
surgeon	хирург	0.500	0.598	0.793
surgery	хирургия	0.286	0.769	0.600
surgical	хирургиялық операциялар	0.327	0.696	0.723
surly	мұқият	0.221	0.469	0.493
surmise	сүрмис	0.529	0.400	0.347
surname	тегі	0.670	0.250	0.493
surpassing	асып түседі	0.719	0.660	0.720
surplus	артық	0.602	0.680	0.630
surprise	таң қалдырады	0.875	0.875	0.562
surprised	таң қалдырды	0.784	0.855	0.539
surprises	тосын сыйлар	0.875	0.769	0.632
surprising	таңқаларлық	0.888	0.790	0.692
surprisingly	таң қаларлықтай	0.847	0.793	0.819
surreal	сюрреализм	0.550	0.529	0.670
surrender	берілу	0.115	0.396	0.186
surrendering	тапсыру	0.198	0.411	0.245
surrogate	суррогат	0.406	0.590	0.472
surround	қоршалған	0.542	0.623	0.627
surrounding	қоршаған	0.531	0.422	0.669
surroundings	орта	0.600	0.346	0.492
surveillance	қадағалау	0.365	0.720	0.718
survey	сауалнама	0.580	0.357	0.379
surveying	маркетинг	0.488	0.455	0.682
surveyor	маркшейдер	0.545	0.337	0.648
survival	өмір сүру	0.541	0.798	0.879
survive	аман қалу	0.770	0.824	0.726
surviving	аман қалды	0.646	0.836	0.721
survivor	аман қалды	0.677	0.750	0.815
susceptibility	сезімталдық	0.458	0.627	0.364
susceptible	сезімтал	0.438	0.449	0.304
sushi	суши	0.698	0.343	0.394
suspect	күдікті	0.133	0.750	0.509
suspected	күдікті	0.173	0.755	0.452
suspend	тоқтата тұру	0.240	0.320	0.368
suspended	тоқтатылды	0.224	0.402	0.368
suspenders	суспензия	0.391	0.333	0.500
suspense	кернеу	0.286	0.775	0.402
suspension	суспензия	0.288	0.530	0.426
suspicion	күдік	0.204	0.711	0.377
suspicions	күдік	0.208	0.745	0.500
suspicious	күдікті	0.153	0.745	0.431
sustain	қолдау	0.635	0.358	0.593
sustained	тұрақты	0.649	0.340	0.580
sustenance	азық-түлік	0.820	0.519	0.679
suture	шөгінділер	0.240	0.510	0.510
suv	су	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	жағынды	0.470	0.364	0.259
swag	свэг	0.656	0.676	0.654
swagger	алаяқтық	0.333	0.731	0.538
swallow	жұту	0.466	0.608	0.436
swami	свами	0.510	0.547	0.491
swamp	батпақ	0.245	0.425	0.235
swamped	батып кетті	0.156	0.480	0.270
swampy	батпақты	0.306	0.390	0.412
swan	аққу	0.781	0.225	0.357
swank	сванк	0.490	0.500	0.442
swap	своп	0.552	0.500	0.509
swarm	қылқалам	0.302	0.735	0.458
swarming	төгілген	0.375	0.600	0.435
swastika	свастика	0.316	0.472	0.491
swat	сват	0.380	0.694	0.571
sway	ұшырайды	0.690	0.596	0.721
swear	ант беріңіз	0.601	0.577	0.658
swearing	ант	0.333	0.559	0.586
sweat	тер	0.388	0.579	0.297
sweater	свитер	0.704	0.245	0.295
sweating	терлеу	0.292	0.667	0.265
sweatshirt	жадағай	0.510	0.368	0.353
sweatshop	кәмпит	0.385	0.797	0.602
sweaty	терлік	0.281	0.540	0.304
sweep	тазалау	0.448	0.385	0.383
sweeper	тазартқыш	0.470	0.549	0.414
sweeping	шамадан тыс	0.344	0.431	0.355
sweet	тәтті	0.668	0.418	0.382
sweeten	тәттілеу	0.908	0.455	0.423
sweetened	тәтті	0.940	0.461	0.398
sweetener	тәттілендіргіш	0.670	0.333	0.330
sweetest	тәтті	0.959	0.500	0.370
sweetheart	сүйкімділік	0.959	0.423	0.509
sweetie	тәтті	0.990	0.549	0.560
sweetness	тәттілік	0.906	0.474	0.528
sweets	тәттілер	0.910	0.422	0.321
swell	шірік	0.360	0.679	0.348
swelling	Ісіну	0.323	0.608	0.250
sweltering	ауыз қуысы	0.204	0.644	0.362
swerve	ауытқу	0.276	0.612	0.357
swift	жылдам	0.760	0.776	0.698
swiftly	тез арада	0.660	0.885	0.618
swig	бұрғылау	0.604	0.481	0.406
swill	алаяқтық	0.427	0.528	0.322
swim	жүзу	0.688	0.461	0.529
swimmer	жүзгіш	0.657	0.698	0.610
swimming	жүзу	0.760	0.559	0.524
swimsuit	купальник	0.740	0.373	0.269
swindle	алаяқтық	0.122	0.740	0.439
swindler	алаяқ	0.125	0.721	0.575
swine	шошқалар	0.340	0.519	0.277
swing	бұрылу	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	свинг	0.656	0.510	0.312
swipe	жанап өтіңіз	0.573	0.450	0.266
swirl	бұрылу	0.490	0.726	0.639
swish	аққу	0.562	0.510	0.474
switch	қосқыш	0.500	0.538	0.509
switchblade	қосқыш	0.357	0.596	0.528
switchboard	коммутатор	0.571	0.519	0.558
swivel	айналдыру	0.562	0.480	0.500
swollen	шірік	0.236	0.510	0.277
swoon	шірік	0.292	0.510	0.160
swoop	swoop	0.479	0.618	0.446
sword	қылыш	0.438	0.653	0.713
swordfish	Семсерші балық	0.564	0.520	0.442
swordplay	қылыш	0.616	0.750	0.528
swordsman	қылыштанушы	0.395	0.857	0.696
sycamore	шикамор	0.500	0.401	0.527
syllable	слог	0.448	0.250	0.417
syllabus	жоспар	0.736	0.370	0.643
symbiotic	симбиотикалық	0.832	0.425	0.406
symbol	символы	0.643	0.388	0.527
symbolic	символдық	0.670	0.385	0.574
symbolically	символдық түрде	0.582	0.385	0.648
symbolism	символизм	0.688	0.347	0.640
symbolize	символы	0.633	0.327	0.673
symmetric	симметриялық	0.745	0.212	0.588
symmetrical	симметриялық	0.542	0.263	0.569
symmetry	симметрия	0.604	0.274	0.500
sympathetic	симпатикалық	0.796	0.434	0.609
sympathize	сүю	0.770	0.627	0.644
sympathy	қайырымдылық	0.827	0.497	0.634
symphonic	симфониялық	0.775	0.545	0.566
symphony	симфониялық	0.765	0.490	0.600
symposium	симпозиум	0.573	0.394	0.644
symptom	симптом	0.380	0.529	0.434
symptomatic	симптоматикалық	0.367	0.434	0.491
synagogue	синагога	0.531	0.300	0.544
synapse	синапс	0.660	0.471	0.491
synaptic	синаптикалық	0.573	0.553	0.622
sync	синхрондау	0.802	0.440	0.670
synchronize	синхрондау	0.781	0.361	0.654
synchronous	синхронды	0.600	0.538	0.545
syncope	синкоп	0.245	0.538	0.398
syndicate	синдикат	0.439	0.491	0.673
syndrome	синдромы	0.229	0.510	0.246
synergistic	синергетикалық	0.571	0.550	0.547
synergy	синергия	0.667	0.510	0.720
synod	синодтар	0.469	0.377	0.574
synonym	синоним	0.615	0.210	0.433
synonymous	синонимдер	0.480	0.323	0.400
synopsis	түйіндеме	0.541	0.390	0.482
synoptic	синоптикалық	0.561	0.510	0.596
syntax	синтаксис	0.531	0.346	0.559
synthesis	синтез	0.604	0.315	0.377
synthesizer	синтезатор	0.500	0.410	0.592
synthetic	синтетикалық	0.396	0.350	0.519
syphilis	сифилис	0.071	0.606	0.245
syringe	шприц	0.250	0.680	0.330
syrup	сироп	0.620	0.223	0.318
system	жүйе	0.615	0.346	0.764
systematic	жүйелі түрде	0.617	0.444	0.594
systematically	жүйелі түрде	0.690	0.390	0.651
t-shirt	футболка	0.815	0.286	0.284
tab	қойындысы	0.594	0.208	0.308
tabasco	табаско	0.375	0.546	0.404
tabby	табби	0.510	0.426	0.387
tabernacle	шатыр	0.408	0.480	0.605
table	кесте	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	үстелге арналған үстел	0.480	0.165	0.215
tablespoon	ас қасық	0.490	0.353	0.245
tablet	планшет	0.562	0.330	0.438
tableware	ыдыс-аяқтар	0.677	0.250	0.276
tabloid	кесте	0.438	0.365	0.444
taboo	тыйым	0.198	0.794	0.482
tabular	табуляция	0.438	0.330	0.462
tabulate	табуляция	0.480	0.403	0.598
tabulation	табуляция	0.396	0.346	0.526
tachometer	тахометр	0.398	0.394	0.518
tacit	қисық	0.459	0.340	0.473
tack	қапсырма	0.365	0.431	0.431
tackle	араласу	0.365	0.686	0.569
tackled	шешілді	0.438	0.612	0.569
tackling	күресу	0.480	0.694	0.613
tacky	жабысқақ	0.245	0.490	0.373
taco	тако	0.561	0.353	0.277
tact	тактика	0.550	0.417	0.417
tactful	сыпайы	0.704	0.292	0.537
tactic	тактика	0.531	0.434	0.798
tactical	тактикалық	0.594	0.481	0.684
tactics	тактика	0.583	0.676	0.774
tactile	сезімтал	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	қайнатпа	0.350	0.434	0.218
taffeta	тафта	0.604	0.279	0.405
taffy	тұндыру	0.448	0.431	0.204
tag	тег	0.612	0.353	0.375
tail	құйрық	0.480	0.272	0.293
tailed	құйылған	0.438	0.358	0.351
tailgate	артқы қақпақ	0.323	0.340	0.398
tailings	қалдықтар	0.439	0.311	0.446
taillight	артқы жарық	0.479	0.367	0.283
tailor	тігінші	0.573	0.206	0.450
tailoring	тігу	0.673	0.540	0.566
tailpipe	түтік құбыры	0.460	0.429	0.409
taint	қате	0.141	0.425	0.226
take	қабылдаңыз	0.828	0.537	0.348
takeoff	шешу	0.755	0.884	0.626
takeout	шығарып алу	0.736	0.392	0.368
takeover	алу	0.663	0.531	0.861
taker	ұстаушы	0.375	0.521	0.618
talcum	талькум	0.500	0.196	0.291
tale	ертегі	0.663	0.300	0.336
talent	талант	0.959	0.607	0.811
talented	талантты	0.939	0.635	0.938
talisman	талисман	0.704	0.542	0.642
talk	әңгіме	0.833	0.346	0.594
talkative	сөйлесу	0.562	0.673	0.535
talker	сөйлеуші	0.500	0.604	0.552
tall	биік	0.725	0.591	0.538
tallies	талдаулар	0.551	0.290	0.402
tallow	дөңес	0.344	0.283	0.290
tally	талды	0.542	0.420	0.518
talon	талон	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	дөңгелек	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	Tamer	0.385	0.783	0.815
taming	толықтыру	0.569	0.514	0.575
tamper	бұрмалау	0.184	0.802	0.545
tampon	буфон	0.396	0.394	0.345
tan	тан	0.643	0.460	0.444
tandem	тандем	0.552	0.406	0.485
tang	танк	0.594	0.383	0.340
tangent	тангенс	0.573	0.373	0.454
tangerine	мандарин	0.571	0.271	0.395
tangible	материалдық	0.646	0.350	0.679
tangle	шиеленіс	0.354	0.545	0.254
tangled	араластырылған	0.260	0.539	0.316
tango	танго	0.622	0.560	0.430
tank	бак	0.431	0.454	0.634
tank top	танк үстінде	0.610	0.371	0.371
tanker	танкер	0.520	0.647	0.713
tanned	құрғақ	0.615	0.550	0.491
tantalizing	Талант	0.525	0.788	0.625
tantamount	тең	0.633	0.288	0.670
tantrum	танкрум	0.219	0.817	0.404
taoism	таоизм	0.490	0.250	0.456
tap	түртіңіз	0.461	0.370	0.349
tape	таспа	0.531	0.277	0.254
tape measure	таспа шарасы	0.406	0.250	0.360
taper	тасушы	0.541	0.410	0.415
tapering	шаршау	0.344	0.380	0.237
tapestry	гобелен	0.520	0.176	0.362
tapeworm	тасбақа	0.357	0.334	0.331
tapioca	тапиока	0.594	0.297	0.324
taps	крандар	0.448	0.378	0.409
tar	тар	0.438	0.440	0.570
tarantula	тарантула	0.260	0.718	0.544
tardiness	кешкі	0.296	0.452	0.260
tardy	уақытша	0.204	0.592	0.293
target	мақсат	0.633	0.573	0.798
targeted	мақсатты	0.573	0.537	0.573
targeting	мақсат	0.510	0.420	0.580
tariff	тариф	0.459	0.402	0.491
tarmac	Тармақ	0.357	0.302	0.398
tarnish	жыртылу	0.204	0.441	0.342
tarot	Таро	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	қалды	0.392	0.413	0.388
tart	тартымды	0.719	0.380	0.219
tartan	титан	0.448	0.423	0.389
tartar	татар	0.214	0.351	0.212
task	тапсырма	0.550	0.353	0.500
tassel	шұңқыр	0.552	0.330	0.307
taste	дәмі	0.802	0.406	0.465
tasteful	дәмді	0.918	0.458	0.625
tasteless	дәмі жоқ	0.146	0.196	0.148
tasting	дәм	0.781	0.603	0.600
tasty	дәмді	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	татлер	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	тату	0.490	0.602	0.525
taught	үйреткен	0.814	0.481	0.642
taunt	қорлау	0.083	0.696	0.355
taupe	таупе	0.406	0.340	0.386
taut	ұйқы	0.432	0.704	0.457
tavern	Таверна	0.516	0.577	0.475
tawdry	тері жамылғысы	0.375	0.510	0.398
tawny	қызанақ	0.551	0.398	0.400
tax	салық	0.260	0.481	0.534
taxed	салық салынған	0.255	0.456	0.500
taxi	такси	0.542	0.362	0.430
taxicab	таксопарк	0.479	0.430	0.355
taxonomy	таксономия	0.370	0.410	0.630
taxpayer	салық төлеуші	0.592	0.528	0.647
tea	шай	0.698	0.163	0.370
teach	үйрету	0.840	0.510	0.852
teacher	мұғалім	0.760	0.404	0.885
teaching	оқыту	0.822	0.444	0.736
teacup	шай	0.633	0.135	0.277
teahouse	шәйхана	0.802	0.314	0.288
teal	шайыр	0.540	0.293	0.321
team	командасы	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	команданың	0.865	0.449	0.660
teamwork	командалық жұмыс	0.918	0.490	0.773
teapot	шайнек	0.479	0.110	0.309
tear	жыртылған	0.404	0.620	0.327
tearful	жыртқыш	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	жыртқыш	0.167	0.473	0.216
tease	шайқау	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	алаяқтық	0.235	0.725	0.352
teaspoon	шай қасық	0.521	0.330	0.221
