Word	Cebuano-ceb	Valence	Arousal	Dominance
snazzy	snazzy	0.735	0.370	0.660
sneak	manalipod	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	mga sapatos	0.604	0.548	0.349
sneaking	paglighot	0.203	0.755	0.545
sneaky	malimbongon	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	pagsuyop	0.271	0.442	0.336
sneezing	pagbangotan	0.434	0.570	0.345
snicker	snicker	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	simhot	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	sniper	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	paghulat	0.235	0.357	0.282
snore	nagisi	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	snotty	0.180	0.382	0.200
snout	snout	0.276	0.385	0.241
snow	niyebe	0.667	0.363	0.309
snowball	snowball	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	snowday	0.602	0.500	0.440
snowfall	snowfall	0.675	0.280	0.455
snowflake	snowflake	0.748	0.192	0.260
snowing	ulan ug niyebe	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	snowman	0.776	0.291	0.323
snowplow	snowplow	0.449	0.480	0.493
snowstorm	snowstorm	0.204	0.833	0.629
snowy	niyebe	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	snug	0.867	0.173	0.500
snuggle	pag-snuggle	0.781	0.390	0.350
snuggled	Nag-snake	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	soak	0.480	0.370	0.240
soaked	matumog na	0.365	0.462	0.358
soaking	paghumol	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sabon	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	sabon	0.552	0.373	0.355
soar	Nagtubo	0.790	0.740	0.718
soaring	Nagasulud	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	dili maayo	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	pagkasubo	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	soccer	0.698	0.837	0.644
sociable	makalingaw	0.854	0.459	0.627
social	sosyal	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosyalismo	0.510	0.500	0.560
socialist	sosyalista	0.448	0.400	0.543
socialite	sosyalista	0.684	0.668	0.570
socialize	pagpakig-uban	0.907	0.683	0.726
society	katilingban	0.674	0.464	0.782
sociology	sociology	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	sock	0.500	0.167	0.290
socket	sungkit	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	nagdamo	0.240	0.500	0.400
sodium	sodium	0.490	0.340	0.291
sofa	sofa	0.583	0.106	0.263
soft	hinay	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	pahumok	0.694	0.194	0.392
softener	softener	0.745	0.300	0.373
softening	pagpahumok	0.700	0.255	0.361
softly	hinay	0.517	0.206	0.304
softness	kalumo	0.875	0.086	0.402
software	software	0.561	0.280	0.570
soggy	soggy	0.312	0.350	0.241
sohappy	sohappy	0.949	0.673	0.681
soil	yuta	0.350	0.180	0.356
soiled	nanglubog	0.106	0.529	0.213
soiree	soiree	0.729	0.692	0.578
sojourn	pagpuyo	0.514	0.243	0.509
solace	kahupayan	0.776	0.294	0.453
solar	solar	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	solder	0.439	0.510	0.611
soldering	pagbaligya	0.573	0.536	0.538
soldier	sundalo	0.392	0.708	0.768
sole	bugtong	0.427	0.194	0.279
solemn	solemne	0.708	0.370	0.709
solicit	pangayo	0.620	0.490	0.604
solicitation	pagpangita	0.612	0.519	0.415
solicitor	solicitor	0.600	0.479	0.802
solid	lig-on	0.667	0.304	0.763
solidarity	panaghiusa	0.792	0.407	0.781
solidification	solidification	0.480	0.500	0.827
solidified	lig-on	0.633	0.415	0.745
solidify	pagmalig-on	0.583	0.318	0.754
solidity	kalig-on	0.745	0.444	0.850
solitaire	solitaire	0.365	0.227	0.279
solitary	nag-inusara	0.224	0.202	0.268
solitude	pag-inusara	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	solubility	0.506	0.360	0.442
soluble	matunaw	0.542	0.272	0.409
solucky	solucky	0.573	0.529	0.615
solution	solusyon	0.790	0.339	0.664
solve	pagsulbad	0.656	0.530	0.688
solvency	solvency	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatic	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	pipila ka pagpaabut	0.423	0.482	0.472
some disgust	pipila ka mga disgust	0.094	0.657	0.321
some surprise	ang uban katingala	0.827	0.849	0.500
some trust	ang uban nagsalig	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	medyo negatibo	0.208	0.480	0.150
somewhat positive	medyo positibo	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	anak nga lalaki	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	kanta	0.854	0.413	0.500
songwriter	songwriter	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	sonorous	0.646	0.580	0.442
soot	soot	0.375	0.328	0.292
soothe	paghupay	0.817	0.194	0.412
soothing	makapahupay	0.625	0.179	0.519
sophisticated	komplikado	0.865	0.481	0.845
sophistication	sophistication	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	salamangkero	0.377	0.633	0.632
sorcery	pagpamarang	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	sakit	0.094	0.650	0.224
soready	sakitady	0.622	0.500	0.545
sorely	hilabihan	0.284	0.727	0.370
soreness	sakit	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	kalingawan	0.635	0.637	0.627
sorrow	kasubo	0.052	0.235	0.164
sorrowful	masulub-on	0.049	0.422	0.163
sorry	sorry	0.406	0.362	0.212
sort	matang	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	paghuman	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	hadlok kaayo	0.301	0.660	0.414
soslow	sosyal	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	sosweet	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	kalag	0.770	0.220	0.510
soulful	kalag	0.755	0.331	0.500
soulless	soulless	0.125	0.591	0.400
soulmate	kalagmate	0.890	0.500	0.628
sound	tingog	0.765	0.623	0.398
sounding	pagpatunog	0.690	0.500	0.558
soundness	pagkamaayo	0.780	0.377	0.893
soundproof	soundproof	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	sabaw	0.602	0.245	0.269
sour	maas	0.276	0.594	0.373
source	tinubdan	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	habagatan	0.562	0.265	0.429
southbound	habagatan	0.510	0.370	0.395
southeast	habagatan	0.510	0.283	0.413
southern	habagatan	0.552	0.269	0.370
southpaw	habagatan	0.542	0.389	0.404
southwest	habagatan-kasad	0.406	0.314	0.355
souvenir	souvenir	0.844	0.311	0.466
sovereign	soberano	0.698	0.500	0.885
sovereignty	pagkasoberano	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	pagpugas	0.667	0.430	0.446
soy	soy	0.438	0.250	0.286
soy sauce	soy sauce	0.573	0.382	0.318
soybean	soybean	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	luna	0.800	0.317	0.573
spacecraft	spacecraft	0.646	0.698	0.680
spaceman	spaceman	0.688	0.577	0.848
spaceship	spaceship	0.643	0.781	0.664
spacing	spacing	0.621	0.425	0.507
spacious	lapad nga	0.880	0.365	0.557
spade	spade	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	tigpamaba	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	bunal	0.112	0.882	0.642
spanking	pagpuspusan	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	pagpalingkawas	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	hinay	0.510	0.353	0.518
spark	spark	0.688	0.745	0.529
sparkle	sparkle	0.819	0.765	0.510
sparkling	sparkling	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	goryon	0.583	0.460	0.327
sparse	diyutay	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	paglansad	0.427	0.413	0.309
spatial	spatial	0.604	0.625	0.645
spatter	spatter	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	nagtanom	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	pagsulti	0.765	0.472	0.500
speakeasy	Espesipiko	0.680	0.536	0.442
speaker	mamumulong	0.604	0.660	0.723
speakerphone	speakerphone	0.531	0.569	0.560
speaking	pagsulti	0.753	0.590	0.575
spear	sibat	0.510	0.601	0.500
spec	pananglitan	0.583	0.426	0.691
special	espesyal nga	0.844	0.602	0.730
specialist	espesyalista	0.760	0.562	0.877
speciality	espesyalidad	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	ilabi na	0.847	0.398	0.714
specialty	espesyalidad	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	mga klase	0.561	0.330	0.645
specific	espesipiko	0.656	0.388	0.691
specification	paghingalan	0.552	0.479	0.602
specify	paghingalan	0.656	0.405	0.600
specimen	specimen	0.531	0.444	0.568
speck	speck	0.418	0.245	0.343
speckled	speckled	0.449	0.263	0.254
specs	pananglitan	0.540	0.398	0.618
spectacle	talan-awon	0.812	0.745	0.762
spectacles	talan-awon	0.816	0.775	0.648
spectacular	talagsaon	0.947	0.740	0.887
spectator	talan-awon	0.694	0.560	0.667
specter	panaglalis	0.265	0.723	0.540
spectral	spectral	0.430	0.667	0.500
spectrometer	spectrometer	0.500	0.452	0.490
spectrophotometer	spectrophotometer	0.500	0.484	0.500
spectroscopy	spectroscopy	0.470	0.541	0.570
spectrum	kolor	0.312	0.700	0.527
speculate	pangagpas	0.398	0.602	0.553
speculation	panghunahuna	0.325	0.683	0.394
speculative	pangagpas	0.276	0.591	0.464
speculum	speculum	0.417	0.469	0.433
speech	pagsulti	0.656	0.470	0.688
speechless	dili makatingog	0.459	0.320	0.315
speed	paspas	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	dali	0.688	0.740	0.665
speeding	pagpadali	0.438	0.908	0.645
speedometer	speedometer	0.427	0.549	0.579
speedway	speedway	0.667	0.519	0.416
speedy	paspas	0.625	0.625	0.793
spell	spell	0.385	0.380	0.368
spellbound	nahibulong	0.531	0.647	0.387
spelling	ispeling	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	mogahin	0.672	0.745	0.429
spender	spender	0.312	0.692	0.377
spending	paggasto	0.333	0.556	0.330
spent	gigahin	0.296	0.296	0.263
sperm	sperm	0.396	0.706	0.453
spew	palihug	0.260	0.651	0.573
sphere	kalibutan	0.633	0.277	0.500
spherical	lingin	0.550	0.308	0.500
sphincter	sphincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	spice	0.594	0.439	0.384
spicy	halang	0.440	0.733	0.610
spider	kaka	0.229	0.569	0.430
spiders	mga kaka	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	mibugway	0.382	0.510	0.408
spiked	nag-spiked	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	pagbuga	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	pagtuyok	0.551	0.422	0.345
spinach	spinach	0.583	0.200	0.368
spinal	taludtod	0.312	0.491	0.296
spindle	spindle	0.552	0.410	0.360
spine	dugokan	0.495	0.461	0.600
spineless	spineless	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	pagkalinyas	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	tunok	0.167	0.639	0.528
spiral	spiral	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	espiritu	0.786	0.370	0.621
spirited	malipayon	0.854	0.587	0.734
spirits	mga espiritu	0.583	0.847	0.545
spiritual	espirituhanon	0.938	0.327	0.564
spirituality	espirituwalidad	0.865	0.281	0.667
spit	pagluwa	0.149	0.545	0.436
spite	bisan pa niana	0.080	0.600	0.317
spiteful	mapintas	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	pagsabwag	0.521	0.412	0.281
splat	pagsinati	0.510	0.433	0.385
splatter	nagsuka	0.312	0.596	0.352
spleen	spleen	0.448	0.255	0.396
splendid	nindot kaayo	0.896	0.740	0.810
splendor	kahalangdon	0.927	0.612	0.850
splice	paghugpong	0.386	0.460	0.377
spline	maglihok	0.490	0.398	0.407
splint	hagdanan	0.179	0.400	0.343
splinter	splinter	0.136	0.422	0.325
split	split	0.344	0.618	0.410
splitting	nagbulag	0.188	0.598	0.375
splurge	sa kinatibuk-an	0.365	0.481	0.542
spoil	inagaw	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	pagdaot	0.135	0.678	0.306
spoils	mga inagaw	0.388	0.760	0.481
spoke	namulong	0.635	0.433	0.483
spoken	gisulti	0.551	0.363	0.545
spokesman	tigpamaba	0.720	0.480	0.611
spokesperson	tigpamaba	0.573	0.453	0.615
sponge	espongha	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	sponsor	0.729	0.537	0.800
sponsorship	sponsorship	0.854	0.608	0.696
spontaneity	pagkalimpyo	0.817	0.698	0.655
spontaneous	kusog	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	nagyagayaga	0.327	0.887	0.322
spooky	makahahadlok	0.104	0.858	0.380
spool	spool	0.397	0.389	0.312
spoon	kutsara	0.479	0.236	0.259
spoonful	kutsara	0.582	0.208	0.308
sporadic	panagsa	0.333	0.394	0.500
spore	spore	0.480	0.408	0.231
sport	sport	0.865	0.700	0.657
sporting	sporting	0.917	0.656	0.675
sports	sports	0.833	0.683	0.587
sports car	sports car	0.759	0.696	0.669
sportsman	sportsman	0.755	0.735	0.713
sportsmanship	sportsmanship	0.890	0.582	0.694
sportswriter	sportswriter	0.760	0.551	0.566
sporty	sporty	0.735	0.713	0.648
spot	lugar	0.510	0.180	0.336
spotless	walay lama	0.792	0.327	0.726
spotlight	sugod	0.688	0.353	0.519
spotted	namutol	0.354	0.472	0.295
spotter	spotter	0.542	0.491	0.644
spotty	kidney	0.281	0.606	0.241
spousal	asawa	0.656	0.582	0.632
spouse	asawa	0.750	0.600	0.645
spout	spout	0.438	0.357	0.309
sprain	naglikay	0.063	0.580	0.384
sprawl	naghugpong	0.600	0.596	0.672
spray	spray	0.438	0.410	0.333
spread	mikaylap	0.570	0.583	0.651
spreader	Nagtubo	0.510	0.480	0.500
spree	pagsulay	0.564	0.663	0.474
spring	tingpamulak	0.837	0.370	0.481
springtime	tingpamulak	0.837	0.439	0.722
sprinkle	isablig	0.635	0.404	0.380
sprinkler	sprinkler	0.510	0.434	0.473
sprinkling	pagwisik	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	turok	0.582	0.565	0.443
spruce	magpundok	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	spunk	0.438	0.632	0.473
spunky	talagsaon	0.646	0.879	0.755
spur	makapugong	0.378	0.545	0.340
spurious	bakak	0.178	0.480	0.343
spurred	nakapukaw	0.562	0.684	0.472
spurt	miturok	0.448	0.550	0.475
spy	espiya	0.260	0.686	0.530
squabble	magkahiusa	0.173	0.850	0.500
squad	iskwad	0.552	0.711	0.806
squadron	iskwadron	0.469	0.686	0.787
squall	paghubas	0.191	0.833	0.655
squamous	squamous	0.344	0.446	0.418
squander	pag-usik	0.240	0.755	0.529
square	kuwadrado	0.509	0.340	0.291
squash	kalabasa	0.531	0.667	0.410
squat	squat	0.330	0.550	0.453
squatter	squatter	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	pagdagan	0.265	0.480	0.245
squeak	mag-igo	0.271	0.679	0.300
squeaky	magluhod	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	squeeze	0.458	0.676	0.532
squeezing	pagpuga	0.260	0.598	0.557
squelch	pagpugong	0.271	0.510	0.462
squid	squid	0.497	0.398	0.357
squint	squint	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	squirm	0.235	0.824	0.373
squirrel	squirrel	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	squish	0.260	0.788	0.481
squishy	squishy	0.516	0.333	0.307
stab	dinunggaban	0.167	0.882	0.595
stabbed	gidunggab	0.031	0.875	0.431
stability	kalig-on	0.812	0.264	0.849
stabilize	pagpalig-on	0.839	0.427	0.722
stabilizer	stabilizer	0.688	0.353	0.767
stable	lig	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	stack	0.470	0.282	0.427
stadium	estadyante	0.635	0.679	0.611
staff	staff	0.745	0.274	0.627
stag	stag	0.594	0.250	0.389
stage	yugto	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	stagehand	0.420	0.684	0.555
stagger	pagsuroy	0.531	0.620	0.458
staggering	makapahingangha	0.520	0.657	0.683
stagnant	napondo	0.300	0.500	0.208
stagnation	stagnation	0.276	0.324	0.396
staid	malig-on	0.385	0.290	0.634
stain	mansa	0.453	0.324	0.264
stained	namansa	0.245	0.460	0.209
stainless	hinimo	0.594	0.329	0.618
stair	hagdanan	0.375	0.354	0.345
staircase	hagdanan	0.469	0.347	0.440
stairs	hagdanan	0.510	0.439	0.342
stairway	hagdanan	0.562	0.510	0.407
stairwell	hagdanan	0.510	0.292	0.333
stake	stake	0.406	0.608	0.460
stakeout	pag-usisa	0.344	0.546	0.600
stale	hunong	0.235	0.461	0.286
stalemate	pagkamatay	0.296	0.354	0.267
stalk	stalk	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	stall	0.370	0.245	0.292
stallion	stallion	0.628	0.596	0.779
stalls	mga kuwadra	0.582	0.378	0.451
stalwart	lig-on	0.812	0.430	0.691
stamina	kusog	0.664	0.694	0.877
stamp	selyo	0.438	0.327	0.441
stampede	pagpaubos	0.235	0.875	0.683
stance	baruganan	0.604	0.333	0.609
stand	tindog	0.600	0.324	0.509
standard	standard	0.673	0.143	0.605
standardize	estandard	0.684	0.353	0.729
standardized	estandard	0.610	0.324	0.607
standby	pugngan	0.260	0.224	0.386
standing	nga nagatindog	0.604	0.317	0.425
standoff	away	0.333	0.840	0.558
standpoint	panglantaw	0.585	0.388	0.652
standstill	pagbarog	0.441	0.203	0.500
standup	Tindog	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	staple	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	bituon	0.833	0.418	0.560
star fruit	balimbing	0.701	0.433	0.427
starboard	starboard	0.531	0.388	0.558
starch	starch	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	pagtan-aw	0.541	0.430	0.538
starfish	starfish	0.680	0.320	0.421
stargazing	pagtuktok	0.802	0.461	0.709
staring	nagtutok	0.542	0.306	0.423
stark	tinuud	0.330	0.630	0.577
starlet	starlet	0.806	0.471	0.587
starlight	starlight	0.908	0.368	0.611
starling	starling	0.500	0.490	0.514
starry	bituon	0.438	0.643	0.434
stars	mga bituon	0.796	0.521	0.484
starship	mga bituon	0.740	0.719	0.704
start	magsugod	0.684	0.430	0.589
starter	starter	0.667	0.461	0.827
startle	makasugod	0.276	0.817	0.417
startled	nakurat	0.333	0.865	0.526
startling	makapakurat	0.750	0.768	0.830
starvation	gutom	0.240	0.592	0.284
starve	gutom	0.073	0.729	0.402
starved	gutom	0.097	0.689	0.219
starving	gigutom	0.163	0.670	0.336
stash	itago	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	estado	0.562	0.320	0.604
stately	halangdon	0.830	0.728	0.915
statement	pamahayag	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	estadoide	0.643	0.480	0.708
statesman	estadista	0.510	0.490	0.736
static	walay pulos	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	estatika	0.542	0.290	0.527
station	estasyon	0.688	0.367	0.519
stationary	stationary	0.408	0.240	0.484
stationery	stationery	0.570	0.120	0.455
statistic	estatistika	0.508	0.420	0.609
statistical	statistical	0.714	0.353	0.627
statistician	estatistiko	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	estatuwa	0.561	0.281	0.500
statue	estatuwa	0.542	0.153	0.570
statuette	estatuwa	0.677	0.433	0.518
stature	gidak-on	0.470	0.353	0.664
status	status	0.658	0.377	0.588
statute	statute	0.592	0.330	0.673
statutory	statutory	0.510	0.376	0.539
staunch	hunong	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	magpabilin	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	nagpabilin	0.497	0.270	0.395
stays	magpabilin	0.633	0.363	0.564
stead	himoa	0.551	0.214	0.510
steadfast	makanunayon	0.771	0.433	0.800
steady	makanunayon	0.680	0.186	0.763
steak	steak	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	mangawat	0.021	0.856	0.528
stealing	pagpangawat	0.086	0.913	0.455
stealth	pagkawala	0.520	0.270	0.452
stealthily	pirme	0.763	0.294	0.458
stealthy	pirme	0.380	0.363	0.534
steam	alisngaw	0.469	0.413	0.421
steamboat	steamboat	0.708	0.500	0.633
steamer	bapor	0.510	0.442	0.528
steaming	pagnihit	0.592	0.553	0.402
steamroller	nag-ilis	0.396	0.567	0.667
steamship	steamship	0.469	0.490	0.569
steamy	mauga	0.479	0.538	0.445
steel	asero	0.521	0.420	0.714
steep	titip	0.312	0.612	0.321
steeple	taluktok	0.625	0.519	0.500
steer	pagdumala	0.469	0.490	0.527
steering	pagdumala	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	stem	0.615	0.191	0.336
stench	pagkadunot	0.104	0.570	0.298
stencil	mag-stencil	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	lakang	0.531	0.321	0.347
stepdaughter	anak nga babaye	0.510	0.510	0.432
stepfather	stepfather	0.396	0.491	0.611
stepmother	ina nga ina	0.427	0.530	0.484
steppe	kapatagan	0.427	0.321	0.379
steps	mga lakang	0.511	0.349	0.373
stepson	stepson	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopiko	0.363	0.417	0.574
stereotype	estilo	0.151	0.422	0.612
stereotyped	naghunahuna	0.375	0.510	0.436
sterile	dili maayo	0.302	0.471	0.291
sterility	sterility	0.201	0.519	0.414
sterilize	pag-sterilize	0.406	0.510	0.520
sterling	maayo	0.529	0.481	0.615
stern	ulan	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	stew	0.667	0.373	0.250
steward	piniyalan	0.633	0.238	0.550
stewardess	sulugoon	0.625	0.491	0.491
stewardship	pagkatinugyanan	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	stick	0.396	0.364	0.382
sticker	sticker	0.583	0.306	0.346
sticking	naglihok	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	stickup	0.453	0.537	0.434
sticky	sticky	0.385	0.569	0.292
stiff	matig-a	0.158	0.459	0.569
stiffen	pag-stiffen	0.360	0.582	0.719
stiffness	pagkagahi	0.323	0.500	0.657
stifle	paghunong	0.240	0.764	0.427
stifled	gisumpo	0.229	0.731	0.193
stifling	pagpugong	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	patay nga pagkatawo	0.092	0.809	0.291
stillborn	patay na	0.271	0.519	0.337
stillness	kahilum	0.729	0.125	0.339
stillwaiting	nagpadayon	0.344	0.393	0.420
stilts	stilts	0.439	0.577	0.300
stimulant	stimulant	0.441	0.794	0.745
stimulate	pag-aghat	0.792	0.798	0.754
stimulating	makapadasig	0.740	0.804	0.809
stimulation	pagpukaw	0.708	0.821	0.702
