Word	Slovak-sk	Valence	Arousal	Dominance
timeout	čas vypršal	0.344	0.433	0.322
timepiece	hodinky	0.650	0.279	0.461
timer	časomerač	0.469	0.433	0.500
times	doba	0.490	0.279	0.439
timetable	letový poriadok	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	plachý	0.327	0.276	0.132
timidity	bojazlivosť	0.333	0.358	0.153
timing	načasovanie	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tinktúra	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	NO TRANSLATION	0.448	0.284	0.311
tinge	nádych	0.469	0.292	0.264
tingle	chvenie	0.460	0.560	0.264
tingling	brnenie	0.427	0.615	0.340
tinker	drotár	0.396	0.528	0.275
tinkering	šťourat	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	cinkanie	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	pozlátko	0.663	0.521	0.473
tint	nádych	0.582	0.292	0.273
tiny	maličký	0.479	0.196	0.125
tip	tip	0.708	0.221	0.518
tipper	sklápač	0.427	0.571	0.431
tipster	tipař	0.490	0.462	0.490
tipsy	opitý	0.510	0.625	0.570
tiptoe	chodiť po špičkách	0.510	0.490	0.407
tirade	tiráda	0.378	0.587	0.532
tire	pneumatika	0.438	0.385	0.381
tired	unavený	0.125	0.317	0.191
tiredness	únava	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	neúnavný	0.657	0.750	0.645
tiresome	únavný	0.240	0.542	0.153
tiring	únavné	0.153	0.510	0.176
tissue	tkanivo	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	sýkorka	0.402	0.539	0.388
titan	titán	0.598	0.653	0.811
titanic	gigantický	0.427	0.786	0.795
titanium	titán	0.520	0.470	0.704
tithe	desiatok	0.507	0.276	0.385
title	nadpis	0.708	0.356	0.574
titled	s názvom	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	ropucha	0.302	0.452	0.196
toast	toast	0.740	0.382	0.356
toaster	opekač hrianok	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	tabak	0.327	0.546	0.387
toby	Toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	dnes	0.806	0.306	0.362
toddler	batoľa	0.812	0.469	0.368
toe	špička	0.406	0.221	0.293
toenail	necht	0.530	0.380	0.306
toffee	karamel	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	spolu	0.874	0.392	0.658
togetherness	jednotnosť	0.906	0.360	0.635
toil	drina	0.558	0.510	0.583
toilet	toaleta, WC	0.490	0.290	0.233
toils	pasce	0.480	0.710	0.482
token	žetón	0.510	0.418	0.414
tolerable	znesiteľný	0.750	0.350	0.374
tolerance	tolerancia	0.875	0.206	0.649
tolerant	tolerantné	0.765	0.192	0.618
tolerate	tolerovať	0.724	0.430	0.588
toleration	tolerancia	0.776	0.442	0.727
toll	mýto	0.296	0.422	0.453
tomahawk	tomahavk	0.510	0.642	0.504
tomato	paradajka	0.550	0.183	0.275
tomatoes	paradajky	0.615	0.240	0.272
tomb	hrob	0.112	0.500	0.343
tombstone	náhrobok	0.204	0.441	0.311
tomcat	kocúr	0.520	0.412	0.386
tome	mne	0.429	0.316	0.492
tomorrow	zajtra	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	tón	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	kliešte	0.500	0.459	0.321
tongue	jazyk	0.542	0.432	0.482
tonic	tonikum	0.541	0.360	0.500
tonnage	tonáž	0.323	0.382	0.590
tonsils	mandle	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	náradie	0.490	0.350	0.594
toolbox	panel nástrojov	0.531	0.316	0.472
tooling	náradie	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	húkanie	0.500	0.481	0.373
tooth	zub	0.439	0.250	0.367
toothache	bolenie zubov	0.188	0.853	0.412
toothbrush	zubná kefka	0.517	0.330	0.321
toothed	ozubený	0.449	0.394	0.352
toothless	bezzubý	0.312	0.541	0.272
toothpaste	zubná pasta	0.510	0.290	0.371
toothpick	zubné špáradlo	0.561	0.216	0.185
toots	Toots	0.552	0.480	0.451
top	top	0.760	0.400	0.554
topaz	topás	0.643	0.325	0.384
topic	téma	0.520	0.276	0.427
topical	aktuálne	0.561	0.340	0.500
topless	polonahá	0.625	0.765	0.414
topographic	topografické	0.604	0.378	0.558
topographical	topografické	0.438	0.350	0.538
topography	topografie	0.469	0.357	0.506
topple	překotit	0.198	0.820	0.573
topside	vrchný	0.708	0.466	0.598
tor	tor	0.337	0.430	0.418
torch	fakľa	0.531	0.630	0.545
torment	trápenie	0.057	0.750	0.387
tormented	mučil	0.071	0.855	0.323
torn	roztrhnutý	0.153	0.510	0.283
tornado	tornádo	0.260	0.896	0.784
torpedo	torpédo	0.219	0.794	0.707
torque	krútiaci moment	0.466	0.375	0.406
torrent	bystrina	0.541	0.745	0.676
torrid	vášnivý	0.281	0.625	0.517
torsion	krútenie	0.312	0.651	0.402
torso	torzo	0.408	0.394	0.473
tort	prečin	0.229	0.635	0.455
tortious	protiprávny	0.312	0.724	0.491
tortoise	korytnačka	0.673	0.078	0.250
tortuous	krivolaké	0.194	0.755	0.382
torture	mučenia	0.115	0.878	0.555
tortured	mučení	0.062	0.890	0.361
toss	hodenie	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	totálnej	0.771	0.286	0.714
totality	totalita	0.688	0.443	0.717
totally	naprosto	0.820	0.422	0.702
tote	voziť	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	dotyk	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	dojatý	0.592	0.380	0.404
touching	dojemný	0.760	0.439	0.491
touchy	nedotklivé	0.323	0.510	0.343
tough	húževnatý	0.344	0.588	0.742
toughen	spevniť	0.458	0.683	0.711
toughness	húževnatosť	0.552	0.618	0.837
toupee	tupé	0.323	0.270	0.324
tour	prehliadka	0.663	0.545	0.543
tourism	cestovný ruch	0.823	0.531	0.545
tourist	turista	0.745	0.480	0.430
tourmaline	turmalín	0.448	0.513	0.441
tournament	turnaj	0.694	0.740	0.611
tourniquet	turniket	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	kúdeľ	0.531	0.500	0.508
towel	uterák	0.630	0.208	0.286
tower	veža	0.606	0.380	0.644
towering	nebetyčný	0.500	0.690	0.806
town	mesto	0.551	0.299	0.627
townhouse	mestský dom	0.622	0.400	0.443
township	okres	0.531	0.292	0.667
townspeople	obyvatelia mesta	0.677	0.466	0.569
toxic	toxický	0.008	0.885	0.492
toxicity	toxicity	0.104	0.865	0.491
toxicology	toxikológia	0.302	0.736	0.574
toxin	toxín	0.115	0.654	0.456
toy	hračka	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	stopa	0.573	0.346	0.483
traceable	sledovateľné	0.602	0.370	0.535
tracer	stopár	0.573	0.327	0.645
traces	stopy	0.482	0.448	0.389
trachea	priedušnice	0.448	0.509	0.387
tracing	trasovanie	0.418	0.591	0.565
track	stopa	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	trakt	0.406	0.422	0.339
tractable	povoľný	0.635	0.500	0.469
traction	trakcie	0.429	0.585	0.648
tractor	traktor	0.449	0.580	0.619
trade	obchod	0.561	0.544	0.690
trademark	ochranná známka	0.667	0.344	0.750
trader	obchodník	0.562	0.632	0.854
tradesman	živnostník	0.531	0.431	0.664
trading	obchodovanie	0.635	0.602	0.705
tradition	tradícia	0.830	0.430	0.750
traditional	tradičné	0.677	0.221	0.604
traffic	prevádzka	0.323	0.559	0.518
traffic light	semafor	0.490	0.469	0.479
trafficking	obchodovanie	0.250	0.710	0.399
tragedies	tragédie	0.100	0.910	0.442
tragedy	tragédie	0.052	0.843	0.340
tragic	tragický	0.048	0.904	0.396
trail	chodník	0.600	0.322	0.455
trailer	príves	0.541	0.490	0.473
train	vlak	0.666	0.705	0.620
train set	vlakovej súpravy	0.604	0.598	0.464
trained	vyškolení	0.771	0.538	0.645
trainee	učňovský	0.627	0.408	0.352
trainer	tréner	0.698	0.719	0.824
training	výcvik	0.714	0.776	0.788
trait	vlastnosť	0.469	0.365	0.453
traitor	zradca	0.112	0.796	0.491
traitorous	zradný	0.073	0.745	0.412
trajectory	trajektórie	0.653	0.558	0.779
tram	električka	0.667	0.628	0.492
tramp	tulák	0.108	0.510	0.182
trample	šliapať	0.235	0.764	0.562
trampoline	trampolína	0.604	0.690	0.391
tramway	električka	0.615	0.538	0.543
trance	vytrhnutiu	0.469	0.481	0.382
tranquil	pokojný	0.917	0.094	0.355
tranquility	pokoj	0.840	0.135	0.442
tranquilizer	sedatívum	0.510	0.236	0.596
transact	obchodovať	0.521	0.625	0.680
transaction	transakcie	0.650	0.577	0.579
transatlantic	transatlantický	0.724	0.596	0.706
transceiver	vysielač	0.510	0.490	0.537
transcend	presahovať	0.604	0.771	0.726
transcendence	dokonalosť	0.656	0.608	0.754
transcendent	neporovnateľný	0.667	0.600	0.824
transcendental	transcendentálnej	0.635	0.652	0.842
transcribe	prepísať	0.500	0.394	0.573
transcriber	prepis	0.490	0.420	0.615
transcript	odpis	0.639	0.398	0.528
transcription	transkripcie	0.592	0.455	0.615
transfer	prevod	0.702	0.490	0.519
transference	prenos	0.592	0.294	0.551
transferred	prevedená	0.480	0.450	0.409
transfixed	prikovaný	0.427	0.660	0.528
transform	premeniť	0.735	0.667	0.696
transformation	premena	0.796	0.618	0.770
transformer	transformátor	0.582	0.582	0.723
transfusion	transfúzia	0.417	0.730	0.557
transgression	prestúpenie	0.158	0.890	0.611
transient	prechodný	0.510	0.405	0.430
transistor	tranzistor	0.480	0.480	0.444
transit	tranzit	0.439	0.590	0.588
transition	prechod	0.605	0.561	0.558
transitional	prechodný	0.573	0.472	0.491
transitive	tranzitívne	0.479	0.377	0.414
transitory	prechodný	0.438	0.450	0.407
translate	preložiť	0.604	0.423	0.462
translation	preklad	0.633	0.435	0.598
translator	prekladateľ	0.760	0.412	0.473
translocation	premiestnenie	0.367	0.612	0.564
translucent	priesvitný	0.600	0.500	0.389
transmission	prevodovka	0.688	0.490	0.611
transmit	odovzdať	0.836	0.581	0.673
transmitter	vysielač	0.520	0.511	0.719
transmutation	premena	0.438	0.740	0.737
transom	priečka	0.375	0.385	0.417
transparency	priehľadnosť	0.847	0.260	0.587
transparent	priehľadný	0.542	0.330	0.667
transplant	transplantácia	0.445	0.806	0.620
transplantation	transplantácia	0.531	0.694	0.610
transponder	transpondér	0.564	0.575	0.565
transport	transport	0.613	0.627	0.605
transportation	preprava	0.667	0.560	0.472
transporter	prepravca	0.615	0.625	0.750
transpose	transponovať	0.440	0.585	0.467
transposition	transpozícia	0.312	0.451	0.555
transsexual	transsexuál	0.264	0.815	0.423
transverse	priečny	0.429	0.429	0.525
transvestite	travesti	0.270	0.675	0.373
trap	pasca	0.104	0.610	0.391
trapdoor	padacie dvere	0.094	0.670	0.462
trapeze	trapéz	0.542	0.625	0.566
trapped	pasce	0.135	0.615	0.380
trapper	Traper	0.296	0.654	0.491
trapping	odchyt	0.333	0.621	0.491
trappings	ozdoby	0.458	0.462	0.370
traps	pasce	0.235	0.673	0.481
trash	smeti	0.163	0.541	0.154
trashy	gýčovitý	0.071	0.380	0.161
trauma	trauma	0.112	0.792	0.453
traumatic	traumatický	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	cestovanie	0.931	0.689	0.535
traveler	cestovateľ	0.837	0.571	0.700
traveling	cestovanie	0.900	0.750	0.582
traverse	prejsť	0.571	0.590	0.629
travesty	travestie	0.354	0.644	0.407
trawl	vlečná sieť	0.255	0.590	0.464
trawler	rybárska loď	0.316	0.430	0.405
tray	podnos	0.549	0.250	0.345
treacherous	zradný	0.112	0.815	0.402
treachery	zrada	0.104	0.852	0.448
tread	šliapať	0.510	0.520	0.426
treadmill	bežecký pás	0.459	0.636	0.436
treason	zrada	0.094	0.806	0.552
treasure	poklad	0.927	0.592	0.821
treasured	cenený	0.849	0.471	0.730
treasurer	pokladník	0.694	0.456	0.755
treasures	poklady	0.867	0.771	0.842
treasury	pokladňa	0.812	0.541	0.736
treat	zaobchádzať	0.573	0.571	0.436
treatable	liečiteľné	0.780	0.302	0.560
treatise	pojednanie	0.604	0.407	0.613
treatment	liečba	0.663	0.386	0.620
treaty	zmluva	0.646	0.382	0.667
treble	strojnásobiť	0.358	0.471	0.466
tree	strom	0.670	0.118	0.442
trees	stromy	0.653	0.137	0.537
trek	cestovanie	0.469	0.530	0.535
trellis	latková mreža	0.299	0.500	0.389
tremble	triasť sa	0.177	0.878	0.388
trembling	chvenie	0.177	0.824	0.324
tremendous	obrovský	0.600	0.888	0.773
tremendously	ohromne	0.719	0.722	0.661
tremor	tremor	0.104	0.833	0.455
trench	priekopa	0.429	0.760	0.429
trend	trend	0.625	0.458	0.706
trending	trendov	0.750	0.472	0.600
trendy	moderný	0.713	0.520	0.536
trepidation	chvenie	0.582	0.594	0.464
trespass	prekročiť	0.229	0.670	0.613
triad	trojica	0.469	0.413	0.528
triage	triedenie	0.398	0.433	0.479
trial	pokus	0.438	0.663	0.612
triangle	trojuholník	0.562	0.269	0.352
triangular	trojuholníkový	0.430	0.320	0.397
triangulate	triangulovat	0.408	0.380	0.517
triathlon	triatlon	0.521	0.853	0.663
tribal	kmeňový	0.417	0.404	0.482
tribe	kmeň	0.664	0.486	0.516
tribulation	súženie	0.448	0.612	0.484
tribunal	tribunál	0.410	0.670	0.797
tribune	tribúna	0.610	0.585	0.556
tributary	prítok	0.615	0.463	0.616
tribute	hold	0.684	0.573	0.700
trick	trik	0.542	0.700	0.409
trickery	podvod	0.146	0.798	0.336
trickle	pramienok	0.500	0.196	0.231
trickster	podvodník	0.375	0.680	0.446
tricky	chúlostivý	0.219	0.651	0.500
tricycle	trojkolka	0.633	0.402	0.368
trident	trojzubec	0.403	0.606	0.609
trifle	maličkosť	0.271	0.296	0.221
trifling	bezvýznamný	0.375	0.418	0.183
trig	zaraziť	0.438	0.417	0.415
trigger	spúšť	0.271	0.804	0.660
trigonometry	trigonometria	0.396	0.400	0.616
trillion	bilión	0.592	0.420	0.623
trilogy	trilógie	0.615	0.520	0.664
trim	zredukovať	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	orezávač	0.260	0.548	0.529
trimming	orezávanie	0.500	0.478	0.325
trine	Trine	0.396	0.365	0.317
trinity	trojica	0.635	0.346	0.660
trinket	čačky	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	výlet	0.875	0.643	0.538
tripartite	trojstranný	0.500	0.480	0.539
tripe	držky	0.312	0.361	0.438
triple	trojitý	0.585	0.385	0.481
triplet	trojica	0.622	0.510	0.618
triplicate	trojaký	0.684	0.545	0.717
tripod	statív	0.406	0.388	0.483
tripping	zakopnutia	0.276	0.594	0.293
trite	banálne	0.458	0.418	0.290
tritium	trícium	0.412	0.471	0.422
triumph	triumf	0.969	0.798	0.926
triumphant	triumfálny	0.949	0.837	0.972
trivia	drobnosti	0.690	0.490	0.473
trivial	triviálne	0.406	0.387	0.337
troll	trol	0.378	0.627	0.327
trolley	trolejbus	0.562	0.558	0.464
trombone	trombón	0.562	0.500	0.500
troop	oddiel	0.375	0.696	0.750
trooper	tankista	0.458	0.694	0.713
troops	vojsko	0.385	0.718	0.804
trophy	trofej	0.947	0.643	0.676
tropic	obratník	0.740	0.529	0.536
tropical	tropický	0.740	0.461	0.509
tropics	trópy	0.740	0.383	0.412
trot	klus	0.531	0.664	0.396
trouble	ťažkosti	0.135	0.811	0.452
troubled	ustarostený	0.167	0.627	0.385
troublemaker	človek, ktorý robí problémy	0.260	0.900	0.596
troubles	ťažkosti	0.051	0.854	0.269
troublesome	obtiažny	0.283	0.894	0.404
trough	koryto	0.500	0.308	0.340
troupe	herecká spoločnosť	0.625	0.406	0.557
trousers	nohavice	0.625	0.314	0.442
trout	pstruh	0.516	0.387	0.298
trowel	murárska lyžica	0.470	0.418	0.250
truce	prímerie	0.688	0.441	0.453
truck	nákladné auto	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	náklad	0.480	0.450	0.534
truculent	divoký	0.210	0.731	0.498
true	TRUE	0.896	0.436	0.777
truelove	pravá láska	0.860	0.600	0.587
truffle	hľuzovka	0.677	0.323	0.418
truism	truismus	0.521	0.422	0.480
trump	tromf	0.640	0.716	0.898
trumpet	trúbka	0.573	0.570	0.393
trumpeter	trubkár	0.673	0.600	0.676
truncate	osekať	0.323	0.600	0.412
truncated	skrátený	0.316	0.602	0.439
trundle	kotúľať	0.507	0.270	0.414
trunk	kmeň	0.271	0.167	0.404
truss	zošnurovať	0.521	0.482	0.569
trust	dôvera	0.888	0.547	0.741
trustee	poručník	0.531	0.442	0.658
trusting	dôverčivý	0.857	0.508	0.750
trustworthy	dôveryhodný	0.969	0.315	0.824
trusty	verný	0.863	0.398	0.696
truth	pravda	0.971	0.400	0.685
truthful	pravdivý	0.708	0.467	0.807
truthfulness	pravdivosť	0.920	0.549	0.808
try	vyskúšať	0.604	0.551	0.556
tryout	vyskúšaj	0.459	0.539	0.472
tryouts	Tryouts	0.490	0.602	0.594
tsunami	cunami	0.042	0.944	0.684
tub	vaňa	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tučný	0.427	0.423	0.353
tube	trubice	0.418	0.279	0.409
tuberculosis	tuberkulóza	0.214	0.519	0.424
tubing	hadice	0.438	0.363	0.358
tubular	trubkový	0.458	0.361	0.464
tubule	trubička	0.500	0.330	0.333
tuck	zastrčiť	0.367	0.473	0.361
tucker	Tucker	0.475	0.558	0.429
tuesday	utorok	0.469	0.184	0.330
tufted	trsovitý	0.500	0.510	0.406
tug	ťahanie	0.320	0.604	0.558
tugboat	remorkér	0.271	0.510	0.652
tuition	výučba	0.531	0.372	0.436
tulip	tulipán	0.730	0.189	0.356
tumble	překotit	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	laskavec	0.312	0.471	0.427
tummy	bruško	0.427	0.365	0.230
tumor	nádor	0.102	0.664	0.324
tumour	nádor	0.092	0.627	0.464
tumult	vrava	0.271	0.640	0.636
tumultuous	búrlivý	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tona	0.531	0.386	0.304
tunable	laditeľné	0.510	0.364	0.582
tune	melódie	0.708	0.479	0.426
tunic	tunika	0.531	0.248	0.391
tuning	ladenie	0.719	0.390	0.635
tunnel	tunel	0.312	0.490	0.412
turban	turban	0.469	0.386	0.426
turbidity	zakalenosti	0.184	0.607	0.393
turbine	turbína	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	turbulencie	0.062	0.922	0.532
turbulent	turbulentné	0.302	0.792	0.612
turd	hovno	0.240	0.519	0.383
turf	rašelina	0.531	0.192	0.295
turkey	moriak	0.634	0.245	0.247
turmeric	kurkuma	0.542	0.316	0.312
turmoil	vrava	0.198	0.888	0.417
turn	otočenie	0.531	0.398	0.482
turnaround	otoč sa	0.560	0.654	0.407
turned	obrátil	0.630	0.538	0.583
turning	sústruženie	0.510	0.684	0.420
turnip	kvaka	0.561	0.183	0.254
turnkey	žalárnik	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	výhybka	0.641	0.692	0.898
turnover	obrat	0.490	0.392	0.512
turnpike	mýto	0.459	0.434	0.462
turntable	točňa	0.531	0.455	0.406
turpentine	terpentín	0.320	0.539	0.571
turquoise	tyrkysová	0.786	0.226	0.357
turret	vežička	0.494	0.500	0.588
turtle	korytnačka	0.291	0.102	0.271
turtleneck	rolák	0.583	0.398	0.327
tussle	zápas	0.333	0.919	0.691
tutelage	poručníctvo	0.393	0.442	0.609
tutor	tútor	0.750	0.346	0.826
tutoring	doučovanie	0.663	0.402	0.702
tutu	sukienka	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	smoking	0.694	0.354	0.519
tv	televízia	0.622	0.380	0.393
twain	Twain	0.541	0.255	0.370
twat	blbca	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	štípnout	0.440	0.462	0.452
tweed	tvíd	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	pinzeta	0.493	0.408	0.295
twelfth	dvanásty	0.521	0.292	0.527
twelve	dvanásť	0.490	0.298	0.412
twentieth	dvadsiaty	0.469	0.297	0.346
twenty	dvadsať	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	vetvička	0.378	0.288	0.236
twilight	súmrak	0.622	0.341	0.633
twill	keper	0.449	0.415	0.353
twin	dvojča	0.688	0.363	0.453
twine	povrázok	0.521	0.380	0.337
twinge	škubnutí	0.316	0.720	0.471
twinkle	Okamih	0.719	0.724	0.610
twins	dvojčatá	0.760	0.473	0.602
twirl	točiť	0.552	0.647	0.409
twist	skrúteniu	0.375	0.469	0.337
twisted	skrútený	0.071	0.736	0.311
twister	motovidlo	0.330	0.680	0.647
twit	pitomec	0.194	0.653	0.198
twitch	škubnutí	0.510	0.740	0.548
twitching	zášklby	0.292	0.700	0.482
twitchy	nervózny	0.094	0.918	0.281
two	dva	0.520	0.200	0.404
two step	dva kroky	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	dvojnásobný	0.573	0.333	0.551
twosome	dvojica	0.583	0.544	0.500
tycoon	magnát	0.682	0.596	0.867
tyke	kujón	0.500	0.388	0.300
type	typ	0.500	0.284	0.364
typewriter	písací stroj	0.542	0.373	0.418
typhoid	brušný týfus	0.265	0.458	0.401
typhoon	tajfún	0.323	0.796	0.697
typical	typický	0.635	0.206	0.426
typically	typicky	0.569	0.377	0.559
typist	pisárka na stroji	0.551	0.559	0.528
typo	preklep	0.224	0.415	0.255
typography	typografie	0.480	0.334	0.574
tyrannical	tyranský	0.167	0.860	0.731
tyranny	tyranie	0.112	0.792	0.705
tyrant	tyran	0.115	0.850	0.683
tyre	pneumatika	0.480	0.358	0.407
ubiquitous	všadeprítomný	0.635	0.571	0.884
ubiquity	všadeprítomnosť	0.578	0.490	0.595
ugliness	ohavnosť	0.094	0.407	0.267
ugly	škaredý	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	hudobný nástroj	0.513	0.358	0.365
ulcer	vred	0.286	0.596	0.377
ulterior	neskoršie	0.375	0.509	0.490
ultimate	konečný	0.648	0.645	0.544
ultimately	nakoniec	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrazvuk	0.573	0.594	0.600
ultraviolet	ultrafialový	0.604	0.448	0.673
umbilical	pupočnej	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	dáždnik	0.583	0.246	0.255
umpire	rozhodca	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	nezahanbený	0.292	0.614	0.488
unabated	nezmenšenej	0.532	0.420	0.466
unable	neschopný	0.132	0.459	0.193
unacceptable	neprijateľný	0.133	0.479	0.330
unaccompanied	bez sprievodu	0.292	0.376	0.297
unaccountable	nevysvetliteľný	0.180	0.600	0.543
unaccounted	nezvestná	0.410	0.338	0.361
unacknowledged	neuznaný	0.240	0.269	0.116
unadulterated	rýdze	0.570	0.420	0.528
unaffected	neovplyvnený	0.542	0.265	0.571
unafraid	nebojácny	0.500	0.520	0.655
unaided	bez cudzej pomoci	0.290	0.410	0.336
unaltered	nezmenený	0.571	0.269	0.598
unambiguous	jednoznačný	0.406	0.390	0.578
unanimity	jednomyseľnosť	0.490	0.407	0.706
unanimous	jednomyseľný	0.656	0.380	0.682
unanimously	jednomyseľne	0.686	0.333	0.738
unannounced	neohlásený	0.240	0.588	0.291
unanswered	nezodpovedaný	0.276	0.361	0.219
unanticipated	neočakávaný	0.255	0.775	0.327
unappreciated	nedocenený	0.143	0.431	0.209
unapproved	neschválený	0.184	0.471	0.254
unarmed	neozbrojený	0.427	0.420	0.241
unassisted	bez cudzej pomoci	0.302	0.320	0.211
unassuming	nenáročný	0.490	0.230	0.471
unattached	voľný	0.192	0.439	0.283
unattainable	nedosiahnuteľný	0.220	0.635	0.571
unattended	bez dozoru	0.255	0.400	0.167
unattractive	neatraktívne	0.177	0.307	0.208
unauthorized	neoprávnený	0.260	0.448	0.259
unavailable	nedostupné	0.323	0.281	0.159
unavoidable	neodvratný	0.350	0.580	0.445
unaware	nevedomý	0.208	0.355	0.310
unbalanced	nevyvážený	0.302	0.596	0.343
unbearable	neznesiteľný	0.125	0.798	0.447
unbeatable	neprekonateľný	0.735	0.719	0.681
unbeaten	neporazený	0.854	0.760	0.828
