Word	German-de	Valence	Arousal	Dominance
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	Seife	0.531	0.163	0.311
soapbox	Seifenkiste	0.500	0.415	0.393
soapy	seifig	0.552	0.373	0.355
soar	steigen	0.790	0.740	0.718
soaring	hochfliegend	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	nüchtern	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	Nüchternheit	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	Fußball	0.698	0.837	0.644
sociable	gesellig	0.854	0.459	0.627
social	Sozial	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	Sozialismus	0.510	0.500	0.560
socialist	Sozialist	0.448	0.400	0.543
socialite	Sozialistin	0.684	0.668	0.570
socialize	sozialisieren	0.907	0.683	0.726
society	Gesellschaft	0.674	0.464	0.782
sociology	Soziologie	0.615	0.439	0.694
sociopath	Soziopath	0.104	0.863	0.439
sock	Socke	0.500	0.167	0.290
socket	Steckdose	0.583	0.469	0.377
sod	Sod	0.427	0.383	0.333
soda	Limonade	0.688	0.314	0.364
soda/pop	Limonade	0.581	0.410	0.382
sodding	Sodomie	0.240	0.500	0.400
sodium	Natrium	0.490	0.340	0.291
sofa	Sofa	0.583	0.106	0.263
soft	weich	0.760	0.179	0.232
softball	weicher Ball	0.735	0.630	0.518
soften	erweichen	0.694	0.194	0.392
softener	Weichmacher	0.745	0.300	0.373
softening	Erweichung	0.700	0.255	0.361
softly	leise	0.517	0.206	0.304
softness	Weichheit	0.875	0.086	0.402
software	Software	0.561	0.280	0.570
soggy	matschig	0.312	0.350	0.241
sohappy	so glücklich	0.949	0.673	0.681
soil	Boden	0.350	0.180	0.356
soiled	verschmutzt	0.106	0.529	0.213
soiree	Soiree	0.729	0.692	0.578
sojourn	Aufenthalt	0.514	0.243	0.509
solace	Trost	0.776	0.294	0.453
solar	Solar-	0.622	0.452	0.645
solarium	Solarium	0.602	0.356	0.421
solder	Lot	0.439	0.510	0.611
soldering	Löten	0.573	0.536	0.538
soldier	Soldat	0.392	0.708	0.768
sole	Sohle, einzig, alleinig	0.427	0.194	0.279
solemn	feierlich	0.708	0.370	0.709
solicit	erbitten	0.620	0.490	0.604
solicitation	Aufforderung	0.612	0.519	0.415
solicitor	Rechtsanwalt	0.600	0.479	0.802
solid	solide	0.667	0.304	0.763
solidarity	Solidarität	0.792	0.407	0.781
solidification	Erstarrung	0.480	0.500	0.827
solidified	verfestigt	0.633	0.415	0.745
solidify	verfestigen	0.583	0.318	0.754
solidity	Solidität	0.745	0.444	0.850
solitaire	Solitär	0.365	0.227	0.279
solitary	einsam	0.224	0.202	0.268
solitude	Einsamkeit	0.208	0.226	0.358
solo	Solo	0.438	0.190	0.325
solubility	Löslichkeit	0.506	0.360	0.442
soluble	löslich	0.542	0.272	0.409
solucky	so glücklich	0.573	0.529	0.615
solution	Lösung	0.790	0.339	0.664
solve	lösen	0.656	0.530	0.688
solvency	Zahlungsfähigkeit	0.604	0.296	0.605
solvent	Lösungsmittel	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatisch	0.438	0.406	0.444
somber	düster	0.184	0.500	0.380
some anticipation	etwas Vorfreude	0.423	0.482	0.472
some disgust	etwas Ekel	0.094	0.657	0.321
some surprise	etwas Überraschung	0.827	0.849	0.500
some trust	etwas Vertrauen	0.594	0.451	0.547
somersault	Salto	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	etwas negativ	0.208	0.480	0.150
somewhat positive	etwas positiv	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	Sohn	0.792	0.365	0.528
sonar	Sonar	0.541	0.480	0.414
sonata	Sonate	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	Lied	0.854	0.413	0.500
songwriter	Liedermacher	0.844	0.558	0.713
sonic	Schall-	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	Sonett	0.718	0.294	0.404
sonorous	klangvoll	0.646	0.580	0.442
soot	Ruß	0.375	0.328	0.292
soothe	beruhigen	0.817	0.194	0.412
soothing	beruhigend	0.625	0.179	0.519
sophisticated	anspruchsvoll	0.865	0.481	0.845
sophistication	Raffinesse	0.792	0.472	0.704
sophomore	Sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	schlampig	0.510	0.355	0.297
soprano	Sopran	0.552	0.550	0.685
sorcerer	Zauberer	0.377	0.633	0.632
sorcery	Zauberei	0.279	0.740	0.640
sordid	schmutzig	0.219	0.555	0.447
sore	wund	0.094	0.650	0.224
soready	so bereit	0.622	0.500	0.545
sorely	schmerzlich	0.284	0.727	0.370
soreness	Wundsein	0.113	0.843	0.302
sorghum	Sorghum	0.469	0.358	0.420
sorority	Schwesternschaft	0.635	0.637	0.627
sorrow	Trauer	0.052	0.235	0.164
sorrowful	traurig	0.049	0.422	0.163
sorry	Es tut uns leid	0.406	0.362	0.212
sort	Sortieren	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	Sortierung	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	so verängstigt	0.229	0.652	0.319
soscary	so gruselig	0.301	0.660	0.414
soslow	so langsam	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	so süß	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	Seele	0.770	0.220	0.510
soulful	gefühlvoll	0.755	0.331	0.500
soulless	seelenlos	0.125	0.591	0.400
soulmate	Seelenverwandte	0.890	0.500	0.628
sound	klingen	0.765	0.623	0.398
sounding	klingend	0.690	0.500	0.558
soundness	Solidität	0.780	0.377	0.893
soundproof	schalldicht	0.490	0.390	0.409
soundtrack	Soundtrack	0.630	0.559	0.518
soup	Suppe	0.602	0.245	0.269
sour	sauer	0.276	0.594	0.373
source	Quelle	0.740	0.318	0.684
sourpuss	Sauertopf	0.188	0.620	0.382
south	Süd	0.562	0.265	0.429
southbound	südwärts	0.510	0.370	0.395
southeast	Süd-Ost	0.510	0.283	0.413
southern	Süd-	0.552	0.269	0.370
southpaw	Pfote	0.542	0.389	0.404
southwest	Südwesten	0.406	0.314	0.355
souvenir	Souvenir	0.844	0.311	0.466
sovereign	souverän	0.698	0.500	0.885
sovereignty	Souveränität	0.719	0.529	0.886
soviet	Sowjetisch	0.347	0.580	0.536
sow	Sau	0.667	0.430	0.446
soy	Soja	0.438	0.250	0.286
soy sauce	Sojasauce	0.573	0.382	0.318
soybean	Sojabohne	0.521	0.250	0.293
spa	Spa	0.622	0.151	0.386
space	Raum	0.800	0.317	0.573
spacecraft	Raumfahrzeug	0.646	0.698	0.680
spaceman	Raumfahrer	0.688	0.577	0.848
spaceship	Raumschiff	0.643	0.781	0.664
spacing	Abstand	0.621	0.425	0.507
spacious	geräumig	0.880	0.365	0.557
spade	Spaten	0.469	0.667	0.529
spaghetti	Spaghetti	0.729	0.353	0.288
spam	Spam	0.188	0.354	0.304
spammers	Spammer	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	Elasthan	0.429	0.520	0.429
spaniel	Spaniel	0.561	0.435	0.385
spank	versohlen	0.112	0.882	0.642
spanking	Prügel	0.194	0.736	0.392
spar	Spar	0.417	0.438	0.536
spare	schonen	0.552	0.398	0.411
spareribs	spare Ribs	0.635	0.431	0.395
sparingly	sparsam	0.510	0.353	0.518
spark	Funke	0.688	0.745	0.529
sparkle	funkeln	0.819	0.765	0.510
sparkling	funkelnd	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	Sparring	0.292	0.870	0.704
sparrow	Spatz	0.583	0.460	0.327
sparse	spärlich	0.240	0.367	0.209
spasm	Krampf	0.194	0.594	0.366
spastic	spastisch	0.240	0.541	0.491
spat	gespuckt	0.427	0.413	0.309
spatial	räumlich	0.604	0.625	0.645
spatter	Spritzer	0.292	0.630	0.315
spatula	Spatel	0.302	0.198	0.369
spawn	laichen	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	sprechen	0.765	0.472	0.500
speakeasy	Flüsterkneipe	0.680	0.536	0.442
speaker	Redner	0.604	0.660	0.723
speakerphone	Freisprecheinrichtung	0.531	0.569	0.560
speaking	Sprechen	0.753	0.590	0.575
spear	Speer	0.510	0.601	0.500
spec	Spez	0.583	0.426	0.691
special	Besondere	0.844	0.602	0.730
specialist	Spezialist	0.760	0.562	0.877
speciality	Spezialität	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	speziell	0.847	0.398	0.714
specialty	Spezialität	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	Spezies	0.561	0.330	0.645
specific	Spezifisch	0.656	0.388	0.691
specification	Spezifikation	0.552	0.479	0.602
specify	angeben	0.656	0.405	0.600
specimen	Probe	0.531	0.444	0.568
speck	Fleck	0.418	0.245	0.343
speckled	gesprenkelt	0.449	0.263	0.254
specs	Spezifikationen	0.540	0.398	0.618
spectacle	Schauspiel	0.812	0.745	0.762
spectacles	Brille	0.816	0.775	0.648
spectacular	spektakulär	0.947	0.740	0.887
spectator	Zuschauer	0.694	0.560	0.667
specter	Gespenst	0.265	0.723	0.540
spectral	spektral	0.430	0.667	0.500
spectrometer	Spektrometer	0.500	0.452	0.490
spectrophotometer	Spektrophotometer	0.500	0.484	0.500
spectroscopy	Spektroskopie	0.470	0.541	0.570
spectrum	Spektrum	0.312	0.700	0.527
speculate	spekulieren	0.398	0.602	0.553
speculation	Spekulation	0.325	0.683	0.394
speculative	spekulativ	0.276	0.591	0.464
speculum	Spekulum	0.417	0.469	0.433
speech	Rede	0.656	0.470	0.688
speechless	sprachlos	0.459	0.320	0.315
speed	Geschwindigkeit	0.719	0.849	0.658
speedboat	Schnellboot	0.635	0.858	0.612
speedily	schnell	0.688	0.740	0.665
speeding	Geschwindigkeitsüberschreitung	0.438	0.908	0.645
speedometer	Tachometer	0.427	0.549	0.579
speedway	Schnellstraße	0.667	0.519	0.416
speedy	schnell	0.625	0.625	0.793
spell	buchstabieren	0.385	0.380	0.368
spellbound	gebannt	0.531	0.647	0.387
spelling	Rechtschreibung	0.594	0.357	0.398
spencer	Spencer	0.510	0.394	0.367
spend	verbringen	0.672	0.745	0.429
spender	Spender	0.312	0.692	0.377
spending	Ausgaben	0.333	0.556	0.330
spent	verbraucht	0.296	0.296	0.263
sperm	Sperma	0.396	0.706	0.453
spew	speien	0.260	0.651	0.573
sphere	Kugel	0.633	0.277	0.500
spherical	kugelförmig	0.550	0.308	0.500
sphincter	Schließmuskel	0.347	0.633	0.375
sphinx	Sphinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	würzen	0.594	0.439	0.384
spicy	würzig	0.440	0.733	0.610
spider	Spinne	0.229	0.569	0.430
spiders	Spinnen	0.260	0.696	0.368
spiffy	schick	0.615	0.582	0.470
spigot	Zapfen	0.380	0.346	0.423
spike	Spitze	0.382	0.510	0.408
spiked	aufgestockt	0.281	0.613	0.407
spiky	stachelig	0.284	0.657	0.587
spill	verschütten	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	Dreh	0.551	0.422	0.345
spinach	Spinat	0.583	0.200	0.368
spinal	Wirbelsäule	0.312	0.491	0.296
spindle	Spindel	0.552	0.410	0.360
spine	Rücken	0.495	0.461	0.600
spineless	rückgratlos	0.344	0.387	0.321
spinner	Spinner	0.458	0.593	0.471
spinning	Spinnen	0.594	0.610	0.481
spinster	Jungfer	0.357	0.368	0.345
spiny	stachelig	0.167	0.639	0.528
spiral	Spiral-	0.490	0.624	0.361
spire	Turm	0.354	0.358	0.389
spirit	Geist	0.786	0.370	0.621
spirited	temperamentvoll	0.854	0.587	0.734
spirits	Spirituosen	0.583	0.847	0.545
spiritual	geistig	0.938	0.327	0.564
spirituality	Spiritualität	0.865	0.281	0.667
spit	spucken	0.149	0.545	0.436
spite	Trotz	0.080	0.600	0.317
spiteful	boshaft	0.073	0.710	0.330
spitfire	Spuckfeuer	0.233	0.623	0.566
spittoon	Spucknapf	0.276	0.426	0.280
splash	Spritzen	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	spritzen	0.312	0.596	0.352
spleen	Milz	0.448	0.255	0.396
splendid	herrlich	0.896	0.740	0.810
splendor	Pracht	0.927	0.612	0.850
splice	spleißen	0.386	0.460	0.377
spline	Spline	0.490	0.398	0.407
splint	Schiene	0.179	0.400	0.343
splinter	Splitter	0.136	0.422	0.325
split	Teilt	0.344	0.618	0.410
splitting	Spaltung	0.188	0.598	0.375
splurge	protzen	0.365	0.481	0.542
spoil	verwöhnen	0.146	0.723	0.328
spoiler	Spoiler	0.347	0.527	0.380
spoiling	Verderben	0.135	0.678	0.306
spoils	Beute	0.388	0.760	0.481
spoke	gesprochen	0.635	0.433	0.483
spoken	gesprochen	0.551	0.363	0.545
spokesman	Sprecher	0.720	0.480	0.611
spokesperson	Sprecher	0.573	0.453	0.615
sponge	Schwamm	0.551	0.192	0.219
spongy	schwammig	0.469	0.324	0.344
sponsor	Sponsor	0.729	0.537	0.800
sponsorship	Sponsoring	0.854	0.608	0.696
spontaneity	Spontaneität	0.817	0.698	0.655
spontaneous	spontan	0.780	0.578	0.655
spoof	Parodie	0.490	0.594	0.381
spook	Spuk	0.327	0.887	0.322
spooky	gespenstisch	0.104	0.858	0.380
spool	Spule	0.397	0.389	0.312
spoon	Löffel	0.479	0.236	0.259
spoonful	Löffel	0.582	0.208	0.308
sporadic	sporadisch	0.333	0.394	0.500
spore	Spore	0.480	0.408	0.231
sport	Sport	0.865	0.700	0.657
sporting	sportlich	0.917	0.656	0.675
sports	Sport	0.833	0.683	0.587
sports car	Sportwagen	0.759	0.696	0.669
sportsman	Sportler	0.755	0.735	0.713
sportsmanship	Sportlichkeit	0.890	0.582	0.694
sportswriter	Sportjournalist	0.760	0.551	0.566
sporty	sportlich	0.735	0.713	0.648
spot	Stelle	0.510	0.180	0.336
spotless	makellos	0.792	0.327	0.726
spotlight	Scheinwerfer	0.688	0.353	0.519
spotted	entdeckt	0.354	0.472	0.295
spotter	Spotter	0.542	0.491	0.644
spotty	fleckig	0.281	0.606	0.241
spousal	Ehepartner	0.656	0.582	0.632
spouse	Ehepartner	0.750	0.600	0.645
spout	Tülle	0.438	0.357	0.309
sprain	Verstauchung	0.063	0.580	0.384
sprawl	Ausbreitung	0.600	0.596	0.672
spray	sprühen	0.438	0.410	0.333
spread	Verbreitung	0.570	0.583	0.651
spreader	Spreizer	0.510	0.480	0.500
spree	Spree	0.564	0.663	0.474
spring	Frühling	0.837	0.370	0.481
springtime	Frühling	0.837	0.439	0.722
sprinkle	streuen	0.635	0.404	0.380
sprinkler	Sprinkler	0.510	0.434	0.473
sprinkling	Beregnung	0.677	0.510	0.466
sprint	Sprint	0.549	0.649	0.528
sprite	Sprite	0.561	0.438	0.625
sprout	sprießen	0.582	0.565	0.443
spruce	Fichte	0.604	0.288	0.380
spud	Spud	0.403	0.423	0.349
spunk	Sperma	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	Sporn	0.378	0.545	0.340
spurious	unecht	0.178	0.480	0.343
spurred	angespornt	0.562	0.684	0.472
spurt	Spurt	0.448	0.550	0.475
spy	Spion	0.260	0.686	0.530
squabble	Streit	0.173	0.850	0.500
squad	Kader	0.552	0.711	0.806
squadron	Geschwader	0.469	0.686	0.787
squall	Bö	0.191	0.833	0.655
squamous	Plattenepithel	0.344	0.446	0.418
squander	verschwenden	0.240	0.755	0.529
square	Platz	0.509	0.340	0.291
squash	quetschen	0.531	0.667	0.410
squat	Hocken	0.330	0.550	0.453
squatter	Squatter	0.390	0.361	0.565
squaw	Squaw	0.428	0.441	0.398
squawk	kreischen	0.265	0.480	0.245
squeak	quietschen	0.271	0.679	0.300
squeaky	quietschend	0.229	0.771	0.367
squeal	quietschen	0.250	0.731	0.375
squealer	Quietscher	0.541	0.519	0.330
squeamish	zimperlich	0.176	0.656	0.453
squeeze	drücken	0.458	0.676	0.532
squeezing	quetschen	0.260	0.598	0.557
squelch	Rauschsperre	0.271	0.510	0.462
squid	Tintenfisch	0.497	0.398	0.357
squint	Schielen	0.385	0.461	0.452
squire	Knappe	0.479	0.459	0.710
squirm	winden	0.235	0.824	0.373
squirrel	Eichhörnchen	0.592	0.358	0.333
squirt	spritzen	0.406	0.460	0.255
squish	zerquetschen	0.260	0.788	0.481
squishy	matschig	0.516	0.333	0.307
stab	stechen	0.167	0.882	0.595
stabbed	erstochen	0.031	0.875	0.431
stability	Stabilität	0.812	0.264	0.849
stabilize	stabilisieren	0.839	0.427	0.722
stabilizer	Stabilisator	0.688	0.353	0.767
stable	stabil	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	Stapel	0.470	0.282	0.427
stadium	Stadion	0.635	0.679	0.611
staff	Mitarbeiter	0.745	0.274	0.627
stag	Hirsch	0.594	0.250	0.389
stage	Bühne	0.592	0.306	0.473
stagecoach	Postkutsche	0.516	0.519	0.627
stagehand	Bühnenarbeiter	0.420	0.684	0.555
stagger	staffeln	0.531	0.620	0.458
staggering	Staffelung	0.520	0.657	0.683
stagnant	stagniert	0.300	0.500	0.208
stagnation	Stagnation	0.276	0.324	0.396
staid	staid	0.385	0.290	0.634
stain	Fleck	0.453	0.324	0.264
stained	befleckt	0.245	0.460	0.209
stainless	rostfrei	0.594	0.329	0.618
stair	Treppe	0.375	0.354	0.345
staircase	Treppe	0.469	0.347	0.440
stairs	Treppe	0.510	0.439	0.342
stairway	Treppe	0.562	0.510	0.407
stairwell	Treppenhaus	0.510	0.292	0.333
stake	Anteil	0.406	0.608	0.460
stakeout	Absteckung	0.344	0.546	0.600
stale	abgestanden	0.235	0.461	0.286
stalemate	Patt	0.296	0.354	0.267
stalk	Stengel	0.436	0.272	0.395
stalker	Stalker	0.177	0.930	0.639
stall	Stall	0.370	0.245	0.292
stallion	Hengst	0.628	0.596	0.779
stalls	Stände	0.582	0.378	0.451
stalwart	unerschütterlich	0.812	0.430	0.691
stamina	Ausdauer	0.664	0.694	0.877
stamp	Briefmarke	0.438	0.327	0.441
stampede	Ansturm	0.235	0.875	0.683
stance	Haltung	0.604	0.333	0.609
stand	Stand	0.600	0.324	0.509
standard	Standard	0.673	0.143	0.605
standardize	standardisieren	0.684	0.353	0.729
standardized	standardisiert	0.610	0.324	0.607
standby	bereithalten	0.260	0.224	0.386
standing	Stehen	0.604	0.317	0.425
standoff	Abstand	0.333	0.840	0.558
standpoint	Standpunkt	0.585	0.388	0.652
standstill	still stehen	0.441	0.203	0.500
standup	aufstehen	0.633	0.583	0.550
stanza	Strophe	0.612	0.343	0.297
staph	Staphylokokken	0.375	0.480	0.412
staple	Klammer	0.542	0.306	0.438
stapler	Hefter	0.370	0.264	0.394
star	Star	0.833	0.418	0.560
star fruit	Sternfrucht	0.701	0.433	0.427
starboard	Steuerbord	0.531	0.388	0.558
starch	Stärke	0.507	0.354	0.312
stardom	Ruhm	0.844	0.786	0.689
stardust	Sternenstaub	0.843	0.410	0.549
stare	starren	0.541	0.430	0.538
starfish	Seestern	0.680	0.320	0.421
stargazing	Sterne beobachten	0.802	0.461	0.709
staring	starrte	0.542	0.306	0.423
stark	Stark	0.330	0.630	0.577
starlet	Starlet	0.806	0.471	0.587
starlight	Sternenlicht	0.908	0.368	0.611
starling	Star	0.500	0.490	0.514
starry	sternenklar	0.438	0.643	0.434
stars	Sterne	0.796	0.521	0.484
starship	Raumschiff	0.740	0.719	0.704
start	Anfang	0.684	0.430	0.589
starter	Anlasser	0.667	0.461	0.827
startle	erschrecken	0.276	0.817	0.417
startled	erschrocken	0.333	0.865	0.526
startling	erschreckend	0.750	0.768	0.830
starvation	Hunger	0.240	0.592	0.284
starve	verhungern	0.073	0.729	0.402
starved	verhungert	0.097	0.689	0.219
starving	verhungern	0.163	0.670	0.336
stash	Versteck	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	Zustand	0.562	0.320	0.604
stately	stattlich	0.830	0.728	0.915
statement	Erklärung	0.688	0.608	0.825
stateroom	Kabine	0.653	0.380	0.441
stateside	Staatenseite	0.643	0.480	0.708
statesman	Staatsmann	0.510	0.490	0.736
static	statisch	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	Statik	0.542	0.290	0.527
station	Bahnhof	0.688	0.367	0.519
stationary	stationär	0.408	0.240	0.484
stationery	Schreibwaren	0.570	0.120	0.455
statistic	Statistik	0.508	0.420	0.609
statistical	statistisch	0.714	0.353	0.627
statistician	Statistiker	0.571	0.360	0.703
stator	Stator	0.281	0.453	0.557
statuary	Statuen	0.561	0.281	0.500
statue	Statue	0.542	0.153	0.570
statuette	Statuette	0.677	0.433	0.518
stature	Statur	0.470	0.353	0.664
status	Status	0.658	0.377	0.588
statute	Satzung	0.592	0.330	0.673
statutory	gesetzlich vorgeschrieben	0.510	0.376	0.539
staunch	stillen	0.480	0.363	0.833
stave	Daube	0.417	0.333	0.424
stay	bleibe	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	blieb	0.497	0.270	0.395
stays	bleibt	0.633	0.363	0.564
stead	Statt	0.551	0.214	0.510
steadfast	standhaft	0.771	0.433	0.800
steady	stetig	0.680	0.186	0.763
steak	Steak	0.625	0.359	0.315
steakhouse	Steak-House	0.802	0.379	0.547
steal	stehlen	0.021	0.856	0.528
stealing	stehlen	0.086	0.913	0.455
stealth	Stealth	0.520	0.270	0.452
stealthily	verstohlen	0.763	0.294	0.458
stealthy	verstohlen	0.380	0.363	0.534
steam	Dampf	0.469	0.413	0.421
steamboat	Dampfschiff	0.708	0.500	0.633
steamer	Dampfer	0.510	0.442	0.528
steaming	dampfend	0.592	0.553	0.402
steamroller	Dampfwalze	0.396	0.567	0.667
steamship	Dampfer	0.469	0.490	0.569
steamy	dampfig	0.479	0.538	0.445
steel	stehlen	0.521	0.420	0.714
steep	steil	0.312	0.612	0.321
steeple	Kirchturm	0.625	0.519	0.500
steer	steuern	0.469	0.490	0.527
steering	Lenkung	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	Stengel	0.615	0.191	0.336
stench	Gestank	0.104	0.570	0.298
stencil	Schablone	0.500	0.327	0.421
stenographer	Stenograph	0.510	0.408	0.589
step	Schritt	0.531	0.321	0.347
stepdaughter	Stieftochter	0.510	0.510	0.432
stepfather	Stiefvater	0.396	0.491	0.611
stepmother	Stiefmutter	0.427	0.530	0.484
steppe	Steppe	0.427	0.321	0.379
steps	Schritte	0.511	0.349	0.373
stepson	Stiefsohn	0.614	0.406	0.480
stereo	Stereo	0.617	0.519	0.500
stereoscopic	stereoskopisch	0.363	0.417	0.574
stereotype	Stereotyp	0.151	0.422	0.612
stereotyped	stereotyp	0.375	0.510	0.436
sterile	steril	0.302	0.471	0.291
sterility	Sterilität	0.201	0.519	0.414
sterilize	sterilisieren	0.406	0.510	0.520
sterling	Sterling	0.529	0.481	0.615
stern	Stern	0.552	0.394	0.415
sternum	Sternum	0.520	0.422	0.436
steroid	Steroid	0.360	0.706	0.681
stethoscope	Stethoskop	0.427	0.377	0.490
stew	Eintopf	0.667	0.373	0.250
steward	Steward	0.633	0.238	0.550
stewardess	Stewardess	0.625	0.491	0.491
stewardship	Verantwortung	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	Stock	0.396	0.364	0.382
sticker	Aufkleber	0.583	0.306	0.346
sticking	kleben	0.486	0.425	0.356
stickler	Pedant	0.385	0.471	0.417
stickup	aufkleben	0.453	0.537	0.434
sticky	klebrig	0.385	0.569	0.292
stiff	steif	0.158	0.459	0.569
stiffen	versteifen	0.360	0.582	0.719
stiffness	Steifheit	0.323	0.500	0.657
stifle	ersticken	0.240	0.764	0.427
stifled	erstickt	0.229	0.731	0.193
stifling	erstickend	0.163	0.858	0.608
stigma	Stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	Stilett	0.396	0.430	0.427
stillbirth	Totgeburt	0.092	0.809	0.291
stillborn	tot geboren	0.271	0.519	0.337
stillness	Stille	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	Stelzen	0.439	0.577	0.300
stimulant	Stimulans	0.441	0.794	0.745
stimulate	stimulieren	0.792	0.798	0.754
stimulating	anregend	0.740	0.804	0.809
stimulation	Stimulation	0.708	0.821	0.702
stimulus	Stimulus	0.771	0.779	0.750
sting	Stachel	0.163	0.651	0.373
stinger	Stinger	0.279	0.625	0.508
stinging	stechen	0.260	0.730	0.459
stingy	geizig	0.094	0.548	0.283
stink	stinken	0.042	0.481	0.180
stinker	stinken	0.163	0.567	0.275
stinking	stinkend	0.041	0.657	0.264
stinky	stinkend	0.092	0.558	0.176
stint	Stint	0.490	0.326	0.342
stipend	Stipendium	0.604	0.546	0.614
stipulate	festsetzen	0.570	0.546	0.623
stipulation	Bestimmung	0.469	0.622	0.654
stir	rühren	0.448	0.773	0.453
stirring	rühren	0.582	0.702	0.558
stitch	Stich	0.306	0.538	0.357
stitching	Nähen	0.510	0.382	0.345
stock	Stock	0.594	0.418	0.407
stockade	Palisade	0.375	0.402	0.500
stockbroker	Börsenmakler	0.417	0.676	0.802
stockholder	Aktionär	0.573	0.625	0.716
stocking	Strumpf	0.594	0.324	0.688
stockings	Strümpfe	0.458	0.365	0.382
stockpile	Vorrat	0.542	0.315	0.425
stockroom	Lager	0.562	0.312	0.406
stocks	Bestände	0.573	0.598	0.586
stoic	stoisch	0.427	0.473	0.602
stole	Stahl	0.135	0.760	0.384
stolen	gestohlen	0.156	0.646	0.308
stomach	Bauch	0.367	0.402	0.438
stomachache	Magenschmerzen	0.030	0.745	0.316
stomp	stampfen	0.365	0.565	0.438
stomped	gestampft	0.229	0.684	0.406
stone	Stein	0.216	0.183	0.561
stoned	gesteinigt	0.177	0.796	0.375
stonewall	Steinwand	0.337	0.457	0.655
stoneware	Steingut	0.458	0.300	0.443
stony	steinig	0.356	0.494	0.525
stooge	Strohmann	0.438	0.406	0.163
stool	Schemel	0.448	0.269	0.302
stools	Stühle	0.459	0.382	0.327
stoop	bücken	0.490	0.430	0.284
stoopid	stoisch	0.280	0.431	0.382
stop	halt	0.280	0.510	0.490
stopover	Zwischenstation	0.531	0.327	0.575
stoppage	Stillstand	0.224	0.491	0.445
stopper	Stopper	0.365	0.336	0.390
stopping	Anhalten	0.388	0.382	0.473
stopwatch	Stoppuhr	0.469	0.521	0.482
storage	Lager	0.698	0.406	0.564
