Word	Slovenian-sl	Valence	Arousal	Dominance
vague	nejasen	0.271	0.335	0.083
vagueness	nejasnosti	0.150	0.324	0.221
vainly	zaman	0.365	0.283	0.169
valance	Valance	0.424	0.286	0.371
vale	Vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	valentin	0.888	0.615	0.510
valet	sluga	0.635	0.406	0.389
valiant	hvaljen	0.880	0.745	0.904
valid	veljaven	0.693	0.353	0.565
validate	potrdite	0.760	0.431	0.745
validation	validacija	0.655	0.460	0.720
validity	veljavnost	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	dolina	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	dragocen	0.899	0.547	0.798
valuables	dragocenosti	0.790	0.625	0.759
valuation	vrednotenje	0.615	0.480	0.795
value	vrednost	0.875	0.582	0.802
valve	ventil	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampir	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	vandalizem	0.083	0.904	0.509
vane	Vane	0.561	0.280	0.231
vanguard	avanguard	0.693	0.640	0.780
vanilla	vanilija	0.706	0.216	0.284
vanish	izginejo	0.236	0.480	0.347
vanished	izginila	0.208	0.566	0.255
vanishing	izginja	0.292	0.550	0.322
vanity	nečimrnosti	0.260	0.540	0.439
vanquish	pobegniti	0.708	0.760	0.804
vanquished	premagal	0.496	0.529	0.176
vanquishing	uničenje	0.600	0.748	0.764
vantage	ugodno	0.740	0.632	0.788
vapor	pare	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	spremenljivka	0.620	0.407	0.400
variance	variance	0.540	0.405	0.509
variation	variacije	0.635	0.561	0.406
variations	variacije	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varikoze	0.235	0.462	0.368
varied	raznolika	0.604	0.701	0.472
variegated	pestra	0.398	0.549	0.406
variety	sorta	0.714	0.472	0.598
various	različno	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	lak	0.448	0.353	0.361
varsity	Varsity	0.710	0.594	0.670
vary	se razlikujejo	0.521	0.373	0.413
varying	različna	0.552	0.471	0.385
vascular	vaskularni	0.516	0.451	0.627
vase	vaza	0.638	0.225	0.215
vasectomy	vazektomija	0.208	0.663	0.431
vassal	vazal	0.417	0.525	0.196
vast	ogromno	0.520	0.535	0.545
vat	kad	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	trezor	0.490	0.378	0.644
vaulted	obokani	0.417	0.460	0.542
vaulting	obok	0.510	0.323	0.520
veal	teletina	0.438	0.337	0.410
vector	vektor	0.538	0.308	0.482
veer	veer	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	zelenjava	0.551	0.120	0.289
vegetarian	vegetarijansko	0.562	0.255	0.407
vegetarianism	vegetarijanstvo	0.510	0.269	0.407
vegetation	vegetacija	0.740	0.177	0.500
vegetative	vegetativno	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	močno	0.500	0.500	0.575
vehicle	vozilo	0.641	0.565	0.500
veil	tančica	0.500	0.235	0.415
veiled	pokrita	0.370	0.317	0.324
vein	Vena	0.347	0.373	0.318
veined	veined	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	hitrost	0.673	0.769	0.783
velour	velur	0.670	0.292	0.412
velvet	žamet	0.663	0.226	0.304
velvety	žametno	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	Prodajni program	0.417	0.565	0.549
vendor	prodajalec	0.541	0.541	0.627
veneer	furnir	0.490	0.265	0.289
venerable	častitljiv	0.708	0.369	0.600
veneration	častitev	0.745	0.650	0.712
venereal	venera	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	maščevanje	0.103	0.927	0.719
vengeful	maščevalen	0.150	0.840	0.561
venison	divjačina	0.510	0.422	0.296
venom	strup	0.125	0.770	0.491
venomous	strupeni	0.159	0.841	0.636
venous	venus	0.406	0.571	0.453
vent	vent	0.479	0.519	0.529
ventilation	prezračevanje	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	odzračevanje	0.375	0.388	0.418
ventricle	ventricle	0.520	0.387	0.464
ventricular	ventrikularni	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	podjetje	0.893	0.810	0.644
venue	prizorišče	0.727	0.316	0.395
veracity	verodostojnost	0.735	0.724	0.798
veranda	veranda	0.743	0.343	0.439
verb	glagol	0.582	0.312	0.414
verbal	verbalno	0.520	0.291	0.562
verbatim	dobesedno	0.562	0.255	0.574
verbiage	pogovor	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	verbosity	0.300	0.491	0.451
verdant	zelen	0.600	0.260	0.389
verdict	razsodba	0.325	0.689	0.800
verge	rob	0.500	0.337	0.305
verification	preverjanje	0.750	0.276	0.642
verified	preverjeno	0.781	0.367	0.677
verify	preveri	0.761	0.481	0.704
verily	resnično	0.713	0.351	0.585
veritable	resnično	0.794	0.330	0.759
vermin	škodljivec	0.167	0.712	0.385
vermouth	vermut	0.503	0.480	0.425
vernacular	Vernacular	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	Veronica	0.594	0.399	0.402
versatile	vsestranski	0.906	0.625	0.714
versatility	vsestranskost	0.878	0.585	0.750
verse	verz	0.667	0.269	0.336
version	različico	0.604	0.423	0.538
versus	proti	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	vretenca	0.427	0.330	0.532
vertebral	vretenčarji	0.308	0.434	0.525
vertex	vertex	0.316	0.510	0.491
vertical	navpično	0.520	0.387	0.492
vertically	navpično	0.534	0.385	0.545
vertigo	vrtoglavica	0.292	0.655	0.445
verve	verve	0.724	0.840	0.693
very negative	zelo negativen	0.062	0.521	0.148
very positive	zelo pozitivno	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vezikla	0.359	0.509	0.379
vesicular	vezikularno	0.214	0.440	0.483
vessel	plovilo	0.490	0.398	0.538
vest	telovnik	0.667	0.380	0.371
vested	dodeljena	0.663	0.415	0.648
vestibule	vestibule	0.541	0.385	0.422
vestige	vestige	0.562	0.470	0.454
vet	veterinar	0.531	0.400	0.644
veteran	veteran	0.560	0.431	0.759
veterinarian	veterinar	0.582	0.418	0.542
veterinary	veterinarsko	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	užaljen	0.115	0.802	0.413
viability	sposobnost preživetja	0.776	0.500	0.684
viable	izvedljivo	0.656	0.320	0.667
viaduct	viadukt	0.420	0.440	0.662
vial	vialo	0.594	0.346	0.445
vibe	Vibe	0.710	0.480	0.517
vibes	Vibracije	0.635	0.688	0.574
vibrant	živahen	0.771	0.824	0.782
vibrate	vibriraj	0.500	0.698	0.604
vibration	vibracije	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	vibracijski	0.542	0.690	0.527
vicar	vicar	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	vice	0.296	0.778	0.480
viceroy	viceroy	0.541	0.481	0.712
vicinity	bližina	0.700	0.353	0.466
vicious	začaran	0.208	0.694	0.407
victim	žrtev	0.115	0.676	0.202
victimized	žrtev	0.115	0.644	0.273
victor	zmagovalec	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	zmagovalec	0.884	0.886	0.946
victory	zmaga	0.938	0.735	0.931
video	video	0.646	0.577	0.427
video game	video igrica	0.707	0.765	0.414
videotape	videokaseta	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	pogled	0.896	0.292	0.555
viewer	gledalec	0.592	0.358	0.558
viewing	gledanje	0.690	0.394	0.598
viewpoint	stališče	0.673	0.306	0.644
vigil	Vigil	0.521	0.480	0.491
vigilance	budnost	0.490	0.615	0.724
vigilant	budno	0.469	0.643	0.791
vigilante	vigilante	0.418	0.627	0.720
vignette	vinjeta	0.717	0.283	0.382
vigor	Vigor	0.860	0.755	0.811
vigorous	živahna	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	vile	0.083	0.537	0.553
villa	vila	0.698	0.290	0.345
village	vas	0.684	0.367	0.336
villager	vaška	0.710	0.387	0.509
villain	Zločinec	0.177	0.892	0.590
villainous	zloben	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	zavrniti	0.656	0.596	0.767
vindicated	dokazano	0.615	0.480	0.609
vindication	dokazovanje	0.531	0.632	0.764
vindictive	maščevalen	0.092	0.830	0.500
vine	trta	0.531	0.292	0.405
vinegar	kis	0.276	0.370	0.356
vineyard	vinograd	0.806	0.382	0.595
vintage	letnik	0.680	0.390	0.481
vinyl	vinil	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	kršiti	0.061	0.970	0.519
violation	kršitev	0.083	0.892	0.413
violence	nasilje	0.061	0.933	0.719
violent	nasilno	0.112	0.918	0.616
violently	nasilno	0.120	0.970	0.527
violet	vijolična	0.688	0.272	0.401
violin	violina	0.823	0.396	0.389
violinist	violinista	0.804	0.302	0.538
viper	Viper	0.173	0.846	0.632
viral	virusni	0.240	0.612	0.518
virgin	devica	0.622	0.433	0.462
virginal	devica	0.673	0.577	0.464
virginity	nedolžnost	0.691	0.676	0.576
virility	virility	0.684	0.670	0.718
virology	virologija	0.418	0.569	0.562
virtual	virtualno	0.598	0.532	0.463
virtually	praktično	0.594	0.521	0.625
virtue	vrlina	0.896	0.443	0.827
virtuoso	virtuoz	0.929	0.591	0.863
virtuous	dober	0.890	0.530	0.822
virulence	virulenca	0.094	0.533	0.438
virus	virus	0.277	0.740	0.443
visa	vizum	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	viskoznost	0.417	0.521	0.454
viscous	viskozni	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	vidljivost	0.750	0.444	0.676
visible	vidno	0.750	0.342	0.509
visibly	vidno	0.724	0.373	0.591
vision	vizijo	0.708	0.447	0.742
visionary	vizionar	0.823	0.565	0.791
visit	obisk	0.771	0.443	0.445
visitation	obisk	0.729	0.346	0.534
visiting	obisk	0.729	0.440	0.519
visitor	obiskovalec	0.646	0.480	0.461
visor	vizir	0.396	0.490	0.265
vista	Vista	0.698	0.390	0.450
visual	vizualno	0.813	0.462	0.462
visualize	vizualizirati	0.635	0.431	0.537
vital	vitalnega	0.750	0.716	0.847
vitality	vitalnost	0.923	0.565	0.869
vitals	vitali	0.704	0.604	0.798
vitamin	vitamin	0.827	0.330	0.560
vitreous	steklastega	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	živahno	0.780	0.820	0.758
vivid	živahno	0.698	0.627	0.667
vixen	Vixen	0.367	0.615	0.414
vocabulary	besednjak	0.530	0.247	0.585
vocal	vokal	0.583	0.352	0.340
vocalist	vokalist	0.688	0.596	0.596
vocation	poklic	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	moda	0.740	0.491	0.538
voice	glas	0.594	0.343	0.528
voiceless	brez glasu	0.271	0.235	0.131
voicemail	glasovna pošta	0.458	0.453	0.406
void	neveljaven	0.135	0.163	0.130
volatile	hlapljivo	0.323	0.786	0.565
volatility	volatilnost	0.281	0.755	0.553
volcanic	vulkanski	0.344	0.910	0.781
volcano	vulkan	0.240	0.844	0.787
volition	volja	0.480	0.587	0.578
volley	odbojka	0.529	0.460	0.336
volleyball	odbojka	0.640	0.700	0.458
voltage	Napetost	0.382	0.855	0.621
voltmeter	Voltmeter	0.599	0.596	0.545
volume	prostornina	0.552	0.490	0.546
volumes	prostornine	0.552	0.452	0.520
voluminous	obsežna	0.561	0.450	0.658
voluntarily	prostovoljno	0.847	0.460	0.527
voluntary	prostovoljno	0.771	0.460	0.643
volunteer	prostovoljec	0.888	0.422	0.596
volunteering	prostovoljstvo	0.844	0.614	0.603
volunteers	prostovoljci	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	bruhanje	0.073	0.569	0.188
vomiting	bruhanje	0.156	0.780	0.157
voodoo	Voodoo	0.188	0.600	0.453
voracious	nezaščiten	0.385	0.892	0.694
vortex	vrtinec	0.408	0.691	0.602
vote	glasovanje	0.582	0.500	0.649
voter	volivec	0.612	0.538	0.754
voting	glasovanje	0.615	0.602	0.768
votive	zavzet	0.479	0.460	0.453
vouch	jamčiti	0.625	0.417	0.746
voucher	kupon	0.622	0.416	0.601
vow	zaobljuba	0.560	0.510	0.664
vowel	samoglasnik	0.490	0.283	0.311
voyage	potovanje	0.816	0.714	0.580
voyager	Voyager	0.684	0.596	0.627
voyeur	voajer	0.479	0.615	0.466
vulgar	vulgarno	0.083	0.820	0.445
vulgarity	vulgarnost	0.104	0.870	0.346
vulnerability	ranljivost	0.250	0.510	0.267
vulnerable	ranljivi	0.198	0.490	0.245
vulture	mrkva	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	Čudno	0.153	0.720	0.321
wad	Wad	0.333	0.318	0.259
waddle	Vadim	0.490	0.453	0.388
wade	Wade	0.510	0.656	0.472
wafer	vafelj	0.677	0.360	0.313
waffle	vafelj	0.708	0.394	0.327
wag	wag	0.448	0.490	0.481
wage	plača	0.635	0.480	0.565
wager	stava	0.479	0.816	0.615
wages	plače	0.776	0.440	0.620
wagon	vagon	0.490	0.461	0.474
wail	wail	0.418	0.724	0.393
waist	pas	0.542	0.448	0.351
waistcoat	telovnik	0.542	0.320	0.389
waistline	pas	0.560	0.417	0.320
wait	počakaj	0.224	0.167	0.264
waiter	natakar	0.459	0.300	0.295
waiting	čakanje	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	natakarica	0.646	0.531	0.352
waive	opusti se	0.276	0.559	0.311
waiver	opustitev	0.396	0.630	0.373
wake	zbudi se	0.700	0.470	0.512
walk	hodi	0.643	0.412	0.450
walker	sprehod	0.551	0.491	0.525
walking	hoditi	0.708	0.480	0.781
walkout	hod	0.292	0.853	0.427
wall	zid	0.417	0.250	0.509
wallaby	Wallaby	0.541	0.368	0.391
wallet	denarnica	0.680	0.432	0.500
wallflower	wallflower	0.667	0.298	0.342
wallop	zid	0.320	0.790	0.689
wallow	valovito	0.286	0.878	0.491
wallpaper	tapeta	0.673	0.173	0.308
walnut	oreh	0.688	0.302	0.255
walrus	morilec	0.521	0.327	0.361
waltz	valček	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	palico	0.542	0.322	0.315
wander	tja	0.427	0.417	0.330
wanderer	plavalec	0.458	0.519	0.396
wandering	tava	0.323	0.471	0.357
wane	Pusti	0.188	0.402	0.098
waning	zmanjkalo	0.375	0.333	0.300
wanker	Čudak	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	želim	0.671	0.642	0.598
wanting	želim	0.760	0.433	0.593
wanton	neumnost	0.427	0.739	0.500
war	vojna	0.022	0.892	0.727
warbler	piknik	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	oddelek	0.469	0.255	0.254
warden	upravitelj	0.615	0.627	0.898
wardrobe	garderobne omare	0.612	0.510	0.336
ware	pohištvo	0.604	0.443	0.455
warehouse	skladišče	0.721	0.365	0.446
warfare	vojna	0.062	0.885	0.845
warhead	bojna glava	0.219	0.756	0.536
warlike	vojaško	0.367	0.847	0.779
warlock	Warlock	0.312	0.558	0.657
warlord	vojni	0.167	0.796	0.781
warm	toplo	0.760	0.312	0.585
warming	segrevanje	0.594	0.637	0.580
warms	ogreje	0.594	0.580	0.632
warmth	toplino	0.878	0.307	0.602
warn	opozarjam	0.429	0.647	0.564
warned	opozoril	0.302	0.604	0.547
warning	Opozorilo	0.229	0.774	0.629
warp	osnova	0.344	0.417	0.373
warpath	vojna	0.280	0.676	0.551
warped	napačen	0.219	0.663	0.304
warrant	nalog	0.653	0.398	0.802
warranted	upravičeno	0.714	0.367	0.690
warrants	nalogov	0.562	0.431	0.881
warranty	garancijo	0.667	0.470	0.568
warren	Warren	0.417	0.570	0.464
warrior	bojevnik	0.458	0.863	0.915
warship	vojna ladja	0.292	0.890	0.889
wart	bradavice	0.082	0.314	0.205
wartime	vojno	0.100	0.912	0.726
wary	pozoren	0.510	0.343	0.535
wash	pranje	0.635	0.377	0.297
washed	oprano	0.542	0.314	0.392
washer	pralec	0.594	0.390	0.365
washing	pranje	0.643	0.396	0.402
washout	izperi	0.383	0.304	0.389
washroom	umivalnica	0.500	0.364	0.446
wasp	osa	0.390	0.620	0.406
waste	odpadki	0.041	0.510	0.184
wastebasket	odpadni koš	0.271	0.230	0.286
wasted	zapravili	0.188	0.558	0.259
wasteful	potratno	0.173	0.730	0.409
wasteland	puščava	0.365	0.308	0.391
wasting	izgublja	0.051	0.417	0.207
watch	pazi	0.531	0.346	0.423
watchdog	čuvaj	0.531	0.811	0.648
watcher	opazovalec	0.562	0.401	0.702
watchful	budno	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	pazi	0.396	0.530	0.455
watchtower	stražarska tabla	0.500	0.415	0.647
water	voda	0.812	0.123	0.429
water polo	vaterpolo	0.688	0.670	0.534
waterbed	vodna postelja	0.724	0.381	0.296
watercourse	vodotok	0.677	0.357	0.466
watered	zaliti	0.615	0.290	0.377
waterfall	slap	0.652	0.460	0.528
waterfront	riva	0.716	0.274	0.556
watering can	zalivanje lahko	0.602	0.298	0.336
watermelon	lubenica	0.714	0.230	0.239
waterproof	vodoodporen	0.779	0.423	0.545
waterworks	vodovod	0.510	0.490	0.561
watery	vodo	0.367	0.461	0.292
wave	val	0.622	0.491	0.490
wavelength	valovna dolžina	0.604	0.442	0.516
waver	valovanje	0.426	0.630	0.255
wavering	valovanje	0.375	0.430	0.384
waves	valovi	0.643	0.470	0.509
wavy	valovita	0.520	0.284	0.345
wax	vosek	0.436	0.245	0.309
waxed	voskasta	0.531	0.388	0.408
waxy	voskasta	0.408	0.245	0.308
way	način	0.480	0.275	0.420
ways	načinov	0.688	0.560	0.425
wayward	grdo	0.344	0.573	0.409
weak	šibko	0.180	0.241	0.045
weaken	oslabi	0.112	0.250	0.223
weakened	oslabljeno	0.373	0.304	0.092
weakling	slabitev	0.194	0.294	0.087
weakly	šibko	0.270	0.255	0.111
weakness	slabost	0.088	0.370	0.125
wealth	bogastvo	0.857	0.637	0.858
wealthy	bogat	0.927	0.566	0.862
weapon	orožje	0.054	0.840	0.831
weaponry	orožje	0.219	0.840	0.870
wear	obrabo	0.312	0.370	0.255
wearer	uporabnik	0.471	0.347	0.527
wearily	utrujen	0.327	0.286	0.128
weariness	utrujenost	0.104	0.333	0.226
wearing	nošenje	0.646	0.520	0.461
weary	utrujen	0.194	0.281	0.202
weasel	podlasica	0.408	0.317	0.337
weather	vreme	0.755	0.404	0.567
weathered	izčrpan	0.422	0.491	0.537
weatherman	vremenskih	0.660	0.413	0.643
weatherproof	vremensko odporna	0.541	0.345	0.552
weave	tkanje	0.604	0.265	0.172
web	splet	0.583	0.411	0.519
website	Spletna stran	0.615	0.442	0.526
wed	poročni	0.604	0.549	0.448
wedded	poročen	0.771	0.413	0.518
wedding	poroka	0.875	0.802	0.642
wedge	klin	0.490	0.290	0.278
wedlock	poročen	0.747	0.654	0.745
wee	Mi	0.663	0.452	0.315
weed	trava	0.459	0.294	0.364
weeding	plevela	0.458	0.528	0.454
weeds	plevel	0.320	0.551	0.315
weedy	Weedy	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	teden	0.510	0.231	0.351
weekday	dan v tednu	0.490	0.469	0.520
weekend	vikend	0.844	0.625	0.519
weekly	tedensko	0.622	0.288	0.380
weenie	Weenie	0.406	0.451	0.284
weep	Plakaj	0.053	0.621	0.164
weeping	jokati	0.082	0.688	0.168
weeping willow	jokati vrba	0.344	0.441	0.312
weepy	strpljivo	0.068	0.615	0.116
weigh	tehtajte	0.333	0.396	0.375
weighing	tehtanje	0.449	0.441	0.468
weight	utež	0.450	0.380	0.577
weightless	brez teže	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	uteži	0.458	0.500	0.722
weighty	težko	0.427	0.480	0.657
weir	Weir	0.375	0.385	0.363
weird	čudno	0.260	0.660	0.402
weirdness	čudaško	0.316	0.491	0.364
weirdo	čudak	0.173	0.539	0.328
welcome	dobrodošli	0.898	0.555	0.664
welcomed	pozdravil	0.927	0.585	0.700
welcoming	dobrodošlico	0.905	0.527	0.636
weld	zvar	0.417	0.462	0.583
welder	varilec	0.448	0.679	0.683
welding	varjenje	0.510	0.569	0.491
welfare	dobro počutje	0.802	0.378	0.679
wellhead	vodnjak	0.469	0.460	0.373
wellness	wellness	0.969	0.441	0.730
welsh	valižanščina	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	žganje	0.469	0.519	0.352
werewolf	volkodlak	0.235	0.811	0.591
west	zahodno	0.562	0.337	0.414
westbound	zahodno	0.646	0.363	0.439
western	zahodni	0.573	0.500	0.689
wet	mokro	0.385	0.417	0.185
wetback	wetback	0.271	0.402	0.293
whack	udaril	0.219	0.816	0.708
whale	kit	0.582	0.398	0.509
whaling	kitolov	0.281	0.717	0.538
wham	Wham	0.469	0.490	0.423
whammy	whammy	0.461	0.491	0.345
wharf	pristan	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	kaj če	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	kaj ne	0.375	0.493	0.363
whatsoever	karkoli	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	pšenica	0.531	0.185	0.250
wheel	kolo	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	samokolnica	0.479	0.366	0.404
wheelchair	invalidski voziček	0.240	0.337	0.245
wheels	kolesa	0.667	0.471	0.386
wheeze	džiga	0.229	0.462	0.461
whelp	whelp	0.344	0.458	0.310
whereabouts	kje se nahaja	0.439	0.382	0.356
wherefore	zakaj	0.561	0.357	0.402
wherewith	s katerim	0.491	0.420	0.404
wherewithal	kjerkoli	0.388	0.366	0.321
whet	pšenica	0.643	0.465	0.430
whiff	utrip	0.459	0.400	0.331
whilst	medtem ko	0.510	0.302	0.388
whim	kim	0.378	0.680	0.467
whimper	kimper	0.271	0.545	0.308
whimsical	muhast	0.449	0.637	0.371
whimsy	mrzlo	0.729	0.639	0.455
whine	gremo	0.342	0.686	0.218
whiny	whiny	0.208	0.548	0.375
whip	bič	0.208	0.899	0.509
whiplash	srčni utrip	0.257	0.760	0.500
whipped	bič	0.198	0.804	0.361
whirl	vrteti	0.461	0.788	0.661
whirlpool	whirlpool	0.710	0.415	0.442
whirlwind	vihar	0.417	0.915	0.670
whisk	žvakanje	0.500	0.537	0.412
whisker	lasišče	0.521	0.306	0.343
whiskers	brki	0.439	0.278	0.270
whiskey	viski	0.612	0.706	0.441
whisky	viski	0.640	0.615	0.490
whisper	šepetati	0.490	0.225	0.265
whispered	šepetal	0.548	0.358	0.309
whistle	piščalka	0.653	0.551	0.463
whit	whit	0.562	0.393	0.595
white	bela	0.729	0.173	0.420
whitefish	bela ribica	0.492	0.327	0.333
whiteness	belina	0.688	0.235	0.519
whitewash	pobesnelo	0.429	0.402	0.276
whitish	belkasta	0.583	0.279	0.365
whittle	belka	0.347	0.451	0.427
whiz	Whiz	0.896	0.627	0.820
whole	celoto	0.653	0.357	0.572
wholesale	na debelo	0.760	0.551	0.619
wholesome	zdrava	0.888	0.423	0.754
wholly	v celoti	0.690	0.353	0.696
whoo	kdo	0.531	0.578	0.311
whoop	Strah	0.559	0.481	0.443
whopper	hudiča	0.448	0.598	0.432
whopping	neverjetno	0.541	0.740	0.755
whore	kurba	0.135	0.880	0.333
whorehouse	bratje	0.200	0.930	0.462
wick	stenjanje	0.337	0.481	0.309
wicked	hudič	0.138	0.800	0.627
wickedness	hudobnost	0.031	0.727	0.443
wicker	protja	0.427	0.339	0.388
wicket	wicket	0.500	0.500	0.471
wide	široko	0.571	0.312	0.472
widely	široko	0.698	0.453	0.725
widen	razširiti	0.562	0.538	0.527
widespread	razširjen	0.633	0.456	0.713
widow	vdova	0.250	0.450	0.265
widowed	vdova	0.205	0.439	0.333
widower	Vdovec	0.184	0.406	0.325
width	premer	0.583	0.280	0.518
wield	wield	0.347	0.660	0.625
wiener	wiener	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	žena	0.886	0.630	0.583
wig	lasulja	0.722	0.279	0.180
wiggle	Vigal	0.531	0.676	0.359
wight	Ves čas	0.542	0.404	0.395
wiki	wiki	0.530	0.390	0.455
wild	divji	0.312	0.922	0.750
wildcat	divja mačka	0.458	0.632	0.481
wildebeest	divja bitja	0.438	0.480	0.464
wilderness	divjina	0.281	0.333	0.290
wildfire	gozdni požar	0.140	0.929	0.552
wildlife	prosto živeče živali	0.656	0.530	0.561
will	volja	0.698	0.408	0.735
willful	namerno	0.557	0.719	0.642
willies	Willies	0.480	0.490	0.420
willing	pripravljen	0.833	0.561	0.783
willingly	prostovoljno	0.833	0.316	0.588
willingness	pripravljenost	0.786	0.500	0.729
willow	Vrba	0.604	0.245	0.400
willpower	moč volje	0.823	0.776	0.897
wilt	wilt	0.226	0.354	0.312
wilted	nagnjen	0.245	0.375	0.186
