Word	Turkish-tr	Valence	Arousal	Dominance
subtraction	çıkarma	0.163	0.382	0.349
subtype	alt türü	0.427	0.296	0.420
suburb	kenar mahalle	0.354	0.566	0.441
suburban	banliyö	0.439	0.450	0.453
suburbia	kenar mahalleler	0.438	0.490	0.421
suburbs	banliyöler	0.510	0.571	0.286
subversion	yıkılma	0.347	0.608	0.415
subversive	yıkıcı	0.198	0.765	0.500
subvert	yıkmak	0.357	0.557	0.536
subway	metro	0.418	0.300	0.464
succeed	başarılı olmak	0.926	0.755	0.926
succeeding	başarılı	0.867	0.755	0.849
success	başarı	0.959	0.880	0.981
successful	başarılı	0.949	0.724	0.938
succession	HALEFİYET	0.698	0.481	0.587
successive	ardışık	0.635	0.471	0.518
successor	halef	0.729	0.531	0.648
succinct	özlü	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	etli	0.823	0.538	0.556
succumb	ölmek	0.202	0.787	0.292
suck	emmek	0.344	0.706	0.377
sucker	enayi	0.265	0.393	0.204
sucking	emme	0.227	0.528	0.377
suckling	süt kuzusu	0.596	0.558	0.518
sucks	berbat	0.115	0.683	0.302
suction	emme	0.460	0.593	0.526
sudden	ani	0.449	0.660	0.435
suddenly	aniden	0.670	0.510	0.456
suds	köpük	0.458	0.365	0.255
sue	talep etmek	0.219	0.731	0.679
suede	süet	0.542	0.259	0.259
suffer	acı çekmek	0.082	0.910	0.259
sufferer	hasta	0.156	0.690	0.278
suffering	çile	0.020	0.719	0.235
suffice	yeterli	0.643	0.326	0.504
sufficiency	yeterlik	0.594	0.438	0.576
sufficient	yeterli	0.833	0.330	0.588
sufficiently	yeteri kadar	0.776	0.367	0.714
suffix	sonek	0.430	0.420	0.364
suffocate	boğmak	0.219	0.764	0.440
suffocating	boğucu	0.133	0.774	0.429
suffocation	boğulma	0.020	0.830	0.462
sugar	şeker	0.896	0.382	0.402
suggest	önermek	0.573	0.471	0.517
suggestion	öneri	0.646	0.365	0.558
suggestive	imalı	0.552	0.500	0.555
suicidal	intihar niteliğinde	0.021	0.867	0.382
suicide	intihar	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	takım elbise	0.776	0.282	0.482
suitable	uygun	0.792	0.298	0.722
suitcase	bavul	0.562	0.212	0.318
suite	süit	0.790	0.420	0.400
suitor	talip	0.708	0.639	0.546
sulfate	sülfat	0.427	0.352	0.429
sulfur	sülfür	0.173	0.530	0.364
sulk	somurtkanlık	0.250	0.580	0.406
sullen	suratsız	0.250	0.407	0.263
sully	kirletmek	0.378	0.550	0.370
sulphur	sülfür	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	boğucu	0.735	0.696	0.627
sum	toplam	0.792	0.340	0.420
summarily	özetle	0.469	0.431	0.543
summarize	özetlemek	0.590	0.323	0.471
summary	özet	0.729	0.260	0.427
summation	toplam	0.766	0.337	0.594
summer	yaz	0.812	0.373	0.550
summerhouse	Yazlık	0.796	0.308	0.443
summertime	yaz	0.837	0.500	0.455
summit	zirve	0.625	0.618	0.764
summon	çağırmak	0.521	0.560	0.664
summons	celp	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	lağım çukuru	0.365	0.451	0.340
sumptuous	görkemli	0.698	0.550	0.555
sun	Güneş	0.877	0.400	0.681
sunbeam	güneş ışını	0.729	0.440	0.505
sunburn	güneş yanığı	0.061	0.755	0.447
sundae	dondurma	0.743	0.414	0.404
sunday	Pazar	0.776	0.196	0.394
sundial	güneş saati	0.643	0.225	0.406
sundown	gün batımı	0.812	0.276	0.445
sundry	muhtelif	0.543	0.369	0.407
sunflower	ayçiçeği	0.878	0.231	0.270
sunglass	Güneş gözlüğü	0.684	0.264	0.324
sunglasses	Güneş gözlüğü	0.844	0.443	0.364
sunk	çökük	0.146	0.531	0.185
sunken	batık	0.103	0.476	0.173
sunless	güneşsiz	0.245	0.280	0.273
sunlight	Güneş ışığı	0.906	0.407	0.639
sunny	güneşli	0.740	0.348	0.481
sunrise	gündoğumu	0.823	0.347	0.640
sunroof	sunroof	0.681	0.325	0.425
sunscreen	güneş	0.656	0.387	0.462
sunset	gün batımı	0.875	0.231	0.298
sunshine	gunes isigi	0.885	0.297	0.769
suntan	bronz ten	0.620	0.510	0.366
sunup	gündoğumu	0.760	0.304	0.620
sup	yudum	0.551	0.358	0.385
super	Süper	0.844	0.663	0.780
superannuation	emeklilik	0.448	0.412	0.562
superb	muhteşem	0.980	0.708	0.852
superficial	yüzeysel	0.357	0.407	0.309
superfluous	gereksiz	0.316	0.469	0.393
superhero	süper kahraman	0.910	0.820	0.893
superhuman	insanüstü	0.810	0.745	0.895
superimposed	üst üste	0.490	0.529	0.683
superintendent	başkomiser	0.592	0.570	0.942
superior	üstün	0.801	0.697	0.940
superiority	üstünlük	0.582	0.602	0.959
superlative	üstün	0.714	0.566	0.737
superman	Süpermen	0.945	0.794	0.929
supermarket	süpermarket	0.690	0.547	0.571
supermodel	Süper model	0.880	0.663	0.698
supernatant	süpernatan	0.500	0.500	0.565
supernatural	doğaüstü	0.622	0.824	0.733
supernova	süpernova	0.729	0.673	0.827
superposition	üstüne koyma	0.480	0.570	0.806
superpower	süper güç	0.806	0.784	0.972
supersede	yerini almak	0.479	0.510	0.518
superstar	süperstar	0.885	0.860	0.880
superstition	batıl inanç	0.177	0.640	0.418
superstitious	batıl inançları olan	0.281	0.545	0.514
superstore	mağazasında	0.719	0.600	0.640
supervise	denetlemek	0.698	0.555	0.889
supervision	nezaret	0.459	0.578	0.825
supervisor	gözetmen	0.615	0.479	0.933
supper	akşam yemeği	0.708	0.429	0.552
suppertime	Yemek zamanı	0.792	0.388	0.461
supplant	ayağını kaydırmak	0.344	0.558	0.463
supple	esnek	0.812	0.528	0.436
supplement	ek	0.745	0.406	0.491
supplemental	tamamlayıcı	0.604	0.404	0.555
supplementary	Tamamlayıcı	0.625	0.352	0.541
supplication	yalvarış	0.469	0.570	0.309
supplier	satıcı	0.615	0.462	0.736
supplies	gereçler	0.698	0.390	0.595
supply	arz	0.708	0.519	0.603
support	destek	0.811	0.472	0.737
supported	destekli	0.853	0.408	0.613
supporter	destek	0.721	0.510	0.698
supporters	destekçileri	0.763	0.539	0.558
supporting	destekleyici	0.634	0.490	0.764
supportive	destekleyici	0.875	0.420	0.635
suppose	varsaymak	0.551	0.343	0.348
supposed	sözde	0.296	0.378	0.379
supposing	varsayarak	0.449	0.451	0.357
supposition	varsayım	0.531	0.408	0.526
suppress	bastırmak	0.281	0.559	0.509
suppression	Bastırma	0.267	0.541	0.537
supremacy	üstünlük	0.794	0.706	0.943
supreme	yüce	0.812	0.700	0.974
supremely	fevkalade	0.833	0.725	0.897
surcharge	sürşarj	0.375	0.528	0.500
sure	emin	0.724	0.270	0.793
surety	kefil	0.776	0.365	0.750
surf	sörf	0.847	0.650	0.500
surface	yüzey	0.448	0.375	0.604
surfboard	sörf	0.729	0.730	0.387
surfer	sörfçü	0.704	0.701	0.554
surge	dalgalanma	0.449	0.684	0.500
surgeon	Cerrah	0.500	0.598	0.793
surgery	cerrahlık	0.286	0.769	0.600
surgical	cerrahi	0.327	0.696	0.723
surly	somurtkan	0.221	0.469	0.493
surmise	tahmin	0.529	0.400	0.347
surname	soyadı	0.670	0.250	0.493
surpassing	aşarak	0.719	0.660	0.720
surplus	fazlalık	0.602	0.680	0.630
surprise	sürpriz	0.875	0.875	0.562
surprised	şaşırmış	0.784	0.855	0.539
surprises	sürprizler	0.875	0.769	0.632
surprising	şaşırtıcı	0.888	0.790	0.692
surprisingly	şaşırtıcı biçimde	0.847	0.793	0.819
surreal	gerçeküstü	0.550	0.529	0.670
surrender	teslim	0.115	0.396	0.186
surrendering	teslim olur	0.198	0.411	0.245
surrogate	vekil	0.406	0.590	0.472
surround	kuşatma	0.542	0.623	0.627
surrounding	çevreleyen	0.531	0.422	0.669
surroundings	çevre	0.600	0.346	0.492
surveillance	gözetim	0.365	0.720	0.718
survey	anket	0.580	0.357	0.379
surveying	ölçme	0.488	0.455	0.682
surveyor	bilirkişi	0.545	0.337	0.648
survival	hayatta kalma	0.541	0.798	0.879
survive	hayatta kalmak	0.770	0.824	0.726
surviving	hayatta kalan	0.646	0.836	0.721
survivor	hayatta kalan	0.677	0.750	0.815
susceptibility	duyarlılık	0.458	0.627	0.364
susceptible	duyarlı	0.438	0.449	0.304
sushi	Suşi	0.698	0.343	0.394
suspect	şüpheli	0.133	0.750	0.509
suspected	şüpheli	0.173	0.755	0.452
suspend	askıya almak	0.240	0.320	0.368
suspended	askıya alındı	0.224	0.402	0.368
suspenders	jartiyer	0.391	0.333	0.500
suspense	belirsizlik	0.286	0.775	0.402
suspension	süspansiyon	0.288	0.530	0.426
suspicion	şüphe	0.204	0.711	0.377
suspicions	şüpheleri	0.208	0.745	0.500
suspicious	şüpheli	0.153	0.745	0.431
sustain	sürdürmek	0.635	0.358	0.593
sustained	sürekli	0.649	0.340	0.580
sustenance	yaşatma	0.820	0.519	0.679
suture	dikiş	0.240	0.510	0.510
suv	jip	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	bez	0.470	0.364	0.259
swag	tarz	0.656	0.676	0.654
swagger	çalım	0.333	0.731	0.538
swallow	Yutmak	0.466	0.608	0.436
swami	hoca	0.510	0.547	0.491
swamp	bataklık	0.245	0.425	0.235
swamped	gömülmek	0.156	0.480	0.270
swampy	bataklık	0.306	0.390	0.412
swan	kuğu	0.781	0.225	0.357
swank	gösteriş	0.490	0.500	0.442
swap	takas	0.552	0.500	0.509
swarm	sürü	0.302	0.735	0.458
swarming	kaynaşma	0.375	0.600	0.435
swastika	gamalı haç	0.316	0.472	0.491
swat	ezmek	0.380	0.694	0.571
sway	sallanma	0.690	0.596	0.721
swear	yemin etmek	0.601	0.577	0.658
swearing	küfür	0.333	0.559	0.586
sweat	ter	0.388	0.579	0.297
sweater	Kazak	0.704	0.245	0.295
sweating	terlemek	0.292	0.667	0.265
sweatshirt	Kazak	0.510	0.368	0.353
sweatshop	çok çalıştıran işyeri	0.385	0.797	0.602
sweaty	terli	0.281	0.540	0.304
sweep	süpürme	0.448	0.385	0.383
sweeper	çöpçü	0.470	0.549	0.414
sweeping	Nefes kesici	0.344	0.431	0.355
sweet	tatlı	0.668	0.418	0.382
sweeten	tatlandırmak	0.908	0.455	0.423
sweetened	şekerli	0.940	0.461	0.398
sweetener	tatlandırıcı	0.670	0.333	0.330
sweetest	tatlı	0.959	0.500	0.370
sweetheart	bir tanem	0.959	0.423	0.509
sweetie	Tatlım	0.990	0.549	0.560
sweetness	tatlılık	0.906	0.474	0.528
sweets	şekerleme	0.910	0.422	0.321
swell	kabarma	0.360	0.679	0.348
swelling	şişme	0.323	0.608	0.250
sweltering	bunaltıcı	0.204	0.644	0.362
swerve	saptırmak	0.276	0.612	0.357
swift	hızlı	0.760	0.776	0.698
swiftly	hızla	0.660	0.885	0.618
swig	yudum	0.604	0.481	0.406
swill	çalkalamak	0.427	0.528	0.322
swim	yüzmek	0.688	0.461	0.529
swimmer	yüzücü	0.657	0.698	0.610
swimming	yüzme	0.760	0.559	0.524
swimsuit	mayo	0.740	0.373	0.269
swindle	dolandırma	0.122	0.740	0.439
swindler	dolandırıcı	0.125	0.721	0.575
swine	domuz	0.340	0.519	0.277
swing	salıncak	0.602	0.510	0.481
swinger	svingci	0.459	0.778	0.482
swinging	sallanan	0.656	0.510	0.312
swipe	tokatlamak	0.573	0.450	0.266
swirl	girdap	0.490	0.726	0.639
swish	homoseksüel	0.562	0.510	0.474
switch	şalter	0.500	0.538	0.509
switchblade	sustalı	0.357	0.596	0.528
switchboard	telefon santrali	0.571	0.519	0.558
swivel	döner	0.562	0.480	0.500
swollen	şişmiş	0.236	0.510	0.277
swoon	baygınlık	0.292	0.510	0.160
swoop	baskın	0.479	0.618	0.446
sword	kılıç	0.438	0.653	0.713
swordfish	kılıçbalığı	0.564	0.520	0.442
swordplay	kılıç oyunu	0.616	0.750	0.528
swordsman	kılıç ustası	0.395	0.857	0.696
sycamore	çınar	0.500	0.401	0.527
syllable	hece	0.448	0.250	0.417
syllabus	müfredat	0.736	0.370	0.643
symbiotic	simbiyotik	0.832	0.425	0.406
symbol	sembol	0.643	0.388	0.527
symbolic	sembolik	0.670	0.385	0.574
symbolically	sembolik	0.582	0.385	0.648
symbolism	sembolizm	0.688	0.347	0.640
symbolize	sembolize etmek	0.633	0.327	0.673
symmetric	simetrik	0.745	0.212	0.588
symmetrical	simetrik	0.542	0.263	0.569
symmetry	simetri	0.604	0.274	0.500
sympathetic	sempatik	0.796	0.434	0.609
sympathize	yakınlık duymak	0.770	0.627	0.644
sympathy	sempati	0.827	0.497	0.634
symphonic	senfonik	0.775	0.545	0.566
symphony	senfoni	0.765	0.490	0.600
symposium	sempozyum	0.573	0.394	0.644
symptom	semptom	0.380	0.529	0.434
symptomatic	semptomatik	0.367	0.434	0.491
synagogue	sinagog	0.531	0.300	0.544
synapse	sinaps	0.660	0.471	0.491
synaptic	sinaptik	0.573	0.553	0.622
sync	senkronize etmek	0.802	0.440	0.670
synchronize	senkronize etmek	0.781	0.361	0.654
synchronous	senkron	0.600	0.538	0.545
syncope	senkop	0.245	0.538	0.398
syndicate	sendika	0.439	0.491	0.673
syndrome	sendrom	0.229	0.510	0.246
synergistic	sinerjistik	0.571	0.550	0.547
synergy	sinerji	0.667	0.510	0.720
synod	kavuşum	0.469	0.377	0.574
synonym	eşanlamlı sözcük	0.615	0.210	0.433
synonymous	eşanlamlı	0.480	0.323	0.400
synopsis	özet	0.541	0.390	0.482
synoptic	özet niteliğinde	0.561	0.510	0.596
syntax	sözdizimi	0.531	0.346	0.559
synthesis	sentez	0.604	0.315	0.377
synthesizer	sentezleyici	0.500	0.410	0.592
synthetic	sentetik	0.396	0.350	0.519
syphilis	frengi	0.071	0.606	0.245
syringe	şırınga	0.250	0.680	0.330
syrup	şurup	0.620	0.223	0.318
system	sistem	0.615	0.346	0.764
systematic	sistematik	0.617	0.444	0.594
systematically	sistematik	0.690	0.390	0.651
t-shirt	tişört	0.815	0.286	0.284
tab	çıkıntı	0.594	0.208	0.308
tabasco	Tabasko	0.375	0.546	0.404
tabby	tekir	0.510	0.426	0.387
tabernacle	çadır	0.408	0.480	0.605
table	tablo	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	masa örtüsü	0.480	0.165	0.215
tablespoon	yemek kasigi	0.490	0.353	0.245
tablet	tablet	0.562	0.330	0.438
tableware	sofra takımı	0.677	0.250	0.276
tabloid	küçük gazete	0.438	0.365	0.444
taboo	tabu	0.198	0.794	0.482
tabular	yassı	0.438	0.330	0.462
tabulate	çizelgeye geçirmek	0.480	0.403	0.598
tabulation	listeleme	0.396	0.346	0.526
tachometer	takometre	0.398	0.394	0.518
tacit	sözsüz	0.459	0.340	0.473
tack	raptiye	0.365	0.431	0.431
tackle	ele almak	0.365	0.686	0.569
tackled	ele	0.438	0.612	0.569
tackling	tackling	0.480	0.694	0.613
tacky	pejmürde	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	incelik	0.550	0.417	0.417
tactful	düşünceli	0.704	0.292	0.537
tactic	taktik	0.531	0.434	0.798
tactical	taktik	0.594	0.481	0.684
tactics	taktik	0.583	0.676	0.774
tactile	dokunsal	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	iribaş	0.350	0.434	0.218
taffeta	tafta	0.604	0.279	0.405
taffy	bonbon	0.448	0.431	0.204
tag	etiket	0.612	0.353	0.375
tail	kuyruk	0.480	0.272	0.293
tailed	kuyruklu	0.438	0.358	0.351
tailgate	bagaj kapağı	0.323	0.340	0.398
tailings	posa	0.439	0.311	0.446
taillight	stop lambası	0.479	0.367	0.283
tailor	terzi	0.573	0.206	0.450
tailoring	terzilik	0.673	0.540	0.566
tailpipe	taılpıpe	0.460	0.429	0.409
taint	leke	0.141	0.425	0.226
take	almak	0.828	0.537	0.348
takeoff	havalanmak	0.755	0.884	0.626
takeout	Çıkarmak	0.736	0.392	0.368
takeover	Devralmak	0.663	0.531	0.861
taker	alıcı	0.375	0.521	0.618
talcum	talk pudrası	0.500	0.196	0.291
tale	masal	0.663	0.300	0.336
talent	yetenek	0.959	0.607	0.811
talented	yetenekli	0.939	0.635	0.938
talisman	tılsım	0.704	0.542	0.642
talk	konuşma	0.833	0.346	0.594
talkative	konuşkan	0.562	0.673	0.535
talker	konuşmacı	0.500	0.604	0.552
tall	uzun boylu	0.725	0.591	0.538
tallies	Künyeler	0.551	0.290	0.402
tallow	donyağı	0.344	0.283	0.290
tally	çetele	0.542	0.420	0.518
talon	pençe	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tef	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	hayvan terbiyecisi	0.385	0.783	0.815
taming	evcilleştirme	0.569	0.514	0.575
tamper	kurcalamak	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	taba rengi	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tıngırtı	0.594	0.383	0.340
tangent	teğet	0.573	0.373	0.454
tangerine	mandalina	0.571	0.271	0.395
tangible	somut	0.646	0.350	0.679
tangle	arapsaçı	0.354	0.545	0.254
tangled	karışık	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tank	0.431	0.454	0.634
tank top	tank top	0.610	0.371	0.371
tanker	tanker	0.520	0.647	0.713
tanned	bronzlaşmış	0.615	0.550	0.491
tantalizing	gösterip de vermeyen	0.525	0.788	0.625
tantamount	eşit	0.633	0.288	0.670
tantrum	aksilik	0.219	0.817	0.404
taoism	taoculuk	0.490	0.250	0.456
tap	musluk	0.461	0.370	0.349
tape	bant	0.531	0.277	0.254
tape measure	mezura	0.406	0.250	0.360
taper	konik	0.541	0.410	0.415
tapering	sivrilen	0.344	0.380	0.237
tapestry	goblen	0.520	0.176	0.362
tapeworm	tenya	0.357	0.334	0.331
tapioca	NO TRANSLATION	0.594	0.297	0.324
taps	musluklar	0.448	0.378	0.409
tar	NO TRANSLATION	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	gecikme	0.296	0.452	0.260
tardy	gecikmiş	0.204	0.592	0.293
target	hedef	0.633	0.573	0.798
targeted	Hedeflenen	0.573	0.537	0.573
targeting	hedeflemesi	0.510	0.420	0.580
tariff	tarife	0.459	0.402	0.491
tarmac	asfalt	0.357	0.302	0.398
tarnish	kirletmek	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	katranlı	0.392	0.413	0.388
tart	turta	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	çetin ceviz	0.214	0.351	0.212
task	görev	0.550	0.353	0.500
tassel	püskül	0.552	0.330	0.307
taste	damak zevki	0.802	0.406	0.465
tasteful	zevkli	0.918	0.458	0.625
tasteless	tatsız	0.146	0.196	0.148
tasting	tatma	0.781	0.603	0.600
tasty	lezzetli	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	dedikoducu	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	dövme	0.490	0.602	0.525
taught	öğretilen	0.814	0.481	0.642
taunt	alay	0.083	0.696	0.355
taupe	boz kahverengi	0.406	0.340	0.386
taut	gergin	0.432	0.704	0.457
tavern	meyhane	0.516	0.577	0.475
tawdry	zevksiz	0.375	0.510	0.398
tawny	esmer	0.551	0.398	0.400
tax	vergi	0.260	0.481	0.534
taxed	vergilendirilmiş	0.255	0.456	0.500
taxi	taksi	0.542	0.362	0.430
taxicab	taksi	0.479	0.430	0.355
taxonomy	taksonomisi	0.370	0.410	0.630
taxpayer	vergi mükellefi	0.592	0.528	0.647
tea	Çay	0.698	0.163	0.370
teach	öğretmek	0.840	0.510	0.852
teacher	öğretmen	0.760	0.404	0.885
teaching	öğretim	0.822	0.444	0.736
teacup	Çay bardağı	0.633	0.135	0.277
teahouse	çayevi	0.802	0.314	0.288
teal	çamurcun	0.540	0.293	0.321
team	takım	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	takım arkadaşı	0.865	0.449	0.660
teamwork	takım çalışması	0.918	0.490	0.773
teapot	demlik	0.479	0.110	0.309
tear	gözyaşı	0.404	0.620	0.327
tearful	ağlamaklı	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	teary	0.167	0.473	0.216
tease	kızdırmak	0.317	0.790	0.432
teaser	fragmanı	0.510	0.558	0.534
teasing	alay	0.235	0.725	0.352
teaspoon	çay kaşığı	0.521	0.330	0.221
teat	meme	0.612	0.469	0.328
teatime	çay zamanı	0.847	0.159	0.339
tech	teknoloji	0.684	0.491	0.732
technical	teknik	0.510	0.490	0.736
technicality	teknik ayrıntı	0.632	0.471	0.661
technician	teknisyen	0.592	0.510	0.713
technique	teknik	0.760	0.414	0.593
techno	tekno	0.561	0.539	0.500
technological	teknolojik	0.680	0.452	0.815
technology	teknoloji	0.776	0.490	0.825
ted	ted	0.712	0.453	0.336
teddy bear	oyuncak ayı	0.890	0.170	0.192
tedious	sıkıcı	0.104	0.406	0.241
tedium	bezginlik	0.224	0.331	0.298
tee	t şeklinde	0.459	0.373	0.377
teeming	iç içedir	0.582	0.550	0.727
teen	genç	0.729	0.531	0.568
teenage	genç	0.667	0.673	0.558
teenager	genç	0.781	0.593	0.527
teens	gençler	0.653	0.660	0.440
teensy	teensy	0.520	0.427	0.347
teeny	ufacık	0.427	0.418	0.216
teeth	diş	0.520	0.388	0.427
teething	diş çıkarma	0.396	0.471	0.474
teflon	teflon	0.354	0.245	0.434
telegram	telgraf	0.561	0.542	0.550
telegraph	telgraf	0.594	0.423	0.400
telekinesis	telekinezi	0.582	0.646	0.667
telemetry	telemetri	0.460	0.382	0.611
telepathic	telepatik	0.602	0.490	0.642
telepathy	telepati	0.594	0.510	0.588
telephone	telefon	0.694	0.520	0.425
telescope	teleskop	0.531	0.340	0.500
telescopic	teleskopik	0.490	0.290	0.660
telethon	teleton	0.643	0.641	0.473
teletype	Tele-	0.532	0.392	0.455
televised	televizyonda	0.625	0.519	0.518
television	televizyon	0.633	0.391	0.547
tell	söylemek	0.551	0.350	0.457
teller	veznedar	0.500	0.395	0.443
telling	söylüyorum	0.719	0.441	0.527
telltale	sahte	0.240	0.663	0.426
temp	geçici	0.490	0.440	0.314
temper	öfke	0.633	0.623	0.818
tempera	zamklı boya	0.458	0.318	0.245
temperament	mizaç	0.420	0.625	0.703
temperamental	maymun iştahlı	0.316	0.774	0.608
temperance	ölçülülük	0.500	0.294	0.639
temperate	ılıman	0.469	0.394	0.593
temperature	sıcaklık	0.521	0.559	0.473
tempered	huylu	0.583	0.437	0.667
tempest	fırtına	0.245	0.843	0.653
template	şablon	0.479	0.311	0.411
temple	tapınak	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	geçici	0.500	0.413	0.360
temporarily	geçici	0.500	0.365	0.373
temporary	geçici	0.458	0.415	0.324
tempt	ayartmak	0.210	0.677	0.500
temptation	ayartma	0.365	0.817	0.560
tempting	cazip	0.615	0.740	0.519
temptress	baştan çıkaran kadın	0.427	0.787	0.667
ten	on	0.562	0.260	0.406
tenable	savunulabilir	0.741	0.412	0.636
tenacious	inatçı	0.724	0.658	0.692
tenacity	yapışkanlık	0.740	0.657	0.889
tenancy	kiracılık	0.500	0.458	0.605
tenant	kiracı	0.385	0.360	0.398
tend	eğiliminde	0.604	0.398	0.412
tendency	eğilim	0.684	0.500	0.675
tender	hassas	0.630	0.520	0.509
tenderfoot	acemi	0.469	0.421	0.438
tenderness	hassaslık	0.949	0.276	0.367
tending	otlatırken	0.622	0.556	0.594
tendon	tendon	0.341	0.271	0.463
tenement	mülk	0.470	0.384	0.550
tenet	ilke	0.667	0.333	0.636
tenets	ilkeleri	0.734	0.357	0.667
tenfold	on kat	0.469	0.418	0.500
tennis	tenis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	gergin	0.396	0.439	0.655
tensile	gerilme	0.458	0.510	0.618
tension	gerginlik	0.304	0.810	0.529
tent	çadır	0.510	0.275	0.333
tentacle	dokunaç	0.370	0.559	0.398
tentative	geçici	0.582	0.657	0.534
tenth	onuncu	0.510	0.349	0.382
tenths	onluk	0.406	0.294	0.284
tenuous	ince	0.398	0.263	0.276
tenure	görev süresi	0.615	0.472	0.611
tepee	kızılderili çadırı	0.500	0.337	0.373
tepid	ılık	0.337	0.327	0.237
tequila	Tekila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	terim	0.450	0.255	0.598
terminal	terminal	0.316	0.434	0.483
terminate	bitirmek	0.171	0.410	0.441
termination	sonlandırma	0.344	0.472	0.545
terminator	terminatör	0.370	0.663	0.737
terminology	terminoloji	0.612	0.284	0.566
terminus	terminali	0.281	0.382	0.615
termite	termit	0.265	0.480	0.408
terms	şartlar	0.490	0.362	0.645
tern	deniz kırlangıcı	0.573	0.365	0.309
ternary	üçlü	0.550	0.406	0.480
terrace	teras	0.615	0.269	0.411
terrain	arazi	0.540	0.300	0.472
terrestrial	karasal	0.542	0.413	0.582
terrible	korkunç	0.061	0.849	0.604
terribly	son derece	0.061	0.731	0.430
terrier	terriyer	0.562	0.540	0.431
terrific	müthiş	0.859	0.650	0.821
terrified	korkmuş	0.090	0.902	0.387
