"label","text","googleScore","VADER"
"Neutral","she just had flu not swine flu",-0.1,-0.107
"Negative","o.o",0.2,-0.178
"Positive","@Ilio0 Jackie lifted her game here.....frankly there arent very many singers of any age who could compete with that",-0.7,0
"Negative","@semperjoshua and you do realize LenDale is on the Broncos now, right? I guess ""stud"" RB's in your book? go through 3 teams total in an offseason as well. Moving on, Thomas Jones may be an ok back, but he's far from what you're expecting and his old age w",0,0.384
"Neutral","only available in 160kbps at the momment. will get a 192kbps up soon",0.1,0
"Neutral","Investigators determine Air-France disaster caused by plane crash",-0.5,-0.778
"Positive","@Angiegirl2112 you rock",0.2,0
"Negative","they are playing with people's lives for their amusement. Hubris?",0.1,0.511
"Positive","i love him one of my favorit",0.8,0.637
"Neutral","thank you",0.4,0.361
"Positive","Help Legalize Marijuana! Go to norml(.)org and contact your representatives",0.1,0.457
"Neutral","a evo taman usreci svog starog nadjuci ovu pjesmu...nije mogao vjerovati kad sam mu pustila, ah barem sam nekoga usrecila barem na trenutak:)",0,0
"Neutral","if there was a 2008 version of Rescue 911 the scene of the policecar heading to the scene would be a perfect animated image.",0,0.791
"Neutral","373 likes and 309 views",0.8,0.421
"Positive","You deliver amazing videos every time. Thank you!",0.8,0.764
"Negative","Obama...lets use his real name finally. Are u really gonna vote fir...ILLIGAL MAN?! Really?",0,0
"Positive","Happy Birthday Ian. Thank you for the gifts you left us.",0.8,0.735
"Positive","Thank You For Returning :)",0.1,0.67
"Positive","Success! Thank you! I'm with dmnyli, below. It took some time to ""see"" the inverter plug. I used a tiny nail on the end of a hemostat (clamp) to work the cable clip in. The tips of my fingers are still sore from holding back the clutch cover! Another issue -- keeping the sleep magnet in place as you reattach the frame. I finally held it down with the eraser end of a pencil. .Just one mystery -- I double-checked all around the frame. I couldn't figure out where that ""extra"" screw goes!",0,0.667
"Positive","I saw when you originally did this on Brunch with Bridget and I laugh hysterically every time I hear it.",0.7,0.557
"Positive","Nice Man. Good shit.",0.5,0.273
"Neutral","thats my staes song",0.1,0
"Negative","Hey guys, Blizzard is being rediculously stupid with their ""anti-hack"" and ""atni-gold buying"" crap and closed my account for ""buying gold""... which of course I'm not stupid enough to do.. but either way.. I won't be making any more videos, unless they give the account back. Hope you guys really enjoy this video. Peace! ~Ufayah",0,0.926
"Positive","Lots of great highlight moments. I just think the music was a little subdued compared to the highlights. It just didn't seem to mesh too well with the awesome beatings I was watching. Overall a decent HL compilation though.",0.5,0.914
"Positive","She stayed a long time. Good girl Una!",0.3,0.493
"Positive","I absolutely love your vids!!!! I was a 100% expensive brush buyer until I saw this video. I don't even want to think about all the money I have spent on Trish McEvoy, Stila and MAC brushes. Don't get me wrong they are great and I love them but $ does not always equal quality, I think it's great you are showing people that might not be able to afford the expensive things that there are other options and not pushing the expensive ones because you know what they say...it's all about the tool. V",0.1,0.947
"Neutral","RON PAUL 2012",0.1,0
"Neutral","only 6psi too....smaller pulley made yet?",-0.1,0
"Neutral","@crogeek A Social Engineer do not get you in the newspapers unless that is needed. Consider what is reported in newsmedia, if it says something and people get afraid and start looking, they may find sites which some would consider to be adversarial, and w",-0.1,-0.361
"Neutral","why is that zombie naked?",-0.1,0
"Negative","LOL R=U is racism!",-0.2,-0.08
"Neutral","@yw00000 5! includes 4 which is not a prime. 2*3*5=30 and 31 is a prime.",0,0
"Positive","nice video and they all look beautiful together it is so cute and amazing, i cant wait for season 4 where all the girls are together now that would be awesome!rock on!",0.9,0.94
"Negative","what a bag of shit",-0.1,-0.557
"Positive","yea! i looked everywhere for like a year for the commercial with that whistle! i whistled it all over and nobody knew what it was from! lol :) now i finally found it! woohoo!",0.5,0.923
"Neutral","why are you playing those notes staccatto??? Its supposed to sound like fog, hence the name",-0.1,0.591
"Positive","i love his jealousy!",0.6,0.493
"Neutral","benci banget promosiin budaya indonesia pake lagu2 asing..!!! emangya ngga punya lagu sendiri..!!!?? percaya diri sedikit knp sih.",0,0
"Positive","@PARANOIDnickANDmatt A lot of the Japanese artists I'm into [mainly rock] sound exactly as they do when they're on stage and on their CDs - it's amazing to hear them. It's one of the reasons why I love this band.",0.7,0.84
"Neutral","That's because it was eventually deleted from the game (along with the scene with Max driving a car alongside the train.)The two scenes appear in the game's intro anyway, regardless of them never happening.",-0.5,0
"Positive","lmaoo, ",0.1,0
"Positive","haha sounds like something i would probably do",0.3,0.67
"Negative","I have a 79 with big wheels in the back and its a pain in the ass because they keep rubbing and my tires keep getting slashed and ripped. I love those wheels but I need to find a way to make it work.",-0.2,-0.307
"Positive","Thanks! I have fun doing them, so they're gonna keep on coming. I don't even have an estimate for how many videos this series will have; there's just so much more stuff to switch on and off in the 3GS vs. the iPod touch I tested last year.",0.2,0.757
"Positive","WOW He taught!",0.7,0.703
"Neutral","i think shes saying..she should have feared him...",0,-0.494
"Neutral","because if the tattoo is colerd all the ink will fade and it will almost be like u never hade it but if its black u should use vaseline",0,0.156
"Neutral","hey martha..who is next 50 cent?",-0.1,0
"Negative","i have a paralyzing ""case"" of bufonophobia. i'd jump in front of a bus before every getting near a toad :'(",-0.2,-0.494
"Neutral","@hansonkewl06 I'll take the girl",0.1,0
"Neutral","sad really, but perhaps he was a really good physics teacher....",0.5,0.501
"Positive","@ETanner Thanks for the tip! I'm going to start trying your routine. I was just wondering what would be the best order to do these in when I saw your comment.",0.4,0.812
"Positive","Great Song!",0.8,0.659
"Negative","Like I said...those stupid programs caused me more trouble than was needed.I think the only think I'm really disappointed with is her hair. >3>",-0.4,-0.807
"Positive","Free energy has been here for a while ,But Millions are spend in supressing that information,Get the blueprints for a real Magnet motor free enegy machine at LT-MAGNET-MOTORdotCOM ,Start the revolution!",0.1,0.815
"Neutral","The guitarist in this made it his own although, Kasabian's is far better",0,0.44
"Negative","shits fuckin illim glad theres someone who knows hip hop",-0.4,0.046
"Negative","Any God whose attention is not hooked by this and ""Rex Tremendae"" (Tremendous King of Great Majesty)...should be fired.",0.4,0.434
"Negative","My God.....who could have done such a thing....no....not.....G.Emotion does not computeLOL real choice voice acting here...But seriously I remember seeing this game in the arcades...good to see it has not fully lost its touch.",0,0.123
"Positive","gorgeous woman (no homo)",0,0.421
"Neutral","That last advice Spielberg made my hairs rise...",0,0
"Positive","Karthik you are a very good teacher. Anyone new to IT, this is a very good place to take training. He can walk you through very slowly and steadily.",0.4,0.75
"Negative","Why are you getting into street fights anyway? Seriously, when did the point of a martial ART become stopping pickpockets?",-0.2,-0.655
"Neutral","whats the name of the song at 3:18",0.1,0
"Positive","Beautiful. Thanks for posting.",0.6,0.778
"Positive","lmaaaooo, sala kuthria...i love that part....it never gets old!!!!!!!!!!!!",0.6,0.748
"Neutral","So it's only in canada ?",-0.3,0
"Neutral","is this phone Good Overall?",0.3,0.44
"Neutral","@trivuong weapons and old people thats funny enough.",0.2,0
"Neutral","Dim fd As New OpenFileDialogWith fd.Filter = ""text documents (*.txt)|*.txt""If .ShowDialog = Windows.Forms.DialogResult.OK ThenTextBox1.Text = .FileNameDim lines As Integer = 0Dim txtparser As New TextBoxtxtparser.Multiline = Truetxtparser.Text = My.Computer.FileSystem.ReadAllText(.FileName)For Each sometxt As String In txtparser.Lineslines += 1Nextlb1lines.text = linesEnd IfEnd With",0,0
"Neutral","@Bmx16Abomination Haha.. your comment made me laugh.",0.4,0.765
"Neutral","Does Dave Wilson, the lead singer, remind anyone else of a young and thinner Steve Earle?",-0.1,0
"Positive","@gypsiegirlsdarkprinc Ohh man you would have loved them, Saw them 4 times live .. 91/92.. Slane Castle Ireland 92,,, Alpine Valley 91,, Noblesville 91,, Wembley 91,,, They were fucking BIBLICAL,, EPIC i still remember every fucking night i saw them live..",0.5,0.599
"Neutral","nope i trust you has more depth to it and more emotion behind it",0,-0.402
"Neutral","@RobotCow01 Why Are You Watching It Then?",-0.4,0
"Neutral","Pinlines were made using Liquitex paint. Any acrylic paint will do. Just have to tape it up good and put it on thick.",0.3,0.44
"Positive","love Graciela and Adrian so much!so in LOVE... 1:59-2:49",0.5,0.893
"Negative","You need to know that anti-scabies meds don't work on some mites. And they are very toxic. plus they come back if they are not exterminated from the furniture and clothing.. not an easy task and it is hard to find something that won't kill you too.",-0.4,0.234
"Positive","I love Philly. It was the greatest city to live in. I miss it.",0.5,0.832
"Positive","There's the dark side of Tenesha that I like to see. Wonderful, wonderful video. The effects where you got the faces to perfectly overlap, WOW!!",0.7,0.965
"Neutral","My Team is finally going to compete 82+ games a year. Stat City with Felton running the point Gallo with the 3's Randolph showing off his potential Turiaf and Mozgov protecting the paint. 2010 knicks year",0,0
"Positive","love the pic on the roof at 1:39!",0.4,0.67
"Neutral","k paso con ulizes zamora? el 1er cantante de los capi?",-0.1,0
"Positive","Nope. A. Jeffrey LaValley, from Flint, Michigan. The keyboardist extraordinaire.",0,0
"Negative","I'm with you Darrell, A BIG NO to this mosque.",-0.5,-0.447
"Positive","this has got to be my favourite song",0.4,0
"Neutral","You guys are soooo Random",0,0
"Neutral","@CesarRamirezOcampo there is a theory for all things in life :)",0.6,0.459
"Negative","is it me or is it weird that good shows get canceled a lot while the crappy shows are too stubborn 2 leave.4 example:hannah montana",-0.6,-0.625
