Word	Danish-da	Valence	Arousal	Dominance
tidal	tidevandsenergi	0.592	0.539	0.519
tidal wave	tidevandsbølge	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	tidevand	0.541	0.556	0.420
tidings	tidender	0.610	0.510	0.694
tidy	ryddelig	0.760	0.208	0.647
tie	binde	0.663	0.464	0.431
tier	tier	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tiger	0.479	0.765	0.664
tighten	stramme	0.388	0.487	0.627
tightness	stramhed	0.344	0.606	0.759
tightrope	balancegang	0.354	0.653	0.279
tights	strømpebukser	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	flise	0.429	0.245	0.348
tiling	flisebelægning	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	jordbearbejdning	0.552	0.591	0.540
tiller	rorpind	0.448	0.410	0.290
tilt	tilt	0.365	0.549	0.463
tilting	vipning	0.459	0.384	0.340
timber	tømmer	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	klangfarve	0.460	0.480	0.296
time	tid	0.604	0.288	0.609
timeless	tidløs	0.408	0.468	0.583
timeliness	aktualitet	0.760	0.404	0.582
timely	rettidig	0.865	0.387	0.591
timeout	tiden er gået	0.344	0.433	0.322
timepiece	tidsmåler	0.650	0.279	0.461
timer	timeren	0.469	0.433	0.500
times	gange	0.490	0.279	0.439
timetable	tidsplan	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	sky	0.327	0.276	0.132
timidity	frygtsomhed	0.333	0.358	0.153
timing	timing	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tinktur	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	sølvpapir	0.448	0.284	0.311
tinge	skær	0.469	0.292	0.264
tingle	snurre	0.460	0.560	0.264
tingling	snurren	0.427	0.615	0.340
tinker	tinker	0.396	0.528	0.275
tinkering	lappeløsninger	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	bjældeklang	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	lametta	0.663	0.521	0.473
tint	toning	0.582	0.292	0.273
tiny	lille bitte	0.479	0.196	0.125
tip	tip	0.708	0.221	0.518
tipper	tippelad	0.427	0.571	0.431
tipster	fupmager	0.490	0.462	0.490
tipsy	småfuld	0.510	0.625	0.570
tiptoe	liste	0.510	0.490	0.407
tirade	ordflom	0.378	0.587	0.532
tire	dæk	0.438	0.385	0.381
tired	træt	0.125	0.317	0.191
tiredness	træthed	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	utrættelige	0.657	0.750	0.645
tiresome	trættende	0.240	0.542	0.153
tiring	trættende	0.153	0.510	0.176
tissue	væv	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	tit	0.402	0.539	0.388
titan	titan	0.598	0.653	0.811
titanic	titanic	0.427	0.786	0.795
titanium	titan	0.520	0.470	0.704
tithe	tiende	0.507	0.276	0.385
title	titel	0.708	0.356	0.574
titled	titlen	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	tudse	0.302	0.452	0.196
toast	ristet brød	0.740	0.382	0.356
toaster	brødrister	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	tobak	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	til d	0.469	0.330	0.384
today	i dag	0.806	0.306	0.362
toddler	lille barn	0.812	0.469	0.368
toe	tå	0.406	0.221	0.293
toenail	tånegl	0.530	0.380	0.306
toffee	karamel	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	sammen	0.874	0.392	0.658
togetherness	samvær	0.906	0.360	0.635
toil	slid	0.558	0.510	0.583
toilet	toilet	0.490	0.290	0.233
toils	slider	0.480	0.710	0.482
token	polet	0.510	0.418	0.414
tolerable	tålelig	0.750	0.350	0.374
tolerance	tolerance	0.875	0.206	0.649
tolerant	tolerant	0.765	0.192	0.618
tolerate	tolerere	0.724	0.430	0.588
toleration	tolerance	0.776	0.442	0.727
toll	afgift	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	tomat	0.550	0.183	0.275
tomatoes	tomater	0.615	0.240	0.272
tomb	grav	0.112	0.500	0.343
tombstone	gravsten	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	til mig	0.429	0.316	0.492
tomorrow	i morgen	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	tone	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	tang	0.500	0.459	0.321
tongue	tunge	0.542	0.432	0.482
tonic	tonic	0.541	0.360	0.500
tonnage	tonnage	0.323	0.382	0.590
tonsils	mandler	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	værktøj	0.490	0.350	0.594
toolbox	værktøjskasse	0.531	0.316	0.472
tooling	værktøj	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	dytte	0.500	0.481	0.373
tooth	tand	0.439	0.250	0.367
toothache	tandpine	0.188	0.853	0.412
toothbrush	tandbørste	0.517	0.330	0.321
toothed	tandede	0.449	0.394	0.352
toothless	tandløs	0.312	0.541	0.272
toothpaste	tandpasta	0.510	0.290	0.371
toothpick	tandstikker	0.561	0.216	0.185
toots	Toots	0.552	0.480	0.451
top	top	0.760	0.400	0.554
topaz	topas	0.643	0.325	0.384
topic	emne	0.520	0.276	0.427
topical	aktuel	0.561	0.340	0.500
topless	topløs	0.625	0.765	0.414
topographic	topografisk	0.604	0.378	0.558
topographical	topografisk	0.438	0.350	0.538
topography	topografi	0.469	0.357	0.506
topple	vælte	0.198	0.820	0.573
topside	inderlåret	0.708	0.466	0.598
tor	tor	0.337	0.430	0.418
torch	fakkel	0.531	0.630	0.545
torment	pine	0.057	0.750	0.387
tormented	plagede	0.071	0.855	0.323
torn	revet i stykker	0.153	0.510	0.283
tornado	tornado	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	drejningsmoment	0.466	0.375	0.406
torrent	torrent	0.541	0.745	0.676
torrid	glødende	0.281	0.625	0.517
torsion	vridning	0.312	0.651	0.402
torso	torso	0.408	0.394	0.473
tort	erstatningsret	0.229	0.635	0.455
tortious	skadevoldende	0.312	0.724	0.491
tortoise	skildpadde	0.673	0.078	0.250
tortuous	indviklet	0.194	0.755	0.382
torture	tortur	0.115	0.878	0.555
tortured	tortureret	0.062	0.890	0.361
toss	smid væk	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	Total	0.771	0.286	0.714
totality	totaliteten	0.688	0.443	0.717
totally	helt	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	røre ved	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	rørt	0.592	0.380	0.404
touching	rørende	0.760	0.439	0.491
touchy	nærtagende	0.323	0.510	0.343
tough	sej	0.344	0.588	0.742
toughen	skærpe	0.458	0.683	0.711
toughness	sejhed	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	tur	0.663	0.545	0.543
tourism	turisme	0.823	0.531	0.545
tourist	turist	0.745	0.480	0.430
tourmaline	turmalin	0.448	0.513	0.441
tournament	turnering	0.694	0.740	0.611
tourniquet	årepresse	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	bugsere	0.531	0.500	0.508
towel	håndklæde	0.630	0.208	0.286
tower	tårn	0.606	0.380	0.644
towering	tårnhøje	0.500	0.690	0.806
town	by	0.551	0.299	0.627
townhouse	rækkehus	0.622	0.400	0.443
township	township	0.531	0.292	0.667
townspeople	byens borgere	0.677	0.466	0.569
toxic	toksisk	0.008	0.885	0.492
toxicity	toksicitet	0.104	0.865	0.491
toxicology	toksikologi	0.302	0.736	0.574
toxin	toksin	0.115	0.654	0.456
toy	legetøj	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	spor	0.573	0.346	0.483
traceable	sporbar	0.602	0.370	0.535
tracer	sporstof	0.573	0.327	0.645
traces	spor	0.482	0.448	0.389
trachea	luftrør	0.448	0.509	0.387
tracing	sporing	0.418	0.591	0.565
track	spore	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	tarmkanalen	0.406	0.422	0.339
tractable	medgørlig	0.635	0.500	0.469
traction	trækkraft	0.429	0.585	0.648
tractor	traktor	0.449	0.580	0.619
trade	handle	0.561	0.544	0.690
trademark	varemærke	0.667	0.344	0.750
trader	erhvervsdrivende	0.562	0.632	0.854
tradesman	håndværker	0.531	0.431	0.664
trading	handel	0.635	0.602	0.705
tradition	tradition	0.830	0.430	0.750
traditional	traditionel	0.677	0.221	0.604
traffic	Trafik	0.323	0.559	0.518
traffic light	trafiklys	0.490	0.469	0.479
trafficking	menneskehandel	0.250	0.710	0.399
tragedies	tragedier	0.100	0.910	0.442
tragedy	tragedie	0.052	0.843	0.340
tragic	tragisk	0.048	0.904	0.396
trail	sti	0.600	0.322	0.455
trailer	anhænger	0.541	0.490	0.473
train	tog	0.666	0.705	0.620
train set	tog sæt	0.604	0.598	0.464
trained	uddannet	0.771	0.538	0.645
trainee	praktikant	0.627	0.408	0.352
trainer	træner	0.698	0.719	0.824
training	uddannelse	0.714	0.776	0.788
trait	egenskab	0.469	0.365	0.453
traitor	forræder	0.112	0.796	0.491
traitorous	forræderiske	0.073	0.745	0.412
trajectory	bane	0.653	0.558	0.779
tram	sporvogn	0.667	0.628	0.492
tramp	tramp	0.108	0.510	0.182
trample	trampe	0.235	0.764	0.562
trampoline	trampolin	0.604	0.690	0.391
tramway	sporvogn	0.615	0.538	0.543
trance	trance	0.469	0.481	0.382
tranquil	rolig	0.917	0.094	0.355
tranquility	ro	0.840	0.135	0.442
tranquilizer	beroligende middel	0.510	0.236	0.596
transact	Transact	0.521	0.625	0.680
transaction	transaktion	0.650	0.577	0.579
transatlantic	transatlantiske	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	transcendere	0.604	0.771	0.726
transcendence	transcendens	0.656	0.608	0.754
transcendent	transcendent	0.667	0.600	0.824
transcendental	transcendental	0.635	0.652	0.842
transcribe	transskribere	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	udskrift	0.639	0.398	0.528
transcription	transkription	0.592	0.455	0.615
transfer	overførsel	0.702	0.490	0.519
transference	Overførslen	0.592	0.294	0.551
transferred	overført	0.480	0.450	0.409
transfixed	naglet	0.427	0.660	0.528
transform	omdanne	0.735	0.667	0.696
transformation	transformation	0.796	0.618	0.770
transformer	transformer	0.582	0.582	0.723
transfusion	transfusion	0.417	0.730	0.557
transgression	overtrædelse	0.158	0.890	0.611
transient	forbigående	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	transit	0.439	0.590	0.588
transition	overgang	0.605	0.561	0.558
transitional	overgangsperiode	0.573	0.472	0.491
transitive	transitiv	0.479	0.377	0.414
transitory	forbigående	0.438	0.450	0.407
translate	Oversætte	0.604	0.423	0.462
translation	oversættelse	0.633	0.435	0.598
translator	oversætter	0.760	0.412	0.473
translocation	translokation	0.367	0.612	0.564
translucent	gennemsigtig	0.600	0.500	0.389
transmission	transmission	0.688	0.490	0.611
transmit	transmittere	0.836	0.581	0.673
transmitter	transmitter	0.520	0.511	0.719
transmutation	transmutation	0.438	0.740	0.737
transom	agterspejl	0.375	0.385	0.417
transparency	gennemsigtighed	0.847	0.260	0.587
transparent	gennemsigtig	0.542	0.330	0.667
transplant	transplantation	0.445	0.806	0.620
transplantation	transplantation	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	transportere	0.613	0.627	0.605
transportation	transport	0.667	0.560	0.472
transporter	transportør	0.615	0.625	0.750
transpose	omsætte	0.440	0.585	0.467
transposition	gennemførelse	0.312	0.451	0.555
transsexual	transseksuel	0.264	0.815	0.423
transverse	tværgående	0.429	0.429	0.525
transvestite	transvestit	0.270	0.675	0.373
trap	fælde	0.104	0.610	0.391
trapdoor	faldlem	0.094	0.670	0.462
trapeze	trapez	0.542	0.625	0.566
trapped	fanget	0.135	0.615	0.380
trapper	pelsjæger	0.296	0.654	0.491
trapping	fældefangst	0.333	0.621	0.491
trappings	staffage	0.458	0.462	0.370
traps	fælder	0.235	0.673	0.481
trash	affald	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	trauma	0.112	0.792	0.453
traumatic	traumatisk	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	rejse	0.931	0.689	0.535
traveler	rejsende	0.837	0.571	0.700
traveling	rejsende	0.900	0.750	0.582
traverse	krydse	0.571	0.590	0.629
travesty	parodi	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	bakke	0.549	0.250	0.345
treacherous	forræderiske	0.112	0.815	0.402
treachery	forræderi	0.104	0.852	0.448
tread	slidbane	0.510	0.520	0.426
treadmill	løbebånd	0.459	0.636	0.436
treason	forræderi	0.094	0.806	0.552
treasure	skat	0.927	0.592	0.821
treasured	skattede	0.849	0.471	0.730
treasurer	kasserer	0.694	0.456	0.755
treasures	skatte	0.867	0.771	0.842
treasury	statskassen	0.812	0.541	0.736
treat	behandle	0.573	0.571	0.436
treatable	behandles	0.780	0.302	0.560
treatise	afhandling	0.604	0.407	0.613
treatment	behandling	0.663	0.386	0.620
treaty	traktat	0.646	0.382	0.667
treble	diskant	0.358	0.471	0.466
tree	træ	0.670	0.118	0.442
trees	træer	0.653	0.137	0.537
trek	trek	0.469	0.530	0.535
trellis	espalier	0.299	0.500	0.389
tremble	skælve	0.177	0.878	0.388
trembling	rysten	0.177	0.824	0.324
tremendous	enorm	0.600	0.888	0.773
tremendously	uhyre	0.719	0.722	0.661
tremor	rysten	0.104	0.833	0.455
trench	skyttegrav	0.429	0.760	0.429
trend	trend	0.625	0.458	0.706
trending	tendenser	0.750	0.472	0.600
trendy	smarte	0.713	0.520	0.536
trepidation	bæven	0.582	0.594	0.464
trespass	ulovlig indtrængen	0.229	0.670	0.613
triad	triade	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	forsøg	0.438	0.663	0.612
triangle	trekant	0.562	0.269	0.352
triangular	trekantede	0.430	0.320	0.397
triangulate	triangulere	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	tribal	0.417	0.404	0.482
tribe	stamme	0.664	0.486	0.516
tribulation	trængsel	0.448	0.612	0.484
tribunal	domstol	0.410	0.670	0.797
tribune	tribune	0.610	0.585	0.556
tributary	biflod	0.615	0.463	0.616
tribute	hyldest	0.684	0.573	0.700
trick	trick	0.542	0.700	0.409
trickery	svindel	0.146	0.798	0.336
trickle	sive	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	tricky	0.219	0.651	0.500
tricycle	trehjulet cykel	0.633	0.402	0.368
trident	trefork	0.403	0.606	0.609
trifle	bagatel	0.271	0.296	0.221
trifling	ubetydelig	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	udløser	0.271	0.804	0.660
trigonometry	trigonometri	0.396	0.400	0.616
trillion	billioner	0.592	0.420	0.623
trilogy	trilogi	0.615	0.520	0.664
trim	trimme	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	trimmer	0.260	0.548	0.529
trimming	trimning	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	treenighed	0.635	0.346	0.660
trinket	nipsting	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	rejse	0.875	0.643	0.538
tripartite	tredelte	0.500	0.480	0.539
tripe	kallun	0.312	0.361	0.438
triple	triple	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	tre eksemplarer	0.684	0.545	0.717
tripod	stativ	0.406	0.388	0.483
tripping	tripping	0.276	0.594	0.293
trite	banal	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	triumf	0.969	0.798	0.926
triumphant	Triumferende	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	trivielt	0.406	0.387	0.337
troll	trold	0.378	0.627	0.327
trolley	trolley	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	troop	0.375	0.696	0.750
trooper	soldat	0.458	0.694	0.713
troops	tropper	0.385	0.718	0.804
trophy	trofæ	0.947	0.643	0.676
tropic	trope	0.740	0.529	0.536
tropical	tropisk	0.740	0.461	0.509
tropics	troperne	0.740	0.383	0.412
trot	trav	0.531	0.664	0.396
trouble	problemer	0.135	0.811	0.452
troubled	urolige	0.167	0.627	0.385
troublemaker	ballademager	0.260	0.900	0.596
troubles	urolighederne	0.051	0.854	0.269
troublesome	generende	0.283	0.894	0.404
trough	trug	0.500	0.308	0.340
troupe	trup	0.625	0.406	0.557
trousers	bukser	0.625	0.314	0.442
trout	ørred	0.516	0.387	0.298
trowel	murske	0.470	0.418	0.250
truce	våbenstilstand	0.688	0.441	0.453
truck	lastbil	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	vognlæs	0.480	0.450	0.534
truculent	stridslysten	0.210	0.731	0.498
true	RIGTIGT	0.896	0.436	0.777
truelove	ægte kærlighed	0.860	0.600	0.587
truffle	trøffel	0.677	0.323	0.418
truism	floskel	0.521	0.422	0.480
trump	trumf	0.640	0.716	0.898
trumpet	trompet	0.573	0.570	0.393
trumpeter	trompetist	0.673	0.600	0.676
truncate	afkorte	0.323	0.600	0.412
truncated	trunkeret	0.316	0.602	0.439
trundle	trille	0.507	0.270	0.414
trunk	bagagerum	0.271	0.167	0.404
truss	truss	0.521	0.482	0.569
trust	tillid	0.888	0.547	0.741
trustee	administrator	0.531	0.442	0.658
trusting	tillidsfuld	0.857	0.508	0.750
trustworthy	troværdig	0.969	0.315	0.824
trusty	trofaste	0.863	0.398	0.696
truth	sandhed	0.971	0.400	0.685
truthful	sandfærdig	0.708	0.467	0.807
truthfulness	sandfærdighed	0.920	0.549	0.808
try	prøve	0.604	0.551	0.556
tryout	PRØVEKOPIER	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunamien	0.042	0.944	0.684
tub	badekar	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	rør	0.418	0.279	0.409
tuberculosis	tuberkulose	0.214	0.519	0.424
tubing	slange	0.438	0.363	0.358
tubular	rørformede	0.458	0.361	0.464
tubule	tubulus	0.500	0.330	0.333
tuck	guf	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	tirsdag	0.469	0.184	0.330
tufted	tuftede	0.500	0.510	0.406
tug	slæbebåd	0.320	0.604	0.558
tugboat	bugserbåd	0.271	0.510	0.652
tuition	undervisning	0.531	0.372	0.436
tulip	tulipan	0.730	0.189	0.356
tumble	tumle	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	Tumbleweed	0.312	0.471	0.427
tummy	mave	0.427	0.365	0.230
tumor	svulst	0.102	0.664	0.324
tumour	svulst	0.092	0.627	0.464
tumult	tumult	0.271	0.640	0.636
tumultuous	omtumlet	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tunfisk	0.531	0.386	0.304
tunable	justerbar	0.510	0.364	0.582
tune	tune	0.708	0.479	0.426
tunic	tunika	0.531	0.248	0.391
tuning	tuning	0.719	0.390	0.635
tunnel	tunnel	0.312	0.490	0.412
turban	turban	0.469	0.386	0.426
turbidity	turbiditet	0.184	0.607	0.393
turbine	turbine	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	turbulens	0.062	0.922	0.532
turbulent	turbulent	0.302	0.792	0.612
turd	skiderik	0.240	0.519	0.383
turf	græstørv	0.531	0.192	0.295
turkey	Kalkun	0.634	0.245	0.247
turmeric	gurkemeje	0.542	0.316	0.312
turmoil	oprør	0.198	0.888	0.417
turn	tur	0.531	0.398	0.482
turnaround	Vend om	0.560	0.654	0.407
turned	vendt	0.630	0.538	0.583
turning	dreje	0.510	0.684	0.420
turnip	majroe	0.561	0.183	0.254
turnkey	nøglefærdige	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	viser sig	0.641	0.692	0.898
turnover	omsætning	0.490	0.392	0.512
turnpike	landevejen	0.459	0.434	0.462
turntable	pladespiller	0.531	0.455	0.406
turpentine	terpentin	0.320	0.539	0.571
turquoise	turkis	0.786	0.226	0.357
turret	tårn	0.494	0.500	0.588
turtle	skildpadde	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	slagsmål	0.333	0.919	0.691
tutelage	formynderskab	0.393	0.442	0.609
tutor	vejleder	0.750	0.346	0.826
tutoring	vejledning	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	smoking	0.694	0.354	0.519
tv	fjernsyn	0.622	0.380	0.393
twain	twain	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	nappe	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	pincet	0.493	0.408	0.295
twelfth	tolvte	0.521	0.292	0.527
twelve	tolv	0.490	0.298	0.412
twentieth	tyvende	0.469	0.297	0.346
twenty	tyve	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	Kvist	0.378	0.288	0.236
twilight	tusmørke	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	tvilling	0.688	0.363	0.453
twine	sejlgarn	0.521	0.380	0.337
twinge	jag	0.316	0.720	0.471
twinkle	twinkle	0.719	0.724	0.610
twins	tvillinger	0.760	0.473	0.602
twirl	snurre rundt	0.552	0.647	0.409
twist	vride	0.375	0.469	0.337
twisted	snoet	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	skvat	0.194	0.653	0.198
twitch	ryk	0.510	0.740	0.548
twitching	trækninger	0.292	0.700	0.482
twitchy	jerntæppets	0.094	0.918	0.281
two	to	0.520	0.200	0.404
two step	to trin	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	dobbelt	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	type	0.500	0.284	0.364
typewriter	skrivemaskine	0.542	0.373	0.418
typhoid	tyfus	0.265	0.458	0.401
typhoon	tyfon	0.323	0.796	0.697
typical	typisk	0.635	0.206	0.426
typically	typisk	0.569	0.377	0.559
typist	maskinskriver	0.551	0.559	0.528
typo	tastefejl	0.224	0.415	0.255
typography	typografi	0.480	0.334	0.574
tyrannical	tyranniske	0.167	0.860	0.731
tyranny	tyranni	0.112	0.792	0.705
tyrant	tyran	0.115	0.850	0.683
tyre	dæk	0.480	0.358	0.407
ubiquitous	allestedsnærværende	0.635	0.571	0.884
ubiquity	allestedsnærværelse	0.578	0.490	0.595
ugliness	grimhed	0.094	0.407	0.267
ugly	grim	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	mavesår	0.286	0.596	0.377
ulterior	skjulte	0.375	0.509	0.490
ultimate	ultimative	0.648	0.645	0.544
ultimately	ultimativt	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultralyd	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	navlestreng	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	paraply	0.583	0.246	0.255
umpire	opmand	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	skamløs	0.292	0.614	0.488
unabated	uformindsket styrke	0.532	0.420	0.466
unable	ude af stand	0.132	0.459	0.193
unacceptable	uacceptabel	0.133	0.479	0.330
unaccompanied	uledsaget	0.292	0.376	0.297
unaccountable	uforklarlig	0.180	0.600	0.543
unaccounted	rede	0.410	0.338	0.361
unacknowledged	uerkendt	0.240	0.269	0.116
unadulterated	uforfalsket	0.570	0.420	0.528
unaffected	upåvirket	0.542	0.265	0.571
unafraid	bange	0.500	0.520	0.655
unaided	uden hjælp	0.290	0.410	0.336
unaltered	uændret	0.571	0.269	0.598
unambiguous	entydig	0.406	0.390	0.578
unanimity	enstemmighed	0.490	0.407	0.706
unanimous	enstemmig	0.656	0.380	0.682
unanimously	enstemmigt	0.686	0.333	0.738
unannounced	uanmeldt	0.240	0.588	0.291
unanswered	ubesvaret	0.276	0.361	0.219
unanticipated	uventede	0.255	0.775	0.327
unappreciated	unappreciated	0.143	0.431	0.209
unapproved	ikke-godkendt	0.184	0.471	0.254
