Word	Malayalam-ml	Valence	Arousal	Dominance
triplicate	ത്രിമാനമാക്കുക	0.684	0.545	0.717
tripod	ട്രൈപോഡ്	0.406	0.388	0.483
tripping	ട്രിപ്പിംഗ്	0.276	0.594	0.293
trite	വൃത്തികെട്ട	0.458	0.418	0.290
tritium	ട്രൈറ്റിയം	0.412	0.471	0.422
triumph	വിജയം	0.969	0.798	0.926
triumphant	വിജയി	0.949	0.837	0.972
trivia	രസകരം	0.690	0.490	0.473
trivial	നിസ്സാരമായ	0.406	0.387	0.337
troll	ട്രോൾ	0.378	0.627	0.327
trolley	ട്രോളി	0.562	0.558	0.464
trombone	ട്രംപെറ്റ്	0.562	0.500	0.500
troop	സൈന്യം	0.375	0.696	0.750
trooper	ജോലിക്കാരൻ	0.458	0.694	0.713
troops	സൈന്യം	0.385	0.718	0.804
trophy	ട്രോഫി	0.947	0.643	0.676
tropic	ട്രോപ്പിക്	0.740	0.529	0.536
tropical	ഉഷ്ണമേഖലയിലുള്ള	0.740	0.461	0.509
tropics	ഉഷ്ണമേഖലാ	0.740	0.383	0.412
trot	ട്രോട്ട്	0.531	0.664	0.396
trouble	കഷ്ടം	0.135	0.811	0.452
troubled	ബുദ്ധിമുട്ടുന്നു	0.167	0.627	0.385
troublemaker	കുഴപ്പക്കാരൻ	0.260	0.900	0.596
troubles	കഷ്ടങ്ങൾ	0.051	0.854	0.269
troublesome	പ്രയാസം	0.283	0.894	0.404
trough	തുളച്ച്	0.500	0.308	0.340
troupe	സംഘം	0.625	0.406	0.557
trousers	പാന്റസ്	0.625	0.314	0.442
trout	പുഴമീൻ	0.516	0.387	0.298
trowel	തൊണ്ടയിൽ	0.470	0.418	0.250
truce	സമാധാനമുണ്ട്	0.688	0.441	0.453
truck	ട്രക്ക്	0.531	0.368	0.546
trucker	ട്രക്കർ	0.494	0.609	0.500
truckload	ട്രക്ക് ലോഡ്	0.480	0.450	0.534
truculent	ഭീരുവായ	0.210	0.731	0.498
true	TRUE	0.896	0.436	0.777
truelove	യഥാർത്ഥ സ്നേഹം	0.860	0.600	0.587
truffle	നരവംശവും	0.677	0.323	0.418
truism	ട്രൂയിസം	0.521	0.422	0.480
trump	തുമ്പിക്കൈ	0.640	0.716	0.898
trumpet	കാഹളം	0.573	0.570	0.393
trumpeter	ട്രാംപെറ്റർ	0.673	0.600	0.676
truncate	വെട്ടിമുറിക്കുക	0.323	0.600	0.412
truncated	വെട്ടിച്ചുരുക്കി	0.316	0.602	0.439
trundle	തൊണ്ട	0.507	0.270	0.414
trunk	തുമ്പിക്കൈ	0.271	0.167	0.404
truss	ട്രൂസ്	0.521	0.482	0.569
trust	ആശ്രയം	0.888	0.547	0.741
trustee	ട്രസ്റ്റി	0.531	0.442	0.658
trusting	വിശ്വസിക്കുന്നു	0.857	0.508	0.750
trustworthy	വിശ്വാസയോഗ്യമായ	0.969	0.315	0.824
trusty	വിശ്വസനീയമായ	0.863	0.398	0.696
truth	സത്യം	0.971	0.400	0.685
truthful	സത്യസന്ധത	0.708	0.467	0.807
truthfulness	സത്യസന്ധത	0.920	0.549	0.808
try	ശ്രമിക്കൂ	0.604	0.551	0.556
tryout	ശ്രമിച്ചുനോക്കൂ	0.459	0.539	0.472
tryouts	പരീക്ഷണങ്ങൾ	0.490	0.602	0.594
tsunami	സുനാമി	0.042	0.944	0.684
tub	ട്യൂബും	0.449	0.235	0.265
tuba	ട്യൂബ	0.542	0.402	0.381
tubby	ടബ്ബി	0.427	0.423	0.353
tube	ട്യൂബ്	0.418	0.279	0.409
tuberculosis	ക്ഷയം	0.214	0.519	0.424
tubing	കുഴൽ	0.438	0.363	0.358
tubular	സ്തൂപികാ	0.458	0.361	0.464
tubule	ട്യൂബൽ	0.500	0.330	0.333
tuck	താമസം	0.367	0.473	0.361
tucker	ടക്കർ	0.475	0.558	0.429
tuesday	ചൊവ്വാഴ്ച	0.469	0.184	0.330
tufted	ട്യൂഫ്റ്റ് ചെയ്തു	0.500	0.510	0.406
tug	ടഗ് ചെയ്യുക	0.320	0.604	0.558
tugboat	ടഗ്ബോട്ട്	0.271	0.510	0.652
tuition	ട്യൂഷൻ	0.531	0.372	0.436
tulip	തുലിപ്	0.730	0.189	0.356
tumble	വീഴുക	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	ട്യൂമും	0.312	0.471	0.427
tummy	തുമ്മുക	0.427	0.365	0.230
tumor	ട്യൂമർ	0.102	0.664	0.324
tumour	ട്യൂമർ	0.092	0.627	0.464
tumult	ആലിംഗനം	0.271	0.640	0.636
tumultuous	ഞെരുക്കം	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	ട്യൂണ	0.531	0.386	0.304
tunable	ട്യൂണബിൾ	0.510	0.364	0.582
tune	ട്യൂൺ ചെയ്യുക	0.708	0.479	0.426
tunic	തുണി	0.531	0.248	0.391
tuning	ട്യൂണിംഗ്	0.719	0.390	0.635
tunnel	തുരങ്കം	0.312	0.490	0.412
turban	തലപ്പാവ്	0.469	0.386	0.426
turbidity	അലസത	0.184	0.607	0.393
turbine	ടർബൈൻ	0.520	0.549	0.575
turbo	ടർബോ	0.583	0.729	0.596
turbulence	പ്രക്ഷുബ്ധത	0.062	0.922	0.532
turbulent	പ്രക്ഷുബ്ധമായ	0.302	0.792	0.612
turd	കുഴപ്പമില്ല	0.240	0.519	0.383
turf	ടർഫ്	0.531	0.192	0.295
turkey	ടർക്കി	0.634	0.245	0.247
turmeric	മഞ്ഞൾ	0.542	0.316	0.312
turmoil	കലഹവും	0.198	0.888	0.417
turn	വളവ്	0.531	0.398	0.482
turnaround	ടേൺ എറൗണ്ട്	0.560	0.654	0.407
turned	തിരിഞ്ഞു	0.630	0.538	0.583
turning	തിരിയുന്നു	0.510	0.684	0.420
turnip	തക്കാരിച്ചെടികൾ	0.561	0.183	0.254
turnkey	തയാർചെയ്യൽ	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	ഉല്പാദിപ്പിക്കുക	0.641	0.692	0.898
turnover	വിറ്റുവരവ്	0.490	0.392	0.512
turnpike	ടോർപ്പൈക്ക്	0.459	0.434	0.462
turntable	ടർണബിൾ	0.531	0.455	0.406
turpentine	ടർപേന്റൈൻ	0.320	0.539	0.571
turquoise	ടർകോയിസ്	0.786	0.226	0.357
turret	ടാർട്ട്	0.494	0.500	0.588
turtle	ആമ	0.291	0.102	0.271
turtleneck	ടർട്ടെനെക്ക്	0.583	0.398	0.327
tussle	തട്ടുക	0.333	0.919	0.691
tutelage	മദ്യം	0.393	0.442	0.609
tutor	ട്യൂട്ടർ	0.750	0.346	0.826
tutoring	ട്യൂട്ടറിംഗ്	0.663	0.402	0.702
tutu	ട്യൂട്ടോ	0.583	0.276	0.233
tux	ടക്സ്	0.531	0.365	0.462
tuxedo	ടക്സീഡോ	0.694	0.354	0.519
tv	ടിവി	0.622	0.380	0.393
twain	രണ്ടുപേരും	0.541	0.255	0.370
twat	തത്ത	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	വലിക്കുക	0.440	0.462	0.452
tweed	ട്വീഡ്	0.510	0.440	0.412
tweet	ട്വീറ്റ്	0.659	0.490	0.537
tweezers	ചെറുചവണകൾ	0.493	0.408	0.295
twelfth	പന്ത്രണ്ടാമത്	0.521	0.292	0.527
twelve	പന്ത്രണ്ട്	0.490	0.298	0.412
twentieth	ഇരുപതാമത്	0.469	0.297	0.346
twenty	ഇരുപത്	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	തണ്ട്	0.378	0.288	0.236
twilight	സന്ധ്യ	0.622	0.341	0.633
twill	ഇരട്ട	0.449	0.415	0.353
twin	ഇരട്ട	0.688	0.363	0.453
twine	ഇരട്ട	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	ട്വിങ്കിൾ	0.719	0.724	0.610
twins	ഇരട്ടകൾ	0.760	0.473	0.602
twirl	തിരികല്ല	0.552	0.647	0.409
twist	തിരിക്കുക	0.375	0.469	0.337
twisted	വളച്ചൊടിച്ചു	0.071	0.736	0.311
twister	ട്വിസ്റ്റർ	0.330	0.680	0.647
twit	ഇരട്ട	0.194	0.653	0.198
twitch	മയങ്ങി	0.510	0.740	0.548
twitching	മയങ്ങി	0.292	0.700	0.482
twitchy	മർമ്മം	0.094	0.918	0.281
two	രണ്ട്	0.520	0.200	0.404
two step	രണ്ടു പടി	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	രണ്ടുതവണ	0.573	0.333	0.551
twosome	രണ്ടുതരം	0.583	0.544	0.500
tycoon	വ്യവസായി	0.682	0.596	0.867
tyke	ടൈപ്പ്	0.500	0.388	0.300
type	ടൈപ്പ് ചെയ്യുക	0.500	0.284	0.364
typewriter	ടൈപ്പ്റൈറ്റർ	0.542	0.373	0.418
typhoid	ടൈഫോയ്ഡ്	0.265	0.458	0.401
typhoon	കൊടുങ്കാറ്റ്	0.323	0.796	0.697
typical	സാധാരണ	0.635	0.206	0.426
typically	താരതമ്യേനെ	0.569	0.377	0.559
typist	ടൈപ്പിസ്റ്റ്	0.551	0.559	0.528
typo	ടൈപ്പ് ചെയ്യുക	0.224	0.415	0.255
typography	ടൈപ്പിഗ്രാഫി	0.480	0.334	0.574
tyrannical	നിരപരാധിയായ	0.167	0.860	0.731
tyranny	സ്വേച്ഛാധിപത്യം	0.112	0.792	0.705
tyrant	സ്വേച്ഛാധിപതി	0.115	0.850	0.683
tyre	ടയർ	0.480	0.358	0.407
ubiquitous	എങ്ങും	0.635	0.571	0.884
ubiquity	എക്വിറ്റി	0.578	0.490	0.595
ugliness	വിദ്വേഷം	0.094	0.407	0.267
ugly	വൃത്തികെട്ട	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	അൾസർ	0.286	0.596	0.377
ulterior	അഴിമതി	0.375	0.509	0.490
ultimate	അന്തിമമായത്	0.648	0.645	0.544
ultimately	ആത്യന്തികമായി	0.385	0.480	0.558
ultimatum	ആത്യന്തികം	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	അൾട്രാസൗണ്ട്	0.573	0.594	0.600
ultraviolet	അൾട്രാവയലറ്റ്	0.604	0.448	0.673
umbilical	കുടൽ	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	കുട	0.583	0.246	0.255
umpire	അമ്പയർ	0.520	0.592	0.755
umpteen	അമൂല്യമായ	0.510	0.460	0.611
unabashed	മരവിച്ച	0.292	0.614	0.488
unabated	അസന്തുലിതമായ	0.532	0.420	0.466
unable	സാധിച്ചില്ല	0.132	0.459	0.193
unacceptable	അസ്വീകാര്യമായ	0.133	0.479	0.330
unaccompanied	അനുരഞ്ജനം	0.292	0.376	0.297
unaccountable	സംശയിക്കാനാവില്ല	0.180	0.600	0.543
unaccounted	കണക്കിലെടുക്കാത്തത്	0.410	0.338	0.361
unacknowledged	അംഗീകരിച്ചില്ല	0.240	0.269	0.116
unadulterated	കളങ്കരഹിതമായ	0.570	0.420	0.528
unaffected	ബാധകമല്ല	0.542	0.265	0.571
unafraid	ഭയമില്ല	0.500	0.520	0.655
unaided	അൺഇയ്ഡഡ്	0.290	0.410	0.336
unaltered	മാറാത്തത്	0.571	0.269	0.598
unambiguous	അസന്തുലിതമായ	0.406	0.390	0.578
unanimity	ഏകപക്ഷീയത	0.490	0.407	0.706
unanimous	ഏകകക്ഷി	0.656	0.380	0.682
unanimously	ഏകകണ്ഠമായി	0.686	0.333	0.738
unannounced	പ്രഖ്യാപിച്ചിട്ടില്ല	0.240	0.588	0.291
unanswered	ഉത്തരം കിട്ടാത്തത്	0.276	0.361	0.219
unanticipated	അപ്രതീക്ഷിതമായി	0.255	0.775	0.327
unappreciated	വഞ്ചനയില്ലാത്ത	0.143	0.431	0.209
unapproved	അംഗീകരിച്ചില്ല	0.184	0.471	0.254
unarmed	നിരായുധനായി	0.427	0.420	0.241
unassisted	അനാവശ്യമായ	0.302	0.320	0.211
unassuming	അസഹിഷ്ണുത	0.490	0.230	0.471
unattached	അറ്റാച്ചുചെയ്തില്ല	0.192	0.439	0.283
unattainable	അനുവദിക്കാനാവില്ല	0.220	0.635	0.571
unattended	ശ്രദ്ധിക്കപ്പെടാത്ത	0.255	0.400	0.167
unattractive	ആകർഷണീയമല്ല	0.177	0.307	0.208
unauthorized	അനധികൃതമായി	0.260	0.448	0.259
unavailable	ലഭ്യമല്ല	0.323	0.281	0.159
unavoidable	അനിവാര്യമാണ്	0.350	0.580	0.445
unaware	അറിയില്ല	0.208	0.355	0.310
unbalanced	അസന്തുലിതമായ	0.302	0.596	0.343
unbearable	സഹിക്കാനാവാത്ത	0.125	0.798	0.447
unbeatable	തോൽവി	0.735	0.719	0.681
unbeaten	പുറത്താകാതെ	0.854	0.760	0.828
unbecoming	പ്രതീക്ഷിക്കരുത്	0.123	0.471	0.288
unbelief	അവിശ്വാസം	0.265	0.582	0.407
unbelievable	അവിശ്വസനീയമായ	0.771	0.790	0.717
unbiased	നിഷ്പക്ഷത	0.625	0.378	0.618
unborn	ഗർഭസ്ഥശിശുവിന്	0.312	0.300	0.216
unbound	വിട്ടുപോവുക	0.354	0.402	0.283
unbounded	അനിയന്ത്രിതമായ	0.646	0.600	0.736
unbreakable	അയോഗ്യമായി	0.653	0.573	0.759
unbridled	ഹാനികരമായ	0.396	0.759	0.448
unbroken	വല്ലാത്ത	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	അപരിചിതമായി	0.344	0.294	0.222
uncanny	വിചിത്രമായ	0.469	0.461	0.430
uncaring	അറിയില്ല	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	അനിശ്ചിതമായ	0.363	0.500	0.164
uncertainty	അനിശ്ചിതത്വം	0.064	0.494	0.282
unchallenged	വിസമ്മതിച്ചു	0.552	0.394	0.545
unchangeable	മാറ്റാൻ പറ്റാത്ത	0.375	0.442	0.709
unchanged	മാറ്റമില്ല	0.490	0.204	0.237
uncharted	രേഖപ്പെടുത്താത്തത്	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	അസംബന്ധം	0.133	0.600	0.400
unclaimed	ക്ലെയിം ചെയ്യാത്തത്	0.316	0.346	0.278
uncle	അമ്മാവൻ	0.653	0.255	0.578
unclean	അശുദ്ധൻ	0.133	0.529	0.134
unclear	അവക്തമായ	0.229	0.463	0.202
uncomfortable	അസുഖകരമായ	0.188	0.610	0.214
uncommon	അസാധാരണമായ	0.459	0.429	0.373
uncommonly	അസാധാരണമായി	0.626	0.490	0.778
uncomplicated	സങ്കീര്ണ്ണമായി	0.740	0.260	0.453
uncompromising	വിട്ടുവീഴ്ചയില്ലാത്തത്	0.320	0.531	0.613
unconcerned	മനസ്സില്ലാത്ത	0.562	0.283	0.298
unconditional	നിരുപാധികം	0.760	0.493	0.715
unconfirmed	സ്ഥിരീകരിക്കാത്തത്	0.334	0.321	0.339
unconnected	ബന്ധിപ്പിച്ചിട്ടില്ല	0.188	0.265	0.213
unconscionable	പരിഭ്രാന്തിയില്ലാത്ത	0.208	0.618	0.429
unconscious	അബോധാവസ്ഥയിൽ	0.240	0.356	0.195
unconsciousness	അബോധാവസ്ഥ	0.177	0.440	0.121
unconstitutional	ഭരണഘടനാപരമായ	0.230	0.588	0.491
unconstrained	അനിയന്ത്രിതമായ	0.653	0.640	0.635
uncontested	എതിർക്കപ്പെട്ടില്ല	0.510	0.471	0.689
uncontrollable	അനിയന്ത്രിതമായ	0.265	0.790	0.626
uncontrolled	അനിയന്ത്രിതമായ	0.188	0.891	0.544
unconventional	പാരമ്പര്യേതര	0.177	0.509	0.288
unconvinced	അവിശ്വസനീയമായ	0.409	0.458	0.228
unconvincing	അവിശ്വസനീയമായ	0.190	0.532	0.144
uncooked	വേവിച്ച	0.312	0.321	0.241
uncooperative	uncooperative	0.250	0.422	0.246
uncorrelated	അപ്രതീക്ഷിതമായ	0.333	0.327	0.316
uncouth	അസുഖം	0.080	0.761	0.350
uncover	മറയ്ക്കുക	0.771	0.552	0.648
uncritical	വിവേകശൂന്യമായ	0.480	0.367	0.412
uncut	വൃത്തിയില്ല	0.448	0.422	0.278
undead	അധിനിവേശം	0.367	0.635	0.406
undecided	നിശ്ചയമില്ല	0.286	0.433	0.127
undefeated	കളഞ്ഞുകിടക്കുന്നു	0.833	0.752	0.825
undefined	വ്യക്തമല്ല	0.260	0.418	0.350
undeniable	നിഷേധിക്കാനാവില്ല	0.552	0.473	0.778
underage	പ്രായപൂർത്തിയായവർക്കുള്ള	0.469	0.461	0.300
underbelly	കീഴ്പെടുത്തി	0.406	0.423	0.361
undercover	രഹസ്യമായി	0.388	0.627	0.483
undercurrent	അന്തർസീമാന്തമായ	0.357	0.582	0.520
underdog	അണ്ടർഡഗ്	0.250	0.410	0.226
underestimate	കുറച്ചുമാത്രം	0.413	0.464	0.193
undergo	വിധേയമാവുക	0.398	0.554	0.339
undergraduate	ബിരുദം	0.583	0.500	0.559
underground	ഭൂഗർഭ	0.396	0.455	0.452
underhanded	കീഴെ	0.188	0.415	0.527
underlay	അടിവരയിടുക	0.521	0.365	0.458
underlie	അടിവരയിടുക	0.323	0.378	0.275
underline	അടിവരയിടുക	0.480	0.412	0.509
underlying	അടിവരയിടുക	0.480	0.445	0.452
undermine	അടിത്തറതോണ്ടുക	0.316	0.491	0.413
undermined	അട്ടിമറിച്ചു	0.365	0.409	0.394
underneath	കീഴെ	0.450	0.265	0.158
underpaid	കൂലി	0.146	0.413	0.209
underpants	അധീനതയിലായിരിക്കുന്നു	0.448	0.473	0.276
underprivileged	നിസ്സഹായനാണ്	0.167	0.449	0.172
underrated	അനായാസമായി	0.208	0.520	0.333
underscore	അടിവര	0.375	0.275	0.306
undersea	കടൽതീരം	0.545	0.490	0.425
undersecretary	അണ്ടർ സെക്രട്ടറി	0.459	0.377	0.594
undersized	undersized	0.316	0.425	0.298
understaffed	മനസ്സിലായി	0.148	0.444	0.302
understand	മനസ്സിലാക്കുക	0.760	0.374	0.643
understandable	മനസ്സിലാക്കാവുന്നതേയുള്ളൂ	0.776	0.363	0.566
understanding	മനസ്സിലാക്കുക	0.865	0.304	0.689
understatement	മനസിലാക്കി	0.347	0.480	0.473
understood	മനസ്സിലായി	0.780	0.441	0.686
understudy	മനസ്സിലായി	0.378	0.402	0.420
undertake	ഏറ്റെടുക്കുക	0.796	0.702	0.754
undertaker	അണ്ടർടേക്കർ	0.363	0.696	0.611
undertaking	ഏറ്റെടുക്കൽ	0.667	0.530	0.696
undertow	കീഴെ	0.327	0.639	0.231
underwear	അടിവസ്ത്രം	0.610	0.546	0.375
underwood	കീഴെ	0.510	0.453	0.510
underworld	അധോലോക	0.177	0.676	0.613
underwrite	എഴുതുക	0.416	0.520	0.423
underwriter	അണ്ടർറൈറ്റർ	0.571	0.327	0.620
undeserved	അപര്യാപ്തമാണ്	0.219	0.552	0.283
undesirable	അഭികാമ്യം	0.177	0.644	0.260
undesired	അഭിലഷണീയം	0.156	0.441	0.235
undetectable	സംശയാസ്പദമായത്	0.438	0.539	0.604
