Word	French-fr	Valence	Arousal	Dominance
screwed	vissé	0.302	0.520	0.464
screwy	tordu	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	griffonner	0.429	0.453	0.358
scribe	scribe	0.541	0.264	0.491
scrimmage	mêlée	0.367	0.660	0.411
scrip	scrip	0.430	0.462	0.455
script	scénario	0.610	0.450	0.527
scriptural	biblique	0.551	0.250	0.596
scripture	écriture	0.745	0.270	0.630
scroll	faire défiler	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	emprunter	0.210	0.565	0.397
scrounger	profiteur	0.323	0.490	0.358
scrub	frotter	0.417	0.420	0.500
scruffy	miteux	0.194	0.435	0.176
scrumptious	délicieux	0.959	0.650	0.566
scrupulous	scrupuleux	0.545	0.685	0.602
scrutinize	scruter	0.458	0.587	0.573
scrutiny	examen minutieux	0.500	0.653	0.658
scuba	scaphandre autonome	0.542	0.494	0.456
scuff	érafler	0.165	0.560	0.376
scuffle	bagarre	0.146	0.800	0.529
scullery	arrière-cuisine	0.469	0.337	0.353
sculptor	sculpteur	0.653	0.431	0.694
sculpture	sculpture	0.750	0.346	0.490
sculptured	sculpté	0.708	0.373	0.557
scum	écume	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	se précipiter	0.398	0.647	0.509
scurvy	scorbut	0.354	0.462	0.312
scuttle	saborder	0.438	0.398	0.430
sea	mer	0.833	0.353	0.589
seaboard	côte	0.663	0.356	0.507
seafood	Fruit de mer	0.656	0.500	0.328
seagull	mouette	0.635	0.245	0.314
seal	joint	0.490	0.218	0.518
seals	scellés	0.412	0.241	0.402
seam	couture	0.427	0.250	0.414
seaman	marin	0.520	0.510	0.672
seamless	sans couture	0.459	0.140	0.302
seamstress	couturière	0.535	0.288	0.389
seaport	port de mer	0.594	0.317	0.491
sear	sear	0.490	0.553	0.600
search	chercher	0.635	0.580	0.462
searching	recherche	0.534	0.657	0.466
searchlight	projecteur	0.622	0.510	0.552
seared	poêlé	0.229	0.410	0.398
seashore	rivage	0.796	0.310	0.375
seasick	mal de mer	0.115	0.683	0.245
seaside	bord de mer	0.887	0.520	0.508
season	saison	0.792	0.410	0.519
seasonal	saisonnier	0.592	0.273	0.305
seasoned	chevronné	0.812	0.570	0.509
seasoning	assaisonnement	0.633	0.388	0.479
seat	siège	0.542	0.281	0.434
seatbelt	ceinture de sécurité	0.656	0.314	0.726
seating	sièges	0.552	0.265	0.286
seawater	eau de mer	0.760	0.197	0.491
seaweed	algue	0.446	0.286	0.382
sec	seconde	0.490	0.385	0.380
secession	sécession	0.323	0.561	0.509
secluded	isolé	0.357	0.265	0.240
seclusion	isolement	0.230	0.558	0.505
second	seconde	0.490	0.210	0.250
second cousin	deuxième cousin	0.698	0.360	0.441
secondary	secondaire	0.636	0.375	0.260
secondhand	d'occasion	0.194	0.389	0.283
secrecy	secret	0.294	0.549	0.475
secret	secret	0.479	0.580	0.509
secretariat	secrétariat	0.518	0.459	0.597
secretary	secrétaire	0.612	0.426	0.561
secrete	sécréter	0.427	0.567	0.518
secretion	sécrétion	0.354	0.582	0.529
secretive	secret	0.390	0.250	0.538
secretly	secrètement	0.525	0.404	0.479
sect	secte	0.265	0.667	0.526
sectarian	sectaire	0.260	0.606	0.517
section	section	0.500	0.269	0.421
sectional	en coupe	0.427	0.415	0.464
sector	secteur	0.594	0.190	0.569
secular	séculier	0.463	0.461	0.520
secularism	laïcité	0.367	0.440	0.559
secure	garantir	0.844	0.380	0.914
securities	titres	0.750	0.304	0.852
security	Sécurité	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	calme	0.656	0.157	0.345
sedation	sédation	0.510	0.270	0.398
sedative	sédatif	0.314	0.273	0.352
sedentary	sédentaire	0.292	0.185	0.273
sedge	carex	0.406	0.396	0.339
sediment	sédiment	0.438	0.306	0.372
sedimentary	sédimentaire	0.398	0.265	0.500
sedition	sédition	0.327	0.557	0.591
seduce	séduire	0.462	0.864	0.689
seducer	séducteur	0.704	0.812	0.775
seducing	séduire	0.569	0.794	0.708
seduction	séduction	0.510	0.891	0.618
seductive	séduisant	0.771	0.821	0.667
see	voir	0.635	0.269	0.312
seed	la graine	0.656	0.135	0.306
seedling	semis	0.406	0.343	0.423
seeds	des graines	0.731	0.269	0.418
seedy	miteux	0.229	0.390	0.325
seek	chercher	0.622	0.429	0.482
seeker	chercheur	0.646	0.464	0.553
seem	sembler	0.471	0.302	0.298
seemingly	apparemment	0.490	0.410	0.356
seer	voyant	0.604	0.481	0.740
seesaw	bascule	0.570	0.559	0.410
seething	bouillir	0.312	0.821	0.642
segment	segment	0.469	0.290	0.440
segregate	séparer	0.290	0.627	0.440
segregated	séparé	0.164	0.575	0.411
segregation	ségrégation	0.302	0.545	0.390
seismic	sismique	0.323	0.925	0.578
seize	s'emparer de	0.656	0.644	0.673
seizure	saisie	0.177	0.775	0.462
seldom	rarement	0.323	0.379	0.287
select	sélectionner	0.615	0.406	0.602
selection	sélection	0.594	0.340	0.595
selective	sélectif	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	sélénium	0.469	0.408	0.336
self	soi	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	égoïste	0.061	0.637	0.495
selfishness	égoïsme	0.200	0.686	0.453
selfless	désintéressé	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	vendre	0.618	0.608	0.605
seller	vendeur	0.635	0.471	0.635
sellout	vendu	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	sémantique	0.698	0.394	0.569
semaphore	sémaphore	0.552	0.374	0.598
semblance	semblant	0.500	0.471	0.442
semen	sperme	0.500	0.755	0.471
semester	semestre	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	point-virgule	0.378	0.255	0.318
seminal	séminal	0.459	0.413	0.566
seminar	séminaire	0.583	0.360	0.623
seminary	séminaire	0.594	0.367	0.589
semiotics	sémiotique	0.449	0.417	0.596
senate	sénat	0.490	0.349	0.836
senator	sénateur	0.391	0.422	0.821
send	envoyer	0.663	0.480	0.537
sender	expéditeur	0.542	0.449	0.509
senescence	sénescence	0.378	0.456	0.394
senile	sénile	0.280	0.211	0.305
senior	Sénior	0.561	0.415	0.536
seniority	ancienneté	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	sensation	0.781	0.663	0.673
sensational	sensationnel	0.938	0.827	0.858
sense	sens	0.781	0.417	0.474
senseless	insensé	0.125	0.388	0.136
senses	sens	0.740	0.461	0.693
sensibility	sensibilité	0.583	0.423	0.448
sensible	sensible	0.625	0.454	0.312
sensibly	sensiblement	0.786	0.337	0.396
sensitive	sensible	0.714	0.426	0.254
sensitivity	sensibilité	0.750	0.417	0.395
sensor	capteur	0.571	0.377	0.542
sensory	sensoriel	0.583	0.480	0.442
sensual	sensuel	0.730	0.790	0.642
sensuality	sensualité	0.844	0.840	0.632
sensuous	sensuel	0.854	0.798	0.625
sentence	phrase	0.625	0.265	0.548
sentencing	condamnation	0.120	0.782	0.561
sentient	sensible	0.583	0.417	0.363
sentiment	sentiment	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentalité	0.771	0.548	0.319
sentinel	sentinelle	0.531	0.602	0.845
sentry	sentinelle	0.470	0.547	0.684
separable	séparable	0.469	0.390	0.368
separate	séparé	0.240	0.514	0.349
separately	séparément	0.310	0.365	0.368
separation	séparation	0.198	0.592	0.409
separatist	séparatiste	0.245	0.627	0.537
sepia	sépia	0.448	0.270	0.345
sepsis	état septique	0.229	0.452	0.327
sept	sept	0.521	0.333	0.361
septic	septique	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	suite	0.650	0.480	0.574
sequence	séquence	0.543	0.350	0.529
sequent	sequent	0.531	0.423	0.591
sequestered	séquestré	0.160	0.863	0.427
sequestration	séquestration	0.177	0.860	0.500
serenade	sérénade	0.875	0.570	0.491
serendipity	sérendipité	0.677	0.413	0.500
serene	serein	0.802	0.132	0.370
serenity	sérénité	0.900	0.122	0.557
sergeant	sergent	0.408	0.600	0.833
serial	en série	0.469	0.350	0.472
serialize	sérialiser	0.500	0.455	0.593
series	séries	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	sérieux	0.500	0.455	0.619
seriousness	gravité	0.439	0.365	0.750
sermon	sermon	0.417	0.507	0.615
serpent	serpent	0.115	0.696	0.679
serpentine	serpentin	0.576	0.646	0.329
serrated	cranté	0.388	0.435	0.418
serum	sérum	0.520	0.231	0.443
servant	serviteur	0.340	0.408	0.331
serve	servir	0.622	0.400	0.384
server	serveur	0.656	0.356	0.536
service	un service	0.684	0.408	0.535
serviceable	utilisable	0.834	0.400	0.684
servile	servile	0.439	0.327	0.415
servitude	servitude	0.250	0.490	0.250
sesame	sésame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	session	0.510	0.481	0.491
sessions	sessions	0.646	0.578	0.650
set	ensemble	0.521	0.482	0.630
setback	revers	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	régler	0.833	0.520	0.772
settled	colonisé	0.521	0.510	0.473
settlement	règlement	0.635	0.412	0.723
settler	colon	0.573	0.453	0.519
settlor	settlor	0.531	0.434	0.534
setup	installer	0.667	0.398	0.635
seven	Sept	0.672	0.265	0.373
seventeen	dix-sept	0.585	0.296	0.321
seventh	septième	0.500	0.245	0.288
seventy	soixante-dix	0.625	0.353	0.446
sever	rompre	0.156	0.635	0.451
severable	séparable	0.406	0.451	0.398
severally	solidairement	0.719	0.298	0.600
severance	rupture	0.396	0.620	0.541
severe	sévère	0.164	0.735	0.635
severely	gravement	0.219	0.673	0.700
severity	gravité	0.260	0.712	0.661
sew	Coudre	0.510	0.340	0.340
sewage	eaux usées	0.255	0.343	0.339
sewer	égout	0.286	0.367	0.282
sewerage	égouts	0.208	0.450	0.198
sewing	couture	0.625	0.337	0.356
sex	sexe	0.803	0.939	0.704
sexist	sexiste	0.255	0.798	0.411
sexual	sexuel	0.584	0.959	0.640
sexuality	sexualité	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	minable	0.235	0.519	0.259
shack	cabane	0.396	0.425	0.339
shackle	manille	0.276	0.580	0.414
shade	ombre	0.388	0.265	0.278
shades	nuances	0.490	0.300	0.380
shading	ombres	0.420	0.324	0.318
shadow	ombre	0.302	0.343	0.158
shadowy	ombragé	0.135	0.373	0.330
shady	ombragé	0.323	0.509	0.375
shaft	arbre	0.549	0.275	0.472
shag	baiser	0.417	0.462	0.340
shaggy	hirsute	0.510	0.302	0.321
shake	secouer	0.439	0.689	0.539
shakedown	lit de fortune	0.286	0.692	0.481
shaken	secoué	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	tremblement	0.275	0.849	0.255
shaky	précaire	0.260	0.734	0.223
shall	devra	0.510	0.385	0.412
shallow	peu profond	0.427	0.298	0.351
shallows	shallows	0.388	0.368	0.368
sham	faux	0.354	0.602	0.395
shaman	chaman	0.490	0.531	0.604
shambles	pagaille	0.271	0.696	0.287
shame	la honte	0.060	0.670	0.155
shamed	humilié	0.135	0.567	0.218
shameful	honteux	0.040	0.680	0.264
shameless	éhonté	0.274	0.713	0.407
shampoo	shampooing	0.604	0.180	0.250
shanghai	Shanghai	0.551	0.450	0.509
shank	jarret	0.530	0.393	0.286
shanty	cabane	0.427	0.459	0.255
shape	forme	0.592	0.240	0.422
shapely	galbé	0.771	0.441	0.830
shard	tesson	0.388	0.407	0.426
share	partager	0.759	0.548	0.545
shareholder	actionnaire	0.656	0.632	0.915
sharing	partage	0.827	0.462	0.545
shark	requin	0.260	0.845	0.596
sharp	tranchant	0.459	0.585	0.585
sharpen	aiguiser	0.582	0.694	0.611
sharpened	aiguisé	0.573	0.647	0.727
sharpener	taille crayon	0.532	0.435	0.327
sharpness	acuité	0.729	0.385	0.653
sharpshooter	tireur d'élite	0.240	0.929	0.764
shatter	briser	0.108	0.821	0.464
shattered	brisé	0.097	0.806	0.309
shattering	bouleversant	0.135	0.760	0.475
shave	se raser	0.521	0.410	0.480
shaver	rasoir	0.418	0.450	0.392
shaving	rasage	0.500	0.469	0.353
shawl	châle	0.720	0.365	0.230
sheaf	gerbe	0.396	0.387	0.456
shear	tondre	0.286	0.647	0.388
shears	cisailles	0.429	0.527	0.254
sheath	gaine	0.460	0.314	0.342
sheathing	revêtement	0.378	0.480	0.642
shed	cabanon	0.427	0.402	0.470
sheen	éclat	0.812	0.510	0.712
sheep	mouton	0.604	0.206	0.161
sheepdog	chien de berger	0.684	0.442	0.529
sheepish	penaud	0.326	0.441	0.205
sheer	pur	0.604	0.250	0.481
sheet	drap	0.439	0.174	0.302
sheik	cheik	0.521	0.579	0.708
shelf	étagère	0.561	0.202	0.366
shell	coquille	0.615	0.408	0.391
shellfish	fruits de mer	0.594	0.412	0.393
shelling	bombardement	0.337	0.917	0.773
shelter	abri	0.704	0.229	0.569
sheltered	protégé	0.590	0.377	0.717
shelters	abris	0.582	0.333	0.482
shelved	rangé	0.306	0.166	0.321
shepherd	berger	0.656	0.304	0.610
sherbet	sorbet	0.592	0.363	0.348
sheriff	shérif	0.602	0.541	0.802
sherry	Sherry	0.594	0.477	0.315
shield	bouclier	0.510	0.373	0.663
shift	décalage	0.479	0.610	0.491
shifting	déplacement	0.518	0.548	0.546
shifty	sournois	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	miroiter	0.745	0.562	0.656
shimmering	chatoyant	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	tibia	0.459	0.500	0.231
shindig	fiesta	0.552	0.560	0.491
shine	éclat	0.844	0.539	0.741
shiner	méné	0.740	0.510	0.556
shingle	galets	0.510	0.200	0.410
shining	brillant	0.885	0.673	0.812
shiny	brillant	0.885	0.604	0.787
ship	navire	0.646	0.500	0.439
shipment	expédition	0.582	0.440	0.452
shipping	livraison	0.622	0.327	0.443
shipshape	en ordre	0.594	0.480	0.474
shipwreck	Naufrage	0.268	0.768	0.373
shipyard	chantier naval	0.398	0.583	0.595
shire	comté	0.479	0.257	0.609
shirt	chemise	0.698	0.186	0.231
shit	merde	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	connard	0.120	0.645	0.302
shitless	sans merde	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	merdique	0.020	0.679	0.163
shiver	frisson	0.260	0.765	0.236
shivering	frissonner	0.122	0.663	0.373
shoals	bancs	0.396	0.408	0.375
shock	choc	0.286	0.821	0.453
shocked	choqué	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	choquant	0.378	0.853	0.833
shockingly	terriblement	0.510	0.924	0.721
shoddy	de mauvaise qualité	0.082	0.463	0.179
shoe	chaussure	0.517	0.225	0.288
shoelace	lacet	0.396	0.280	0.307
shoemaker	cordonnier	0.396	0.269	0.491
shoes	chaussures	0.729	0.324	0.210
shoeshine	cirage de chaussures	0.392	0.387	0.325
shook	secoué	0.163	0.759	0.509
shoot	tirer	0.092	0.926	0.625
shooter	tireur	0.224	0.814	0.774
shooting	tournage	0.276	0.931	0.602
shootout	fusillade	0.080	0.927	0.615
shop	boutique	0.725	0.632	0.565
shopkeeper	commerçant	0.677	0.510	0.730
shoplifter	voleur à l'étalage	0.167	0.830	0.500
shoplifting	vol à l'étalage	0.152	0.833	0.441
shopper	client	0.646	0.615	0.741
shopping	achats	0.915	0.445	0.630
shore	rive	0.542	0.304	0.204
shoreline	littoral	0.677	0.296	0.529
shorn	dépouillé	0.396	0.415	0.400
short	court	0.184	0.264	0.237
short story	histoire courte	0.697	0.321	0.348
shortage	pénurie	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	défaut	0.195	0.370	0.258
shortcut	raccourci	0.594	0.308	0.426
shorten	raccourcir	0.302	0.382	0.460
shortening	raccourcissement	0.286	0.333	0.385
shorthand	sténographie	0.459	0.450	0.461
shortly	prochainement	0.582	0.310	0.360
shortness	courtesse	0.459	0.280	0.272
shorts	short	0.622	0.481	0.287
shortstop	arrêt-court	0.418	0.529	0.450
shortwave	ondes courtes	0.460	0.271	0.368
shot	coup	0.144	0.750	0.569
shotgun	fusil à pompe	0.200	0.868	0.684
shoulder	épaule	0.562	0.286	0.406
shout	crier	0.229	0.925	0.444
shove	pousser	0.306	0.690	0.602
shovel	pelle	0.427	0.308	0.267
shoveling	pelletage	0.265	0.620	0.537
show	montrer	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	vedette	0.618	0.625	0.509
showcase	vitrine	0.521	0.255	0.415
showdown	épreuve de force	0.302	0.950	0.692
shower	douche	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	montrer	0.622	0.540	0.491
showoff	frimer	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	voyant	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	déchiqueter	0.224	0.750	0.627
shrew	musaraigne	0.306	0.463	0.390
shrewd	astucieux	0.551	0.673	0.816
shriek	cri	0.459	0.827	0.491
shrill	aigu	0.312	0.721	0.640
shrimp	crevette	0.571	0.361	0.425
shrine	tombeau	0.802	0.255	0.574
shrink	rétrécir	0.385	0.453	0.272
shrinking	contraction	0.190	0.400	0.217
shrivel	se ratatiner	0.160	0.409	0.143
shroud	envelopper	0.417	0.457	0.389
shrub	arbuste	0.531	0.340	0.340
shrubbery	arbustes	0.490	0.267	0.332
shrug	hausser les épaules	0.208	0.296	0.278
shrunk	rétréci	0.163	0.354	0.218
shrunken	réduit	0.500	0.373	0.221
shudder	frémir	0.344	0.791	0.559
shuddering	frissonner	0.302	0.802	0.638
shuffle	mélanger	0.459	0.450	0.556
shuffleboard	jeu de palet	0.531	0.459	0.377
shuffling	brassage	0.521	0.408	0.293
shun	éviter	0.418	0.604	0.389
shunned	évité	0.271	0.464	0.367
shunt	shunter	0.312	0.500	0.470
shut	fermer	0.240	0.352	0.311
shutdown	fermer	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	obturateur	0.191	0.380	0.482
shuttle	la navette	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	timide	0.280	0.153	0.132
shyness	la timidité	0.312	0.265	0.246
shyster	escroc	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	enfant de mêmes parents	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	malade	0.104	0.431	0.136
sickbay	infirmerie	0.296	0.510	0.345
sicken	rendre malade	0.051	0.500	0.294
sickening	écœurant	0.074	0.618	0.259
sickle	faucille	0.427	0.585	0.370
sickly	maladif	0.188	0.550	0.191
sickness	maladie	0.094	0.704	0.288
side	côté	0.439	0.288	0.395
sidearm	arme de poing	0.410	0.474	0.500
sidebar	barre latérale	0.469	0.364	0.405
sideboard	buffet	0.590	0.259	0.426
sideburns	pattes	0.777	0.327	0.308
sidecar	side-car	0.552	0.449	0.500
sidekick	acolyte	0.602	0.439	0.509
sideline	ligne de touche	0.440	0.382	0.517
sideshow	attraction	0.458	0.594	0.658
sidestep	éviter	0.378	0.559	0.407
sidewalk	trottoir	0.479	0.192	0.348
sideways	de côté	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	siège	0.271	0.750	0.567
siesta	sieste	0.740	0.046	0.295
sieve	tamis	0.459	0.250	0.333
sift	tamiser	0.542	0.412	0.461
sifting	tamisage	0.571	0.469	0.474
sigh	soupir	0.469	0.387	0.273
sight	vue	0.684	0.250	0.528
sighting	observation	0.582	0.560	0.627
sightseeing	tourisme	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	signe	0.620	0.481	0.397
signal	signal	0.615	0.417	0.464
signature	Signature	0.570	0.422	0.657
significance	importance	0.820	0.460	0.644
significant	important	0.827	0.649	0.786
signification	signification	0.583	0.337	0.530
signify	signifier	0.453	0.422	0.634
signpost	poteau indicateur	0.510	0.400	0.446
silence	silence	0.438	0.200	0.223
silencer	silencieux	0.417	0.356	0.482
silent	silencieux	0.469	0.125	0.280
silently	silencieusement	0.448	0.185	0.306
silhouette	silhouette	0.582	0.410	0.288
silicon	silicium	0.439	0.448	0.445
silicone	silicone	0.480	0.340	0.333
silk	soie	0.760	0.115	0.300
silken	de soie	0.730	0.265	0.394
silky	soyeux	0.802	0.397	0.271
sill	seuil	0.433	0.375	0.324
silliness	niaiserie	0.327	0.368	0.192
silly	idiot	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	limon	0.510	0.269	0.200
silver	argent	0.684	0.451	0.615
silverware	argenterie	0.663	0.365	0.409
silvery	argenté	0.543	0.460	0.517
similar	similaire	0.562	0.250	0.423
similarity	similarité	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	mijoter	0.650	0.293	0.393
simmering	mijoter	0.382	0.613	0.412
simple	simple	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	niais	0.429	0.144	0.358
simplicity	simplicité	0.667	0.250	0.337
simplify	simplifier	0.565	0.347	0.602
simplistic	simpliste	0.490	0.245	0.391
simply	simplement	0.535	0.148	0.393
simulate	simuler	0.551	0.375	0.417
simulated	simulé	0.500	0.461	0.356
simulating	simuler	0.552	0.462	0.481
simulation	simulation	0.552	0.574	0.567
simulator	simulateur	0.677	0.559	0.583
simultaneous	simultané	0.691	0.577	0.554
simultaneously	simultanément	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	sincère	0.918	0.265	0.725
sincerity	la sincérité	0.908	0.351	0.686
sinful	coupable	0.143	0.788	0.417
sing	chanter	0.858	0.606	0.420
singer	chanteur	0.802	0.735	0.628
singing	en chantant	0.885	0.594	0.528
single	unique	0.291	0.354	0.259
singly	séparément	0.553	0.354	0.466
singular	singulier	0.610	0.302	0.482
singularity	singularité	0.582	0.348	0.654
singularly	singulièrement	0.571	0.330	0.527
sinister	sinistre	0.125	0.896	0.581
sink	évier	0.375	0.439	0.322
sinker	plomb	0.302	0.557	0.538
sinking	naufrage	0.135	0.439	0.342
sinner	pécheur	0.237	0.667	0.356
sinning	pécher	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	siroter	0.375	0.380	0.213
siphon	siphon	0.354	0.333	0.435
sipping	en sirotant	0.469	0.349	0.377
sir	Monsieur	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	sirène	0.570	0.627	0.500
sirloin	aloyau	0.546	0.418	0.373
sissy	poule mouillée	0.333	0.562	0.232
sister	sœur	0.916	0.324	0.562
sisterhood	la sororité	0.837	0.415	0.696
sit	asseoir	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	site	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	modèle	0.656	0.429	0.404
sitting	séance	0.561	0.146	0.353
situate	situer	0.510	0.310	0.483
situated	situé	0.542	0.231	0.543
situation	situation	0.531	0.387	0.600
six	six	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	seize	0.583	0.290	0.324
sixth	sixième	0.521	0.275	0.366
sixty	soixante	0.694	0.240	0.433
sizable	assez important	0.727	0.337	0.657
size	Taille	0.531	0.336	0.569
sizzle	grésiller	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	patin	0.740	0.653	0.508
skateboard	planche à roulette	0.677	0.550	0.353
skater	patineur	0.633	0.774	0.652
skating	patinage	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	écheveau	0.449	0.372	0.287
skeletal	squelettique	0.306	0.558	0.318
skeleton	squelette	0.183	0.464	0.343
skeptic	sceptique	0.135	0.440	0.500
skeptical	sceptique	0.207	0.500	0.452
skepticism	scepticisme	0.229	0.480	0.582
