Word	Bengali-bn	Valence	Arousal	Dominance
venereal	যৌনব্যাধি-গ্রস্ত	0.302	0.654	0.424
venetian	ভিনিস্বাসী	0.633	0.373	0.464
vengeance	প্রতিহিংসা	0.103	0.927	0.719
vengeful	প্রতিহিংসাপরায়ণ	0.150	0.840	0.561
venison	হরিণের মাংস	0.510	0.422	0.296
venom	বিষ	0.125	0.770	0.491
venomous	বিদ্বেষপূর্ণ	0.159	0.841	0.636
venous	শিরাস্থ	0.406	0.571	0.453
vent	উচ্চারণ	0.479	0.519	0.529
ventilation	বায়ুচলাচল	0.719	0.451	0.568
ventilator	বাতায়ন	0.471	0.353	0.344
venting	venting	0.375	0.388	0.418
ventricle	নিলয়	0.520	0.387	0.464
ventricular	ventricular	0.440	0.549	0.475
ventriloquist	যে ব্যক্তি দূরাগত স্বরের অনুকরণে কথা কয়	0.552	0.600	0.526
venture	উদ্যোগ	0.893	0.810	0.644
venue	ঘটনাস্থল	0.727	0.316	0.395
veracity	সত্যবাদিতা	0.735	0.724	0.798
veranda	বারান্দা	0.743	0.343	0.439
verb	ক্রিয়া	0.582	0.312	0.414
verbal	মৌখিক	0.520	0.291	0.562
verbatim	আক্ষরিকভাবে	0.562	0.255	0.574
verbiage	শব্দবাহুল্য	0.429	0.560	0.535
verbose	বাগাড়ম্বরপূর্ণ	0.439	0.480	0.635
verbosity	শব্দব্যবহার	0.300	0.491	0.451
verdant	সবুজ	0.600	0.260	0.389
verdict	রায়	0.325	0.689	0.800
verge	কিনারা	0.500	0.337	0.305
verification	প্রতিপাদন	0.750	0.276	0.642
verified	যাচাই	0.781	0.367	0.677
verify	যাচাই	0.761	0.481	0.704
verily	সত্যই	0.713	0.351	0.585
veritable	যথার্থ	0.794	0.330	0.759
vermin	কীটমূষিকাদি	0.167	0.712	0.385
vermouth	ভার্মাউথ	0.503	0.480	0.425
vernacular	স্বদেশীয়	0.479	0.453	0.615
vernal	বসন্তকালীন	0.553	0.402	0.451
veronica	পুষ্পলতাবিশেষ	0.594	0.399	0.402
versatile	বহুমুখ কর্মশক্তিসম্পন্ন	0.906	0.625	0.714
versatility	বহুমুখতা	0.878	0.585	0.750
verse	শ্লোক	0.667	0.269	0.336
version	সংস্করণ	0.604	0.423	0.538
versus	বনাম	0.310	0.500	0.447
vert	ঝোপ	0.490	0.375	0.434
vertebra	পর্শুকা	0.427	0.330	0.532
vertebral	মেরূদণ্ডীয়	0.308	0.434	0.525
vertex	চূড়া	0.316	0.510	0.491
vertical	উল্লম্ব	0.520	0.387	0.492
vertically	উল্লম্বভাবে	0.534	0.385	0.545
vertigo	ঘূর্ণিরোগ	0.292	0.655	0.445
verve	উদ্দীপনা	0.724	0.840	0.693
very negative	খুব নেতিবাচক	0.062	0.521	0.148
very positive	খুব ইতিবাচক	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	গুটিকা	0.359	0.509	0.379
vesicular	ভেসিকুলার	0.214	0.440	0.483
vessel	বদনা	0.490	0.398	0.538
vest	ন্যস্ত করা	0.667	0.380	0.371
vested	কায়েমী	0.663	0.415	0.648
vestibule	চাঁদনি	0.541	0.385	0.422
vestige	কণা	0.562	0.470	0.454
vet	পশুচিকিত্সক	0.531	0.400	0.644
veteran	ঝানু	0.560	0.431	0.759
veterinarian	গোবৈদ্য	0.582	0.418	0.542
veterinary	সহায়ক	0.656	0.450	0.603
veto	নিষেধ	0.271	0.462	0.509
vexed	জালাতন	0.115	0.802	0.413
viability	টেকসইতা	0.776	0.500	0.684
viable	টেকসই	0.656	0.320	0.667
viaduct	রাস্তা বা রেলপথের জন্য দীর্ঘ সেতু	0.420	0.440	0.662
vial	বোতল	0.594	0.346	0.445
vibe	Vibe	0.710	0.480	0.517
vibes	vibes নেই	0.635	0.688	0.574
vibrant	অনুনাদশীল	0.771	0.824	0.782
vibrate	কাম্পান	0.500	0.698	0.604
vibration	কম্পন	0.583	0.657	0.528
vibrator	কম্পক	0.479	0.798	0.500
vibratory	ঝাঁকি দেয় এমন	0.542	0.690	0.527
vicar	ভিকার	0.531	0.370	0.555
vicarious	প্রতিনিধি কাজ করে এমন	0.479	0.452	0.517
vice	ভাইস	0.296	0.778	0.480
viceroy	রাজপ্রতিনিধি	0.541	0.481	0.712
vicinity	সান্নিধ্য	0.700	0.353	0.466
vicious	দুশ্চরিত্র	0.208	0.694	0.407
victim	শিকার	0.115	0.676	0.202
victimized	শিকার	0.115	0.644	0.273
victor	বিজেতা	0.802	0.587	0.796
victoria	ভিক্টোরিয়া	0.896	0.811	0.837
victorious	বিজয়ী	0.884	0.886	0.946
victory	বিজয়	0.938	0.735	0.931
video	ভিডিও	0.646	0.577	0.427
video game	ভিডিও গেম	0.707	0.765	0.414
videotape	ভিডিও টেপ	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	দৃশ্য	0.896	0.292	0.555
viewer	দর্শক	0.592	0.358	0.558
viewing	দেখার	0.690	0.394	0.598
viewpoint	দৃষ্টিকোণ	0.673	0.306	0.644
vigil	জাগরণ	0.521	0.480	0.491
vigilance	সতর্ক প্রহরা	0.490	0.615	0.724
vigilant	সজাগ	0.469	0.643	0.791
vigilante	কোনও নজরদার কমিটির সদস্য	0.418	0.627	0.720
vignette	চিত্র	0.717	0.283	0.382
vigor	তেজ	0.860	0.755	0.811
vigorous	সবল	0.857	0.770	0.897
viking	ভাইকিং	0.541	0.755	0.605
vile	নীচ	0.083	0.537	0.553
villa	উদ্যানবাটি	0.698	0.290	0.345
village	গ্রাম	0.684	0.367	0.336
villager	গ্রামবাসী	0.710	0.387	0.509
villain	দুর্জন	0.177	0.892	0.590
villainous	দুর্বৃত্ত	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	সাবুদ করা	0.656	0.596	0.767
vindicated	খণ্ডিত	0.615	0.480	0.609
vindication	নজির	0.531	0.632	0.764
vindictive	প্রতিহিংসাপরায়ণ	0.092	0.830	0.500
vine	মদ	0.531	0.292	0.405
vinegar	ভিনেগার	0.276	0.370	0.356
vineyard	দ্রাক্ষাক্ষেত্র	0.806	0.382	0.595
vintage	মদ	0.680	0.390	0.481
vinyl	বিশেষ একধরনের প্লাস্টিক	0.490	0.241	0.440
viola	বেহালাজাতীয় বীণাবিশেষ	0.521	0.461	0.481
violate	লঙ্ঘন করা	0.061	0.970	0.519
violation	ভঙ্গ	0.083	0.892	0.413
violence	হিংস্রতা	0.061	0.933	0.719
violent	হিংসাত্মক	0.112	0.918	0.616
violently	আবেগপূর্নভাবে	0.120	0.970	0.527
violet	বেগুনী	0.688	0.272	0.401
violin	বেহালা	0.823	0.396	0.389
violinist	বেহালাবাদক	0.804	0.302	0.538
viper	সর্প	0.173	0.846	0.632
viral	ভাইরাল	0.240	0.612	0.518
virgin	কুমারী	0.622	0.433	0.462
virginal	কুমারী	0.673	0.577	0.464
virginity	কুমারীত্ব	0.691	0.676	0.576
virility	পুরুষত্ব	0.684	0.670	0.718
virology	বায়রোলজী	0.418	0.569	0.562
virtual	ভার্চুয়াল	0.598	0.532	0.463
virtually	ফলত	0.594	0.521	0.625
virtue	পুণ্য	0.896	0.443	0.827
virtuoso	শিল্পাদিকৌশলে দক্ষ	0.929	0.591	0.863
virtuous	ধর্মচারী	0.890	0.530	0.822
virulence	অত্যধিক তীব্রতা	0.094	0.533	0.438
virus	দুষ্ট	0.277	0.740	0.443
visa	ভিসা	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	সান্দ্রতা	0.417	0.521	0.454
viscous	সান্দ্র	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	দৃষ্টিপাত	0.750	0.444	0.676
visible	দৃশ্যমান	0.750	0.342	0.509
visibly	সুস্পষ্টভাবে	0.724	0.373	0.591
vision	দৃষ্টি	0.708	0.447	0.742
visionary	স্বপ্নদর্শী	0.823	0.565	0.791
visit	দর্শন	0.771	0.443	0.445
visitation	দৈবানুগ্রহ	0.729	0.346	0.534
visiting	পরিদর্শন	0.729	0.440	0.519
visitor	পরিদর্শক	0.646	0.480	0.461
visor	মুখোশ	0.396	0.490	0.265
vista	বীথি	0.698	0.390	0.450
visual	চাক্ষুষ	0.813	0.462	0.462
visualize	ঠাহর করা	0.635	0.431	0.537
vital	অত্যাবশ্যক	0.750	0.716	0.847
vitality	জীবনীশক্তি	0.923	0.565	0.869
vitals	মর্মস্থল	0.704	0.604	0.798
vitamin	ভিটামিন	0.827	0.330	0.560
vitreous	কাচিক	0.312	0.413	0.396
viva	দীর্ঘজীবী হউক	0.840	0.567	0.644
vivacious	প্রাণবন্ত	0.780	0.820	0.758
vivid	প্রাণবন্ত	0.698	0.627	0.667
vixen	শিবা	0.367	0.615	0.414
vocabulary	শব্দতালিকা	0.530	0.247	0.585
vocal	কণ্ঠ্য	0.583	0.352	0.340
vocalist	গায়ক	0.688	0.596	0.596
vocation	কারবার	0.833	0.426	0.686
vodka	ভদকা	0.510	0.632	0.491
vogue	চলন	0.740	0.491	0.538
voice	কণ্ঠস্বর	0.594	0.343	0.528
voiceless	অঘোষ	0.271	0.235	0.131
voicemail	ভয়েসমেল	0.458	0.453	0.406
void	অকার্যকর	0.135	0.163	0.130
volatile	উদ্বায়ী	0.323	0.786	0.565
volatility	অবিশ্বাস	0.281	0.755	0.553
volcanic	আগ্নেয়গিরি-সংক্রান্ত	0.344	0.910	0.781
volcano	আগ্নেয়গিরি	0.240	0.844	0.787
volition	সাধ	0.480	0.587	0.578
volley	নিক্ষেপ	0.529	0.460	0.336
volleyball	ভলিবলখেলা	0.640	0.700	0.458
voltage	ভোল্টেজ, বৈদ্যুতিক একক বিশেষ	0.382	0.855	0.621
voltmeter	বিদ্যুত-পরিমাপক যন্ত্রবিশেষ	0.599	0.596	0.545
volume	আয়তন	0.552	0.490	0.546
volumes	ভলিউম	0.552	0.452	0.520
voluminous	বৃহদায়তন	0.561	0.450	0.658
voluntarily	স্বেচ্ছায়	0.847	0.460	0.527
voluntary	স্বেচ্ছাকৃত	0.771	0.460	0.643
volunteer	স্বেচ্ছাসেবক	0.888	0.422	0.596
volunteering	স্বেচ্ছাসেবী	0.844	0.614	0.603
volunteers	স্বেচ্ছাসেবকদের	0.820	0.448	0.630
voluptuous	ইন্দ্রি়পরায়ণতাপূর্ণ	0.673	0.719	0.792
vomit	বমি	0.073	0.569	0.188
vomiting	বমি	0.156	0.780	0.157
voodoo	জাদু করা	0.188	0.600	0.453
voracious	খাইয়ে	0.385	0.892	0.694
vortex	ঘূর্ণি	0.408	0.691	0.602
vote	ভোট	0.582	0.500	0.649
voter	ভোটার	0.612	0.538	0.754
voting	ভোটিং	0.615	0.602	0.768
votive	ব্রত	0.479	0.460	0.453
vouch	সাক্ষী হত্তয়া	0.625	0.417	0.746
voucher	প্রামাণিক দলিল	0.622	0.416	0.601
vow	ব্রত	0.560	0.510	0.664
vowel	স্বরবর্ণ	0.490	0.283	0.311
voyage	জলযাত্রা	0.816	0.714	0.580
voyager	জলযাত্রী	0.684	0.596	0.627
voyeur	ঈক্ষণকামী	0.479	0.615	0.466
vulgar	অভদ্র	0.083	0.820	0.445
vulgarity	গ্রাম্যতা	0.104	0.870	0.346
vulnerability	দুর্বলতার	0.250	0.510	0.267
vulnerable	জেয়	0.198	0.490	0.245
vulture	শকুনি	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	পাগলাটে	0.153	0.720	0.321
wad	প্রস্ত	0.333	0.318	0.259
waddle	হংসগমন	0.490	0.453	0.388
wade	ওয়েড	0.510	0.656	0.472
wafer	বিস্কুট	0.677	0.360	0.313
waffle	কেইকবিশেষ	0.708	0.394	0.327
wag	ফক্কড়	0.448	0.490	0.481
wage	বেতন	0.635	0.480	0.565
wager	বাজি	0.479	0.816	0.615
wages	মজুরি	0.776	0.440	0.620
wagon	কামরা	0.490	0.461	0.474
wail	দু: খপ্রকাশ	0.418	0.724	0.393
waist	কোমর	0.542	0.448	0.351
waistcoat	ত্তএস্টকোট্	0.542	0.320	0.389
waistline	কটিরেখা	0.560	0.417	0.320
wait	অপেক্ষা করুন	0.224	0.167	0.264
waiter	ওয়েটার	0.459	0.300	0.295
waiting	প্রতীক্ষা	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	ওয়েট্রেস	0.646	0.531	0.352
waive	পরিত্যাগ করা	0.276	0.559	0.311
waiver	অধিকার পরিত্যাগের ঘোষণা	0.396	0.630	0.373
wake	উঠা	0.700	0.470	0.512
walk	পদব্রজে ভ্রমণ	0.643	0.412	0.450
walker	ভ্রমণকারী	0.551	0.491	0.525
walking	চলাফেরা	0.708	0.480	0.781
walkout	ধর্মঘট	0.292	0.853	0.427
wall	প্রাচীর	0.417	0.250	0.509
wallaby	অপেক্ষাকৃত ক্ষুদ্রকায় ক্যাঙ্গারূ	0.541	0.368	0.391
wallet	মানিব্যাগ	0.680	0.432	0.500
wallflower	wallflower	0.667	0.298	0.342
wallop	আচ্ছামত প্রহার	0.320	0.790	0.689
wallow	অধ: পতন	0.286	0.878	0.491
wallpaper	ওয়ালপেপার	0.673	0.173	0.308
walnut	আখরোট	0.688	0.302	0.255
walrus	সিন্ধুঘোটক	0.521	0.327	0.361
waltz	উঅলত্স্	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	কর্তৃত্বের প্রতীকস্বরুপে বাহিত দণ্ড	0.542	0.322	0.315
wander	চরা	0.427	0.417	0.330
wanderer	ভ্রমণকারী	0.458	0.519	0.396
wandering	বিচরণ	0.323	0.471	0.357
wane	ক্ষয়	0.188	0.402	0.098
waning	ক্ষীয়মাণ	0.375	0.333	0.300
wanker	হস্তমৈথুনকারী	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	প্রয়োজন	0.671	0.642	0.598
wanting	অনুপস্থিত	0.760	0.433	0.593
wanton	অসচ্চরিত্র	0.427	0.739	0.500
war	যুদ্ধ	0.022	0.892	0.727
warbler	গারক	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	পাটক	0.469	0.255	0.254
warden	প্রহরী	0.615	0.627	0.898
wardrobe	পোশাক	0.612	0.510	0.336
ware	সচেতন	0.604	0.443	0.455
warehouse	গুদাম	0.721	0.365	0.446
warfare	যুদ্ধবিগ্রহ	0.062	0.885	0.845
warhead	টরপেডো	0.219	0.756	0.536
warlike	সামরিক	0.367	0.847	0.779
warlock	মায়াবী	0.312	0.558	0.657
warlord	সেনাপতি	0.167	0.796	0.781
warm	উষ্ণ	0.760	0.312	0.585
warming	ওয়ার্মিং	0.594	0.637	0.580
warms	উষ্ণ	0.594	0.580	0.632
warmth	উত্তাপ	0.878	0.307	0.602
warn	সতর্ক	0.429	0.647	0.564
warned	সতর্ক	0.302	0.604	0.547
warning	সাবধানবাণী	0.229	0.774	0.629
warp	টানা	0.344	0.417	0.373
warpath	Warpath	0.280	0.676	0.551
warped	warped	0.219	0.663	0.304
warrant	সনদ	0.653	0.398	0.802
warranted	warranted	0.714	0.367	0.690
warrants	পরোয়ানা	0.562	0.431	0.881
warranty	পাটা	0.667	0.470	0.568
warren	ঘনবসতিপূর্ণ বস্তি	0.417	0.570	0.464
warrior	সৈনিক	0.458	0.863	0.915
warship	রণতরী	0.292	0.890	0.889
wart	আঁচিল	0.082	0.314	0.205
wartime	যুদ্ধকালীন	0.100	0.912	0.726
wary	সতর্ক	0.510	0.343	0.535
wash	ধোয়া	0.635	0.377	0.297
washed	ধৌত	0.542	0.314	0.392
washer	ওয়াশিং মেশিন	0.594	0.390	0.365
washing	ধোলাই	0.643	0.396	0.402
washout	সম্পূর্ণ হতাশা	0.383	0.304	0.389
washroom	সাজঘর	0.500	0.364	0.446
wasp	বোলতা	0.390	0.620	0.406
waste	অপব্যয়	0.041	0.510	0.184
wastebasket	বাজে কাগজ ফেলায় ঝুঁড়ি	0.271	0.230	0.286
wasted	বরবাদ	0.188	0.558	0.259
wasteful	অযথা	0.173	0.730	0.409
wasteland	পতিত জমি	0.365	0.308	0.391
wasting	নাশক	0.051	0.417	0.207
watch	ঘড়ি	0.531	0.346	0.423
watchdog	রক্ষী কুকুর	0.531	0.811	0.648
watcher	প্রহরী	0.562	0.401	0.702
watchful	বিনিদ্র	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	সতর্ক থেকো	0.396	0.530	0.455
watchtower	প্রহরাদানার্থ উচ্চ রক্ষ	0.500	0.415	0.647
water	পানি	0.812	0.123	0.429
water polo	জল পোলো	0.688	0.670	0.534
waterbed	ওয়াটারবেড	0.724	0.381	0.296
watercourse	জলস্রোত	0.677	0.357	0.466
watered	watered	0.615	0.290	0.377
waterfall	জলপ্রপাত	0.652	0.460	0.528
waterfront	সরোবর ইত্যাদির সন্নিহিত শহরাঞ্চল	0.716	0.274	0.556
