Word	Somali-so	Valence	Arousal	Dominance
sour	Dhanaan	0.276	0.594	0.373
source	ilaha	0.740	0.318	0.684
sourpuss	niyadjab	0.188	0.620	0.382
south	Koonfur	0.562	0.265	0.429
southbound	koonfur galbeed	0.510	0.370	0.395
southeast	koonfur-bari	0.510	0.283	0.413
southern	koonfurta	0.552	0.269	0.370
southpaw	koofurta	0.542	0.389	0.404
southwest	koonfur galbeed	0.406	0.314	0.355
souvenir	iwm	0.844	0.311	0.466
sovereign	madaxweyne	0.698	0.500	0.885
sovereignty	madaxbannaani	0.719	0.529	0.886
soviet	Siyaasiyiin	0.347	0.580	0.536
sow	beero	0.667	0.430	0.446
soy	soy	0.438	0.250	0.286
soy sauce	maraqa soy	0.573	0.382	0.318
soybean	soybean	0.521	0.250	0.293
spa	isboorti	0.622	0.151	0.386
space	meel	0.800	0.317	0.573
spacecraft	xayawaan	0.646	0.698	0.680
spaceman	waraaqaha	0.688	0.577	0.848
spaceship	xayeysi	0.643	0.781	0.664
spacing	kala dheereynta	0.621	0.425	0.507
spacious	ballaaran	0.880	0.365	0.557
spade	isha	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	isgaadhsiinta	0.429	0.520	0.429
spaniel	Isbaanish	0.561	0.435	0.385
spank	garaacay	0.112	0.882	0.642
spanking	garaacid	0.194	0.736	0.392
spar	hareeraha	0.417	0.438	0.536
spare	nafis	0.552	0.398	0.411
spareribs	xayeysiisyada	0.635	0.431	0.395
sparingly	si xun	0.510	0.353	0.518
spark	dulin	0.688	0.745	0.529
sparkle	jilicsan	0.819	0.765	0.510
sparkling	dhalaalaya	0.700	0.418	0.598
sparkly	cadad	0.885	0.590	0.726
sparring	isdhaafka	0.292	0.870	0.704
sparrow	shahwada	0.583	0.460	0.327
sparse	lama filayo	0.240	0.367	0.209
spasm	daawada	0.194	0.594	0.366
spastic	xayeysiis ah	0.240	0.541	0.491
spat	dufka	0.427	0.413	0.309
spatial	Muuqaal	0.604	0.625	0.645
spatter	kala goynaya	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	kalluunka	0.542	0.586	0.709
spaz	Spaz	0.443	0.500	0.268
speak	hadal	0.765	0.472	0.500
speakeasy	murugo	0.680	0.536	0.442
speaker	hadlaha	0.604	0.660	0.723
speakerphone	telefoonka gacanta	0.531	0.569	0.560
speaking	hadalka	0.753	0.590	0.575
spear	waran	0.510	0.601	0.500
spec	ss	0.583	0.426	0.691
special	gaar ah	0.844	0.602	0.730
specialist	khabiir	0.760	0.562	0.877
speciality	takhasus leh	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	gaar ahaan	0.847	0.398	0.714
specialty	takhasus leh	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	noocyada	0.561	0.330	0.645
specific	gaar ahaan	0.656	0.388	0.691
specification	qeexitaan	0.552	0.479	0.602
specify	sheeg	0.656	0.405	0.600
specimen	tijaabada	0.531	0.444	0.568
speck	lakab	0.418	0.245	0.343
speckled	qulqulaya	0.449	0.263	0.254
specs	sifooyinka	0.540	0.398	0.618
spectacle	muuqaalka	0.812	0.745	0.762
spectacles	sawirada	0.816	0.775	0.648
spectacular	cajiib ah	0.947	0.740	0.887
spectator	daawade	0.694	0.560	0.667
specter	muuqaal ah	0.265	0.723	0.540
spectral	muuqaal	0.430	0.667	0.500
spectrometer	spectrometer	0.500	0.452	0.490
spectrophotometer	sawir-qaade	0.500	0.484	0.500
spectroscopy	Dareembar	0.470	0.541	0.570
spectrum	shaxanka	0.312	0.700	0.527
speculate	khubaro	0.398	0.602	0.553
speculation	sifeyn	0.325	0.683	0.394
speculative	Saameyn	0.276	0.591	0.464
speculum	tafaasiil	0.417	0.469	0.433
speech	hadalka	0.656	0.470	0.688
speechless	hadal la'aan	0.459	0.320	0.315
speed	xawaaraha	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	degdeg ah	0.688	0.740	0.665
speeding	xawaaraha	0.438	0.908	0.645
speedometer	xawaaraha	0.427	0.549	0.579
speedway	xawaaraha	0.667	0.519	0.416
speedy	degdeg ah	0.625	0.625	0.793
spell	qori	0.385	0.380	0.368
spellbound	xayeysiis	0.531	0.647	0.387
spelling	qorista	0.594	0.357	0.398
spencer	waraaqaha	0.510	0.394	0.367
spend	kharashka	0.672	0.745	0.429
spender	bixinta	0.312	0.692	0.377
spending	kharashka	0.333	0.556	0.330
spent	la qaatay	0.296	0.296	0.263
sperm	shahwada	0.396	0.706	0.453
spew	waaba	0.260	0.651	0.573
sphere	dusha	0.633	0.277	0.500
spherical	guud ahaan	0.550	0.308	0.500
sphincter	sfincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	nacas	0.302	0.455	0.451
spice	udgoon	0.594	0.439	0.384
spicy	basbaas	0.440	0.733	0.610
spider	caaro	0.229	0.569	0.430
spiders	caarada	0.260	0.696	0.368
spiffy	jilicsan	0.615	0.582	0.470
spigot	Spigot	0.380	0.346	0.423
spike	boodh	0.382	0.510	0.408
spiked	ruxay	0.281	0.613	0.407
spiky	ciriiriga	0.284	0.657	0.587
spill	ku dhufo	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	isbuuci	0.551	0.422	0.345
spinach	isbinaajka	0.583	0.200	0.368
spinal	spinal	0.312	0.491	0.296
spindle	xargo	0.552	0.410	0.360
spine	lafdhabarta	0.495	0.461	0.600
spineless	aanad lahayn	0.344	0.387	0.321
spinner	gooyay	0.458	0.593	0.471
spinning	riixid	0.594	0.610	0.481
spinster	lafdhabar	0.357	0.368	0.345
spiny	qallafsan	0.167	0.639	0.528
spiral	isbaaro	0.490	0.624	0.361
spire	isdhaafka	0.354	0.358	0.389
spirit	ruux	0.786	0.370	0.621
spirited	firfircoon	0.854	0.587	0.734
spirits	jinniyo	0.583	0.847	0.545
spiritual	ruuxa	0.938	0.327	0.564
spirituality	ruux ahaaneed	0.865	0.281	0.667
spit	tufid	0.149	0.545	0.436
spite	xitaa	0.080	0.600	0.317
spiteful	Xoog leh	0.073	0.710	0.330
spitfire	tufid	0.233	0.623	0.566
spittoon	qaado	0.276	0.426	0.280
splash	furka	0.521	0.412	0.281
splat	qurxinta	0.510	0.433	0.385
splatter	xoqin	0.312	0.596	0.352
spleen	beertii	0.448	0.255	0.396
splendid	qurux badan	0.896	0.740	0.810
splendor	qurux badan	0.927	0.612	0.850
splice	kabixin	0.386	0.460	0.377
spline	kala-sooc	0.490	0.398	0.407
splint	kabadhka	0.179	0.400	0.343
splinter	gooyaa	0.136	0.422	0.325
split	kala badh	0.344	0.618	0.410
splitting	kala qaybinta	0.188	0.598	0.375
splurge	splurge	0.365	0.481	0.542
spoil	garaacista	0.146	0.723	0.328
spoiler	boobka	0.347	0.527	0.380
spoiling	khasaare	0.135	0.678	0.306
spoils	qafaalasho	0.388	0.760	0.481
spoke	hadlay	0.635	0.433	0.483
spoken	la hadlay	0.551	0.363	0.545
spokesman	afhayeen	0.720	0.480	0.611
spokesperson	afhayeenka	0.573	0.453	0.615
sponge	isbuunyo	0.551	0.192	0.219
spongy	isbuunyo	0.469	0.324	0.344
sponsor	kafaala qaaday	0.729	0.537	0.800
sponsorship	kafaalasho	0.854	0.608	0.696
spontaneity	qabsasho	0.817	0.698	0.655
spontaneous	isbeddel	0.780	0.578	0.655
spoof	buuq	0.490	0.594	0.381
spook	isbaaro	0.327	0.887	0.322
spooky	cabsi leh	0.104	0.858	0.380
spool	xajiin	0.397	0.389	0.312
spoon	qaaddo	0.479	0.236	0.259
spoonful	beedka	0.582	0.208	0.308
sporadic	mararka qaarkood	0.333	0.394	0.500
spore	isboorti	0.480	0.408	0.231
sport	ciyaaraha	0.865	0.700	0.657
sporting	ciyaaraha	0.917	0.656	0.675
sports	ciyaaraha	0.833	0.683	0.587
sports car	gaari ciyaaraha	0.759	0.696	0.669
sportsman	ciyaaraha	0.755	0.735	0.713
sportsmanship	isboortiga	0.890	0.582	0.694
sportswriter	ciyaaraha isboortiga	0.760	0.551	0.566
sporty	isboorti	0.735	0.713	0.648
spot	meel	0.510	0.180	0.336
spotless	aan lahayn	0.792	0.327	0.726
spotlight	u iftiin	0.688	0.353	0.519
spotted	la helay	0.354	0.472	0.295
spotter	dhibcaha	0.542	0.491	0.644
spotty	dhibco	0.281	0.606	0.241
spousal	xaaska	0.656	0.582	0.632
spouse	xaaska	0.750	0.600	0.645
spout	fuudka	0.438	0.357	0.309
sprain	murgacasho	0.063	0.580	0.384
sprawl	kicin	0.600	0.596	0.672
spray	buufin	0.438	0.410	0.333
spread	faafin	0.570	0.583	0.651
spreader	faafiyaha	0.510	0.480	0.500
spree	cabsi	0.564	0.663	0.474
spring	guga	0.837	0.370	0.481
springtime	xilliga gu'ga	0.837	0.439	0.722
sprinkle	rusheeyo	0.635	0.404	0.380
sprinkler	rusheeyaha	0.510	0.434	0.473
sprinkling	rusheynta	0.677	0.510	0.466
sprint	duufaan	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	dhalatada	0.582	0.565	0.443
spruce	dhir	0.604	0.288	0.380
spud	isbuuci	0.403	0.423	0.349
spunk	xajin	0.438	0.632	0.473
spunky	shumis	0.646	0.879	0.755
spur	xayawaan	0.378	0.545	0.340
spurious	foorarsan	0.178	0.480	0.343
spurred	isbeelay	0.562	0.684	0.472
spurt	istiraatiijiga	0.448	0.550	0.475
spy	basaas	0.260	0.686	0.530
squabble	isku-dhafka	0.173	0.850	0.500
squad	kooxda	0.552	0.711	0.806
squadron	ciyaartoy	0.469	0.686	0.787
squall	squall	0.191	0.833	0.655
squamous	xajin	0.344	0.446	0.418
squander	xoqin	0.240	0.755	0.529
square	square	0.509	0.340	0.291
squash	squash	0.531	0.667	0.410
squat	xayawaan	0.330	0.550	0.453
squatter	dharbaaxo	0.390	0.361	0.565
squaw	maraji	0.428	0.441	0.398
squawk	boobka	0.265	0.480	0.245
squeak	xajin	0.271	0.679	0.300
squeaky	isku dhafan	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	sukamish	0.176	0.656	0.453
squeeze	tuujin	0.458	0.676	0.532
squeezing	dharbaaxo	0.260	0.598	0.557
squelch	isku day	0.271	0.510	0.462
squid	xajin	0.497	0.398	0.357
squint	isku-dheji	0.385	0.461	0.452
squire	xajin	0.479	0.459	0.710
squirm	xaji	0.235	0.824	0.373
squirrel	xawaaraha	0.592	0.358	0.333
squirt	dhejis	0.406	0.460	0.255
squish	isku dhufo	0.260	0.788	0.481
squishy	isku-dhafan	0.516	0.333	0.307
stab	gaajo	0.167	0.882	0.595
stabbed	guntay	0.031	0.875	0.431
stability	xasiloonida	0.812	0.264	0.849
stabilize	dejinta	0.839	0.427	0.722
stabilizer	xasilooni	0.688	0.353	0.767
stable	deggan	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	yaryar	0.470	0.282	0.427
stadium	garoon	0.635	0.679	0.611
staff	shaqaalaha	0.745	0.274	0.627
stag	nabar	0.594	0.250	0.389
stage	Marxalad	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	marxuumka	0.420	0.684	0.555
stagger	adkaato	0.531	0.620	0.458
staggering	jahawareerka	0.520	0.657	0.683
stagnant	fadhi	0.300	0.500	0.208
stagnation	istaagida	0.276	0.324	0.396
staid	dhicin	0.385	0.290	0.634
stain	dhererka	0.453	0.324	0.264
stained	leexday	0.245	0.460	0.209
stainless	aan lahayn	0.594	0.329	0.618
stair	jaranjarada	0.375	0.354	0.345
staircase	jaranjarooyinka	0.469	0.347	0.440
stairs	jaranjaro	0.510	0.439	0.342
stairway	jaranjarada	0.562	0.510	0.407
stairwell	jaranjarooyinka	0.510	0.292	0.333
stake	saamileyda	0.406	0.608	0.460
stakeout	saamileyda	0.344	0.546	0.600
stale	waagii hore	0.235	0.461	0.286
stalemate	adkeysi	0.296	0.354	0.267
stalk	jirid	0.436	0.272	0.395
stalker	dulqaadka	0.177	0.930	0.639
stall	istaaga	0.370	0.245	0.292
stallion	dhicin	0.628	0.596	0.779
stalls	xadhkaha	0.582	0.378	0.451
stalwart	xayeysiin	0.812	0.430	0.691
stamina	stamina	0.664	0.694	0.877
stamp	shambadda	0.438	0.327	0.441
stampede	shaabadda	0.235	0.875	0.683
stance	duruufaha	0.604	0.333	0.609
stand	istaag	0.600	0.324	0.509
standard	heerka	0.673	0.143	0.605
standardize	qiyaasidda	0.684	0.353	0.729
standardized	heerkuleysan	0.610	0.324	0.607
standby	istaagid	0.260	0.224	0.386
standing	taagan	0.604	0.317	0.425
standoff	Iskuday	0.333	0.840	0.558
standpoint	aragtida	0.585	0.388	0.652
standstill	joojin	0.441	0.203	0.500
standup	istaag	0.633	0.583	0.550
stanza	durbadiiba	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	nadiif ah	0.542	0.306	0.438
stapler	dhejinta	0.370	0.264	0.394
star	xiddig	0.833	0.418	0.560
star fruit	miro xiddid ah	0.701	0.433	0.427
starboard	sariirta	0.531	0.388	0.558
starch	istaarijin	0.507	0.354	0.312
stardom	dardar	0.844	0.786	0.689
stardust	adag	0.843	0.410	0.549
stare	dareen	0.541	0.430	0.538
starfish	dayax-gacmeedka	0.680	0.320	0.421
stargazing	Xakameyn	0.802	0.461	0.709
staring	aragtida	0.542	0.306	0.423
stark	jilicsan	0.330	0.630	0.577
starlet	xiddig	0.806	0.471	0.587
starlight	nalka iftiinka	0.908	0.368	0.611
starling	qulqulaya	0.500	0.490	0.514
starry	starry	0.438	0.643	0.434
stars	xiddigaha	0.796	0.521	0.484
starship	xiddigaha	0.740	0.719	0.704
start	bilow	0.684	0.430	0.589
starter	bilowga	0.667	0.461	0.827
startle	bilawga	0.276	0.817	0.417
startled	bilaabay	0.333	0.865	0.526
startling	bilawga	0.750	0.768	0.830
starvation	gaajo	0.240	0.592	0.284
starve	gaajo	0.073	0.729	0.402
starved	badiyay	0.097	0.689	0.219
starving	gaajo	0.163	0.670	0.336
stash	xashiish	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	gobolka	0.562	0.320	0.604
stately	sida qaalibka ah	0.830	0.728	0.915
statement	bayaanka	0.688	0.608	0.825
stateroom	rikoodhe	0.653	0.380	0.441
stateside	dawlad	0.643	0.480	0.708
statesman	dawlad	0.510	0.490	0.736
static	static	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statics	0.542	0.290	0.527
station	xarun	0.688	0.367	0.519
stationary	degan	0.408	0.240	0.484
stationery	qalabka dhismaha	0.570	0.120	0.455
statistic	tirokoob	0.508	0.420	0.609
statistical	tirokoob	0.714	0.353	0.627
statistician	xisaabiye	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	gobolka	0.561	0.281	0.500
statue	dhagax	0.542	0.153	0.570
statuette	xaalad	0.677	0.433	0.518
stature	jir	0.470	0.353	0.664
status	xaaladda	0.658	0.377	0.588
statute	xeer	0.592	0.330	0.673
statutory	sharci	0.510	0.376	0.539
staunch	fadeexad	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	joog	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	joogeen	0.497	0.270	0.395
stays	joogayaa	0.633	0.363	0.564
stead	nadiifi	0.551	0.214	0.510
steadfast	waari	0.771	0.433	0.800
steady	degenaansho	0.680	0.186	0.763
steak	hilibka	0.625	0.359	0.315
steakhouse	boorka cuntada	0.802	0.379	0.547
steal	xaday	0.021	0.856	0.528
stealing	xaday	0.086	0.913	0.455
stealth	xasilooni	0.520	0.270	0.452
stealthily	si qarsoodi ah	0.763	0.294	0.458
stealthy	aan lahayn	0.380	0.363	0.534
steam	uumi	0.469	0.413	0.421
steamboat	Hoos u dhig	0.708	0.500	0.633
steamer	qoyaan	0.510	0.442	0.528
steaming	uumiga	0.592	0.553	0.402
steamroller	feeraha	0.396	0.567	0.667
steamship	xayiraad	0.469	0.490	0.569
steamy	uumi	0.479	0.538	0.445
steel	birta	0.521	0.420	0.714
steep	xoqan	0.312	0.612	0.321
steeple	xargaha	0.625	0.519	0.500
steer	dir	0.469	0.490	0.527
steering	dirista	0.580	0.431	0.660
stellar	yaryar	0.796	0.580	0.769
stem	stem	0.615	0.191	0.336
stench	xoqan	0.104	0.570	0.298
stencil	istaaga	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	talaabo	0.531	0.321	0.347
stepdaughter	xaasle	0.510	0.510	0.432
stepfather	Adeer	0.396	0.491	0.611
stepmother	Aabe	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	talaabooyinka	0.511	0.349	0.373
stepson	Stepson	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoscopic	0.363	0.417	0.574
stereotype	qalabixinta	0.151	0.422	0.612
stereotyped	riyaale	0.375	0.510	0.436
sterile	nadiif ah	0.302	0.471	0.291
sterility	sterility	0.201	0.519	0.414
sterilize	nadiifin	0.406	0.510	0.520
sterling	nadiifin	0.529	0.481	0.615
stern	adag	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	fuudka	0.667	0.373	0.250
steward	wakiil	0.633	0.238	0.550
stewardess	maamul	0.625	0.491	0.491
stewardship	maamulka	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	ku dheg	0.396	0.364	0.382
sticker	dhejis	0.583	0.306	0.346
sticking	joojinta	0.486	0.425	0.356
stickler	dhejis	0.385	0.471	0.417
stickup	dhejis	0.453	0.537	0.434
sticky	dhajinta	0.385	0.569	0.292
stiff	adag tahay	0.158	0.459	0.569
stiffen	adag tahay	0.360	0.582	0.719
stiffness	qallafsanaan	0.323	0.500	0.657
stifle	adag	0.240	0.764	0.427
stifled	nadiifin	0.229	0.731	0.193
stifling	Isticmaalidda	0.163	0.858	0.608
stigma	dhaleeceyn	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	dhalasho	0.092	0.809	0.291
stillborn	wali dhashay	0.271	0.519	0.337
stillness	wali	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	naqshado	0.439	0.577	0.300
stimulant	kicin	0.441	0.794	0.745
stimulate	kicin	0.792	0.798	0.754
stimulating	kicinta	0.740	0.804	0.809
stimulation	kicinta	0.708	0.821	0.702
stimulus	Wax kicinaya	0.771	0.779	0.750
sting	xoqin	0.163	0.651	0.373
stinger	saarista	0.279	0.625	0.508
stinging	dhirbaaxo	0.260	0.730	0.459
stingy	nacasnimo	0.094	0.548	0.283
stink	qallayl	0.042	0.481	0.180
stinker	qoyaan	0.163	0.567	0.275
stinking	xoqin	0.041	0.657	0.264
stinky	qosol leh	0.092	0.558	0.176
stint	dhicin	0.490	0.326	0.342
stipend	gunno	0.604	0.546	0.614
stipulate	shuruudaha	0.570	0.546	0.623
stipulation	shuruudaha	0.469	0.622	0.654
stir	walaaq	0.448	0.773	0.453
stirring	kareyso	0.582	0.702	0.558
stitch	xoqo	0.306	0.538	0.357
stitching	dharka	0.510	0.382	0.345
stock	saamiyada	0.594	0.418	0.407
stockade	badeecado	0.375	0.402	0.500
stockbroker	stockbroker	0.417	0.676	0.802
stockholder	saamileyda	0.573	0.625	0.716
stocking	saarid	0.594	0.324	0.688
stockings	shimbiraha	0.458	0.365	0.382
stockpile	dukaanka	0.542	0.315	0.425
stockroom	dukaanka	0.562	0.312	0.406
stocks	kaydka	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	la xadey	0.135	0.760	0.384
stolen	la xaday	0.156	0.646	0.308
stomach	caloosha	0.367	0.402	0.438
stomachache	calool xanuun	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	nadiif ah	0.229	0.684	0.406
stone	dhagax	0.216	0.183	0.561
stoned	dhagxaan	0.177	0.796	0.375
stonewall	stonewall	0.337	0.457	0.655
stoneware	dhagxaan	0.458	0.300	0.443
stony	dhagaxa	0.356	0.494	0.525
stooge	shooga	0.438	0.406	0.163
stool	saxaro	0.448	0.269	0.302
stools	saxaro	0.459	0.382	0.327
stoop	xayiraad	0.490	0.430	0.284
stoopid	ciriiri	0.280	0.431	0.382
stop	joojin	0.280	0.510	0.490
stopover	joojinta	0.531	0.327	0.575
stoppage	joojinta	0.224	0.491	0.445
stopper	joojiye	0.365	0.336	0.390
stopping	joojinta	0.388	0.382	0.473
stopwatch	joojinta	0.469	0.521	0.482
storage	kaydinta	0.698	0.406	0.564
store	dukaanka	0.646	0.538	0.407
storefront	dukaanka	0.580	0.217	0.457
storehouse	dukaanka	0.570	0.250	0.491
storeroom	qolka kaydka	0.560	0.217	0.588
storing	kaydinta	0.630	0.378	0.548
storm	duufaan	0.188	0.940	0.543
storming	duufaan	0.265	0.910	0.669
stormy	duufaan	0.146	0.870	0.562
story	sheeko	0.653	0.406	0.704
storybook	sheekada sheekada	0.854	0.306	0.383
storyteller	sheekada	0.730	0.357	0.462
storytelling	Sheeko-siin	0.643	0.375	0.472
stound	garaac	0.490	0.473	0.446
stout	naadiga	0.656	0.657	0.817
stove	kariyaha	0.466	0.391	0.405
stow	xaaqin	0.615	0.365	0.523
stowaway	xaaqin	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	toosan	0.667	0.298	0.669
straighten	toosi	0.677	0.500	0.685
straightforward	toos ah	0.780	0.150	0.380
straightway	isla markaaba	0.667	0.444	0.565
strain	cadaadis	0.190	0.750	0.380
strained	xanniban	0.122	0.656	0.580
strait	cidhiidhi	0.438	0.433	0.412
straitjacket	Cagaarshow	0.224	0.719	0.579
straits	dhibaatooyin	0.408	0.269	0.410
strand	istiraatiijiga ah	0.396	0.406	0.538
stranded	xannibay	0.292	0.459	0.219
strange	qariib ah	0.314	0.663	0.395
stranger	qariib ah	0.330	0.449	0.302
strangle	dharbaaxo	0.094	0.927	0.527
strangulation	dhajinta	0.040	0.886	0.542
strap	suunka	0.380	0.417	0.382
strapless	dhabar la'aan	0.314	0.462	0.273
strapping	xoqidda	0.552	0.413	0.454
strata	strata	0.500	0.457	0.411
strategic	Istaraatijiyad	0.786	0.708	0.861
strategist	istaraatiijiyadeed	0.571	0.594	0.810
strategy	istaraatiijiga	0.704	0.667	0.858
stratification	Dhismaha	0.531	0.490	0.651
stratosphere	stratosphere	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	caws	0.480	0.290	0.163
strawberry	strawberry	0.833	0.270	0.336
stray	gooyaa	0.133	0.760	0.281
streak	xarig	0.440	0.608	0.511
streaked	xarrago leh	0.458	0.426	0.393
stream	socodka	0.449	0.537	0.559
streamer	diraha	0.615	0.530	0.429
streaming	socodka	0.592	0.481	0.582
streamline	hagaajinta	0.656	0.573	0.618
street	waddada	0.594	0.324	0.398
streetcar	waddada	0.390	0.569	0.566
streetlight	iftiinka dariiqa	0.673	0.268	0.390
strength	xoog	0.802	0.682	0.858
strengthen	xoojin	0.802	0.796	0.971
strengthening	Xoojinta	0.913	0.627	0.945
strenuous	xoog leh	0.104	0.660	0.481
strep	duufaan	0.365	0.594	0.353
stress	diiqada	0.173	0.843	0.317
stressed	careysan	0.167	0.740	0.502
stresses	walwal	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	walaac	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	xoojinta	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	fidsan	0.604	0.578	0.500
stretcher	bareeraha	0.438	0.196	0.295
stricken	dhicin	0.163	0.720	0.368
strict	adag	0.500	0.646	0.878
stride	adoo raacaya	0.490	0.670	0.434
strife	dagaal	0.344	0.898	0.630
strike	shaqo joojin	0.271	0.811	0.571
strikeout	shaqo joojin	0.316	0.520	0.371
striker	Weeraryahan	0.500	0.589	0.696
striking	dharbaaxo	0.357	0.827	0.657
strikingly	aad u xiiso badan	0.690	0.684	0.811
string	xaraf	0.385	0.398	0.445
strings	calaamadaha	0.457	0.292	0.355
stringy	qalin	0.430	0.510	0.527
strip	xariijinta	0.427	0.500	0.436
stripe	xaraf	0.629	0.302	0.361
striped	dharbaaxay	0.344	0.373	0.385
stripped	dharbaaxay	0.255	0.615	0.278
stripper	stripper	0.625	0.848	0.453
striptease	striptease	0.607	0.918	0.608
strive	isku day	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	garaaca	0.562	0.440	0.570
stroll	isweydaarsi	0.745	0.415	0.444
stroller	qalqaaliyaha	0.786	0.398	0.314
strolling	istiraatiijiga	0.755	0.515	0.340
strong	xoog leh	0.912	0.745	0.895
stronghold	xoog leh	0.708	0.636	0.954
strongly	si xoog leh	0.630	0.817	0.885
structural	qaabdhismeed	0.582	0.425	0.690
structure	qaab dhismeedka	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	halganka	0.365	0.820	0.741
strut	qalooc	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	xoqin	0.323	0.642	0.241
stubble	xoqin	0.333	0.442	0.264
stubborn	madax adag	0.157	0.702	0.575
stubbornness	madax adag	0.156	0.673	0.508
stubby	qaabka	0.417	0.370	0.393
stucco	stucco	0.439	0.292	0.279
stuck	xayiray	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	xoqo	0.564	0.531	0.509
studded	la baaro	0.396	0.412	0.425
student	arday	0.634	0.318	0.537
studied	waxbartay	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	waxbarashada	0.653	0.361	0.768
stuff	alaabta	0.622	0.367	0.263
stuffed animal	xayawaan cufan leh	0.684	0.255	0.306
stuffing	karinta	0.417	0.324	0.304
stuffy	cabsi	0.323	0.615	0.406
stumble	wuu turunturoodaa	0.153	0.716	0.259
stump	xoqin	0.449	0.510	0.340
stumped	xoqin	0.344	0.604	0.392
stun	qummanaan	0.333	0.710	0.451
stunned	la yaabay	0.306	0.663	0.356
stunner	farsamo	0.418	0.780	0.492
stunning	cajiib ah	0.888	0.673	0.858
stunt	duufaan	0.387	0.555	0.526
stunted	faaqidaad	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	jaahwareer	0.294	0.704	0.480
stupefy	qosol	0.200	0.740	0.412
stupendous	nasiib darro	0.823	0.690	0.798
stupid	nacas	0.133	0.510	0.200
stupidity	nacasnimo	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	nacas	0.323	0.590	0.330
sturdy	adag	0.580	0.642	0.824
sturgeon	sturgeon	0.417	0.473	0.465
stutter	qoyaan	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	qaabka	0.745	0.472	0.586
styling	qaabeynta	0.823	0.378	0.652
stylish	Isticmaalayo	0.885	0.490	0.689
stylist	stylist	0.760	0.445	0.500
suave	suub	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomic	0.385	0.538	0.491
subcommittee	guddi hoose	0.396	0.467	0.600
