Word	Myanmar (Burmese)-my	Valence	Arousal	Dominance
toss	ပစ်ချ	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	စုစုပေါင်း	0.771	0.286	0.714
totality	ပြည့်ကြတ်	0.688	0.443	0.717
totally	လုံးဝ	0.820	0.422	0.702
tote	တုတ်	0.510	0.398	0.625
totem	Totem	0.639	0.350	0.571
touch	တို့	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	ထိမိ	0.592	0.380	0.404
touching	စိတ်ထိခိုက်ဘွယ်ဖြစ်သော	0.760	0.439	0.491
touchy	touchy	0.323	0.510	0.343
tough	ခိုင်မာသော	0.344	0.588	0.742
toughen	toughen	0.458	0.683	0.711
toughness	ခိုင်မာခြင်း	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	ခရီးစဉ်	0.663	0.545	0.543
tourism	ခရီးသွားလုပ်ငန်း	0.823	0.531	0.545
tourist	ခရီးသည်	0.745	0.480	0.430
tourmaline	tourmaline	0.448	0.513	0.441
tournament	ကစားပွိုငျပှဲ	0.694	0.740	0.611
tourniquet	tourniquet	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	ကွိုးနှငျ့ဆှဲသှား	0.531	0.500	0.508
towel	မျက်နှာသိုတ်ပုဝါ	0.630	0.208	0.286
tower	ရဲတိုက်	0.606	0.380	0.644
towering	မြင့်မား	0.500	0.690	0.806
town	မြို့	0.551	0.299	0.627
townhouse	မြို့တွင်းစုပေါင်း	0.622	0.400	0.443
township	မြို့နယ်	0.531	0.292	0.667
townspeople	မြို့သားတွေက	0.677	0.466	0.569
toxic	အဆိပ်သင့်	0.008	0.885	0.492
toxicity	အဆိပ်အတောက်	0.104	0.865	0.491
toxicology	ဝိသဗေဒ	0.302	0.736	0.574
toxin	အဆိပ်အတောက်	0.115	0.654	0.456
toy	ကစားစရာ	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	သဲလွန်စ	0.573	0.346	0.483
traceable	traceable	0.602	0.370	0.535
tracer	tracer	0.573	0.327	0.645
traces	သဲလွန်စတွေကိုရှင်းလင်း	0.482	0.448	0.389
trachea	trachea	0.448	0.509	0.387
tracing	tracing	0.418	0.591	0.565
track	လမ်း	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	ကျေးရွာအုပ်စု	0.406	0.422	0.339
tractable	tractable	0.635	0.500	0.469
traction	ဖြစ်ဖွယ်ရှိသောစွမ်းဆောင်ဆွဲ	0.429	0.585	0.648
tractor	လယ်ထွန်စက်	0.449	0.580	0.619
trade	ကုန်သွယ်	0.561	0.544	0.690
trademark	ကုန်အမှတ်တံဆိပ်	0.667	0.344	0.750
trader	ကုန်သည်	0.562	0.632	0.854
tradesman	ကုန်သွယ်ရေးသမား	0.531	0.431	0.664
trading	ကုန်သွယ်	0.635	0.602	0.705
tradition	အစဉ်အလာ	0.830	0.430	0.750
traditional	အစဉ်အလာ	0.677	0.221	0.604
traffic	အသွားအလာ	0.323	0.559	0.518
traffic light	မီးပွိုင့်	0.490	0.469	0.479
trafficking	လူကုန်ကူးမှု	0.250	0.710	0.399
tragedies	အဖြစ်ဆိုး	0.100	0.910	0.442
tragedy	အလှမျးအဆှေး	0.052	0.843	0.340
tragic	လွမ်းခန်းပါသော	0.048	0.904	0.396
trail	လမ်းကလေး	0.600	0.322	0.455
trailer	နောကျတှဲရထား	0.541	0.490	0.473
train	မီးရထား	0.666	0.705	0.620
train set	ရထား set ကို	0.604	0.598	0.464
trained	လေ့ကျင့်သင်ကြား	0.771	0.538	0.645
trainee	အစမ်းလုပ်ကိုင်ရသူ	0.627	0.408	0.352
trainer	နည်းပြဆရာမ	0.698	0.719	0.824
training	လေ့ကျင့်ရေး	0.714	0.776	0.788
trait	ရို	0.469	0.365	0.453
traitor	သစ္စဖေါက်	0.112	0.796	0.491
traitorous	သစ္စဖေါက်	0.073	0.745	0.412
trajectory	လမ်းကြောင်း	0.653	0.558	0.779
tram	ဓါတ်ရထား	0.667	0.628	0.492
tramp	ခွေလငျြခရီး	0.108	0.510	0.182
trample	နင်း	0.235	0.764	0.562
trampoline	trampoline	0.604	0.690	0.391
tramway	tramway	0.615	0.538	0.543
trance	လက်ခံထားတဲ့အစွဲ	0.469	0.481	0.382
tranquil	ငြိမ်းချမ်း	0.917	0.094	0.355
tranquility	ပဿဒ္ဓိ	0.840	0.135	0.442
tranquilizer	ငြိမ်စေသောဆေး	0.510	0.236	0.596
transact	transaction	0.521	0.625	0.680
transaction	ကိစ္စ	0.650	0.577	0.579
transatlantic	အရောင်းအဝယ်ပြုရာတွင်	0.724	0.596	0.706
transceiver	transceiver ကို	0.510	0.490	0.537
transcend	လုပ်ဆောင်ရမှာတွေ	0.604	0.771	0.726
transcendence	TRANSCEND	0.656	0.608	0.754
transcendent	TRANSCEND	0.667	0.600	0.824
transcendental	Transcendental	0.635	0.652	0.842
transcribe	စာသား	0.500	0.394	0.573
transcriber	Transcribe	0.490	0.420	0.615
transcript	မှတ်တမ်း	0.639	0.398	0.528
transcription	ကူးယူ	0.592	0.455	0.615
transfer	လွှဲပြောင်း	0.702	0.490	0.519
transference	မပွောငျး	0.592	0.294	0.551
transferred	လွှဲပြောင်း	0.480	0.450	0.409
transfixed	transfixed	0.427	0.660	0.528
transform	အသွင်ပြောင်း	0.735	0.667	0.696
transformation	အသွင်ပြောင်း	0.796	0.618	0.770
transformer	Transformer	0.582	0.582	0.723
transfusion	သွင်းခြင်း	0.417	0.730	0.557
transgression	လွန်ကျူးခြင်း	0.158	0.890	0.611
transient	ယာယီ	0.510	0.405	0.430
transistor	ကို transistor	0.480	0.480	0.444
transit	အကူးအပြောင်း	0.439	0.590	0.588
transition	အကူးအပြောင်း	0.605	0.561	0.558
transitional	သငြ်ကူးေူပာင်းမြ	0.573	0.472	0.491
transitive	အကူးအပြောင်း	0.479	0.377	0.414
transitory	ကူးပြောင်းရေးကာလ	0.438	0.450	0.407
translate	ဘာသာပြန်	0.604	0.423	0.462
translation	ဘာသာပြန်ချက်	0.633	0.435	0.598
translator	ဘာသာပြန်သူ	0.760	0.412	0.473
translocation	့စ	0.367	0.612	0.564
translucent	စ	0.600	0.500	0.389
transmission	ဂီယာ	0.688	0.490	0.611
transmit	ပို့ပေး	0.836	0.581	0.673
transmitter	transmitter ကို	0.520	0.511	0.719
transmutation	transmutation	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	ပွင့်လင်းမြင်သာမှု	0.847	0.260	0.587
transparent	ကြည်လင်သော	0.542	0.330	0.667
transplant	အစားထိုး	0.445	0.806	0.620
transplantation	အစားထိုး	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	တင်ဆောင်	0.613	0.627	0.605
transportation	သယ်ယူပို့ဆောင်ရေး	0.667	0.560	0.472
transporter	Transporter	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	transposition	0.312	0.451	0.555
transsexual	တယောက်	0.264	0.815	0.423
transverse	transverse	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	ထောငျခြောကျ	0.104	0.610	0.391
trapdoor	သည် trapdoor	0.094	0.670	0.462
trapeze	ကောင်းကင်ဘား	0.542	0.625	0.566
trapped	ပိတ်မိနေ	0.135	0.615	0.380
trapper	ထောင်ချောက်ဆင်	0.296	0.654	0.491
trapping	trapping	0.333	0.621	0.491
trappings	ထောငျခြောကျ	0.458	0.462	0.370
traps	ထောင်ချောက်	0.235	0.673	0.481
trash	အသုံးမရသောအရာ	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	ဒဏ်ရာ	0.112	0.792	0.453
traumatic	စိတ်ထိခိုက်	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ခရီးသွား	0.931	0.689	0.535
traveler	ခရီးသည်	0.837	0.571	0.700
traveling	ခရီးသွားလာ	0.900	0.750	0.582
traverse	သွားလာလမ်းကြောင်း	0.571	0.590	0.629
travesty	လုပ်ကြံ	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	ငါးဖမ်းလှေ	0.316	0.430	0.405
tray	ဗျတ်	0.549	0.250	0.345
treacherous	သစ္စာပျက်သော	0.112	0.815	0.402
treachery	သစ္စာဖောက်	0.104	0.852	0.448
tread	နင်း	0.510	0.520	0.426
treadmill	ပြေးစက်	0.459	0.636	0.436
treason	သစ္စဖျက်ခြင်း	0.094	0.806	0.552
treasure	ရတနာ	0.927	0.592	0.821
treasured	ရတနာ	0.849	0.471	0.730
treasurer	ဘဏ္ဍာရေးမှူး	0.694	0.456	0.755
treasures	ဘဏ္ဍာကို	0.867	0.771	0.842
treasury	ဘဏ္ဍာတိုက်	0.812	0.541	0.736
treat	စားသောကျပှဲ	0.573	0.571	0.436
treatable	ကု သ.	0.780	0.302	0.560
treatise	ကျမ်း	0.604	0.407	0.613
treatment	ကုသမှု	0.663	0.386	0.620
treaty	စာချုပ်	0.646	0.382	0.667
treble	ထရီဘယ်လ်	0.358	0.471	0.466
tree	သစ်ပင်	0.670	0.118	0.442
trees	သစ်ပင်များ	0.653	0.137	0.537
trek	ခရီး	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	တုန်လှုပ်	0.177	0.878	0.388
trembling	တုန်လှုပ်ခြင်း	0.177	0.824	0.324
tremendous	ကြီးမားတဲ့	0.600	0.888	0.773
tremendously	လွန်စွာ	0.719	0.722	0.661
tremor	တုန်ခါ	0.104	0.833	0.455
trench	မွောငျး	0.429	0.760	0.429
trend	လမ်းကြောင်းသစ်	0.625	0.458	0.706
trending	ယိ	0.750	0.472	0.600
trendy	ခေတ်မှီ	0.713	0.520	0.536
trepidation	trepidation	0.582	0.594	0.464
trespass	ဒုစရိုက်ဖြေ	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	စမ်းသပ်ခြင်း	0.438	0.663	0.612
triangle	တြိဂံ	0.562	0.269	0.352
triangular	တြိဂံ	0.430	0.320	0.397
triangulate	triangulate	0.408	0.380	0.517
triathlon	ကြားတွင်	0.521	0.853	0.663
tribal	လူမျိုးစု	0.417	0.404	0.482
tribe	အနွယ်	0.664	0.486	0.516
tribulation	ဆငျးရဲဒုက်ခ	0.448	0.612	0.484
tribunal	ခုံရုံး	0.410	0.670	0.797
tribune	Tribune	0.610	0.585	0.556
tributary	မြစ်လက်တက်	0.615	0.463	0.616
tribute	ဆကျကွေး	0.684	0.573	0.700
trick	စဉ်းလဲခြင်း	0.542	0.700	0.409
trickery	ပရိယာယ်	0.146	0.798	0.336
trickle	စေီးကွောငျး	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	လှည်	0.219	0.651	0.500
tricycle	သုံးဘီးဆိုင်ကယ်	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	ခညျြးနှီးဆှေးနှေး	0.271	0.296	0.221
trifling	trifling	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	သေနတ်မောင်းခလုတ်	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	ထရီလီယံ	0.592	0.420	0.623
trilogy	trilogy ပာ	0.615	0.520	0.664
trim	တိ	0.500	0.466	0.430
trimester	သုံးလပတ်	0.783	0.336	0.538
trimmer	ညှပ်	0.260	0.548	0.529
trimming	ချုံ့ခြင်း	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	Trinity	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	သုံး	0.521	0.613	0.473
trip	ခရီးစဉ်	0.875	0.643	0.538
tripartite	tripartite	0.500	0.480	0.539
tripe	အမဲကလီစာ	0.312	0.361	0.438
triple	သုံးဆ	0.585	0.385	0.481
triplet	သုံးမွှာပူး	0.622	0.510	0.618
triplicate	triplicate	0.684	0.545	0.717
tripod	tripod	0.406	0.388	0.483
tripping	tripping	0.276	0.594	0.293
trite	trite	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	အောင်ပွဲ	0.969	0.798	0.926
triumphant	အောင်ပွဲခံ	0.949	0.837	0.972
trivia	အသေးအဖွဲ	0.690	0.490	0.473
trivial	အသေးအဖွဲ	0.406	0.387	0.337
troll	trolls	0.378	0.627	0.327
trolley	ပုံဖမ်းတွန်းလှည်း	0.562	0.558	0.464
trombone	trombones	0.562	0.500	0.500
troop	မသေမချင်း	0.375	0.696	0.750
trooper	trooper	0.458	0.694	0.713
troops	စစ်တပ်များ	0.385	0.718	0.804
trophy	စစ်အောင်နိုင်မှုအထိမ်းအမှတ်ပစ္စည်း	0.947	0.643	0.676
tropic	ယဉ်စွန်းတန်း	0.740	0.529	0.536
tropical	အပူပိုင်း	0.740	0.461	0.509
tropics	အပူပိုင်းဒေသ	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	ဒုက္ခ	0.135	0.811	0.452
troubled	ပူပန်ခြင်း	0.167	0.627	0.385
troublemaker	ပြဿနာကောင်	0.260	0.900	0.596
troubles	ဒုက္ခ	0.051	0.854	0.269
troublesome	ဒုက္ခ	0.283	0.894	0.404
trough	ကျင်း	0.500	0.308	0.340
troupe	အဖှဲ့ဟာ	0.625	0.406	0.557
trousers	ဘောင်းဘီရှည်	0.625	0.314	0.442
trout	ထရောက်ရေချိုငါး	0.516	0.387	0.298
trowel	trowel	0.470	0.418	0.250
truce	ခေတ္တသဘောတူစစ်ရပ်စဲခြင်း	0.688	0.441	0.453
truck	ကုလဲလှယ်ခြင်း	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	ထရပ်ကားတစီး	0.480	0.450	0.534
truculent	truculent	0.210	0.731	0.498
true	TRUE	0.896	0.436	0.777
truelove	အချစ်စစ်	0.860	0.600	0.587
truffle	truffles	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	သောတံပိုးမှုတ်	0.640	0.716	0.898
trumpet	တံပိုး	0.573	0.570	0.393
trumpeter	တံပိုး	0.673	0.600	0.676
truncate	truncate	0.323	0.600	0.412
truncated	ခြင်းကို	0.316	0.602	0.439
trundle	trundle	0.507	0.270	0.414
trunk	နှာမောင်း	0.271	0.167	0.404
truss	ဒိုင်းခွေ	0.521	0.482	0.569
trust	ယုံကြည်မှု	0.888	0.547	0.741
trustee	ယုံမှတ်လွှဲအပ်ခံရသူ	0.531	0.442	0.658
trusting	ယုံကြည်ကိုးစား	0.857	0.508	0.750
trustworthy	ယုံကြည်စိတ်ချ	0.969	0.315	0.824
trusty	trusty	0.863	0.398	0.696
truth	အမှန်တရား	0.971	0.400	0.685
truthful	ဖွောငျ့မှနျသော	0.708	0.467	0.807
truthfulness	နျကနျကွောငျး	0.920	0.549	0.808
try	ကြိုးစား	0.604	0.551	0.556
tryout	စမ်းကြည့်သည်	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	ဆူနာမီ	0.042	0.944	0.684
tub	စည်ပိုင်း	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	ပြွန်	0.418	0.279	0.409
tuberculosis	တီဘီ	0.214	0.519	0.424
tubing	ပြွန်	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	အင်္ဂါနေ့	0.469	0.184	0.330
tufted	Tufts	0.500	0.510	0.406
tug	နှင်း	0.320	0.604	0.558
tugboat	ဆှဲသငျေ်ဘာ	0.271	0.510	0.652
tuition	သင်ကြားခြင်း	0.531	0.372	0.436
tulip	နှင်းပန်း	0.730	0.189	0.356
tumble	လိမ့်ကျခြင်း	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	tummy	0.427	0.365	0.230
tumor	ဖူးရောင်နာ	0.102	0.664	0.324
tumour	ဖူးရောင်နာ	0.092	0.627	0.464
tumult	အသံဗလံ	0.271	0.640	0.636
tumultuous	ထောင်လွှား	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	တူနယ်ငါးတမျိုး	0.531	0.386	0.304
tunable	tunable	0.510	0.364	0.582
tune	အသံညှို	0.708	0.479	0.426
tunic	အင်ျကြီ	0.531	0.248	0.391
tuning	tuning	0.719	0.390	0.635
tunnel	ပြွန်ခေါင်းလမ်း	0.312	0.490	0.412
turban	ပန်ချာပီခေါင်းပေါင်း	0.469	0.386	0.426
turbidity	turbidity	0.184	0.607	0.393
turbine	တာဗိုင်စင်	0.520	0.549	0.575
turbo	တာဘို	0.583	0.729	0.596
turbulence	လှုပ်ရှားထကြွခြင်း	0.062	0.922	0.532
turbulent	လှုပ်ရှားထကြွသော	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	Turf	0.531	0.192	0.295
turkey	ကြက်ဆင်	0.634	0.245	0.247
turmeric	နနွင်း	0.542	0.316	0.312
turmoil	ပွငျးစှာနှောငျ့ယှကျခွငျး	0.198	0.888	0.417
turn	အလှည့်	0.531	0.398	0.482
turnaround	ပြန်လှည့်သည်	0.560	0.654	0.407
turned	လှည့်	0.630	0.538	0.583
turning	လှည့်	0.510	0.684	0.420
turnip	မုန်လာဉဝါ	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	ထွက်လှည့်	0.641	0.692	0.898
turnover	လည်ပတ်ငွေကြေးကြောင့်	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	turntable	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	စိမ်း	0.786	0.226	0.357
turret	ဆုံလည်	0.494	0.500	0.588
turtle	ပင်လယ်လိပ်	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	tutelage	0.393	0.442	0.609
tutor	အလွတ်ဆရာ	0.750	0.346	0.826
tutoring	ကျူရှင်	0.663	0.402	0.702
tutu	Tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	ညစာစားဝတ်စုံ	0.694	0.354	0.519
tv	ရုပ်သံ	0.622	0.380	0.393
twain	ကျစှ	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	tweaks	0.440	0.462	0.452
tweed	အေဘယ်တွိ	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	မှေးညှပျ	0.493	0.408	0.295
twelfth	ဒွါဒသမ	0.521	0.292	0.527
twelve	တကျိပ်နှစ်ပါး	0.490	0.298	0.412
twentieth	နှစ်ဆယ်	0.469	0.297	0.346
twenty	နှစ်ဆယ်	0.520	0.292	0.286
