Word	Khmer-km	Valence	Arousal	Dominance
undressed	កំប៉ិត	0.375	0.755	0.356
undue	មិនត្រឹមត្រូវ	0.156	0.573	0.318
undying	កំពុងរង់ចាំ	0.708	0.500	0.773
unearned	មិនបើក	0.177	0.340	0.213
unearth	unearth	0.427	0.635	0.545
uneasiness	មិនស្រួល	0.190	0.798	0.241
uneasy	មិនស្រួល	0.115	0.598	0.349
uneducated	មិនមានចំណេះដឹង	0.177	0.350	0.246
unemployed	គ្មាន​ការងារ​ធ្វើ	0.094	0.481	0.230
unemployment	ភាព​អត់​ការងារ​ធ្វើ	0.094	0.400	0.297
unencumbered	មិនមាន	0.604	0.280	0.472
unending	មិនឈប់	0.385	0.519	0.454
unequal	មិនស្មើភាព	0.118	0.433	0.202
unequalled	មិនចេះ	0.562	0.470	0.769
unequivocal	ច្បាស់លាស់	0.604	0.415	0.615
unequivocally	ច្បាស់លាស់	0.521	0.668	0.554
unethical	គ្មានសីលធម៌	0.104	0.433	0.269
uneven	មិនស្មើគ្នា	0.125	0.457	0.240
uneventful	uneventful	0.510	0.343	0.410
unexpected	មិននឹកស្មានដល់	0.500	0.720	0.333
unexpectedly	មិនរំពឹងទុក	0.354	0.759	0.462
unexplainable	មិនអាចពន្យល់បាន	0.260	0.448	0.610
unexplained	មិនអាចពន្យល់បាន	0.271	0.531	0.349
unexplored	មិនបានរុករក	0.401	0.640	0.388
unfailing	ឥតខ្ចោះ	0.625	0.635	0.594
unfair	មិនយុត្តិធម៌	0.173	0.472	0.190
unfairness	ភាពអយុត្តិធម៌	0.170	0.817	0.336
unfaithful	មិនស្មោះត្រង់	0.031	0.806	0.298
unfamiliar	មិនច្បាស់	0.219	0.558	0.273
unfavorable	មិនអំណោយផល	0.133	0.450	0.232
unfeeling	មិនហ៊ាន	0.235	0.377	0.345
unfettered	មានសេរីភាព	0.569	0.650	0.586
unfinished	មិនទាន់បានបញ្ចប់	0.188	0.368	0.264
unfit	មិនសមស្រប	0.250	0.368	0.185
unflinching	unflinching	0.667	0.606	0.882
unfold	លាត	0.612	0.510	0.520
unfollow	unfollow	0.281	0.337	0.293
unforeseen	មិនដឹងទុកជាមុន	0.255	0.714	0.500
unforgettable	មិនអាចបំភ្លេចបាន	0.833	0.561	0.660
unforgivable	មិនអាចអត់ឱន	0.276	0.743	0.490
unforgiving	មិនអភ័យទោស	0.406	0.630	0.793
unfortunate	អកុសល	0.073	0.487	0.195
unfortunately	ជាអកុសល	0.104	0.494	0.281
unfounded	គ្មានមូលដ្ឋាន	0.271	0.520	0.410
unfreeze	មិនចាក់សោ	0.458	0.297	0.375
unfriendly	មិនរាក់ទាក់	0.173	0.670	0.458
unfulfilled	មិនបំពេញ	0.184	0.426	0.268
unfurnished	មិនមានអ្វី	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	ungodly	0.296	0.423	0.388
ungrateful	ungrateful	0.219	0.461	0.275
unguarded	unguarded	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	មិនសប្បាយចិត្ត	0.083	0.630	0.222
unhappy	មិនសប្បាយចិត្ត	0.112	0.500	0.155
unharmed	គ្មានគ្រោះថ្នាក់ទេ	0.740	0.378	0.491
unhealthy	មិនល្អ	0.115	0.549	0.214
unheard	មិនធ្លាប់ឮ	0.344	0.539	0.500
unhelpful	មិនជួយ	0.104	0.320	0.118
unhindered	unhindered	0.729	0.441	0.725
unholy	មិនបរិសុទ្ធ	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	មិនស្គាល់អត្តសញ្ញាណ	0.385	0.361	0.199
unification	បង្រួបបង្រួម	0.688	0.345	0.788
unified	បង្រួបបង្រួម	0.729	0.439	0.764
uniform	ឯកសណ្ឋាន	0.570	0.245	0.655
uniformed	ឯកសណ្ឋាន	0.469	0.519	0.589
uniformity	ឯកសណ្ឋាន	0.745	0.353	0.538
uniformly	ឯកសណ្ឋាន	0.625	0.333	0.704
unimaginable	មិនអាចនឹកស្មានបាន	0.573	0.634	0.589
unimpeachable	មិនអាចទៅរួចទេ	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	មិនសំខាន់	0.281	0.240	0.175
unimpressed	មិនចាប់អារម្មណ៍	0.198	0.302	0.327
unimproved	មិនបានកែលម្អ	0.163	0.377	0.144
uninfected	មិនឆ្លង	0.688	0.304	0.389
uninformed	មិនមានព័ត៌មាន	0.156	0.370	0.182
uninhabited	គ្មានមនុស្សរស់នៅ	0.301	0.230	0.221
uninitiated	មិនចាប់ផ្តើម	0.271	0.288	0.288
uninspired	uninspired	0.163	0.243	0.260
unintelligible	មិនអាចយល់បាន	0.208	0.472	0.283
unintended	មិនចង់បាន	0.438	0.385	0.349
unintentional	មិនអចិន្ត្រៃយ៍	0.333	0.538	0.306
unintentionally	ដោយអចេតនា	0.460	0.490	0.286
uninterested	មិនចាប់អារម្មណ៍	0.365	0.240	0.328
uninteresting	មិនចាប់អារម្មណ៍	0.153	0.235	0.228
uninterrupted	មិនមានការរំខាន	0.500	0.434	0.527
uninvited	មិនបានអញ្ជើញ	0.090	0.385	0.307
union	សហជីព	0.854	0.226	0.766
unique	តែមួយគត់	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	unison	0.510	0.439	0.583
unit	ឯកតា	0.562	0.235	0.578
unitary	រួម	0.531	0.239	0.641
unite	រួបរួមគ្នា	0.781	0.375	0.610
united	រួបរួម	0.781	0.431	0.783
unity	ការ​រួបរួម	0.837	0.288	0.658
universal	សកល	0.802	0.417	0.833
universality	សកល	0.796	0.410	0.840
universe	សាកល	0.694	0.454	0.839
university	សាកលវិទ្យាល័យ	0.735	0.574	0.741
unjust	អយុត្តិធម៌	0.115	0.625	0.278
unjustifiable	មិនសមហេតុផល	0.115	0.596	0.394
unjustified	មិនសមហេតុផល	0.288	0.541	0.314
unkind	មិនល្អ	0.135	0.409	0.310
unknowable	មិនដឹង	0.347	0.540	0.396
unknown	មិនស្គាល់	0.357	0.450	0.204
unlawful	ខុសច្បាប់	0.094	0.759	0.402
unleash	បញ្ចេញ	0.479	0.775	0.559
unlicensed	មិនមានអាជ្ញាប័ណ្ណ	0.306	0.574	0.196
unlike	មិន​ដូច	0.439	0.439	0.418
unlikely	មិនទំនង	0.271	0.293	0.245
unlimited	គ្មានដែនកំណត់	0.750	0.623	0.679
unlisted	មិនបានចុះបញ្ជី	0.365	0.265	0.218
unload	ពន្លា	0.656	0.639	0.573
unloaded	បានពន្លា	0.469	0.380	0.331
unlock	ដោះសោ	0.582	0.442	0.592
unlucky	សំណាងអាក្រក់	0.073	0.395	0.198
unmanageable	មិនអាចគ្រប់គ្រងបាន	0.177	0.666	0.482
unmanned	គ្មានមនុស្សបើក	0.235	0.441	0.324
unmarked	មិនបានសម្គាល់	0.416	0.294	0.433
unmarried	មិនទាន់រៀបការ	0.438	0.480	0.545
unmask	មិនបង្ហាញ	0.323	0.690	0.520
unmatched	ដែលមិនផ្គូផ្គង	0.776	0.536	0.771
unmistakable	មិនច្បាស់លាស់	0.602	0.571	0.765
unmitigated	unmitigated	0.649	0.427	0.422
unmoved	មិនដាក់ភ្នែក	0.184	0.355	0.360
unnamed	គ្មានឈ្មោះ	0.316	0.189	0.284
unnatural	មិនធម្មតា	0.153	0.587	0.434
unnecessary	មិនចាំបាច់	0.219	0.358	0.190
unneeded	មិនចាំបាច់	0.177	0.375	0.245
unnoticed	មិនមាននរណាកត់សម្គាល់	0.302	0.440	0.260
unnumbered	គ្មានលេខ	0.406	0.255	0.331
unobserved	មិនបានដឹង	0.398	0.255	0.257
unobstructed	មិនមានការហាមឃាត់	0.583	0.440	0.573
unobtrusive	មិនប្រចណ្ឌ	0.447	0.327	0.402
unoccupied	គ្មានការងារធ្វើ	0.258	0.245	0.412
unofficial	មិនផ្លូវការ	0.260	0.302	0.255
unopened	មិនបានបើក	0.542	0.340	0.265
unopposed	មិនជំទាស់	0.615	0.375	0.537
unordered	unordered	0.224	0.482	0.190
unorganised	មិនបានរៀបចំ	0.250	0.500	0.212
unorganized	មិនបានរៀបចំ	0.260	0.657	0.173
unorthodox	មិនត្រឹមត្រូវ	0.340	0.480	0.441
unpack	ស្រាយ	0.531	0.528	0.445
unpaid	មិនបង់ប្រាក់	0.300	0.413	0.365
unparalleled	គ្មានអ្វីប្រៀប &	0.708	0.306	0.538
unpleasant	មិនល្អ	0.122	0.612	0.185
unpleasantness	មិនល្អ	0.062	0.724	0.264
unplug	ដកចេញ	0.239	0.441	0.404
unplugged	មិនដកដង្ហើម	0.367	0.375	0.318
unpopular	មិនមានប្រជាប្រិយភាព	0.073	0.441	0.164
unprecedented	មិនធ្លាប់មានពីមុនមក	0.500	0.491	0.658
unpredictable	មិនអាចទាយទុកជាមុន	0.429	0.769	0.515
unprepared	មិនបានត្រៀមខ្លួន	0.204	0.450	0.152
unpretentious	មិនទៀងទាត់	0.510	0.296	0.410
unproductive	មិនមានប្រសិទ្ធភាព	0.100	0.324	0.237
unprofessional	មិនមានវិជ្ជាជីវៈ	0.042	0.370	0.170
unprofitable	មិនមានផលចំណេញ	0.163	0.376	0.217
unprotected	មិនបានការពារ	0.150	0.582	0.197
unproven	មិនបានបញ្ជាក់	0.296	0.427	0.216
unprovoked	មិនបានសម្រេច	0.565	0.327	0.385
unpublished	មិនបានបោះពុម្ពផ្សាយ	0.406	0.480	0.481
unpunished	អត់ផ្តាច់	0.292	0.594	0.519
unqualified	មិនមានលក្ខណៈគ្រប់គ្រាន់	0.170	0.433	0.173
unquestionable	មិនអាចប្រកែកបាន	0.469	0.450	0.843
unquestionably	ច្បាស់ណាស់	0.500	0.630	0.750
unquestioned	មិនមានចម្ងល់	0.562	0.509	0.746
unquote	មិនដឹងខ្លួន	0.388	0.363	0.517
unravel	ដោះស្រាយ	0.378	0.598	0.455
unreachable	មិនអាចទៅដល់	0.208	0.679	0.557
unread	មិនទាន់អាន	0.458	0.240	0.214
unreal	មិនពិត	0.173	0.431	0.296
unrealistic	មិនពិត	0.229	0.500	0.245
unreasonable	មិនសមហេតុផល	0.115	0.702	0.264
unrecorded	មិនបានកត់ត្រា	0.241	0.351	0.350
unregistered	មិនបានចុះបញ្ជី	0.255	0.337	0.266
unregulated	គ្មានច្បាប់	0.344	0.454	0.421
unrelated	មិន​ទាក់ទង	0.302	0.270	0.264
unrelenting	មិនចេះនឿយហត់	0.500	0.790	0.875
unreliable	មិនគួរទុកចិត្ត	0.108	0.480	0.240
unremarkable	មិនគួរឱ្យកត់សម្គាល់	0.271	0.155	0.230
unrepentant	មិនប្រែចិត្ដ	0.240	0.445	0.413
unrequited	មិនដឹងខ្លួន	0.143	0.441	0.179
unresolved	មិនទាន់ដោះស្រាយ	0.135	0.441	0.173
unresponsive	មិនឆ្លើយតប	0.108	0.282	0.244
unrest	ភាពចលាចល	0.102	0.577	0.231
unrestrained	unrestrained	0.385	0.775	0.627
unrestricted	គ្មានកំហិត	0.698	0.458	0.644
unromantic	មិនចេះនិយាយ	0.208	0.316	0.307
unruly	មិនរឹងរូស	0.240	0.745	0.547
unsafe	គ្មានសុវត្ថិភាព	0.115	0.562	0.147
unsanitary	អនាម័យ	0.063	0.592	0.269
unsatisfactory	មិនពេញចិត្ត	0.122	0.520	0.189
unsatisfied	មិនពេញចិត្ត	0.200	0.547	0.241
unsavory	unsavory	0.071	0.637	0.353
unscathed	unscathed	0.625	0.308	0.611
unscheduled	មិនបានគ្រោងទុក	0.312	0.436	0.300
unscientific	គ្មានវិទ្យាសាស្ត្រ	0.396	0.317	0.321
unscrew	ក្រឡុក	0.333	0.462	0.396
unscrupulous	មិនច្បាស់លាស់	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	មើលមិនឃើញ	0.427	0.351	0.421
unselfish	មិនគិតពីប្រយោជន៍ខ្លួនឯង	0.615	0.353	0.377
unsettled	unsettled	0.208	0.647	0.170
unsightly	unsightly	0.226	0.559	0.373
unsolicited	មិនរំសាយ	0.094	0.339	0.280
unsolved	មិនបានដោះស្រាយ	0.146	0.390	0.235
unsophisticated	unsophisticated	0.327	0.491	0.339
unsound	មិនល្អ	0.146	0.222	0.272
unspeakable	មិនអាចនិយាយបាន	0.327	0.567	0.393
unspecified	មិនបានបញ្ជាក់	0.240	0.365	0.165
unspoken	មិនចេះនិយាយ	0.177	0.260	0.208
unstable	មិនស្ថិតស្ថេរ	0.167	0.587	0.150
unsteady	មិនស្ថិតស្ថេរ	0.122	0.500	0.190
unstoppable	ដែល​មិនអាច​បញ្ឈប់​បាន	0.625	0.887	0.862
unsuccessful	បរាជ័យ	0.140	0.318	0.106
unsuitable	មិនសមស្រប	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	unsupervised	0.478	0.481	0.442
unsupported	មិនគាំទ្រ	0.260	0.450	0.221
unsure	មិនច្បាស់	0.143	0.580	0.217
unsurpassed	unsurpassed	0.694	0.569	0.798
unsuspecting	មិនគួរឱ្យជឿ	0.302	0.509	0.413
unsustainable	គ្មាននិរន្តរភាព	0.255	0.650	0.406
unsweetened	មិនបានផ្អាក	0.396	0.263	0.300
unsympathetic	មិនល្អ	0.163	0.620	0.281
untamed	untamed	0.429	0.778	0.709
untenable	មិនអាចទ្រាំទ្របាន	0.143	0.637	0.425
untested	untested	0.302	0.296	0.348
unthinkable	មិននឹកស្មានដល់	0.365	0.480	0.481
untidy	មិនធម្មតា	0.106	0.610	0.254
untie	មិនពិត	0.542	0.463	0.472
untimely	មិនយូរមិនឆាប់	0.245	0.676	0.233
untitled	គ្មានចំណងជើង	0.213	0.240	0.240
untold	untold	0.240	0.367	0.191
untouchable	មិនអាចប៉ះពាល់បាន	0.490	0.602	0.683
untouched	មិនប៉ះពាល់	0.531	0.276	0.600
untoward	មិនស្មោះត្រង់	0.122	0.555	0.291
untraceable	មិនអាចព្យាបាលបាន	0.321	0.674	0.574
untrained	មិនទទួលបានការបណ្តុះបណ្តាល	0.149	0.529	0.282
untranslated	មិនត្រូវបានបកប្រែ	0.271	0.188	0.264
untroubled	មិនទើសទាល់	0.750	0.213	0.653
untrue	មិនពិត	0.031	0.500	0.188
untrustworthy	មិនគួរទុកចិត្ត	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	មិនប្រើ	0.344	0.231	0.234
unusual	មិនធម្មតា	0.429	0.433	0.361
unusually	ធម្មតា	0.385	0.406	0.358
unutterable	មិនអាចប្រើប្រាស់បាន	0.406	0.592	0.538
unveil	បង្ហាញ	0.439	0.442	0.562
unveiling	បង្ហាញ	0.569	0.570	0.675
unverified	មិនបានផ្ទៀងផ្ទាត់	0.214	0.365	0.180
unwanted	មិនចង់បាន	0.177	0.546	0.205
unwarranted	មិនសមរម្យ	0.091	0.500	0.345
unwary	មិនប្រុងប្រយ័ត្ន	0.286	0.417	0.402
unwashed	មិនបានលាងសំអាត	0.365	0.427	0.360
unwavering	មិនឈប់ឈរ	0.740	0.630	0.858
unwed	មិនទាន់រៀបការ	0.541	0.595	0.459
unwelcome	មិនស្វាគមន៍	0.115	0.480	0.269
unwell	មិនស្រួលខ្លួន	0.143	0.640	0.221
unwilling	មិនមានបំណង	0.302	0.316	0.179
unwillingly	មិនមានឆន្ទៈ	0.204	0.548	0.182
unwillingness	មិនមានបំណង	0.204	0.311	0.113
unwind	unwind	0.837	0.181	0.394
unwise	មិនឆ្លាត	0.141	0.610	0.304
unwitting	មិនដឹងខ្លួន	0.260	0.526	0.344
unwittingly	ដោយមិនដឹងខ្លួន	0.312	0.510	0.264
unworthy	សក្តិសម	0.194	0.433	0.226
unwrap	ញើស	0.604	0.491	0.557
unwritten	មិនសរសេរ	0.367	0.384	0.272
unyielding	unyielding	0.367	0.806	0.738
unzip	ពន្លា	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	ការលើកកម្ពស់	0.677	0.490	0.600
upcoming	នាពេលខាងមុខ	0.688	0.460	0.550
update	ធ្វើឱ្យទាន់សម័យ	0.698	0.535	0.802
upgrade	ធ្វើឱ្យប្រសើរ	0.786	0.500	0.670
upheaval	ចលាចល	0.290	0.830	0.570
uphill	uphill	0.396	0.723	0.572
uphold	គាំទ្រ	0.698	0.321	0.561
upholstery	upholstery	0.592	0.270	0.386
upkeep	ថែទាំ	0.590	0.442	0.685
upland	តំបន់ខ្ពង់រាប	0.719	0.578	0.607
uplands	តំបន់ខ្ពង់រាប	0.615	0.471	0.577
uplift	ការលើកកម្ពស់	0.656	0.779	0.771
uplifting	ការលើកកម្ពស់	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	ផ្ទុកឡើង	0.638	0.683	0.696
upper	ខាងលើ	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	មហាអំណាច	0.465	0.546	0.417
upright	ទៀងទាត់	0.667	0.373	0.600
uprising	ការបះបោរ	0.561	0.777	0.704
uproar	ចលាចល	0.271	0.902	0.462
upscale	កាន់តែច្រើន	0.698	0.526	0.846
upset	ខកចិត្ត	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	ឡើងលើ	0.663	0.408	0.645
upstanding	upstanding	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	ឡើង	0.792	0.481	0.620
upwards	ឡើង	0.724	0.439	0.638
uranium	អ៊ុយរ៉ាញ៉ូម	0.375	0.580	0.490
urban	ទីក្រុង	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	ជម្រុញ	0.418	0.680	0.653
urgency	ភាពបន្ទាន់	0.429	0.908	0.543
urgent	បន្ទាន់	0.327	0.918	0.623
urinal	ទឹកនោម	0.214	0.510	0.306
urinalysis	ទឹកនោម	0.344	0.532	0.398
urinate	នោម	0.360	0.500	0.353
urination	នោម	0.271	0.441	0.232
urine	ទឹកនោម	0.375	0.361	0.169
