Word	Nyanja (Chichewa)-ny	Valence	Arousal	Dominance
tether	tether	0.323	0.620	0.407
tethered	kumangirira	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	malemba	0.604	0.157	0.402
textbook	zolemba	0.622	0.235	0.526
textile	nsalu	0.604	0.235	0.395
textural	zolembedwera	0.660	0.296	0.445
texture	mawonekedwe	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	zikomo	0.958	0.353	0.526
thankful	othokoza	0.969	0.344	0.714
thankgod	Tiyamike ambuye	0.823	0.451	0.466
thanking	zikomo	0.917	0.538	0.658
thankless	osayamika	0.146	0.500	0.497
thanks	zikomo	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	zikomo	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	nsomba	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	thaw	0.438	0.321	0.327
theater	masewera	0.760	0.635	0.516
theatrical	masewero	0.720	0.690	0.546
theatrics	theatrics	0.694	0.539	0.486
thebest	bwino kwambiri	0.760	0.596	0.719
theft	kuba	0.135	0.867	0.394
theism	theism	0.460	0.431	0.481
theistic	theistic	0.397	0.365	0.509
thelife	thelife	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	mutu	0.541	0.176	0.427
theocracy	boma	0.490	0.427	0.722
theocratic	zachipembedzo	0.380	0.480	0.605
theologian	wazamulungu	0.521	0.304	0.759
theological	zamulungu	0.480	0.363	0.683
theology	zamulungu	0.448	0.330	0.711
theorem	theorem	0.500	0.296	0.615
theoretical	zopeka	0.615	0.270	0.546
theory	chiphunzitso	0.583	0.314	0.529
therapeutic	mankhwala	0.625	0.275	0.680
therapeutics	mankhwala	0.552	0.343	0.625
therapist	katswiri	0.468	0.430	0.679
therapy	mankhwala	0.490	0.353	0.607
thereabouts	pamenepo	0.427	0.365	0.285
thereof	zake	0.542	0.265	0.281
therewith	pamenepo	0.462	0.317	0.398
thermal	kutentha	0.480	0.360	0.509
thermocouple	thermocouple	0.406	0.406	0.422
thermodynamics	thermodynamics	0.510	0.594	0.678
thermometer	thermometer	0.400	0.327	0.473
thermos	thermos	0.582	0.255	0.328
thermostat	mpweya	0.439	0.480	0.321
thesaurus	thesaurus	0.520	0.480	0.509
thesis	chiphunzitso	0.583	0.582	0.552
thick	wandiweyani	0.449	0.433	0.596
thicken	thicken	0.406	0.398	0.509
thickening	kuphulika	0.448	0.355	0.434
thicket	chingwe	0.385	0.373	0.324
thickness	makulidwe	0.552	0.370	0.443
thief	wakuba	0.088	0.888	0.443
thigh	ntchafu	0.469	0.433	0.588
thimble	thimble	0.490	0.192	0.218
thin	woonda	0.469	0.337	0.356
thing	chinthu	0.449	0.222	0.260
things	zinthu	0.519	0.250	0.368
thingy	chinthu	0.458	0.312	0.158
think	ganizirani	0.786	0.408	0.618
thinker	woganiza	0.706	0.386	0.764
thinking	kuganiza	0.720	0.308	0.595
third	chachitatu	0.551	0.187	0.304
thirds	magawo atatu	0.402	0.327	0.345
thirst	ludzu	0.298	0.519	0.307
thirsty	waludzu	0.281	0.660	0.310
thirteen	khumi ndi zitatu	0.459	0.385	0.331
thirteenth	khumi ndi zitatu	0.408	0.330	0.425
thirty	makumi atatu	0.562	0.349	0.316
thistle	nthula	0.427	0.423	0.357
thither	kumeneko	0.500	0.270	0.316
thong	thong	0.467	0.596	0.269
thorn	munga	0.296	0.541	0.427
thorny	minga	0.177	0.690	0.500
thorough	bwinobwino	0.467	0.350	0.558
thoroughbred	bwino	0.669	0.740	0.716
thoroughfare	thoroughfare	0.582	0.481	0.490
thought	kuganiza	0.780	0.315	0.571
thoughtful	woganizira	0.667	0.290	0.527
thoughtfulness	kulingalira	0.867	0.269	0.667
thoughtless	osaganiza	0.194	0.580	0.452
thoughts	maganizo	0.745	0.382	0.691
thousand	zikwi	0.663	0.355	0.480
thrash	thrash	0.260	0.510	0.472
thread	ulusi	0.646	0.184	0.209
threat	mantha	0.135	0.865	0.667
threaten	kuopseza	0.104	0.958	0.590
threatened	anaopsezedwa	0.052	0.928	0.354
threatening	kuopseza	0.071	0.875	0.652
three	atatu	0.653	0.225	0.377
threefold	katatu	0.521	0.400	0.534
threesome	katatu	0.490	0.676	0.560
thresh	phulani	0.490	0.417	0.500
threshold	kumalo	0.531	0.519	0.575
thrice	katatu	0.469	0.442	0.462
thrift	nthawi zambiri	0.760	0.217	0.649
thrifty	chisokonezo	0.604	0.380	0.676
thrill	zosangalatsa	0.888	0.837	0.711
thrilled	osangalala	0.898	0.818	0.807
thriller	zokondweretsa	0.490	0.796	0.645
thrilling	zosangalatsa	0.930	0.827	0.782
thrive	zimakula bwino	0.948	0.529	0.772
thriving	kukulirakulira	0.865	0.521	0.779
throat	mmero	0.350	0.538	0.346
throb	kupweteka	0.500	0.673	0.556
throbbing	kugwedezeka	0.645	0.808	0.491
throes	akupweteka	0.146	0.760	0.235
throne	mpando wachifumu	0.724	0.606	0.887
throng	khamu	0.480	0.810	0.706
throttle	kupweteka	0.562	0.804	0.750
throw	kuponyera	0.344	0.770	0.623
throwback	kuponyedwa	0.280	0.454	0.356
thrower	woponya	0.470	0.690	0.717
thrown	kuponyedwa	0.500	0.550	0.619
thrush	thrush	0.306	0.490	0.454
thrust	kuponyedwa	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	thud	0.255	0.686	0.620
thug	thug	0.240	0.882	0.667
thumb	thumb	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	thump	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	kuthamanga	0.214	0.755	0.566
thunder	bingu	0.296	0.916	0.526
thunderbolt	bingu	0.418	0.719	0.642
thunderclap	bingu	0.390	0.833	0.607
thundering	mabingu	0.337	0.778	0.700
thunderstorm	mabingu	0.135	0.860	0.784
thunderstruck	thunderstruck	0.194	0.716	0.509
thwart	kusokoneza	0.281	0.684	0.409
thx	THX	0.562	0.425	0.461
thyme	thyme	0.561	0.255	0.325
thyroid	chithokomiro	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	chongani	0.521	0.386	0.412
ticked	amachotsedwa	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	tikiti	0.684	0.387	0.434
tickle	kondwerani	0.760	0.727	0.342
tickled	kudabwa	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	tidal	0.592	0.539	0.519
tidal wave	mawonekedwe ozungulira	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	mafunde	0.541	0.556	0.420
tidings	nkhani	0.610	0.510	0.694
tidy	zokoma	0.760	0.208	0.647
tie	tayi	0.663	0.464	0.431
tier	gawo limodzi	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tiger	0.479	0.765	0.664
tighten	imitsani	0.388	0.487	0.627
tightness	zolimba	0.344	0.606	0.759
tightrope	tightrope	0.354	0.653	0.279
tights	zojambulajambula	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	tile	0.429	0.245	0.348
tiling	kusindikiza	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	kusuntha	0.552	0.591	0.540
tiller	tiller	0.448	0.410	0.290
tilt	kutsitsa	0.365	0.549	0.463
tilting	kusokoneza	0.459	0.384	0.340
timber	matabwa	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	mgwirizano	0.460	0.480	0.296
time	nthawi	0.604	0.288	0.609
timeless	zosakhalitsa	0.408	0.468	0.583
timeliness	timeliness	0.760	0.404	0.582
timely	nthawi yake	0.865	0.387	0.591
timeout	lekeza panjira	0.344	0.433	0.322
timepiece	chidutswa cha nthawi	0.650	0.279	0.461
timer	timer	0.469	0.433	0.500
times	nthawi	0.490	0.279	0.439
timetable	ndondomeko	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	wamantha	0.327	0.276	0.132
timidity	manyazi	0.333	0.358	0.153
timing	nthawi	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tincture	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	tinfoil	0.448	0.284	0.311
tinge	tinge	0.469	0.292	0.264
tingle	tingle	0.460	0.560	0.264
tingling	kumangirira	0.427	0.615	0.340
tinker	tinker	0.396	0.528	0.275
tinkering	kusinkhasinkha	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	kusinkhasinkha	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	tinsel	0.663	0.521	0.473
tint	tint	0.582	0.292	0.273
tiny	kakang'ono	0.479	0.196	0.125
tip	nsonga	0.708	0.221	0.518
tipper	tipper	0.427	0.571	0.431
tipster	tipster	0.490	0.462	0.490
tipsy	tipsy	0.510	0.625	0.570
tiptoe	tiptoe	0.510	0.490	0.407
tirade	tirade	0.378	0.587	0.532
tire	tayala	0.438	0.385	0.381
tired	wotopa	0.125	0.317	0.191
tiredness	kutopa	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	osatopa	0.657	0.750	0.645
tiresome	zovuta	0.240	0.542	0.153
tiring	zovuta	0.153	0.510	0.176
tissue	minofu	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	tit	0.402	0.539	0.388
titan	titani	0.598	0.653	0.811
titanic	titanic	0.427	0.786	0.795
titanium	titaniyamu	0.520	0.470	0.704
tithe	chakhumi	0.507	0.276	0.385
title	mutu	0.708	0.356	0.574
titled	wotchulidwa	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	chophimba	0.302	0.452	0.196
toast	toast	0.740	0.382	0.356
toaster	choponderetsa	0.542	0.337	0.387
toasty	zosautsa	0.698	0.461	0.396
tobacco	fodya	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	lero	0.806	0.306	0.362
toddler	wang'ono	0.812	0.469	0.368
toe	zala	0.406	0.221	0.293
toenail	zitha	0.530	0.380	0.306
toffee	toffee	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	pamodzi	0.874	0.392	0.658
togetherness	mgwirizano	0.906	0.360	0.635
toil	kuvutikira	0.558	0.510	0.583
toilet	chimbudzi	0.490	0.290	0.233
toils	zovuta	0.480	0.710	0.482
token	chizindikiro	0.510	0.418	0.414
tolerable	zolekerera	0.750	0.350	0.374
tolerance	kulekerera	0.875	0.206	0.649
tolerant	kulekerera	0.765	0.192	0.618
tolerate	kulekerera	0.724	0.430	0.588
toleration	kulekerera	0.776	0.442	0.727
toll	Dipo	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	tomato	0.550	0.183	0.275
tomatoes	tomato	0.615	0.240	0.272
tomb	manda	0.112	0.500	0.343
tombstone	manda	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	tome	0.429	0.316	0.492
tomorrow	mawa	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	foni	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	mbendera	0.500	0.459	0.321
tongue	lilime	0.542	0.432	0.482
tonic	zosangalatsa	0.541	0.360	0.500
tonnage	tonnage	0.323	0.382	0.590
tonsils	toni	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	chida	0.490	0.350	0.594
toolbox	bokosi	0.531	0.316	0.472
tooling	kugwiritsa ntchito zida	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	toot	0.500	0.481	0.373
tooth	dzino	0.439	0.250	0.367
toothache	Dzino la Dzino	0.188	0.853	0.412
toothbrush	mabotolo	0.517	0.330	0.321
toothed	toothed	0.449	0.394	0.352
toothless	opanda pake	0.312	0.541	0.272
toothpaste	mankhwala opumira	0.510	0.290	0.371
toothpick	chotokosera mano	0.561	0.216	0.185
toots	zitsulo	0.552	0.480	0.451
top	pamwamba	0.760	0.400	0.554
topaz	topazi	0.643	0.325	0.384
topic	mutu	0.520	0.276	0.427
topical	zamatsenga	0.561	0.340	0.500
topless	zopanda pake	0.625	0.765	0.414
topographic	zojambulajambula	0.604	0.378	0.558
topographical	zojambula	0.438	0.350	0.538
topography	zojambulajambula	0.469	0.357	0.506
topple	kugwedeza	0.198	0.820	0.573
topside	pamwamba	0.708	0.466	0.598
tor	tor	0.337	0.430	0.418
torch	nyali	0.531	0.630	0.545
torment	kuzunzika	0.057	0.750	0.387
tormented	kuzunzidwa	0.071	0.855	0.323
torn	atang'ambika	0.153	0.510	0.283
tornado	chimphepo	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	nthawi	0.466	0.375	0.406
torrent	mtsinje	0.541	0.745	0.676
torrid	thunzi	0.281	0.625	0.517
torsion	kutentha	0.312	0.651	0.402
torso	torso	0.408	0.394	0.473
tort	cholakwika	0.229	0.635	0.455
tortious	zowawa	0.312	0.724	0.491
tortoise	fulu	0.673	0.078	0.250
tortuous	zowawa	0.194	0.755	0.382
torture	kuzunza	0.115	0.878	0.555
tortured	kuzunzidwa	0.062	0.890	0.361
toss	kuponyera	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	chiwerengero	0.771	0.286	0.714
totality	zonse	0.688	0.443	0.717
totally	kwathunthu	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	kukhudza	0.646	0.477	0.455
touchdown	kukhudzidwa	0.667	0.770	0.586
touched	anakhudzidwa	0.592	0.380	0.404
touching	yogwira mtima	0.760	0.439	0.491
touchy	zovuta	0.323	0.510	0.343
tough	zovuta	0.344	0.588	0.742
toughen	toughen	0.458	0.683	0.711
toughness	kuvutika	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	ulendo	0.663	0.545	0.543
tourism	zokopa alendo	0.823	0.531	0.545
tourist	alendo	0.745	0.480	0.430
tourmaline	tourmaline	0.448	0.513	0.441
tournament	masewera	0.694	0.740	0.611
tourniquet	zojambula	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	tow	0.531	0.500	0.508
towel	thaulo	0.630	0.208	0.286
tower	nsanja	0.606	0.380	0.644
towering	towering	0.500	0.690	0.806
town	tawuni	0.551	0.299	0.627
townhouse	townhouse	0.622	0.400	0.443
township	township	0.531	0.292	0.667
townspeople	anthu a m'mudzi	0.677	0.466	0.569
toxic	poizoni	0.008	0.885	0.492
toxicity	poizoni	0.104	0.865	0.491
toxicology	toxicology	0.302	0.736	0.574
toxin	poizoni	0.115	0.654	0.456
toy	chidole	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	tsatanetsatane	0.573	0.346	0.483
traceable	zosavuta	0.602	0.370	0.535
tracer	wotsutsa	0.573	0.327	0.645
traces	zochitika	0.482	0.448	0.389
trachea	trachea	0.448	0.509	0.387
tracing	kufufuza	0.418	0.591	0.565
track	nyimbo	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	thirakiti	0.406	0.422	0.339
tractable	zosakanikizika	0.635	0.500	0.469
traction	kusokoneza	0.429	0.585	0.648
tractor	thirakitala	0.449	0.580	0.619
trade	malonda	0.561	0.544	0.690
trademark	chizindikiro	0.667	0.344	0.750
trader	wogulitsa	0.562	0.632	0.854
tradesman	wogulitsa	0.531	0.431	0.664
trading	malonda	0.635	0.602	0.705
tradition	miyambo	0.830	0.430	0.750
traditional	zachikhalidwe	0.677	0.221	0.604
traffic	traffic	0.323	0.559	0.518
traffic light	kuwala kwa magalimoto	0.490	0.469	0.479
trafficking	malonda	0.250	0.710	0.399
tragedies	masoka	0.100	0.910	0.442
tragedy	tsoka	0.052	0.843	0.340
tragic	zovuta	0.048	0.904	0.396
trail	njira	0.600	0.322	0.455
trailer	kanema	0.541	0.490	0.473
train	kuphunzitsa	0.666	0.705	0.620
train set	sitima yaikidwa	0.604	0.598	0.464
trained	ophunzitsidwa	0.771	0.538	0.645
trainee	wophunzira	0.627	0.408	0.352
trainer	wophunzitsa	0.698	0.719	0.824
training	maphunziro	0.714	0.776	0.788
trait	khalidwe	0.469	0.365	0.453
traitor	wotsutsa	0.112	0.796	0.491
traitorous	wosakhulupirika	0.073	0.745	0.412
trajectory	kutsutsana	0.653	0.558	0.779
tram	tram	0.667	0.628	0.492
tramp	kupondaponda	0.108	0.510	0.182
trample	kupondaponda	0.235	0.764	0.562
trampoline	trampoline	0.604	0.690	0.391
tramway	tramway	0.615	0.538	0.543
trance	masewero	0.469	0.481	0.382
tranquil	mtendere	0.917	0.094	0.355
tranquility	bata	0.840	0.135	0.442
tranquilizer	chitetezo	0.510	0.236	0.596
transact	transact	0.521	0.625	0.680
transaction	malonda	0.650	0.577	0.579
transatlantic	transatlantic	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	kupitirira	0.604	0.771	0.726
transcendence	kupititsa patsogolo	0.656	0.608	0.754
transcendent	kupitirira	0.667	0.600	0.824
transcendental	transcendental	0.635	0.652	0.842
transcribe	lembani	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	zolemba	0.639	0.398	0.528
transcription	kusindikizidwa	0.592	0.455	0.615
transfer	tumizani	0.702	0.490	0.519
transference	kutumizidwa	0.592	0.294	0.551
transferred	adasamutsidwa	0.480	0.450	0.409
transfixed	transfixed	0.427	0.660	0.528
transform	kusintha	0.735	0.667	0.696
transformation	kusintha	0.796	0.618	0.770
transformer	transformer	0.582	0.582	0.723
transfusion	kuikidwa magazi	0.417	0.730	0.557
transgression	zolakwa	0.158	0.890	0.611
transient	zosakhalitsa	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	kutuluka	0.439	0.590	0.588
transition	kusintha	0.605	0.561	0.558
transitional	zosintha	0.573	0.472	0.491
transitive	kusintha	0.479	0.377	0.414
transitory	zosakhalitsa	0.438	0.450	0.407
translate	tanthauzirani	0.604	0.423	0.462
translation	kumasulira	0.633	0.435	0.598
translator	womasulira	0.760	0.412	0.473
translocation	translocation	0.367	0.612	0.564
translucent	translucent	0.600	0.500	0.389
transmission	kutumiza	0.688	0.490	0.611
transmit	tumizani	0.836	0.581	0.673
transmitter	zotumiza	0.520	0.511	0.719
transmutation	kusinthidwa	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	kuwonetsera	0.847	0.260	0.587
transparent	poyera	0.542	0.330	0.667
transplant	kuika	0.445	0.806	0.620
transplantation	kuziika	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	zoyendetsa	0.613	0.627	0.605
transportation	zoyendetsa	0.667	0.560	0.472
transporter	transporter	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	kusintha	0.312	0.451	0.555
transsexual	kugonana	0.264	0.815	0.423
transverse	zosuntha	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	msampha	0.104	0.610	0.391
trapdoor	trapdoor	0.094	0.670	0.462
trapeze	katemera	0.542	0.625	0.566
trapped	atagwidwa	0.135	0.615	0.380
trapper	msampha	0.296	0.654	0.491
trapping	kumangirira	0.333	0.621	0.491
trappings	zovuta	0.458	0.462	0.370
traps	misampha	0.235	0.673	0.481
trash	zinyalala	0.163	0.541	0.154
trashy	chiwonongeko	0.071	0.380	0.161
trauma	kusokonezeka	0.112	0.792	0.453
traumatic	zowawa	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	kuyenda	0.931	0.689	0.535
traveler	woyenda	0.837	0.571	0.700
traveling	kuyenda	0.900	0.750	0.582
traverse	tulukani	0.571	0.590	0.629
travesty	travesty	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	tray	0.549	0.250	0.345
treacherous	achinyengo	0.112	0.815	0.402
treachery	chinyengo	0.104	0.852	0.448
tread	kuponda	0.510	0.520	0.426
treadmill	choponderera	0.459	0.636	0.436
treason	chiwembu	0.094	0.806	0.552
treasure	chuma	0.927	0.592	0.821
treasured	amachoka	0.849	0.471	0.730
treasurer	msungichuma	0.694	0.456	0.755
treasures	chuma	0.867	0.771	0.842
treasury	chuma	0.812	0.541	0.736
treat	chithandizo	0.573	0.571	0.436
treatable	zochiritsidwa	0.780	0.302	0.560
treatise	chithandizo	0.604	0.407	0.613
treatment	mankhwala	0.663	0.386	0.620
treaty	mgwirizano	0.646	0.382	0.667
treble	Zimagwedezeka	0.358	0.471	0.466
tree	mtengo	0.670	0.118	0.442
trees	mitengo	0.653	0.137	0.537
trek	ulendo	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	kunjenjemera	0.177	0.878	0.388
trembling	kunjenjemera	0.177	0.824	0.324
tremendous	kwambiri	0.600	0.888	0.773
tremendously	mwamphamvu	0.719	0.722	0.661
tremor	kunjenjemera	0.104	0.833	0.455
trench	ngalande	0.429	0.760	0.429
trend	mchitidwe	0.625	0.458	0.706
trending	zovuta	0.750	0.472	0.600
trendy	zovuta	0.713	0.520	0.536
trepidation	mantha	0.582	0.594	0.464
trespass	kulakwa	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	kuyendera	0.398	0.433	0.479
trial	mayesero	0.438	0.663	0.612
triangle	katatu	0.562	0.269	0.352
triangular	katatu	0.430	0.320	0.397
triangulate	triangulate	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	mafuko	0.417	0.404	0.482
tribe	fuko	0.664	0.486	0.516
tribulation	chisautso	0.448	0.612	0.484
tribunal	khoti lamilandu	0.410	0.670	0.797
tribune	mtsogoleri	0.610	0.585	0.556
tributary	chiwongoladzanja	0.615	0.463	0.616
tribute	msonkho	0.684	0.573	0.700
trick	chinyengo	0.542	0.700	0.409
trickery	chinyengo	0.146	0.798	0.336
trickle	tambani	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	zovuta	0.219	0.651	0.500
tricycle	maselo ozungulira	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	sungani	0.271	0.296	0.221
trifling	kusokoneza	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	kuyambitsa	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	trilioni	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	trim	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	kuchepetsa	0.260	0.548	0.529
trimming	kudula	0.500	0.478	0.325
trine	chitani	0.396	0.365	0.317
trinity	utatu	0.635	0.346	0.660
trinket	katemera	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	ulendo	0.875	0.643	0.538
tripartite	katatu	0.500	0.480	0.539
tripe	zam'mimba	0.312	0.361	0.438
triple	katatu	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	katatu	0.684	0.545	0.717
tripod	katatu	0.406	0.388	0.483
tripping	kusuntha	0.276	0.594	0.293
trite	chitani	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	kupambana	0.969	0.798	0.926
triumphant	kupambana	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	zochepa	0.406	0.387	0.337
troll	katemera	0.378	0.627	0.327
trolley	trolley	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	gulu	0.375	0.696	0.750
trooper	wopanikiza	0.458	0.694	0.713
troops	asilikali	0.385	0.718	0.804
trophy	mpikisano	0.947	0.643	0.676
tropic	otentha	0.740	0.529	0.536
tropical	otentha	0.740	0.461	0.509
tropics	otentha	0.740	0.383	0.412
trot	kuthamanga	0.531	0.664	0.396
trouble	vuto	0.135	0.811	0.452
troubled	kuda nkhawa	0.167	0.627	0.385
troublemaker	zovuta	0.260	0.900	0.596
troubles	mavuto	0.051	0.854	0.269
troublesome	zovuta	0.283	0.894	0.404
trough	nkhokwe	0.500	0.308	0.340
troupe	gulu	0.625	0.406	0.557
trousers	thalauza	0.625	0.314	0.442
trout	nsomba ya trauti	0.516	0.387	0.298
trowel	nsalu	0.470	0.418	0.250
truce	chisokonezo	0.688	0.441	0.453
truck	galimoto	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	galimoto	0.480	0.450	0.534
truculent	zovuta	0.210	0.731	0.498
true	Zoona	0.896	0.436	0.777
truelove	chikondi chowona	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	lipenga	0.640	0.716	0.898
trumpet	lipenga	0.573	0.570	0.393
trumpeter	lipenga	0.673	0.600	0.676
truncate	truncate	0.323	0.600	0.412
truncated	truncated	0.316	0.602	0.439
trundle	sungani	0.507	0.270	0.414
trunk	thunthu	0.271	0.167	0.404
truss	phokoso	0.521	0.482	0.569
trust	kudalira	0.888	0.547	0.741
trustee	trustee	0.531	0.442	0.658
trusting	kudalira	0.857	0.508	0.750
trustworthy	odalirika	0.969	0.315	0.824
trusty	trusty	0.863	0.398	0.696
truth	choonadi	0.971	0.400	0.685
truthful	zoona	0.708	0.467	0.807
truthfulness	zoona	0.920	0.549	0.808
try	yesani	0.604	0.551	0.556
tryout	Yesani	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	tub	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	chubu	0.418	0.279	0.409
tuberculosis	chifuwa chachikulu	0.214	0.519	0.424
tubing	tubing	0.438	0.363	0.358
tubular	tubular	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	Lachiwiri	0.469	0.184	0.330
