Word	Sesotho-st	Valence	Arousal	Dominance
unnamed	e sa tsejoe ka lebitso	0.316	0.189	0.284
unnatural	e sa tloaelehang	0.153	0.587	0.434
unnecessary	ha ho hlokahale	0.219	0.358	0.190
unneeded	e sa tsejoe	0.177	0.375	0.245
unnoticed	e sa tsejoe	0.302	0.440	0.260
unnumbered	e se nang palo	0.406	0.255	0.331
unobserved	e sa sebetsoe	0.398	0.255	0.257
unobstructed	e sa koaloe	0.583	0.440	0.573
unobtrusive	e sa sebete	0.447	0.327	0.402
unoccupied	e sa sebetsane	0.258	0.245	0.412
unofficial	e sa tloaelehang	0.260	0.302	0.255
unopened	e sa bulehe	0.542	0.340	0.265
unopposed	e sa hanyetsoe	0.615	0.375	0.537
unordered	e sa lumellane	0.224	0.482	0.190
unorganised	e sa hlophisoang	0.250	0.500	0.212
unorganized	e sa hlophisoang	0.260	0.657	0.173
unorthodox	ho sa hlokahale	0.340	0.480	0.441
unpack	hlakola	0.531	0.528	0.445
unpaid	e sa lefelloeng	0.300	0.413	0.365
unparalleled	e sa tšoaneng	0.708	0.306	0.538
unpleasant	e sa thabiseng	0.122	0.612	0.185
unpleasantness	e sa thabiseng	0.062	0.724	0.264
unplug	hlakola	0.239	0.441	0.404
unplugged	e sa buloa	0.367	0.375	0.318
unpopular	e sa rateheng	0.073	0.441	0.164
unprecedented	e e-s'o ka e e-ba teng	0.500	0.491	0.658
unpredictable	e sa lebelloang	0.429	0.769	0.515
unprepared	e sa itokisetsa	0.204	0.450	0.152
unpretentious	e se nang boikemisetso	0.510	0.296	0.410
unproductive	e sa pheleng	0.100	0.324	0.237
unprofessional	e se nang thuso	0.042	0.370	0.170
unprofitable	e se nang thuso	0.163	0.376	0.217
unprotected	sa sireletsoa	0.150	0.582	0.197
unproven	u se na phihlelo	0.296	0.427	0.216
unprovoked	e sa sireletsoa	0.565	0.327	0.385
unpublished	e sa hatisoang	0.406	0.480	0.481
unpunished	ha a fuoe kotlo	0.292	0.594	0.519
unqualified	e sa tšoanelehe	0.170	0.433	0.173
unquestionable	ha ho pelaeloe	0.469	0.450	0.843
unquestionably	ntle ho pelaelo	0.500	0.630	0.750
unquestioned	ho sa tsotellehe	0.562	0.509	0.746
unquote	sa fetohe	0.388	0.363	0.517
unravel	e senola	0.378	0.598	0.455
unreachable	se ke keng sa fumanoa	0.208	0.679	0.557
unread	e sa baloe	0.458	0.240	0.214
unreal	e sa utloahaleng	0.173	0.431	0.296
unrealistic	e sa utloahaleng	0.229	0.500	0.245
unreasonable	e se nang kahlolo e molemo	0.115	0.702	0.264
unrecorded	e sa amoheleheng	0.241	0.351	0.350
unregistered	e sa ngolisoang	0.255	0.337	0.266
unregulated	e sa laoloang ke molao	0.344	0.454	0.421
unrelated	e sa amaneng	0.302	0.270	0.264
unrelenting	e sa feleng	0.500	0.790	0.875
unreliable	sa tšepahaleng	0.108	0.480	0.240
unremarkable	ho sa sebetse	0.271	0.155	0.230
unrepentant	ba sa bake	0.240	0.445	0.413
unrequited	ha e na thuso	0.143	0.441	0.179
unresolved	e sa rarolloe	0.135	0.441	0.173
unresponsive	e sa arabeleng	0.108	0.282	0.244
unrest	merusu	0.102	0.577	0.231
unrestrained	e sa thibeloe	0.385	0.775	0.627
unrestricted	e sa thibeloa	0.698	0.458	0.644
unromantic	e se nang thuso	0.208	0.316	0.307
unruly	e sa laoleheng	0.240	0.745	0.547
unsafe	sa sireletseha	0.115	0.562	0.147
unsanitary	e sa hloekang	0.063	0.592	0.269
unsatisfactory	e sa khotsofatse	0.122	0.520	0.189
unsatisfied	e sa khotsofala	0.200	0.547	0.241
unsavory	e sa thabiseng	0.071	0.637	0.353
unscathed	e sa tsejoe	0.625	0.308	0.611
unscheduled	e sa tsejoang	0.312	0.436	0.300
unscientific	sa saense	0.396	0.317	0.321
unscrew	senya	0.333	0.462	0.396
unscrupulous	ea sa tšepahaleng	0.094	0.727	0.465
unseat	e se ke ea e-ba teng	0.229	0.500	0.312
unseen	e sa bonoeng	0.427	0.351	0.421
unselfish	ho hloka boithati	0.615	0.353	0.377
unsettled	e sa tsitsitseng	0.208	0.647	0.170
unsightly	u hlokomele	0.226	0.559	0.373
unsolicited	e sa etsoang	0.094	0.339	0.280
unsolved	e sa rarolloe	0.146	0.390	0.235
unsophisticated	e sa tsejoeng hantle	0.327	0.491	0.339
unsound	e sa tsitsang	0.146	0.222	0.272
unspeakable	e sa khonehang	0.327	0.567	0.393
unspecified	e sa tsejoe	0.240	0.365	0.165
unspoken	e sa tsejoe	0.177	0.260	0.208
unstable	e tsitsitseng	0.167	0.587	0.150
unsteady	e sa tsitsang	0.122	0.500	0.190
unstoppable	e sa tsitsang	0.625	0.887	0.862
unsuccessful	ha ea atleha	0.140	0.318	0.106
unsuitable	e sa lokang	0.188	0.528	0.300
unsung	se sa ts'oane	0.296	0.330	0.314
unsupervised	e sa laoleheng	0.478	0.481	0.442
unsupported	ha e tšehetsoe	0.260	0.450	0.221
unsure	u sa kholisehe	0.143	0.580	0.217
unsurpassed	e sa lekanyetsoang	0.694	0.569	0.798
unsuspecting	ba sa tsebeng letho	0.302	0.509	0.413
unsustainable	e sa tsitseng	0.255	0.650	0.406
unsweetened	unsweetened	0.396	0.263	0.300
unsympathetic	ea se nang kutloelo-bohloko	0.163	0.620	0.281
untamed	e sa tsejoe	0.429	0.778	0.709
untenable	ho sa tsotellehe	0.143	0.637	0.425
untested	e sa fumanoe	0.302	0.296	0.348
unthinkable	ho sa nahaneheng	0.365	0.480	0.481
untidy	e sa phutholoha	0.106	0.610	0.254
untie	lokolla	0.542	0.463	0.472
untimely	ka nako e sa lekanyetsoang	0.245	0.676	0.233
untitled	e se nang mabitso	0.213	0.240	0.240
untold	e sa tsejoe	0.240	0.367	0.191
untouchable	e sa fumaneheng	0.490	0.602	0.683
untouched	e sa fumanoe	0.531	0.276	0.600
untoward	e sa lefelloeng	0.122	0.555	0.291
untraceable	e ke keng ea lekanngoa	0.321	0.674	0.574
untrained	ba sa rutehang	0.149	0.529	0.282
untranslated	e sa sisinyehe	0.271	0.188	0.264
untroubled	e sa tsitsitseng	0.750	0.213	0.653
untrue	e se 'nete	0.031	0.500	0.188
untrustworthy	ea sa tšepahaleng	0.097	0.449	0.287
unturned	e sa bulehe	0.312	0.255	0.316
unused	ha e sebelisoe	0.344	0.231	0.234
unusual	e sa tloaelehang	0.429	0.433	0.361
unusually	e sa tloaelehang	0.385	0.406	0.358
unutterable	e ke keng ea qojoa	0.406	0.592	0.538
unveil	senola	0.439	0.442	0.562
unveiling	ho senola	0.569	0.570	0.675
unverified	e sa netefatsoang	0.214	0.365	0.180
unwanted	e sa batleheng	0.177	0.546	0.205
unwarranted	ho sa hlokahale	0.091	0.500	0.345
unwary	e sa hlokomelehe	0.286	0.417	0.402
unwashed	ha e hlatsoe	0.365	0.427	0.360
unwavering	e sa tsitsang	0.740	0.630	0.858
unwed	ha u nyaloe	0.541	0.595	0.459
unwelcome	e sa amoheleheng	0.115	0.480	0.269
unwell	lula hantle	0.143	0.640	0.221
unwilling	ha u rate	0.302	0.316	0.179
unwillingly	ho sa tsotellehe	0.204	0.548	0.182
unwillingness	ho se ikemisetse	0.204	0.311	0.113
unwind	hlakola	0.837	0.181	0.394
unwise	e seng bohlale	0.141	0.610	0.304
unwitting	ho se tsebe	0.260	0.526	0.344
unwittingly	ba sa tsebe	0.312	0.510	0.264
unworthy	e sa tšoanelehe	0.194	0.433	0.226
unwrap	sekola	0.604	0.491	0.557
unwritten	e sa ngoloa	0.367	0.384	0.272
unyielding	ho sa tsotellehe	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	ho hōlisa	0.677	0.490	0.600
upcoming	e tlang	0.688	0.460	0.550
update	update	0.698	0.535	0.802
upgrade	ntlafatsa	0.786	0.500	0.670
upheaval	ho ferekana	0.290	0.830	0.570
uphill	ho ea holimo	0.396	0.723	0.572
uphold	ts'ehetsa	0.698	0.321	0.561
upholstery	ho laola	0.592	0.270	0.386
upkeep	ho boloka	0.590	0.442	0.685
upland	upland	0.719	0.578	0.607
uplands	lihlekehleke	0.615	0.471	0.577
uplift	tsosoa	0.656	0.779	0.771
uplifting	ho phahamisa	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	kenya	0.638	0.683	0.696
upper	ka holimo	0.740	0.529	0.868
uppercut	ho fokola	0.410	0.600	0.550
uppity	uppity	0.465	0.546	0.417
upright	e lokile	0.667	0.373	0.600
uprising	ho tsosoa	0.561	0.777	0.704
uproar	moferefere	0.271	0.902	0.462
upscale	upscale	0.698	0.526	0.846
upset	koatile	0.071	0.680	0.330
upshot	ho ea holimo	0.693	0.490	0.716
upstairs	kamoreng e ka holimo	0.663	0.408	0.645
upstanding	phahameng	0.851	0.390	0.708
upstart	ho ea holimo	0.449	0.500	0.455
uptight	ho khotsofatsa	0.184	0.716	0.333
upward	ho ea holimo	0.792	0.481	0.620
upwards	holimo	0.724	0.439	0.638
uranium	uranium	0.375	0.580	0.490
urban	toropo	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	mo khothalletsa	0.418	0.680	0.653
urgency	potlako	0.429	0.908	0.543
urgent	potlako	0.327	0.918	0.623
urinal	urinal	0.214	0.510	0.306
urinalysis	ho hlolloa	0.344	0.532	0.398
urinate	ntša metsi	0.360	0.500	0.353
urination	ho tlohela	0.271	0.441	0.232
urine	mochini	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	e sebelisoang	0.812	0.455	0.611
usage	tšebeliso	0.646	0.360	0.426
use	sebelisa	0.438	0.358	0.409
used	e sebelisitsoeng	0.354	0.306	0.287
useful	e molemo	0.833	0.411	0.726
usefully	ka mokhoa o sebetsang	0.650	0.481	0.760
usefulness	thuso	0.806	0.519	0.741
useless	ha e na thuso	0.052	0.342	0.184
user	mosebedisi	0.629	0.347	0.442
usher	sebedisa	0.521	0.440	0.519
usual	e tloaelehileng	0.625	0.221	0.400
usurp	ho senya	0.125	0.818	0.433
usurped	e fetotsoe	0.292	0.780	0.438
usury	lekhetho	0.344	0.679	0.430
utensil	lisebelisoa	0.573	0.279	0.383
uterus	sebete	0.551	0.420	0.510
utilitarian	thuso ea tšebelisano	0.427	0.363	0.639
utility	thuso	0.622	0.400	0.704
utilization	tshebediso	0.562	0.469	0.706
utilize	sebelisa	0.694	0.445	0.545
utmost	e kholo	0.719	0.740	0.858
utopian	li-utopiana	0.542	0.327	0.552
utter	ho bua	0.531	0.422	0.549
utterance	polelo	0.542	0.640	0.704
utterly	ka ho feletseng	0.633	0.440	0.673
vacancy	khetho	0.643	0.311	0.418
vacant	e seng ntle	0.578	0.220	0.464
vacate	tsoa	0.357	0.490	0.397
vacation	phomolo	0.840	0.490	0.598
vaccination	ho entoa	0.530	0.578	0.621
vaccine	ente	0.500	0.520	0.555
vacuolar	ho fokola	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	ho fokola	0.354	0.267	0.304
vacuum	khaotsa	0.327	0.196	0.134
vagabond	hanyenyane	0.384	0.531	0.144
vagina	botšehali	0.551	0.870	0.500
vaginal	ea botšehali	0.449	0.765	0.420
vagrancy	khohlano	0.219	0.567	0.277
vagrant	ho hlasela	0.265	0.548	0.250
vague	e sa hlakileng	0.271	0.335	0.083
vagueness	ho fosahetse	0.150	0.324	0.221
vainly	lefeela	0.365	0.283	0.169
valance	botšepehi	0.424	0.286	0.371
vale	setopo	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	sebete	0.880	0.745	0.904
valid	e nepahetse	0.693	0.353	0.565
validate	netefatsa	0.760	0.431	0.745
validation	netefatso	0.655	0.460	0.720
validity	ho netefatsa	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	phula	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	ea bohlokoa	0.899	0.547	0.798
valuables	lintho tsa bohlokoa	0.790	0.625	0.759
valuation	tekanyo	0.615	0.480	0.795
value	bohlokoa	0.875	0.582	0.802
valve	sekheo	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	moferefere	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	ho senya	0.135	0.792	0.473
vandalism	ho senyeha ha lintho	0.083	0.904	0.509
vane	vane	0.561	0.280	0.231
vanguard	hello	0.693	0.640	0.780
vanilla	vanilla	0.706	0.216	0.284
vanish	nyamela	0.236	0.480	0.347
vanished	e ile ea fela	0.208	0.566	0.255
vanishing	e fela	0.292	0.550	0.322
vanity	lefeela	0.260	0.540	0.439
vanquish	hlōla	0.708	0.760	0.804
vanquished	ba hlōloa	0.496	0.529	0.176
vanquishing	ho hlōla	0.600	0.748	0.764
vantage	khaolo	0.740	0.632	0.788
vapor	moholi	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	ho fetoha	0.620	0.407	0.400
variance	ho fapana	0.540	0.405	0.509
variation	ho fapana	0.635	0.561	0.406
variations	ho fapana	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	bo-varicose	0.235	0.462	0.368
varied	e fapane	0.604	0.701	0.472
variegated	variegated	0.398	0.549	0.406
variety	ho fapana	0.714	0.472	0.598
various	tse sa tšoaneng	0.500	0.296	0.342
varmint	hlaphoheloa	0.417	0.500	0.411
varnish	li-varnish	0.448	0.353	0.361
varsity	bohlasoa	0.710	0.594	0.670
vary	fapana	0.521	0.373	0.413
varying	ho fapana	0.552	0.471	0.385
vascular	sefuba	0.516	0.451	0.627
vase	motlakase	0.638	0.225	0.215
vasectomy	vasectomy	0.208	0.663	0.431
vassal	bohlasoa	0.417	0.525	0.196
vast	kholo	0.520	0.535	0.545
vat	vat	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	sekepe	0.490	0.378	0.644
vaulted	khaolo	0.417	0.460	0.542
vaulting	ho tlohela	0.510	0.323	0.520
veal	veal	0.438	0.337	0.410
vector	vector	0.538	0.308	0.482
veer	khaotsa	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	moriana	0.490	0.226	0.357
vegetable	meroho	0.551	0.120	0.289
vegetarian	meroho ea limela	0.562	0.255	0.407
vegetarianism	lihlahisoa tsa limela	0.510	0.269	0.407
vegetation	limela	0.740	0.177	0.500
vegetative	vegetative	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	cheseho	0.500	0.500	0.575
vehicle	koloi	0.641	0.565	0.500
veil	lesira	0.500	0.235	0.415
veiled	e koahetsoeng	0.370	0.317	0.324
vein	veine	0.347	0.373	0.318
veined	e veine	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	velocity	0.673	0.769	0.783
velour	sehlahlo	0.670	0.292	0.412
velvet	velvet	0.663	0.226	0.304
velvety	ho fosahetse	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	ho rekisa	0.417	0.565	0.549
vendor	morekisi	0.541	0.541	0.627
veneer	tšenete	0.490	0.265	0.289
venerable	ho hlompheha	0.708	0.369	0.600
veneration	khumamelo	0.745	0.650	0.712
venereal	venereal	0.302	0.654	0.424
venetian	sephiri	0.633	0.373	0.464
vengeance	phetetso	0.103	0.927	0.719
vengeful	phetetsa	0.150	0.840	0.561
venison	lijo tsa tlhaho	0.510	0.422	0.296
venom	maqeba	0.125	0.770	0.491
venomous	ho tletse	0.159	0.841	0.636
venous	ho tšoenyeha	0.406	0.571	0.453
vent	sefofane	0.479	0.519	0.529
ventilation	ventilation	0.719	0.451	0.568
ventilator	fensetere	0.471	0.353	0.344
venting	ho qala	0.375	0.388	0.418
ventricle	ventricle	0.520	0.387	0.464
ventricular	ventricular	0.440	0.549	0.475
ventriloquist	sepheo sa li-ventriloquist	0.552	0.600	0.526
venture	khoebo	0.893	0.810	0.644
venue	sebaka	0.727	0.316	0.395
veracity	nete	0.735	0.724	0.798
veranda	veranda	0.743	0.343	0.439
verb	leetsi	0.582	0.312	0.414
verbal	mantsoe	0.520	0.291	0.562
verbatim	mantsoe	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	ho bua	0.300	0.491	0.451
verdant	ho lemala	0.600	0.260	0.389
verdict	qeto	0.325	0.689	0.800
verge	haufi	0.500	0.337	0.305
verification	netefatso	0.750	0.276	0.642
verified	netefatsoa	0.781	0.367	0.677
verify	netefatsa	0.761	0.481	0.704
verily	ka sebele	0.713	0.351	0.585
veritable	e le hantle	0.794	0.330	0.759
vermin	likokoana-hloko	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	puo ea matsoho	0.479	0.453	0.615
vernal	ea sebele	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	e fapaneng	0.906	0.625	0.714
versatility	ho ikamahanya le maemo	0.878	0.585	0.750
verse	temana	0.667	0.269	0.336
version	tlhahiso	0.604	0.423	0.538
versus	khahlano	0.310	0.500	0.447
vert	motsoako	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	vertebral	0.308	0.434	0.525
vertex	vertex	0.316	0.510	0.491
vertical	e totobetseng	0.520	0.387	0.492
vertically	ho shebella	0.534	0.385	0.545
vertigo	vertigo	0.292	0.655	0.445
verve	polelo	0.724	0.840	0.693
very negative	e fosahetse haholo	0.062	0.521	0.148
very positive	e ntle haholo	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	seaparo sa liaparo	0.359	0.509	0.379
vesicular	mahlahahlaha	0.214	0.440	0.483
vessel	sekepe	0.490	0.398	0.538
vest	seaparo	0.667	0.380	0.371
vested	e entsoe	0.663	0.415	0.648
vestibule	holo	0.541	0.385	0.422
vestige	setlolo	0.562	0.470	0.454
vet	vet	0.531	0.400	0.644
veteran	sebete	0.560	0.431	0.759
veterinarian	ngaka ea liphoofolo	0.582	0.418	0.542
veterinary	bongaka ba bongaka	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	tšoenyeha	0.115	0.802	0.413
viability	e tsoetse pele	0.776	0.500	0.684
viable	e sebetsa hantle	0.656	0.320	0.667
viaduct	viaduct	0.420	0.440	0.662
vial	e tsoetseng pele	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	e thothomela	0.635	0.688	0.574
vibrant	e tsotehang	0.771	0.824	0.782
vibrate	thothomela	0.500	0.698	0.604
vibration	ho sisinyeha	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	ho sisinyeha	0.542	0.690	0.527
vicar	mohlankana	0.531	0.370	0.555
vicarious	e leng sehlōhō	0.479	0.452	0.517
vice	moeletsi	0.296	0.778	0.480
viceroy	hello	0.541	0.481	0.712
vicinity	haufi	0.700	0.353	0.466
vicious	e kotsi	0.208	0.694	0.407
victim	sehlōhō	0.115	0.676	0.202
victimized	ba hlokofalitsoe	0.115	0.644	0.273
victor	sehlōhō	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	ho hl ¯ ola	0.884	0.886	0.946
victory	tlhōlo	0.938	0.735	0.931
video	video	0.646	0.577	0.427
video game	papali ea video	0.707	0.765	0.414
videotape	videotape	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	pono	0.896	0.292	0.555
viewer	sethebelli	0.592	0.358	0.558
viewing	ho sheba	0.690	0.394	0.598
viewpoint	pono ea maikutlo	0.673	0.306	0.644
vigil	hlokolosi	0.521	0.480	0.491
vigilance	le falimehe	0.490	0.615	0.724
vigilant	le falimehe	0.469	0.643	0.791
vigilante	hlokolosi	0.418	0.627	0.720
vignette	vignette	0.717	0.283	0.382
vigor	matla	0.860	0.755	0.811
vigorous	e matla	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	e mpe	0.083	0.537	0.553
villa	villa	0.698	0.290	0.345
village	motseng	0.684	0.367	0.336
villager	moahelani	0.710	0.387	0.509
villain	bongoli	0.177	0.892	0.590
villainous	hahahaha	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	netefatsa	0.656	0.596	0.767
vindicated	e tiisitsoe	0.615	0.480	0.609
vindication	qoso	0.531	0.632	0.764
vindictive	ho ba le boikemelo	0.092	0.830	0.500
vine	morara	0.531	0.292	0.405
vinegar	asene	0.276	0.370	0.356
vineyard	serapa sa morara	0.806	0.382	0.595
vintage	sefate sa morara	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	tlōla	0.061	0.970	0.519
violation	tlōlo ea molao	0.083	0.892	0.413
violence	pefo	0.061	0.933	0.719
violent	e mabifi	0.112	0.918	0.616
violently	ka mabifi	0.120	0.970	0.527
violet	violet	0.688	0.272	0.401
violin	violin	0.823	0.396	0.389
violinist	violinist	0.804	0.302	0.538
viper	nyopa	0.173	0.846	0.632
viral	kokoana-hloko	0.240	0.612	0.518
virgin	moroetsana	0.622	0.433	0.462
virginal	ho fapana	0.673	0.577	0.464
virginity	boroetsana	0.691	0.676	0.576
virility	bolibe	0.684	0.670	0.718
virology	virology	0.418	0.569	0.562
virtual	ho hang	0.598	0.532	0.463
virtually	hoo e ka bang	0.594	0.521	0.625
virtue	bokhabane	0.896	0.443	0.827
virtuoso	virtuoso	0.929	0.591	0.863
virtuous	e ntle	0.890	0.530	0.822
virulence	pefo	0.094	0.533	0.438
virus	kokoana-hloko	0.277	0.740	0.443
visa	visa	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	viscosity	0.417	0.521	0.454
viscous	ho na le masoabi	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ponahalo	0.750	0.444	0.676
visible	e bonahalang	0.750	0.342	0.509
visibly	ho bonahala	0.724	0.373	0.591
vision	pono	0.708	0.447	0.742
visionary	ea bonang lipono	0.823	0.565	0.791
visit	etela	0.771	0.443	0.445
visitation	ho etela	0.729	0.346	0.534
visiting	ho etela	0.729	0.440	0.519
visitor	moeti	0.646	0.480	0.461
visor	phofu	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	tse bonahalang	0.813	0.462	0.462
visualize	nahana ka tsela eo	0.635	0.431	0.537
vital	ea bohlokoa	0.750	0.716	0.847
vitality	matla	0.923	0.565	0.869
vitals	mahlaseli	0.704	0.604	0.798
vitamin	vithamine	0.827	0.330	0.560
vitreous	vitreous	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	e hlollang	0.780	0.820	0.758
vivid	ho hlakile	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	mantsoe	0.530	0.247	0.585
vocal	lentsoe	0.583	0.352	0.340
vocalist	setsebi sa mantsoe	0.688	0.596	0.596
vocation	mosebetsi	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	utloisisa	0.740	0.491	0.538
voice	lentsoe	0.594	0.343	0.528
voiceless	ba sa tsebeng letho	0.271	0.235	0.131
voicemail	voicemail	0.458	0.453	0.406
void	ha ho joalo	0.135	0.163	0.130
volatile	e tsitsitseng	0.323	0.786	0.565
volatility	ho hloka botsitso	0.281	0.755	0.553
volcanic	seretse se chesang	0.344	0.910	0.781
volcano	seretse se chesang	0.240	0.844	0.787
volition	boithaopo	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	volleyball	0.640	0.700	0.458
voltage	Palo ea li-volts	0.382	0.855	0.621
voltmeter	ho fokola	0.599	0.596	0.545
volume	moqolo	0.552	0.490	0.546
volumes	lipalo	0.552	0.452	0.520
voluminous	e khanyang	0.561	0.450	0.658
voluntarily	ka boithatelo	0.847	0.460	0.527
voluntary	ka boithatelo	0.771	0.460	0.643
volunteer	moithaopi	0.888	0.422	0.596
volunteering	ho ithaopela	0.844	0.614	0.603
volunteers	baithaopi	0.820	0.448	0.630
voluptuous	ho ba le boithati	0.673	0.719	0.792
vomit	hlatsa	0.073	0.569	0.188
vomiting	ho hlatsa	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	ho nyenyefatsa	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	ho vouta	0.582	0.500	0.649
voter	sekhetho	0.612	0.538	0.754
voting	ho vouta	0.615	0.602	0.768
votive	votive	0.479	0.460	0.453
vouch	vouch	0.625	0.417	0.746
voucher	voucher	0.622	0.416	0.601
vow	boitlamo	0.560	0.510	0.664
vowel	vowel	0.490	0.283	0.311
voyage	leeto	0.816	0.714	0.580
voyager	ho tsamaea	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	e litšila	0.083	0.820	0.445
vulgarity	bolotsana	0.104	0.870	0.346
vulnerability	kotsi	0.250	0.510	0.267
vulnerable	ba kotsing	0.198	0.490	0.245
vulture	limata	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	ho senya	0.490	0.453	0.388
wade	e tsoetse pele	0.510	0.656	0.472
wafer	sefahleho	0.677	0.360	0.313
waffle	ho omella	0.708	0.394	0.327
wag	koloi	0.448	0.490	0.481
wage	moputso	0.635	0.480	0.565
wager	etsa chelete	0.479	0.816	0.615
wages	moputso	0.776	0.440	0.620
wagon	koloi	0.490	0.461	0.474
wail	bokollang	0.418	0.724	0.393
waist	letheka	0.542	0.448	0.351
waistcoat	seaparo	0.542	0.320	0.389
waistline	letheka	0.560	0.417	0.320
wait	ema	0.224	0.167	0.264
waiter	Mothusi	0.459	0.300	0.295
waiting	e emetse	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	mohlokomeli	0.646	0.531	0.352
waive	khaotsa	0.276	0.559	0.311
waiver	ho lahla	0.396	0.630	0.373
wake	tsoha	0.700	0.470	0.512
walk	tsamaea	0.643	0.412	0.450
walker	walker	0.551	0.491	0.525
walking	ho tsamaea	0.708	0.480	0.781
walkout	ho tsoa	0.292	0.853	0.427
wall	lerako	0.417	0.250	0.509
wallaby	wallaby	0.541	0.368	0.391
wallet	sepache	0.680	0.432	0.500
wallflower	wallflower	0.667	0.298	0.342
