Word	Bosnian-bs	Valence	Arousal	Dominance
tedium	tedium	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	teeming	0.582	0.550	0.727
teen	teen	0.729	0.531	0.568
teenage	tinejdžer	0.667	0.673	0.558
teenager	tinejdžer	0.781	0.593	0.527
teens	Tinejdžeri	0.653	0.660	0.440
teensy	teensy	0.520	0.427	0.347
teeny	teeny	0.427	0.418	0.216
teeth	zubi	0.520	0.388	0.427
teething	zube	0.396	0.471	0.474
teflon	teflon	0.354	0.245	0.434
telegram	telegram	0.561	0.542	0.550
telegraph	telegraf	0.594	0.423	0.400
telekinesis	telekineza	0.582	0.646	0.667
telemetry	telemetrija	0.460	0.382	0.611
telepathic	telepatski	0.602	0.490	0.642
telepathy	telepatija	0.594	0.510	0.588
telephone	telefon	0.694	0.520	0.425
telescope	teleskop	0.531	0.340	0.500
telescopic	teleskopski	0.490	0.290	0.660
telethon	telethon	0.643	0.641	0.473
teletype	teletype	0.532	0.392	0.455
televised	na televiziji	0.625	0.519	0.518
television	televizija	0.633	0.391	0.547
tell	reci	0.551	0.350	0.457
teller	govorilac	0.500	0.395	0.443
telling	govoreći	0.719	0.441	0.527
telltale	kontrolna lampa	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	temper	0.633	0.623	0.818
tempera	tempera	0.458	0.318	0.245
temperament	temperament	0.420	0.625	0.703
temperamental	temperamentna	0.316	0.774	0.608
temperance	temperance	0.500	0.294	0.639
temperate	umeren	0.469	0.394	0.593
temperature	temperatura	0.521	0.559	0.473
tempered	tempered	0.583	0.437	0.667
tempest	tempest	0.245	0.843	0.653
template	template	0.479	0.311	0.411
temple	hram	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	vremenski	0.500	0.413	0.360
temporarily	privremeno	0.500	0.365	0.373
temporary	privremeni	0.458	0.415	0.324
tempt	izazivaju	0.210	0.677	0.500
temptation	iskušenje	0.365	0.817	0.560
tempting	privlačno	0.615	0.740	0.519
temptress	zamka	0.427	0.787	0.667
ten	deset	0.562	0.260	0.406
tenable	izdržljiv	0.741	0.412	0.636
tenacious	uporan	0.724	0.658	0.692
tenacity	izdržljivost	0.740	0.657	0.889
tenancy	zakup	0.500	0.458	0.605
tenant	zakupac	0.385	0.360	0.398
tend	tendencija	0.604	0.398	0.412
tendency	sklonost	0.684	0.500	0.675
tender	tender	0.630	0.520	0.509
tenderfoot	nečista	0.469	0.421	0.438
tenderness	nežnost	0.949	0.276	0.367
tending	težak	0.622	0.556	0.594
tendon	tetiva	0.341	0.271	0.463
tenement	stanovanje	0.470	0.384	0.550
tenet	načelo	0.667	0.333	0.636
tenets	načela	0.734	0.357	0.667
tenfold	desetostruko	0.469	0.418	0.500
tennis	tenis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	napeto	0.396	0.439	0.655
tensile	natezna	0.458	0.510	0.618
tension	tenzija	0.304	0.810	0.529
tent	šator	0.510	0.275	0.333
tentacle	pipak	0.370	0.559	0.398
tentative	proboj	0.582	0.657	0.534
tenth	deseti	0.510	0.349	0.382
tenths	desetine	0.406	0.294	0.284
tenuous	tanak	0.398	0.263	0.276
tenure	mandat	0.615	0.472	0.611
tepee	tepee	0.500	0.337	0.373
tepid	tepid	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	termina	0.450	0.255	0.598
terminal	terminal	0.316	0.434	0.483
terminate	prekinuti	0.171	0.410	0.441
termination	završetak	0.344	0.472	0.545
terminator	terminator	0.370	0.663	0.737
terminology	terminologija	0.612	0.284	0.566
terminus	terminus	0.281	0.382	0.615
termite	termit	0.265	0.480	0.408
terms	uslovi	0.490	0.362	0.645
tern	tern	0.573	0.365	0.309
ternary	ternary	0.550	0.406	0.480
terrace	terasa	0.615	0.269	0.411
terrain	teren	0.540	0.300	0.472
terrestrial	zemaljski	0.542	0.413	0.582
terrible	strašno	0.061	0.849	0.604
terribly	strašno	0.061	0.731	0.430
terrier	terijer	0.562	0.540	0.431
terrific	sjajno	0.859	0.650	0.821
terrified	uplašen	0.090	0.902	0.387
terrifies	zastrašuje	0.083	0.923	0.500
terrify	zastrašujuće	0.052	0.889	0.509
terrifying	zastrašujuće	0.031	0.836	0.602
territorial	teritorijalno	0.405	0.600	0.766
territory	teritorije	0.625	0.469	0.676
terror	teror	0.069	0.902	0.415
terrorism	terorizam	0.060	0.971	0.673
terrorist	terorista	0.019	0.930	0.679
terrorists	teroristi	0.062	0.967	0.688
terrorize	terorizira	0.041	0.907	0.577
terse	terse	0.542	0.393	0.409
tertiary	tercijarni	0.500	0.350	0.431
test	test	0.449	0.500	0.509
testament	testament	0.594	0.420	0.806
testicle	testis	0.458	0.651	0.410
testicular	testis	0.388	0.680	0.453
testify	svjedočiti	0.521	0.650	0.741
testimonial	svedočenje	0.541	0.538	0.750
testimony	svjedočenje	0.615	0.578	0.643
testosterone	testosteron	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanus	0.133	0.577	0.368
tether	tether	0.323	0.620	0.407
tethered	vezani	0.260	0.472	0.351
tetrahedral	tetrahedron	0.595	0.468	0.423
text	tekst	0.604	0.157	0.402
textbook	udžbenik	0.622	0.235	0.526
textile	tekstil	0.604	0.235	0.395
textural	teksturalna	0.660	0.296	0.445
texture	tekstura	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	Hvala	0.958	0.353	0.526
thankful	hvala	0.969	0.344	0.714
thankgod	hvala bogu	0.823	0.451	0.466
thanking	zahvaljujući	0.917	0.538	0.658
thankless	nezahvalno	0.146	0.500	0.497
thanks	hvala	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	zahvalnost	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	toh	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgija	0.510	0.546	0.618
thaw	odmrzavanje	0.438	0.321	0.327
theater	pozorište	0.760	0.635	0.516
theatrical	pozorišna	0.720	0.690	0.546
theatrics	theatrics	0.694	0.539	0.486
thebest	najbolji	0.760	0.596	0.719
theft	krađa	0.135	0.867	0.394
theism	teizam	0.460	0.431	0.481
theistic	theistic	0.397	0.365	0.509
thelife	život	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	tema	0.541	0.176	0.427
theocracy	teokratija	0.490	0.427	0.722
theocratic	teokratski	0.380	0.480	0.605
theologian	teolog	0.521	0.304	0.759
theological	teološki	0.480	0.363	0.683
theology	teologija	0.448	0.330	0.711
theorem	teorema	0.500	0.296	0.615
theoretical	teorijski	0.615	0.270	0.546
theory	teorija	0.583	0.314	0.529
therapeutic	terapeutski	0.625	0.275	0.680
therapeutics	terapija	0.552	0.343	0.625
therapist	terapeut	0.468	0.430	0.679
therapy	terapija	0.490	0.353	0.607
thereabouts	tamo	0.427	0.365	0.285
thereof	od toga	0.542	0.265	0.281
therewith	s tim	0.462	0.317	0.398
thermal	termalni	0.480	0.360	0.509
thermocouple	termoelement	0.406	0.406	0.422
thermodynamics	termodinamika	0.510	0.594	0.678
thermometer	termometar	0.400	0.327	0.473
thermos	termos	0.582	0.255	0.328
thermostat	termostat	0.439	0.480	0.321
thesaurus	tezaurus	0.520	0.480	0.509
thesis	teza	0.583	0.582	0.552
thick	debeo	0.449	0.433	0.596
thicken	zgušiti	0.406	0.398	0.509
thickening	zgušnjavanje	0.448	0.355	0.434
thicket	šljunak	0.385	0.373	0.324
thickness	debljina	0.552	0.370	0.443
thief	lopov	0.088	0.888	0.443
thigh	bedra	0.469	0.433	0.588
thimble	iskrivljen	0.490	0.192	0.218
thin	tanak	0.469	0.337	0.356
thing	stvar	0.449	0.222	0.260
things	stvari	0.519	0.250	0.368
thingy	stvar	0.458	0.312	0.158
think	mislim	0.786	0.408	0.618
thinker	misleća	0.706	0.386	0.764
thinking	razmišljanje	0.720	0.308	0.595
third	treće	0.551	0.187	0.304
thirds	trećina	0.402	0.327	0.345
thirst	žeđ	0.298	0.519	0.307
thirsty	žedan	0.281	0.660	0.310
thirteen	trinaest	0.459	0.385	0.331
thirteenth	trinaesti	0.408	0.330	0.425
thirty	trideset	0.562	0.349	0.316
thistle	trešnja	0.427	0.423	0.357
thither	tamo	0.500	0.270	0.316
thong	tang	0.467	0.596	0.269
thorn	trn	0.296	0.541	0.427
thorny	trnac	0.177	0.690	0.500
thorough	temeljno	0.467	0.350	0.558
thoroughbred	čistokrvni	0.669	0.740	0.716
thoroughfare	magistralni put	0.582	0.481	0.490
thought	misli	0.780	0.315	0.571
thoughtful	pažljivo	0.667	0.290	0.527
thoughtfulness	promišljenost	0.867	0.269	0.667
thoughtless	bezumni	0.194	0.580	0.452
thoughts	misli	0.745	0.382	0.691
thousand	hiljadu	0.663	0.355	0.480
thrash	trh	0.260	0.510	0.472
thread	nit	0.646	0.184	0.209
threat	prijetnja	0.135	0.865	0.667
threaten	pretnja	0.104	0.958	0.590
threatened	ugrožen	0.052	0.928	0.354
threatening	preteći	0.071	0.875	0.652
three	tri	0.653	0.225	0.377
threefold	trostruko	0.521	0.400	0.534
threesome	trojka	0.490	0.676	0.560
thresh	prašak	0.490	0.417	0.500
threshold	prag	0.531	0.519	0.575
thrice	tri puta	0.469	0.442	0.462
thrift	štednjaka	0.760	0.217	0.649
thrifty	štedljiv	0.604	0.380	0.676
thrill	uzbuđenje	0.888	0.837	0.711
thrilled	uzbuđeni	0.898	0.818	0.807
thriller	triler	0.490	0.796	0.645
thrilling	uzbudljivo	0.930	0.827	0.782
thrive	uspevaju	0.948	0.529	0.772
thriving	prosperitet	0.865	0.521	0.779
throat	grlo	0.350	0.538	0.346
throb	throb	0.500	0.673	0.556
throbbing	pucanje	0.645	0.808	0.491
throes	trke	0.146	0.760	0.235
throne	tron	0.724	0.606	0.887
throng	gomila	0.480	0.810	0.706
throttle	gas	0.562	0.804	0.750
throw	bacanje	0.344	0.770	0.623
throwback	povratak	0.280	0.454	0.356
thrower	bacač	0.470	0.690	0.717
thrown	bačen	0.500	0.550	0.619
thrush	drvo	0.306	0.490	0.454
thrust	potisak	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	Tud	0.255	0.686	0.620
thug	siledžija	0.240	0.882	0.667
thumb	thumb	0.673	0.271	0.361
thumbprint	otisak prsta	0.510	0.347	0.451
thump	udarac	0.280	0.792	0.608
thumper	trkac	0.354	0.623	0.457
thumping	udaranje	0.214	0.755	0.566
thunder	grom	0.296	0.916	0.526
thunderbolt	grmljavina	0.418	0.719	0.642
thunderclap	grmljavina	0.390	0.833	0.607
thundering	grmljavinu	0.337	0.778	0.700
thunderstorm	grmljavina	0.135	0.860	0.784
thunderstruck	grmljavinu	0.194	0.716	0.509
thwart	ometanje	0.281	0.684	0.409
thx	hvala	0.562	0.425	0.461
thyme	timijan	0.561	0.255	0.325
thyroid	štitna žlezda	0.234	0.455	0.373
tiara	tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	tik	0.521	0.386	0.412
ticked	ticked	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	ulaznica	0.684	0.387	0.434
tickle	gurati	0.760	0.727	0.342
tickled	golica	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	plima	0.592	0.539	0.519
tidal wave	plimski talas	0.240	0.894	0.736
tidbit	kreten	0.552	0.382	0.385
tide	plima	0.541	0.556	0.420
tidings	vijesti	0.610	0.510	0.694
tidy	uredno	0.760	0.208	0.647
tie	kravata	0.663	0.464	0.431
tier	tier	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tigar	0.479	0.765	0.664
tighten	zategnite	0.388	0.487	0.627
tightness	neizvesnost	0.344	0.606	0.759
tightrope	senzor	0.354	0.653	0.279
tights	hlače	0.583	0.343	0.269
tilde	tilda	0.520	0.314	0.321
tile	pločice	0.429	0.245	0.348
tiling	pločice	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	oranje	0.552	0.591	0.540
tiller	tiller	0.448	0.410	0.290
tilt	nagib	0.365	0.549	0.463
tilting	nagib	0.459	0.384	0.340
timber	drvo	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	timbre	0.460	0.480	0.296
time	vreme	0.604	0.288	0.609
timeless	bezvremeni	0.408	0.468	0.583
timeliness	pravovremenost	0.760	0.404	0.582
timely	blagovremeno	0.865	0.387	0.591
timeout	vrijeme je isteklo	0.344	0.433	0.322
timepiece	časovnik	0.650	0.279	0.461
timer	tajmer	0.469	0.433	0.500
times	puta	0.490	0.279	0.439
timetable	vremenski raspored	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	plašljiv	0.327	0.276	0.132
timidity	plašljivost	0.333	0.358	0.153
timing	vrijeme	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tincture	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	tinfoil	0.448	0.284	0.311
tinge	tinge	0.469	0.292	0.264
tingle	tingle	0.460	0.560	0.264
tingling	tingling	0.427	0.615	0.340
tinker	tinker	0.396	0.528	0.275
tinkering	tinkering	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	tinkling	0.612	0.530	0.324
tinnitus	tinitus	0.384	0.536	0.411
tinsel	šljokica	0.663	0.521	0.473
tint	ton	0.582	0.292	0.273
tiny	sitni	0.479	0.196	0.125
tip	vrh	0.708	0.221	0.518
tipper	damper	0.427	0.571	0.431
tipster	tipster	0.490	0.462	0.490
tipsy	savršeno	0.510	0.625	0.570
tiptoe	tiptoe	0.510	0.490	0.407
tirade	tirade	0.378	0.587	0.532
tire	guma	0.438	0.385	0.381
tired	umoran	0.125	0.317	0.191
tiredness	umor	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	neumoran	0.657	0.750	0.645
tiresome	užasno	0.240	0.542	0.153
tiring	naporno	0.153	0.510	0.176
tissue	tkivo	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	tit	0.402	0.539	0.388
titan	titan	0.598	0.653	0.811
titanic	titanik	0.427	0.786	0.795
titanium	titanijum	0.520	0.470	0.704
tithe	desetine	0.507	0.276	0.385
title	naslov	0.708	0.356	0.574
titled	nazvan	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	žaba	0.302	0.452	0.196
toast	tost	0.740	0.382	0.356
toaster	toster	0.542	0.337	0.387
toasty	tosty	0.698	0.461	0.396
tobacco	duvan	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	danas	0.806	0.306	0.362
toddler	toddler	0.812	0.469	0.368
toe	toe	0.406	0.221	0.293
toenail	nokat	0.530	0.380	0.306
toffee	toffee	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	zajedno	0.874	0.392	0.658
togetherness	zajedništvo	0.906	0.360	0.635
toil	raditi	0.558	0.510	0.583
toilet	toalet	0.490	0.290	0.233
toils	tolji	0.480	0.710	0.482
token	token	0.510	0.418	0.414
tolerable	tolerantno	0.750	0.350	0.374
tolerance	tolerancija	0.875	0.206	0.649
tolerant	tolerantno	0.765	0.192	0.618
tolerate	tolerirati	0.724	0.430	0.588
toleration	tolerancija	0.776	0.442	0.727
toll	putarina	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	paradajz	0.550	0.183	0.275
tomatoes	paradajz	0.615	0.240	0.272
tomb	grobnica	0.112	0.500	0.343
tombstone	nadgrobni spomenik	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	meni	0.429	0.316	0.492
tomorrow	sutra	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	ton	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	klešta	0.500	0.459	0.321
tongue	jezik	0.542	0.432	0.482
tonic	tonik	0.541	0.360	0.500
tonnage	tonaža	0.323	0.382	0.590
tonsils	krajnici	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	alat	0.490	0.350	0.594
toolbox	toolbox	0.531	0.316	0.472
tooling	tooling	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	toot	0.500	0.481	0.373
tooth	zub	0.439	0.250	0.367
toothache	zubobolja	0.188	0.853	0.412
toothbrush	četkica za zube	0.517	0.330	0.321
toothed	zupci	0.449	0.394	0.352
toothless	bez zuba	0.312	0.541	0.272
toothpaste	pasta za zube	0.510	0.290	0.371
toothpick	zubčica	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	vrh	0.760	0.400	0.554
topaz	topaz	0.643	0.325	0.384
topic	tema	0.520	0.276	0.427
topical	aktuelno	0.561	0.340	0.500
topless	topless	0.625	0.765	0.414
topographic	topografski	0.604	0.378	0.558
topographical	topografski	0.438	0.350	0.538
topography	topografija	0.469	0.357	0.506
topple	srušiti	0.198	0.820	0.573
topside	na vrhu	0.708	0.466	0.598
tor	tor	0.337	0.430	0.418
torch	baklja	0.531	0.630	0.545
torment	mučenje	0.057	0.750	0.387
tormented	mučen	0.071	0.855	0.323
torn	razbijen	0.153	0.510	0.283
tornado	tornado	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	obrtni momenat	0.466	0.375	0.406
torrent	torrent	0.541	0.745	0.676
torrid	torrid	0.281	0.625	0.517
torsion	torzija	0.312	0.651	0.402
torso	torzo	0.408	0.394	0.473
tort	tort	0.229	0.635	0.455
tortious	tortuno	0.312	0.724	0.491
tortoise	kornjača	0.673	0.078	0.250
tortuous	tortuozno	0.194	0.755	0.382
torture	mučenje	0.115	0.878	0.555
tortured	mučen	0.062	0.890	0.361
toss	baciti	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	ukupno	0.771	0.286	0.714
totality	totalitet	0.688	0.443	0.717
totally	totalno	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	dodirni	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	dodirnuo	0.592	0.380	0.404
touching	dodirujući	0.760	0.439	0.491
touchy	osetljiv	0.323	0.510	0.343
tough	teško	0.344	0.588	0.742
toughen	toughen	0.458	0.683	0.711
toughness	žilavost	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	turneja	0.663	0.545	0.543
tourism	turizam	0.823	0.531	0.545
tourist	turist	0.745	0.480	0.430
tourmaline	turmalin	0.448	0.513	0.441
tournament	turnir	0.694	0.740	0.611
tourniquet	turniquet	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	vučiti	0.531	0.500	0.508
towel	peškir	0.630	0.208	0.286
tower	toranj	0.606	0.380	0.644
towering	visoka	0.500	0.690	0.806
town	grad	0.551	0.299	0.627
townhouse	Gradska kuća	0.622	0.400	0.443
township	naselje	0.531	0.292	0.667
townspeople	stanovnici	0.677	0.466	0.569
toxic	toksično	0.008	0.885	0.492
toxicity	toksičnost	0.104	0.865	0.491
toxicology	toksikologija	0.302	0.736	0.574
toxin	toksin	0.115	0.654	0.456
toy	igračka	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	trag	0.573	0.346	0.483
traceable	sledljiv	0.602	0.370	0.535
tracer	tracer	0.573	0.327	0.645
traces	tragova	0.482	0.448	0.389
trachea	traheja	0.448	0.509	0.387
tracing	tracing	0.418	0.591	0.565
track	staza	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	trakt	0.406	0.422	0.339
tractable	traktabilan	0.635	0.500	0.469
traction	vuča	0.429	0.585	0.648
tractor	traktor	0.449	0.580	0.619
trade	trgovina	0.561	0.544	0.690
trademark	zaštitni znak	0.667	0.344	0.750
trader	trgovac	0.562	0.632	0.854
tradesman	trgovac	0.531	0.431	0.664
trading	trgovanje	0.635	0.602	0.705
tradition	tradicija	0.830	0.430	0.750
traditional	tradicionalno	0.677	0.221	0.604
traffic	saobraćaj	0.323	0.559	0.518
traffic light	semafor	0.490	0.469	0.479
trafficking	trgovina ljudima	0.250	0.710	0.399
tragedies	tragedije	0.100	0.910	0.442
tragedy	tragedija	0.052	0.843	0.340
tragic	tragičan	0.048	0.904	0.396
trail	staza	0.600	0.322	0.455
trailer	prikolica	0.541	0.490	0.473
train	voz	0.666	0.705	0.620
train set	set voza	0.604	0.598	0.464
trained	obučeni	0.771	0.538	0.645
trainee	pripravnik	0.627	0.408	0.352
trainer	trener	0.698	0.719	0.824
training	obuka	0.714	0.776	0.788
trait	osobina	0.469	0.365	0.453
traitor	izdajnik	0.112	0.796	0.491
traitorous	izdajnički	0.073	0.745	0.412
trajectory	putanja	0.653	0.558	0.779
tram	tramvaj	0.667	0.628	0.492
tramp	tramp	0.108	0.510	0.182
trample	gnječiti	0.235	0.764	0.562
trampoline	trampolin	0.604	0.690	0.391
tramway	tramvaj	0.615	0.538	0.543
trance	trans	0.469	0.481	0.382
tranquil	mirno	0.917	0.094	0.355
tranquility	spokojstvo	0.840	0.135	0.442
tranquilizer	trankvilizator	0.510	0.236	0.596
transact	transact	0.521	0.625	0.680
transaction	transakcija	0.650	0.577	0.579
transatlantic	transatlantski	0.724	0.596	0.706
transceiver	primopredajnik	0.510	0.490	0.537
transcend	nadmašiti	0.604	0.771	0.726
transcendence	transcendencija	0.656	0.608	0.754
transcendent	transcendentno	0.667	0.600	0.824
transcendental	transcendentalno	0.635	0.652	0.842
transcribe	prepisi	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	transkript	0.639	0.398	0.528
transcription	transkripcija	0.592	0.455	0.615
transfer	transfer	0.702	0.490	0.519
transference	prenos	0.592	0.294	0.551
transferred	prebačen	0.480	0.450	0.409
transfixed	transfixed	0.427	0.660	0.528
transform	transformisati	0.735	0.667	0.696
transformation	transformacija	0.796	0.618	0.770
transformer	transformator	0.582	0.582	0.723
transfusion	transfuzija	0.417	0.730	0.557
transgression	transgression	0.158	0.890	0.611
transient	prolazna	0.510	0.405	0.430
transistor	tranzistor	0.480	0.480	0.444
transit	tranzit	0.439	0.590	0.588
transition	tranzicija	0.605	0.561	0.558
transitional	tranzicijski	0.573	0.472	0.491
transitive	tranzitivan	0.479	0.377	0.414
transitory	prolazna	0.438	0.450	0.407
translate	prevoditi	0.604	0.423	0.462
translation	prevod	0.633	0.435	0.598
translator	prevodilac	0.760	0.412	0.473
translocation	translocation	0.367	0.612	0.564
translucent	prozirna	0.600	0.500	0.389
transmission	prenos	0.688	0.490	0.611
transmit	prenose	0.836	0.581	0.673
transmitter	predajnik	0.520	0.511	0.719
transmutation	transmutacija	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	transparentnost	0.847	0.260	0.587
transparent	transparentan	0.542	0.330	0.667
transplant	transplantacija	0.445	0.806	0.620
transplantation	transplantacija	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	transport	0.613	0.627	0.605
transportation	transport	0.667	0.560	0.472
transporter	transporter	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	transpozicija	0.312	0.451	0.555
transsexual	transseksualac	0.264	0.815	0.423
transverse	poprečno	0.429	0.429	0.525
transvestite	transvestit	0.270	0.675	0.373
trap	zamka	0.104	0.610	0.391
trapdoor	poklopac	0.094	0.670	0.462
trapeze	trapeza	0.542	0.625	0.566
trapped	zarobljen	0.135	0.615	0.380
trapper	trapper	0.296	0.654	0.491
trapping	zarobljavanje	0.333	0.621	0.491
trappings	trappings	0.458	0.462	0.370
traps	zamke	0.235	0.673	0.481
trash	smeće	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	trauma	0.112	0.792	0.453
traumatic	traumatično	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	putovanje	0.931	0.689	0.535
traveler	putnik	0.837	0.571	0.700
traveling	putovanje	0.900	0.750	0.582
traverse	traverse	0.571	0.590	0.629
travesty	travestija	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	poslužavnik	0.549	0.250	0.345
treacherous	izdajnički	0.112	0.815	0.402
treachery	izdajstvo	0.104	0.852	0.448
tread	gazeći sloj	0.510	0.520	0.426
treadmill	treadmill	0.459	0.636	0.436
treason	izdaju	0.094	0.806	0.552
treasure	blago	0.927	0.592	0.821
treasured	dragocjen	0.849	0.471	0.730
