Word	Javanese-jw	Valence	Arousal	Dominance
smoldering	smoldering	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	Gamelan	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	lancar	0.821	0.134	0.488
smoothness	lancar	0.833	0.221	0.412
smother	nyenyet	0.292	0.685	0.420
smudge	smudge	0.327	0.429	0.245
smug	smug	0.198	0.552	0.587
smuggle	smuggle	0.194	0.775	0.570
smuggler	smuggler	0.062	0.867	0.645
smuggling	smuggling	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	cemilan	0.646	0.407	0.345
snacks	cemilan	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	snag	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	kéwan	0.480	0.104	0.296
snake	snake	0.276	0.750	0.549
snakes	ula	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	snap	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	snappy	0.573	0.592	0.418
snapshot	snapshot	0.573	0.578	0.588
snare	snare	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	snarling	0.312	0.704	0.491
snatch	entuk	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	nyelinep	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sneaker	0.604	0.548	0.349
sneaking	sneaking	0.203	0.755	0.545
sneaky	sneaky	0.240	0.740	0.560
sneer	sneer	0.133	0.755	0.345
sneeze	sneeze	0.271	0.442	0.336
sneezing	sneezing	0.434	0.570	0.345
snicker	snicker	0.708	0.693	0.409
snide	snide	0.186	0.723	0.455
sniff	sniff	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	sniper	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	snippy	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	sengit	0.296	0.520	0.309
snoop	snoop	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	tundha	0.235	0.357	0.282
snore	nyuwek	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	kandhane	0.214	0.340	0.269
snotty	snotty	0.180	0.382	0.200
snout	snout	0.276	0.385	0.241
snow	salju	0.667	0.363	0.309
snowball	salju	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	salju	0.602	0.500	0.440
snowfall	salju	0.675	0.280	0.455
snowflake	salju	0.748	0.192	0.260
snowing	udan salju	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	salju	0.776	0.291	0.323
snowplow	salju	0.449	0.480	0.493
snowstorm	salju	0.204	0.833	0.629
snowy	salju	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	snug	0.867	0.173	0.500
snuggle	snuggle	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	rendhem	0.480	0.370	0.240
soaked	direndhem	0.365	0.462	0.358
soaking	soaking	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sinetron	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	soapy	0.552	0.373	0.355
soar	nyedhaki	0.790	0.740	0.718
soaring	nglonjak	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	sober	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	sobriety	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	bal-balan	0.698	0.837	0.644
sociable	sociable	0.854	0.459	0.627
social	sosial	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosialisme	0.510	0.500	0.560
socialist	sosialis	0.448	0.400	0.543
socialite	sosialite	0.684	0.668	0.570
socialize	sosialisasi	0.907	0.683	0.726
society	masyarakat	0.674	0.464	0.782
sociology	sosiologi	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	sock	0.500	0.167	0.290
socket	soket	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sodium	0.490	0.340	0.291
sofa	sofa	0.583	0.106	0.263
soft	alus	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	soften	0.694	0.194	0.392
softener	pelembut	0.745	0.300	0.373
softening	softening	0.700	0.255	0.361
softly	lirih	0.517	0.206	0.304
softness	kelembutan	0.875	0.086	0.402
software	piranti lunak	0.561	0.280	0.570
soggy	soggy	0.312	0.350	0.241
sohappy	sohappy	0.949	0.673	0.681
soil	lemah	0.350	0.180	0.356
soiled	soiled	0.106	0.529	0.213
soiree	soiree	0.729	0.692	0.578
sojourn	manggon	0.514	0.243	0.509
solace	solace	0.776	0.294	0.453
solar	solar	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	solder	0.439	0.510	0.611
soldering	soldering	0.573	0.536	0.538
soldier	prajurit	0.392	0.708	0.768
sole	tunggal	0.427	0.194	0.279
solemn	solemn	0.708	0.370	0.709
solicit	ngumpulna	0.620	0.490	0.604
solicitation	solicitation	0.612	0.519	0.415
solicitor	solicitor	0.600	0.479	0.802
solid	ngalangi	0.667	0.304	0.763
solidarity	solidaritas	0.792	0.407	0.781
solidification	solidification	0.480	0.500	0.827
solidified	solidified	0.633	0.415	0.745
solidify	solidify	0.583	0.318	0.754
solidity	soliditas	0.745	0.444	0.850
solitaire	solitaire	0.365	0.227	0.279
solitary	sedhengan	0.224	0.202	0.268
solitude	kesepian	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	solubility	0.506	0.360	0.442
soluble	telat	0.542	0.272	0.409
solucky	solucky	0.573	0.529	0.615
solution	solusi	0.790	0.339	0.664
solve	ngatasi	0.656	0.530	0.688
solvency	solvency	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatic	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	sawetara antisipasi	0.423	0.482	0.472
some disgust	sawetara disgust	0.094	0.657	0.321
some surprise	sawetara surprise	0.827	0.849	0.500
some trust	sawetara dipercaya	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	Luwih negatif	0.208	0.480	0.150
somewhat positive	Luwih positif	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	putra	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	lagu	0.854	0.413	0.500
songwriter	penulis lagu	0.844	0.558	0.713
sonic	sonic	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	sonorous	0.646	0.580	0.442
soot	soot	0.375	0.328	0.292
soothe	soothe	0.817	0.194	0.412
soothing	nyenengake	0.625	0.179	0.519
sophisticated	canggih	0.865	0.481	0.845
sophistication	kecanggihan	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	tukang sihir	0.377	0.633	0.632
sorcery	sorcery	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	sore	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	banget	0.284	0.727	0.370
soreness	soreness	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	sorority	0.635	0.637	0.627
sorrow	nelongso	0.052	0.235	0.164
sorrowful	sedhih	0.049	0.422	0.163
sorry	nuwun	0.406	0.362	0.212
sort	Urut	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	ngurutake	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	sengsara	0.229	0.652	0.319
soscary	soscary	0.301	0.660	0.414
soslow	tegese	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	sosweet	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	nyawa	0.770	0.220	0.510
soulful	nyenengake	0.755	0.331	0.500
soulless	soulless	0.125	0.591	0.400
soulmate	soulmate	0.890	0.500	0.628
sound	swara	0.765	0.623	0.398
sounding	nyuworo	0.690	0.500	0.558
soundness	soundness	0.780	0.377	0.893
soundproof	soundproof	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	sup	0.602	0.245	0.269
sour	ora gampang	0.276	0.594	0.373
source	sumber	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	sisih kidul	0.562	0.265	0.429
southbound	sisih kidul	0.510	0.370	0.395
southeast	sisih kidul	0.510	0.283	0.413
southern	kidul	0.552	0.269	0.370
southpaw	southpaw	0.542	0.389	0.404
southwest	sisih kidul	0.406	0.314	0.355
souvenir	souvenir	0.844	0.311	0.466
sovereign	berdaulat	0.698	0.500	0.885
sovereignty	kadhaulatan	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	sow	0.667	0.430	0.446
soy	soy	0.438	0.250	0.286
soy sauce	soy sauce	0.573	0.382	0.318
soybean	kedele	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	panggonan	0.800	0.317	0.573
spacecraft	spacecraft	0.646	0.698	0.680
spaceman	spaceman	0.688	0.577	0.848
spaceship	spaceship	0.643	0.781	0.664
spacing	spasi	0.621	0.425	0.507
spacious	wiyar	0.880	0.365	0.557
spade	spade	0.469	0.667	0.529
spaghetti	spageti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	nggoleki	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	nyisakke	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	sparingly	0.510	0.353	0.518
spark	spark	0.688	0.745	0.529
sparkle	cemlorot	0.819	0.765	0.510
sparkling	sparkling	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	sparrow	0.583	0.460	0.327
sparse	jarang	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	spat	0.427	0.413	0.309
spatial	spasial	0.604	0.625	0.645
spatter	spatter	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	spawn	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	ngomongake	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	speaker	0.604	0.660	0.723
speakerphone	speakerphone	0.531	0.569	0.560
speaking	ngandika	0.753	0.590	0.575
spear	tumbak	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	khusus	0.844	0.602	0.730
specialist	spesialis	0.760	0.562	0.877
speciality	khususe	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	khusus	0.847	0.398	0.714
specialty	khususe	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	spesies	0.561	0.330	0.645
specific	tartamtu	0.656	0.388	0.691
specification	spesifikasi	0.552	0.479	0.602
specify	nemtokake	0.656	0.405	0.600
specimen	spesimen	0.531	0.444	0.568
speck	speck	0.418	0.245	0.343
speckled	speckled	0.449	0.263	0.254
specs	spek	0.540	0.398	0.618
spectacle	tontonan	0.812	0.745	0.762
spectacles	tontonan	0.816	0.775	0.648
spectacular	biasa	0.947	0.740	0.887
spectator	penonton	0.694	0.560	0.667
specter	mamang	0.265	0.723	0.540
spectral	spektral	0.430	0.667	0.500
spectrometer	spektrometer	0.500	0.452	0.490
spectrophotometer	spektrofotometer	0.500	0.484	0.500
spectroscopy	spektroskopi	0.470	0.541	0.570
spectrum	spektrum	0.312	0.700	0.527
speculate	speculate	0.398	0.602	0.553
speculation	spekulasi	0.325	0.683	0.394
speculative	spekulasi	0.276	0.591	0.464
speculum	mirsani	0.417	0.469	0.433
speech	wicara	0.656	0.470	0.688
speechless	ujar	0.459	0.320	0.315
speed	kacepetan	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	kanthi cepet	0.688	0.740	0.665
speeding	nyepetake	0.438	0.908	0.645
speedometer	speedometer	0.427	0.549	0.579
speedway	speedway	0.667	0.519	0.416
speedy	cepet	0.625	0.625	0.793
spell	Nulis	0.385	0.380	0.368
spellbound	spellbound	0.531	0.647	0.387
spelling	Ejaan	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	nglampahi	0.672	0.745	0.429
spender	spender	0.312	0.692	0.377
spending	mbuwang	0.333	0.556	0.330
spent	ngginakaken	0.296	0.296	0.263
sperm	sperma	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	bola	0.633	0.277	0.500
spherical	spherical	0.550	0.308	0.500
sphincter	sphincter	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	spik	0.302	0.455	0.451
spice	rempah-rempah	0.594	0.439	0.384
spicy	pedhes	0.440	0.733	0.610
spider	laba-laba	0.229	0.569	0.430
spiders	laba-laba	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	Spike	0.382	0.510	0.408
spiked	spiked	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	tumpah	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	muter	0.551	0.422	0.345
spinach	bayem	0.583	0.200	0.368
spinal	balung mburi	0.312	0.491	0.296
spindle	spindle	0.552	0.410	0.360
spine	utomo	0.495	0.461	0.600
spineless	spineless	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	spinning	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	spiral	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	roh	0.786	0.370	0.621
spirited	spirited	0.854	0.587	0.734
spirits	roh	0.583	0.847	0.545
spiritual	rohani	0.938	0.327	0.564
spirituality	spiritualitas	0.865	0.281	0.667
spit	ngidoni	0.149	0.545	0.436
spite	nyatane	0.080	0.600	0.317
spiteful	nyengir	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	splash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	splatter	0.312	0.596	0.352
spleen	limpa	0.448	0.255	0.396
splendid	apik banget	0.896	0.740	0.810
splendor	kaluwihan	0.927	0.612	0.850
splice	sambatan	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	splint	0.179	0.400	0.343
splinter	splinter	0.136	0.422	0.325
split	pamisah	0.344	0.618	0.410
splitting	pamisahan	0.188	0.598	0.375
splurge	splurge	0.365	0.481	0.542
spoil	spoil	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	spoiling	0.135	0.678	0.306
spoils	spoils	0.388	0.760	0.481
spoke	ngandika	0.635	0.433	0.483
spoken	ngandika	0.551	0.363	0.545
spokesman	juru wicara	0.720	0.480	0.611
spokesperson	juru wicara	0.573	0.453	0.615
sponge	Gabus	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	Sponsor	0.729	0.537	0.800
sponsorship	sponsor	0.854	0.608	0.696
spontaneity	spontaneitas	0.817	0.698	0.655
spontaneous	spontan	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	spook	0.327	0.887	0.322
spooky	medheni	0.104	0.858	0.380
spool	spool	0.397	0.389	0.312
spoon	sendok	0.479	0.236	0.259
spoonful	spoonful	0.582	0.208	0.308
sporadic	sporadis	0.333	0.394	0.500
spore	spore	0.480	0.408	0.231
sport	olahraga	0.865	0.700	0.657
sporting	olahraga	0.917	0.656	0.675
sports	olahraga	0.833	0.683	0.587
sports car	mobil sport	0.759	0.696	0.669
sportsman	Olahragawan	0.755	0.735	0.713
sportsmanship	Olahragawan	0.890	0.582	0.694
sportswriter	sportswriter	0.760	0.551	0.566
sporty	olahraga	0.735	0.713	0.648
spot	titik	0.510	0.180	0.336
spotless	spotless	0.792	0.327	0.726
spotlight	sinetron	0.688	0.353	0.519
spotted	katon	0.354	0.472	0.295
spotter	spotter	0.542	0.491	0.644
spotty	spotty	0.281	0.606	0.241
spousal	spousal	0.656	0.582	0.632
spouse	pasangan	0.750	0.600	0.645
spout	spout	0.438	0.357	0.309
sprain	sprain	0.063	0.580	0.384
sprawl	sprawl	0.600	0.596	0.672
spray	semprotan	0.438	0.410	0.333
spread	nyebar	0.570	0.583	0.651
spreader	panyebar	0.510	0.480	0.500
spree	spree	0.564	0.663	0.474
spring	spring	0.837	0.370	0.481
springtime	springtime	0.837	0.439	0.722
sprinkle	sprinkle	0.635	0.404	0.380
sprinkler	sprinkler	0.510	0.434	0.473
sprinkling	sprinkling	0.677	0.510	0.466
sprint	cepet-cepet	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	sprout	0.582	0.565	0.443
spruce	minterake	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	spunk	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	spur	0.378	0.545	0.340
spurious	palsu	0.178	0.480	0.343
spurred	spurred	0.562	0.684	0.472
spurt	spurt	0.448	0.550	0.475
spy	spy	0.260	0.686	0.530
squabble	squabble	0.173	0.850	0.500
squad	regu	0.552	0.711	0.806
squadron	squadron	0.469	0.686	0.787
squall	squall	0.191	0.833	0.655
squamous	squamous	0.344	0.446	0.418
squander	squander	0.240	0.755	0.529
square	kothak	0.509	0.340	0.291
squash	squash	0.531	0.667	0.410
squat	squat	0.330	0.550	0.453
squatter	squatter	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	squawk	0.265	0.480	0.245
squeak	squeak	0.271	0.679	0.300
squeaky	squeaky	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	remet	0.458	0.676	0.532
squeezing	squeezing	0.260	0.598	0.557
squelch	squelch	0.271	0.510	0.462
squid	cumi	0.497	0.398	0.357
squint	squint	0.385	0.461	0.452
squire	squire	0.479	0.459	0.710
squirm	squirm	0.235	0.824	0.373
squirrel	bajing	0.592	0.358	0.333
squirt	nggoleki	0.406	0.460	0.255
squish	squish	0.260	0.788	0.481
squishy	squishy	0.516	0.333	0.307
stab	stab	0.167	0.882	0.595
stabbed	dicekel	0.031	0.875	0.431
stability	stabilitas	0.812	0.264	0.849
stabilize	stabilake	0.839	0.427	0.722
stabilizer	stabilizer	0.688	0.353	0.767
stable	stabil	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	tumpukan	0.470	0.282	0.427
stadium	stadion	0.635	0.679	0.611
staff	staf	0.745	0.274	0.627
stag	stag	0.594	0.250	0.389
stage	panggung	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	stagehand	0.420	0.684	0.555
stagger	stagger	0.531	0.620	0.458
staggering	staggering	0.520	0.657	0.683
stagnant	stagnant	0.300	0.500	0.208
stagnation	stagnasi	0.276	0.324	0.396
staid	staid	0.385	0.290	0.634
stain	noda	0.453	0.324	0.264
stained	diarani	0.245	0.460	0.209
stainless	stainless	0.594	0.329	0.618
stair	stair	0.375	0.354	0.345
staircase	staircase	0.469	0.347	0.440
stairs	undhak-undhakan	0.510	0.439	0.342
stairway	stairway	0.562	0.510	0.407
stairwell	stairwell	0.510	0.292	0.333
stake	saham	0.406	0.608	0.460
stakeout	kepentingan	0.344	0.546	0.600
stale	stale	0.235	0.461	0.286
stalemate	stalemate	0.296	0.354	0.267
stalk	stalk	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	warung	0.370	0.245	0.292
stallion	stallion	0.628	0.596	0.779
stalls	warung	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	tenogo	0.664	0.694	0.877
stamp	cap	0.438	0.327	0.441
stampede	stampede	0.235	0.875	0.683
stance	sikap	0.604	0.333	0.609
stand	ngadeg	0.600	0.324	0.509
standard	standar	0.673	0.143	0.605
standardize	standardisasi	0.684	0.353	0.729
standardized	standar	0.610	0.324	0.607
standby	siyaga	0.260	0.224	0.386
standing	ngadeg	0.604	0.317	0.425
standoff	standoff	0.333	0.840	0.558
standpoint	sudut pandang	0.585	0.388	0.652
standstill	standstill	0.441	0.203	0.500
standup	standup	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	pokok	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	lintang	0.833	0.418	0.560
star fruit	woh bintang	0.701	0.433	0.427
starboard	starboard	0.531	0.388	0.558
starch	pati	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	nonton	0.541	0.430	0.538
starfish	starfish	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	ngguyu	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	starlet	0.806	0.471	0.587
starlight	lintang	0.908	0.368	0.611
starling	starling	0.500	0.490	0.514
starry	starry	0.438	0.643	0.434
stars	bintang	0.796	0.521	0.484
starship	starship	0.740	0.719	0.704
start	miwiti	0.684	0.430	0.589
starter	wiwitan	0.667	0.461	0.827
startle	miwiti	0.276	0.817	0.417
startled	wiwit	0.333	0.865	0.526
startling	nggegirisi	0.750	0.768	0.830
starvation	keluwen	0.240	0.592	0.284
starve	keluwen	0.073	0.729	0.402
starved	keluwen	0.097	0.689	0.219
starving	keluwen	0.163	0.670	0.336
stash	stash	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	negara	0.562	0.320	0.604
stately	megah	0.830	0.728	0.915
statement	statement	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	nyatakake	0.643	0.480	0.708
statesman	negarawan	0.510	0.490	0.736
static	statis	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statis	0.542	0.290	0.527
station	stasiun	0.688	0.367	0.519
stationary	piranti nulis	0.408	0.240	0.484
stationery	alat tulis	0.570	0.120	0.455
statistic	statistik	0.508	0.420	0.609
statistical	statistik	0.714	0.353	0.627
statistician	statistika	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	statuary	0.561	0.281	0.500
statue	patung	0.542	0.153	0.570
statuette	statuette	0.677	0.433	0.518
stature	sumringah	0.470	0.353	0.664
status	status	0.658	0.377	0.588
statute	statute	0.592	0.330	0.673
statutory	statutory	0.510	0.376	0.539
staunch	staunch	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	tinggal	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	manggon	0.497	0.270	0.395
stays	tetep	0.633	0.363	0.564
stead	tegese	0.551	0.214	0.510
steadfast	tegese	0.771	0.433	0.800
steady	mantep	0.680	0.186	0.763
steak	steak	0.625	0.359	0.315
steakhouse	steak	0.802	0.379	0.547
steal	nyolong	0.021	0.856	0.528
stealing	nyolong	0.086	0.913	0.455
stealth	siluman	0.520	0.270	0.452
stealthily	stealthily	0.763	0.294	0.458
stealthy	stealthy	0.380	0.363	0.534
steam	uap	0.469	0.413	0.421
steamboat	steamboat	0.708	0.500	0.633
steamer	steamer	0.510	0.442	0.528
steaming	steaming	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	steamship	0.469	0.490	0.569
steamy	akeh	0.479	0.538	0.445
steel	baja	0.521	0.420	0.714
steep	jangkep	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	kemudi	0.469	0.490	0.527
steering	kemudi	0.580	0.431	0.660
stellar	lintang	0.796	0.580	0.769
stem	stem	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	stencil	0.500	0.327	0.421
stenographer	stenographer	0.510	0.408	0.589
step	langkah	0.531	0.321	0.347
stepdaughter	stepdaughter	0.510	0.510	0.432
stepfather	stepfather	0.396	0.491	0.611
stepmother	ibu tirine	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	langkah-langkah	0.511	0.349	0.373
stepson	stepson	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopis	0.363	0.417	0.574
stereotype	stereotype	0.151	0.422	0.612
stereotyped	stereotyped	0.375	0.510	0.436
sterile	steril	0.302	0.471	0.291
sterility	steril	0.201	0.519	0.414
sterilize	sterilize	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	buritan	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stethoscope	0.427	0.377	0.490
stew	godhok	0.667	0.373	0.250
