Word	Estonian-et	Valence	Arousal	Dominance
stoop	lööma	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	peatus	0.280	0.510	0.490
stopover	peatuspaik	0.531	0.327	0.575
stoppage	seiskamine	0.224	0.491	0.445
stopper	kork	0.365	0.336	0.390
stopping	peatus	0.388	0.382	0.473
stopwatch	stopper	0.469	0.521	0.482
storage	ladustamine	0.698	0.406	0.564
store	poodi	0.646	0.538	0.407
storefront	poe kauplus	0.580	0.217	0.457
storehouse	ladu	0.570	0.250	0.491
storeroom	laoruumi	0.560	0.217	0.588
storing	ladustamine	0.630	0.378	0.548
storm	torm	0.188	0.940	0.543
storming	tormine	0.265	0.910	0.669
stormy	tormiline	0.146	0.870	0.562
story	lugu	0.653	0.406	0.704
storybook	lugude raamat	0.854	0.306	0.383
storyteller	jutuvestja	0.730	0.357	0.462
storytelling	jutustamine	0.643	0.375	0.472
stound	hull	0.490	0.473	0.446
stout	tormakas	0.656	0.657	0.817
stove	pliit	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	sirge	0.667	0.298	0.669
straighten	sirgestada	0.677	0.500	0.685
straightforward	otsekohene	0.780	0.150	0.380
straightway	kohe	0.667	0.444	0.565
strain	tüvi	0.190	0.750	0.380
strained	pingeline	0.122	0.656	0.580
strait	väin	0.438	0.433	0.412
straitjacket	rihmaravik	0.224	0.719	0.579
straits	väinad	0.408	0.269	0.410
strand	tegevussuund	0.396	0.406	0.538
stranded	keeruline	0.292	0.459	0.219
strange	kummaline	0.314	0.663	0.395
stranger	võõras	0.330	0.449	0.302
strangle	kummitama	0.094	0.927	0.527
strangulation	ahvatlemine	0.040	0.886	0.542
strap	rihm	0.380	0.417	0.382
strapless	õmbluseta	0.314	0.462	0.273
strapping	rihm	0.552	0.413	0.454
strata	kihid	0.500	0.457	0.411
strategic	strateegiline	0.786	0.708	0.861
strategist	strateeg	0.571	0.594	0.810
strategy	strateegia	0.704	0.667	0.858
stratification	stratifitseerimine	0.531	0.490	0.651
stratosphere	stratosfäär	0.604	0.583	0.636
stratum	kiht	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	õled	0.480	0.290	0.163
strawberry	maasikas	0.833	0.270	0.336
stray	hulkunud	0.133	0.760	0.281
streak	triip	0.440	0.608	0.511
streaked	triibuline	0.458	0.426	0.393
stream	voog	0.449	0.537	0.559
streamer	vööri	0.615	0.530	0.429
streaming	voogesitus	0.592	0.481	0.582
streamline	sujuvamaks	0.656	0.573	0.618
street	tänav	0.594	0.324	0.398
streetcar	tramm	0.390	0.569	0.566
streetlight	tänavavalgustus	0.673	0.268	0.390
strength	tugevus	0.802	0.682	0.858
strengthen	tugevdama	0.802	0.796	0.971
strengthening	tugevdamine	0.913	0.627	0.945
strenuous	pingeline	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stressi	0.173	0.843	0.317
stressed	rõhutatud	0.167	0.740	0.502
stresses	rõhutab	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stressirohke	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	rõhutades	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	venitada	0.604	0.578	0.500
stretcher	stretcher	0.438	0.196	0.295
stricken	kannatanud	0.163	0.720	0.368
strict	range	0.500	0.646	0.878
stride	astuge sammu	0.490	0.670	0.434
strife	võitlemine	0.344	0.898	0.630
strike	streikima	0.271	0.811	0.571
strikeout	maha kriipsutama	0.316	0.520	0.371
striker	ründaja	0.500	0.589	0.696
striking	hämmastav	0.357	0.827	0.657
strikingly	silmatorkavalt	0.690	0.684	0.811
string	string	0.385	0.398	0.445
strings	stringid	0.457	0.292	0.355
stringy	kitsas	0.430	0.510	0.527
strip	riba	0.427	0.500	0.436
stripe	triip	0.629	0.302	0.361
striped	triibuline	0.344	0.373	0.385
stripped	kooritud	0.255	0.615	0.278
stripper	stripper	0.625	0.848	0.453
striptease	striptiis	0.607	0.918	0.608
strive	püüdma	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	insult	0.562	0.440	0.570
stroll	jalutama	0.745	0.415	0.444
stroller	jalutuskäru	0.786	0.398	0.314
strolling	jalutamas	0.755	0.515	0.340
strong	tugev	0.912	0.745	0.895
stronghold	kindlus	0.708	0.636	0.954
strongly	tugevalt	0.630	0.817	0.885
structural	struktuuriline	0.582	0.425	0.690
structure	struktuur	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	võitlus	0.365	0.820	0.741
strut	tugi	0.580	0.480	0.464
stub	tühi	0.396	0.320	0.367
stubbed	varjatud	0.323	0.642	0.241
stubble	rüht	0.333	0.442	0.264
stubborn	kangekaelne	0.157	0.702	0.575
stubbornness	kangekaelsus	0.156	0.673	0.508
stubby	ahvatlev	0.417	0.370	0.393
stucco	krohvitud	0.439	0.292	0.279
stuck	kinni	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stuudio	0.564	0.531	0.509
studded	naastrehvid	0.396	0.412	0.425
student	üliõpilane	0.634	0.318	0.537
studied	õppinud	0.786	0.306	0.806
studio	stuudio	0.677	0.265	0.620
study	Uuring	0.653	0.361	0.768
stuff	asjad	0.622	0.367	0.263
stuffed animal	topis	0.684	0.255	0.306
stuffing	täidis	0.417	0.324	0.304
stuffy	kinnine	0.323	0.615	0.406
stumble	komistama	0.153	0.716	0.259
stump	kisk	0.449	0.510	0.340
stumped	hukkunud	0.344	0.604	0.392
stun	uimastada	0.333	0.710	0.451
stunned	uimastatud	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	uimastamist	0.888	0.673	0.858
stunt	trikk	0.387	0.555	0.526
stunted	hulluks jäänud	0.194	0.472	0.275
stuntman	kummitaja	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	tohutu	0.823	0.690	0.798
stupid	loll	0.133	0.510	0.200
stupidity	rumalus	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stuupor	0.323	0.590	0.330
sturdy	tugev	0.580	0.642	0.824
sturgeon	tuur	0.417	0.473	0.465
stutter	kummitus	0.250	0.469	0.258
sty	stiil	0.296	0.500	0.225
style	stiil	0.745	0.472	0.586
styling	stiil	0.823	0.378	0.652
stylish	stiilne	0.885	0.490	0.689
stylist	stiilist	0.760	0.445	0.500
suave	kena	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomaatiline	0.385	0.538	0.491
subcommittee	allkomitee	0.396	0.467	0.600
subconscious	alateadvus	0.531	0.375	0.415
subcutaneous	subkutaanne	0.396	0.444	0.376
subdivide	jagada	0.538	0.433	0.348
subdivision	alajaotis	0.592	0.455	0.430
subduction	subduktsioon	0.350	0.569	0.445
subdue	alistama	0.275	0.640	0.784
subdued	nõrk	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	teema	0.602	0.344	0.558
subjected	allutatud	0.286	0.520	0.221
subjection	allumine	0.354	0.408	0.539
subjective	subjektiivne	0.510	0.350	0.432
subjugation	allumine	0.280	0.610	0.377
sublet	alamrubriik	0.469	0.551	0.545
sublevel	alamtaseme	0.365	0.298	0.333
sublimation	sublimatsioon	0.510	0.390	0.538
sublime	suursugune	0.784	0.333	0.585
subliminal	alateadlikkus	0.410	0.528	0.464
submarine	allveelaev	0.572	0.481	0.549
submerge	sukelduma	0.517	0.643	0.456
submerged	sukeldatud	0.337	0.528	0.357
submersible	sukeldustav	0.406	0.459	0.540
submission	esitamine	0.531	0.580	0.633
submissive	alandlik	0.480	0.217	0.173
submit	Esita	0.635	0.448	0.500
submitting	esitades	0.667	0.610	0.611
subordinate	alluv	0.276	0.392	0.121
subordination	alluvus	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	kohtukutse	0.281	0.634	0.555
subscribe	tellida	0.660	0.344	0.591
subscriber	abonent	0.562	0.398	0.570
subscription	tellimine	0.583	0.333	0.651
subsequence	alamjärjestus	0.438	0.510	0.413
subsequent	järgnev	0.449	0.385	0.400
subsequently	hiljem	0.380	0.337	0.336
subservient	alaealine	0.255	0.402	0.339
subset	alamhulk	0.429	0.358	0.404
subside	kaovad	0.375	0.308	0.209
subsidence	langetus	0.320	0.509	0.452
subsidiary	tütarettevõte	0.541	0.295	0.500
subsidize	subsideerida	0.604	0.615	0.589
subsidy	toetus	0.573	0.462	0.517
subsist	endine	0.573	0.418	0.472
subsistence	elamiskulud	0.510	0.404	0.491
subsoil	aluspinnas	0.429	0.240	0.382
subspace	alamruum	0.470	0.453	0.475
substance	aine	0.615	0.422	0.528
substandard	nõuetele mittevastav	0.235	0.333	0.150
substantial	mahukas	0.590	0.490	0.690
substantially	oluliselt	0.646	0.471	0.684
substantiate	põhjendama	0.531	0.549	0.636
substantive	sisuline	0.500	0.350	0.455
substation	alajaam	0.469	0.461	0.491
substitute	asenda	0.427	0.406	0.398
substituted	asendatud	0.271	0.545	0.394
substitution	asendamine	0.406	0.480	0.353
substructure	alusraamatus	0.441	0.358	0.587
subterranean	maa-alune	0.469	0.306	0.432
subtext	alatekst	0.635	0.276	0.412
subtitle	alapealkiri	0.445	0.202	0.347
subtle	peenike	0.708	0.167	0.228
subtlety	nõtkus	0.615	0.176	0.363
subtract	lahutama	0.208	0.330	0.283
subtraction	lahutamist	0.163	0.382	0.349
subtype	alamtüüp	0.427	0.296	0.420
suburb	äärelinn	0.354	0.566	0.441
suburban	äärelinna	0.439	0.450	0.453
suburbia	äärelinnad	0.438	0.490	0.421
suburbs	äärelinnad	0.510	0.571	0.286
subversion	subversion	0.347	0.608	0.415
subversive	hävitav	0.198	0.765	0.500
subvert	alandama	0.357	0.557	0.536
subway	metroo	0.418	0.300	0.464
succeed	õnnestub	0.926	0.755	0.926
succeeding	edukas	0.867	0.755	0.849
success	edu	0.959	0.880	0.981
successful	edukas	0.949	0.724	0.938
succession	järjestus	0.698	0.481	0.587
successive	järjestikused	0.635	0.471	0.518
successor	pärija	0.729	0.531	0.648
succinct	lühike	0.510	0.413	0.566
succubus	sukkubus	0.417	0.647	0.509
succulent	mahlakas	0.823	0.538	0.556
succumb	langetama	0.202	0.787	0.292
suck	ime	0.344	0.706	0.377
sucker	Sucker	0.265	0.393	0.204
sucking	imemiseks	0.227	0.528	0.377
suckling	imetamine	0.596	0.558	0.518
sucks	imeb	0.115	0.683	0.302
suction	imemine	0.460	0.593	0.526
sudden	ootamatu	0.449	0.660	0.435
suddenly	äkki	0.670	0.510	0.456
suds	suhkruga	0.458	0.365	0.255
sue	kohtusse kaebama	0.219	0.731	0.679
suede	suede	0.542	0.259	0.259
suffer	kannatavad	0.082	0.910	0.259
sufferer	kannatanu	0.156	0.690	0.278
suffering	kannatusi	0.020	0.719	0.235
suffice	piisab	0.643	0.326	0.504
sufficiency	piisavus	0.594	0.438	0.576
sufficient	piisav	0.833	0.330	0.588
sufficiently	piisavalt	0.776	0.367	0.714
suffix	sufiks	0.430	0.420	0.364
suffocate	lämmatama	0.219	0.764	0.440
suffocating	lämmatab	0.133	0.774	0.429
suffocation	lämbumine	0.020	0.830	0.462
sugar	suhkur	0.896	0.382	0.402
suggest	soovitavad	0.573	0.471	0.517
suggestion	soovitus	0.646	0.365	0.558
suggestive	soovituslik	0.552	0.500	0.555
suicidal	enesetapu	0.021	0.867	0.382
suicide	enesetapp	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	ülikond	0.776	0.282	0.482
suitable	sobiv	0.792	0.298	0.722
suitcase	kohver	0.562	0.212	0.318
suite	sviit	0.790	0.420	0.400
suitor	suitor	0.708	0.639	0.546
sulfate	sulfaat	0.427	0.352	0.429
sulfur	väävel	0.173	0.530	0.364
sulk	vajus	0.250	0.580	0.406
sullen	tujukas	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	väävel	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	tuntud	0.735	0.696	0.627
sum	summa	0.792	0.340	0.420
summarily	lühidalt	0.469	0.431	0.543
summarize	kokkuvõte	0.590	0.323	0.471
summary	kokkuvõte	0.729	0.260	0.427
summation	kokkuvõte	0.766	0.337	0.594
summer	suvi	0.812	0.373	0.550
summerhouse	suvemaja	0.796	0.308	0.443
summertime	suvel	0.837	0.500	0.455
summit	tippkohtumine	0.625	0.618	0.764
summon	kutsuda	0.521	0.560	0.664
summons	kutsumine	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	tõstuk	0.365	0.451	0.340
sumptuous	luksuslik	0.698	0.550	0.555
sun	päike	0.877	0.400	0.681
sunbeam	päikesepump	0.729	0.440	0.505
sunburn	päikesepõletus	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	teisipäeval	0.776	0.196	0.394
sundial	päikesekell	0.643	0.225	0.406
sundown	päikeseloojangut	0.812	0.276	0.445
sundry	mitmesugused	0.543	0.369	0.407
sunflower	päevalill	0.878	0.231	0.270
sunglass	päikeseprillid	0.684	0.264	0.324
sunglasses	päikeseprillid	0.844	0.443	0.364
sunk	vajunud	0.146	0.531	0.185
sunken	uppunud	0.103	0.476	0.173
sunless	päikesepaisteline	0.245	0.280	0.273
sunlight	päikesevalgus	0.906	0.407	0.639
sunny	päikseline	0.740	0.348	0.481
sunrise	päikesetõusu	0.823	0.347	0.640
sunroof	katuseluuk	0.681	0.325	0.425
sunscreen	päikesekaitsetooteid	0.656	0.387	0.462
sunset	päikeseloojangut	0.875	0.231	0.298
sunshine	päikesepaiste	0.885	0.297	0.769
suntan	päevitus	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	Super	0.844	0.663	0.780
superannuation	vanaduspension	0.448	0.412	0.562
superb	suurepärane	0.980	0.708	0.852
superficial	pinnapealne	0.357	0.407	0.309
superfluous	üleliigne	0.316	0.469	0.393
superhero	superkangelane	0.910	0.820	0.893
superhuman	ülem inimlik	0.810	0.745	0.895
superimposed	pealiskaudne	0.490	0.529	0.683
superintendent	juhendaja	0.592	0.570	0.942
superior	parem	0.801	0.697	0.940
superiority	paremus	0.582	0.602	0.959
superlative	superlative	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	supermarket	0.690	0.547	0.571
supermodel	supermodell	0.880	0.663	0.698
supernatant	supernatant	0.500	0.500	0.565
supernatural	üleloomulik	0.622	0.824	0.733
supernova	supernoova	0.729	0.673	0.827
superposition	superpositsioon	0.480	0.570	0.806
superpower	suurriik	0.806	0.784	0.972
supersede	asendab	0.479	0.510	0.518
superstar	superstaar	0.885	0.860	0.880
superstition	ebausk	0.177	0.640	0.418
superstitious	ebausklik	0.281	0.545	0.514
superstore	supermarket	0.719	0.600	0.640
supervise	jälgima	0.698	0.555	0.889
supervision	järelevalve	0.459	0.578	0.825
supervisor	juhendaja	0.615	0.479	0.933
supper	õhtusöök	0.708	0.429	0.552
suppertime	suppertime	0.792	0.388	0.461
supplant	asendama	0.344	0.558	0.463
supple	pehme	0.812	0.528	0.436
supplement	lisa	0.745	0.406	0.491
supplemental	täiendav	0.604	0.404	0.555
supplementary	täiendav	0.625	0.352	0.541
supplication	nõustamine	0.469	0.570	0.309
supplier	tarnija	0.615	0.462	0.736
supplies	tarvikud	0.698	0.390	0.595
supply	pakkumine	0.708	0.519	0.603
support	toetus	0.811	0.472	0.737
supported	toetatud	0.853	0.408	0.613
supporter	toetaja	0.721	0.510	0.698
supporters	toetajaid	0.763	0.539	0.558
supporting	toetades	0.634	0.490	0.764
supportive	toetav	0.875	0.420	0.635
suppose	oleta	0.551	0.343	0.348
supposed	peaks	0.296	0.378	0.379
supposing	eeldades	0.449	0.451	0.357
supposition	eeldus	0.531	0.408	0.526
suppress	maha suruda	0.281	0.559	0.509
suppression	supressioon	0.267	0.541	0.537
supremacy	ülimuslikkus	0.794	0.706	0.943
supreme	kõrgeim	0.812	0.700	0.974
supremely	suurepäraselt	0.833	0.725	0.897
surcharge	lisatasu	0.375	0.528	0.500
sure	kindel	0.724	0.270	0.793
surety	käendus	0.776	0.365	0.750
surf	surfata	0.847	0.650	0.500
surface	pind	0.448	0.375	0.604
surfboard	lainelaua kasutamine	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	tõus	0.449	0.684	0.500
surgeon	kirurg	0.500	0.598	0.793
surgery	kirurgia	0.286	0.769	0.600
surgical	kirurgiline	0.327	0.696	0.723
surly	surly	0.221	0.469	0.493
surmise	ettekujutus	0.529	0.400	0.347
surname	perekonnanimi	0.670	0.250	0.493
surpassing	ületades	0.719	0.660	0.720
surplus	ülejääk	0.602	0.680	0.630
surprise	üllatus	0.875	0.875	0.562
surprised	üllatunud	0.784	0.855	0.539
surprises	üllatab	0.875	0.769	0.632
surprising	üllatav	0.888	0.790	0.692
surprisingly	üllatavalt	0.847	0.793	0.819
surreal	surreaalne	0.550	0.529	0.670
surrender	loobuma	0.115	0.396	0.186
surrendering	loobumine	0.198	0.411	0.245
surrogate	asendus	0.406	0.590	0.472
surround	ümbritsema	0.542	0.623	0.627
surrounding	ümbritsev	0.531	0.422	0.669
surroundings	ümbruskonda	0.600	0.346	0.492
surveillance	järelevalve	0.365	0.720	0.718
survey	küsitlus	0.580	0.357	0.379
surveying	geodeesia	0.488	0.455	0.682
surveyor	maamõõtja	0.545	0.337	0.648
survival	ellujäämine	0.541	0.798	0.879
survive	ellu jääma	0.770	0.824	0.726
surviving	ellujäänud	0.646	0.836	0.721
survivor	toitjakaotus	0.677	0.750	0.815
susceptibility	vastuvõtlikkus	0.458	0.627	0.364
susceptible	vastuvõtlik	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	kahtlustatav	0.133	0.750	0.509
suspected	kahtlustatav	0.173	0.755	0.452
suspend	riputama	0.240	0.320	0.368
suspended	peatatud	0.224	0.402	0.368
suspenders	sukad	0.391	0.333	0.500
suspense	ajutine	0.286	0.775	0.402
suspension	peatamine	0.288	0.530	0.426
suspicion	kahtlus	0.204	0.711	0.377
suspicions	kahtlused	0.208	0.745	0.500
suspicious	kahtlane	0.153	0.745	0.431
sustain	säilitada	0.635	0.358	0.593
sustained	püsiv	0.649	0.340	0.580
sustenance	toitumine	0.820	0.519	0.679
suture	õmblusniit	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	tampooniga	0.470	0.364	0.259
swag	lööma	0.656	0.676	0.654
swagger	lollakas	0.333	0.731	0.538
swallow	neelata	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	soo	0.245	0.425	0.235
swamped	soe	0.156	0.480	0.270
swampy	soine	0.306	0.390	0.412
swan	luik	0.781	0.225	0.357
swank	lööma	0.490	0.500	0.442
swap	vahetus	0.552	0.500	0.509
swarm	ujuma	0.302	0.735	0.458
swarming	murev	0.375	0.600	0.435
swastika	Swastika	0.316	0.472	0.491
swat	sabati	0.380	0.694	0.571
sway	kihutama	0.690	0.596	0.721
swear	vanduma	0.601	0.577	0.658
swearing	vanduma	0.333	0.559	0.586
sweat	higi	0.388	0.579	0.297
sweater	kampsun	0.704	0.245	0.295
sweating	higistamine	0.292	0.667	0.265
sweatshirt	püksiriide	0.510	0.368	0.353
sweatshop	sweatshop	0.385	0.797	0.602
sweaty	higine	0.281	0.540	0.304
sweep	pühkima	0.448	0.385	0.383
sweeper	pühkija	0.470	0.549	0.414
sweeping	pühkimine	0.344	0.431	0.355
sweet	magus	0.668	0.418	0.382
sweeten	magusama	0.908	0.455	0.423
sweetened	magustatud	0.940	0.461	0.398
sweetener	magusaine	0.670	0.333	0.330
sweetest	magusam	0.959	0.500	0.370
sweetheart	kullake	0.959	0.423	0.509
sweetie	kullake	0.990	0.549	0.560
sweetness	magusus	0.906	0.474	0.528
sweets	maiustused	0.910	0.422	0.321
swell	paisuma	0.360	0.679	0.348
swelling	turse	0.323	0.608	0.250
sweltering	ahvatlev	0.204	0.644	0.362
swerve	põrkama	0.276	0.612	0.357
swift	kiire	0.760	0.776	0.698
swiftly	kiiresti	0.660	0.885	0.618
swig	lööma	0.604	0.481	0.406
swill	paisuma	0.427	0.528	0.322
swim	ujuma	0.688	0.461	0.529
swimmer	ujuja	0.657	0.698	0.610
swimming	ujumine	0.760	0.559	0.524
swimsuit	ujumistrikoo	0.740	0.373	0.269
swindle	pettuma	0.122	0.740	0.439
swindler	pettur	0.125	0.721	0.575
swine	siga	0.340	0.519	0.277
swing	kiik	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	kiikumine	0.656	0.510	0.312
swipe	pühkige	0.573	0.450	0.266
swirl	keerake	0.490	0.726	0.639
swish	lüüa	0.562	0.510	0.474
switch	lülita	0.500	0.538	0.509
switchblade	lülituslind	0.357	0.596	0.528
switchboard	elektrikilp	0.571	0.519	0.558
swivel	pöörlev	0.562	0.480	0.500
swollen	paistes	0.236	0.510	0.277
swoon	nägemine	0.292	0.510	0.160
swoop	lööma	0.479	0.618	0.446
sword	mõõk	0.438	0.653	0.713
swordfish	mõõkkala	0.564	0.520	0.442
swordplay	swordplay	0.616	0.750	0.528
swordsman	mõõk	0.395	0.857	0.696
sycamore	Sycamore	0.500	0.401	0.527
syllable	silp	0.448	0.250	0.417
syllabus	õppekava	0.736	0.370	0.643
symbiotic	sümbiootiline	0.832	0.425	0.406
symbol	sümbol	0.643	0.388	0.527
symbolic	sümboolne	0.670	0.385	0.574
symbolically	sümboolselt	0.582	0.385	0.648
symbolism	sümboolika	0.688	0.347	0.640
symbolize	sümboliseerima	0.633	0.327	0.673
symmetric	sümmeetriline	0.745	0.212	0.588
symmetrical	sümmeetriline	0.542	0.263	0.569
symmetry	sümmeetria	0.604	0.274	0.500
sympathetic	sümpaatiline	0.796	0.434	0.609
sympathize	kaastunema	0.770	0.627	0.644
sympathy	kaastunnet	0.827	0.497	0.634
symphonic	sümfooniline	0.775	0.545	0.566
symphony	sümfoonia	0.765	0.490	0.600
symposium	sümpoosion	0.573	0.394	0.644
symptom	sümptom	0.380	0.529	0.434
symptomatic	sümptomaatiline	0.367	0.434	0.491
synagogue	sünagoog	0.531	0.300	0.544
synapse	synapse	0.660	0.471	0.491
synaptic	sünaptiline	0.573	0.553	0.622
sync	sünkroonida	0.802	0.440	0.670
synchronize	sünkroonida	0.781	0.361	0.654
synchronous	sünkroonne	0.600	0.538	0.545
syncope	sünkoop	0.245	0.538	0.398
syndicate	sündikaat	0.439	0.491	0.673
syndrome	sündroom	0.229	0.510	0.246
synergistic	sünergistlik	0.571	0.550	0.547
synergy	sünergia	0.667	0.510	0.720
synod	Sünod	0.469	0.377	0.574
synonym	sünonüüm	0.615	0.210	0.433
synonymous	sünonüümne	0.480	0.323	0.400
synopsis	kokkuvõte	0.541	0.390	0.482
synoptic	sünoptiline	0.561	0.510	0.596
syntax	süntaks	0.531	0.346	0.559
synthesis	süntees	0.604	0.315	0.377
synthesizer	süntesaator	0.500	0.410	0.592
synthetic	sünteetiline	0.396	0.350	0.519
syphilis	süüfilis	0.071	0.606	0.245
syringe	süstal	0.250	0.680	0.330
syrup	siirup	0.620	0.223	0.318
system	süsteem	0.615	0.346	0.764
systematic	süstemaatiline	0.617	0.444	0.594
systematically	süstemaatiliselt	0.690	0.390	0.651
t-shirt	t-särk	0.815	0.286	0.284
tab	vahekaart	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	katarraal	0.408	0.480	0.605
table	laud	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	laudlina	0.480	0.165	0.215
tablespoon	supilusikatäis	0.490	0.353	0.245
tablet	tablett	0.562	0.330	0.438
tableware	lauanõud	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	tabu	0.198	0.794	0.482
tabular	tabelina	0.438	0.330	0.462
tabulate	tabuleerida	0.480	0.403	0.598
tabulation	tabuleerimine	0.396	0.346	0.526
tachometer	tahhomeeter	0.398	0.394	0.518
tacit	vaikne	0.459	0.340	0.473
tack	käsiraamat	0.365	0.431	0.431
tackle	tegelema	0.365	0.686	0.569
tackled	lahendatud	0.438	0.612	0.569
tackling	tegelemine	0.480	0.694	0.613
tacky	kleepuv	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	taktika	0.550	0.417	0.417
tactful	taktikaline	0.704	0.292	0.537
tactic	taktika	0.531	0.434	0.798
tactical	taktikaline	0.594	0.481	0.684
tactics	taktika	0.583	0.676	0.774
tactile	kombatav	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	silt	0.612	0.353	0.375
tail	saba	0.480	0.272	0.293
tailed	saba	0.438	0.358	0.351
tailgate	tagaluuk	0.323	0.340	0.398
tailings	jäätmed	0.439	0.311	0.446
taillight	tagatulede	0.479	0.367	0.283
tailor	sobivalt	0.573	0.206	0.450
tailoring	õmblemine	0.673	0.540	0.566
tailpipe	väljalasketoru	0.460	0.429	0.409
taint	taim	0.141	0.425	0.226
take	võtma	0.828	0.537	0.348
takeoff	stardiks	0.755	0.884	0.626
