Word	Xhosa-xh	Valence	Arousal	Dominance
verdict	isigwebo	0.325	0.689	0.800
verge	seNdebe	0.500	0.337	0.305
verification	ukuqinisekiswa	0.750	0.276	0.642
verified	qi nisiwe	0.781	0.367	0.677
verify	qinisekisa	0.761	0.481	0.704
verily	nisweni	0.713	0.351	0.585
veritable	nisweni	0.794	0.330	0.759
vermin	vermin	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	lweelwimi	0.479	0.453	0.615
vernal	ezingokoqobo	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	ezichanekileyo	0.906	0.625	0.714
versatility	ngokungafaniyo	0.878	0.585	0.750
verse	ivesi	0.667	0.269	0.336
version	inguqulelo	0.604	0.423	0.538
versus	Ukuqobisana	0.310	0.500	0.447
vert	uhlaza	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	i-vertebral	0.308	0.434	0.525
vertex	vertex	0.316	0.510	0.491
vertical	ecacileyo	0.520	0.387	0.492
vertically	ngokukhawuleza	0.534	0.385	0.545
vertigo	vertigo	0.292	0.655	0.445
verve	isenzi	0.724	0.840	0.693
very negative	zibi kakhulu	0.062	0.521	0.148
very positive	kakhulu	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	i-vesicle	0.359	0.509	0.379
vesicular	vesicular	0.214	0.440	0.483
vessel	nqanawa	0.490	0.398	0.538
vest	impahla	0.667	0.380	0.371
vested	zinikezelwe	0.663	0.415	0.648
vestibule	indawo	0.541	0.385	0.422
vestige	indawo	0.562	0.470	0.454
vet	vet	0.531	0.400	0.644
veteran	umdala	0.560	0.431	0.759
veterinarian	wezilwanyana	0.582	0.418	0.542
veterinary	lwezilwanyana	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	zixhalabile	0.115	0.802	0.413
viability	ku sebenza	0.776	0.500	0.684
viable	ku sebenza	0.656	0.320	0.667
viaduct	viaduct	0.420	0.440	0.662
vial	iwayini	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	iguqa	0.635	0.688	0.574
vibrant	ephazamisayo	0.771	0.824	0.782
vibrate	dlidliza	0.500	0.698	0.604
vibration	ukunyakaza	0.583	0.657	0.528
vibrator	i vibrator	0.479	0.798	0.500
vibratory	ezixubileyo	0.542	0.690	0.527
vicar	mdlali	0.531	0.370	0.555
vicarious	ukutshatyalaliswa	0.479	0.452	0.517
vice	ngecala	0.296	0.778	0.480
viceroy	u-viceroy	0.541	0.481	0.712
vicinity	kufuphi	0.700	0.353	0.466
vicious	ezintle	0.208	0.694	0.407
victim	lixhoba	0.115	0.676	0.202
victimized	xhatshazwa	0.115	0.644	0.273
victor	ngumnqobi	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	ophumeleleyo	0.884	0.886	0.946
victory	uloyiso	0.938	0.735	0.931
video	i vidiyo	0.646	0.577	0.427
video game	umdlalo yevidiyo	0.707	0.765	0.414
videotape	yevidiyo	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	nembono	0.896	0.292	0.555
viewer	umbukeli	0.592	0.358	0.558
viewing	ukujonga	0.690	0.394	0.598
viewpoint	nembono	0.673	0.306	0.644
vigil	qaphela	0.521	0.480	0.491
vigilance	qapha	0.490	0.615	0.724
vigilant	phaphele	0.469	0.643	0.791
vigilante	baqaphele	0.418	0.627	0.720
vignette	vignette	0.717	0.283	0.382
vigor	ngamandla	0.860	0.755	0.811
vigorous	ngamandla	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	ezimbi	0.083	0.537	0.553
villa	ilali	0.698	0.290	0.345
village	dolophu	0.684	0.367	0.336
villager	umhlali	0.710	0.387	0.509
villain	i-villain	0.177	0.892	0.590
villainous	ababi	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	qi niseka	0.656	0.596	0.767
vindicated	ngqiniswe	0.615	0.480	0.609
vindication	ukuqinisekiswa	0.531	0.632	0.764
vindictive	ukunyanzelisa	0.092	0.830	0.500
vine	umdiliya	0.531	0.292	0.405
vinegar	iviniga	0.276	0.370	0.356
vineyard	si diliya	0.806	0.382	0.595
vintage	ukuvuna	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	aphule	0.061	0.970	0.519
violation	ukuphulwa	0.083	0.892	0.413
violence	nodlova	0.061	0.933	0.719
violent	nyamelo	0.112	0.918	0.616
violently	ngokukhawuleza	0.120	0.970	0.527
violet	violet	0.688	0.272	0.401
violin	i-violin	0.823	0.396	0.389
violinist	i-violinist	0.804	0.302	0.538
viper	inyoka	0.173	0.846	0.632
viral	nentsholongwane	0.240	0.612	0.518
virgin	intombi	0.622	0.433	0.462
virginal	ncinane	0.673	0.577	0.464
virginity	buntombi	0.691	0.676	0.576
virility	bubi	0.684	0.670	0.718
virology	virology	0.418	0.569	0.562
virtual	ebonakalayo	0.598	0.532	0.463
virtually	phantse	0.594	0.521	0.625
virtue	ubuhle	0.896	0.443	0.827
virtuoso	virtuoso	0.929	0.591	0.863
virtuous	ezintle	0.890	0.530	0.822
virulence	ukunyanzelisa	0.094	0.533	0.438
virus	intsholongwane	0.277	0.740	0.443
visa	visa	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	viscosity	0.417	0.521	0.454
viscous	veleki	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ukubonakala	0.750	0.444	0.676
visible	ebonakalayo	0.750	0.342	0.509
visibly	kubonakale	0.724	0.373	0.591
vision	umbono	0.708	0.447	0.742
visionary	mbono	0.823	0.565	0.791
visit	tyelela	0.771	0.443	0.445
visitation	tyelela	0.729	0.346	0.534
visiting	tyelela	0.729	0.440	0.519
visitor	u tyelele	0.646	0.480	0.461
visor	velor	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	bonwayo	0.813	0.462	0.462
visualize	ngcamango	0.635	0.431	0.537
vital	kubalulekile	0.750	0.716	0.847
vitality	ubunzima	0.923	0.565	0.869
vitals	iiviti	0.704	0.604	0.798
vitamin	i vithamini	0.827	0.330	0.560
vitreous	i-vitreous	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	ngento enzima	0.780	0.820	0.758
vivid	ecacileyo	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	sigama	0.530	0.247	0.585
vocal	ilizwi	0.583	0.352	0.340
vocalist	umlomo	0.688	0.596	0.596
vocation	umsebenzi	0.833	0.426	0.686
vodka	ivodka	0.510	0.632	0.491
vogue	qaphela	0.740	0.491	0.538
voice	ilizwi	0.594	0.343	0.528
voiceless	engabonakaliyo	0.271	0.235	0.131
voicemail	i-voicemail	0.458	0.453	0.406
void	ku ngabikho	0.135	0.163	0.130
volatile	zinyanisekile	0.323	0.786	0.565
volatility	ukungazinzi	0.281	0.755	0.553
volcanic	mlilo	0.344	0.910	0.781
volcano	mlilo	0.240	0.844	0.787
volition	ukuzithandela	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	volleyball	0.640	0.700	0.458
voltage	I-Voltage	0.382	0.855	0.621
voltmeter	i-voltmeter	0.599	0.596	0.545
volume	ivolumu	0.552	0.490	0.546
volumes	imiqulu	0.552	0.452	0.520
voluminous	lukhulu	0.561	0.450	0.658
voluntarily	ngokuzithandela	0.847	0.460	0.527
voluntary	ngokuzithandela	0.771	0.460	0.643
volunteer	ivolontiya	0.888	0.422	0.596
volunteering	ngokuzithandela	0.844	0.614	0.603
volunteers	mavolontiya	0.820	0.448	0.630
voluptuous	ukukhupha	0.673	0.719	0.792
vomit	uhlanza	0.073	0.569	0.188
vomiting	ukuhlanza	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	zibuhlungu	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	kuvota	0.582	0.500	0.649
voter	umvoti	0.612	0.538	0.754
voting	kuvota	0.615	0.602	0.768
votive	ukuva	0.479	0.460	0.453
vouch	vouch	0.625	0.417	0.746
voucher	vouver	0.622	0.416	0.601
vow	isibhambathiso	0.560	0.510	0.664
vowel	sibonakaliso	0.490	0.283	0.311
voyage	uhambo	0.816	0.714	0.580
voyager	ukuhamba	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	ihlazo	0.083	0.820	0.445
vulgarity	uhlazo	0.104	0.870	0.346
vulnerability	ubungozi	0.250	0.510	0.267
vulnerable	khu seleka	0.198	0.490	0.245
vulture	inkunzi	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	umda	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	ikhefu	0.677	0.360	0.313
waffle	i-waffle	0.708	0.394	0.327
wag	inqwelo	0.448	0.490	0.481
wage	umvuzo	0.635	0.480	0.565
wager	wager	0.479	0.816	0.615
wages	umvuzo	0.776	0.440	0.620
wagon	inqwelo	0.490	0.461	0.474
wail	khala	0.418	0.724	0.393
waist	esiswini	0.542	0.448	0.351
waistcoat	i-waistcoat	0.542	0.320	0.389
waistline	ngqeni	0.560	0.417	0.320
wait	yima	0.224	0.167	0.264
waiter	Umnikezi kutya	0.459	0.300	0.295
waiting	kulinda	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	umncedisi	0.646	0.531	0.352
waive	ukuyeka	0.276	0.559	0.311
waiver	ku rhoxiswa	0.396	0.630	0.373
wake	vukile	0.700	0.470	0.512
walk	uhamba	0.643	0.412	0.450
walker	uhambahambayo	0.551	0.491	0.525
walking	ukuhamba	0.708	0.480	0.781
walkout	hamba uphume	0.292	0.853	0.427
wall	udonga	0.417	0.250	0.509
wallaby	wallaby	0.541	0.368	0.391
wallet	isikhwama	0.680	0.432	0.500
wallflower	luhlaza	0.667	0.298	0.342
wallop	wallop	0.320	0.790	0.689
wallow	ukugungqa	0.286	0.878	0.491
wallpaper	iphepha lodonga	0.673	0.173	0.308
walnut	i-walnut	0.688	0.302	0.255
walrus	walrus	0.521	0.327	0.361
waltz	waltz	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	wand	0.542	0.322	0.315
wander	ba hamba	0.427	0.417	0.330
wanderer	uhambahamba	0.458	0.519	0.396
wandering	ku hamba	0.323	0.471	0.357
wane	kuhlutha	0.188	0.402	0.098
waning	ukucima	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	bafuna	0.671	0.642	0.598
wanting	efuna	0.760	0.433	0.593
wanton	ukufunwa	0.427	0.739	0.500
war	imfazwe	0.022	0.892	0.727
warbler	mfa nekiso	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	kwiwadi	0.469	0.255	0.254
warden	umphathi	0.615	0.627	0.898
wardrobe	ikhabethe	0.612	0.510	0.336
ware	impahla	0.604	0.443	0.455
warehouse	yo kugcina	0.721	0.365	0.446
warfare	imfazwe	0.062	0.885	0.845
warhead	ukulwa	0.219	0.756	0.536
warlike	njengemfazwe	0.367	0.847	0.779
warlock	ukulwa	0.312	0.558	0.657
warlord	mfazwe	0.167	0.796	0.781
warm	zifudumele	0.760	0.312	0.585
warming	ukufudumala	0.594	0.637	0.580
warms	zibuhlungu	0.594	0.580	0.632
warmth	ukufudumala	0.878	0.307	0.602
warn	lumkisa	0.429	0.647	0.564
warned	lumkisa	0.302	0.604	0.547
warning	lumkiso	0.229	0.774	0.629
warp	i-warp	0.344	0.417	0.373
warpath	i-warpath	0.280	0.676	0.551
warped	ephosakeleyo	0.219	0.663	0.304
warrant	mvume	0.653	0.398	0.802
warranted	ku vunyelwe	0.714	0.367	0.690
warrants	mvume	0.562	0.431	0.881
warranty	iwaranti	0.667	0.470	0.568
warren	warren	0.417	0.570	0.464
warrior	mkhosini	0.458	0.863	0.915
warship	yemfazwe	0.292	0.890	0.889
wart	wart	0.082	0.314	0.205
wartime	ngexesha lemfazwe	0.100	0.912	0.726
wary	qaphela	0.510	0.343	0.535
wash	hlamba	0.635	0.377	0.297
washed	kuhlamba	0.542	0.314	0.392
washer	washer	0.594	0.390	0.365
washing	kuhlamba	0.643	0.396	0.402
washout	ukuzingca	0.383	0.304	0.389
washroom	yokuhlamba	0.500	0.364	0.446
wasp	isp	0.390	0.620	0.406
waste	inkunkuma	0.041	0.510	0.184
wastebasket	nkunkuma	0.271	0.230	0.286
wasted	yachitha	0.188	0.558	0.259
wasteful	inkunkuma	0.173	0.730	0.409
wasteland	yintlango	0.365	0.308	0.391
wasting	ukuchitha	0.051	0.417	0.207
watch	bukele	0.531	0.346	0.423
watchdog	i-watchdog	0.531	0.811	0.648
watcher	umlindi	0.562	0.401	0.702
watchful	lindile	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	Lumka	0.396	0.530	0.455
watchtower	inqaba	0.500	0.415	0.647
water	amanzi	0.812	0.123	0.429
water polo	amanzi epolo	0.688	0.670	0.534
waterbed	ibhedi yamanzi	0.724	0.381	0.296
watercourse	yamanzi	0.677	0.357	0.466
watered	nisela	0.615	0.290	0.377
waterfall	impompo	0.652	0.460	0.528
waterfront	phambili	0.716	0.274	0.556
watering can	into yokuncenceshela	0.602	0.298	0.336
watermelon	ujodo	0.714	0.230	0.239
waterproof	into evikela amanzi	0.779	0.423	0.545
waterworks	imisebenzi yamanzi	0.510	0.490	0.561
watery	amanzi	0.367	0.461	0.292
wave	tshintsha	0.622	0.491	0.490
wavelength	ubude	0.604	0.442	0.516
waver	ukukhupha	0.426	0.630	0.255
wavering	ukuphazamiseka	0.375	0.430	0.384
waves	maza	0.643	0.470	0.509
wavy	wavy	0.520	0.284	0.345
wax	i-wax	0.436	0.245	0.309
waxed	yaxhaswa	0.531	0.388	0.408
waxy	ukuxhoma	0.408	0.245	0.308
way	indlela	0.480	0.275	0.420
ways	iindlela	0.688	0.560	0.425
wayward	ahambe	0.344	0.573	0.409
weak	buthathaka	0.180	0.241	0.045
weaken	buthathaka	0.112	0.250	0.223
weakened	buthathaka	0.373	0.304	0.092
weakling	buthathaka	0.194	0.294	0.087
weakly	buthathaka	0.270	0.255	0.111
weakness	ubuthathaka	0.088	0.370	0.125
wealth	butyebi	0.857	0.637	0.858
wealthy	butyebi	0.927	0.566	0.862
weapon	isikhali	0.054	0.840	0.831
weaponry	zixhobo	0.219	0.840	0.870
wear	bembatha	0.312	0.370	0.255
wearer	umgcini	0.471	0.347	0.527
wearily	utyhafile	0.327	0.286	0.128
weariness	ukuxhalaba	0.104	0.333	0.226
wearing	bembethe	0.646	0.520	0.461
weary	diniwe	0.194	0.281	0.202
weasel	weasel	0.408	0.317	0.337
weather	mozulu	0.755	0.404	0.567
weathered	sihlangene	0.422	0.491	0.537
weatherman	mozulu	0.660	0.413	0.643
weatherproof	zi mozulu	0.541	0.345	0.552
weave	kululeka	0.604	0.265	0.172
web	kwiwebhu	0.583	0.411	0.519
website	website	0.615	0.442	0.526
wed	kutshata	0.604	0.549	0.448
wedded	kutshata	0.771	0.413	0.518
wedding	umtshato	0.875	0.802	0.642
wedge	umda	0.490	0.290	0.278
wedlock	umtshato	0.747	0.654	0.745
wee	wee	0.663	0.452	0.315
weed	ukhula	0.459	0.294	0.364
weeding	kutyhala	0.458	0.528	0.454
weeds	ukhula	0.320	0.551	0.315
weedy	ukhula	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	iveki	0.510	0.231	0.351
weekday	ngeveki	0.490	0.469	0.520
weekend	ngeveki	0.844	0.625	0.519
weekly	ngeveki	0.622	0.288	0.380
weenie	weenie	0.406	0.451	0.284
weep	lila	0.053	0.621	0.164
weeping	belila	0.082	0.688	0.168
weeping willow	i-wind willow	0.344	0.441	0.312
weepy	lila	0.068	0.615	0.116
weigh	u bunzima	0.333	0.396	0.375
weighing	u bunzima	0.449	0.441	0.468
weight	bunzima	0.450	0.380	0.577
weightless	elingenamlinganiselo	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	izisindo	0.458	0.500	0.722
weighty	bunzima	0.427	0.480	0.657
weir	iindlovu	0.375	0.385	0.363
weird	ziqatha	0.260	0.660	0.402
weirdness	ubuqhetseba	0.316	0.491	0.364
weirdo	weirdo	0.173	0.539	0.328
welcome	Wamkelekile	0.898	0.555	0.664
welcomed	samkela	0.927	0.585	0.700
welcoming	kwamkela	0.905	0.527	0.636
weld	weld	0.417	0.462	0.583
welder	welder	0.448	0.679	0.683
welding	welding	0.510	0.569	0.491
welfare	intlalontle	0.802	0.378	0.679
wellhead	intloko	0.469	0.460	0.373
wellness	kakuhle	0.969	0.441	0.730
welsh	welsh	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	wench	0.469	0.519	0.352
werewolf	ukuhlenga	0.235	0.811	0.591
west	bucala ngasekunene	0.562	0.337	0.414
westbound	ngasentshona	0.646	0.363	0.439
western	entshona	0.573	0.500	0.689
wet	emanzi	0.385	0.417	0.185
wetback	emanzi	0.271	0.402	0.293
whack	u whack	0.219	0.816	0.708
whale	whale	0.582	0.398	0.509
whaling	whaling	0.281	0.717	0.538
wham	wham	0.469	0.490	0.423
whammy	whammy	0.461	0.491	0.345
wharf	wharf	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	ungathini ukuba	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	whatnot	0.375	0.493	0.363
whatsoever	nantoni na	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	ngqolowa	0.531	0.185	0.250
wheel	ivili	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	ibharari	0.479	0.366	0.404
wheelchair	ngesitulo sabakhubazekile	0.240	0.337	0.245
wheels	iivili	0.667	0.471	0.386
wheeze	ivili	0.229	0.462	0.461
whelp	whelp	0.344	0.458	0.310
whereabouts	apho	0.439	0.382	0.356
wherefore	yoko	0.561	0.357	0.402
wherewith	ngayo	0.491	0.420	0.404
wherewithal	apho	0.388	0.366	0.321
whet	ivili	0.643	0.465	0.430
whiff	ixhoba	0.459	0.400	0.331
whilst	ngeli xesha	0.510	0.302	0.388
whim	ngethuba	0.378	0.680	0.467
whimper	ngqumbo	0.271	0.545	0.308
whimsical	ngexeshana	0.449	0.637	0.371
whimsy	zibuhlungu	0.729	0.639	0.455
whine	bhala	0.342	0.686	0.218
whiny	mhlophe	0.208	0.548	0.375
whip	i sibetho	0.208	0.899	0.509
whiplash	whiplash	0.257	0.760	0.500
whipped	zibethe	0.198	0.804	0.361
whirl	ziqhwithi	0.461	0.788	0.661
whirlpool	i-whirlpool	0.710	0.415	0.442
whirlwind	ngevunguvungu	0.417	0.915	0.670
whisk	whisk	0.500	0.537	0.412
whisker	whisker	0.521	0.306	0.343
whiskers	ivuvu	0.439	0.278	0.270
whiskey	whiskey	0.612	0.706	0.441
whisky	whiskey	0.640	0.615	0.490
whisper	ukuhleka	0.490	0.225	0.265
whispered	bexhala	0.548	0.358	0.309
whistle	khalaza	0.653	0.551	0.463
whit	mhlophe	0.562	0.393	0.595
white	mhlophe	0.729	0.173	0.420
whitefish	whitefish	0.492	0.327	0.333
whiteness	u bumhlophe	0.688	0.235	0.519
whitewash	mhlophe	0.429	0.402	0.276
whitish	mhlophe	0.583	0.279	0.365
whittle	mhlophe	0.347	0.451	0.427
whiz	ngethuba	0.896	0.627	0.820
whole	epheleleyo	0.653	0.357	0.572
wholesale	uwonke	0.760	0.551	0.619
wholesome	ezintle	0.888	0.423	0.754
wholly	ngokupheleleyo	0.690	0.353	0.696
whoo	ngubani	0.531	0.578	0.311
whoop	ugugu	0.559	0.481	0.443
whopper	umgca	0.448	0.598	0.432
whopping	ukuphosa	0.541	0.740	0.755
whore	ihenyukazi	0.135	0.880	0.333
whorehouse	iholide	0.200	0.930	0.462
wick	wick	0.337	0.481	0.309
wicked	ngendawo	0.138	0.800	0.627
wickedness	ngendawo	0.031	0.727	0.443
wicker	i-wicker	0.427	0.339	0.388
wicket	wicket	0.500	0.500	0.471
wide	bubanzi	0.571	0.312	0.472
widely	ngokubanzi	0.698	0.453	0.725
widen	lukhulu	0.562	0.538	0.527
widespread	e sasazwe	0.633	0.456	0.713
widow	umhlolokazi	0.250	0.450	0.265
widowed	umhlolokazi	0.205	0.439	0.333
widower	umhlolokazi	0.184	0.406	0.325
width	ububanzi	0.583	0.280	0.518
wield	benzisa	0.347	0.660	0.625
wiener	wiener	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	nomfazi	0.886	0.630	0.583
wig	wig	0.722	0.279	0.180
wiggle	bhinqa	0.531	0.676	0.359
wight	ukukhusela	0.542	0.404	0.395
wiki	wiki	0.530	0.390	0.455
wild	zasendle	0.312	0.922	0.750
wildcat	zasendle	0.458	0.632	0.481
wildebeest	i-wildebeest	0.438	0.480	0.464
wilderness	entlango	0.281	0.333	0.290
wildfire	ngomlilo	0.140	0.929	0.552
wildlife	zasendle	0.656	0.530	0.561
will	kuthanda	0.698	0.408	0.735
willful	ngokuzithandela	0.557	0.719	0.642
willies	willies	0.480	0.490	0.420
willing	uzimisele	0.833	0.561	0.783
willingly	ngokuzithandela	0.833	0.316	0.588
willingness	ukuzimisela	0.786	0.500	0.729
willow	willow	0.604	0.245	0.400
willpower	amandla	0.823	0.776	0.897
wilt	ufuna	0.226	0.354	0.312
wilted	wilted	0.245	0.375	0.186
wily	wily	0.459	0.670	0.798
wimp	wimp	0.184	0.490	0.125
wimpy	wimpy	0.188	0.292	0.134
win	ukuphumelela	0.927	0.694	0.888
wince	wince	0.286	0.415	0.294
winch	winch	0.385	0.434	0.449
wind	umoya	0.531	0.404	0.578
windbag	windbag	0.438	0.510	0.391
windfall	imvula	0.750	0.864	0.638
winding	ukuphosa	0.398	0.582	0.361
windmill	umoya	0.773	0.412	0.412
window	iwindow	0.542	0.276	0.385
windowsill	NO TRANSLATION	0.429	0.274	0.433
windpipe	umpompo	0.281	0.360	0.500
windshield	moya	0.615	0.375	0.333
windy	emoyeni	0.330	0.541	0.528
wine	isiselo somdiliya	0.792	0.417	0.457
wine cooler	iwayini epholile	0.729	0.404	0.420
wing	iphiko	0.562	0.255	0.389
winged	iphiko	0.646	0.469	0.519
winger	winger	0.531	0.794	0.691
wingman	wingman	0.573	0.578	0.582
wink	wink	0.688	0.557	0.304
winner	ophumeleleyo	0.960	0.810	0.886
winning	ukuphumelela	0.955	0.712	0.972
winnings	iindleko	0.949	0.829	0.830
wino	NO TRANSLATION	0.406	0.535	0.349
winter	ebusika	0.663	0.355	0.500
winterbreak	NO TRANSLATION	0.612	0.464	0.491
wintertime	busika	0.760	0.516	0.404
wintery	u kuzuza	0.388	0.512	0.463
wintry	i-wintry	0.448	0.434	0.445
wipe	usule	0.663	0.427	0.551
wiper	umtshizi	0.500	0.380	0.535
wire	ucingo	0.480	0.330	0.245
wired	wired	0.398	0.420	0.537
wireless	wireless	0.635	0.444	0.537
wiretap	wiretap	0.224	0.642	0.454
wiring	wiring	0.490	0.367	0.431
wis	bulumko	0.510	0.431	0.406
wisdom	bulumko	0.930	0.302	0.871
wise	bulumko	0.878	0.250	0.861
wish	nqwenela	0.771	0.583	0.647
wishbone	nqwenela	0.494	0.531	0.426
wishful	nqwenela	0.885	0.712	0.606
wishing	nqwenela	0.755	0.600	0.491
wishmeluck	ixesha olucelile liphelile Nceda uphinde uzame isicelo	0.729	0.582	0.465
wisp	ngqondweni	0.552	0.388	0.417
wistful	ncam	0.323	0.451	0.312
wit	wit	0.844	0.484	0.775
witch	bugqwirha	0.292	0.710	0.473
witchcraft	bugqwirha	0.183	0.779	0.555
withal	ngokuqinisekileyo	0.345	0.264	0.381
withdraw	rhoxisa	0.260	0.425	0.336
withdrawal	rhoxiswa	0.275	0.541	0.226
withdrawals	rhoxiswa	0.427	0.404	0.464
withdrawn	rhoxiswa	0.182	0.368	0.221
wither	kubuna	0.150	0.420	0.259
withered	wome	0.188	0.292	0.160
withering	kubuna	0.271	0.650	0.345
withhold	zi thintele	0.320	0.451	0.444
withholding	ukugodla	0.165	0.490	0.480
withstand	ukumelana	0.370	0.548	0.571
witless	ngqiqweni	0.198	0.333	0.179
witness	ubungqina	0.562	0.569	0.593
wits	wits	0.760	0.596	0.765
witty	bulumko	0.857	0.707	0.759
wiz	wiz	0.467	0.545	0.441
wizard	wizard	0.656	0.430	0.526
wobble	bhuqa	0.375	0.620	0.350
wobbly	bhala	0.208	0.759	0.225
woe	maye	0.340	0.606	0.204
woeful	lusizi	0.135	0.555	0.255
woefully	mayeke	0.204	0.580	0.269
wok	wok	0.583	0.375	0.500
wokemeup	NO TRANSLATION	0.561	0.520	0.444
wolf	ingcuka	0.448	0.712	0.630
wolverine	i-wolverine	0.470	0.673	0.627
woman	umfazi	0.865	0.500	0.578
womanhood	bhinqa	0.812	0.656	0.602
womanizer	womanizer	0.281	0.800	0.471
womanly	bhinqa	0.909	0.615	0.473
womb	isibeleko	0.375	0.385	0.591
wonder	ngaliswa	0.939	0.771	0.765
wonderful	emangalisayo	0.971	0.776	0.830
wonderfully	ngokumangalisayo	0.969	0.760	0.821
wonderment	ngaliswa	0.929	0.679	0.795
wondrous	ma ngaliso	0.854	0.679	0.818
wont	NO TRANSLATION	0.240	0.343	0.291
woo	woo	0.646	0.729	0.430
wood	ngomthi	0.494	0.182	0.373
woodcut	ukukhuni	0.633	0.354	0.542
wooden	zokhuni	0.500	0.196	0.318
woodland	kwimihlaba	0.776	0.306	0.480
woodlands	kweemithi	0.656	0.340	0.473
woodpecker	umthi womthi	0.520	0.482	0.445
woods	imithi	0.594	0.269	0.364
woodshed	emithi	0.551	0.373	0.312
woodsman	umthi womthi	0.500	0.451	0.522
woodwork	zemithi	0.490	0.481	0.545
woody	uboya	0.469	0.260	0.396
woof	uboya	0.354	0.509	0.404
woohoo	woohoo	0.658	0.670	0.451
wooing	kuluka	0.740	0.730	0.702
wool	uboya	0.583	0.132	0.345
woolen	uboya	0.726	0.265	0.307
woolly	uboya	0.531	0.398	0.320
woot	qhawula	0.602	0.490	0.481
woozy	woozy	0.177	0.452	0.306
wop	yokupasa	0.417	0.452	0.394
word	igama	0.552	0.255	0.482
wording	magama	0.653	0.500	0.588
words	magama	0.710	0.216	0.473
wordy	igama	0.643	0.478	0.586
work	msebenzi	0.719	0.596	0.750
workaholic	ehamba phambili	0.344	0.657	0.557
workbook	incwadi yomsebenzi	0.673	0.343	0.510
worker	msebenzi	0.719	0.598	0.684
working	sebenza	0.740	0.585	0.576
workings	ukusebenza	0.704	0.560	0.745
workload	umthwalo womsebenzi	0.231	0.792	0.490
workman	msebenzi	0.729	0.618	0.726
workmanship	msebenzi	0.694	0.441	0.627
workout	ukuzilolonga	0.868	0.827	0.780
workplace	kwindawo yokusebenzela	0.592	0.431	0.583
works	sebenza	0.776	0.434	0.657
