Word	Lithuanian-lt	Valence	Arousal	Dominance
stitch	dygsnio	0.306	0.538	0.357
stitching	susiuvimas	0.510	0.382	0.345
stock	atsargos	0.594	0.418	0.407
stockade	lova	0.375	0.402	0.500
stockbroker	vertybinių popierių makleris	0.417	0.676	0.802
stockholder	akcininkas	0.573	0.625	0.716
stocking	sandėliavimas	0.594	0.324	0.688
stockings	kojinės	0.458	0.365	0.382
stockpile	atsargos	0.542	0.315	0.425
stockroom	sandėlis	0.562	0.312	0.406
stocks	atsargos	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	pavogė	0.135	0.760	0.384
stolen	pavogtas	0.156	0.646	0.308
stomach	skrandis	0.367	0.402	0.438
stomachache	pilvo skausmas	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	Stomped	0.229	0.684	0.406
stone	akmuo	0.216	0.183	0.561
stoned	užmuštas akmenimis	0.177	0.796	0.375
stonewall	akmeninė siena	0.337	0.457	0.655
stoneware	keramikos dirbiniai	0.458	0.300	0.443
stony	akmenuotas	0.356	0.494	0.525
stooge	stooge	0.438	0.406	0.163
stool	išmatos	0.448	0.269	0.302
stools	išmatos	0.459	0.382	0.327
stoop	sustoti	0.490	0.430	0.284
stoopid	Stoopidas	0.280	0.431	0.382
stop	sustabdyti	0.280	0.510	0.490
stopover	sustojimas	0.531	0.327	0.575
stoppage	sustojimas	0.224	0.491	0.445
stopper	kamštis	0.365	0.336	0.390
stopping	sustojimas	0.388	0.382	0.473
stopwatch	chronometras	0.469	0.521	0.482
storage	saugojimas	0.698	0.406	0.564
store	parduotuvė	0.646	0.538	0.407
storefront	parduotuvė	0.580	0.217	0.457
storehouse	sandėlis	0.570	0.250	0.491
storeroom	sandėlis	0.560	0.217	0.588
storing	saugojimas	0.630	0.378	0.548
storm	audra	0.188	0.940	0.543
storming	šturmas	0.265	0.910	0.669
stormy	audringas	0.146	0.870	0.562
story	istorija	0.653	0.406	0.704
storybook	pasakojimo knyga	0.854	0.306	0.383
storyteller	pasakotojas	0.730	0.357	0.462
storytelling	pasakojimas	0.643	0.375	0.472
stound	sustingęs	0.490	0.473	0.446
stout	Stout	0.656	0.657	0.817
stove	viryklė	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	stowaway	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	tiesiai	0.667	0.298	0.669
straighten	ištiesinti	0.677	0.500	0.685
straightforward	paprasta	0.780	0.150	0.380
straightway	iš karto	0.667	0.444	0.565
strain	padermė	0.190	0.750	0.380
strained	įtemptas	0.122	0.656	0.580
strait	ankštas	0.438	0.433	0.412
straitjacket	straitjacket	0.224	0.719	0.579
straits	sąsiauriai	0.408	0.269	0.410
strand	kryptis	0.396	0.406	0.538
stranded	siaura	0.292	0.459	0.219
strange	keista	0.314	0.663	0.395
stranger	svetimas	0.330	0.449	0.302
strangle	pasislėpti	0.094	0.927	0.527
strangulation	stranguliavimas	0.040	0.886	0.542
strap	dirželis	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	dirželis	0.552	0.413	0.454
strata	sluoksniai	0.500	0.457	0.411
strategic	strateginis	0.786	0.708	0.861
strategist	strategas	0.571	0.594	0.810
strategy	strategija	0.704	0.667	0.858
stratification	stratifikacija	0.531	0.490	0.651
stratosphere	stratosfera	0.604	0.583	0.636
stratum	sluoksnis	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	šiaudai	0.480	0.290	0.163
strawberry	braškių	0.833	0.270	0.336
stray	bjaurus	0.133	0.760	0.281
streak	serija	0.440	0.608	0.511
streaked	sijonas	0.458	0.426	0.393
stream	srautas	0.449	0.537	0.559
streamer	sijonas	0.615	0.530	0.429
streaming	srautas	0.592	0.481	0.582
streamline	supaprastinti	0.656	0.573	0.618
street	gatvė	0.594	0.324	0.398
streetcar	tramvajus	0.390	0.569	0.566
streetlight	gatvės šviesos	0.673	0.268	0.390
strength	jėga	0.802	0.682	0.858
strengthen	stiprinti	0.802	0.796	0.971
strengthening	stiprinti	0.913	0.627	0.945
strenuous	sunkus	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stresas	0.173	0.843	0.317
stressed	pabrėžė	0.167	0.740	0.502
stresses	pabrėžia	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresas	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	pabrėždamas	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	ruožas	0.604	0.578	0.500
stretcher	neštukas	0.438	0.196	0.295
stricken	nukentėjo	0.163	0.720	0.368
strict	griežtas	0.500	0.646	0.878
stride	žingsnis	0.490	0.670	0.434
strife	nesantaika	0.344	0.898	0.630
strike	streikuoti	0.271	0.811	0.571
strikeout	išbraukti	0.316	0.520	0.371
striker	puolėjas	0.500	0.589	0.696
striking	ryškus	0.357	0.827	0.657
strikingly	nuostabiai	0.690	0.684	0.811
string	eilutė	0.385	0.398	0.445
strings	stygos	0.457	0.292	0.355
stringy	Styginis	0.430	0.510	0.527
strip	juostelė	0.427	0.500	0.436
stripe	juostelė	0.629	0.302	0.361
striped	dryžuotas	0.344	0.373	0.385
stripped	išvalytas	0.255	0.615	0.278
stripper	striptizas	0.625	0.848	0.453
striptease	striptizas	0.607	0.918	0.608
strive	stenkitės	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	insultas	0.562	0.440	0.570
stroll	pasivaikščioti	0.745	0.415	0.444
stroller	vežimėlis	0.786	0.398	0.314
strolling	pasivaikščiojimas	0.755	0.515	0.340
strong	stiprus	0.912	0.745	0.895
stronghold	tvirtovė	0.708	0.636	0.954
strongly	stipriai	0.630	0.817	0.885
structural	struktūrinis	0.582	0.425	0.690
structure	struktūra	0.562	0.356	0.712
strudel	strudelas	0.627	0.417	0.397
struggle	kova	0.365	0.820	0.741
strut	statramstis	0.580	0.480	0.464
stub	netikras	0.396	0.320	0.367
stubbed	apsuptas	0.323	0.642	0.241
stubble	kiškis	0.333	0.442	0.264
stubborn	užsispyręs	0.157	0.702	0.575
stubbornness	užsispyrimas	0.156	0.673	0.508
stubby	nežmoniškas	0.417	0.370	0.393
stucco	tinkas	0.439	0.292	0.279
stuck	įstrigo	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	dygliuotas	0.396	0.412	0.425
student	studentas	0.634	0.318	0.537
studied	studijavo	0.786	0.306	0.806
studio	studija	0.677	0.265	0.620
study	studijuoti	0.653	0.361	0.768
stuff	daiktai	0.622	0.367	0.263
stuffed animal	iškamša	0.684	0.255	0.306
stuffing	įdaryti	0.417	0.324	0.304
stuffy	uždaras	0.323	0.615	0.406
stumble	pasipiktinti	0.153	0.716	0.259
stump	kumpas	0.449	0.510	0.340
stumped	stumped	0.344	0.604	0.392
stun	apsvaiginti	0.333	0.710	0.451
stunned	apsvaigintas	0.306	0.663	0.356
stunner	Stunner	0.418	0.780	0.492
stunning	apsvaiginimo	0.888	0.673	0.858
stunt	triukas	0.387	0.555	0.526
stunted	stunted	0.194	0.472	0.275
stuntman	kaskadininkas	0.490	0.482	0.500
stupefaction	apsvaiginimas	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	milžiniškas	0.823	0.690	0.798
stupid	kvailas	0.133	0.510	0.200
stupidity	kvailys	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stuporas	0.323	0.590	0.330
sturdy	tvirtas	0.580	0.642	0.824
sturgeon	erškėlis	0.417	0.473	0.465
stutter	mikčioti	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	stilius	0.745	0.472	0.586
styling	stilius	0.823	0.378	0.652
stylish	stilingas	0.885	0.490	0.689
stylist	stilistas	0.760	0.445	0.500
suave	kvailas	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatominis	0.385	0.538	0.491
subcommittee	pakomitetis	0.396	0.467	0.600
subconscious	pasąmonė	0.531	0.375	0.415
subcutaneous	po oda	0.396	0.444	0.376
subdivide	padalinti	0.538	0.433	0.348
subdivision	padalinys	0.592	0.455	0.430
subduction	subdukcija	0.350	0.569	0.445
subdue	pavergti	0.275	0.640	0.784
subdued	subtilus	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	dalykas	0.602	0.344	0.558
subjected	patyrė	0.286	0.520	0.221
subjection	paklusnumas	0.354	0.408	0.539
subjective	subjektyvus	0.510	0.350	0.432
subjugation	subjugavimas	0.280	0.610	0.377
sublet	subtitras	0.469	0.551	0.545
sublevel	pogrupis	0.365	0.298	0.333
sublimation	sublimacija	0.510	0.390	0.538
sublime	didingas	0.784	0.333	0.585
subliminal	subliminalus	0.410	0.528	0.464
submarine	povandeninis laivas	0.572	0.481	0.549
submerge	nuversti	0.517	0.643	0.456
submerged	panardintas	0.337	0.528	0.357
submersible	panardinamas	0.406	0.459	0.540
submission	pateikimas	0.531	0.580	0.633
submissive	paklusnus	0.480	0.217	0.173
submit	Pateikti	0.635	0.448	0.500
submitting	pateikimas	0.667	0.610	0.611
subordinate	pavaldus	0.276	0.392	0.121
subordination	pavaldumas	0.270	0.527	0.343
subplot	subplotas	0.469	0.413	0.446
subpoena	teismo šaukimas	0.281	0.634	0.555
subscribe	Prenumeruoti	0.660	0.344	0.591
subscriber	abonentas	0.562	0.398	0.570
subscription	prenumerata	0.583	0.333	0.651
subsequence	poezija	0.438	0.510	0.413
subsequent	vėlesnis	0.449	0.385	0.400
subsequently	vėliau	0.380	0.337	0.336
subservient	pagalbininkas	0.255	0.402	0.339
subset	pogrupis	0.429	0.358	0.404
subside	pablogėja	0.375	0.308	0.209
subsidence	nusileidimas	0.320	0.509	0.452
subsidiary	dukterinė įmonė	0.541	0.295	0.500
subsidize	subsidijuoti	0.604	0.615	0.589
subsidy	subsidija	0.573	0.462	0.517
subsist	išlikti	0.573	0.418	0.472
subsistence	pragyvenimas	0.510	0.404	0.491
subsoil	podirvyje	0.429	0.240	0.382
subspace	subspace	0.470	0.453	0.475
substance	medžiaga	0.615	0.422	0.528
substandard	neatitinkantis	0.235	0.333	0.150
substantial	esminis	0.590	0.490	0.690
substantially	iš esmės	0.646	0.471	0.684
substantiate	pagrįsti	0.531	0.549	0.636
substantive	esminis	0.500	0.350	0.455
substation	pastotė	0.469	0.461	0.491
substitute	pakeisti	0.427	0.406	0.398
substituted	pakeistas	0.271	0.545	0.394
substitution	pakeitimas	0.406	0.480	0.353
substructure	pagrindas	0.441	0.358	0.587
subterranean	požeminis	0.469	0.306	0.432
subtext	potekstė	0.635	0.276	0.412
subtitle	paantraštė	0.445	0.202	0.347
subtle	subtilus	0.708	0.167	0.228
subtlety	subtilumas	0.615	0.176	0.363
subtract	atimti	0.208	0.330	0.283
subtraction	atimtis	0.163	0.382	0.349
subtype	potipis	0.427	0.296	0.420
suburb	priemiestyje	0.354	0.566	0.441
suburban	priemiestis	0.439	0.450	0.453
suburbia	priemiestyje	0.438	0.490	0.421
suburbs	priemiesčiuose	0.510	0.571	0.286
subversion	subversija	0.347	0.608	0.415
subversive	griaunantis	0.198	0.765	0.500
subvert	suplakti	0.357	0.557	0.536
subway	metro	0.418	0.300	0.464
succeed	pasisekė	0.926	0.755	0.926
succeeding	sėkmingai	0.867	0.755	0.849
success	sėkmė	0.959	0.880	0.981
successful	sėkmingas	0.949	0.724	0.938
succession	paveldėjimas	0.698	0.481	0.587
successive	nuoseklios	0.635	0.471	0.518
successor	perėmėjas	0.729	0.531	0.648
succinct	glausta	0.510	0.413	0.566
succubus	Succubus	0.417	0.647	0.509
succulent	sultingas	0.823	0.538	0.556
succumb	pasiduoti	0.202	0.787	0.292
suck	čiulpia	0.344	0.706	0.377
sucker	siurblys	0.265	0.393	0.204
sucking	čiulpti	0.227	0.528	0.377
suckling	žindyti	0.596	0.558	0.518
sucks	sucks	0.115	0.683	0.302
suction	siurbimas	0.460	0.593	0.526
sudden	staiga	0.449	0.660	0.435
suddenly	staiga	0.670	0.510	0.456
suds	pudra	0.458	0.365	0.255
sue	iškelti bylą	0.219	0.731	0.679
suede	zomša	0.542	0.259	0.259
suffer	kenčia	0.082	0.910	0.259
sufferer	kančia	0.156	0.690	0.278
suffering	kančios	0.020	0.719	0.235
suffice	pakakti	0.643	0.326	0.504
sufficiency	pakankamumas	0.594	0.438	0.576
sufficient	pakankamai	0.833	0.330	0.588
sufficiently	pakankamai	0.776	0.367	0.714
suffix	priesaga	0.430	0.420	0.364
suffocate	kvėpuoti	0.219	0.764	0.440
suffocating	dusinanti	0.133	0.774	0.429
suffocation	dusulys	0.020	0.830	0.462
sugar	cukrus	0.896	0.382	0.402
suggest	pasiūlyti	0.573	0.471	0.517
suggestion	pasiūlymas	0.646	0.365	0.558
suggestive	įžanginis	0.552	0.500	0.555
suicidal	savižudis	0.021	0.867	0.382
suicide	savižudis	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	kostiumas	0.776	0.282	0.482
suitable	tinkamas	0.792	0.298	0.722
suitcase	lagaminas	0.562	0.212	0.318
suite	liuksas	0.790	0.420	0.400
suitor	gerbėjas	0.708	0.639	0.546
sulfate	sulfatas	0.427	0.352	0.429
sulfur	siera	0.173	0.530	0.364
sulk	sūkurys	0.250	0.580	0.406
sullen	nuobodus	0.250	0.407	0.263
sully	Sully	0.378	0.550	0.370
sulphur	siera	0.260	0.450	0.233
sultan	sultonas	0.529	0.423	0.821
sultry	švelnus	0.735	0.696	0.627
sum	suma	0.792	0.340	0.420
summarily	trumpai	0.469	0.431	0.543
summarize	apibendrinti	0.590	0.323	0.471
summary	santrauka	0.729	0.260	0.427
summation	sumavimas	0.766	0.337	0.594
summer	vasara	0.812	0.373	0.550
summerhouse	vasarnamis	0.796	0.308	0.443
summertime	vasaros laikas	0.837	0.500	0.455
summit	aukščiausiojo lygio susitikimas	0.625	0.618	0.764
summon	iškviesti	0.521	0.560	0.664
summons	šaukimas	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	krosnelė	0.365	0.451	0.340
sumptuous	puošnus	0.698	0.550	0.555
sun	saulė	0.877	0.400	0.681
sunbeam	saulės spindulys	0.729	0.440	0.505
sunburn	saulės nudegimas	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	sekmadienis	0.776	0.196	0.394
sundial	saulės laikrodis	0.643	0.225	0.406
sundown	saundown	0.812	0.276	0.445
sundry	kita	0.543	0.369	0.407
sunflower	saulėgrąža	0.878	0.231	0.270
sunglass	saulės akiniai	0.684	0.264	0.324
sunglasses	akiniai nuo saulės	0.844	0.443	0.364
sunk	nuskendo	0.146	0.531	0.185
sunken	nuskęsta	0.103	0.476	0.173
sunless	be saulės	0.245	0.280	0.273
sunlight	saulės spinduliai	0.906	0.407	0.639
sunny	saulėtas	0.740	0.348	0.481
sunrise	saulėtekis	0.823	0.347	0.640
sunroof	stoglangis	0.681	0.325	0.425
sunscreen	apsauga nuo saulės	0.656	0.387	0.462
sunset	saulėlydis	0.875	0.231	0.298
sunshine	saulės šviesa	0.885	0.297	0.769
suntan	įdegis	0.620	0.510	0.366
sunup	saulės spindulys	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	senatvės pensija	0.448	0.412	0.562
superb	puikiai	0.980	0.708	0.852
superficial	paviršutiniškas	0.357	0.407	0.309
superfluous	nereikalingas	0.316	0.469	0.393
superhero	Super herojus	0.910	0.820	0.893
superhuman	pernelyg žmogus	0.810	0.745	0.895
superimposed	antklodė	0.490	0.529	0.683
superintendent	supervizorius	0.592	0.570	0.942
superior	pranašesnis	0.801	0.697	0.940
superiority	pranašumas	0.582	0.602	0.959
superlative	aukščiausioji	0.714	0.566	0.737
superman	supermenas	0.945	0.794	0.929
supermarket	prekybos centras	0.690	0.547	0.571
supermodel	supermodelis	0.880	0.663	0.698
supernatant	supernatantas	0.500	0.500	0.565
supernatural	antgamtinis	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superpozicija	0.480	0.570	0.806
superpower	didžioji galia	0.806	0.784	0.972
supersede	pakeis	0.479	0.510	0.518
superstar	superžvaigždė	0.885	0.860	0.880
superstition	prietarai	0.177	0.640	0.418
superstitious	prietaringas	0.281	0.545	0.514
superstore	supermarketas	0.719	0.600	0.640
supervise	prižiūrėti	0.698	0.555	0.889
supervision	priežiūra	0.459	0.578	0.825
supervisor	vadovas	0.615	0.479	0.933
supper	vakarienė	0.708	0.429	0.552
suppertime	suppertime	0.792	0.388	0.461
supplant	pasitraukti	0.344	0.558	0.463
supple	elastingas	0.812	0.528	0.436
supplement	priedas	0.745	0.406	0.491
supplemental	papildomas	0.604	0.404	0.555
supplementary	papildomas	0.625	0.352	0.541
supplication	malda	0.469	0.570	0.309
supplier	tiekėjas	0.615	0.462	0.736
supplies	reikmenys	0.698	0.390	0.595
supply	tiekimas	0.708	0.519	0.603
support	parama	0.811	0.472	0.737
supported	palaikoma	0.853	0.408	0.613
supporter	rėmėjas	0.721	0.510	0.698
supporters	rėmėjai	0.763	0.539	0.558
supporting	palaikymas	0.634	0.490	0.764
supportive	palaikomasis	0.875	0.420	0.635
suppose	tarkime	0.551	0.343	0.348
supposed	tariamas	0.296	0.378	0.379
supposing	tariant	0.449	0.451	0.357
supposition	prielaida	0.531	0.408	0.526
suppress	slopinti	0.281	0.559	0.509
suppression	slopinimas	0.267	0.541	0.537
supremacy	viršenybė	0.794	0.706	0.943
supreme	aukščiausias	0.812	0.700	0.974
supremely	puikiai	0.833	0.725	0.897
surcharge	papildomas mokestis	0.375	0.528	0.500
sure	tikrai	0.724	0.270	0.793
surety	laidavimas	0.776	0.365	0.750
surf	naršyti	0.847	0.650	0.500
surface	paviršius	0.448	0.375	0.604
surfboard	banglentė	0.729	0.730	0.387
surfer	banglentininkas	0.704	0.701	0.554
surge	banga	0.449	0.684	0.500
surgeon	chirurgas	0.500	0.598	0.793
surgery	chirurgija	0.286	0.769	0.600
surgical	chirurginis	0.327	0.696	0.723
surly	drąsus	0.221	0.469	0.493
surmise	prielaidą	0.529	0.400	0.347
surname	pavardė	0.670	0.250	0.493
surpassing	pranoksta	0.719	0.660	0.720
surplus	perteklius	0.602	0.680	0.630
surprise	siurprizas	0.875	0.875	0.562
surprised	siurprizas	0.784	0.855	0.539
surprises	siurprizai	0.875	0.769	0.632
surprising	stebina	0.888	0.790	0.692
surprisingly	stebėtinai	0.847	0.793	0.819
surreal	sirrealas	0.550	0.529	0.670
surrender	pasidavimas	0.115	0.396	0.186
surrendering	pasiduodamas	0.198	0.411	0.245
surrogate	surogatas	0.406	0.590	0.472
surround	apsupti	0.542	0.623	0.627
surrounding	apylinkes	0.531	0.422	0.669
surroundings	apylinkes	0.600	0.346	0.492
surveillance	stebėjimas	0.365	0.720	0.718
survey	apklausa	0.580	0.357	0.379
surveying	geodezija	0.488	0.455	0.682
surveyor	inspektorius	0.545	0.337	0.648
survival	išgyvenimas	0.541	0.798	0.879
survive	išgyventi	0.770	0.824	0.726
surviving	išgyventi	0.646	0.836	0.721
survivor	išgyvenęs	0.677	0.750	0.815
susceptibility	jautrumas	0.458	0.627	0.364
susceptible	jautrus	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	įtariamasis	0.133	0.750	0.509
suspected	įtariama	0.173	0.755	0.452
suspend	sustabdyti	0.240	0.320	0.368
suspended	sustabdytas	0.224	0.402	0.368
suspenders	kelnaitės	0.391	0.333	0.500
suspense	neveiklumas	0.286	0.775	0.402
suspension	sustabdymas	0.288	0.530	0.426
suspicion	įtarimas	0.204	0.711	0.377
suspicions	įtarimai	0.208	0.745	0.500
suspicious	įtartinas	0.153	0.745	0.431
sustain	išlaikyti	0.635	0.358	0.593
sustained	ilgalaikis	0.649	0.340	0.580
sustenance	palaikymas	0.820	0.519	0.679
suture	siuvimas	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	tamponu	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	nuryti	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	pelkė	0.245	0.425	0.235
swamped	užplaukė	0.156	0.480	0.270
swampy	pelkėtas	0.306	0.390	0.412
swan	gulbė	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	apsikeitimo sandoris	0.552	0.500	0.509
swarm	gurkšnis	0.302	0.735	0.458
swarming	banguotas	0.375	0.600	0.435
swastika	Swastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	pasikeisti	0.690	0.596	0.721
swear	prisiekti	0.601	0.577	0.658
swearing	prisiekiu	0.333	0.559	0.586
sweat	prakaitas	0.388	0.579	0.297
sweater	džemperis	0.704	0.245	0.295
sweating	prakaitavimas	0.292	0.667	0.265
sweatshirt	marškinėliai	0.510	0.368	0.353
sweatshop	sweatshop	0.385	0.797	0.602
sweaty	prakaituotas	0.281	0.540	0.304
sweep	valymas	0.448	0.385	0.383
sweeper	ploviklis	0.470	0.549	0.414
sweeping	valymas	0.344	0.431	0.355
sweet	saldus	0.668	0.418	0.382
sweeten	saldinti	0.908	0.455	0.423
sweetened	saldintas	0.940	0.461	0.398
sweetener	saldiklis	0.670	0.333	0.330
sweetest	Sweetest	0.959	0.500	0.370
sweetheart	brangioji	0.959	0.423	0.509
sweetie	saldainis	0.990	0.549	0.560
sweetness	saldumas	0.906	0.474	0.528
sweets	saldumynai	0.910	0.422	0.321
swell	išsiplėsti	0.360	0.679	0.348
swelling	patinimas	0.323	0.608	0.250
sweltering	bėgantis	0.204	0.644	0.362
swerve	pasisukti	0.276	0.612	0.357
swift	greitas	0.760	0.776	0.698
swiftly	greitai	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	plaukti	0.688	0.461	0.529
swimmer	plaukikas	0.657	0.698	0.610
swimming	maudytis	0.760	0.559	0.524
swimsuit	maudymosi kostiumėlį	0.740	0.373	0.269
swindle	apgaulė	0.122	0.740	0.439
swindler	aklai	0.125	0.721	0.575
swine	kiaulės	0.340	0.519	0.277
swing	sūpynės	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	sūpynės	0.656	0.510	0.312
swipe	braukite	0.573	0.450	0.266
swirl	sūkurys	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	perjungti	0.500	0.538	0.509
switchblade	"switchblade"	0.357	0.596	0.528
switchboard	skydas	0.571	0.519	0.558
swivel	pasukamas	0.562	0.480	0.500
swollen	patinsta	0.236	0.510	0.277
swoon	sumišimas	0.292	0.510	0.160
swoop	atsikratyti	0.479	0.618	0.446
sword	Kardas	0.438	0.653	0.713
swordfish	durklažuvė	0.564	0.520	0.442
swordplay	kardinolas	0.616	0.750	0.528
swordsman	kalavijas	0.395	0.857	0.696
sycamore	Sycamore	0.500	0.401	0.527
syllable	skiemuo	0.448	0.250	0.417
syllabus	mokymo programa	0.736	0.370	0.643
symbiotic	simbiozinis	0.832	0.425	0.406
symbol	simbolis	0.643	0.388	0.527
symbolic	simbolinis	0.670	0.385	0.574
symbolically	simboliškai	0.582	0.385	0.648
symbolism	simbolika	0.688	0.347	0.640
symbolize	simbolizuoja	0.633	0.327	0.673
symmetric	simetriškas	0.745	0.212	0.588
symmetrical	simetriškas	0.542	0.263	0.569
symmetry	simetrija	0.604	0.274	0.500
sympathetic	simpatiškas	0.796	0.434	0.609
sympathize	užjausti	0.770	0.627	0.644
sympathy	užuojautą	0.827	0.497	0.634
symphonic	simfoninis	0.775	0.545	0.566
symphony	simfonija	0.765	0.490	0.600
symposium	simpoziumas	0.573	0.394	0.644
symptom	simptomas	0.380	0.529	0.434
symptomatic	simptominis	0.367	0.434	0.491
synagogue	sinagoga	0.531	0.300	0.544
synapse	sinapsė	0.660	0.471	0.491
synaptic	sinaptika	0.573	0.553	0.622
sync	sinchronizuoti	0.802	0.440	0.670
synchronize	sinchronizuoti	0.781	0.361	0.654
synchronous	sinchroninis	0.600	0.538	0.545
syncope	sinkopė	0.245	0.538	0.398
syndicate	sindikatas	0.439	0.491	0.673
syndrome	sindromas	0.229	0.510	0.246
synergistic	sinergetinis	0.571	0.550	0.547
synergy	sinergija	0.667	0.510	0.720
synod	Sinodas	0.469	0.377	0.574
synonym	sinonimas	0.615	0.210	0.433
synonymous	sinonimas	0.480	0.323	0.400
synopsis	santrauka	0.541	0.390	0.482
synoptic	sinoptinis	0.561	0.510	0.596
syntax	sintaksė	0.531	0.346	0.559
synthesis	sintezė	0.604	0.315	0.377
synthesizer	sintezatorius	0.500	0.410	0.592
synthetic	sintetinis	0.396	0.350	0.519
syphilis	sifilis	0.071	0.606	0.245
syringe	švirkštas	0.250	0.680	0.330
syrup	sirupas	0.620	0.223	0.318
system	sistema	0.615	0.346	0.764
systematic	sistemingas	0.617	0.444	0.594
systematically	sistemingai	0.690	0.390	0.651
t-shirt	marškinėliai	0.815	0.286	0.284
