Word	Dutch-nl	Valence	Arousal	Dominance
stealthy	heimelijk	0.380	0.363	0.534
steam	stoom-	0.469	0.413	0.421
steamboat	stoomboot	0.708	0.500	0.633
steamer	stoomboot	0.510	0.442	0.528
steaming	stomen	0.592	0.553	0.402
steamroller	stoomwals	0.396	0.567	0.667
steamship	stoomschip	0.469	0.490	0.569
steamy	stomend	0.479	0.538	0.445
steel	staal	0.521	0.420	0.714
steep	steil	0.312	0.612	0.321
steeple	toren	0.625	0.519	0.500
steer	sturen	0.469	0.490	0.527
steering	stuurinrichting	0.580	0.431	0.660
stellar	stellaire	0.796	0.580	0.769
stem	stam	0.615	0.191	0.336
stench	stank	0.104	0.570	0.298
stencil	stencil	0.500	0.327	0.421
stenographer	stenograaf	0.510	0.408	0.589
step	stap	0.531	0.321	0.347
stepdaughter	stiefdochter	0.510	0.510	0.432
stepfather	stiefvader	0.396	0.491	0.611
stepmother	stiefmoeder	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	stappen	0.511	0.349	0.373
stepson	stiefzoon	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoscopisch	0.363	0.417	0.574
stereotype	stereotiep	0.151	0.422	0.612
stereotyped	stereotiep	0.375	0.510	0.436
sterile	steriel	0.302	0.471	0.291
sterility	steriliteit	0.201	0.519	0.414
sterilize	steriliseren	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	achtersteven	0.552	0.394	0.415
sternum	borstbeen	0.520	0.422	0.436
steroid	steroïde	0.360	0.706	0.681
stethoscope	stethoscoop	0.427	0.377	0.490
stew	stoven	0.667	0.373	0.250
steward	rentmeester	0.633	0.238	0.550
stewardess	stewardess	0.625	0.491	0.491
stewardship	rentmeesterschap	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	stok	0.396	0.364	0.382
sticker	sticker	0.583	0.306	0.346
sticking	plakken	0.486	0.425	0.356
stickler	voorstander	0.385	0.471	0.417
stickup	roofoverval	0.453	0.537	0.434
sticky	kleverig	0.385	0.569	0.292
stiff	stijf	0.158	0.459	0.569
stiffen	stijven	0.360	0.582	0.719
stiffness	stijfheid	0.323	0.500	0.657
stifle	verstikken	0.240	0.764	0.427
stifled	verstikt	0.229	0.731	0.193
stifling	verstikkend	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stilet	0.396	0.430	0.427
stillbirth	doodgeboorte	0.092	0.809	0.291
stillborn	doodgeboren	0.271	0.519	0.337
stillness	stilte	0.729	0.125	0.339
stillwaiting	nog steeds aan het wachten	0.344	0.393	0.420
stilts	stelten	0.439	0.577	0.300
stimulant	stimulans	0.441	0.794	0.745
stimulate	stimuleren	0.792	0.798	0.754
stimulating	stimulerende	0.740	0.804	0.809
stimulation	stimulatie	0.708	0.821	0.702
stimulus	prikkel	0.771	0.779	0.750
sting	steek	0.163	0.651	0.373
stinger	prikkel	0.279	0.625	0.508
stinging	prikkelend	0.260	0.730	0.459
stingy	gierig	0.094	0.548	0.283
stink	stinken	0.042	0.481	0.180
stinker	stinker	0.163	0.567	0.275
stinking	stinkend	0.041	0.657	0.264
stinky	stinkend	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	wedde	0.604	0.546	0.614
stipulate	bedingen	0.570	0.546	0.623
stipulation	bepaling	0.469	0.622	0.654
stir	roeren	0.448	0.773	0.453
stirring	roeren	0.582	0.702	0.558
stitch	steek	0.306	0.538	0.357
stitching	stitching	0.510	0.382	0.345
stock	voorraad	0.594	0.418	0.407
stockade	palissade	0.375	0.402	0.500
stockbroker	effectenhandelaar	0.417	0.676	0.802
stockholder	aandeelhouder	0.573	0.625	0.716
stocking	kous	0.594	0.324	0.688
stockings	kousen	0.458	0.365	0.382
stockpile	voorraad	0.542	0.315	0.425
stockroom	Magazijn	0.562	0.312	0.406
stocks	aandelen	0.573	0.598	0.586
stoic	stoïcijns	0.427	0.473	0.602
stole	stal	0.135	0.760	0.384
stolen	gestolen	0.156	0.646	0.308
stomach	maag	0.367	0.402	0.438
stomachache	buikpijn	0.030	0.745	0.316
stomp	Stomp	0.365	0.565	0.438
stomped	stampte	0.229	0.684	0.406
stone	steen	0.216	0.183	0.561
stoned	gestenigd	0.177	0.796	0.375
stonewall	stenen muur	0.337	0.457	0.655
stoneware	keramiek	0.458	0.300	0.443
stony	steenachtig	0.356	0.494	0.525
stooge	assistent	0.438	0.406	0.163
stool	stoel	0.448	0.269	0.302
stools	ontlasting	0.459	0.382	0.327
stoop	bukken	0.490	0.430	0.284
stoopid	Stoopid	0.280	0.431	0.382
stop	hou op	0.280	0.510	0.490
stopover	halte	0.531	0.327	0.575
stoppage	stopzetting	0.224	0.491	0.445
stopper	stop	0.365	0.336	0.390
stopping	stoppen	0.388	0.382	0.473
stopwatch	stopwatch	0.469	0.521	0.482
storage	opslagruimte	0.698	0.406	0.564
store	op te slaan	0.646	0.538	0.407
storefront	storefront	0.580	0.217	0.457
storehouse	pakhuis	0.570	0.250	0.491
storeroom	bergplaats	0.560	0.217	0.588
storing	opslaan	0.630	0.378	0.548
storm	storm	0.188	0.940	0.543
storming	bestorming	0.265	0.910	0.669
stormy	stormachtig	0.146	0.870	0.562
story	verhaal	0.653	0.406	0.704
storybook	verhalenboek	0.854	0.306	0.383
storyteller	verteller	0.730	0.357	0.462
storytelling	verhaal vertellen	0.643	0.375	0.472
stound	stound	0.490	0.473	0.446
stout	stout	0.656	0.657	0.817
stove	fornuis	0.466	0.391	0.405
stow	stouwen	0.615	0.365	0.523
stowaway	verstekeling	0.224	0.481	0.357
straddle	weerszijden	0.306	0.550	0.444
straight	recht	0.667	0.298	0.669
straighten	strekken	0.677	0.500	0.685
straightforward	rechtdoorzee	0.780	0.150	0.380
straightway	regelrecht	0.667	0.444	0.565
strain	spanning	0.190	0.750	0.380
strained	gespannen	0.122	0.656	0.580
strait	zeestraat	0.438	0.433	0.412
straitjacket	dwangbuis	0.224	0.719	0.579
straits	zeeëngte	0.408	0.269	0.410
strand	strand	0.396	0.406	0.538
stranded	gestrand	0.292	0.459	0.219
strange	vreemd	0.314	0.663	0.395
stranger	vreemdeling	0.330	0.449	0.302
strangle	wurgen	0.094	0.927	0.527
strangulation	worging	0.040	0.886	0.542
strap	band	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	strapping	0.552	0.413	0.454
strata	lagen	0.500	0.457	0.411
strategic	strategisch	0.786	0.708	0.861
strategist	strateeg	0.571	0.594	0.810
strategy	strategie	0.704	0.667	0.858
stratification	laagvorming	0.531	0.490	0.651
stratosphere	stratosfeer	0.604	0.583	0.636
stratum	laag	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	rietje	0.480	0.290	0.163
strawberry	aardbei	0.833	0.270	0.336
stray	verdwaald	0.133	0.760	0.281
streak	streep	0.440	0.608	0.511
streaked	gestreept	0.458	0.426	0.393
stream	stroom	0.449	0.537	0.559
streamer	wimpel	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	gestroomlijnd	0.656	0.573	0.618
street	straat	0.594	0.324	0.398
streetcar	tram	0.390	0.569	0.566
streetlight	straatlantaarn	0.673	0.268	0.390
strength	kracht	0.802	0.682	0.858
strengthen	versterken	0.802	0.796	0.971
strengthening	versterking	0.913	0.627	0.945
strenuous	inspannend	0.104	0.660	0.481
strep	streptokokken	0.365	0.594	0.353
stress	spanning	0.173	0.843	0.317
stressed	benadrukte	0.167	0.740	0.502
stresses	spanningen	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stressvolle	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	benadrukkend	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	rekken	0.604	0.578	0.500
stretcher	brancard	0.438	0.196	0.295
stricken	getroffen	0.163	0.720	0.368
strict	streng	0.500	0.646	0.878
stride	schrijden	0.490	0.670	0.434
strife	strijd	0.344	0.898	0.630
strike	staking	0.271	0.811	0.571
strikeout	strikeout	0.316	0.520	0.371
striker	slagpin	0.500	0.589	0.696
striking	opvallend	0.357	0.827	0.657
strikingly	opvallend	0.690	0.684	0.811
string	draad	0.385	0.398	0.445
strings	strings	0.457	0.292	0.355
stringy	vezelig	0.430	0.510	0.527
strip	strip	0.427	0.500	0.436
stripe	streep	0.629	0.302	0.361
striped	gestreept	0.344	0.373	0.385
stripped	gestript	0.255	0.615	0.278
stripper	afstrijker	0.625	0.848	0.453
striptease	striptease	0.607	0.918	0.608
strive	zich inspannen	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	beroerte	0.562	0.440	0.570
stroll	wandeling	0.745	0.415	0.444
stroller	wandelaar	0.786	0.398	0.314
strolling	wandelen	0.755	0.515	0.340
strong	sterk	0.912	0.745	0.895
stronghold	bolwerk	0.708	0.636	0.954
strongly	sterk	0.630	0.817	0.885
structural	structureel	0.582	0.425	0.690
structure	structuur	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	worstelen	0.365	0.820	0.741
strut	stut	0.580	0.480	0.464
stub	stomp	0.396	0.320	0.367
stubbed	stubbed	0.323	0.642	0.241
stubble	stoppels	0.333	0.442	0.264
stubborn	eigenwijs	0.157	0.702	0.575
stubbornness	koppigheid	0.156	0.673	0.508
stubby	stomp	0.417	0.370	0.393
stucco	pleisterwerk	0.439	0.292	0.279
stuck	zit vast	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	knop	0.564	0.531	0.509
studded	studded	0.396	0.412	0.425
student	student	0.634	0.318	0.537
studied	bestudeerd	0.786	0.306	0.806
studio	studio	0.677	0.265	0.620
study	studie	0.653	0.361	0.768
stuff	spul	0.622	0.367	0.263
stuffed animal	knuffel	0.684	0.255	0.306
stuffing	vulling	0.417	0.324	0.304
stuffy	benauwd	0.323	0.615	0.406
stumble	struikelen	0.153	0.716	0.259
stump	stomp	0.449	0.510	0.340
stumped	stumped	0.344	0.604	0.392
stun	verdoven	0.333	0.710	0.451
stunned	verbijsterd	0.306	0.663	0.356
stunner	verbazen	0.418	0.780	0.492
stunning	stunning	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	onvolgroeide	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	verbijstering	0.294	0.704	0.480
stupefy	verbijsteren	0.200	0.740	0.412
stupendous	kolossaal	0.823	0.690	0.798
stupid	dom	0.133	0.510	0.200
stupidity	domheid	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	verdoving	0.323	0.590	0.330
sturdy	robuust	0.580	0.642	0.824
sturgeon	steur	0.417	0.473	0.465
stutter	stotteren	0.250	0.469	0.258
sty	strontje	0.296	0.500	0.225
style	stijl	0.745	0.472	0.586
styling	styling	0.823	0.378	0.652
stylish	elegant	0.885	0.490	0.689
stylist	stilist	0.760	0.445	0.500
suave	minzaam	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomaire	0.385	0.538	0.491
subcommittee	subcommissie	0.396	0.467	0.600
subconscious	onderbewust	0.531	0.375	0.415
subcutaneous	subcutane	0.396	0.444	0.376
subdivide	onderverdelen	0.538	0.433	0.348
subdivision	onderverdeling	0.592	0.455	0.430
subduction	subductie	0.350	0.569	0.445
subdue	onderwerpen	0.275	0.640	0.784
subdued	ingetogen	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	onderwerpen	0.602	0.344	0.558
subjected	onderworpen	0.286	0.520	0.221
subjection	onderwerping	0.354	0.408	0.539
subjective	subjectief	0.510	0.350	0.432
subjugation	onderwerping	0.280	0.610	0.377
sublet	onderverhuren	0.469	0.551	0.545
sublevel	sublevel	0.365	0.298	0.333
sublimation	sublimering	0.510	0.390	0.538
sublime	subliem	0.784	0.333	0.585
subliminal	subliminale	0.410	0.528	0.464
submarine	onderzeeër	0.572	0.481	0.549
submerge	onderdompelen	0.517	0.643	0.456
submerged	ondergedompeld	0.337	0.528	0.357
submersible	duikboot	0.406	0.459	0.540
submission	voorlegging	0.531	0.580	0.633
submissive	onderdanig	0.480	0.217	0.173
submit	voorleggen	0.635	0.448	0.500
submitting	indienen	0.667	0.610	0.611
subordinate	ondergeschikt	0.276	0.392	0.121
subordination	ondergeschiktheid	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	dagvaarden	0.281	0.634	0.555
subscribe	abonneren	0.660	0.344	0.591
subscriber	abonnee	0.562	0.398	0.570
subscription	abonnement	0.583	0.333	0.651
subsequence	subsequentie	0.438	0.510	0.413
subsequent	volgend	0.449	0.385	0.400
subsequently	hierop volgend	0.380	0.337	0.336
subservient	ondergeschikt	0.255	0.402	0.339
subset	deelverzameling	0.429	0.358	0.404
subside	luwen	0.375	0.308	0.209
subsidence	verzakking	0.320	0.509	0.452
subsidiary	dochtermaatschappij	0.541	0.295	0.500
subsidize	subsidiëren	0.604	0.615	0.589
subsidy	subsidie	0.573	0.462	0.517
subsist	bestaan	0.573	0.418	0.472
subsistence	levensonderhoud	0.510	0.404	0.491
subsoil	ondergrond	0.429	0.240	0.382
subspace	subspace	0.470	0.453	0.475
substance	stof	0.615	0.422	0.528
substandard	onder de maat	0.235	0.333	0.150
substantial	wezenlijk	0.590	0.490	0.690
substantially	wezenlijk	0.646	0.471	0.684
substantiate	onderbouwen	0.531	0.549	0.636
substantive	substantief	0.500	0.350	0.455
substation	substation	0.469	0.461	0.491
substitute	plaatsvervanger	0.427	0.406	0.398
substituted	gesubstitueerd	0.271	0.545	0.394
substitution	vervanging	0.406	0.480	0.353
substructure	onderbouw	0.441	0.358	0.587
subterranean	onderaards	0.469	0.306	0.432
subtext	subtekst	0.635	0.276	0.412
subtitle	subtitel	0.445	0.202	0.347
subtle	subtiel	0.708	0.167	0.228
subtlety	subtiliteit	0.615	0.176	0.363
subtract	aftrekken	0.208	0.330	0.283
subtraction	aftrekking	0.163	0.382	0.349
subtype	subtype	0.427	0.296	0.420
suburb	voorstad	0.354	0.566	0.441
suburban	voorstads-	0.439	0.450	0.453
suburbia	suburbia	0.438	0.490	0.421
suburbs	buitenwijken	0.510	0.571	0.286
subversion	omverwerping	0.347	0.608	0.415
subversive	subversief	0.198	0.765	0.500
subvert	ondermijnen	0.357	0.557	0.536
subway	metro	0.418	0.300	0.464
succeed	slagen	0.926	0.755	0.926
succeeding	slagen	0.867	0.755	0.849
success	succes	0.959	0.880	0.981
successful	geslaagd	0.949	0.724	0.938
succession	successie	0.698	0.481	0.587
successive	opeenvolgende	0.635	0.471	0.518
successor	opvolger	0.729	0.531	0.648
succinct	bondig	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	sappig	0.823	0.538	0.556
succumb	bezwijken	0.202	0.787	0.292
suck	zuigen	0.344	0.706	0.377
sucker	zuignap	0.265	0.393	0.204
sucking	zuig-	0.227	0.528	0.377
suckling	zuigeling	0.596	0.558	0.518
sucks	zuigt	0.115	0.683	0.302
suction	zuiging	0.460	0.593	0.526
sudden	plotseling	0.449	0.660	0.435
suddenly	plotseling	0.670	0.510	0.456
suds	zeepsop	0.458	0.365	0.255
sue	vervolgen	0.219	0.731	0.679
suede	suede	0.542	0.259	0.259
suffer	lijden	0.082	0.910	0.259
sufferer	lijder	0.156	0.690	0.278
suffering	lijden	0.020	0.719	0.235
suffice	voldoen	0.643	0.326	0.504
sufficiency	voldoende hoeveelheid	0.594	0.438	0.576
sufficient	voldoende	0.833	0.330	0.588
sufficiently	voldoende	0.776	0.367	0.714
suffix	achtervoegsel	0.430	0.420	0.364
suffocate	stik	0.219	0.764	0.440
suffocating	verstikkende	0.133	0.774	0.429
suffocation	verstikking	0.020	0.830	0.462
sugar	suiker	0.896	0.382	0.402
suggest	stel voor	0.573	0.471	0.517
suggestion	suggestie	0.646	0.365	0.558
suggestive	suggestief	0.552	0.500	0.555
suicidal	suïcidaal	0.021	0.867	0.382
suicide	zelfmoord	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	pak	0.776	0.282	0.482
suitable	geschikt	0.792	0.298	0.722
suitcase	koffer	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	aanzoeker	0.708	0.639	0.546
sulfate	sulfaat	0.427	0.352	0.429
sulfur	zwavel	0.173	0.530	0.364
sulk	pruilen	0.250	0.580	0.406
sullen	nors	0.250	0.407	0.263
sully	bezoedelen	0.378	0.550	0.370
sulphur	zwavel	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	zwoel	0.735	0.696	0.627
sum	som	0.792	0.340	0.420
summarily	summier	0.469	0.431	0.543
summarize	samenvatten	0.590	0.323	0.471
summary	overzicht	0.729	0.260	0.427
summation	sommering	0.766	0.337	0.594
summer	zomer	0.812	0.373	0.550
summerhouse	zomerhuis	0.796	0.308	0.443
summertime	zomertijd	0.837	0.500	0.455
summit	top	0.625	0.618	0.764
summon	dagvaarden	0.521	0.560	0.664
summons	dagvaarding	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	vergaarbak	0.365	0.451	0.340
sumptuous	weelderig	0.698	0.550	0.555
sun	zon	0.877	0.400	0.681
sunbeam	zonnestraal	0.729	0.440	0.505
sunburn	zonnebrand	0.061	0.755	0.447
sundae	ijscoupe	0.743	0.414	0.404
sunday	zondag	0.776	0.196	0.394
sundial	zonnewijzer	0.643	0.225	0.406
sundown	zonsondergang	0.812	0.276	0.445
sundry	divers	0.543	0.369	0.407
sunflower	zonnebloem	0.878	0.231	0.270
sunglass	zonnebril	0.684	0.264	0.324
sunglasses	zonnebril	0.844	0.443	0.364
sunk	gezonken	0.146	0.531	0.185
sunken	gezonken	0.103	0.476	0.173
sunless	zonloze	0.245	0.280	0.273
sunlight	zonlicht	0.906	0.407	0.639
sunny	zonnig	0.740	0.348	0.481
sunrise	zonsopkomst	0.823	0.347	0.640
sunroof	zonnedak	0.681	0.325	0.425
sunscreen	zonnescherm	0.656	0.387	0.462
sunset	zonsondergang	0.875	0.231	0.298
sunshine	zonneschijn	0.885	0.297	0.769
suntan	zonnebrand	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	pensioen	0.448	0.412	0.562
superb	prachtig	0.980	0.708	0.852
superficial	oppervlakkig	0.357	0.407	0.309
superfluous	overbodig	0.316	0.469	0.393
superhero	superheld	0.910	0.820	0.893
superhuman	bovenmenselijk	0.810	0.745	0.895
superimposed	bovenop	0.490	0.529	0.683
superintendent	opzichter	0.592	0.570	0.942
superior	beter	0.801	0.697	0.940
superiority	superioriteit	0.582	0.602	0.959
superlative	voortreffelijk	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	supermarkt	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	bovendrijvende	0.500	0.500	0.565
supernatural	bovennatuurlijk	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superpositie	0.480	0.570	0.806
superpower	supermacht	0.806	0.784	0.972
supersede	vervangen	0.479	0.510	0.518
superstar	superster	0.885	0.860	0.880
superstition	bijgeloof	0.177	0.640	0.418
superstitious	bijgelovig	0.281	0.545	0.514
superstore	superstore	0.719	0.600	0.640
supervise	toezicht houden	0.698	0.555	0.889
supervision	toezicht	0.459	0.578	0.825
supervisor	leidinggevende	0.615	0.479	0.933
supper	avondmaal	0.708	0.429	0.552
suppertime	etenstijd	0.792	0.388	0.461
supplant	verdringen	0.344	0.558	0.463
supple	soepel	0.812	0.528	0.436
supplement	supplement	0.745	0.406	0.491
supplemental	aanvullend	0.604	0.404	0.555
supplementary	aanvullend	0.625	0.352	0.541
supplication	smeekbede	0.469	0.570	0.309
supplier	leverancier	0.615	0.462	0.736
supplies	benodigdheden	0.698	0.390	0.595
supply	levering	0.708	0.519	0.603
support	ondersteuning	0.811	0.472	0.737
supported	ondersteunde	0.853	0.408	0.613
supporter	supporter	0.721	0.510	0.698
supporters	aanhang	0.763	0.539	0.558
supporting	ondersteunen	0.634	0.490	0.764
supportive	ondersteunende	0.875	0.420	0.635
suppose	veronderstellen	0.551	0.343	0.348
supposed	vermeend	0.296	0.378	0.379
supposing	aangenomen	0.449	0.451	0.357
supposition	veronderstelling	0.531	0.408	0.526
suppress	onderdrukken	0.281	0.559	0.509
suppression	onderdrukking	0.267	0.541	0.537
supremacy	suprematie	0.794	0.706	0.943
supreme	opperst	0.812	0.700	0.974
supremely	uiterst	0.833	0.725	0.897
surcharge	toeslag	0.375	0.528	0.500
sure	zeker	0.724	0.270	0.793
surety	borgtocht	0.776	0.365	0.750
surf	surfen	0.847	0.650	0.500
surface	oppervlakte	0.448	0.375	0.604
surfboard	surfboard	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	golf	0.449	0.684	0.500
surgeon	chirurg	0.500	0.598	0.793
surgery	chirurgie	0.286	0.769	0.600
surgical	chirurgisch	0.327	0.696	0.723
surly	nors	0.221	0.469	0.493
surmise	vermoeden	0.529	0.400	0.347
surname	achternaam	0.670	0.250	0.493
surpassing	overtreffen	0.719	0.660	0.720
surplus	overschot	0.602	0.680	0.630
surprise	verrassing	0.875	0.875	0.562
surprised	verwonderd	0.784	0.855	0.539
surprises	verrassingen	0.875	0.769	0.632
surprising	verrassend	0.888	0.790	0.692
surprisingly	verrassend genoeg	0.847	0.793	0.819
surreal	surrealistische	0.550	0.529	0.670
surrender	overgave	0.115	0.396	0.186
surrendering	overgave	0.198	0.411	0.245
surrogate	surrogaat	0.406	0.590	0.472
surround	omringen	0.542	0.623	0.627
surrounding	nabijgelegen	0.531	0.422	0.669
surroundings	omgeving	0.600	0.346	0.492
surveillance	toezicht	0.365	0.720	0.718
survey	enquête	0.580	0.357	0.379
surveying	landmeetkundige	0.488	0.455	0.682
surveyor	landmeter	0.545	0.337	0.648
survival	overleving	0.541	0.798	0.879
survive	overleven	0.770	0.824	0.726
surviving	overlevende	0.646	0.836	0.721
survivor	overlevende	0.677	0.750	0.815
susceptibility	vatbaarheid	0.458	0.627	0.364
susceptible	vatbaar	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	verdachte	0.133	0.750	0.509
suspected	vermoedelijke	0.173	0.755	0.452
suspend	opschorten	0.240	0.320	0.368
suspended	geschorst	0.224	0.402	0.368
suspenders	bretels	0.391	0.333	0.500
suspense	onzekerheid	0.286	0.775	0.402
suspension	suspensie	0.288	0.530	0.426
suspicion	achterdocht	0.204	0.711	0.377
suspicions	verdenkingen	0.208	0.745	0.500
suspicious	verdacht	0.153	0.745	0.431
sustain	volhouden	0.635	0.358	0.593
sustained	volgehouden	0.649	0.340	0.580
sustenance	levensonderhoud	0.820	0.519	0.679
suture	hechten	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	Sux	0.406	0.531	0.331
swab	zwabber	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	branie	0.333	0.731	0.538
swallow	slikken	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	moeras	0.245	0.425	0.235
swamped	overspoeld	0.156	0.480	0.270
swampy	moerassig	0.306	0.390	0.412
swan	zwaan-	0.781	0.225	0.357
swank	opscheppen	0.490	0.500	0.442
swap	ruil	0.552	0.500	0.509
swarm	zwerm	0.302	0.735	0.458
swarming	zwermen	0.375	0.600	0.435
swastika	swastika	0.316	0.472	0.491
swat	slaan	0.380	0.694	0.571
sway	zwaaien	0.690	0.596	0.721
swear	zweer	0.601	0.577	0.658
swearing	bezwering	0.333	0.559	0.586
sweat	zweet	0.388	0.579	0.297
sweater	trui	0.704	0.245	0.295
sweating	zweten	0.292	0.667	0.265
sweatshirt	sweater	0.510	0.368	0.353
sweatshop	snoepwinkel	0.385	0.797	0.602
sweaty	zweterig	0.281	0.540	0.304
sweep	vegen	0.448	0.385	0.383
sweeper	veger	0.470	0.549	0.414
sweeping	vegen	0.344	0.431	0.355
sweet	zoet	0.668	0.418	0.382
sweeten	veraangenamen	0.908	0.455	0.423
sweetened	gezoet	0.940	0.461	0.398
sweetener	zoetstof	0.670	0.333	0.330
sweetest	zoetste	0.959	0.500	0.370
sweetheart	geliefde	0.959	0.423	0.509
sweetie	geliefde	0.990	0.549	0.560
sweetness	zoetheid	0.906	0.474	0.528
sweets	snoepgoed	0.910	0.422	0.321
swell	zwellen	0.360	0.679	0.348
swelling	zwelling	0.323	0.608	0.250
sweltering	broeiend	0.204	0.644	0.362
swerve	zwenken	0.276	0.612	0.357
swift	snel	0.760	0.776	0.698
swiftly	snel	0.660	0.885	0.618
swig	slok	0.604	0.481	0.406
swill	varkensdraf	0.427	0.528	0.322
swim	zwemmen	0.688	0.461	0.529
swimmer	zwemmer	0.657	0.698	0.610
swimming	zwemmen	0.760	0.559	0.524
swimsuit	zwempak	0.740	0.373	0.269
swindle	oplichterij	0.122	0.740	0.439
swindler	oplichter	0.125	0.721	0.575
swine	zwijn	0.340	0.519	0.277
swing	schommel	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
