Word	Lao-lo	Valence	Arousal	Dominance
unreachable	unreachable	0.208	0.679	0.557
unread	unread	0.458	0.240	0.214
unreal	unreal	0.173	0.431	0.296
unrealistic	unrealistic	0.229	0.500	0.245
unreasonable	ບໍ່ສົມເຫດສົມຜົນ	0.115	0.702	0.264
unrecorded	unrecorded	0.241	0.351	0.350
unregistered	ບໍ່ໄດ້ລົງທະບຽນ	0.255	0.337	0.266
unregulated	unregulated	0.344	0.454	0.421
unrelated	ບໍ່ກ່ຽວຂ້ອງ	0.302	0.270	0.264
unrelenting	unrelenting	0.500	0.790	0.875
unreliable	unreliable	0.108	0.480	0.240
unremarkable	unremarkable	0.271	0.155	0.230
unrepentant	unrepentant	0.240	0.445	0.413
unrequited	unrequited	0.143	0.441	0.179
unresolved	unresolved	0.135	0.441	0.173
unresponsive	ບໍ່ຕອບສະຫນອງ	0.108	0.282	0.244
unrest	ຄວາມບໍ່ສະຫງົບ	0.102	0.577	0.231
unrestrained	unrestrained	0.385	0.775	0.627
unrestricted	unrestricted	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	unruly	0.240	0.745	0.547
unsafe	ບໍ່ປອດໄພ	0.115	0.562	0.147
unsanitary	unsanitary	0.063	0.592	0.269
unsatisfactory	ບໍ່ພໍໃຈ	0.122	0.520	0.189
unsatisfied	ບໍ່ພໍໃຈ	0.200	0.547	0.241
unsavory	unsavory	0.071	0.637	0.353
unscathed	unscathed	0.625	0.308	0.611
unscheduled	unscheduled	0.312	0.436	0.300
unscientific	unscientific	0.396	0.317	0.321
unscrew	unscrew	0.333	0.462	0.396
unscrupulous	unscrupulous	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	unseen	0.427	0.351	0.421
unselfish	ບໍ່ເຫັນແກ່ຕົວ	0.615	0.353	0.377
unsettled	unsettled	0.208	0.647	0.170
unsightly	unsightly	0.226	0.559	0.373
unsolicited	unsolicited	0.094	0.339	0.280
unsolved	ບໍ່ໄດ້ແກ້ໄຂ	0.146	0.390	0.235
unsophisticated	unsophisticated	0.327	0.491	0.339
unsound	ບໍ່ດີ	0.146	0.222	0.272
unspeakable	ບໍ່ສາມາດເວົ້າໄດ້	0.327	0.567	0.393
unspecified	unspecified	0.240	0.365	0.165
unspoken	unspoken	0.177	0.260	0.208
unstable	ບໍ່ຫມັ້ນຄົງ	0.167	0.587	0.150
unsteady	unsteady	0.122	0.500	0.190
unstoppable	unstoppable	0.625	0.887	0.862
unsuccessful	ບໍ່ສໍາເລັດ	0.140	0.318	0.106
unsuitable	ບໍ່ເຫມາະສົມ	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	unsupervised	0.478	0.481	0.442
unsupported	ບໍ່ສະຫນັບສະຫນູນ	0.260	0.450	0.221
unsure	ບໍ່ແນ່ໃຈ	0.143	0.580	0.217
unsurpassed	unsurpassed	0.694	0.569	0.798
unsuspecting	unsuspecting	0.302	0.509	0.413
unsustainable	unsustainable	0.255	0.650	0.406
unsweetened	unsweetened	0.396	0.263	0.300
unsympathetic	unsympathetic	0.163	0.620	0.281
untamed	untamed	0.429	0.778	0.709
untenable	untenable	0.143	0.637	0.425
untested	untested	0.302	0.296	0.348
unthinkable	unthinkable	0.365	0.480	0.481
untidy	untidy	0.106	0.610	0.254
untie	untie	0.542	0.463	0.472
untimely	untimely	0.245	0.676	0.233
untitled	untitled	0.213	0.240	0.240
untold	untold	0.240	0.367	0.191
untouchable	untouchable	0.490	0.602	0.683
untouched	untouched	0.531	0.276	0.600
untoward	untoward	0.122	0.555	0.291
untraceable	untraceable	0.321	0.674	0.574
untrained	untrained	0.149	0.529	0.282
untranslated	untranslated	0.271	0.188	0.264
untroubled	untroubled	0.750	0.213	0.653
untrue	untrue	0.031	0.500	0.188
untrustworthy	untrustworthy	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	unused	0.344	0.231	0.234
unusual	ຜິດປົກກະຕິ	0.429	0.433	0.361
unusually	ຜິດປົກກະຕິ	0.385	0.406	0.358
unutterable	unutterable	0.406	0.592	0.538
unveil	ເປີດເຜີຍ	0.439	0.442	0.562
unveiling	ເປີດເຜີຍ	0.569	0.570	0.675
unverified	unverified	0.214	0.365	0.180
unwanted	ບໍ່ຕ້ອງການ	0.177	0.546	0.205
unwarranted	unwarranted	0.091	0.500	0.345
unwary	unwary	0.286	0.417	0.402
unwashed	ບໍ່ສະອາດ	0.365	0.427	0.360
unwavering	unwavering	0.740	0.630	0.858
unwed	unwed	0.541	0.595	0.459
unwelcome	ບໍ່ຍິນດີຕ້ອນຮັບ	0.115	0.480	0.269
unwell	ບໍ່ສະບາຍ	0.143	0.640	0.221
unwilling	ບໍ່ເຕັມໃຈ	0.302	0.316	0.179
unwillingly	unwillingly	0.204	0.548	0.182
unwillingness	ຄວາມບໍ່ເຕັມໃຈ	0.204	0.311	0.113
unwind	unwind	0.837	0.181	0.394
unwise	ບໍ່ສະຫຼາດ	0.141	0.610	0.304
unwitting	unwitting	0.260	0.526	0.344
unwittingly	unwittingly	0.312	0.510	0.264
unworthy	unworthy	0.194	0.433	0.226
unwrap	ວາງໄວ້	0.604	0.491	0.557
unwritten	unwritten	0.367	0.384	0.272
unyielding	unyielding	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	upbringing	0.677	0.490	0.600
upcoming	upcoming	0.688	0.460	0.550
update	ປັບປຸງໃຫ້ທັນ	0.698	0.535	0.802
upgrade	ຍົກລະດັບ	0.786	0.500	0.670
upheaval	upheaval	0.290	0.830	0.570
uphill	uphill	0.396	0.723	0.572
uphold	uphold	0.698	0.321	0.561
upholstery	upholstery	0.592	0.270	0.386
upkeep	upkeep	0.590	0.442	0.685
upland	upland	0.719	0.578	0.607
uplands	uplands	0.615	0.471	0.577
uplift	uplift	0.656	0.779	0.771
uplifting	uplifting	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	ອັບໂຫລດ	0.638	0.683	0.696
upper	ເທິງ	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	uppity	0.465	0.546	0.417
upright	upright	0.667	0.373	0.600
uprising	uprising	0.561	0.777	0.704
uproar	uproar	0.271	0.902	0.462
upscale	upscale	0.698	0.526	0.846
upset	ເສຍ​ໃຈ	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	upstairs	0.663	0.408	0.645
upstanding	upstanding	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	ຂຶ້ນ	0.792	0.481	0.620
upwards	ຂຶ້ນໄປ	0.724	0.439	0.638
uranium	uranium	0.375	0.580	0.490
urban	ເມືອງ	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	ສະຫນັບສະຫນູນ	0.418	0.680	0.653
urgency	ດ່ວນ	0.429	0.908	0.543
urgent	ດ່ວນ	0.327	0.918	0.623
urinal	urinal	0.214	0.510	0.306
urinalysis	urinalysis	0.344	0.532	0.398
urinate	urinate	0.360	0.500	0.353
urination	urination	0.271	0.441	0.232
urine	urine	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	ສາມາດນໍາໃຊ້ໄດ້	0.812	0.455	0.611
usage	ການນໍາໃຊ້	0.646	0.360	0.426
use	ໃຊ້	0.438	0.358	0.409
used	ຖືກນໍາໃຊ້	0.354	0.306	0.287
useful	ເປັນປະໂຫຍດ	0.833	0.411	0.726
usefully	ໃຊ້ເປັນປະໂຫຍດ	0.650	0.481	0.760
usefulness	ຄວາມເປັນປະໂຫຍດ	0.806	0.519	0.741
useless	ບໍ່ມີປະໂຫຍດ	0.052	0.342	0.184
user	ຜູ້ໃຊ້	0.629	0.347	0.442
usher	usher	0.521	0.440	0.519
usual	ປົກກະຕິ	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	usurped	0.292	0.780	0.438
usury	usury	0.344	0.679	0.430
utensil	utensil	0.573	0.279	0.383
uterus	uterus	0.551	0.420	0.510
utilitarian	utilitarian	0.427	0.363	0.639
utility	utility	0.622	0.400	0.704
utilization	ການນໍາໃຊ້	0.562	0.469	0.706
utilize	ນໍາໃຊ້	0.694	0.445	0.545
utmost	ສຸດທ້າຍ	0.719	0.740	0.858
utopian	utopian	0.542	0.327	0.552
utter	utter	0.531	0.422	0.549
utterance	utterance	0.542	0.640	0.704
utterly	utterly	0.633	0.440	0.673
vacancy	vacancy	0.643	0.311	0.418
vacant	vacant	0.578	0.220	0.464
vacate	ອອກຈາກຕໍາແຫນ່ງ	0.357	0.490	0.397
vacation	ພັກຜ່ອນ	0.840	0.490	0.598
vaccination	ການສັກຢາປ້ອງກັນ	0.530	0.578	0.621
vaccine	ວັກຊີນ	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	vacuous	0.354	0.267	0.304
vacuum	ສູນຍາກາດ	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	vagina	0.551	0.870	0.500
vaginal	ຊ່ອງຄອດ	0.449	0.765	0.420
vagrancy	vagrancy	0.219	0.567	0.277
vagrant	vagrant	0.265	0.548	0.250
vague	vague	0.271	0.335	0.083
vagueness	vagueness	0.150	0.324	0.221
vainly	vainly	0.365	0.283	0.169
valance	valance	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	valiant	0.880	0.745	0.904
valid	ຖືກຕ້ອງ	0.693	0.353	0.565
validate	validate	0.760	0.431	0.745
validation	validation	0.655	0.460	0.720
validity	ຄວາມຖືກຕ້ອງ	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	ຫຸບເຂົາ	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	ມີຄຸນຄ່າ	0.899	0.547	0.798
valuables	ມີຄ່າ	0.790	0.625	0.759
valuation	ການປະເມີນມູນຄ່າ	0.615	0.480	0.795
value	ມູນຄ່າ	0.875	0.582	0.802
valve	valve	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampire	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	vandalism	0.083	0.904	0.509
vane	vane	0.561	0.280	0.231
vanguard	vanguard	0.693	0.640	0.780
vanilla	vanilla	0.706	0.216	0.284
vanish	ຫາຍໄປ	0.236	0.480	0.347
vanished	ຫາຍໄປ	0.208	0.566	0.255
vanishing	ການສູນເສຍ	0.292	0.550	0.322
vanity	vanity	0.260	0.540	0.439
vanquish	vanquish	0.708	0.760	0.804
vanquished	vanquished	0.496	0.529	0.176
vanquishing	vanquishing	0.600	0.748	0.764
vantage	vantage	0.740	0.632	0.788
vapor	vapor	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	variable	0.620	0.407	0.400
variance	ຄວາມແຕກຕ່າງ	0.540	0.405	0.509
variation	variation	0.635	0.561	0.406
variations	ການປ່ຽນແປງ	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varicose	0.235	0.462	0.368
varied	ແຕກຕ່າງກັນ	0.604	0.701	0.472
variegated	variegated	0.398	0.549	0.406
variety	ຄວາມຫຼາກຫຼາຍ	0.714	0.472	0.598
various	ຕ່າງໆ	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	varnish	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	ແຕກຕ່າງກັນ	0.521	0.373	0.413
varying	ແຕກຕ່າງກັນ	0.552	0.471	0.385
vascular	vascular	0.516	0.451	0.627
vase	vase	0.638	0.225	0.215
vasectomy	vasectomy	0.208	0.663	0.431
vassal	vassal	0.417	0.525	0.196
vast	ຢ່າງຫຼວງຫຼາຍ	0.520	0.535	0.545
vat	vat	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	vault	0.490	0.378	0.644
vaulted	vaulted	0.417	0.460	0.542
vaulting	vaulting	0.510	0.323	0.520
veal	veal	0.438	0.337	0.410
vector	vector	0.538	0.308	0.482
veer	veer	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	ຜັກ	0.551	0.120	0.289
vegetarian	vegetarian	0.562	0.255	0.407
vegetarianism	vegetarianism	0.510	0.269	0.407
vegetation	ພືດຜັກ	0.740	0.177	0.500
vegetative	ບໍາລຸງລ້ຽງ	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	vehement	0.500	0.500	0.575
vehicle	ຍານພາຫະນະ	0.641	0.565	0.500
veil	veil	0.500	0.235	0.415
veiled	veiled	0.370	0.317	0.324
vein	vein	0.347	0.373	0.318
veined	veined	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	ຄວາມໄວ	0.673	0.769	0.783
velour	velor	0.670	0.292	0.412
velvet	velvet	0.663	0.226	0.304
velvety	velvety	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	vending	0.417	0.565	0.549
vendor	ຜູ້ຂາຍ	0.541	0.541	0.627
veneer	veneer	0.490	0.265	0.289
venerable	venerable	0.708	0.369	0.600
veneration	veneration	0.745	0.650	0.712
venereal	venereal	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	ການແກ້ແຄ້ນ	0.103	0.927	0.719
vengeful	vengeful	0.150	0.840	0.561
venison	venison	0.510	0.422	0.296
venom	venom	0.125	0.770	0.491
venomous	venomous	0.159	0.841	0.636
venous	venous	0.406	0.571	0.453
vent	vent	0.479	0.519	0.529
ventilation	ລະບາຍອາກາດ	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	venting	0.375	0.388	0.418
ventricle	ventricle	0.520	0.387	0.464
ventricular	ventricular	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	ທຸລະກິດ	0.893	0.810	0.644
venue	ສະຖານທີ່	0.727	0.316	0.395
veracity	veracity	0.735	0.724	0.798
veranda	veranda	0.743	0.343	0.439
verb	verb	0.582	0.312	0.414
verbal	verbal	0.520	0.291	0.562
verbatim	verbatim	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	verbosity	0.300	0.491	0.451
verdant	verdant	0.600	0.260	0.389
verdict	verdict	0.325	0.689	0.800
verge	verge	0.500	0.337	0.305
verification	ການຢັ້ງຢືນ	0.750	0.276	0.642
verified	ຢືນຢັນ	0.781	0.367	0.677
verify	ກວດສອບ	0.761	0.481	0.704
verily	ແນ່ນອນ	0.713	0.351	0.585
veritable	ແທ້ຈິງ	0.794	0.330	0.759
vermin	vermin	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	vernacular	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	versatile	0.906	0.625	0.714
versatility	versatility	0.878	0.585	0.750
verse	verse	0.667	0.269	0.336
version	ຮຸ່ນ	0.604	0.423	0.538
versus	ທຽບກັບ	0.310	0.500	0.447
vert	ສີຂຽວ	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	vertebral	0.308	0.434	0.525
vertex	vertex	0.316	0.510	0.491
vertical	ຕັ້ງຢູ່	0.520	0.387	0.492
vertically	ໂດຍກົງ	0.534	0.385	0.545
vertigo	vertigo	0.292	0.655	0.445
verve	verve	0.724	0.840	0.693
very negative	very negative	0.062	0.521	0.148
very positive	very positive	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vesicle	0.359	0.509	0.379
vesicular	vesicular	0.214	0.440	0.483
vessel	ເຮືອ	0.490	0.398	0.538
vest	vest	0.667	0.380	0.371
vested	ໄດ້ຮັບຮາງວັນ	0.663	0.415	0.648
vestibule	vestibule	0.541	0.385	0.422
vestige	vestige	0.562	0.470	0.454
vet	vet	0.531	0.400	0.644
veteran	veteran	0.560	0.431	0.759
veterinarian	ສັດຕະວະແພດ	0.582	0.418	0.542
veterinary	ສັດຕະວະແພດ	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	vexed	0.115	0.802	0.413
viability	viability	0.776	0.500	0.684
viable	viable	0.656	0.320	0.667
viaduct	viaduct	0.420	0.440	0.662
vial	vial	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibes	0.635	0.688	0.574
vibrant	vibrant	0.771	0.824	0.782
vibrate	vibrate	0.500	0.698	0.604
vibration	vibration	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	vibratory	0.542	0.690	0.527
vicar	vicar	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	ຕໍາແຫນ່ງ	0.296	0.778	0.480
viceroy	viceroy	0.541	0.481	0.712
vicinity	ໃກ້ຄຽງ	0.700	0.353	0.466
vicious	ໂຫດຮ້າຍ	0.208	0.694	0.407
victim	ຜູ້ຖືກເຄາະຮ້າຍ	0.115	0.676	0.202
victimized	ຖືກເຄາະຮ້າຍ	0.115	0.644	0.273
victor	victor	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	victorious	0.884	0.886	0.946
victory	ໄຊຊະນະ	0.938	0.735	0.931
video	ວິດີໂອ	0.646	0.577	0.427
video game	ວິ​ດີ​ໂອ​ເກມ	0.707	0.765	0.414
videotape	videotape	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	view	0.896	0.292	0.555
viewer	viewer	0.592	0.358	0.558
viewing	ການເບິ່ງ	0.690	0.394	0.598
viewpoint	viewpoint	0.673	0.306	0.644
vigil	ລະມັດລະວັງ	0.521	0.480	0.491
vigilance	vigilance	0.490	0.615	0.724
vigilant	ລະມັດລະວັງ	0.469	0.643	0.791
vigilante	vigilante	0.418	0.627	0.720
vignette	vignette	0.717	0.283	0.382
vigor	ຄວາມເຂັ້ມແຂງ	0.860	0.755	0.811
vigorous	ຢ່າງແຮງກ້າ	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	vile	0.083	0.537	0.553
villa	villa	0.698	0.290	0.345
village	ບ້ານ	0.684	0.367	0.336
villager	ຊາວບ້ານ	0.710	0.387	0.509
villain	villain	0.177	0.892	0.590
villainous	villainous	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	ຢືນຢັນ	0.656	0.596	0.767
vindicated	vindicated	0.615	0.480	0.609
vindication	ການພິສູດ	0.531	0.632	0.764
vindictive	vindictive	0.092	0.830	0.500
vine	vine	0.531	0.292	0.405
vinegar	ສົ້ມ	0.276	0.370	0.356
vineyard	vineyard	0.806	0.382	0.595
vintage	vintage	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	violate	0.061	0.970	0.519
violation	ການລະເມີດ	0.083	0.892	0.413
violence	ຄວາມຮຸນແຮງ	0.061	0.933	0.719
violent	ຮຸນແຮງ	0.112	0.918	0.616
violently	ຢ່າງຮຸນແຮງ	0.120	0.970	0.527
violet	violet	0.688	0.272	0.401
violin	violin	0.823	0.396	0.389
violinist	violinist	0.804	0.302	0.538
viper	viper	0.173	0.846	0.632
viral	viral	0.240	0.612	0.518
virgin	ເວີຈິນໄອແລນ	0.622	0.433	0.462
virginal	virginal	0.673	0.577	0.464
virginity	ເວີຈິນໄອແລນ	0.691	0.676	0.576
virility	virility	0.684	0.670	0.718
virology	virology	0.418	0.569	0.562
virtual	virtual	0.598	0.532	0.463
virtually	ຢ່າງແທ້ຈິງ	0.594	0.521	0.625
virtue	virtue	0.896	0.443	0.827
virtuoso	virtuoso	0.929	0.591	0.863
virtuous	ມີຄຸນງາມຄວາມດີ	0.890	0.530	0.822
virulence	virulence	0.094	0.533	0.438
virus	ເຊື້ອໄວຣັສ	0.277	0.740	0.443
visa	visa	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	viscosity	0.417	0.521	0.454
viscous	viscous	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ຄວາມເຂົ້າໃຈ	0.750	0.444	0.676
visible	ເບິ່ງເຫັນ	0.750	0.342	0.509
visibly	ຢ່າງຊັດເຈນ	0.724	0.373	0.591
vision	ວິໄສທັດ	0.708	0.447	0.742
visionary	visionary	0.823	0.565	0.791
visit	ຢ້ຽມຢາມ	0.771	0.443	0.445
visitation	ການຢ້ຽມຢາມ	0.729	0.346	0.534
visiting	ການຢ້ຽມຢາມ	0.729	0.440	0.519
visitor	ຜູ້ເຂົ້າຊົມ	0.646	0.480	0.461
visor	visor	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	ເບິ່ງເຫັນ	0.813	0.462	0.462
visualize	ຈິນຕະນາການ	0.635	0.431	0.537
vital	vital	0.750	0.716	0.847
vitality	ພະລັງຊີວິດ	0.923	0.565	0.869
vitals	vitals	0.704	0.604	0.798
vitamin	ວິຕາມິນ	0.827	0.330	0.560
vitreous	vitreous	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	vivacious	0.780	0.820	0.758
vivid	ສົດໃສ	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	vocabulary	0.530	0.247	0.585
vocal	vocal	0.583	0.352	0.340
vocalist	vocalist	0.688	0.596	0.596
vocation	vocation	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	vogue	0.740	0.491	0.538
voice	ສຽງ	0.594	0.343	0.528
voiceless	voiceless	0.271	0.235	0.131
voicemail	voicemail	0.458	0.453	0.406
void	void	0.135	0.163	0.130
volatile	ປ່ຽນແປງໄດ້	0.323	0.786	0.565
volatility	volatility	0.281	0.755	0.553
volcanic	volcanic	0.344	0.910	0.781
volcano	volcano	0.240	0.844	0.787
volition	volition	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	volleyball	0.640	0.700	0.458
voltage	ແຮງດັນ	0.382	0.855	0.621
voltmeter	voltmeter	0.599	0.596	0.545
volume	ປະລິມານ	0.552	0.490	0.546
volumes	volumes	0.552	0.452	0.520
voluminous	voluminous	0.561	0.450	0.658
voluntarily	voluntarily	0.847	0.460	0.527
voluntary	voluntary	0.771	0.460	0.643
volunteer	ອາສາສະຫມັກ	0.888	0.422	0.596
volunteering	ອາສາສະຫມັກ	0.844	0.614	0.603
volunteers	ອາສາສະຫມັກ	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	ຮາກ	0.073	0.569	0.188
vomiting	ອາການປວດຮາກ	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	voracious	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	ລົງຜະລິດແນນ	0.582	0.500	0.649
voter	voter	0.612	0.538	0.754
voting	vote	0.615	0.602	0.768
votive	votive	0.479	0.460	0.453
vouch	vouch	0.625	0.417	0.746
voucher	voucher	0.622	0.416	0.601
vow	vow	0.560	0.510	0.664
vowel	vowel	0.490	0.283	0.311
voyage	voyage	0.816	0.714	0.580
voyager	voyager	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	vulgar	0.083	0.820	0.445
vulgarity	vulgarity	0.104	0.870	0.346
vulnerability	vulnerability	0.250	0.510	0.267
vulnerable	ອ່ອນແອ	0.198	0.490	0.245
vulture	vulture	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	waddle	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	wafer	0.677	0.360	0.313
waffle	waffle	0.708	0.394	0.327
wag	wag	0.448	0.490	0.481
wage	ຄ່າແຮງງານ	0.635	0.480	0.565
wager	wager	0.479	0.816	0.615
wages	ຄ່າແຮງງານ	0.776	0.440	0.620
