Word	Arabic-ar	Valence	Arousal	Dominance
victimized	ضحية	0.115	0.644	0.273
victor	منتصر	0.802	0.587	0.796
victoria	فيكتوريا	0.896	0.811	0.837
victorious	انتصاري	0.884	0.886	0.946
victory	فوز	0.938	0.735	0.931
video	فيديو	0.646	0.577	0.427
video game	لعبة فيديو	0.707	0.765	0.414
videotape	شريط فيديو	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	رأي	0.896	0.292	0.555
viewer	مشاهد	0.592	0.358	0.558
viewing	الاطلاع على	0.690	0.394	0.598
viewpoint	وجهة نظر	0.673	0.306	0.644
vigil	يقظة	0.521	0.480	0.491
vigilance	يقظة	0.490	0.615	0.724
vigilant	اليقظة	0.469	0.643	0.791
vigilante	الاقتصاص	0.418	0.627	0.720
vignette	المقالة القصيرة	0.717	0.283	0.382
vigor	قوة	0.860	0.755	0.811
vigorous	قوي	0.857	0.770	0.897
viking	الإسكندينافي	0.541	0.755	0.605
vile	حقير	0.083	0.537	0.553
villa	فيلا	0.698	0.290	0.345
village	قرية	0.684	0.367	0.336
villager	قروي	0.710	0.387	0.509
villain	الوغد	0.177	0.892	0.590
villainous	خسيس	0.122	0.840	0.470
vinaigrette	مثقبة	0.490	0.286	0.300
vindicate	برر	0.656	0.596	0.767
vindicated	بررت	0.615	0.480	0.609
vindication	تبرئة	0.531	0.632	0.764
vindictive	انتقامي	0.092	0.830	0.500
vine	كرمة	0.531	0.292	0.405
vinegar	خل	0.276	0.370	0.356
vineyard	حقل عنب	0.806	0.382	0.595
vintage	عتيق	0.680	0.390	0.481
vinyl	الفينيل	0.490	0.241	0.440
viola	كمان متوسط	0.521	0.461	0.481
violate	انتهاك	0.061	0.970	0.519
violation	عنيف	0.083	0.892	0.413
violence	عنف	0.061	0.933	0.719
violent	عنيف	0.112	0.918	0.616
violently	بعنف	0.120	0.970	0.527
violet	البنفسجي	0.688	0.272	0.401
violin	كمان	0.823	0.396	0.389
violinist	عازف كمان	0.804	0.302	0.538
viper	أفعى سامة	0.173	0.846	0.632
viral	فيروسي	0.240	0.612	0.518
virgin	عذراء	0.622	0.433	0.462
virginal	عذري	0.673	0.577	0.464
virginity	بتولية	0.691	0.676	0.576
virility	فحولة	0.684	0.670	0.718
virology	مبحث الفيروسات	0.418	0.569	0.562
virtual	افتراضية	0.598	0.532	0.463
virtually	عمليا	0.594	0.521	0.625
virtue	استنادا	0.896	0.443	0.827
virtuoso	فنان مبدع	0.929	0.591	0.863
virtuous	فاضل	0.890	0.530	0.822
virulence	خبث	0.094	0.533	0.438
virus	فيروس	0.277	0.740	0.443
visa	تأشيرة	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	لزوجة	0.417	0.521	0.454
viscous	لزج	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	رؤية	0.750	0.444	0.676
visible	مرئي	0.750	0.342	0.509
visibly	بوضوح	0.724	0.373	0.591
vision	رؤية	0.708	0.447	0.742
visionary	حالم	0.823	0.565	0.791
visit	يزور	0.771	0.443	0.445
visitation	زيارة	0.729	0.346	0.534
visiting	زيارة	0.729	0.440	0.519
visitor	زائر	0.646	0.480	0.461
visor	قناع	0.396	0.490	0.265
vista	مشهد من خلال	0.698	0.390	0.450
visual	بصري	0.813	0.462	0.462
visualize	تصور	0.635	0.431	0.537
vital	حيوي	0.750	0.716	0.847
vitality	حيوية	0.923	0.565	0.869
vitals	الأعضاء الحيوية	0.704	0.604	0.798
vitamin	فيتامين	0.827	0.330	0.560
vitreous	زجاجي	0.312	0.413	0.396
viva	تحيا	0.840	0.567	0.644
vivacious	مرح	0.780	0.820	0.758
vivid	حي	0.698	0.627	0.667
vixen	امرأة مشاكسة	0.367	0.615	0.414
vocabulary	مفردات اللغه	0.530	0.247	0.585
vocal	صوتي	0.583	0.352	0.340
vocalist	المنشد	0.688	0.596	0.596
vocation	مهنة	0.833	0.426	0.686
vodka	فودكا	0.510	0.632	0.491
vogue	موضة	0.740	0.491	0.538
voice	صوت	0.594	0.343	0.528
voiceless	صامت	0.271	0.235	0.131
voicemail	البريد الصوتي	0.458	0.453	0.406
void	باطل	0.135	0.163	0.130
volatile	متطايره	0.323	0.786	0.565
volatility	التقلب	0.281	0.755	0.553
volcanic	بركاني	0.344	0.910	0.781
volcano	بركان	0.240	0.844	0.787
volition	إرادة	0.480	0.587	0.578
volley	طائرة	0.529	0.460	0.336
volleyball	الكرة الطائرة	0.640	0.700	0.458
voltage	الجهد االكهربى	0.382	0.855	0.621
voltmeter	الفولتميتر	0.599	0.596	0.545
volume	الصوت	0.552	0.490	0.546
volumes	أحجام	0.552	0.452	0.520
voluminous	ضخم	0.561	0.450	0.658
voluntarily	طوعا	0.847	0.460	0.527
voluntary	تطوعي	0.771	0.460	0.643
volunteer	تطوع	0.888	0.422	0.596
volunteering	تطوع	0.844	0.614	0.603
volunteers	المتطوعين	0.820	0.448	0.630
voluptuous	حسي	0.673	0.719	0.792
vomit	قيء	0.073	0.569	0.188
vomiting	قيء	0.156	0.780	0.157
voodoo	شعوذة	0.188	0.600	0.453
voracious	شره	0.385	0.892	0.694
vortex	دوامة	0.408	0.691	0.602
vote	تصويت	0.582	0.500	0.649
voter	ناخب	0.612	0.538	0.754
voting	تصويت	0.615	0.602	0.768
votive	نذري	0.479	0.460	0.453
vouch	جزم	0.625	0.417	0.746
voucher	إيصال	0.622	0.416	0.601
vow	نذر	0.560	0.510	0.664
vowel	حرف متحرك	0.490	0.283	0.311
voyage	رحلة	0.816	0.714	0.580
voyager	رحالة	0.684	0.596	0.627
voyeur	بصاصة	0.479	0.615	0.466
vulgar	مبتذل	0.083	0.820	0.445
vulgarity	عامية	0.104	0.870	0.346
vulnerability	عالي التأثر	0.250	0.510	0.267
vulnerable	غير حصين	0.198	0.490	0.245
vulture	نسر	0.316	0.604	0.472
wacko	مخبول	0.271	0.574	0.330
wacky	أحمق	0.153	0.720	0.321
wad	حشوة	0.333	0.318	0.259
waddle	تهادى	0.490	0.453	0.388
wade	تقدم بصعوبة	0.510	0.656	0.472
wafer	رقاقة	0.677	0.360	0.313
waffle	كعكة بالفواكه	0.708	0.394	0.327
wag	هز	0.448	0.490	0.481
wage	الأجور	0.635	0.480	0.565
wager	رهان	0.479	0.816	0.615
wages	أجور	0.776	0.440	0.620
wagon	عربة	0.490	0.461	0.474
wail	عويل	0.418	0.724	0.393
waist	وسط	0.542	0.448	0.351
waistcoat	صدار	0.542	0.320	0.389
waistline	محيط الخصر	0.560	0.417	0.320
wait	انتظر	0.224	0.167	0.264
waiter	نادل	0.459	0.300	0.295
waiting	انتظار	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	جرسونة	0.646	0.531	0.352
waive	تنازل	0.276	0.559	0.311
waiver	تنازل	0.396	0.630	0.373
wake	استيقظ	0.700	0.470	0.512
walk	سير	0.643	0.412	0.450
walker	مشاية	0.551	0.491	0.525
walking	المشي	0.708	0.480	0.781
walkout	إضراب	0.292	0.853	0.427
wall	حائط	0.417	0.250	0.509
wallaby	الولب	0.541	0.368	0.391
wallet	محفظة نقود	0.680	0.432	0.500
wallflower	زهرة الجدار	0.667	0.298	0.342
wallop	لكمة	0.320	0.790	0.689
wallow	تخبط	0.286	0.878	0.491
wallpaper	ورق الجدران	0.673	0.173	0.308
walnut	جوز	0.688	0.302	0.255
walrus	حصان البحر	0.521	0.327	0.361
waltz	رقصة الفالس	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	صولجان	0.542	0.322	0.315
wander	تجول	0.427	0.417	0.330
wanderer	التائه	0.458	0.519	0.396
wandering	تجول	0.323	0.471	0.357
wane	تضاؤل	0.188	0.402	0.098
waning	انحسار	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	اريد ان اكون	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	تريد	0.671	0.642	0.598
wanting	يريد	0.760	0.433	0.593
wanton	وحشي	0.427	0.739	0.500
war	حرب	0.022	0.892	0.727
warbler	مطربة	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	جناح	0.469	0.255	0.254
warden	المراقب	0.615	0.627	0.898
wardrobe	خزانة الثياب	0.612	0.510	0.336
ware	سلعة	0.604	0.443	0.455
warehouse	مستودع	0.721	0.365	0.446
warfare	حرب	0.062	0.885	0.845
warhead	الرأس الحربي	0.219	0.756	0.536
warlike	مولع بالحرب	0.367	0.847	0.779
warlock	مشعوذ	0.312	0.558	0.657
warlord	أمراء الحرب	0.167	0.796	0.781
warm	دافئ	0.760	0.312	0.585
warming	تسخين	0.594	0.637	0.580
warms	ارتفاع درجة حرارة الارض	0.594	0.580	0.632
warmth	دفء	0.878	0.307	0.602
warn	حذر	0.429	0.647	0.564
warned	حذر	0.302	0.604	0.547
warning	تحذير	0.229	0.774	0.629
warp	اعوجاج	0.344	0.417	0.373
warpath	طريق الحرب	0.280	0.676	0.551
warped	مشوه	0.219	0.663	0.304
warrant	مذكرة	0.653	0.398	0.802
warranted	مضمون	0.714	0.367	0.690
warrants	مذكرات	0.562	0.431	0.881
warranty	ضمان	0.667	0.470	0.568
warren	منطقة مكتظة	0.417	0.570	0.464
warrior	محارب	0.458	0.863	0.915
warship	سفينة حربية	0.292	0.890	0.889
wart	ثؤلول	0.082	0.314	0.205
wartime	زمن الحرب	0.100	0.912	0.726
wary	حذر	0.510	0.343	0.535
wash	غسل	0.635	0.377	0.297
washed	مغسول	0.542	0.314	0.392
washer	غسالة	0.594	0.390	0.365
washing	غسل	0.643	0.396	0.402
washout	فشل	0.383	0.304	0.389
washroom	غرفة الغسيل	0.500	0.364	0.446
wasp	دبور	0.390	0.620	0.406
waste	المخلفات	0.041	0.510	0.184
wastebasket	سلة النفايات	0.271	0.230	0.286
wasted	ضائع	0.188	0.558	0.259
wasteful	مسرف	0.173	0.730	0.409
wasteland	قفر	0.365	0.308	0.391
wasting	تبذير	0.051	0.417	0.207
watch	راقب	0.531	0.346	0.423
watchdog	كلب الحراسة	0.531	0.811	0.648
watcher	مراقب	0.562	0.401	0.702
watchful	مؤرق	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	احترس	0.396	0.530	0.455
watchtower	برج المراقبة	0.500	0.415	0.647
water	ماء	0.812	0.123	0.429
water polo	كرة الماء	0.688	0.670	0.534
waterbed	مائي	0.724	0.381	0.296
watercourse	مجرى مائي	0.677	0.357	0.466
watered	سقى	0.615	0.290	0.377
waterfall	شلال	0.652	0.460	0.528
waterfront	الواجهة البحرية	0.716	0.274	0.556
watering can	صفيحة للري	0.602	0.298	0.336
watermelon	البطيخ	0.714	0.230	0.239
waterproof	ضد للماء	0.779	0.423	0.545
waterworks	محطات المياه	0.510	0.490	0.561
watery	مائي	0.367	0.461	0.292
wave	موجة	0.622	0.491	0.490
wavelength	الطول الموجي	0.604	0.442	0.516
waver	تردد	0.426	0.630	0.255
wavering	متردد	0.375	0.430	0.384
waves	أمواج	0.643	0.470	0.509
wavy	تموجي	0.520	0.284	0.345
wax	الشمع	0.436	0.245	0.309
waxed	مشمع	0.531	0.388	0.408
waxy	شمعي	0.408	0.245	0.308
way	طريق	0.480	0.275	0.420
ways	طرق	0.688	0.560	0.425
wayward	صعب المراس	0.344	0.573	0.409
weak	ضعيف	0.180	0.241	0.045
weaken	إضعاف	0.112	0.250	0.223
weakened	ضعيف	0.373	0.304	0.092
weakling	الضعيف الجسم	0.194	0.294	0.087
weakly	ضعيف	0.270	0.255	0.111
weakness	ضعف	0.088	0.370	0.125
wealth	ثروة	0.857	0.637	0.858
wealthy	ثري	0.927	0.566	0.862
weapon	سلاح	0.054	0.840	0.831
weaponry	أسلحة	0.219	0.840	0.870
wear	البس، ارتداء	0.312	0.370	0.255
wearer	حينها	0.471	0.347	0.527
wearily	بضجر	0.327	0.286	0.128
weariness	ضجر	0.104	0.333	0.226
wearing	يلبس	0.646	0.520	0.461
weary	المرهق	0.194	0.281	0.202
weasel	ابن عرس	0.408	0.317	0.337
weather	طقس	0.755	0.404	0.567
weathered	ممال	0.422	0.491	0.537
weatherman	إرصادي	0.660	0.413	0.643
weatherproof	مانعة لتسرب الماء	0.541	0.345	0.552
weave	نسج	0.604	0.265	0.172
web	شبكة	0.583	0.411	0.519
website	موقع الكتروني	0.615	0.442	0.526
wed	تزوج	0.604	0.549	0.448
wedded	متزوج	0.771	0.413	0.518
wedding	حفل زواج	0.875	0.802	0.642
wedge	وتد	0.490	0.290	0.278
wedlock	الزواج	0.747	0.654	0.745
wee	بول	0.663	0.452	0.315
weed	عشبة ضارة	0.459	0.294	0.364
weeding	إزالة الأعشاب الضارة	0.458	0.528	0.454
weeds	الأعشاب	0.320	0.551	0.315
weedy	كثير الأعشاب	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	أسبوع	0.510	0.231	0.351
weekday	يوم من أيام الأسبوع	0.490	0.469	0.520
weekend	عطلة نهاية الاسبوع	0.844	0.625	0.519
weekly	أسبوعي	0.622	0.288	0.380
weenie	النقانق	0.406	0.451	0.284
weep	تباكى	0.053	0.621	0.164
weeping	بكاء	0.082	0.688	0.168
weeping willow	شجرة الصفصاف	0.344	0.441	0.312
weepy	بكاء	0.068	0.615	0.116
weigh	وزن	0.333	0.396	0.375
weighing	وزن	0.449	0.441	0.468
weight	وزن	0.450	0.380	0.577
weightless	انعدام الوزن	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	الأوزان	0.458	0.500	0.722
weighty	ثقيل	0.427	0.480	0.657
weir	سد	0.375	0.385	0.363
weird	عجيب	0.260	0.660	0.402
weirdness	غرابة	0.316	0.491	0.364
weirdo	غريب الأطوار	0.173	0.539	0.328
welcome	أهلا بك	0.898	0.555	0.664
welcomed	رحب	0.927	0.585	0.700
welcoming	الترحيب	0.905	0.527	0.636
weld	لحام	0.417	0.462	0.583
welder	لحام	0.448	0.679	0.683
welding	لحام	0.510	0.569	0.491
welfare	خير	0.802	0.378	0.679
wellhead	رأس البئر	0.469	0.460	0.373
wellness	العافية	0.969	0.441	0.730
welsh	تهرب من دفع الرهان	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	بغي	0.469	0.519	0.352
werewolf	مستذئب	0.235	0.811	0.591
west	غرب	0.562	0.337	0.414
westbound	غربا	0.646	0.363	0.439
western	الغربي	0.573	0.500	0.689
wet	مبلل	0.385	0.417	0.185
wetback	wetback	0.271	0.402	0.293
whack	اجتز	0.219	0.816	0.708
whale	حوت	0.582	0.398	0.509
whaling	صيد الحيتان	0.281	0.717	0.538
wham	إضرب	0.469	0.490	0.423
whammy	الضربة	0.461	0.491	0.345
wharf	رصيف الميناء	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	ماذا إذا	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	هتنوت	0.375	0.493	0.363
whatsoever	أيا كان	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	قمح	0.531	0.185	0.250
wheel	عجلة	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	عربة يدوية	0.479	0.366	0.404
wheelchair	كرسي متحرك	0.240	0.337	0.245
wheels	عجلات	0.667	0.471	0.386
wheeze	أزيز	0.229	0.462	0.461
whelp	جرو	0.344	0.458	0.310
whereabouts	مكان وجود	0.439	0.382	0.356
wherefore	لماذا	0.561	0.357	0.402
wherewith	بماذا	0.491	0.420	0.404
wherewithal	وساطة	0.388	0.366	0.321
whet	شحذ	0.643	0.465	0.430
whiff	نفحة	0.459	0.400	0.331
whilst	في حين	0.510	0.302	0.388
whim	نزوة	0.378	0.680	0.467
whimper	تذمر	0.271	0.545	0.308
whimsical	غريب الأطوار	0.449	0.637	0.371
whimsy	نزوة	0.729	0.639	0.455
whine	أنين	0.342	0.686	0.218
whiny	متذمر	0.208	0.548	0.375
whip	سوط	0.208	0.899	0.509
whiplash	الجلاز السير المشدود في طرف السوط	0.257	0.760	0.500
whipped	جلد	0.198	0.804	0.361
whirl	دوامة	0.461	0.788	0.661
whirlpool	دوامة	0.710	0.415	0.442
whirlwind	زوبعة	0.417	0.915	0.670
whisk	مقشة	0.500	0.537	0.412
whisker	الطولي	0.521	0.306	0.343
whiskers	شارب	0.439	0.278	0.270
whiskey	ويسكي	0.612	0.706	0.441
whisky	ويسكي	0.640	0.615	0.490
whisper	همسة	0.490	0.225	0.265
whispered	همس	0.548	0.358	0.309
whistle	صفارة	0.653	0.551	0.463
whit	مثقال ذرة	0.562	0.393	0.595
white	أبيض	0.729	0.173	0.420
whitefish	السمك الأبيض	0.492	0.327	0.333
whiteness	بياض	0.688	0.235	0.519
whitewash	تبرئة	0.429	0.402	0.276
whitish	ضارب إلى البياض	0.583	0.279	0.365
whittle	برى	0.347	0.451	0.427
whiz	أزيز	0.896	0.627	0.820
whole	كامل	0.653	0.357	0.572
wholesale	بالجملة	0.760	0.551	0.619
wholesome	صحي	0.888	0.423	0.754
wholly	كليا	0.690	0.353	0.696
whoo	WHOO	0.531	0.578	0.311
whoop	نعيق	0.559	0.481	0.443
whopper	الهائل	0.448	0.598	0.432
whopping	ضخم	0.541	0.740	0.755
whore	عاهرة	0.135	0.880	0.333
whorehouse	مبغى	0.200	0.930	0.462
wick	ذبالة	0.337	0.481	0.309
wicked	شرير	0.138	0.800	0.627
wickedness	شر	0.031	0.727	0.443
wicker	مملد	0.427	0.339	0.388
wicket	بوابة صغيرة	0.500	0.500	0.471
wide	واسع	0.571	0.312	0.472
widely	على نحو واسع	0.698	0.453	0.725
widen	وسع	0.562	0.538	0.527
widespread	واسع الانتشار	0.633	0.456	0.713
widow	أرملة	0.250	0.450	0.265
widowed	الأرامل	0.205	0.439	0.333
widower	الأرمل	0.184	0.406	0.325
width	عرض	0.583	0.280	0.518
wield	تمارس	0.347	0.660	0.625
wiener	نقانق فرانكفورت	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	زوجة	0.886	0.630	0.583
wig	شعر مستعار	0.722	0.279	0.180
wiggle	تهزهز	0.531	0.676	0.359
wight	ايت	0.542	0.404	0.395
wiki	ويكي	0.530	0.390	0.455
wild	بري	0.312	0.922	0.750
wildcat	غير جدير بالثقة	0.458	0.632	0.481
wildebeest	النو ثيتل إفريق ذو رأس كرأس الثور	0.438	0.480	0.464
wilderness	برية	0.281	0.333	0.290
wildfire	حريق هائل	0.140	0.929	0.552
wildlife	الحيوانات البرية	0.656	0.530	0.561
will	سوف	0.698	0.408	0.735
willful	عنيد	0.557	0.719	0.642
willies	نرفزة	0.480	0.490	0.420
willing	راغب	0.833	0.561	0.783
willingly	عن طيب خاطر	0.833	0.316	0.588
willingness	استعداد	0.786	0.500	0.729
willow	صفصاف	0.604	0.245	0.400
willpower	قوة الإرادة	0.823	0.776	0.897
wilt	ذبول	0.226	0.354	0.312
wilted	ذبل	0.245	0.375	0.186
wily	مراوغ	0.459	0.670	0.798
wimp	واهن	0.184	0.490	0.125
wimpy	جبان	0.188	0.292	0.134
win	يفوز	0.927	0.694	0.888
wince	جفل	0.286	0.415	0.294
winch	ونش	0.385	0.434	0.449
wind	ينفخ	0.531	0.404	0.578
windbag	ثرثار	0.438	0.510	0.391
windfall	سقاطة	0.750	0.864	0.638
winding	لف	0.398	0.582	0.361
windmill	طاحونة هوائية	0.773	0.412	0.412
window	نافذة او شباك	0.542	0.276	0.385
windowsill	النافذة	0.429	0.274	0.433
windpipe	قصبة هوائية	0.281	0.360	0.500
windshield	الزجاج الأمامي	0.615	0.375	0.333
windy	عاصف	0.330	0.541	0.528
wine	نبيذ	0.792	0.417	0.457
wine cooler	مبرد نبيذ	0.729	0.404	0.420
wing	جناح	0.562	0.255	0.389
winged	مجنح	0.646	0.469	0.519
winger	الجناح	0.531	0.794	0.691
wingman	طيار الجناح	0.573	0.578	0.582
wink	غمزة	0.688	0.557	0.304
winner	الفائز	0.960	0.810	0.886
winning	فوز	0.955	0.712	0.972
winnings	المكاسب	0.949	0.829	0.830
wino	NO TRANSLATION	0.406	0.535	0.349
winter	شتاء	0.663	0.355	0.500
winterbreak	NO TRANSLATION	0.612	0.464	0.491
wintertime	وقت الشتاء	0.760	0.516	0.404
wintery	الشتوية	0.388	0.512	0.463
wintry	شتوي	0.448	0.434	0.445
wipe	مسح	0.663	0.427	0.551
wiper	ممسحة	0.500	0.380	0.535
wire	الأسلاك	0.480	0.330	0.245
wired	سلكي	0.398	0.420	0.537
wireless	لاسلكي	0.635	0.444	0.537
wiretap	تصنت على المحادثات	0.224	0.642	0.454
wiring	شبكة أسلاك	0.490	0.367	0.431
wis	نظام معلومات المنظمة	0.510	0.431	0.406
wisdom	حكمة	0.930	0.302	0.871
wise	حكيم	0.878	0.250	0.861
wish	رغبة	0.771	0.583	0.647
wishbone	عظم الترقوة	0.494	0.531	0.426
wishful	تواق	0.885	0.712	0.606
wishing	الراغبين	0.755	0.600	0.491
wishmeluck	تمنى لي الحظ	0.729	0.582	0.465
wisp	خصلة شعر	0.552	0.388	0.417
wistful	حزين	0.323	0.451	0.312
wit	خفة دم	0.844	0.484	0.775
witch	ساحرة	0.292	0.710	0.473
witchcraft	سحر	0.183	0.779	0.555
