Word	Hausa-ha	Valence	Arousal	Dominance
unneeded	unneeded	0.177	0.375	0.245
unnoticed	ba a sani ba	0.302	0.440	0.260
unnumbered	unnumbered	0.406	0.255	0.331
unobserved	ba tare da izini ba	0.398	0.255	0.257
unobstructed	ba tare da ɓata ba	0.583	0.440	0.573
unobtrusive	unobtrusive	0.447	0.327	0.402
unoccupied	ba a kula ba	0.258	0.245	0.412
unofficial	unofficial	0.260	0.302	0.255
unopened	unopened	0.542	0.340	0.265
unopposed	unopposed	0.615	0.375	0.537
unordered	ba daidai ba	0.224	0.482	0.190
unorganised	unorganized	0.250	0.500	0.212
unorganized	unorganized	0.260	0.657	0.173
unorthodox	unorthodox	0.340	0.480	0.441
unpack	kwashe	0.531	0.528	0.445
unpaid	unpaid	0.300	0.413	0.365
unparalleled	unparalleled	0.708	0.306	0.538
unpleasant	m	0.122	0.612	0.185
unpleasantness	rashin tausayi	0.062	0.724	0.264
unplug	kwashe	0.239	0.441	0.404
unplugged	cirewa	0.367	0.375	0.318
unpopular	m	0.073	0.441	0.164
unprecedented	unprecedented	0.500	0.491	0.658
unpredictable	maras tabbas	0.429	0.769	0.515
unprepared	unprepared	0.204	0.450	0.152
unpretentious	unpretentious	0.510	0.296	0.410
unproductive	unproductive	0.100	0.324	0.237
unprofessional	unprofessional	0.042	0.370	0.170
unprofitable	maras amfani	0.163	0.376	0.217
unprotected	unprotected	0.150	0.582	0.197
unproven	unproven	0.296	0.427	0.216
unprovoked	unprovoked	0.565	0.327	0.385
unpublished	unpublished	0.406	0.480	0.481
unpunished	bashi hukunci	0.292	0.594	0.519
unqualified	ba a daidaita ba	0.170	0.433	0.173
unquestionable	maras yarda	0.469	0.450	0.843
unquestionably	ba shakka	0.500	0.630	0.750
unquestioned	unquestioned	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	unravel	0.378	0.598	0.455
unreachable	wanda ba a iya kaiwa ba	0.208	0.679	0.557
unread	unread	0.458	0.240	0.214
unreal	ba daidai ba	0.173	0.431	0.296
unrealistic	rashin gaskiya	0.229	0.500	0.245
unreasonable	m	0.115	0.702	0.264
unrecorded	unrecorded	0.241	0.351	0.350
unregistered	ba a rajista ba	0.255	0.337	0.266
unregulated	unregulated	0.344	0.454	0.421
unrelated	ba tare da dangantaka ba	0.302	0.270	0.264
unrelenting	unrelenting	0.500	0.790	0.875
unreliable	unreliable	0.108	0.480	0.240
unremarkable	maras tabbas	0.271	0.155	0.230
unrepentant	ba a tuba ba	0.240	0.445	0.413
unrequited	unrequited	0.143	0.441	0.179
unresolved	ba a warware ba	0.135	0.441	0.173
unresponsive	unresponsive	0.108	0.282	0.244
unrest	tashin hankali	0.102	0.577	0.231
unrestrained	unrestrained	0.385	0.775	0.627
unrestricted	rashin kulawa	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	rikici	0.240	0.745	0.547
unsafe	unsafe	0.115	0.562	0.147
unsanitary	unsanitary	0.063	0.592	0.269
unsatisfactory	rashin tabbacin	0.122	0.520	0.189
unsatisfied	rashin yarda	0.200	0.547	0.241
unsavory	unsavory	0.071	0.637	0.353
unscathed	unscathed	0.625	0.308	0.611
unscheduled	ba tare da izini ba	0.312	0.436	0.300
unscientific	unscientific	0.396	0.317	0.321
unscrew	unscrew	0.333	0.462	0.396
unscrupulous	unscrupulous	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	gaibi	0.427	0.351	0.421
unselfish	rashin son kai	0.615	0.353	0.377
unsettled	ba tare da tsoro ba	0.208	0.647	0.170
unsightly	unsightly	0.226	0.559	0.373
unsolicited	ba a yarda ba	0.094	0.339	0.280
unsolved	ba a warware ba	0.146	0.390	0.235
unsophisticated	unsophisticated	0.327	0.491	0.339
unsound	unsound	0.146	0.222	0.272
unspeakable	maras tabbas	0.327	0.567	0.393
unspecified	ba a bayyana ba	0.240	0.365	0.165
unspoken	unspoken	0.177	0.260	0.208
unstable	m	0.167	0.587	0.150
unsteady	unsteady	0.122	0.500	0.190
unstoppable	unstoppable	0.625	0.887	0.862
unsuccessful	rashin nasara	0.140	0.318	0.106
unsuitable	m	0.188	0.528	0.300
unsung	ba shi da kyau	0.296	0.330	0.314
unsupervised	ba a kula ba	0.478	0.481	0.442
unsupported	ba tare da shi ba	0.260	0.450	0.221
unsure	m	0.143	0.580	0.217
unsurpassed	ba a yi ba	0.694	0.569	0.798
unsuspecting	ba tare da nuna shakku ba	0.302	0.509	0.413
unsustainable	unsustainable	0.255	0.650	0.406
unsweetened	unsweetened	0.396	0.263	0.300
unsympathetic	unsympathetic	0.163	0.620	0.281
untamed	untamed	0.429	0.778	0.709
untenable	untenable	0.143	0.637	0.425
untested	untested	0.302	0.296	0.348
unthinkable	wanda ba a iya tsammani ba	0.365	0.480	0.481
untidy	rashin ƙarfi	0.106	0.610	0.254
untie	kwance	0.542	0.463	0.472
untimely	ba zato ba tsammani	0.245	0.676	0.233
untitled	untitled	0.213	0.240	0.240
untold	ba a bayyana ba	0.240	0.367	0.191
untouchable	wanda ba a iya iya ba	0.490	0.602	0.683
untouched	ba a taɓa ba	0.531	0.276	0.600
untoward	maras kyau	0.122	0.555	0.291
untraceable	untraceable	0.321	0.674	0.574
untrained	untrained	0.149	0.529	0.282
untranslated	ba a fassara ba	0.271	0.188	0.264
untroubled	untroubled	0.750	0.213	0.653
untrue	gaskiya	0.031	0.500	0.188
untrustworthy	rashin amincewa	0.097	0.449	0.287
unturned	karya	0.312	0.255	0.316
unused	ba amfani ba	0.344	0.231	0.234
unusual	sabon abu	0.429	0.433	0.361
unusually	daban	0.385	0.406	0.358
unutterable	unutterable	0.406	0.592	0.538
unveil	bayyana	0.439	0.442	0.562
unveiling	unveiling	0.569	0.570	0.675
unverified	unverified	0.214	0.365	0.180
unwanted	maras so	0.177	0.546	0.205
unwarranted	marar amincewa	0.091	0.500	0.345
unwary	rashin sani	0.286	0.417	0.402
unwashed	unwashed	0.365	0.427	0.360
unwavering	ba tare da tsoro ba	0.740	0.630	0.858
unwed	unwed	0.541	0.595	0.459
unwelcome	unwelcome	0.115	0.480	0.269
unwell	rashin lafiya	0.143	0.640	0.221
unwilling	ƙi	0.302	0.316	0.179
unwillingly	ba tare da so ba	0.204	0.548	0.182
unwillingness	rashin yarda	0.204	0.311	0.113
unwind	ƙi	0.837	0.181	0.394
unwise	rashin fahimta	0.141	0.610	0.304
unwitting	rashin sani	0.260	0.526	0.344
unwittingly	rashin sani	0.312	0.510	0.264
unworthy	unworthy	0.194	0.433	0.226
unwrap	cirewa	0.604	0.491	0.557
unwritten	wanda ba a san shi ba	0.367	0.384	0.272
unyielding	unyielding	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	upbringing	0.677	0.490	0.600
upcoming	mai zuwa	0.688	0.460	0.550
update	sabuntawa	0.698	0.535	0.802
upgrade	sabuntawa	0.786	0.500	0.670
upheaval	rikicewa	0.290	0.830	0.570
uphill	uphill	0.396	0.723	0.572
uphold	riƙe	0.698	0.321	0.561
upholstery	upholstery	0.592	0.270	0.386
upkeep	upkeep	0.590	0.442	0.685
upland	upland	0.719	0.578	0.607
uplands	ƙasa	0.615	0.471	0.577
uplift	uplift	0.656	0.779	0.771
uplifting	uplifting	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	upload	0.638	0.683	0.696
upper	babba	0.740	0.529	0.868
uppercut	babbar hanya	0.410	0.600	0.550
uppity	uppity	0.465	0.546	0.417
upright	tsaye	0.667	0.373	0.600
uprising	tashin hankali	0.561	0.777	0.704
uproar	hargitsi	0.271	0.902	0.462
upscale	upscale	0.698	0.526	0.846
upset	haushi	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	sama	0.663	0.408	0.645
upstanding	ɗaukaka	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	sama	0.792	0.481	0.620
upwards	sama	0.724	0.439	0.638
uranium	uranium	0.375	0.580	0.490
urban	birane	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	roƙe	0.418	0.680	0.653
urgency	gaggawa	0.429	0.908	0.543
urgent	gaggawa	0.327	0.918	0.623
urinal	urinal	0.214	0.510	0.306
urinalysis	urinalysis	0.344	0.532	0.398
urinate	urinate	0.360	0.500	0.353
urination	urination	0.271	0.441	0.232
urine	fitsari	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	amfani	0.812	0.455	0.611
usage	amfani	0.646	0.360	0.426
use	amfani	0.438	0.358	0.409
used	amfani	0.354	0.306	0.287
useful	da amfani	0.833	0.411	0.726
usefully	da amfani	0.650	0.481	0.760
usefulness	amfani	0.806	0.519	0.741
useless	mara amfani	0.052	0.342	0.184
user	mai amfani	0.629	0.347	0.442
usher	usher	0.521	0.440	0.519
usual	saba	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	usurped	0.292	0.780	0.438
usury	riba	0.344	0.679	0.430
utensil	kayan aiki	0.573	0.279	0.383
uterus	mahaifa	0.551	0.420	0.510
utilitarian	amfani	0.427	0.363	0.639
utility	mai amfani	0.622	0.400	0.704
utilization	amfani	0.562	0.469	0.706
utilize	amfani	0.694	0.445	0.545
utmost	mafi girma	0.719	0.740	0.858
utopian	utopian	0.542	0.327	0.552
utter	furta	0.531	0.422	0.549
utterance	furci	0.542	0.640	0.704
utterly	gaba daya	0.633	0.440	0.673
vacancy	wurin zama	0.643	0.311	0.418
vacant	ba kome	0.578	0.220	0.464
vacate	barci	0.357	0.490	0.397
vacation	hutu	0.840	0.490	0.598
vaccination	alurar riga kafi	0.530	0.578	0.621
vaccine	alurar riga kafi	0.500	0.520	0.555
vacuolar	motsi	0.439	0.370	0.439
vacuole	motsa jiki	0.490	0.406	0.481
vacuous	m	0.354	0.267	0.304
vacuum	yanayi	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	farji	0.551	0.870	0.500
vaginal	raguwa	0.449	0.765	0.420
vagrancy	talata	0.219	0.567	0.277
vagrant	m	0.265	0.548	0.250
vague	m	0.271	0.335	0.083
vagueness	raguwa	0.150	0.324	0.221
vainly	banza	0.365	0.283	0.169
valance	gaskiya	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	wakilai	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	jarumi	0.880	0.745	0.904
valid	m	0.693	0.353	0.565
validate	validate	0.760	0.431	0.745
validation	Tabbatarwa	0.655	0.460	0.720
validity	amincin	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	kwari	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	m	0.899	0.547	0.798
valuables	dukiya mai daraja	0.790	0.625	0.759
valuation	farashin	0.615	0.480	0.795
value	darajar	0.875	0.582	0.802
valve	valve	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampire	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	rikici	0.083	0.904	0.509
vane	vane	0.561	0.280	0.231
vanguard	gaba daya	0.693	0.640	0.780
vanilla	vanilla	0.706	0.216	0.284
vanish	bace	0.236	0.480	0.347
vanished	ya ɓace	0.208	0.566	0.255
vanishing	bacewa	0.292	0.550	0.322
vanity	ƙarya	0.260	0.540	0.439
vanquish	rinjaye	0.708	0.760	0.804
vanquished	rinjaye	0.496	0.529	0.176
vanquishing	lalata	0.600	0.748	0.764
vantage	vantage	0.740	0.632	0.788
vapor	tururuwa	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	m	0.620	0.407	0.400
variance	bambanci	0.540	0.405	0.509
variation	bambancin	0.635	0.561	0.406
variations	bambancin	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varicose	0.235	0.462	0.368
varied	bambanta	0.604	0.701	0.472
variegated	variegated	0.398	0.549	0.406
variety	iri-iri	0.714	0.472	0.598
various	daban	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	varnish	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	bambanta	0.521	0.373	0.413
varying	bambanta	0.552	0.471	0.385
vascular	vascular	0.516	0.451	0.627
vase	gilashi	0.638	0.225	0.215
vasectomy	kullun	0.208	0.663	0.431
vassal	vassal	0.417	0.525	0.196
vast	sarari	0.520	0.535	0.545
vat	vat	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	vault	0.490	0.378	0.644
vaulted	fashe	0.417	0.460	0.542
vaulting	vaulting	0.510	0.323	0.520
veal	nama	0.438	0.337	0.410
vector	vector	0.538	0.308	0.482
veer	kariya	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	kayan lambu	0.551	0.120	0.289
vegetarian	ganyayyaki	0.562	0.255	0.407
vegetarianism	cin ganyayyaki	0.510	0.269	0.407
vegetation	ciyayi	0.740	0.177	0.500
vegetative	vegetative	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	jin tsoro	0.500	0.500	0.575
vehicle	motar	0.641	0.565	0.500
veil	shãmaki	0.500	0.235	0.415
veiled	rufe	0.370	0.317	0.324
vein	vein	0.347	0.373	0.318
veined	veined	0.487	0.459	0.294
vellum	kwaya	0.500	0.349	0.321
velocity	gudu	0.673	0.769	0.783
velour	velor	0.670	0.292	0.412
velvet	karammiski	0.663	0.226	0.304
velvety	velvety	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	sayar	0.417	0.565	0.549
vendor	dillalai	0.541	0.541	0.627
veneer	kaya	0.490	0.265	0.289
venerable	maras kyau	0.708	0.369	0.600
veneration	veneration	0.745	0.650	0.712
venereal	venereal	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	ramuwa	0.103	0.927	0.719
vengeful	fansa	0.150	0.840	0.561
venison	venison	0.510	0.422	0.296
venom	venom	0.125	0.770	0.491
venomous	venomous	0.159	0.841	0.636
venous	venous	0.406	0.571	0.453
vent	iska	0.479	0.519	0.529
ventilation	samun iska	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	kwance	0.375	0.388	0.418
ventricle	ventricle	0.520	0.387	0.464
ventricular	ventricular	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	kamfani	0.893	0.810	0.644
venue	wuri	0.727	0.316	0.395
veracity	gaskiya	0.735	0.724	0.798
veranda	gidan waya	0.743	0.343	0.439
verb	magana	0.582	0.312	0.414
verbal	magana	0.520	0.291	0.562
verbatim	magana	0.562	0.255	0.574
verbiage	verbiage	0.429	0.560	0.535
verbose	verbose	0.439	0.480	0.635
verbosity	verbosity	0.300	0.491	0.451
verdant	m	0.600	0.260	0.389
verdict	yanke hukunci	0.325	0.689	0.800
verge	gefe	0.500	0.337	0.305
verification	tabbaci	0.750	0.276	0.642
verified	tabbatar	0.781	0.367	0.677
verify	tabbatar	0.761	0.481	0.704
verily	hakika	0.713	0.351	0.585
veritable	gaskiya	0.794	0.330	0.759
vermin	vermin	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	harshe	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	m	0.906	0.625	0.714
versatility	versatility	0.878	0.585	0.750
verse	aya	0.667	0.269	0.336
version	version	0.604	0.423	0.538
versus	bisa	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	vertebral	0.308	0.434	0.525
vertex	labaran	0.316	0.510	0.491
vertical	tsaye	0.520	0.387	0.492
vertically	tsaye	0.534	0.385	0.545
vertigo	vertigo	0.292	0.655	0.445
verve	gaskiya	0.724	0.840	0.693
very negative	sosai mummunan	0.062	0.521	0.148
very positive	sosai tabbatacce	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vesicle	0.359	0.509	0.379
vesicular	vesicular	0.214	0.440	0.483
vessel	jirgin ruwa	0.490	0.398	0.538
vest	kaya	0.667	0.380	0.371
vested	gurgunta	0.663	0.415	0.648
vestibule	vestibule	0.541	0.385	0.422
vestige	abubu	0.562	0.470	0.454
vet	vet	0.531	0.400	0.644
veteran	tsohon soja	0.560	0.431	0.759
veterinarian	likitan dabbobi	0.582	0.418	0.542
veterinary	dabbobi	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	zalunci	0.115	0.802	0.413
viability	viability	0.776	0.500	0.684
viable	mai yiwuwa	0.656	0.320	0.667
viaduct	lalata	0.420	0.440	0.662
vial	vial	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibes	0.635	0.688	0.574
vibrant	vibrant	0.771	0.824	0.782
vibrate	faɗakarwa	0.500	0.698	0.604
vibration	vibration	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	vibratory	0.542	0.690	0.527
vicar	vicar	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	mataimakin	0.296	0.778	0.480
viceroy	mataimakin shugaban kasa	0.541	0.481	0.712
vicinity	kusanci	0.700	0.353	0.466
vicious	mugunta	0.208	0.694	0.407
victim	wanda aka azabtar	0.115	0.676	0.202
victimized	cin zarafi	0.115	0.644	0.273
victor	nasara	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	nasara	0.884	0.886	0.946
victory	nasara	0.938	0.735	0.931
video	bidiyo	0.646	0.577	0.427
video game	wasan bidiyo	0.707	0.765	0.414
videotape	hotuna	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	duba	0.896	0.292	0.555
viewer	mai kallo	0.592	0.358	0.558
viewing	dubawa	0.690	0.394	0.598
viewpoint	ra'ayi	0.673	0.306	0.644
vigil	hankali	0.521	0.480	0.491
vigilance	farkawa	0.490	0.615	0.724
vigilant	mai hankali	0.469	0.643	0.791
vigilante	mai hankali	0.418	0.627	0.720
vignette	zane	0.717	0.283	0.382
vigor	karfi	0.860	0.755	0.811
vigorous	karfi	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	m	0.083	0.537	0.553
villa	Villa	0.698	0.290	0.345
village	kauye	0.684	0.367	0.336
villager	villager	0.710	0.387	0.509
villain	villain	0.177	0.892	0.590
villainous	villainous	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	amincewa	0.656	0.596	0.767
vindicated	Tabbatacce	0.615	0.480	0.609
vindication	vindication	0.531	0.632	0.764
vindictive	vindictive	0.092	0.830	0.500
vine	itacen inabi	0.531	0.292	0.405
vinegar	vinegar	0.276	0.370	0.356
vineyard	gonar inabinsa	0.806	0.382	0.595
vintage	na da	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	karya	0.061	0.970	0.519
violation	cin zarafi	0.083	0.892	0.413
violence	tashin hankali	0.061	0.933	0.719
violent	tashin hankali	0.112	0.918	0.616
violently	tashin hankali	0.120	0.970	0.527
violet	violet	0.688	0.272	0.401
violin	biki	0.823	0.396	0.389
violinist	yar violin	0.804	0.302	0.538
viper	viper	0.173	0.846	0.632
viral	hoto ko bidiyo	0.240	0.612	0.518
virgin	budurwa	0.622	0.433	0.462
virginal	budurwa	0.673	0.577	0.464
virginity	budurwa	0.691	0.676	0.576
virility	ƙwayar cuta	0.684	0.670	0.718
virology	virology	0.418	0.569	0.562
virtual	kama-da-wane	0.598	0.532	0.463
virtually	kusan	0.594	0.521	0.625
virtue	nagarta	0.896	0.443	0.827
virtuoso	virtuoso	0.929	0.591	0.863
virtuous	mai kyau	0.890	0.530	0.822
virulence	virulence	0.094	0.533	0.438
virus	cutar	0.277	0.740	0.443
visa	visa	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	danko	0.417	0.521	0.454
viscous	viscous	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ganuwa	0.750	0.444	0.676
visible	bayyane	0.750	0.342	0.509
visibly	bayyane	0.724	0.373	0.591
vision	hangen nesa	0.708	0.447	0.742
visionary	mai gani	0.823	0.565	0.791
visit	ziyarar	0.771	0.443	0.445
visitation	ziyarar	0.729	0.346	0.534
visiting	ziyartar	0.729	0.440	0.519
visitor	baƙo	0.646	0.480	0.461
visor	visor	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	na gani	0.813	0.462	0.462
visualize	visualize	0.635	0.431	0.537
vital	muhimmanci	0.750	0.716	0.847
vitality	muhimmanci	0.923	0.565	0.869
vitals	Vitals	0.704	0.604	0.798
vitamin	bitamin	0.827	0.330	0.560
vitreous	gilashi	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	vivacious	0.780	0.820	0.758
vivid	m	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	ƙamus	0.530	0.247	0.585
vocal	murya	0.583	0.352	0.340
vocalist	vocalist	0.688	0.596	0.596
vocation	aiki	0.833	0.426	0.686
vodka	giyar vodka	0.510	0.632	0.491
vogue	vogue	0.740	0.491	0.538
voice	murya	0.594	0.343	0.528
voiceless	murya	0.271	0.235	0.131
voicemail	saƙon murya	0.458	0.453	0.406
void	ba kome ba	0.135	0.163	0.130
volatile	maras amfani	0.323	0.786	0.565
volatility	volatility	0.281	0.755	0.553
volcanic	volcanic	0.344	0.910	0.781
volcano	volcano	0.240	0.844	0.787
volition	samfurin	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	wasan kwallon raga	0.640	0.700	0.458
voltage	wutar lantarki	0.382	0.855	0.621
voltmeter	voltmeter	0.599	0.596	0.545
volume	girma	0.552	0.490	0.546
volumes	kundin	0.552	0.452	0.520
voluminous	m	0.561	0.450	0.658
voluntarily	da son zuciya	0.847	0.460	0.527
voluntary	da son rai	0.771	0.460	0.643
volunteer	aikin sa kai	0.888	0.422	0.596
volunteering	aikin aikin kai	0.844	0.614	0.603
volunteers	masu aikin sa kai	0.820	0.448	0.630
voluptuous	voluptuous	0.673	0.719	0.792
vomit	vomit	0.073	0.569	0.188
vomiting	vomiting	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	voracious	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	zabe	0.582	0.500	0.649
voter	mai jefa kuri'a	0.612	0.538	0.754
voting	jefa kuri'a	0.615	0.602	0.768
votive	jefa kuri'a	0.479	0.460	0.453
vouch	bukch	0.625	0.417	0.746
voucher	takardar kuɗi	0.622	0.416	0.601
vow	alwashi	0.560	0.510	0.664
vowel	vowel	0.490	0.283	0.311
voyage	tafiya	0.816	0.714	0.580
voyager	tafiya	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	m	0.083	0.820	0.445
vulgarity	lalata	0.104	0.870	0.346
vulnerability	damuwa	0.250	0.510	0.267
vulnerable	m	0.198	0.490	0.245
vulture	yanki	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	wadata	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	wafer	0.677	0.360	0.313
waffle	waffle	0.708	0.394	0.327
wag	wag	0.448	0.490	0.481
wage	albashi	0.635	0.480	0.565
wager	wager	0.479	0.816	0.615
wages	Hakkin	0.776	0.440	0.620
wagon	wagon	0.490	0.461	0.474
wail	kuka	0.418	0.724	0.393
waist	waƙar	0.542	0.448	0.351
waistcoat	waistcoat	0.542	0.320	0.389
waistline	waistline	0.560	0.417	0.320
wait	jira	0.224	0.167	0.264
waiter	sabis	0.459	0.300	0.295
waiting	jira	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	jira	0.646	0.531	0.352
waive	waive	0.276	0.559	0.311
waiver	hawaye	0.396	0.630	0.373
wake	farka	0.700	0.470	0.512
walk	tafiya	0.643	0.412	0.450
walker	mai tafiya	0.551	0.491	0.525
walking	tafiya	0.708	0.480	0.781
walkout	walkout	0.292	0.853	0.427
wall	bango	0.417	0.250	0.509
wallaby	wallaby	0.541	0.368	0.391
wallet	walat	0.680	0.432	0.500
wallflower	wallflower	0.667	0.298	0.342
wallop	wallop	0.320	0.790	0.689
wallow	wallow	0.286	0.878	0.491
wallpaper	bangon waya	0.673	0.173	0.308
walnut	gyada	0.688	0.302	0.255
walrus	walrus	0.521	0.327	0.361
waltz	waltz	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	wand	0.542	0.322	0.315
wander	yawo	0.427	0.417	0.330
wanderer	wanderer	0.458	0.519	0.396
wandering	yawo	0.323	0.471	0.357
wane	wane	0.188	0.402	0.098
waning	ragewa	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	Wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	so	0.671	0.642	0.598
wanting	yana so	0.760	0.433	0.593
wanton	soon	0.427	0.739	0.500
war	yaki	0.022	0.892	0.727
warbler	warbler	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	ward	0.469	0.255	0.254
warden	warden	0.615	0.627	0.898
wardrobe	tufafi	0.612	0.510	0.336
ware	ware	0.604	0.443	0.455
warehouse	masara	0.721	0.365	0.446
