Word	Igbo-ig	Valence	Arousal	Dominance
role	ọrụ	0.552	0.260	0.464
roll	mpịakọta	0.469	0.510	0.172
roller	ala	0.521	0.394	0.345
rollercoaster	igwe na-agba okirikiri	0.802	0.910	0.651
rollers	ndị na-agbagharị agbagharị	0.490	0.365	0.336
rollicking	egwu egwu	0.878	0.806	0.552
rolling	na-agagharị	0.510	0.606	0.321
roman	Rom	0.615	0.475	0.639
romance	romance	0.980	0.682	0.587
romantic	ịhụnanya ịhụnanya	0.936	0.531	0.598
romanticism	romanticism	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	elu	0.602	0.226	0.342
rooftop	elu ụlọ	0.571	0.471	0.461
rook	rook	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	ụlọ	0.729	0.283	0.445
roomful	ọnụ ụlọ	0.786	0.425	0.634
roommate	onye obibi	0.750	0.481	0.480
rooms	ụlọ	0.677	0.241	0.386
roomy	ime ụlọ	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	okeoke	0.459	0.385	0.275
root	mgbọrọgwụ	0.602	0.279	0.508
root beer	mmanya mgbọrọgwụ	0.582	0.520	0.415
rooted	gbanyere mkpọrọgwụ	0.510	0.527	0.718
rope	eriri	0.385	0.280	0.345
ropes	ụdọ	0.458	0.304	0.402
rosary	rosary	0.806	0.140	0.430
rose	bilie	0.865	0.276	0.386
rosemary	Rosemary	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	ederede	0.531	0.306	0.381
rosy	rosy	0.940	0.528	0.755
rot	ire ere	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	rotary	0.573	0.462	0.528
rotate	ntụgharị	0.458	0.470	0.492
rotation	ntụgharị	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	rere ure	0.104	0.590	0.327
rotting	ntụgharị	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	red	0.562	0.400	0.382
rough	ike	0.406	0.794	0.632
roughly	ike	0.448	0.539	0.463
roughneck	aghara	0.323	0.640	0.491
roughness	nsogbu	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	gburugburu	0.552	0.434	0.311
roundabout	gburugburu	0.490	0.425	0.495
rounded	gbaa gburugburu	0.592	0.391	0.396
roundup	chịkọba	0.520	0.580	0.474
rouse	kpalie	0.521	0.490	0.463
rouser	onye na-eme mkpọtụ	0.480	0.540	0.423
rousing	edemede	0.714	0.517	0.692
rout	eme	0.163	0.625	0.233
route	ụzọ	0.583	0.353	0.518
routine	eme ihe	0.365	0.219	0.333
rove	rove	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	na-agba ọsọ	0.583	0.442	0.491
row	ahịrị	0.427	0.275	0.406
rowboat	ụgbọ mmiri	0.455	0.393	0.353
rowdy	uzo	0.255	0.900	0.518
rowing	ịkwọ ụgbọ	0.458	0.443	0.467
royal	eze	0.796	0.430	0.759
royalty	eze	0.832	0.571	0.833
rub	ehicha	0.521	0.565	0.400
rubber	roba	0.460	0.217	0.315
rubbers	rubbers	0.604	0.360	0.414
rubbing	kpochapu	0.406	0.569	0.440
rubbish	ncha	0.198	0.454	0.164
rubble	ncha	0.308	0.509	0.289
rubdown	rubdown	0.561	0.491	0.404
rubric	rubric	0.427	0.260	0.500
ruby	ruby	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	ugwo	0.439	0.469	0.509
ruddy	acha uhie uhie	0.490	0.630	0.395
rude	obi ọjọọ	0.061	0.821	0.402
rudeness	enweghị nkwanye ùgwù	0.280	0.819	0.692
rudimentary	dị mma	0.286	0.321	0.509
rudiments	nkwenye	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	rue	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	ruffian	0.130	0.824	0.463
ruffle	mkpuchi	0.443	0.561	0.518
rug	akwa	0.520	0.240	0.245
rugby	rugby	0.677	0.820	0.708
rugged	akwa	0.561	0.569	0.793
ruin	mbibi	0.125	0.588	0.192
ruination	mbibi	0.184	0.582	0.209
ruined	ebibi	0.135	0.564	0.194
ruinous	mbibi	0.255	0.690	0.275
ruins	mkpọmkpọ ebe	0.250	0.490	0.248
rule	ọchịchị	0.567	0.427	0.593
ruler	onye ochichi	0.440	0.400	0.631
ruling	ikpe	0.177	0.566	0.410
rum	rọm	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	akuko	0.243	0.615	0.289
rumor	nrọ	0.255	0.582	0.282
rumored	nuru	0.427	0.604	0.318
rump	rump	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	na-agba ọsọ	0.542	0.787	0.543
runaround	runaround	0.448	0.519	0.349
runaway	gbapụ ọsọ	0.271	0.770	0.402
rundown	gbatuo	0.520	0.296	0.465
runes	na-agba ọsọ	0.438	0.300	0.304
rung	na-arụ ọrụ	0.510	0.355	0.368
runner	onye na-agba ọsọ	0.459	0.747	0.632
running	agba ọsọ	0.730	0.858	0.442
running shoes	agba akpụkpọ ụkwụ	0.653	0.573	0.491
runny	agba ọsọ	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	agba ọsọ	0.585	0.373	0.406
rupture	rupture	0.125	0.633	0.430
rural	ime obodo	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	ngwa ngwa	0.406	0.809	0.546
rushing	na-agba ọsọ	0.398	0.821	0.529
rust	nchara	0.281	0.265	0.321
rusted	rusted	0.286	0.357	0.302
rustic	egwu	0.369	0.657	0.491
rustle	nchara	0.333	0.538	0.394
rustler	nchara	0.281	0.830	0.429
rusty	nchara	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	ruth	0.469	0.427	0.444
ruthless	enweghị obi ebere	0.208	0.850	0.670
rye	rye	0.490	0.298	0.411
sabbatical	ezumike	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sable	0.449	0.596	0.500
sabotage	nchikota	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	akpa	0.344	0.245	0.226
sack	akpa	0.385	0.337	0.264
sacrament	sacrament	0.690	0.316	0.700
sacred	dị nsọ	0.833	0.375	0.862
sacrifice	uwa	0.208	0.833	0.534
sacrifices	uwa	0.281	0.717	0.538
sacrificial	ịchụ àjà	0.198	0.755	0.452
sacrilege	dị ọcha	0.281	0.708	0.491
sacrilegious	ịkwa iko	0.146	0.736	0.449
sad	mwute	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	obi adighi nma	0.104	0.436	0.144
saddle	akwa akwa	0.510	0.509	0.306
sadist	mwute	0.042	0.918	0.500
sadistic	mwute	0.031	0.906	0.618
sadly	mwute	0.047	0.255	0.216
sadness	mwute	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	nchekwa	0.898	0.306	0.759
safeguard	chebe	0.786	0.624	0.700
safekeeping	nchebe	0.653	0.510	0.586
safety	nchekwa	0.708	0.491	0.868
saffron	saffron	0.443	0.373	0.349
sag	sag	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	sage	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	ụgbọ mmiri	0.615	0.220	0.325
sailboat	ụgbọ mmiri	0.719	0.392	0.381
sailing	ụgbọ mmiri	0.667	0.520	0.500
sailor	ọkwọ ụgbọ mmiri	0.500	0.588	0.500
saint	saint	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	ọzọ	0.490	0.573	0.407
salad	salad	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	ụgwọ	0.786	0.480	0.652
sale	ire ere	0.647	0.602	0.573
salesgirl	ahịa	0.582	0.490	0.605
salesman	onye ahịa	0.643	0.559	0.664
salient	salient	0.600	0.573	0.702
saline	saline	0.430	0.340	0.385
saliva	afụ	0.214	0.265	0.236
sally	sally	0.604	0.390	0.451
salmon	salmọn	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	ime ụlọ	0.531	0.296	0.463
saloon	saloon	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	nnu	0.323	0.312	0.306
salted	salted	0.333	0.400	0.304
saltwater	mmiri nnu	0.327	0.330	0.364
salty	nnu	0.388	0.531	0.288
salutary	salutary	0.885	0.360	0.686
salutation	ekele	0.878	0.417	0.500
salute	kelee	0.833	0.542	0.681
salvage	salvage	0.622	0.510	0.832
salvation	nzọpụta	0.857	0.480	0.800
salve	salve	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	sameness	0.531	0.330	0.484
sample	nlele	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	ido nsọ	0.770	0.431	0.816
sanctified	doo	0.792	0.240	0.612
sanctify	doo nsọ	0.673	0.443	0.783
sanctimonious	dị nsọ	0.240	0.365	0.327
sanction	ikike	0.201	0.750	0.517
sanctioned	sanctioned	0.323	0.696	0.391
sanctity	nsọ	0.771	0.330	0.628
sanctuary	ebe nsọ	0.863	0.226	0.575
sanctum	nsọ	0.521	0.438	0.657
sand	ájá	0.582	0.279	0.304
sandal	akpụkpọ ụkwụ	0.490	0.283	0.333
sandbox	akpụkpọ ụkwụ	0.573	0.274	0.264
sander	sander	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	akwụkwọ aja	0.417	0.425	0.404
sands	ájá	0.646	0.304	0.377
sandstorm	sandstorm	0.324	0.821	0.629
sandwich	Sanwichi	0.672	0.314	0.310
sandy	aja	0.406	0.265	0.296
sane	mara	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	sanitarium	0.448	0.645	0.570
sanitary	ọcha	0.458	0.320	0.425
sanitation	ọcha	0.742	0.312	0.500
sanity	mma	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	mara	0.735	0.286	0.509
sap	sap	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	sapphire	0.770	0.472	0.651
sappy	dị mma	0.583	0.469	0.330
sarcasm	ekwu okwu mkparị	0.125	0.685	0.346
sarcastic	ekwu okwu	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	sarcophagus	0.271	0.561	0.435
sardine	sadin	0.541	0.236	0.236
sardonic	sardonic	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	akwa akwa	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	Setan	0.062	0.843	0.720
satchel	akpa akwa	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	Satellite	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	satire	0.458	0.655	0.472
satirical	satirical	0.323	0.615	0.538
satisfaction	afọ ojuju	0.939	0.637	0.673
satisfactorily	afọ ojuju	0.765	0.570	0.802
satisfactory	afọ ojuju	0.959	0.569	0.702
satisfied	afọ ojuju	0.959	0.510	0.685
satisfy	mejuo	0.867	0.790	0.705
satisfying	afọ ojuju	0.890	0.606	0.814
saturate	saturate	0.281	0.680	0.467
saturated	jupụta	0.474	0.700	0.442
saturation	saturation	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	ihendori	0.562	0.515	0.288
saucepan	saucepan	0.347	0.264	0.321
saucer	saucer	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	sauerkraut	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	sọseeji	0.542	0.429	0.300
savage	obi ojoo	0.204	0.931	0.605
savagery	nhazi	0.219	0.907	0.711
savanna	savanna	0.606	0.147	0.394
savannah	savannah	0.729	0.212	0.309
savant	onye maara ihe	0.781	0.451	0.818
save	zọpụta	0.770	0.439	0.682
saver	nchekwa	0.745	0.382	0.802
saving	ịzọpụta	0.663	0.230	0.621
savings	ego	0.776	0.431	0.608
savior	onye nzọpụta	0.920	0.469	0.804
savor	esi ísì ụtọ	0.827	0.552	0.526
savory	savory	0.812	0.717	0.619
savvy	savvy	0.719	0.520	0.706
saw	hụrụ	0.316	0.541	0.518
sawdust	sawdust	0.398	0.279	0.241
sawmill	ugbo	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saxophone	0.688	0.444	0.482
say	ekwu	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	na-atụ egwu	0.325	0.219	0.217
scaffold	scaffold	0.480	0.500	0.336
scaffolding	scaffolding	0.496	0.366	0.545
scalding	ncha	0.271	0.540	0.381
scale	ọnụ ọgụgụ	0.310	0.350	0.577
scales	akpịrịkpa	0.439	0.330	0.491
scallop	skalọp	0.490	0.363	0.331
scalp	akpụkpọ ụkwụ	0.347	0.346	0.302
scalpel	akpụkpọ ụkwụ	0.302	0.700	0.482
scaly	dị egwu	0.281	0.481	0.358
scam	ojoo	0.042	0.745	0.418
scamp	scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	Iṅomi	0.479	0.423	0.470
scandal	ihe ojoo	0.122	0.821	0.557
scandalous	dị egwu	0.135	0.907	0.556
scanner	nyocha	0.531	0.356	0.567
scanty	dị obere	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	scapegoat	0.184	0.685	0.481
scar	afụ	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	ụkọ	0.292	0.324	0.218
scarcely	adịghị mma	0.082	0.412	0.160
scarcity	ụkọ	0.167	0.500	0.182
scare	egwu	0.122	0.910	0.264
scarecrow	scarecrow	0.219	0.274	0.349
scared	egwu	0.146	0.828	0.185
scares	egwu	0.122	0.847	0.386
scarf	ịchafụ	0.750	0.224	0.224
scarier	ụcha	0.156	0.846	0.472
scariest	ọ dị mfe	0.167	0.863	0.538
scarlet	acha uhie uhie	0.507	0.390	0.411
scary	egwu	0.062	0.952	0.528
scat	gbasaa	0.337	0.548	0.409
scatter	gbasasịa	0.229	0.620	0.404
scattered	gbasasịa	0.208	0.380	0.238
scattering	ngbasa	0.347	0.550	0.394
scavenger	na-atụ egwu	0.177	0.578	0.408
scenario	ihe mere	0.667	0.510	0.683
scene	ihe nkiri	0.570	0.340	0.578
scenery	ihe ngosi	0.745	0.253	0.592
scenic	ihe nkiri	0.684	0.548	0.756
scent	ísìsì	0.633	0.410	0.491
scented	esi ísì ụtọ	0.865	0.509	0.431
scepter	mkpanaka	0.630	0.300	0.670
sceptical	enweghị obi abụọ	0.214	0.387	0.466
scepticism	enweghị obi abụọ	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	ndokwa	0.510	0.380	0.480
schematic	schematic	0.490	0.284	0.647
scheme	atụmatụ	0.521	0.269	0.577
schilling	na-ama jijiji	0.367	0.410	0.418
schism	schism	0.280	0.569	0.386
schizophrenia	nyocha	0.092	0.880	0.435
schizophrenic	onye isi ike	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	ọkà	0.694	0.421	0.731
scholarly	ọkà mmụta	0.750	0.466	0.709
scholarship	agụmakwụkwọ	0.866	0.490	0.625
scholastic	ọkà mmụta	0.500	0.470	0.491
school	ụlọ akwụkwọ	0.765	0.423	0.633
schoolboy	nwa akwụkwọ	0.623	0.385	0.441
schoolgirl	ụlọ akwụkwọ	0.760	0.521	0.415
schoolhouse	ụlọ akwụkwọ	0.602	0.407	0.672
schooling	agụ akwụkwọ	0.582	0.462	0.640
schoolmaster	onye nkụzi	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	ọrụ ụlọ akwụkwọ	0.479	0.500	0.481
schoolyard	ụlọ akwụkwọ	0.684	0.529	0.440
schooner	schooner	0.635	0.408	0.427
sciatica	sciatica	0.286	0.443	0.393
science	sayensị	0.588	0.429	0.741
scientific	sayensị	0.653	0.510	0.836
scientist	ọkà mmụta sayensị	0.562	0.500	0.790
scifi	nyocha	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	na-enwu	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	isi	0.458	0.462	0.302
scoff	ịkwa emo	0.125	0.686	0.306
scold	na-agba	0.194	0.755	0.626
scolding	na-abara m mba	0.071	0.833	0.417
scone	weghaara	0.418	0.287	0.229
scoop	ụmụ akwụkwọ	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	onye na-eme ihe ọchị	0.510	0.587	0.371
scope	oghere	0.656	0.386	0.718
scorch	afụ	0.214	0.689	0.491
scorching	akpọnwụ	0.406	0.635	0.464
score	Akara	0.670	0.388	0.589
scoreboard	akara	0.667	0.484	0.472
scorer	scorer	0.730	0.608	0.764
scores	ọnụ ọgụgụ	0.594	0.469	0.629
scorn	ọchị	0.110	0.721	0.356
scorned	na-akwa emo	0.062	0.529	0.226
scornful	na-akwa emo	0.173	0.608	0.368
scorpion	akpị	0.198	0.745	0.600
scotch	scotch	0.578	0.520	0.615
scoundrel	onye na-ama jijiji	0.094	0.740	0.412
scour	ihe ojoo	0.388	0.602	0.632
scourge	ihe otiti	0.214	0.640	0.302
scout	Scout	0.656	0.611	0.763
scowl	scowl	0.302	0.600	0.413
scrabble	scrabble	0.625	0.412	0.399
scram	scram	0.306	0.485	0.409
scramble	scramble	0.469	0.744	0.500
scrambled	scrambled	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	na-agba chaa chaa	0.421	0.810	0.731
scrap	kpochapu	0.156	0.339	0.173
scrapbook	akwụkwọ mpịakọta	0.562	0.274	0.432
scrape	nchapu	0.365	0.615	0.384
scrapie	scrapie	0.306	0.706	0.231
scraping	ncha	0.265	0.479	0.305
scrappy	na-ewe iwe	0.301	0.375	0.406
scratch	ọkọ	0.276	0.625	0.270
scratchy	scratchy	0.235	0.610	0.436
scrawny	kpochapu	0.276	0.422	0.245
scream	eti mkpu	0.188	0.863	0.594
screamer	eti mkpu	0.156	0.670	0.392
screaming	eti mkpu	0.245	0.901	0.460
screech	ọkpụkpụ	0.214	0.802	0.306
screen	ihuenyo	0.670	0.300	0.417
screening	nyocha	0.562	0.570	0.709
screenplay	screenplay	0.500	0.406	0.518
screenwriter	nhazi ederede	0.571	0.500	0.712
screw	ịgha	0.385	0.460	0.377
screwball	screwball	0.271	0.680	0.505
screwdriver	screwdriver	0.520	0.519	0.439
screwed	weghaara ya	0.302	0.520	0.464
screwy	screwy	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	nyocha	0.429	0.453	0.358
scribe	odeakwụkwọ	0.541	0.264	0.491
scrimmage	scrimmage	0.367	0.660	0.411
scrip	akpa	0.430	0.462	0.455
script	edemede	0.610	0.450	0.527
scriptural	Akwụkwọ Nsọ	0.551	0.250	0.596
scripture	Akwụkwọ Nsọ	0.745	0.270	0.630
scroll	Akwụkwọ mpịakọta	0.375	0.630	0.409
scrotum	scrotum	0.396	0.653	0.361
scrounge	ụda	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	scrub	0.417	0.420	0.500
scruffy	kpụ ọkụ n'ọnụ	0.194	0.435	0.176
scrumptious	dị egwu	0.959	0.650	0.566
scrupulous	enweghị isi	0.545	0.685	0.602
scrutinize	nyochaa	0.458	0.587	0.573
scrutiny	nyochaa	0.500	0.653	0.658
scuba	gbanye	0.542	0.494	0.456
scuff	ihe	0.165	0.560	0.376
scuffle	ihe a na-eme	0.146	0.800	0.529
scullery	scullery	0.469	0.337	0.353
sculptor	onye na-ese ihe	0.653	0.431	0.694
sculpture	ọkpụkpụ	0.750	0.346	0.490
sculptured	kpụrụ akpụ	0.708	0.373	0.557
scum	scum	0.357	0.380	0.218
scumbag	scumbag	0.240	0.591	0.278
scurry	kpụ ọkụ n'ọnụ	0.398	0.647	0.509
scurvy	scurvy	0.354	0.462	0.312
scuttle	ncha	0.438	0.398	0.430
sea	oké osimiri	0.833	0.353	0.589
seaboard	okpokoro mmiri	0.663	0.356	0.507
seafood	nri mmiri	0.656	0.500	0.328
seagull	oké osimiri	0.635	0.245	0.314
seal	akara	0.490	0.218	0.518
seals	akàrà	0.412	0.241	0.402
seam	ncha	0.427	0.250	0.414
seaman	Seaman	0.520	0.510	0.672
seamless	enweghị ntụpọ	0.459	0.140	0.302
seamstress	seamstress	0.535	0.288	0.389
seaport	ụgbọ mmiri	0.594	0.317	0.491
sear	nyocha	0.490	0.553	0.600
search	nyocha	0.635	0.580	0.462
searching	nyocha	0.534	0.657	0.466
searchlight	nyocha	0.622	0.510	0.552
seared	kpara	0.229	0.410	0.398
seashore	n'ụsọ oké osimiri	0.796	0.310	0.375
seasick	oké mmiri ozuzo	0.115	0.683	0.245
seaside	oké osimiri	0.887	0.520	0.508
season	oge	0.792	0.410	0.519
seasonal	oge	0.592	0.273	0.305
seasoned	ejizi	0.812	0.570	0.509
seasoning	esi nri	0.633	0.388	0.479
seat	oche	0.542	0.281	0.434
seatbelt	eriri oche	0.656	0.314	0.726
seating	ebe obibi	0.552	0.265	0.286
seawater	mmiri mmiri	0.760	0.197	0.491
seaweed	okpuru mmiri	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	nnyefe	0.323	0.561	0.509
secluded	zoro ezo	0.357	0.265	0.240
seclusion	nzuzo	0.230	0.558	0.505
second	nke abụọ	0.490	0.210	0.250
second cousin	nwa nwanne nke abụọ	0.698	0.360	0.441
secondary	nke abụọ	0.636	0.375	0.260
secondhand	ihe ejigoro	0.194	0.389	0.283
secrecy	nzuzo	0.294	0.549	0.475
secret	nzuzo	0.479	0.580	0.509
secretariat	ụlọ ọrụ	0.518	0.459	0.597
secretary	odeakwụkwọ	0.612	0.426	0.561
secrete	secrete	0.427	0.567	0.518
secretion	arụ ọrụ	0.354	0.582	0.529
secretive	nzuzo	0.390	0.250	0.538
secretly	na nzuzo	0.525	0.404	0.479
sect	òtù	0.265	0.667	0.526
sectarian	sectarian	0.260	0.606	0.517
section	ngalaba	0.500	0.269	0.421
sectional	ngalaba	0.427	0.415	0.464
sector	akuku	0.594	0.190	0.569
secular	ego	0.463	0.461	0.520
secularism	secularism	0.367	0.440	0.559
secure	echekwa	0.844	0.380	0.914
securities	nchebe	0.750	0.304	0.852
security	nche	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	nsị	0.656	0.157	0.345
sedation	nsị	0.510	0.270	0.398
sedative	nhazi ugbo	0.314	0.273	0.352
sedentary	sedentary	0.292	0.185	0.273
sedge	sedge	0.406	0.396	0.339
sediment	sedimenti	0.438	0.306	0.372
sedimentary	sedimentary	0.398	0.265	0.500
sedition	ịgba ọchịchị mgba okpuru	0.327	0.557	0.591
seduce	rafuo	0.462	0.864	0.689
seducer	seducer	0.704	0.812	0.775
seducing	na-eduhie	0.569	0.794	0.708
seduction	seduction	0.510	0.891	0.618
seductive	na-adọrọ adọrọ	0.771	0.821	0.667
see	lee	0.635	0.269	0.312
seed	mkpụrụ	0.656	0.135	0.306
seedling	mkpụrụ osisi	0.406	0.343	0.423
seeds	osisi	0.731	0.269	0.418
seedy	mkpụrụ	0.229	0.390	0.325
seek	chọọ	0.622	0.429	0.482
seeker	achọ	0.646	0.464	0.553
seem	yiri	0.471	0.302	0.298
seemingly	yiri ka ọ dị	0.490	0.410	0.356
seer	ọhụụ	0.604	0.481	0.740
seesaw	seesaw	0.570	0.559	0.410
seething	arụ ọrụ	0.312	0.821	0.642
segment	ngalaba	0.469	0.290	0.440
segregate	segregate	0.290	0.627	0.440
segregated	kewara	0.164	0.575	0.411
segregation	nkewa	0.302	0.545	0.390
seismic	seismic	0.323	0.925	0.578
seize	jide	0.656	0.644	0.673
seizure	ijide	0.177	0.775	0.462
seldom	adịkarịghị	0.323	0.379	0.287
select	họrọ	0.615	0.406	0.602
selection	nhọrọ	0.594	0.340	0.595
selective	nhọrọ	0.612	0.347	0.706
selectman	họrọ	0.552	0.547	0.609
selenium	selenium	0.469	0.408	0.336
self	onwe	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	achọ ọdịmma onwe onye	0.061	0.637	0.495
selfishness	ịchọ ọdịmma onwe onye nanị	0.200	0.686	0.453
selfless	enweghị ọdịmma onwe onye	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	ere	0.618	0.608	0.605
seller	ere	0.635	0.471	0.635
sellout	sellout	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	ihe omimi	0.698	0.394	0.569
semaphore	izu ike	0.552	0.374	0.598
semblance	semblance	0.500	0.471	0.442
semen	mkpụrụ	0.500	0.755	0.471
semester	semester	0.521	0.327	0.482
semi	Ọkara	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semicolon	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	ọmụmụ ihe	0.583	0.360	0.623
seminary	seminarị	0.594	0.367	0.589
semiotics	ihe omimi	0.449	0.417	0.596
senate	Senate	0.490	0.349	0.836
senator	Senator	0.391	0.422	0.821
send	zipu	0.663	0.480	0.537
sender	ezipụ	0.542	0.449	0.509
senescence	enwe mmetụta	0.378	0.456	0.394
senile	eche	0.280	0.211	0.305
senior	agadi	0.561	0.415	0.536
seniority	agadi	0.408	0.427	0.602
senor	Senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	mmetụta uche	0.781	0.663	0.673
sensational	ihe mgbagwoju anya	0.938	0.827	0.858
sense	uche	0.781	0.417	0.474
senseless	enweghị uche	0.125	0.388	0.136
senses	uche	0.740	0.461	0.693
sensibility	uche	0.583	0.423	0.448
sensible	ezi uche	0.625	0.454	0.312
sensibly	echekwa echiche	0.786	0.337	0.396
sensitive	enwe mmetụta	0.714	0.426	0.254
sensitivity	uche	0.750	0.417	0.395
sensor	ihe mmetụta	0.571	0.377	0.542
sensory	sensory	0.583	0.480	0.442
sensual	anụ ahụ	0.730	0.790	0.642
sensuality	ezi uche	0.844	0.840	0.632
