Word	Indonesian-id	Valence	Arousal	Dominance
refrigerator	kulkas	0.677	0.260	0.391
refuel	mengisi bahan bakar	0.592	0.445	0.500
refuge	pengungsian	0.640	0.238	0.481
refugee	pengungsi	0.379	0.607	0.327
refund	pengembalian dana	0.541	0.528	0.430
refurbish	membarui lagi	0.656	0.633	0.541
refusal	penolakan	0.052	0.610	0.321
refuse	menolak	0.180	0.520	0.331
refused	menolak	0.163	0.475	0.188
refusing	penolakan	0.143	0.670	0.203
refutation	sanggahan	0.312	0.726	0.566
refute	menyangkal	0.312	0.731	0.583
regain	mendapatkan kembali	0.729	0.520	0.759
regal	megah	0.643	0.459	0.556
regalia	tanda kerajaan	0.760	0.441	0.556
regard	menganggap	0.802	0.336	0.809
regatta	lomba layar	0.740	0.471	0.435
regency	kabupaten	0.520	0.472	0.630
regenerate	diperbarui	0.782	0.607	0.767
regeneration	regenerasi	0.760	0.640	0.845
regent	bupati	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	rezim	0.290	0.668	0.773
regimen	rejimen	0.428	0.538	0.840
regiment	resimen	0.469	0.722	0.755
regimental	resimen	0.292	0.637	0.817
region	wilayah	0.540	0.295	0.712
regional	regional	0.620	0.400	0.607
regionalism	regionalisme	0.640	0.500	0.773
register	daftar	0.490	0.412	0.654
registrar	pendaftar	0.599	0.537	0.574
registration	pendaftaran	0.622	0.396	0.574
registry	registri	0.573	0.320	0.583
regress	regresi	0.255	0.442	0.300
regression	regresi	0.312	0.500	0.324
regressive	regresif	0.302	0.434	0.363
regret	penyesalan	0.230	0.623	0.331
regretful	sedih	0.167	0.480	0.188
regrettable	disesalkan	0.104	0.374	0.245
regretted	menyesal	0.352	0.540	0.368
regretting	menyesali	0.255	0.567	0.273
regroup	menyusun kembali	0.633	0.602	0.797
regular	reguler	0.435	0.188	0.558
regularity	keteraturan	0.663	0.337	0.585
regulars	pelanggan tetap	0.729	0.327	0.508
regulate	mengatur	0.510	0.275	0.481
regulated	diatur	0.531	0.269	0.483
regulation	peraturan	0.542	0.425	0.667
regulator	pengatur	0.500	0.336	0.668
regulatory	peraturan	0.531	0.448	0.528
regurgitation	regurgitasi	0.160	0.647	0.315
rehab	rehab	0.531	0.450	0.593
rehabilitate	memperbaiki	0.671	0.538	0.642
rehabilitation	rehabilitasi	0.406	0.528	0.606
rehash	pengulangan	0.405	0.451	0.403
rehearsal	latihan	0.667	0.470	0.500
rehearse	berlatih	0.588	0.622	0.500
reign	memerintah	0.806	0.567	0.873
reigning	yg memerintah	0.677	0.632	0.870
reimburse	membayar kembali	0.680	0.418	0.527
reimbursement	pengembalian	0.653	0.610	0.567
rein	kendali	0.500	0.357	0.438
reincarnation	reinkarnasi	0.786	0.747	0.676
reindeer	rusa kutub	0.592	0.336	0.396
reinforce	memperkuat	0.604	0.583	0.760
reinforcement	penguatan	0.729	0.702	0.902
reinforcements	bala bantuan	0.646	0.719	0.875
reins	kendali	0.480	0.448	0.545
reinstall	instal ulang	0.458	0.500	0.745
reinstate	mengembalikan lagi	0.760	0.551	0.596
reinstatement	pemulihan kembali	0.729	0.521	0.707
reinvest	menginvestasikan kembali	0.570	0.627	0.763
reinvestment	reinvestasi	0.582	0.622	0.782
reiterate	mengulangi	0.422	0.451	0.655
reject	menolak	0.060	0.647	0.370
rejected	ditolak	0.102	0.480	0.250
rejection	penolakan	0.080	0.704	0.330
rejects	menolak	0.083	0.637	0.422
rejoice	bersuka cita	0.827	0.650	0.698
rejoicing	kegembiraan	0.811	0.637	0.592
rejoin	bergabung kembali	0.655	0.548	0.556
rejuvenate	meremajakan	0.776	0.588	0.767
rejuvenated	diremajakan	0.809	0.673	0.700
rekindle	menghidupkan	0.656	0.520	0.788
relapse	kambuh	0.173	0.460	0.303
relate	berhubungan	0.653	0.500	0.623
related	terkait	0.677	0.365	0.519
relation	hubungan	0.857	0.604	0.625
relationship	hubungan	0.867	0.566	0.589
relative	relatif	0.500	0.378	0.386
relativity	relativitas	0.594	0.393	0.615
relax	bersantai	0.927	0.250	0.375
relaxant	relaksan	0.878	0.087	0.357
relaxation	relaksasi	0.873	0.161	0.381
relaxed	santai	0.865	0.090	0.382
relaxing	santai	0.854	0.157	0.475
relay	menyampaikan	0.738	0.542	0.543
release	melepaskan	0.740	0.606	0.741
released	dilepaskan	0.844	0.490	0.651
relegation	degradasi	0.375	0.500	0.434
relentless	tanpa henti	0.333	0.713	0.904
relevance	relevansi	0.710	0.599	0.791
relevancy	relevansi	0.724	0.481	0.673
relevant	relevan	0.719	0.608	0.764
reliability	keandalan	0.917	0.380	0.696
reliable	dapat diandalkan	0.912	0.241	0.875
reliance	kepercayaan	0.844	0.431	0.853
relic	peninggalan	0.646	0.452	0.591
relics	peninggalan	0.719	0.580	0.579
relief	bantuan	0.844	0.278	0.481
relieve	meringankan	0.813	0.183	0.536
relieved	lega	0.896	0.314	0.391
relieving	membebaskan	0.740	0.255	0.455
relight	menyala lagi	0.560	0.588	0.519
religion	agama	0.646	0.320	0.755
religious	keagamaan	0.740	0.238	0.696
relinquish	melepaskan	0.265	0.606	0.286
relish	menikmati	0.854	0.610	0.632
relive	menghidupkan kembali	0.750	0.650	0.693
reload	kembali	0.562	0.611	0.571
relocate	pindah	0.500	0.594	0.640
relocation	relokasi	0.396	0.500	0.475
reluctance	keengganan	0.240	0.606	0.373
reluctant	enggan	0.292	0.630	0.432
rely	mengandalkan	0.812	0.429	0.616
remain	tetap	0.709	0.365	0.731
remainder	sisa	0.398	0.357	0.324
remaining	yang tersisa	0.449	0.290	0.296
remains	sisa	0.610	0.240	0.565
remake	remake	0.583	0.488	0.642
remand	mengembalikan ke penjara	0.245	0.446	0.318
remark	ucapan	0.561	0.325	0.716
remarkable	luar biasa	0.880	0.573	0.720
remarkably	sungguh	0.688	0.618	0.868
remarry	menikahi kembali	0.653	0.791	0.540
rematch	pertandingan ulang	0.469	0.798	0.627
remedial	remedial	0.369	0.418	0.509
remedy	memperbaiki	0.625	0.283	0.491
remember	ingat	0.776	0.422	0.454
remembered	ingat	0.916	0.333	0.588
remembering	mengingat	0.535	0.386	0.509
remembrance	ingatan	0.812	0.250	0.519
remind	mengingatkan	0.721	0.415	0.563
reminder	peringatan	0.552	0.423	0.589
reminisce	bernostalgia	0.903	0.490	0.363
reminiscent	mengingatkan	0.500	0.481	0.611
reminiscing	mengenang	0.688	0.431	0.418
remiss	lalai	0.190	0.650	0.325
remission	pengampunan	0.418	0.330	0.518
remit	mengampuni	0.510	0.509	0.473
remittance	pengiriman uang	0.684	0.479	0.454
remnant	sisa	0.367	0.312	0.388
remodel	merombak	0.604	0.647	0.693
remorse	penyesalan	0.103	0.673	0.377
remorseful	menyesal	0.347	0.429	0.250
remote	terpencil	0.458	0.333	0.477
remoteness	keterpencilan	0.323	0.510	0.339
removal	pemindahan	0.245	0.540	0.368
remove	menghapus	0.292	0.539	0.472
remover	penghilang	0.337	0.443	0.526
remuneration	remunerasi	0.792	0.760	0.607
renaissance	Renaisans	0.771	0.670	0.767
renal	ginjal	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	memberikan	0.541	0.395	0.448
rendering	rendering	0.531	0.434	0.667
rendezvous	pertemuan	0.750	0.490	0.658
rendition	rendisi	0.417	0.360	0.398
renegade	murtad	0.140	0.640	0.509
renegotiate	renegosiasi	0.580	0.702	0.708
renew	memperbarui	0.868	0.481	0.713
renewal	pembaruan	0.770	0.710	0.672
renounce	meninggalkan	0.156	0.490	0.552
renovate	merenovasi	0.878	0.549	0.755
renovated	direnovasi	0.783	0.406	0.657
renovation	renovasi	0.816	0.590	0.779
renown	kemasyhuran	0.693	0.475	0.693
renowned	terkenal	0.844	0.481	0.697
rent	menyewa	0.344	0.429	0.446
rental	persewaan	0.510	0.370	0.308
renter	penyewa	0.590	0.301	0.371
renunciation	penolakan	0.260	0.578	0.336
reopen	buka kembali	0.656	0.528	0.568
reorganization	reorganisasi	0.622	0.587	0.754
reorganize	mengatur	0.667	0.590	0.722
rep	reputasi	0.520	0.510	0.640
repaint	mengecat ulang	0.622	0.382	0.308
repair	perbaikan	0.583	0.460	0.589
repairman	tukang reparasi	0.582	0.426	0.707
reparation	reparasi	0.531	0.615	0.732
repay	membayar kembali	0.469	0.632	0.592
repayment	pembayaran kembali	0.479	0.490	0.474
repeal	mencabut	0.260	0.480	0.482
repeat	ulangi	0.490	0.529	0.552
repeated	ulang	0.429	0.472	0.314
repeatedly	berkali-kali	0.479	0.575	0.500
repeater	pengulang	0.479	0.426	0.430
repel	mengusir	0.224	0.620	0.441
repellant	repellant	0.292	0.620	0.426
repellent	penolak	0.286	0.500	0.491
repelling	memukul mundur	0.184	0.633	0.429
repent	bertobat	0.449	0.422	0.386
repentance	tobat	0.417	0.604	0.324
repentant	bertobat	0.326	0.500	0.200
repertoire	repertoar	0.633	0.594	0.667
repertory	perbendaharaan	0.562	0.473	0.528
repetition	pengulangan	0.375	0.519	0.396
repetitive	berulang-ulang	0.320	0.438	0.362
rephrase	rephrase	0.547	0.451	0.549
replace	menggantikan	0.417	0.520	0.500
replacement	penggantian	0.385	0.519	0.500
replay	ulangan	0.612	0.522	0.761
replenish	mengisi kembali	0.615	0.336	0.689
replete	penuh	0.552	0.497	0.670
replica	replika	0.480	0.520	0.493
replicate	mengulangi	0.480	0.630	0.585
replication	replikasi	0.342	0.618	0.510
reply	balasan	0.762	0.290	0.596
report	melaporkan	0.583	0.444	0.575
reported	dilaporkan	0.418	0.442	0.567
reporter	reporter	0.531	0.550	0.604
repose	istirahat	0.469	0.100	0.330
reposition	reposisi	0.408	0.529	0.509
repository	gudang	0.406	0.396	0.500
repossess	repossess	0.418	0.667	0.552
reprehensible	tercela	0.316	0.569	0.351
represent	mewakili	0.781	0.433	0.861
representation	perwakilan	0.677	0.542	0.750
representative	wakil	0.704	0.366	0.694
represented	diwakili	0.724	0.444	0.688
representing	mewakili	0.796	0.464	0.833
repress	menekan	0.208	0.612	0.536
repressed	ditekan	0.188	0.337	0.311
repression	represi	0.214	0.764	0.481
reprieve	penangguhan hukuman	0.531	0.471	0.574
reprimand	teguran	0.153	0.528	0.465
reprint	mencetak kembali	0.510	0.449	0.527
reprisal	pembalasan	0.125	0.788	0.545
reprise	reprise	0.459	0.500	0.464
reproach	mencela	0.240	0.755	0.384
reproduce	bereproduksi	0.823	0.622	0.760
reproduction	reproduksi	0.800	0.736	0.713
reproductive	reproduktif	0.770	0.604	0.856
reprogram	memprogram ulang	0.519	0.404	0.557
reptile	reptil	0.350	0.566	0.365
republic	republik	0.635	0.340	0.830
republican	republik	0.398	0.551	0.664
repudiation	penolakan	0.167	0.686	0.274
repugnance	kebencian	0.062	0.684	0.425
repugnant	menjijikkan	0.061	0.735	0.453
repulsion	tolakan	0.247	0.673	0.353
repulsive	menjijikkan	0.146	0.775	0.425
repurchase	pembelian kembali	0.531	0.592	0.557
reputable	terkemuka	0.781	0.462	0.919
reputation	reputasi	0.740	0.542	0.721
repute	reputasi	0.729	0.500	0.702
reputed	terkenal	0.439	0.528	0.627
request	permintaan	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	memerlukan	0.398	0.439	0.560
required	wajib	0.583	0.509	0.700
requirement	kebutuhan	0.510	0.439	0.728
requisite	syarat	0.448	0.363	0.609
requisition	daftar permintaan	0.478	0.510	0.649
reread	membaca kembali	0.448	0.377	0.492
reroute	mengubah rute	0.540	0.598	0.598
rerun	memutarkan lagi	0.333	0.620	0.529
reschedule	menjadwal ulang	0.438	0.422	0.537
rescind	membatalkan	0.347	0.380	0.391
rescission	pembatalan	0.333	0.529	0.360
rescue	menyelamatkan	0.806	0.926	0.850
research	penelitian	0.633	0.663	0.741
researcher	peneliti	0.569	0.510	0.857
resection	reseksi	0.375	0.482	0.500
resemblance	kemiripan	0.743	0.216	0.570
resemble	menyerupai	0.602	0.388	0.463
resembling	menyerupai	0.592	0.250	0.529
resent	benci	0.073	0.553	0.163
resentful	marah	0.120	0.608	0.324
resentment	kebencian	0.163	0.745	0.528
reservation	reservasi	0.688	0.343	0.561
reserve	cadangan	0.585	0.289	0.589
reserved	pendiam	0.594	0.316	0.583
reserves	cadangan	0.653	0.363	0.520
reservoir	waduk	0.531	0.276	0.462
reset	ulang	0.490	0.450	0.574
reside	tinggal	0.451	0.440	0.455
residence	tempat tinggal	0.615	0.382	0.585
residences	tempat tinggal	0.618	0.418	0.509
residency	tempat tinggal	0.694	0.357	0.679
resident	penduduk	0.592	0.327	0.500
residential	perumahan	0.720	0.210	0.589
residual	sisa	0.448	0.288	0.327
residue	residu	0.354	0.330	0.183
resign	mengundurkan diri	0.250	0.543	0.273
resignation	pengunduran diri	0.145	0.392	0.310
resigned	mengundurkan diri	0.240	0.170	0.268
resilience	ketahanan	0.531	0.440	0.667
resilient	elastis	0.542	0.540	0.801
resin	Damar	0.284	0.308	0.400
resist	menolak	0.414	0.676	0.651
resistance	perlawanan	0.427	0.694	0.796
resistant	tahan	0.592	0.585	0.815
resisting	menolak	0.408	0.776	0.789
resistive	resistif	0.396	0.519	0.651
resolute	tegas	0.771	0.510	0.712
resolutely	dengan tegas	0.714	0.453	0.805
resolution	resolusi	0.780	0.550	0.745
resolve	menyelesaikan	0.710	0.472	0.750
resolved	terselesaikan	0.735	0.357	0.683
resonance	resonansi	0.541	0.426	0.629
resonant	resonan	0.542	0.633	0.663
resonate	beresonansi	0.582	0.610	0.644
resonator	resonator	0.469	0.608	0.519
resort	resor	0.573	0.441	0.632
resounding	bergema	0.490	0.708	0.596
resource	sumber	0.740	0.357	0.749
resourceful	banyak akal	0.906	0.704	0.886
resources	sumber daya	0.604	0.348	0.627
respect	menghormati	0.927	0.344	0.758
respectability	kehormatan	0.875	0.407	0.912
respectable	terhormat	0.850	0.350	0.889
respected	dihormati	0.908	0.441	0.853
respectful	hormat	0.951	0.386	0.814
respecting	menghormati	0.837	0.321	0.720
respective	masing-masing	0.625	0.413	0.721
respects	hormat	0.840	0.387	0.824
respiration	pernafasan	0.760	0.377	0.669
respirator	respirator	0.433	0.398	0.453
respiratory	pernafasan	0.500	0.450	0.552
respite	tangguh	0.600	0.373	0.420
resplendent	megah	0.905	0.673	0.755
respond	menanggapi	0.573	0.435	0.594
respondent	responden	0.449	0.455	0.480
response	tanggapan	0.615	0.500	0.472
responsibility	tanggung jawab	0.760	0.500	0.852
responsible	bertanggung jawab	0.837	0.527	0.833
responsive	responsif	0.816	0.569	0.573
rest	beristirahat	0.907	0.167	0.300
restart	mengulang kembali	0.531	0.519	0.554
restaurant	restoran	0.847	0.406	0.500
rested	beristirahat	0.792	0.235	0.462
restful	tenang	0.781	0.116	0.413
restitution	restitusi	0.583	0.542	0.643
restless	gelisah	0.219	0.810	0.304
restlessness	kegelisahan	0.083	0.794	0.397
restock	memperlengkapi	0.510	0.538	0.645
restoration	restorasi	0.755	0.426	0.734
restorative	restoratif	0.633	0.510	0.703
restore	mengembalikan	0.765	0.490	0.625
restored	pulih	0.892	0.410	0.728
restoring	memulihkan	0.820	0.490	0.783
restrain	menahan	0.134	0.696	0.434
restrained	terkendali	0.354	0.590	0.509
restraining	menahan	0.296	0.702	0.672
restraint	pengekangan	0.167	0.618	0.520
restrict	membatasi	0.115	0.539	0.577
restricted	terbatas	0.276	0.500	0.407
restriction	larangan	0.130	0.590	0.569
restrictive	bersifat membatasi	0.215	0.596	0.500
restroom	kamar kecil	0.653	0.279	0.267
result	hasil	0.812	0.490	0.652
resultant	yg dihasilkan	0.670	0.441	0.637
resume	lanjut	0.573	0.411	0.586
resumption	dimulainya kembali	0.637	0.528	0.653
resurrect	menghidupkan kembali	0.781	0.725	0.817
resurrection	kebangkitan	0.708	0.740	0.759
resuscitate	menghidupkan	0.531	0.696	0.818
resuscitation	resusitasi	0.753	0.768	0.795
retail	eceran	0.510	0.353	0.411
retailer	pengecer	0.708	0.439	0.595
retain	menahan	0.367	0.451	0.630
retainer	gaji	0.396	0.422	0.356
retaining	mempertahankan	0.417	0.559	0.632
retake	merebut kembali	0.616	0.471	0.591
retaliate	membalas	0.111	0.812	0.595
retaliation	pembalasan	0.156	0.812	0.491
retaliatory	pembalasan dendam	0.194	0.865	0.598
retard	memperlambat	0.194	0.347	0.222
retardation	penghambatan	0.125	0.360	0.155
retarded	terbelakang	0.302	0.462	0.161
retards	memperlambat	0.362	0.434	0.218
retention	penyimpanan	0.344	0.490	0.558
retentive	kuat	0.439	0.482	0.491
rethink	memikirkan kembali	0.480	0.423	0.583
reticent	segan	0.396	0.519	0.500
retina	retina	0.490	0.255	0.342
retinal	retina	0.531	0.343	0.475
retire	mundur	0.398	0.392	0.186
retired	pensiunan	0.270	0.259	0.301
retirement	pensiun	0.250	0.324	0.255
retiring	pensiun	0.408	0.376	0.214
retold	diceritakan kembali	0.459	0.385	0.352
retort	balas	0.417	0.520	0.481
retrace	menelusuri kembali	0.250	0.482	0.317
retract	menarik	0.316	0.443	0.358
retraction	pencabutan	0.312	0.491	0.427
retractor	retraktor	0.354	0.590	0.557
retreat	mundur	0.500	0.519	0.312
retrenchment	penghematan	0.230	0.650	0.384
retrial	pengadilan ulang	0.500	0.577	0.593
retribution	retribusi	0.625	0.490	0.708
retrieval	pengambilan	0.700	0.440	0.704
retrieve	ambil kembali	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	berlaku surut	0.521	0.452	0.655
retrograde	mundur	0.208	0.464	0.415
retrospect	mengingat kembali	0.406	0.500	0.538
retrospective	retrospektif	0.594	0.481	0.528
retrospectively	secara retrospektif	0.516	0.400	0.560
return	kembali	0.602	0.412	0.463
reunion	reuni	0.837	0.500	0.672
reunite	menyatukan kembali	0.656	0.550	0.657
reunited	bersatu kembali	0.708	0.439	0.658
rev	putaran	0.367	0.422	0.353
reveal	mengungkapkan	0.493	0.637	0.526
revel	bersenang-senang	0.740	0.705	0.684
revelation	wahyu	0.879	0.500	0.865
revelations	wahyu	0.729	0.655	0.600
revels	revels	0.827	0.683	0.647
revenge	balas dendam	0.230	0.940	0.627
revenue	pendapatan	0.873	0.510	0.854
reverberation	gema	0.390	0.639	0.551
revere	memuja	0.750	0.562	0.608
reverence	menghormati	0.643	0.347	0.516
reverend	pendeta	0.650	0.337	0.576
reverent	takzim	0.551	0.490	0.694
reverie	lamunan	0.667	0.413	0.471
reversal	pembalikan	0.380	0.510	0.591
reverse	membalikkan	0.539	0.415	0.461
reversion	pengembalian	0.458	0.538	0.425
revert	kembali	0.380	0.451	0.519
reverting	reverting	0.562	0.385	0.544
review	ulasan	0.667	0.408	0.636
reviewer	peninjau	0.562	0.344	0.500
revise	merevisi	0.500	0.469	0.509
revision	revisi	0.417	0.459	0.710
revisit	mengunjungi kembali	0.552	0.530	0.509
revival	kebangkitan	0.823	0.664	0.597
revive	menghidupkan kembali	0.676	0.780	0.778
revocation	pencabutan	0.260	0.610	0.673
revoke	mencabut	0.251	0.696	0.737
revolt	memberontak	0.343	0.878	0.658
revolting	menjijikkan	0.102	0.690	0.300
revolution	revolusi	0.417	0.902	0.798
revolutionary	revolusioner	0.635	0.887	0.824
revolutionize	merevolusionerkan	0.684	0.816	0.904
revolve	berputar	0.592	0.546	0.402
revolver	pistol	0.194	0.796	0.750
revolving	berputar	0.602	0.570	0.580
revue	revue	0.594	0.350	0.420
revulsion	perubahan	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	Penghargaan	0.948	0.694	0.783
rewarding	bermanfaat	0.958	0.637	0.783
rewind	mundur	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	menulis kembali	0.490	0.500	0.434
rhapsody	rapsodi	0.708	0.490	0.460
rhetoric	retorik	0.417	0.429	0.504
rhetorical	retoris	0.417	0.569	0.635
rheumatism	reumatik	0.219	0.472	0.418
rhinestone	berlian buatan	0.531	0.551	0.408
rhino	badak	0.531	0.549	0.555
rhinoceros	badak	0.556	0.656	0.569
rhubarb	perkelahian	0.582	0.304	0.340
rhyme	sajak	0.667	0.249	0.481
rhyming	bersajak	0.729	0.410	0.500
rhythm	irama	0.771	0.759	0.573
rhythmic	berirama	0.714	0.642	0.664
rhythmical	berirama	0.844	0.694	0.632
rib	tulang rusuk	0.490	0.349	0.351
ribbed	bergaris	0.365	0.378	0.409
ribbon	pita	0.719	0.288	0.357
rice	Nasi	0.667	0.208	0.330
rich	kaya	0.882	0.627	0.905
riches	kekayaan	0.958	0.694	0.880
richness	kekayaan	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	reyot	0.224	0.402	0.241
rickshaw	angkong	0.438	0.594	0.402
ricochet	memantul	0.287	0.618	0.430
rid	membersihkan	0.194	0.408	0.327
riddance	pembebasan	0.323	0.562	0.472
riddle	teka-teki	0.521	0.583	0.543
riddled	penuh teka-teki	0.281	0.861	0.422
ride	mengendarai	0.806	0.465	0.472
rider	pengendara	0.635	0.627	0.574
ridge	punggung bukit	0.484	0.402	0.349
ridicule	ejekan	0.143	0.745	0.255
ridiculed	ditertawakan	0.112	0.806	0.212
ridiculous	konyol	0.159	0.594	0.245
riding	menunggang kuda	0.694	0.654	0.620
rife	penuh	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	kaum urakan	0.360	0.404	0.397
rifle	senapan	0.329	0.900	0.718
rifleman	penembak dgn senapan	0.245	0.863	0.767
rifles	pasukan penembak	0.337	0.864	0.765
rift	keretakan	0.246	0.519	0.289
rig	rig	0.542	0.382	0.746
rigged	dicurangi	0.188	0.510	0.412
rigging	laberang	0.510	0.518	0.440
right	kanan	0.740	0.352	0.710
righteous	adil	0.823	0.385	0.790
righteousness	kebenaran	0.802	0.660	0.897
rightful	sah	0.837	0.358	0.821
rightly	sepatutnya	0.740	0.471	0.782
righty	benar	0.750	0.314	0.786
rigid	kaku	0.357	0.552	0.591
rigidity	kekakuan	0.198	0.530	0.726
rigor	kekakuan	0.375	0.745	0.713
rigorous	keras	0.438	0.818	0.847
rim	pelek	0.510	0.397	0.302
rind	kulit buah	0.542	0.280	0.491
ring	cincin	0.677	0.427	0.464
ringer	dering	0.573	0.604	0.347
ringing	dering	0.724	0.598	0.693
ringleader	biang keladi	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	gelanggang es	0.551	0.392	0.392
rinse	bilasan	0.663	0.168	0.409
riot	kerusuhan	0.061	0.946	0.586
rioting	kerusuhan	0.156	0.949	0.560
riotous	liar	0.163	0.837	0.588
riots	kerusuhan	0.099	0.882	0.564
rip	meninggal dunia	0.146	0.676	0.365
riparian	tepi pantai	0.552	0.408	0.412
ripe	matang	0.671	0.337	0.670
ripen	mematangkan	0.755	0.373	0.671
ripening	pemasakan	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	riak	0.500	0.453	0.370
rippling	beriak	0.500	0.480	0.327
rise	naik	0.667	0.593	0.745
rising	kenaikan	0.750	0.602	0.696
risk	risiko	0.240	0.816	0.438
risky	berisiko	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	upacara	0.378	0.570	0.606
ritual	upacara	0.375	0.520	0.508
ritualistic	ritualistik	0.450	0.583	0.540
rival	saingan	0.286	0.605	0.574
rivalry	persaingan	0.192	0.765	0.538
river	sungai	0.688	0.392	0.605
riverbank	tepi sungai	0.684	0.300	0.330
riverbed	palung	0.610	0.233	0.421
riverboat	perahu sungai	0.561	0.347	0.462
rivet	memusatkan	0.458	0.306	0.405
riveted	terpaku	0.385	0.439	0.443
riveting	menarik	0.448	0.544	0.394
roach	kecoak	0.146	0.598	0.259
road	jalan	0.656	0.404	0.404
roadblock	penghalang jalan	0.337	0.669	0.490
roadhouse	rumah penginapan	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	jalan	0.677	0.448	0.496
roadside	pinggir jalan	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	perjalanan	0.677	0.596	0.519
roadway	jalan raya	0.562	0.206	0.509
roadworks	perbaikan jalan	0.562	0.538	0.509
roam	berkeliaran	0.510	0.550	0.444
