Word	Persian-fa	Valence	Arousal	Dominance
squirrel	سنجاب	0.592	0.358	0.333
squirt	سرنگ	0.406	0.460	0.255
squish	خجالت کشیدن	0.260	0.788	0.481
squishy	خجالتی	0.516	0.333	0.307
stab	خم شدن	0.167	0.882	0.595
stabbed	چاقو - فروبردن - سیخونک زدن	0.031	0.875	0.431
stability	ثبات	0.812	0.264	0.849
stabilize	تثبیت کردن	0.839	0.427	0.722
stabilizer	تثبیت کننده	0.688	0.353	0.767
stable	پایدار	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	پشته	0.470	0.282	0.427
stadium	استادیوم	0.635	0.679	0.611
staff	کارکنان	0.745	0.274	0.627
stag	ستاره	0.594	0.250	0.389
stage	مرحله	0.592	0.306	0.473
stagecoach	پدربزرگ	0.516	0.519	0.627
stagehand	مرحله ای	0.420	0.684	0.555
stagger	تکان دادن	0.531	0.620	0.458
staggering	سرسام آور	0.520	0.657	0.683
stagnant	راکد	0.300	0.500	0.208
stagnation	رکود	0.276	0.324	0.396
staid	پایدار	0.385	0.290	0.634
stain	رنگ آمیزی	0.453	0.324	0.264
stained	رنگ آمیزی شده	0.245	0.460	0.209
stainless	ضد زنگ	0.594	0.329	0.618
stair	پله	0.375	0.354	0.345
staircase	راه پله	0.469	0.347	0.440
stairs	پله ها	0.510	0.439	0.342
stairway	راه پله	0.562	0.510	0.407
stairwell	پله ها	0.510	0.292	0.333
stake	سهام	0.406	0.608	0.460
stakeout	لگد زدن	0.344	0.546	0.600
stale	بیات	0.235	0.461	0.286
stalemate	استالامات	0.296	0.354	0.267
stalk	ساقه	0.436	0.272	0.395
stalker	ستارگان	0.177	0.930	0.639
stall	غرفه	0.370	0.245	0.292
stallion	شاهزاده	0.628	0.596	0.779
stalls	اصطبل ها	0.582	0.378	0.451
stalwart	استالوارت	0.812	0.430	0.691
stamina	استقامت	0.664	0.694	0.877
stamp	مهر	0.438	0.327	0.441
stampede	مهر زدن	0.235	0.875	0.683
stance	حالت	0.604	0.333	0.609
stand	ایستادن	0.600	0.324	0.509
standard	استاندارد	0.673	0.143	0.605
standardize	استاندارد کردن	0.684	0.353	0.729
standardized	استاندارد شده	0.610	0.324	0.607
standby	آماده باش	0.260	0.224	0.386
standing	ایستاده	0.604	0.317	0.425
standoff	سرنوشت	0.333	0.840	0.558
standpoint	نقطه نظر	0.585	0.388	0.652
standstill	متوقف کردن	0.441	0.203	0.500
standup	ایستاده	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	استاف	0.375	0.480	0.412
staple	اساسی	0.542	0.306	0.438
stapler	منگنه	0.370	0.264	0.394
star	ستاره	0.833	0.418	0.560
star fruit	میوه ستاره	0.701	0.433	0.427
starboard	سمت راست	0.531	0.388	0.558
starch	نشاسته	0.507	0.354	0.312
stardom	ستارگان	0.844	0.786	0.689
stardust	ستاره دار	0.843	0.410	0.549
stare	خیره شدن	0.541	0.430	0.538
starfish	ستاره دریایی	0.680	0.320	0.421
stargazing	ستاره دار	0.802	0.461	0.709
staring	خیره شدن	0.542	0.306	0.423
stark	قشنگ	0.330	0.630	0.577
starlet	ستاره	0.806	0.471	0.587
starlight	ستاره ای	0.908	0.368	0.611
starling	ستاره دار	0.500	0.490	0.514
starry	ستاره دار	0.438	0.643	0.434
stars	ستاره ها	0.796	0.521	0.484
starship	فضانورد	0.740	0.719	0.704
start	شروع کن	0.684	0.430	0.589
starter	شروع کننده	0.667	0.461	0.827
startle	وحشت زده شدن	0.276	0.817	0.417
startled	مبهوت	0.333	0.865	0.526
startling	هیجان انگیز	0.750	0.768	0.830
starvation	گرسنگی	0.240	0.592	0.284
starve	گرسنگی	0.073	0.729	0.402
starved	گرسنگی	0.097	0.689	0.219
starving	گرسنگی	0.163	0.670	0.336
stash	ذخیره کردن	0.344	0.630	0.361
stat	آمار	0.479	0.460	0.395
state	حالت	0.562	0.320	0.604
stately	با شکوه	0.830	0.728	0.915
statement	بیانیه	0.688	0.608	0.825
stateroom	اتاقی	0.653	0.380	0.441
stateside	ایالات متحده	0.643	0.480	0.708
statesman	دولتمرد	0.510	0.490	0.736
static	استاتیک	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	استاتیک	0.542	0.290	0.527
station	ایستگاه	0.688	0.367	0.519
stationary	ایستاده	0.408	0.240	0.484
stationery	لوازم التحرير	0.570	0.120	0.455
statistic	آمار	0.508	0.420	0.609
statistical	آماری	0.714	0.353	0.627
statistician	آمارشناس	0.571	0.360	0.703
stator	استاتور	0.281	0.453	0.557
statuary	مجسمه	0.561	0.281	0.500
statue	مجسمه	0.542	0.153	0.570
statuette	مجسمه	0.677	0.433	0.518
stature	قد بلند	0.470	0.353	0.664
status	وضعیت	0.658	0.377	0.588
statute	مقررات	0.592	0.330	0.673
statutory	قانونی	0.510	0.376	0.539
staunch	استدلال	0.480	0.363	0.833
stave	استوار	0.417	0.333	0.424
stay	اقامت کردن	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	ماند	0.497	0.270	0.395
stays	باقی می ماند	0.633	0.363	0.564
stead	به جای	0.551	0.214	0.510
steadfast	پایدار	0.771	0.433	0.800
steady	ثابت	0.680	0.186	0.763
steak	استیک	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	سرقت کن	0.021	0.856	0.528
stealing	سرقت	0.086	0.913	0.455
stealth	خفاش	0.520	0.270	0.452
stealthily	مخفیانه	0.763	0.294	0.458
stealthy	مخفی	0.380	0.363	0.534
steam	بخار	0.469	0.413	0.421
steamboat	کشتی بخار	0.708	0.500	0.633
steamer	بخار پز	0.510	0.442	0.528
steaming	بخار	0.592	0.553	0.402
steamroller	بخار چرخ	0.396	0.567	0.667
steamship	کشتی بخار	0.469	0.490	0.569
steamy	بخار	0.479	0.538	0.445
steel	فولاد	0.521	0.420	0.714
steep	شیب تند	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	هدایت کن	0.469	0.490	0.527
steering	فرمان	0.580	0.431	0.660
stellar	ستاره ای	0.796	0.580	0.769
stem	ساقه	0.615	0.191	0.336
stench	اصغر	0.104	0.570	0.298
stencil	شابلون	0.500	0.327	0.421
stenographer	سونوگرافی	0.510	0.408	0.589
step	گام	0.531	0.321	0.347
stepdaughter	پدربزرگ	0.510	0.510	0.432
stepfather	پدر خوانده	0.396	0.491	0.611
stepmother	مادر خوانده	0.427	0.530	0.484
steppe	استپ	0.427	0.321	0.379
steps	مراحل	0.511	0.349	0.373
stepson	پسر خوانده	0.614	0.406	0.480
stereo	استریو	0.617	0.519	0.500
stereoscopic	استریوسکوپی	0.363	0.417	0.574
stereotype	کلیشه	0.151	0.422	0.612
stereotyped	کلیشه ای	0.375	0.510	0.436
sterile	استریل	0.302	0.471	0.291
sterility	بی روح بودن	0.201	0.519	0.414
sterilize	استریل کردن	0.406	0.510	0.520
sterling	استرلینگ	0.529	0.481	0.615
stern	سفت	0.552	0.394	0.415
sternum	گلو درد	0.520	0.422	0.436
steroid	استروئید	0.360	0.706	0.681
stethoscope	گوشی پزشکی	0.427	0.377	0.490
stew	خورشت	0.667	0.373	0.250
steward	استوارت	0.633	0.238	0.550
stewardess	مهماندار هواپیما	0.625	0.491	0.491
stewardship	نگهداری	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	چوب	0.396	0.364	0.382
sticker	استیکر	0.583	0.306	0.346
sticking	چسبیده	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	بسته شدن	0.453	0.537	0.434
sticky	چسبنده	0.385	0.569	0.292
stiff	سفت	0.158	0.459	0.569
stiffen	سفت و سخت	0.360	0.582	0.719
stiffness	سفتی، سختی	0.323	0.500	0.657
stifle	خفه شو	0.240	0.764	0.427
stifled	خفه شد	0.229	0.731	0.193
stifling	خفه شو	0.163	0.858	0.608
stigma	شرم آور	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	دندانه دار	0.396	0.430	0.427
stillbirth	تولد نوزاد	0.092	0.809	0.291
stillborn	مرده	0.271	0.519	0.337
stillness	سکوت	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	راهپله ها	0.439	0.577	0.300
stimulant	محرک	0.441	0.794	0.745
stimulate	تحریک	0.792	0.798	0.754
stimulating	تحریک کننده	0.740	0.804	0.809
stimulation	تحریک	0.708	0.821	0.702
stimulus	محرک	0.771	0.779	0.750
sting	نیش	0.163	0.651	0.373
stinger	راننده	0.279	0.625	0.508
stinging	گوسفند	0.260	0.730	0.459
stingy	خجالتی	0.094	0.548	0.283
stink	صبر کن	0.042	0.481	0.180
stinker	ستمک	0.163	0.567	0.275
stinking	خشمگین	0.041	0.657	0.264
stinky	گیج کننده	0.092	0.558	0.176
stint	استنتاج	0.490	0.326	0.342
stipend	مصارف	0.604	0.546	0.614
stipulate	تصریح کرد	0.570	0.546	0.623
stipulation	مقررات	0.469	0.622	0.654
stir	هم بزنید	0.448	0.773	0.453
stirring	تکان دادن	0.582	0.702	0.558
stitch	کوک	0.306	0.538	0.357
stitching	دوختن	0.510	0.382	0.345
stock	موجودی	0.594	0.418	0.407
stockade	انبار	0.375	0.402	0.500
stockbroker	سهامدار	0.417	0.676	0.802
stockholder	سهامدار	0.573	0.625	0.716
stocking	جوراب زنانه ساقه بلند	0.594	0.324	0.688
stockings	جوراب ساق بلند	0.458	0.365	0.382
stockpile	ذخیره سازی	0.542	0.315	0.425
stockroom	صندلی	0.562	0.312	0.406
stocks	سهام	0.573	0.598	0.586
stoic	سکته مغزی	0.427	0.473	0.602
stole	دزدیده شد	0.135	0.760	0.384
stolen	به سرقت رفته	0.156	0.646	0.308
stomach	معده	0.367	0.402	0.438
stomachache	درد شکم	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	افتاده	0.229	0.684	0.406
stone	سنگ	0.216	0.183	0.561
stoned	سنگسار	0.177	0.796	0.375
stonewall	دیوار سنگی	0.337	0.457	0.655
stoneware	سنگ قیمتی	0.458	0.300	0.443
stony	سنگی	0.356	0.494	0.525
stooge	دروغگو	0.438	0.406	0.163
stool	مدفوع	0.448	0.269	0.302
stools	مدفوع	0.459	0.382	0.327
stoop	خم شدن	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	متوقف کردن	0.280	0.510	0.490
stopover	متوقف کردن	0.531	0.327	0.575
stoppage	متوقف کردن	0.224	0.491	0.445
stopper	پروب	0.365	0.336	0.390
stopping	متوقف کردن	0.388	0.382	0.473
stopwatch	کرونومتر	0.469	0.521	0.482
storage	ذخیره سازی	0.698	0.406	0.564
store	فروشگاه	0.646	0.538	0.407
storefront	ویترین	0.580	0.217	0.457
storehouse	انبار	0.570	0.250	0.491
storeroom	انبار	0.560	0.217	0.588
storing	ذخیره سازی	0.630	0.378	0.548
storm	طوفان	0.188	0.940	0.543
storming	طوفان	0.265	0.910	0.669
stormy	طوفانی	0.146	0.870	0.562
story	داستان	0.653	0.406	0.704
storybook	کتاب داستان	0.854	0.306	0.383
storyteller	داستانپرداز	0.730	0.357	0.462
storytelling	داستان سرایی	0.643	0.375	0.472
stound	خفه شو	0.490	0.473	0.446
stout	چاق و چله	0.656	0.657	0.817
stove	اجاق گاز	0.466	0.391	0.405
stow	جای خالی	0.615	0.365	0.523
stowaway	بی رحم	0.224	0.481	0.357
straddle	ستاره	0.306	0.550	0.444
straight	سر راست	0.667	0.298	0.669
straighten	صاف کن	0.677	0.500	0.685
straightforward	ساده	0.780	0.150	0.380
straightway	بلافاصله	0.667	0.444	0.565
strain	نژاد	0.190	0.750	0.380
strained	تنش	0.122	0.656	0.580
strait	تنگ	0.438	0.433	0.412
straitjacket	جادوگر	0.224	0.719	0.579
straits	تنگه	0.408	0.269	0.410
strand	رشته	0.396	0.406	0.538
stranded	رشته	0.292	0.459	0.219
strange	عجیب	0.314	0.663	0.395
stranger	غریبه	0.330	0.449	0.302
strangle	خفه شدن	0.094	0.927	0.527
strangulation	خفه شدن	0.040	0.886	0.542
strap	بند	0.380	0.417	0.382
strapless	بی کفن	0.314	0.462	0.273
strapping	تسمه	0.552	0.413	0.454
strata	اقشار	0.500	0.457	0.411
strategic	استراتژیک	0.786	0.708	0.861
strategist	استراتژیست	0.571	0.594	0.810
strategy	استراتژی	0.704	0.667	0.858
stratification	طبقه بندی	0.531	0.490	0.651
stratosphere	استراتوسفر	0.604	0.583	0.636
stratum	stratum	0.365	0.307	0.510
stratus	استراتوس	0.448	0.520	0.509
straw	کاه	0.480	0.290	0.163
strawberry	توت فرنگی	0.833	0.270	0.336
stray	منحرف شدن	0.133	0.760	0.281
streak	خط	0.440	0.608	0.511
streaked	رگه دار	0.458	0.426	0.393
stream	جریان	0.449	0.537	0.559
streamer	جریان	0.615	0.530	0.429
streaming	جریان	0.592	0.481	0.582
streamline	ساده	0.656	0.573	0.618
street	خیابان	0.594	0.324	0.398
streetcar	ترافیک	0.390	0.569	0.566
streetlight	روشنایی خیابان	0.673	0.268	0.390
strength	استحکام	0.802	0.682	0.858
strengthen	تقویت	0.802	0.796	0.971
strengthening	تقویت	0.913	0.627	0.945
strenuous	شدید	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	فشار	0.173	0.843	0.317
stressed	تاکید کرد	0.167	0.740	0.502
stresses	تنش ها	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	پر استرس	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	با استرس	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	کش آمدن	0.604	0.578	0.500
stretcher	روگرفت	0.438	0.196	0.295
stricken	آسیب دیده	0.163	0.720	0.368
strict	سخت گیرانه	0.500	0.646	0.878
stride	گام های بلند برداشتن	0.490	0.670	0.434
strife	نزاع	0.344	0.898	0.630
strike	ضربه	0.271	0.811	0.571
strikeout	رد کردن	0.316	0.520	0.371
striker	مهاجم	0.500	0.589	0.696
striking	قابل توجه، برجسته، موثر	0.357	0.827	0.657
strikingly	به شدت	0.690	0.684	0.811
string	رشته	0.385	0.398	0.445
strings	رشته های	0.457	0.292	0.355
stringy	رشته ای	0.430	0.510	0.527
strip	نوار	0.427	0.500	0.436
stripe	نوار	0.629	0.302	0.361
striped	راه راه	0.344	0.373	0.385
stripped	خرد شده	0.255	0.615	0.278
stripper	از بین بردن	0.625	0.848	0.453
striptease	استریپت	0.607	0.918	0.608
strive	تلاش کن	0.582	0.837	0.769
strobe	بارق	0.490	0.633	0.537
stroke	سکته مغزی	0.562	0.440	0.570
stroll	قدم زدن	0.745	0.415	0.444
stroller	کالسکه	0.786	0.398	0.314
strolling	قدم زدن	0.755	0.515	0.340
strong	قوی	0.912	0.745	0.895
stronghold	قلعه	0.708	0.636	0.954
strongly	به شدت	0.630	0.817	0.885
structural	ساختاری	0.582	0.425	0.690
structure	ساختار	0.562	0.356	0.712
strudel	استرولد	0.627	0.417	0.397
struggle	تقلا	0.365	0.820	0.741
strut	ستاره	0.580	0.480	0.464
stub	خرد	0.396	0.320	0.367
stubbed	خرد شده	0.323	0.642	0.241
stubble	ستون	0.333	0.442	0.264
stubborn	یک دنده	0.157	0.702	0.575
stubbornness	استبداد	0.156	0.673	0.508
stubby	خشخاش	0.417	0.370	0.393
stucco	گچ	0.439	0.292	0.279
stuck	گیر	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	گل میخ	0.564	0.531	0.509
studded	خیش	0.396	0.412	0.425
student	دانشجو	0.634	0.318	0.537
studied	مورد مطالعه قرار گرفت	0.786	0.306	0.806
studio	استودیو	0.677	0.265	0.620
study	مطالعه	0.653	0.361	0.768
stuff	چیز	0.622	0.367	0.263
stuffed animal	حیوان شکم پر	0.684	0.255	0.306
stuffing	چاشنی	0.417	0.324	0.304
stuffy	گرفتار	0.323	0.615	0.406
stumble	تلو تلو خوردن	0.153	0.716	0.259
stump	پاره شدن	0.449	0.510	0.340
stumped	سقوط کرد	0.344	0.604	0.392
stun	عصبانی	0.333	0.710	0.451
stunned	خسته شدم	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	خیره کننده	0.888	0.673	0.858
stunt	شیرین کاری	0.387	0.555	0.526
stunted	مانده است	0.194	0.472	0.275
stuntman	عضو قاچاقچی	0.490	0.482	0.500
stupefaction	غم و اندوه	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	عجیب و غریب	0.823	0.690	0.798
stupid	احمق	0.133	0.510	0.200
stupidity	حماقت	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	استوپ	0.323	0.590	0.330
sturdy	محکم	0.580	0.642	0.824
sturgeon	ماهیان خاویاری	0.417	0.473	0.465
stutter	لکنت	0.250	0.469	0.258
sty	استیو	0.296	0.500	0.225
style	سبک	0.745	0.472	0.586
styling	یک ظاهر طراحی شده	0.823	0.378	0.652
stylish	خوش استیل	0.885	0.490	0.689
stylist	سبک	0.760	0.445	0.500
suave	کثیف	0.724	0.265	0.269
sub	زیر	0.510	0.370	0.312
subatomic	زیر اتمی	0.385	0.538	0.491
subcommittee	کمیته فرعی	0.396	0.467	0.600
subconscious	ناخودآگاه	0.531	0.375	0.415
subcutaneous	زیر جلدی	0.396	0.444	0.376
subdivide	تقسیم کردن	0.538	0.433	0.348
subdivision	زير مجموعه	0.592	0.455	0.430
subduction	فرانسوی	0.350	0.569	0.445
subdue	زیر پا گذاشتن	0.275	0.640	0.784
subdued	ضعیف	0.236	0.463	0.223
subdural	زیردورال	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	موضوع	0.602	0.344	0.558
subjected	تحت تعقیب	0.286	0.520	0.221
subjection	تحت تعقیب	0.354	0.408	0.539
subjective	ذهنی	0.510	0.350	0.432
subjugation	زیر پا گذاشتن	0.280	0.610	0.377
sublet	اجاره	0.469	0.551	0.545
sublevel	زیر سطح	0.365	0.298	0.333
sublimation	تعبیر	0.510	0.390	0.538
sublime	سعادتمند	0.784	0.333	0.585
subliminal	زیرزمینی	0.410	0.528	0.464
submarine	زیردریایی	0.572	0.481	0.549
submerge	غرق شدن	0.517	0.643	0.456
submerged	غرق شده	0.337	0.528	0.357
submersible	شناور	0.406	0.459	0.540
submission	ارسال	0.531	0.580	0.633
submissive	مطیع	0.480	0.217	0.173
submit	ارسال	0.635	0.448	0.500
submitting	ارسال	0.667	0.610	0.611
subordinate	تابع	0.276	0.392	0.121
subordination	وابستگی	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	احضار	0.281	0.634	0.555
subscribe	اشتراک در	0.660	0.344	0.591
subscriber	مشترک	0.562	0.398	0.570
subscription	اشتراک، ابونمان	0.583	0.333	0.651
subsequence	متعاقب آن	0.438	0.510	0.413
subsequent	متعاقب	0.449	0.385	0.400
subsequently	متعاقبا	0.380	0.337	0.336
subservient	زیرمجموعه	0.255	0.402	0.339
subset	زیرمجموعه	0.429	0.358	0.404
subside	سقوط می کند	0.375	0.308	0.209
subsidence	فرو بردن	0.320	0.509	0.452
subsidiary	شرکت تابعه	0.541	0.295	0.500
subsidize	یارانه نقدی	0.604	0.615	0.589
subsidy	یارانه	0.573	0.462	0.517
subsist	زیرمجموعه	0.573	0.418	0.472
subsistence	معیشت	0.510	0.404	0.491
subsoil	زیر خاک	0.429	0.240	0.382
subspace	زیرمجموعه	0.470	0.453	0.475
substance	مواد	0.615	0.422	0.528
substandard	ناقص	0.235	0.333	0.150
substantial	قابل توجه است	0.590	0.490	0.690
substantially	اساسا	0.646	0.471	0.684
substantiate	اثبات	0.531	0.549	0.636
substantive	مادی	0.500	0.350	0.455
substation	ایستگاه	0.469	0.461	0.491
substitute	جایگزین	0.427	0.406	0.398
substituted	جایگزین شد	0.271	0.545	0.394
substitution	جایگزینی	0.406	0.480	0.353
substructure	زیر ساختار	0.441	0.358	0.587
subterranean	زیرزمینی	0.469	0.306	0.432
subtext	زیرنویس	0.635	0.276	0.412
subtitle	عنوان فرعی	0.445	0.202	0.347
subtle	نامحسوس	0.708	0.167	0.228
subtlety	ظرافت	0.615	0.176	0.363
subtract	تفریق کردن	0.208	0.330	0.283
subtraction	منها کردن	0.163	0.382	0.349
subtype	زیر نوع	0.427	0.296	0.420
suburb	حومه شهر	0.354	0.566	0.441
suburban	حومه شهر	0.439	0.450	0.453
suburbia	حومه	0.438	0.490	0.421
suburbs	حومه شهر	0.510	0.571	0.286
subversion	خرابکاری	0.347	0.608	0.415
subversive	خرابکاری	0.198	0.765	0.500
subvert	فرو ریختن	0.357	0.557	0.536
subway	مترو	0.418	0.300	0.464
succeed	موفق باش	0.926	0.755	0.926
succeeding	موفقیت	0.867	0.755	0.849
success	موفقیت	0.959	0.880	0.981
successful	موفقیت آمیز	0.949	0.724	0.938
succession	جانشینی	0.698	0.481	0.587
successive	پی در پی	0.635	0.471	0.518
successor	جانشین	0.729	0.531	0.648
succinct	مختصر	0.510	0.413	0.566
succubus	سوکوکوس	0.417	0.647	0.509
succulent	شیرین	0.823	0.538	0.556
succumb	تسلیم شدن	0.202	0.787	0.292
suck	مکیدن	0.344	0.706	0.377
sucker	مکنده	0.265	0.393	0.204
sucking	مکیدن	0.227	0.528	0.377
suckling	شیرینی	0.596	0.558	0.518
sucks	بمکد	0.115	0.683	0.302
suction	مکش	0.460	0.593	0.526
sudden	ناگهانی	0.449	0.660	0.435
suddenly	ناگهان	0.670	0.510	0.456
suds	پودر	0.458	0.365	0.255
sue	شکایت کنید	0.219	0.731	0.679
suede	جیر جیر	0.542	0.259	0.259
suffer	رنج بردن	0.082	0.910	0.259
sufferer	رنج می برم	0.156	0.690	0.278
suffering	رنج کشیدن	0.020	0.719	0.235
