Word	Malagasy-mg	Valence	Arousal	Dominance
terrorize	hampihorohoro	0.041	0.907	0.577
terse	terse	0.542	0.393	0.409
tertiary	fahatelon'ny lanjan'ny	0.500	0.350	0.431
test	fitsapana	0.449	0.500	0.509
testament	testamenta	0.594	0.420	0.806
testicle	testicle	0.458	0.651	0.410
testicular	testicular	0.388	0.680	0.453
testify	Mijoro ho vavolombelona	0.521	0.650	0.741
testimonial	testimonial	0.541	0.538	0.750
testimony	fijoroana ho vavolombelona	0.615	0.578	0.643
testosterone	testosterone	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetanosy	0.133	0.577	0.368
tether	hampijanona	0.323	0.620	0.407
tethered	tethered	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	lahatsoratra	0.604	0.157	0.402
textbook	boky	0.622	0.235	0.526
textile	lamba	0.604	0.235	0.395
textural	textural	0.660	0.296	0.445
texture	mihasimba	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	misaotra	0.958	0.353	0.526
thankful	feno fisaorana	0.969	0.344	0.714
thankgod	Misaotra AN'ANDRIAMANITRA	0.823	0.451	0.466
thanking	misaotra	0.917	0.538	0.658
thankless	mahay mankasitraka	0.146	0.500	0.497
thanks	Misaotra	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	fisaorana	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	thatch	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	Thaw	0.438	0.321	0.327
theater	teatra	0.760	0.635	0.516
theatrical	tsehatra	0.720	0.690	0.546
theatrics	theatrics	0.694	0.539	0.486
thebest	ny tsara indrindra	0.760	0.596	0.719
theft	halatra	0.135	0.867	0.394
theism	theism	0.460	0.431	0.481
theistic	theistic	0.397	0.365	0.509
thelife	ny fiainana	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	foto-kevitra	0.541	0.176	0.427
theocracy	teokrasia	0.490	0.427	0.722
theocratic	teokratika	0.380	0.480	0.605
theologian	teolojianina	0.521	0.304	0.759
theological	teolojika	0.480	0.363	0.683
theology	teolojia	0.448	0.330	0.711
theorem	theorem	0.500	0.296	0.615
theoretical	teorika	0.615	0.270	0.546
theory	-kevitra	0.583	0.314	0.529
therapeutic	pahasalamana	0.625	0.275	0.680
therapeutics	therapeutics	0.552	0.343	0.625
therapist	mpitsabo	0.468	0.430	0.679
therapy	fitsaboana	0.490	0.353	0.607
thereabouts	thereabouts	0.427	0.365	0.285
thereof	aminy	0.542	0.265	0.281
therewith	ahiahy	0.462	0.317	0.398
thermal	mafana	0.480	0.360	0.509
thermocouple	thermocouple	0.406	0.406	0.422
thermodynamics	thermodynamics	0.510	0.594	0.678
thermometer	fitsapana hafanana	0.400	0.327	0.473
thermos	thermos	0.582	0.255	0.328
thermostat	thermostat	0.439	0.480	0.321
thesaurus	thesaurus	0.520	0.480	0.509
thesis	thesis	0.583	0.582	0.552
thick	matevina	0.449	0.433	0.596
thicken	thicken	0.406	0.398	0.509
thickening	thickening	0.448	0.355	0.434
thicket	kirihitrala	0.385	0.373	0.324
thickness	hateviny	0.552	0.370	0.443
thief	mpangalatra	0.088	0.888	0.443
thigh	feny	0.469	0.433	0.588
thimble	thimble	0.490	0.192	0.218
thin	manify	0.469	0.337	0.356
thing	zavatra	0.449	0.222	0.260
things	zavatra	0.519	0.250	0.368
thingy	thingy	0.458	0.312	0.158
think	mieritreritra	0.786	0.408	0.618
thinker	mpandinika	0.706	0.386	0.764
thinking	mieritreritra	0.720	0.308	0.595
third	fahatelo	0.551	0.187	0.304
thirds	ampahatelony	0.402	0.327	0.345
thirst	hetaheta	0.298	0.519	0.307
thirsty	mangetaheta	0.281	0.660	0.310
thirteen	telo ambin'ny folo	0.459	0.385	0.331
thirteenth	fahatelo ambin'ny folo	0.408	0.330	0.425
thirty	telo-polo	0.562	0.349	0.316
thistle	tsilo	0.427	0.423	0.357
thither	any	0.500	0.270	0.316
thong	fehin	0.467	0.596	0.269
thorn	tsilo	0.296	0.541	0.427
thorny	tsilo	0.177	0.690	0.500
thorough	lalina	0.467	0.350	0.558
thoroughbred	thoroughbred	0.669	0.740	0.716
thoroughfare	thoroughfare	0.582	0.481	0.490
thought	nieritreritra	0.780	0.315	0.571
thoughtful	voahevitra	0.667	0.290	0.527
thoughtfulness	fiahiana	0.867	0.269	0.667
thoughtless	voahevitra	0.194	0.580	0.452
thoughts	hevitra	0.745	0.382	0.691
thousand	arivo	0.663	0.355	0.480
thrash	thrash	0.260	0.510	0.472
thread	tari-dresaka	0.646	0.184	0.209
threat	fandrahonana	0.135	0.865	0.667
threaten	mandrahona	0.104	0.958	0.590
threatened	tandindonin-doza	0.052	0.928	0.354
threatening	fandrahonana	0.071	0.875	0.652
three	telo	0.653	0.225	0.377
threefold	avo telo heny	0.521	0.400	0.534
threesome	threesome	0.490	0.676	0.560
thresh	miveleza	0.490	0.417	0.500
threshold	tokonam-baravarana	0.531	0.519	0.575
thrice	intelo	0.469	0.442	0.462
thrift	ny fitsitsiana	0.760	0.217	0.649
thrifty	mitsitsy	0.604	0.380	0.676
thrill	mampangitakitaka	0.888	0.837	0.711
thrilled	faly be	0.898	0.818	0.807
thriller	Thriller	0.490	0.796	0.645
thrilling	mampientam-po	0.930	0.827	0.782
thrive	miroborobo	0.948	0.529	0.772
thriving	mandroso	0.865	0.521	0.779
throat	tenda	0.350	0.538	0.346
throb	throb	0.500	0.673	0.556
throbbing	throbbing	0.645	0.808	0.491
throes	fanaintainana	0.146	0.760	0.235
throne	seza fiandrianana	0.724	0.606	0.887
throng	vahoaka	0.480	0.810	0.706
throttle	throttle	0.562	0.804	0.750
throw	manary	0.344	0.770	0.623
throwback	throwback	0.280	0.454	0.356
thrower	thrower	0.470	0.690	0.717
thrown	natsipy	0.500	0.550	0.619
thrush	thrush	0.306	0.490	0.454
thrust	naroson'ilay	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	feo nidoboka kely	0.255	0.686	0.620
thug	jiolahimboto	0.240	0.882	0.667
thumb	ankihibe	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	thump	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	thumping	0.214	0.755	0.566
thunder	kotrokorana	0.296	0.916	0.526
thunderbolt	thunderbolt	0.418	0.719	0.642
thunderclap	kotroka	0.390	0.833	0.607
thundering	kotroka	0.337	0.778	0.700
thunderstorm	thunderstorm	0.135	0.860	0.784
thunderstruck	thunderstruck	0.194	0.716	0.509
thwart	hampandamòka	0.281	0.684	0.409
thx	THX	0.562	0.425	0.461
thyme	thyme	0.561	0.255	0.325
thyroid	tiroida	0.234	0.455	0.373
tiara	Tiara	0.719	0.300	0.472
tibia	tibia	0.450	0.302	0.425
tic	TIC	0.271	0.438	0.250
tick	mifidy	0.521	0.386	0.412
ticked	ticked	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	tapakila	0.684	0.387	0.434
tickle	hahafinaritra	0.760	0.727	0.342
tickled	tickled	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	Tidala	0.592	0.539	0.519
tidal wave	tondra-drano	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	onja	0.541	0.556	0.420
tidings	mahafaly	0.610	0.510	0.694
tidy	milamina	0.760	0.208	0.647
tie	tie	0.663	0.464	0.431
tier	dia ambany noho	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	Tigra	0.479	0.765	0.664
tighten	hanenjanana kokoa	0.388	0.487	0.627
tightness	tightness	0.344	0.606	0.759
tightrope	zaza vao miana-	0.354	0.653	0.279
tights	tights	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	kapila tanimanga	0.429	0.245	0.348
tiling	tiling	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	akaikin'ny fambolenay	0.552	0.591	0.540
tiller	mpiasa	0.448	0.410	0.290
tilt	Jery ​​mitongilana	0.365	0.549	0.463
tilting	tilting	0.459	0.384	0.340
timber	hazo	0.332	0.202	0.386
timberland	timberland	0.550	0.415	0.571
timbre	timbre	0.460	0.480	0.296
time	fotoana	0.604	0.288	0.609
timeless	tsy mety lany andro	0.408	0.468	0.583
timeliness	fotoana nilany azy	0.760	0.404	0.582
timely	ara-potoana	0.865	0.387	0.591
timeout	fotoana dila	0.344	0.433	0.322
timepiece	famantaranandro	0.650	0.279	0.461
timer	fameram-potoana	0.469	0.433	0.500
times	fotoana	0.490	0.279	0.439
timetable	fandaharam-potoana	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	saro-kenatra	0.327	0.276	0.132
timidity	henatra	0.333	0.358	0.153
timing	fotoana	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tincture	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	tinfoil	0.448	0.284	0.311
tinge	tinge	0.469	0.292	0.264
tingle	mpanomponao	0.460	0.560	0.264
tingling	mangorintsina	0.427	0.615	0.340
tinker	Tinker	0.396	0.528	0.275
tinkering	tinkering	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	mikarantsana	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	haingony boribory na miolanolana	0.663	0.521	0.473
tint	Tint	0.582	0.292	0.273
tiny	kely	0.479	0.196	0.125
tip	tendron'ny	0.708	0.221	0.518
tipper	tipper	0.427	0.571	0.431
tipster	tipster	0.490	0.462	0.490
tipsy	tipsy	0.510	0.625	0.570
tiptoe	tiptoe	0.510	0.490	0.407
tirade	tirade	0.378	0.587	0.532
tire	kodiarana	0.438	0.385	0.381
tired	reraka	0.125	0.317	0.191
tiredness	harerahana	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	sasatra	0.657	0.750	0.645
tiresome	mandreraka	0.240	0.542	0.153
tiring	mandreraka	0.153	0.510	0.176
tissue	sela	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	Tit	0.402	0.539	0.388
titan	Titan	0.598	0.653	0.811
titanic	Titanic	0.427	0.786	0.795
titanium	titane	0.520	0.470	0.704
tithe	fahafolon-karena	0.507	0.276	0.385
title	lohateny	0.708	0.356	0.574
titled	mitondra ny lohateny hoe	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	saobakaka	0.302	0.452	0.196
toast	toast	0.740	0.382	0.356
toaster	toaster	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	sigara	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	Tod	0.469	0.330	0.384
today	amin'izao fotoana izao	0.806	0.306	0.362
toddler	zaza	0.812	0.469	0.368
toe	rantsan-tongony	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	toffee	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	miaraka	0.874	0.392	0.658
togetherness	Miaraka	0.906	0.360	0.635
toil	fisasaran'ny	0.558	0.510	0.583
toilet	trano fidiovana	0.490	0.290	0.233
toils	toils	0.480	0.710	0.482
token	famantarana	0.510	0.418	0.414
tolerable	moramora	0.750	0.350	0.374
tolerance	fandeferana	0.875	0.206	0.649
tolerant	mandefitra	0.765	0.192	0.618
tolerate	handefitra	0.724	0.430	0.588
toleration	handefitra intsony	0.776	0.442	0.727
toll	Peazy	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	voatabia	0.550	0.183	0.275
tomatoes	voatabia	0.615	0.240	0.272
tomb	fasana	0.112	0.500	0.343
tombstone	tombstone	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	ho ahy	0.429	0.316	0.492
tomorrow	rahampitso	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	fihetseham-po	0.551	0.355	0.411
toner	Toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	hetin	0.500	0.459	0.321
tongue	fiteny	0.542	0.432	0.482
tonic	tonic	0.541	0.360	0.500
tonnage	tonnage	0.323	0.382	0.590
tonsils	tonsils	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	Fitaovana	0.490	0.350	0.594
toolbox	Toolbox	0.531	0.316	0.472
tooling	tooling	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	toot	0.500	0.481	0.373
tooth	nify	0.439	0.250	0.367
toothache	areti-nify	0.188	0.853	0.412
toothbrush	borosy nify	0.517	0.330	0.321
toothed	toothed	0.449	0.394	0.352
toothless	banga ridana	0.312	0.541	0.272
toothpaste	toothpaste	0.510	0.290	0.371
toothpick	toothpick	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	ambony	0.760	0.400	0.554
topaz	topaza	0.643	0.325	0.384
topic	Lohahevitra	0.520	0.276	0.427
topical	loha	0.561	0.340	0.500
topless	Fantasy	0.625	0.765	0.414
topographic	sarin-	0.604	0.378	0.558
topographical	topographical	0.438	0.350	0.538
topography	soridrefitany	0.469	0.357	0.506
topple	hihozongozona	0.198	0.820	0.573
topside	topside	0.708	0.466	0.598
tor	Tor	0.337	0.430	0.418
torch	fanilo	0.531	0.630	0.545
torment	fijaliana	0.057	0.750	0.387
tormented	fadiranovana	0.071	0.855	0.323
torn	rovitra	0.153	0.510	0.283
tornado	Tornado	0.260	0.896	0.784
torpedo	torpedo	0.219	0.794	0.707
torque	Torque	0.466	0.375	0.406
torrent	falehan-driaka	0.541	0.745	0.676
torrid	torrid	0.281	0.625	0.517
torsion	torsion	0.312	0.651	0.402
torso	tratra	0.408	0.394	0.473
tort	tort	0.229	0.635	0.455
tortious	tortious	0.312	0.724	0.491
tortoise	sokatra	0.673	0.078	0.250
tortuous	tortuous	0.194	0.755	0.382
torture	fampijaliana	0.115	0.878	0.555
tortured	nampijaliana	0.062	0.890	0.361
toss	misamboaravoara	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	tanteraka	0.771	0.286	0.714
totality	manontolo	0.688	0.443	0.717
totally	tanteraka	0.820	0.422	0.702
tote	tote	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	mikasika	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	nanohina	0.592	0.380	0.404
touching	mampihetsi-po	0.760	0.439	0.491
touchy	touchy	0.323	0.510	0.343
tough	mafy	0.344	0.588	0.742
toughen	manenjana ny	0.458	0.683	0.711
toughness	diso mikasika ny Fahasarotana	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	fitetezam-paritra	0.663	0.545	0.543
tourism	fizahan-tany	0.823	0.531	0.545
tourist	mpizaha tany	0.745	0.480	0.430
tourmaline	tourmaline	0.448	0.513	0.441
tournament	fifaninanana	0.694	0.740	0.611
tourniquet	tourniquet	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	fahamaiton'ny taretra rongony,	0.531	0.500	0.508
towel	lamba famaohana	0.630	0.208	0.286
tower	tilikambo	0.606	0.380	0.644
towering	mijoalajoala	0.500	0.690	0.806
town	tanàna	0.551	0.299	0.627
townhouse	townhouse	0.622	0.400	0.443
township	Township	0.531	0.292	0.667
townspeople	Mampiaiky	0.677	0.466	0.569
toxic	misy poizina	0.008	0.885	0.492
toxicity	habetsahan'ny poizina	0.104	0.865	0.491
toxicology	toxicology	0.302	0.736	0.574
toxin	toxin	0.115	0.654	0.456
toy	kilalao	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	soritry	0.573	0.346	0.483
traceable	traceable	0.602	0.370	0.535
tracer	Tracer	0.573	0.327	0.645
traces	soritra	0.482	0.448	0.389
trachea	trachea	0.448	0.509	0.387
tracing	hay fantarina	0.418	0.591	0.565
track	lalana	0.448	0.433	0.526
tracker	Tracker	0.398	0.744	0.731
tract	taratasy mivalona	0.406	0.422	0.339
tractable	tractable	0.635	0.500	0.469
traction	vahana	0.429	0.585	0.648
tractor	traktera	0.449	0.580	0.619
trade	varotra	0.561	0.544	0.690
trademark	famantarana	0.667	0.344	0.750
trader	mpivarotra	0.562	0.632	0.854
tradesman	mpivarotra	0.531	0.431	0.664
trading	varotra	0.635	0.602	0.705
tradition	fomban-drazana	0.830	0.430	0.750
traditional	nentim-paharazana	0.677	0.221	0.604
traffic	fifamoivoizana	0.323	0.559	0.518
traffic light	hazavana fitaterana	0.490	0.469	0.479
trafficking	fanondranana	0.250	0.710	0.399
tragedies	zava-doza	0.100	0.910	0.442
tragedy	zava-doza	0.052	0.843	0.340
tragic	-doza	0.048	0.904	0.396
trail	lalana	0.600	0.322	0.455
trailer	tranofiara	0.541	0.490	0.473
train	fiaran-dalamby	0.666	0.705	0.620
train set	fiarandalamby	0.604	0.598	0.464
trained	voaofana	0.771	0.538	0.645
trainee	trainee	0.627	0.408	0.352
trainer	mpanazatra	0.698	0.719	0.824
training	fiofanana	0.714	0.776	0.788
trait	toetra	0.469	0.365	0.453
traitor	mpamadika	0.112	0.796	0.491
traitorous	mpamadika	0.073	0.745	0.412
trajectory	leha	0.653	0.558	0.779
tram	tram	0.667	0.628	0.492
tramp	Tramp	0.108	0.510	0.182
trample	hanitsaka	0.235	0.764	0.562
trampoline	trampoline	0.604	0.690	0.391
tramway	tramway	0.615	0.538	0.543
trance	azon-tsindrimandry	0.469	0.481	0.382
tranquil	milamina	0.917	0.094	0.355
tranquility	filaminana	0.840	0.135	0.442
tranquilizer	tranquilizer	0.510	0.236	0.596
transact	transact	0.521	0.625	0.680
transaction	raharaham-barotra	0.650	0.577	0.579
transatlantic	hamidy ho	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	mihoatra	0.604	0.771	0.726
transcendence	Ny fahamboniana	0.656	0.608	0.754
transcendent	mihoatra ny tsapa	0.667	0.600	0.824
transcendental	ambony dia	0.635	0.652	0.842
transcribe	hanoratra	0.500	0.394	0.573
transcriber	nandika	0.490	0.420	0.615
transcript	transcript	0.639	0.398	0.528
transcription	transcription	0.592	0.455	0.615
transfer	famindrana	0.702	0.490	0.519
transference	famindrana	0.592	0.294	0.551
transferred	nafindra	0.480	0.450	0.409
transfixed	transfixed	0.427	0.660	0.528
transform	hanova	0.735	0.667	0.696
transformation	fiovana	0.796	0.618	0.770
transformer	mpanova	0.582	0.582	0.723
transfusion	fampidiran-dra	0.417	0.730	0.557
transgression	fandikan-dalàna	0.158	0.890	0.611
transient	mandalo	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	fitaterana	0.439	0.590	0.588
transition	tetezamita	0.605	0.561	0.558
transitional	tetezamita	0.573	0.472	0.491
transitive	: transitive	0.479	0.377	0.414
transitory	mandalo	0.438	0.450	0.407
translate	translate	0.604	0.423	0.462
translation	fandikan-teny	0.633	0.435	0.598
translator	mpandika teny	0.760	0.412	0.473
translocation	translocation	0.367	0.612	0.564
translucent	translucent	0.600	0.500	0.389
transmission	fifindran'ny	0.688	0.490	0.611
transmit	mamindra	0.836	0.581	0.673
transmitter	fitaovana fandefasam-peo	0.520	0.511	0.719
transmutation	transmutation	0.438	0.740	0.737
transom	Transom	0.375	0.385	0.417
transparency	mangarahara	0.847	0.260	0.587
transparent	mangarahara	0.542	0.330	0.667
transplant	hamindrana	0.445	0.806	0.620
transplantation	transplantation	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	fitaterana	0.613	0.627	0.605
transportation	fitaterana	0.667	0.560	0.472
transporter	transporter	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	transposition	0.312	0.451	0.555
transsexual	transsexual	0.264	0.815	0.423
transverse	transverse	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	fandrika	0.104	0.610	0.391
trapdoor	trapdoor	0.094	0.670	0.462
trapeze	trapeze	0.542	0.625	0.566
trapped	Voafandrika	0.135	0.615	0.380
trapper	trapper	0.296	0.654	0.491
trapping	ary nahatratra	0.333	0.621	0.491
trappings	manginy	0.458	0.462	0.370
traps	fandrika	0.235	0.673	0.481
trash	fako	0.163	0.541	0.154
trashy	trashy	0.071	0.380	0.161
trauma	ratra	0.112	0.792	0.453
traumatic	fiantraikany	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	Tsangatsangana	0.931	0.689	0.535
traveler	dia lavitra	0.837	0.571	0.700
traveling	nandeha	0.900	0.750	0.582
traverse	mitety	0.571	0.590	0.629
travesty	travesty	0.354	0.644	0.407
trawl	hanapotika azy	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	lovia	0.549	0.250	0.345
treacherous	mamitaka	0.112	0.815	0.402
treachery	fitaka	0.104	0.852	0.448
tread	handia	0.510	0.520	0.426
treadmill	milina fitotoana	0.459	0.636	0.436
treason	mpamadika	0.094	0.806	0.552
treasure	harena	0.927	0.592	0.821
treasured	sarobidy	0.849	0.471	0.730
treasurer	mpitahiry vola	0.694	0.456	0.755
treasures	harena	0.867	0.771	0.842
treasury	fandatsahan-drakitra	0.812	0.541	0.736
treat	hitondra	0.573	0.571	0.436
treatable	azo tsaboina tsara	0.780	0.302	0.560
treatise	bokiny mitondra ny lohateny	0.604	0.407	0.613
treatment	fitsaboana	0.663	0.386	0.620
treaty	fifanekena	0.646	0.382	0.667
treble	treble	0.358	0.471	0.466
tree	hazo	0.670	0.118	0.442
trees	hazo	0.653	0.137	0.537
trek	diany	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	hangovitra	0.177	0.878	0.388
trembling	tora-kovitra	0.177	0.824	0.324
tremendous	lehibe	0.600	0.888	0.773
tremendously	izaitsizy	0.719	0.722	0.661
tremor	nangovitra	0.104	0.833	0.455
trench	hady kely	0.429	0.760	0.429
trend	fironana	0.625	0.458	0.706
trending	malaza	0.750	0.472	0.600
trendy	-damaody	0.713	0.520	0.536
trepidation	no nitebiteby	0.582	0.594	0.464
trespass	fahadisoana	0.229	0.670	0.613
triad	Andriamanitra telo mitambatra nivavahan'izy	0.469	0.413	0.528
triage	nanasokajiana	0.398	0.433	0.479
trial	fitsarana	0.438	0.663	0.612
triangle	telozoro	0.562	0.269	0.352
triangular	telozoro	0.430	0.320	0.397
triangulate	triangulate	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	foko	0.417	0.404	0.482
tribe	firenena	0.664	0.486	0.516
tribulation	fahoriana	0.448	0.612	0.484
tribunal	fitsarana	0.410	0.670	0.797
tribune	Tribune	0.610	0.585	0.556
tributary	fanompoana	0.615	0.463	0.616
tribute	fanomezam-boninahitra	0.684	0.573	0.700
trick	fitaka	0.542	0.700	0.409
trickery	fitaka	0.146	0.798	0.336
trickle	nipoitra kosa	0.500	0.196	0.231
trickster	trickster	0.375	0.680	0.446
tricky	mamitaka	0.219	0.651	0.500
tricycle	bisikiletany	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	hamaivanina	0.271	0.296	0.221
trifling	zary sangisangy	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	trigger	0.271	0.804	0.660
trigonometry	ny telozoro,	0.396	0.400	0.616
trillion	tapitrisa tapitrisa	0.592	0.420	0.623
trilogy	trilogy	0.615	0.520	0.664
trim	horantsanantsika	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	trimmer	0.260	0.548	0.529
trimming	trimming	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	Andriamanitra telo izay iray	0.635	0.346	0.660
trinket	soloina kojakoja	0.521	0.352	0.368
trio	Trio	0.521	0.613	0.473
trip	diany	0.875	0.643	0.538
tripartite	tripartite	0.500	0.480	0.539
tripe	vorivorin-kena	0.312	0.361	0.438
triple	telo	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	triplicate	0.684	0.545	0.717
tripod	tripod	0.406	0.388	0.483
tripping	zavatra mahasolafaka	0.276	0.594	0.293
trite	trite	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	fandresena	0.969	0.798	0.926
triumphant	mpandresy	0.949	0.837	0.972
trivia	Trivia	0.690	0.490	0.473
trivial	misy dikany	0.406	0.387	0.337
troll	Troll	0.378	0.627	0.327
trolley	Trolley	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	toko	0.375	0.696	0.750
trooper	trooper	0.458	0.694	0.713
troops	miaramila	0.385	0.718	0.804
trophy	amboara	0.947	0.643	0.676
tropic	karazam-	0.740	0.529	0.536
tropical	tany mafana	0.740	0.461	0.509
tropics	Tropics	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	olana	0.135	0.811	0.452
troubled	olana	0.167	0.627	0.385
troublemaker	mpanakorontana	0.260	0.900	0.596
troubles	fahasahiranana	0.051	0.854	0.269
