Word	Tamil-ta	Valence	Arousal	Dominance
showgirl	கவர்ச்சி நடன மங்கை	0.633	0.694	0.481
showing	காண்பிக்கப்படுகிறது	0.622	0.540	0.491
showoff	ShowOff	0.344	0.598	0.463
showroom	ஷோரூம்	0.740	0.441	0.536
showy	பகட்டான	0.698	0.657	0.661
shrapnel	உலோகத்துண்டு	0.240	0.740	0.681
shred	துளியேனும்	0.224	0.750	0.627
shrew	சண்டைக்காரி	0.306	0.463	0.390
shrewd	விவேகமுள்ள	0.551	0.673	0.816
shriek	கிறீச்சிடு	0.459	0.827	0.491
shrill	கிரீச்சுக்	0.312	0.721	0.640
shrimp	இறால்	0.571	0.361	0.425
shrine	கோவில்	0.802	0.255	0.574
shrink	சுருக்கி	0.385	0.453	0.272
shrinking	சுருங்கி	0.190	0.400	0.217
shrivel	சுருங்கு	0.160	0.409	0.143
shroud	அடைப்பானின்	0.417	0.457	0.389
shrub	புதர்	0.531	0.340	0.340
shrubbery	பூண்டு	0.490	0.267	0.332
shrug	மொத்தத்தில் அலட்சியமாக	0.208	0.296	0.278
shrunk	சுருங்கி	0.163	0.354	0.218
shrunken	சுருங்கிய	0.500	0.373	0.221
shudder	இதனாலேயே	0.344	0.791	0.559
shuddering	அதிர்வுறு	0.302	0.802	0.638
shuffle	குலைப்பதை	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	உரசிக்கொண்டு	0.521	0.408	0.293
shun	கலைத்தல்	0.418	0.604	0.389
shunned	தவிர்த்தேன்	0.271	0.464	0.367
shunt	புற	0.312	0.500	0.470
shut	மூடப்பட்டன	0.240	0.352	0.311
shutdown	பணிநிறுத்தம்	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	ஷட்டர்	0.191	0.380	0.482
shuttle	விண்கலம்	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	கூச்சமுடைய	0.280	0.153	0.132
shyness	கூச்சம்	0.312	0.265	0.246
shyster	ஐயத்திற்கிடமான முறையில் தன் தொழிலைக் கையாளும் வழக்குரைஞர்	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	உடன்பிறப்பு	0.857	0.340	0.636
sic	சிக்	0.370	0.459	0.380
sick	உடம்பு	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	நோயுறு	0.051	0.500	0.294
sickening	நோய்பீடித்ததாகக்	0.074	0.618	0.259
sickle	அரிவாள்	0.427	0.585	0.370
sickly	நோய்வாய்ப்பட்ட	0.188	0.550	0.191
sickness	நோய்	0.094	0.704	0.288
side	பக்க	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	பக்கப்பட்டியில்	0.469	0.364	0.405
sideboard	அலமாரி	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	விளிம்பு	0.552	0.449	0.500
sidekick	சைட்கிக்	0.602	0.439	0.509
sideline	ஓரம்கட்டி	0.440	0.382	0.517
sideshow	காட்சிப்பொருள்	0.458	0.594	0.658
sidestep	விலகிச்செல்வது	0.378	0.559	0.407
sidewalk	நடைபாதையில்	0.479	0.192	0.348
sideways	பக்கவாட்டாக	0.788	0.245	0.291
sidewinder	Sidewinder	0.500	0.500	0.439
siege	முற்றுகை	0.271	0.750	0.567
siesta	சிறிது நேர ஓய்வுக்குப்	0.740	0.046	0.295
sieve	சல்லடை	0.459	0.250	0.333
sift	சலி	0.542	0.412	0.461
sifting	தேடிக்கொண்டிருப்பதற்கு	0.571	0.469	0.474
sigh	பெருமூச்சு	0.469	0.387	0.273
sight	பார்வை	0.684	0.250	0.528
sighting	உருவகம்	0.582	0.560	0.627
sightseeing	சுற்றி	0.875	0.552	0.697
sigma	சிக்மா	0.490	0.472	0.535
sign	அடையாளம்	0.620	0.481	0.397
signal	சிக்னல்	0.615	0.417	0.464
signature	கையொப்பம்	0.570	0.422	0.657
significance	முக்கியத்துவம்	0.820	0.460	0.644
significant	குறிப்பிடத்தக்க	0.827	0.649	0.786
signification	உட்பொருள்	0.583	0.337	0.530
signify	குறிக்கும்	0.453	0.422	0.634
signpost	கைகாட்டி	0.510	0.400	0.446
silence	அமைதி	0.438	0.200	0.223
silencer	அமைதி	0.417	0.356	0.482
silent	அமைதியாக	0.469	0.125	0.280
silently	அமைதியாக	0.448	0.185	0.306
silhouette	நிழல்	0.582	0.410	0.288
silicon	சிலிக்கான்	0.439	0.448	0.445
silicone	சிலிகான்	0.480	0.340	0.333
silk	பட்டு	0.760	0.115	0.300
silken	பட்டால் ஆன	0.730	0.265	0.394
silky	மென்மையான	0.802	0.397	0.271
sill	சன்னல்	0.433	0.375	0.324
silliness	அசையாத்தன்மை	0.327	0.368	0.192
silly	வேடிக்கையான	0.384	0.349	0.161
silo	சேமிப்பகத்திலிருந்து	0.400	0.365	0.357
silt	வண்டல்	0.510	0.269	0.200
silver	வெள்ளி	0.684	0.451	0.615
silverware	வெள்ளியிலான	0.663	0.365	0.409
silvery	வெள்ளி	0.543	0.460	0.517
similar	ஒத்த	0.562	0.250	0.423
similarity	ஒற்றுமை	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	மூழ்க	0.650	0.293	0.393
simmering	கொதிப்பை	0.382	0.613	0.412
simple	எளிய	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	மூடன்	0.429	0.144	0.358
simplicity	எளிமை	0.667	0.250	0.337
simplify	எளிமைப்படுத்த	0.565	0.347	0.602
simplistic	எளிமையான	0.490	0.245	0.391
simply	வெறுமனே	0.535	0.148	0.393
simulate	உருவகப்படுத்த	0.551	0.375	0.417
simulated	உருவகப்படுத்தப்பட்ட	0.500	0.461	0.356
simulating	உருவகப்படுத்துவதற்கான	0.552	0.462	0.481
simulation	உருவகப்படுத்துதல்	0.552	0.574	0.567
simulator	போலி	0.677	0.559	0.583
simultaneous	ஒரே நேரத்தில்	0.691	0.577	0.554
simultaneously	ஒரே நேரத்தில்	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	நேர்மையான	0.918	0.265	0.725
sincerity	நேர்மை	0.908	0.351	0.686
sinful	பாவப்பட்ட	0.143	0.788	0.417
sing	பாட	0.858	0.606	0.420
singer	பாடகர்	0.802	0.735	0.628
singing	பாடும்	0.885	0.594	0.528
single	ஒற்றை	0.291	0.354	0.259
singly	தனித்தனி	0.553	0.354	0.466
singular	ஒருமை	0.610	0.302	0.482
singularity	தனித்தன்மை	0.582	0.348	0.654
singularly	தனிப்பட்ட	0.571	0.330	0.527
sinister	கெட்ட	0.125	0.896	0.581
sink	தொட்டியின்	0.375	0.439	0.322
sinker	அமிழ்த்துபவர்	0.302	0.557	0.538
sinking	மூழ்கி	0.135	0.439	0.342
sinner	பாவி	0.237	0.667	0.356
sinning	பாவத்திற்கு	0.170	0.700	0.422
sinus	சைனஸ்	0.531	0.563	0.340
sip	சிப்	0.375	0.380	0.213
siphon	வடிகுழாய்	0.354	0.333	0.435
sipping	பருகி	0.469	0.349	0.377
sir	ஐயா	0.622	0.306	0.778
sire	ஐயா	0.854	0.452	0.808
siren	சைரன்	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	பெண் தன்மை கொண்ட சிறுவன்	0.333	0.562	0.232
sister	சகோதரி	0.916	0.324	0.562
sisterhood	சகோதரி	0.837	0.415	0.696
sit	உட்கார	0.561	0.230	0.368
sitcom	சிட்காம்	0.562	0.537	0.407
site	தளத்தில்	0.677	0.265	0.452
sith	சித்	0.439	0.564	0.373
sitter	உட்காருபவர்	0.656	0.429	0.404
sitting	உட்கார்ந்து	0.561	0.146	0.353
situate	இருத்திக் கொள்கிறார்கள்	0.510	0.310	0.483
situated	அமைந்துள்ளது	0.542	0.231	0.543
situation	நிலைமை	0.531	0.387	0.600
six	ஆறு	0.500	0.154	0.271
sixpence	ஆறு பென்சுகளுக்கான	0.469	0.417	0.463
sixteen	பதினாறு	0.583	0.290	0.324
sixth	ஆறாவது	0.521	0.275	0.366
sixty	அறுபது	0.694	0.240	0.433
sizable	மிகுதியான	0.727	0.337	0.657
size	அளவு	0.531	0.336	0.569
sizzle	வழங்கக்	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	ஸ்கேட்	0.740	0.653	0.508
skateboard	மயக்கும்	0.677	0.550	0.353
skater	ஸ்கேட்டிங்	0.633	0.774	0.652
skating	சறுக்கு	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	ஸ்க்ரெட்	0.469	0.549	0.413
skein	skein	0.449	0.372	0.287
skeletal	எலும்பு	0.306	0.558	0.318
skeleton	எலும்புக்கூட்டை	0.183	0.464	0.343
skeptic	நம்பிக்கை	0.135	0.440	0.500
skeptical	சந்தேகம்	0.207	0.500	0.452
skepticism	ஐயுறவு	0.229	0.480	0.582
sketch	ஸ்கெட்ச்	0.704	0.276	0.420
sketching	வரைந்துக்கொண்டு	0.729	0.327	0.400
sketchy	மேலோட்டமான	0.333	0.479	0.241
skewed	திரித்துக் கூறப்பட்ட	0.340	0.480	0.361
skewer	முள் கரண்டி	0.470	0.365	0.457
ski	ஸ்கை	0.684	0.670	0.471
skid	சறுக்கல்	0.357	0.640	0.440
skier	பறப்பவரான	0.802	0.788	0.639
skiff	லேசான சிறு படகு	0.479	0.375	0.472
skiing	பனிச்சறுக்கு	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	திறமை	0.847	0.701	0.833
skilled	திறமையான	0.886	0.614	0.929
skillet	வாணலி	0.510	0.296	0.345
skillful	திறமைமிக்க	0.802	0.616	0.908
skim	ஆடையெடு	0.418	0.328	0.322
skimpy	skimpy	0.302	0.349	0.208
skin	தோல்	0.569	0.350	0.395
skinny	ஒல்லியாக	0.333	0.333	0.298
skip	தவிர்க்க	0.458	0.804	0.439
skipper	அணித் தலைவர்	0.440	0.577	0.692
skirmish	சண்டையிலிருந்து	0.290	0.640	0.474
skirt	பாவாடை	0.602	0.463	0.226
skirting	பாவாடை	0.449	0.529	0.386
skirts	ஓரங்கள்	0.622	0.538	0.241
skit	கிண்டலாக	0.438	0.434	0.421
skittish	களியாட்டத்தில் ஈடுபடுகிற	0.156	0.815	0.172
skull	மண்டை	0.276	0.558	0.574
skunk	ஸ்குங்	0.284	0.491	0.380
sky	வானத்தில்	0.958	0.234	0.401
skylight	ஸ்கைலைட்	0.708	0.314	0.343
skyline	வானலைகளில்	0.592	0.412	0.662
skyscraper	உயரமான கட்டிடத்தை	0.622	0.696	0.798
slab	பலகை	0.398	0.265	0.264
slack	மந்தமாக	0.521	0.283	0.446
slag	கசடுகள்	0.266	0.600	0.254
slam	ஸ்லாம்	0.459	0.577	0.480
slammer	ஸ்லாம்மர்	0.417	0.565	0.391
slander	அவதூறு	0.184	0.604	0.454
slanderous	அவதூறான	0.057	0.800	0.337
slang	வழக்கு மொழி	0.479	0.418	0.491
slant	சிலாண்டில்	0.469	0.396	0.536
slap	ஸ்லாப்	0.100	0.804	0.518
slash	வெட்டி	0.260	0.500	0.509
slashes	குறைப்புக்கள்	0.330	0.328	0.410
slate	ஸ்லேட்	0.531	0.283	0.431
slates	ஸ்லேட்களை	0.500	0.270	0.342
slaughter	படுகொலை	0.052	0.953	0.602
slaughterhouse	இறைச்சி கூடத்திற்கு	0.146	0.794	0.472
slaughtering	உணவுக்காகக்	0.133	0.947	0.714
slave	அடிமை	0.171	0.795	0.151
slavery	அடிமை	0.052	0.783	0.218
slay	கொல்லும்போது	0.133	0.920	0.585
slayer	கொலைசெய்தவன்	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	ஒழுக்கங்கெட்ட	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	ஸ்லெட்டிங்	0.625	0.547	0.422
sledge	பளுவான	0.646	0.500	0.361
sledgehammer	ஸ்லெட்க்ஹாம்மருடன்	0.449	0.479	0.482
sleek	நேர்த்தியான	0.750	0.484	0.643
sleep	தூங்கு	0.719	0.090	0.339
sleeper	மந்தமான	0.640	0.154	0.254
sleeping	தூக்க	0.704	0.091	0.312
sleepless	தூக்கமில்லாத	0.213	0.410	0.207
sleeplessness	உறங்காமல்	0.104	0.604	0.202
sleepover	Sleepover	0.815	0.519	0.340
sleepy	தூக்கம்	0.604	0.125	0.250
sleepyhead	தூங்குமூஞ்சியைப்	0.327	0.350	0.294
sleet	ஆலங்கட்டி மழை	0.410	0.355	0.395
sleeve	ஸ்லீவ்	0.531	0.270	0.273
sleeveless	கையில்லாத	0.638	0.290	0.200
sleigh	சறுக்குவண்டி	0.742	0.551	0.396
sleight	சாதுரியம்	0.719	0.677	0.379
slender	மெல்லிய	0.812	0.548	0.664
sleuth	துப்பறிவாளர்	0.460	0.633	0.676
slice	துண்டு	0.583	0.375	0.303
slick	மென்மையாய்	0.388	0.383	0.349
slicker	தடையின்றியும்	0.727	0.387	0.519
slide	ஸ்லைடு	0.615	0.435	0.432
slider	ஸ்லைடர்	0.585	0.491	0.518
sliding	சறுக்கும்	0.356	0.730	0.491
slight	லேசான	0.521	0.240	0.155
slight anticipation	சிறிய எதிர்பார்ப்பு	0.562	0.490	0.445
slight disgust	சிறிய வெறுப்பு	0.156	0.578	0.318
slight surprise	சிறிய ஆச்சரியம்	0.677	0.746	0.557
slight trust	சிறிய நம்பிக்கை	0.306	0.400	0.245
slightly	சற்று	0.470	0.274	0.255
slightly negative	சற்று எதிர்மறை	0.190	0.472	0.259
slightly positive	சற்று நேர்மறை	0.792	0.480	0.567
slim	மெலிந்த	0.562	0.180	0.296
slime	சகதி	0.300	0.370	0.183
slimy	ஸ்லிம்மி	0.177	0.500	0.309
sling	கவண்	0.417	0.423	0.404
slingshot	ஸ்லிங்ஷாட்	0.323	0.654	0.474
slink	பதுங்கு	0.460	0.546	0.314
slinky	ஸ்லிங்கி	0.400	0.637	0.603
slip	சீட்டு	0.316	0.714	0.321
slipper	செருப்பில்	0.635	0.298	0.245
slippers	செருப்புகள்	0.573	0.413	0.236
slippery	வழுக்கும்	0.219	0.740	0.343
slit	பிளவு	0.406	0.490	0.366
sliver	சிராய்	0.388	0.347	0.291
slob	Slob	0.275	0.365	0.300
slobber	வழியும் உமிழ் நீர்	0.350	0.375	0.278
slogan	முழக்கம்	0.550	0.216	0.564
sloop	ஒற்றைப் பாய் மரம் கொண்ட கப்பல்	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	சாய்வு	0.347	0.438	0.279
sloppy	சேறும் சகதியுமான	0.303	0.441	0.183
slot	ஸ்லாட்	0.469	0.337	0.337
sloth	சோம்பல்	0.198	0.140	0.125
slouch	அமர்திருக்கையில் குனியவோ	0.365	0.450	0.328
slough	சகதியின்பால்	0.265	0.390	0.200
slow	மெதுவாக	0.357	0.073	0.131
slowly	மெதுவாக	0.427	0.185	0.295
slowness	இயங்குகிறது	0.302	0.212	0.191
sludge	கசடு	0.354	0.396	0.229
