Word	Albanian-sq	Valence	Arousal	Dominance
shivering	të ngjethura	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	goditje	0.286	0.821	0.453
shocked	tronditur	0.292	0.773	0.375
shocker	roman i thjeshtë	0.235	0.804	0.616
shocking	tronditës	0.378	0.853	0.833
shockingly	shockingly	0.510	0.924	0.721
shoddy	i dobët	0.082	0.463	0.179
shoe	këpucë	0.517	0.225	0.288
shoelace	gjalmë	0.396	0.280	0.307
shoemaker	këpucar	0.396	0.269	0.491
shoes	këpucët	0.729	0.324	0.210
shoeshine	Shoeshine	0.392	0.387	0.325
shook	tronditi	0.163	0.759	0.509
shoot	gjuaj	0.092	0.926	0.625
shooter	revole	0.224	0.814	0.774
shooting	qitje	0.276	0.931	0.602
shootout	shkëmbim zjarri	0.080	0.927	0.615
shop	dyqan	0.725	0.632	0.565
shopkeeper	tregtar	0.677	0.510	0.730
shoplifter	vjedhës në dyqan	0.167	0.830	0.500
shoplifting	Vjedhja në dyqane	0.152	0.833	0.441
shopper	blerës	0.646	0.615	0.741
shopping	pazar	0.915	0.445	0.630
shore	breg	0.542	0.304	0.204
shoreline	bregdetare	0.677	0.296	0.529
shorn	i qethur	0.396	0.415	0.400
short	i shkurtër	0.184	0.264	0.237
short story	histori e shkurtër	0.697	0.321	0.348
shortage	mungesë	0.094	0.455	0.198
shortcake	kek i shkrifët	0.677	0.359	0.398
shortcoming	e metë	0.195	0.370	0.258
shortcut	shkurtore	0.594	0.308	0.426
shorten	shkurtoj	0.302	0.382	0.460
shortening	shkurtim	0.286	0.333	0.385
shorthand	stenografi	0.459	0.450	0.461
shortly	së shpejti	0.582	0.310	0.360
shortness	shortness	0.459	0.280	0.272
shorts	Pantallona të shkurtra	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	me valë të shkurtra	0.460	0.271	0.368
shot	e shtënë	0.144	0.750	0.569
shotgun	teke	0.200	0.868	0.684
shoulder	sup	0.562	0.286	0.406
shout	britmë	0.229	0.925	0.444
shove	fus	0.306	0.690	0.602
shovel	lopatë	0.427	0.308	0.267
shoveling	heqjen	0.265	0.620	0.537
show	shfaqje	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	njeri që kërkon të duket	0.618	0.625	0.509
showcase	vitrinë	0.521	0.255	0.415
showdown	hapje e letrave	0.302	0.950	0.692
shower	dush	0.669	0.346	0.336
showgirl	këngëtare kabareje	0.633	0.694	0.481
showing	duke treguar	0.622	0.540	0.491
showoff	showoff	0.344	0.598	0.463
showroom	sallë ekspozite	0.740	0.441	0.536
showy	që bie në sy	0.698	0.657	0.661
shrapnel	shrapnel	0.240	0.740	0.681
shred	copë	0.224	0.750	0.627
shrew	hundëgjatë	0.306	0.463	0.390
shrewd	mendjemprehtë	0.551	0.673	0.816
shriek	britmë	0.459	0.827	0.491
shrill	i mprehtë	0.312	0.721	0.640
shrimp	karkalec	0.571	0.361	0.425
shrine	vend i shenjtë	0.802	0.255	0.574
shrink	tkurrje	0.385	0.453	0.272
shrinking	ngushtim	0.190	0.400	0.217
shrivel	rrudhem	0.160	0.409	0.143
shroud	qefin	0.417	0.457	0.389
shrub	shkurre	0.531	0.340	0.340
shrubbery	shkorret	0.490	0.267	0.332
shrug	ngritje e supeve	0.208	0.296	0.278
shrunk	tkurrur	0.163	0.354	0.218
shrunken	i tkurrur	0.500	0.373	0.221
shudder	rrëqethje	0.344	0.791	0.559
shuddering	ngjethës	0.302	0.802	0.638
shuffle	shkartisje	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	shuffling	0.521	0.408	0.293
shun	gatitu	0.418	0.604	0.389
shunned	shmangur	0.271	0.464	0.367
shunt	devijim	0.312	0.500	0.470
shut	i mbyllur	0.240	0.352	0.311
shutdown	fike	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	qepen	0.191	0.380	0.482
shuttle	anijes	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	i turpshëm	0.280	0.153	0.132
shyness	drojë	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	vëlla	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	i sëmurë	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	sëmur	0.051	0.500	0.294
sickening	i pështirë	0.074	0.618	0.259
sickle	drapër	0.427	0.585	0.370
sickly	shëndetlig	0.188	0.550	0.191
sickness	sëmundje	0.094	0.704	0.288
side	anë	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sidebar	0.469	0.364	0.405
sideboard	bufe	0.590	0.259	0.426
sideburns	baseta	0.777	0.327	0.308
sidecar	kosh	0.552	0.449	0.500
sidekick	ndihmës	0.602	0.439	0.509
sideline	anë e fushës	0.440	0.382	0.517
sideshow	shfaqje e veçantë	0.458	0.594	0.658
sidestep	shmangie	0.378	0.559	0.407
sidewalk	trotuar	0.479	0.192	0.348
sideways	anash	0.788	0.245	0.291
sidewinder	goditje anash	0.500	0.500	0.439
siege	rrethim	0.271	0.750	0.567
siesta	gjumë pasdreke	0.740	0.046	0.295
sieve	sitë	0.459	0.250	0.333
sift	shosh	0.542	0.412	0.461
sifting	sifting	0.571	0.469	0.474
sigh	psherëtimë	0.469	0.387	0.273
sight	pamje	0.684	0.250	0.528
sighting	Sighting	0.582	0.560	0.627
sightseeing	vizitë	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	shenjë	0.620	0.481	0.397
signal	sinjal	0.615	0.417	0.464
signature	nënshkrim	0.570	0.422	0.657
significance	rëndësi	0.820	0.460	0.644
significant	i rëndësishëm	0.827	0.649	0.786
signification	kuptim	0.583	0.337	0.530
signify	tregon	0.453	0.422	0.634
signpost	shtyllë drejtuese	0.510	0.400	0.446
silence	heshtje	0.438	0.200	0.223
silencer	skapamento	0.417	0.356	0.482
silent	i heshtur	0.469	0.125	0.280
silently	në heshtje	0.448	0.185	0.306
silhouette	siluetë	0.582	0.410	0.288
silicon	silic	0.439	0.448	0.445
silicone	silikoni	0.480	0.340	0.333
silk	mëndafsh	0.760	0.115	0.300
silken	prej mëndafshi	0.730	0.265	0.394
silky	i butë	0.802	0.397	0.271
sill	prag	0.433	0.375	0.324
silliness	marrëzi	0.327	0.368	0.192
silly	i trashë	0.384	0.349	0.161
silo	silosoj	0.400	0.365	0.357
silt	baltë	0.510	0.269	0.200
silver	argjend	0.684	0.451	0.615
silverware	argjendurina	0.663	0.365	0.409
silvery	i argjendtë	0.543	0.460	0.517
similar	i ngjashëm	0.562	0.250	0.423
similarity	ngjashmëri	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	zierje	0.650	0.293	0.393
simmering	valë	0.382	0.613	0.412
simple	i thjeshtë	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	teveqel	0.429	0.144	0.358
simplicity	thjeshtësi	0.667	0.250	0.337
simplify	lehtësuar	0.565	0.347	0.602
simplistic	thjeshtë	0.490	0.245	0.391
simply	thjesht	0.535	0.148	0.393
simulate	simulojnë	0.551	0.375	0.417
simulated	artificial	0.500	0.461	0.356
simulating	simulon	0.552	0.462	0.481
simulation	simulim	0.552	0.574	0.567
simulator	imitues	0.677	0.559	0.583
simultaneous	i njëkohshëm	0.691	0.577	0.554
simultaneously	njëherësh	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	i sinqertë	0.918	0.265	0.725
sincerity	sinqeritet	0.908	0.351	0.686
sinful	mëkatar	0.143	0.788	0.417
sing	këndoj	0.858	0.606	0.420
singer	këngëtar	0.802	0.735	0.628
singing	duke kënduar	0.885	0.594	0.528
single	i vetëm	0.291	0.354	0.259
singly	veçmas	0.553	0.354	0.466
singular	njëjës	0.610	0.302	0.482
singularity	veçori	0.582	0.348	0.654
singularly	singularly	0.571	0.330	0.527
sinister	i keq	0.125	0.896	0.581
sink	lavaman	0.375	0.439	0.322
sinker	ëmbëlsirë	0.302	0.557	0.538
sinking	fundosje	0.135	0.439	0.342
sinner	mëkatar	0.237	0.667	0.356
sinning	mëkaton	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	gllënjkë	0.375	0.380	0.213
siphon	sifon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	zotëri	0.622	0.306	0.778
sire	baba	0.854	0.452	0.808
siren	sirenë	0.570	0.627	0.500
sirloin	kundërfiletë	0.546	0.418	0.373
sissy	motër	0.333	0.562	0.232
sister	motër	0.916	0.324	0.562
sisterhood	lidhje e afërt motrave	0.837	0.415	0.696
sit	ulem	0.561	0.230	0.368
sitcom	Sitcom	0.562	0.537	0.407
site	faqe	0.677	0.265	0.452
sith	Sith	0.439	0.564	0.373
sitter	kujdestare fëmijësh	0.656	0.429	0.404
sitting	i ulur	0.561	0.146	0.353
situate	vendos	0.510	0.310	0.483
situated	i vendosur	0.542	0.231	0.543
situation	situatë	0.531	0.387	0.600
six	gjashtë	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	gjashtëmbëdhjetë	0.583	0.290	0.324
sixth	i gjashtë	0.521	0.275	0.366
sixty	gjashtëdhjetë	0.694	0.240	0.433
sizable	i konsiderueshëm	0.727	0.337	0.657
size	madhësi	0.531	0.336	0.569
sizzle	cëcërin	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	rajë	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	patinator	0.633	0.774	0.652
skating	patinazh	0.745	0.673	0.435
skedaddle	ua mbath	0.427	0.596	0.422
skeet	Skeet	0.469	0.549	0.413
skein	shkul	0.449	0.372	0.287
skeletal	skeletik	0.306	0.558	0.318
skeleton	skelet	0.183	0.464	0.343
skeptic	skeptik	0.135	0.440	0.500
skeptical	skeptik	0.207	0.500	0.452
skepticism	skepticizëm	0.229	0.480	0.582
sketch	skicë	0.704	0.276	0.420
sketching	sketching	0.729	0.327	0.400
sketchy	skematik	0.333	0.479	0.241
skewed	anon	0.340	0.480	0.361
skewer	hell	0.470	0.365	0.457
ski	ski	0.684	0.670	0.471
skid	trung	0.357	0.640	0.440
skier	skiator	0.802	0.788	0.639
skiff	kaike	0.479	0.375	0.472
skiing	ski	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	aftësi	0.847	0.701	0.833
skilled	i aftë	0.886	0.614	0.929
skillet	Skillet	0.510	0.296	0.345
skillful	i aftë	0.802	0.616	0.908
skim	cek	0.418	0.328	0.322
skimpy	i kursyer	0.302	0.349	0.208
skin	lëkurë	0.569	0.350	0.395
skinny	i dobët	0.333	0.333	0.298
skip	skip	0.458	0.804	0.439
skipper	kapiten	0.440	0.577	0.692
skirmish	luftim	0.290	0.640	0.474
skirt	pantallona të gjera	0.602	0.463	0.226
skirting	skaj	0.449	0.529	0.386
skirts	skirts	0.622	0.538	0.241
skit	skeç	0.438	0.434	0.421
skittish	i gjallë	0.156	0.815	0.172
skull	kafkë	0.276	0.558	0.574
skunk	zdrugoj	0.284	0.491	0.380
sky	qiell	0.958	0.234	0.401
skylight	çati prej xhami	0.708	0.314	0.343
skyline	horizont	0.592	0.412	0.662
skyscraper	rrokaqiell	0.622	0.696	0.798
slab	pllakë	0.398	0.265	0.264
slack	xhoko	0.521	0.283	0.446
slag	shllak	0.266	0.600	0.254
slam	kritikoj	0.459	0.577	0.480
slammer	Slammer	0.417	0.565	0.391
slander	shpifje	0.184	0.604	0.454
slanderous	shpifës	0.057	0.800	0.337
slang	zhargon	0.479	0.418	0.491
slant	tatëpjetë	0.469	0.396	0.536
slap	mu	0.100	0.804	0.518
slash	çaj	0.260	0.500	0.509
slashes	ul	0.330	0.328	0.410
slate	propozoj	0.531	0.283	0.431
slates	listat	0.500	0.270	0.342
slaughter	masakër	0.052	0.953	0.602
slaughterhouse	thertore	0.146	0.794	0.472
slaughtering	therja	0.133	0.947	0.714
slave	rob	0.171	0.795	0.151
slavery	skllavëri	0.052	0.783	0.218
slay	vras	0.133	0.920	0.585
slayer	vrasës	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	i dobët	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	udhëtim me sajë	0.625	0.547	0.422
sledge	rrëshqitëse	0.646	0.500	0.361
sledgehammer	vare	0.449	0.479	0.482
sleek	me shkëlqim	0.750	0.484	0.643
sleep	gjumë	0.719	0.090	0.339
sleeper	që fle	0.640	0.154	0.254
sleeping	i fjetur	0.704	0.091	0.312
sleepless	pa gjumë	0.213	0.410	0.207
sleeplessness	pagjumësi	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	i përgjumur	0.604	0.125	0.250
sleepyhead	gjumash	0.327	0.350	0.294
sleet	borë me shi	0.410	0.355	0.395
sleeve	mëngë	0.531	0.270	0.273
sleeveless	pa mëngë	0.638	0.290	0.200
sleigh	sajë	0.742	0.551	0.396
sleight	sleight	0.719	0.677	0.379
slender	i hollë	0.812	0.548	0.664
sleuth	detektiv	0.460	0.633	0.676
slice	fetë	0.583	0.375	0.303
slick	i shkëlqyeshëm	0.388	0.383	0.349
slicker	pardesy	0.727	0.387	0.519
slide	rrëshqitje	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	rrëshqitje	0.356	0.730	0.491
slight	i lehtë	0.521	0.240	0.155
slight anticipation	pritje të lehtë	0.562	0.490	0.445
slight disgust	llafazë e lehtë	0.156	0.578	0.318
slight surprise	surprizë e lehtë	0.677	0.746	0.557
slight trust	besim të lehtë	0.306	0.400	0.245
slightly	pak	0.470	0.274	0.255
slightly negative	paksa negative	0.190	0.472	0.259
slightly positive	pak pozitiv	0.792	0.480	0.567
slim	i hollë	0.562	0.180	0.296
slime	zhul	0.300	0.370	0.183
slimy	baltak	0.177	0.500	0.309
sling	hobe	0.417	0.423	0.404
slingshot	llastiqe	0.323	0.654	0.474
slink	vidhem	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	gabim	0.316	0.714	0.321
slipper	heqël	0.635	0.298	0.245
slippers	pantofla	0.573	0.413	0.236
slippery	i rrëshqitshëm	0.219	0.740	0.343
slit	e çarë	0.406	0.490	0.366
sliver	copë	0.388	0.347	0.291
slob	llom	0.275	0.365	0.300
slobber	jargavitem	0.350	0.375	0.278
slogan	slogan	0.550	0.216	0.564
sloop	anije njëdirekëshe	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	shpat	0.347	0.438	0.279
sloppy	i lëngshëm	0.303	0.441	0.183
slot	vend i caktuar	0.469	0.337	0.337
sloth	përtaci	0.198	0.140	0.125
slouch	rri shtrembër	0.365	0.450	0.328
slough	kënetë	0.265	0.390	0.200
slow	i ngadalshëm	0.357	0.073	0.131
slowly	ngadalë	0.427	0.185	0.295
slowness	ngadalësia	0.302	0.212	0.191
sludge	llum	0.354	0.396	0.229
slug	goditje e fortë	0.276	0.370	0.160
slugger	Slugger	0.458	0.500	0.518
sluggish	i ngadaltë	0.224	0.124	0.155
sluice	pendë	0.427	0.520	0.365
slum	lagje e varfër	0.292	0.528	0.302
slumber	dremit	0.592	0.191	0.426
slump	krizë	0.194	0.438	0.130
slur	shpifje	0.115	0.814	0.427
slurp	Slurp	0.540	0.528	0.411
slush	llucë	0.427	0.283	0.296
slut	zuskë	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	tinëzar	0.573	0.690	0.750
smack	mu	0.323	0.662	0.381
small	i vogël	0.542	0.205	0.120
smaller	më të vogla	0.300	0.310	0.179
smallest	më të vogël	0.281	0.340	0.129
smallpox	li	0.156	0.583	0.222
smart	i zgjuar	0.906	0.607	0.923
smartass	bythe e zgjuar	0.364	0.520	0.620
smarten	zbukurohem	0.602	0.490	0.551
smarty	Smarty	0.673	0.510	0.848
smash	thyhet	0.195	0.692	0.530
smashed	thyen	0.143	0.660	0.256
smattering	sasi e vogël	0.448	0.460	0.500
smear	ndot	0.230	0.433	0.400
smell	erë	0.510	0.520	0.330
smelling	nuhatje	0.458	0.481	0.349
smelly	me erë të keq	0.100	0.528	0.245
smelt	ndjej	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	buzëqeshje	0.906	0.598	0.618
smiled	buzëqeshi	0.949	0.530	0.536
smiles	buzëqesh	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	i qeshur	0.981	0.679	0.625
smirk	buzëqeshje i vetëkënaqur	0.792	0.596	0.583
smite	godas	0.303	0.846	0.682
smith	kovaç	0.677	0.333	0.529
smithereens	çikla	0.281	0.561	0.409
smitten	i pushtuar	0.153	0.760	0.204
smock	kominoshe fëmijësh	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	tym	0.188	0.500	0.391
smoker	duhanpirës	0.208	0.528	0.311
smokey	Smokey	0.494	0.462	0.430
smoking	pirje duhani	0.176	0.557	0.384
smoky	i nxirë	0.459	0.420	0.327
smoldering	që digjet në vetvete	0.635	0.781	0.764
smooch	Hynin	0.796	0.731	0.491
smooth	butë	0.823	0.127	0.281
smoothie	gojëmjaltë	0.806	0.333	0.281
smoothly	pa probleme	0.821	0.134	0.488
smoothness	smoothness	0.833	0.221	0.412
smother	mbyt	0.292	0.685	0.420
smudge	diçka e pakuptueshme	0.327	0.429	0.245
smug	i vetëkënaqur	0.198	0.552	0.587
smuggle	kontrabanduar	0.194	0.775	0.570
smuggler	kontrabandist	0.062	0.867	0.645
smuggling	kontrabandë	0.229	0.783	0.510
smut	vrug	0.357	0.360	0.349
snack	snack	0.646	0.407	0.345
snacks	snacks	0.781	0.480	0.306
snafu	rrëmujë	0.375	0.549	0.274
snag	trung i ngecur	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	kërmill	0.480	0.104	0.296
snake	gjarpër	0.276	0.750	0.549
snakes	snakes	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	punë e lehtë	0.344	0.517	0.352
snapper	gocë	0.417	0.429	0.245
snappy	i gjallë	0.573	0.592	0.418
snapshot	fotografi i çastit	0.573	0.578	0.588
snare	kurth	0.229	0.850	0.466
snarl	ngatërroj	0.430	0.787	0.455
snarling	duke zgjatur	0.312	0.704	0.491
snatch	rrok	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	vjedhës	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	atlete	0.604	0.548	0.349
sneaking	frikacak	0.203	0.755	0.545
sneaky	i poshtër	0.240	0.740	0.560
sneer	tallje	0.133	0.755	0.345
sneeze	teshtij	0.271	0.442	0.336
sneezing	teshtimë	0.434	0.570	0.345
snicker	kukurisje	0.708	0.693	0.409
snide	mashtrues	0.186	0.723	0.455
sniff	nuhatje	0.396	0.500	0.318
snip	prerje	0.417	0.327	0.268
snipe	shapkë	0.198	0.915	0.491
sniper	snaiper	0.167	0.870	0.853
snippet	copë	0.612	0.410	0.368
snippy	fragmentar	0.418	0.491	0.481
snitch	vjedh	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	zhbirues	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	mospërfillës	0.390	0.455	0.446
snooze	një sy gjumë	0.235	0.357	0.282
snore	gërhij	0.245	0.610	0.481
snorkel	periskop	0.510	0.470	0.327
snort	gërhij	0.469	0.531	0.413
snot	qurra	0.214	0.340	0.269
snotty	qurrash	0.180	0.382	0.200
snout	feçkë	0.276	0.385	0.241
snow	borë	0.667	0.363	0.309
snowball	top dëbore	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	Ditë me borë	0.602	0.500	0.440
snowfall	reshje bore	0.675	0.280	0.455
snowflake	flok dëbore	0.748	0.192	0.260
snowing	bie borë	0.586	0.490	0.387
snowmageddon	Snowmageddon	0.375	0.575	0.472
snowman	burrë dëbore	0.776	0.291	0.323
snowplow	Pastrues bore	0.449	0.480	0.493
snowstorm	stuhi dëbore	0.204	0.833	0.629
snowy	me dëborë	0.656	0.304	0.357
snub	mospërfillje	0.229	0.412	0.228
snubbed	mërzitur	0.265	0.528	0.279
snuff	burnot	0.357	0.470	0.377
snug	i rehatshëm	0.867	0.173	0.500
snuggle	strukem	0.781	0.390	0.350
snuggled	shtrirė	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	thith	0.480	0.370	0.240
soaked	ngjyhet	0.365	0.462	0.358
soaking	njomje	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sapun	0.531	0.163	0.311
soapbox	tribunë e sajuar	0.500	0.415	0.393
soapy	me shkumë sapuni	0.552	0.373	0.355
soar	fluturoj	0.790	0.740	0.718
soaring	fluturues	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	i matur	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	seriozitet	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	futboll	0.698	0.837	0.644
sociable	i shoqërueshëm	0.854	0.459	0.627
social	social	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	socializëm	0.510	0.500	0.560
socialist	socialist	0.448	0.400	0.543
socialite	personalitet shoqëror	0.684	0.668	0.570
socialize	bisedoj	0.907	0.683	0.726
society	shoqëri	0.674	0.464	0.782
sociology	sociologji	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	goditje	0.500	0.167	0.290
socket	fole	0.583	0.469	0.377
sod	pederast	0.427	0.383	0.333
soda	sodë	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	Sodding	0.240	0.500	0.400
sodium	sodium	0.490	0.340	0.291
sofa	divan	0.583	0.106	0.263
soft	butë	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	zbut	0.694	0.194	0.392
softener	softener	0.745	0.300	0.373
softening	zbutje	0.700	0.255	0.361
softly	me zë të ulët	0.517	0.206	0.304
softness	butësi	0.875	0.086	0.402
software	program	0.561	0.280	0.570
soggy	i lagur	0.312	0.350	0.241
sohappy	sohappy	0.949	0.673	0.681
soil	tokë	0.350	0.180	0.356
soiled	ndotura	0.106	0.529	0.213
soiree	festë	0.729	0.692	0.578
sojourn	qëndroj përkohësisht	0.514	0.243	0.509
solace	ngushëllim	0.776	0.294	0.453
solar	diellor	0.622	0.452	0.645
solarium	dhomë me diell	0.602	0.356	0.421
solder	lidhës	0.439	0.510	0.611
soldering	bashkim	0.573	0.536	0.538
soldier	ushtar	0.392	0.708	0.768
sole	i vetëm	0.427	0.194	0.279
solemn	solemn	0.708	0.370	0.709
solicit	Kërkoj	0.620	0.490	0.604
solicitation	kërkesë	0.612	0.519	0.415
solicitor	mbledhës	0.600	0.479	0.802
solid	i fortë	0.667	0.304	0.763
solidarity	solidaritet	0.792	0.407	0.781
solidification	ngurtësim	0.480	0.500	0.827
solidified	forcoi	0.633	0.415	0.745
solidify	ngrij	0.583	0.318	0.754
solidity	fortësi	0.745	0.444	0.850
solitaire	pasjans	0.365	0.227	0.279
solitary	i vetmuar	0.224	0.202	0.268
solitude	vetmi	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	tretshmëria	0.506	0.360	0.442
soluble	i tretshëm	0.542	0.272	0.409
solucky	kaq me fat	0.573	0.529	0.615
solution	zgjidhje	0.790	0.339	0.664
solve	zgjidh	0.656	0.530	0.688
solvency	aftësi pagimi	0.604	0.296	0.605
solvent	tretës	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatike	0.438	0.406	0.444
somber	i errët	0.184	0.500	0.380
some anticipation	disa parashikime	0.423	0.482	0.472
some disgust	disa neveri	0.094	0.657	0.321
some surprise	disa befasuese	0.827	0.849	0.500
some trust	disa besim	0.594	0.451	0.547
somersault	salto	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	disi negativ	0.208	0.480	0.150
somewhat positive	disi pozitive	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	bir	0.792	0.365	0.528
sonar	hidrolokator	0.541	0.480	0.414
sonata	sonatë	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	këngë	0.854	0.413	0.500
songwriter	kompozitor	0.844	0.558	0.713
sonic	i zërit	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonet	0.718	0.294	0.404
sonorous	kumbues	0.646	0.580	0.442
soot	blozë	0.375	0.328	0.292
soothe	zbut	0.817	0.194	0.412
soothing	qetësues	0.625	0.179	0.519
sophisticated	i sofistikuar	0.865	0.481	0.845
sophistication	ndërlikim	0.792	0.472	0.704
sophomore	i paedukuar mjaft	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	i lagur	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	magjistar	0.377	0.633	0.632
sorcery	magji	0.279	0.740	0.640
sordid	i ndyrë	0.219	0.555	0.447
sore	i lënduar	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	rëndë	0.284	0.727	0.370
soreness	hidhërim	0.113	0.843	0.302
sorghum	melekuqe	0.469	0.358	0.420
sorority	shoqëri studentore vajzash	0.635	0.637	0.627
sorrow	pikëllim	0.052	0.235	0.164
sorrowful	i pikëlluar	0.049	0.422	0.163
sorry	Më vjen keq	0.406	0.362	0.212
sort	lloj	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	klasifikim	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	shume e frikshme	0.301	0.660	0.414
soslow	soslow	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	sa i embel	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	shpirt	0.770	0.220	0.510
soulful	shpirtëror	0.755	0.331	0.500
