Word	Tajik-tg	Valence	Arousal	Dominance
sculpture	скульптура	0.750	0.346	0.490
sculptured	ҳайратовар	0.708	0.373	0.557
scum	сақф	0.357	0.380	0.218
scumbag	шаффоф	0.240	0.591	0.278
scurry	сиёҳ	0.398	0.647	0.509
scurvy	сеҳрнок	0.354	0.462	0.312
scuttle	плита	0.438	0.398	0.430
sea	баҳр	0.833	0.353	0.589
seaboard	баҳр	0.663	0.356	0.507
seafood	баҳр	0.656	0.500	0.328
seagull	бензин	0.635	0.245	0.314
seal	мӯҳр	0.490	0.218	0.518
seals	мӯҳр	0.412	0.241	0.402
seam	дубора	0.427	0.250	0.414
seaman	seaman	0.520	0.510	0.672
seamless	корношоям	0.459	0.140	0.302
seamstress	драма	0.535	0.288	0.389
seaport	баҳр	0.594	0.317	0.491
sear	данд	0.490	0.553	0.600
search	ҷустуҷӯ	0.635	0.580	0.462
searching	ҷустуҷӯ	0.534	0.657	0.466
searchlight	ҷустуҷӯ	0.622	0.510	0.552
seared	данд	0.229	0.410	0.398
seashore	баҳр	0.796	0.310	0.375
seasick	баҳр	0.115	0.683	0.245
seaside	канори баҳр	0.887	0.520	0.508
season	мавсими	0.792	0.410	0.519
seasonal	мавсимӣ	0.592	0.273	0.305
seasoned	мављуд аст	0.812	0.570	0.509
seasoning	seasoning	0.633	0.388	0.479
seat	нишаст	0.542	0.281	0.434
seatbelt	тасмаи бехатарӣ	0.656	0.314	0.726
seating	нишаст	0.552	0.265	0.286
seawater	баҳр	0.760	0.197	0.491
seaweed	seaweed	0.446	0.286	0.382
sec	сек	0.490	0.385	0.380
secession	сессия	0.323	0.561	0.509
secluded	суст	0.357	0.265	0.240
seclusion	seclusion	0.230	0.558	0.505
second	дуюм	0.490	0.210	0.250
second cousin	дуюми дуюм	0.698	0.360	0.441
secondary	secondary	0.636	0.375	0.260
secondhand	дасти дувум	0.194	0.389	0.283
secrecy	махфӣ	0.294	0.549	0.475
secret	пинҳонӣ	0.479	0.580	0.509
secretariat	Котибот	0.518	0.459	0.597
secretary	котиб	0.612	0.426	0.561
secrete	secrete	0.427	0.567	0.518
secretion	сатил	0.354	0.582	0.529
secretive	secretive	0.390	0.250	0.538
secretly	пинҳонӣ	0.525	0.404	0.479
sect	сект	0.265	0.667	0.526
sectarian	профессор	0.260	0.606	0.517
section	ҷудокунӣ	0.500	0.269	0.421
sectional	банди	0.427	0.415	0.464
sector	сектор	0.594	0.190	0.569
secular	дунявӣ	0.463	0.461	0.520
secularism	дунявият	0.367	0.440	0.559
secure	бехатар аст	0.844	0.380	0.914
securities	коғазҳо	0.750	0.304	0.852
security	амният	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	садақа	0.656	0.157	0.345
sedation	садама	0.510	0.270	0.398
sedative	тасаввур кунед	0.314	0.273	0.352
sedentary	секунҷа	0.292	0.185	0.273
sedge	секунҷа	0.406	0.396	0.339
sediment	чуқурӣ	0.438	0.306	0.372
sedimentary	таҳшинӣ	0.398	0.265	0.500
sedition	фоҷиа	0.327	0.557	0.591
seduce	сеҳру ҷоду	0.462	0.864	0.689
seducer	хашмгин	0.704	0.812	0.775
seducing	садақа кардан	0.569	0.794	0.708
seduction	Селексия	0.510	0.891	0.618
seductive	хавфнок	0.771	0.821	0.667
see	бинед	0.635	0.269	0.312
seed	тухм	0.656	0.135	0.306
seedling	навниҳоли	0.406	0.343	0.423
seeds	тухмҳо	0.731	0.269	0.418
seedy	насли	0.229	0.390	0.325
seek	ҷустуҷӯ кунед	0.622	0.429	0.482
seeker	дархосткунанда	0.646	0.464	0.553
seem	назар	0.471	0.302	0.298
seemingly	ба назар мерасад	0.490	0.410	0.356
seer	пазируфт	0.604	0.481	0.740
seesaw	Шабакаҳои иҷтимоъӣ	0.570	0.559	0.410
seething	пошидан	0.312	0.821	0.642
segment	сегмент	0.469	0.290	0.440
segregate	ҷудо кунед	0.290	0.627	0.440
segregated	ҷудо карда шудааст	0.164	0.575	0.411
segregation	тақсим кардан	0.302	0.545	0.390
seismic	сейсмикӣ	0.323	0.925	0.578
seize	пӯшед	0.656	0.644	0.673
seizure	ҳабс кардан	0.177	0.775	0.462
seldom	хеле кам	0.323	0.379	0.287
select	интихоб кунед	0.615	0.406	0.602
selection	интихоби	0.594	0.340	0.595
selective	интихобшуда	0.612	0.347	0.706
selectman	интихобкунанда	0.552	0.547	0.609
selenium	селен	0.469	0.408	0.336
self	худ	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	худпарастӣ	0.061	0.637	0.495
selfishness	худпарастӣ	0.200	0.686	0.453
selfless	худпарастӣ	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	фурӯшанд	0.618	0.608	0.605
seller	фурӯшанда	0.635	0.471	0.635
sellout	фурӯш	0.398	0.490	0.465
seltzer	seltzer	0.448	0.452	0.406
semantics	семантикҳо	0.698	0.394	0.569
semaphore	semaphore	0.552	0.374	0.598
semblance	ибратангез	0.500	0.471	0.442
semen	Семинар	0.500	0.755	0.471
semester	семестр	0.521	0.327	0.482
semi	нимсола	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	нимкола	0.378	0.255	0.318
seminal	кифоя аст	0.459	0.413	0.566
seminar	семинар	0.583	0.360	0.623
seminary	семинар	0.594	0.367	0.589
semiotics	чорводорӣ	0.449	0.417	0.596
senate	сенат	0.490	0.349	0.836
senator	сенатор	0.391	0.422	0.821
send	ирсол кунед	0.663	0.480	0.537
sender	фиристанда	0.542	0.449	0.509
senescence	бақайдгирӣ	0.378	0.456	0.394
senile	сола	0.280	0.211	0.305
senior	калонсолон	0.561	0.415	0.536
seniority	олӣ	0.408	0.427	0.602
senor	сенатор	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	ҳиссиёт	0.781	0.663	0.673
sensational	ҳассос	0.938	0.827	0.858
sense	ҳассос	0.781	0.417	0.474
senseless	бефоида	0.125	0.388	0.136
senses	ҳиссаҳо	0.740	0.461	0.693
sensibility	ҳассос	0.583	0.423	0.448
sensible	оқилона	0.625	0.454	0.312
sensibly	содда аст	0.786	0.337	0.396
sensitive	ҳассос	0.714	0.426	0.254
sensitivity	ҳассосият	0.750	0.417	0.395
sensor	сенатор	0.571	0.377	0.542
sensory	ҳассос	0.583	0.480	0.442
sensual	ҳассос	0.730	0.790	0.642
sensuality	ҳассосият	0.844	0.840	0.632
sensuous	ҳассос	0.854	0.798	0.625
sentence	ҷазо	0.625	0.265	0.548
sentencing	Озодӣ "	0.120	0.782	0.561
sentient	фиристодашуда	0.583	0.417	0.363
sentiment	Дунёи иқтисод	0.765	0.451	0.639
sentimental	афсона	0.583	0.378	0.312
sentimentality	хавфнок	0.771	0.548	0.319
sentinel	sentinel	0.531	0.602	0.845
sentry	фиристодан	0.470	0.547	0.684
separable	ҷудо карда мешавад	0.469	0.390	0.368
separate	алоҳида	0.240	0.514	0.349
separately	алоҳида	0.310	0.365	0.368
separation	ҷудошавӣ	0.198	0.592	0.409
separatist	ҷудо карда мешавад	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	сап	0.521	0.333	0.361
septic	септик	0.281	0.462	0.425
septum	септом	0.276	0.423	0.410
sequel	минбаъд	0.650	0.480	0.574
sequence	пайдарпай	0.543	0.350	0.529
sequent	зич	0.531	0.423	0.591
sequestered	ҷашн гирифта мешавад	0.160	0.863	0.427
sequestration	зеркашӣ	0.177	0.860	0.500
serenade	орзуҳо	0.875	0.570	0.491
serendipity	сертификатсия	0.677	0.413	0.500
serene	ором	0.802	0.132	0.370
serenity	ҳасад	0.900	0.122	0.557
sergeant	сержант	0.408	0.600	0.833
serial	силсила	0.469	0.350	0.472
serialize	нависед	0.500	0.455	0.593
series	силсила	0.622	0.431	0.420
serif	сериф	0.531	0.417	0.415
serious	ҷиддӣ аст	0.500	0.455	0.619
seriousness	ҷиддӣ	0.439	0.365	0.750
sermon	мавъиза	0.417	0.507	0.615
serpent	мор	0.115	0.696	0.679
serpentine	serpentine	0.576	0.646	0.329
serrated	шӯранд	0.388	0.435	0.418
serum	хунук	0.520	0.231	0.443
servant	хизматгор	0.340	0.408	0.331
serve	хизмат кунед	0.622	0.400	0.384
server	сервер	0.656	0.356	0.536
service	хизматрасонӣ	0.684	0.408	0.535
serviceable	дастрас аст	0.834	0.400	0.684
servile	хизматчӣ	0.439	0.327	0.415
servitude	хизмат	0.250	0.490	0.250
sesame	сода	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	иҷлосия	0.510	0.481	0.491
sessions	сессияҳо	0.646	0.578	0.650
set	танзим кунед	0.521	0.482	0.630
setback	бозгашт	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	Нишондиҳанда	0.541	0.455	0.473
settle	қарор диҳед	0.833	0.520	0.772
settled	ҳал карда шудааст	0.521	0.510	0.473
settlement	қарор	0.635	0.412	0.723
settler	ҷойгир	0.573	0.453	0.519
settlor	ҷойгоҳ	0.531	0.434	0.534
setup	ташкил кардан	0.667	0.398	0.635
seven	Ҳафт	0.672	0.265	0.373
seventeen	ҳафтод	0.585	0.296	0.321
seventh	ҳафтум	0.500	0.245	0.288
seventy	ҳафтод	0.625	0.353	0.446
sever	данд	0.156	0.635	0.451
severable	ройгон	0.406	0.451	0.398
severally	ғайриқонунӣ	0.719	0.298	0.600
severance	озод кардан	0.396	0.620	0.541
severe	сахт	0.164	0.735	0.635
severely	хеле сахт аст	0.219	0.673	0.700
severity	шадид	0.260	0.712	0.661
sew	ковед	0.510	0.340	0.340
sewage	корношоям	0.255	0.343	0.339
sewer	канализатсия	0.286	0.367	0.282
sewerage	канализатсия	0.208	0.450	0.198
sewing	дӯзандагӣ	0.625	0.337	0.356
sex	ҷинс	0.803	0.939	0.704
sexist	ҷинсӣ	0.255	0.798	0.411
sexual	ҷинсӣ	0.584	0.959	0.640
sexuality	ҷинсӣ	0.670	0.898	0.657
sexy	сеҳри	0.865	0.945	0.802
shabby	либос	0.235	0.519	0.259
shack	шаффоф	0.396	0.425	0.339
shackle	Шакл	0.276	0.580	0.414
shade	соя	0.388	0.265	0.278
shades	сояҳо	0.490	0.300	0.380
shading	shading	0.420	0.324	0.318
shadow	соя	0.302	0.343	0.158
shadowy	соя	0.135	0.373	0.330
shady	соя	0.323	0.509	0.375
shaft	шафақ	0.549	0.275	0.472
shag	шаст	0.417	0.462	0.340
shaggy	шагги	0.510	0.302	0.321
shake	шаллоқӣ	0.439	0.689	0.539
shakedown	шакедown	0.286	0.692	0.481
shaken	сангдилон	0.344	0.657	0.333
shaker	Шайбака	0.520	0.728	0.518
shaking	пошидан	0.275	0.849	0.255
shaky	суст	0.260	0.734	0.223
shall	бояд	0.510	0.385	0.412
shallow	суст	0.427	0.298	0.351
shallows	сиёҳ	0.388	0.368	0.368
sham	шам	0.354	0.602	0.395
shaman	шаман	0.490	0.531	0.604
shambles	Шаблонҳо	0.271	0.696	0.287
shame	шармандагӣ	0.060	0.670	0.155
shamed	шарм дорад	0.135	0.567	0.218
shameful	ношинохта	0.040	0.680	0.264
shameless	бетафовут	0.274	0.713	0.407
shampoo	шампун	0.604	0.180	0.250
shanghai	Шанхай	0.551	0.450	0.509
shank	каҷ	0.530	0.393	0.286
shanty	куҷост	0.427	0.459	0.255
shape	шакл	0.592	0.240	0.422
shapely	шитобон	0.771	0.441	0.830
shard	шард	0.388	0.407	0.426
share	мубодила	0.759	0.548	0.545
shareholder	саҳмдор	0.656	0.632	0.915
sharing	мубодила	0.827	0.462	0.545
shark	наҳанг	0.260	0.845	0.596
sharp	якбора	0.459	0.585	0.585
sharpen	шитобон	0.582	0.694	0.611
sharpened	шитобон	0.573	0.647	0.727
sharpener	якбора	0.532	0.435	0.327
sharpness	шиддатнокӣ	0.729	0.385	0.653
sharpshooter	шарҳдиҳанда	0.240	0.929	0.764
shatter	хомӯш	0.108	0.821	0.464
shattered	пароканда	0.097	0.806	0.309
shattering	шадид	0.135	0.760	0.475
shave	тиллои	0.521	0.410	0.480
shaver	ширеш	0.418	0.450	0.392
shaving	шаффоф	0.500	0.469	0.353
shawl	шал	0.720	0.365	0.230
sheaf	шароб	0.396	0.387	0.456
shear	дубора	0.286	0.647	0.388
shears	шиша	0.429	0.527	0.254
sheath	қаҳрамон	0.460	0.314	0.342
sheathing	хандидан	0.378	0.480	0.642
shed	рехт	0.427	0.402	0.470
sheen	шина	0.812	0.510	0.712
sheep	гӯсфандон	0.604	0.206	0.161
sheepdog	гӯсфандон	0.684	0.442	0.529
sheepish	саршор	0.326	0.441	0.205
sheer	шадр	0.604	0.250	0.481
sheet	варақ	0.439	0.174	0.302
sheik	sheik	0.521	0.579	0.708
shelf	шл	0.561	0.202	0.366
shell	ниҳонӣ	0.615	0.408	0.391
shellfish	шарбат	0.594	0.412	0.393
shelling	зӯроварӣ	0.337	0.917	0.773
shelter	паноҳгоҳ	0.704	0.229	0.569
sheltered	паноҳгоҳ	0.590	0.377	0.717
shelters	паноҳгоҳҳо	0.582	0.333	0.482
shelved	рехтааст	0.306	0.166	0.321
shepherd	чӯпонӣ	0.656	0.304	0.610
sherbet	Шерба	0.592	0.363	0.348
sheriff	Шериф	0.602	0.541	0.802
sherry	Шерми	0.594	0.477	0.315
shield	сипар	0.510	0.373	0.663
shift	гузаред	0.479	0.610	0.491
shifting	гузаред	0.518	0.548	0.546
shifty	шаффоф	0.365	0.687	0.483
shilling	шиллик	0.521	0.342	0.430
shimmer	shimmer	0.745	0.562	0.656
shimmering	шиммед	0.844	0.648	0.904
shimmy	шимми	0.478	0.476	0.462
shin	шин	0.459	0.500	0.231
shindig	Шиндӣ	0.552	0.560	0.491
shine	дурахшон	0.844	0.539	0.741
shiner	ширин	0.740	0.510	0.556
shingle	шиша	0.510	0.200	0.410
shining	шиша	0.885	0.673	0.812
shiny	дурахшон	0.885	0.604	0.787
ship	киштӣ	0.646	0.500	0.439
shipment	интиқол	0.582	0.440	0.452
shipping	Фиристодан	0.622	0.327	0.443
shipshape	shipshape	0.594	0.480	0.474
shipwreck	киштӣ	0.268	0.768	0.373
shipyard	кишти такрорӣ	0.398	0.583	0.595
shire	шир	0.479	0.257	0.609
shirt	ҷома	0.698	0.186	0.231
shit	банд	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	хандидед	0.214	0.695	0.380
shithead	шитон	0.120	0.645	0.302
shitless	ношинос	0.271	0.545	0.333
shitload	шитоб	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	Шайтон	0.020	0.679	0.163
shiver	шир	0.260	0.765	0.236
shivering	шадид	0.122	0.663	0.373
shoals	сояҳо	0.396	0.408	0.375
shock	шок	0.286	0.821	0.453
shocked	тааҷҷубовар аст	0.292	0.773	0.375
shocker	шӯрбахт	0.235	0.804	0.616
shocking	ҳайратовар аст	0.378	0.853	0.833
shockingly	шадид	0.510	0.924	0.721
shoddy	ранд	0.082	0.463	0.179
shoe	пойафзол	0.517	0.225	0.288
shoelace	шоела	0.396	0.280	0.307
shoemaker	shoemaker	0.396	0.269	0.491
shoes	пойафзол	0.729	0.324	0.210
shoeshine	шоешин	0.392	0.387	0.325
shook	хандид	0.163	0.759	0.509
shoot	тиреза	0.092	0.926	0.625
shooter	тиреза	0.224	0.814	0.774
shooting	тирандозӣ	0.276	0.931	0.602
shootout	даста	0.080	0.927	0.615
shop	коғаз	0.725	0.632	0.565
shopkeeper	дӯкони	0.677	0.510	0.730
shoplifter	харидор	0.167	0.830	0.500
shoplifting	мағозаҳо	0.152	0.833	0.441
shopper	харидор	0.646	0.615	0.741
shopping	харид	0.915	0.445	0.630
shore	қаҳва	0.542	0.304	0.204
shoreline	харида	0.677	0.296	0.529
shorn	дандон	0.396	0.415	0.400
short	кӯтоҳ	0.184	0.264	0.237
short story	Ҳикояи кӯтоҳ	0.697	0.321	0.348
shortage	норасоиҳо	0.094	0.455	0.198
shortcake	кӯтоҳ	0.677	0.359	0.398
shortcoming	норасоии	0.195	0.370	0.258
shortcut	миёнабурӣ	0.594	0.308	0.426
shorten	кӯтоҳ	0.302	0.382	0.460
shortening	кӯтоҳ	0.286	0.333	0.385
shorthand	Шеранд	0.459	0.450	0.461
shortly	ба зудӣ	0.582	0.310	0.360
shortness	кӯтоҳ	0.459	0.280	0.272
shorts	кӯч	0.622	0.481	0.287
shortstop	кӯтоҳ	0.418	0.529	0.450
shortwave	shortwave	0.460	0.271	0.368
shot	Муборак!	0.144	0.750	0.569
shotgun	тиреза	0.200	0.868	0.684
shoulder	omer	0.562	0.286	0.406
shout	хандиданд	0.229	0.925	0.444
shove	канд	0.306	0.690	0.602
shovel	ковед	0.427	0.308	0.267
shoveling	дандонпизишк	0.265	0.620	0.537
show	нишон диҳед	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	намоишнома	0.618	0.625	0.509
showcase	намоиш дода мешавад	0.521	0.255	0.415
showdown	нишон дода шудааст	0.302	0.950	0.692
shower	душ	0.669	0.346	0.336
showgirl	нишон дода шудааст	0.633	0.694	0.481
showing	нишон медиҳад	0.622	0.540	0.491
showoff	худнамоӣ	0.344	0.598	0.463
showroom	намоишгоҳ	0.740	0.441	0.536
showy	шӯҳрат	0.698	0.657	0.661
shrapnel	пӯст	0.240	0.740	0.681
shred	аз байн меравад	0.224	0.750	0.627
shrew	данд	0.306	0.463	0.390
shrewd	шодравон	0.551	0.673	0.816
shriek	Шриек	0.459	0.827	0.491
shrill	чап	0.312	0.721	0.640
shrimp	шримп	0.571	0.361	0.425
shrine	қабристон	0.802	0.255	0.574
shrink	канда мешавад	0.385	0.453	0.272
shrinking	коҳиш меёбад	0.190	0.400	0.217
shrivel	бӯй	0.160	0.409	0.143
shroud	пӯшид	0.417	0.457	0.389
shrub	бутта	0.531	0.340	0.340
shrubbery	буттаҳо	0.490	0.267	0.332
shrug	буридан	0.208	0.296	0.278
shrunk	суст аст	0.163	0.354	0.218
shrunken	суст аст	0.500	0.373	0.221
shudder	Шуддер	0.344	0.791	0.559
shuddering	шиддинг	0.302	0.802	0.638
shuffle	шаффоф	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	қаллобӣ	0.521	0.408	0.293
shun	хомӯш	0.418	0.604	0.389
shunned	нопадид шуд	0.271	0.464	0.367
shunt	шон	0.312	0.500	0.470
shut	пӯшед	0.240	0.352	0.311
shutdown	пӯшида шудан	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	пӯшида	0.191	0.380	0.482
shuttle	пули нақд	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	шарм	0.280	0.153	0.132
shyness	шармгин	0.312	0.265	0.246
shyster	Шишер	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	бародарон	0.857	0.340	0.636
sic	Шабака	0.370	0.459	0.380
sick	бемор	0.104	0.431	0.136
sickbay	беморb	0.296	0.510	0.345
sicken	бемор	0.051	0.500	0.294
sickening	бемор шудан	0.074	0.618	0.259
sickle	sickle	0.427	0.585	0.370
sickly	бемор аст	0.188	0.550	0.191
sickness	беморӣ	0.094	0.704	0.288
side	тараф	0.439	0.288	0.395
sidearm	баста	0.410	0.474	0.500
sidebar	якбора	0.469	0.364	0.405
sideboard	якранг	0.590	0.259	0.426
sideburns	тарафҳо	0.777	0.327	0.308
sidecar	якшанбе	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	дубора	0.440	0.382	0.517
sideshow	Садо Меҳмони "Озодӣ"	0.458	0.594	0.658
sidestep	сегона	0.378	0.559	0.407
sidewalk	пиёдагард	0.479	0.192	0.348
sideways	якранг	0.788	0.245	0.291
sidewinder	якранг	0.500	0.500	0.439
siege	чап	0.271	0.750	0.567
siesta	данд	0.740	0.046	0.295
sieve	ҷав	0.459	0.250	0.333
sift	куҷост?	0.542	0.412	0.461
sifting	шитобон	0.571	0.469	0.474
sigh	Ном:	0.469	0.387	0.273
sight	назар	0.684	0.250	0.528
sighting	дидан	0.582	0.560	0.627
sightseeing	тамошобин	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	имзо кардан	0.620	0.481	0.397
signal	сигнал	0.615	0.417	0.464
signature	имзо кардан	0.570	0.422	0.657
significance	аҳамият дорад	0.820	0.460	0.644
significant	муҳим аст	0.827	0.649	0.786
signification	нишон дода шудааст	0.583	0.337	0.530
signify	нишон медиҳад	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	хомӯшӣ	0.438	0.200	0.223
silencer	sustencer	0.417	0.356	0.482
silent	хомӯш	0.469	0.125	0.280
silently	сустӣ	0.448	0.185	0.306
silhouette	silhouette	0.582	0.410	0.288
silicon	силикон	0.439	0.448	0.445
silicone	силикон	0.480	0.340	0.333
silk	пилк	0.760	0.115	0.300
