Word	Yiddish-yi	Valence	Arousal	Dominance
sesame	sesame	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	session	0.510	0.481	0.491
sessions	sessions	0.646	0.578	0.650
set	set	0.521	0.482	0.630
setback	setback	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	באַגרענעצן	0.833	0.520	0.772
settled	settled	0.521	0.510	0.473
settlement	סעטאַל	0.635	0.412	0.723
settler	settler	0.573	0.453	0.519
settlor	settler	0.531	0.434	0.534
setup	שטעל אויף	0.667	0.398	0.635
seven	זיבן	0.672	0.265	0.373
seventeen	זיבעצן	0.585	0.296	0.321
seventh	זיבעטער	0.500	0.245	0.288
seventy	זיבעציק	0.625	0.353	0.446
sever	סאַרל	0.156	0.635	0.451
severable	טעראַבלי	0.406	0.451	0.398
severally	סאַווירלי	0.719	0.298	0.600
severance	סעוועראַנס	0.396	0.620	0.541
severe	שטרענג	0.164	0.735	0.635
severely	severely	0.219	0.673	0.700
severity	שטרענגקייַט	0.260	0.712	0.661
sew	נייען	0.510	0.340	0.340
sewage	אָפּגאַנג	0.255	0.343	0.339
sewer	זויער	0.286	0.367	0.282
sewerage	קאַנאַליזאַציע	0.208	0.450	0.198
sewing	נייען	0.625	0.337	0.356
sex	געשלעכט	0.803	0.939	0.704
sexist	געשלעכטיסט	0.255	0.798	0.411
sexual	געשלעכט	0.584	0.959	0.640
sexuality	סעקשואַלאַטי	0.670	0.898	0.657
sexy	סעקסי	0.865	0.945	0.802
shabby	אָפּגעלאָזן	0.235	0.519	0.259
shack	shack	0.396	0.425	0.339
shackle	שאַקאַל	0.276	0.580	0.414
shade	שאָטן	0.388	0.265	0.278
shades	שיידז	0.490	0.300	0.380
shading	שיידינג	0.420	0.324	0.318
shadow	שאָטן	0.302	0.343	0.158
shadowy	shadowy	0.135	0.373	0.330
shady	שאָטנדיק	0.323	0.509	0.375
shaft	שטיל	0.549	0.275	0.472
shag	shag	0.417	0.462	0.340
shaggy	צעשויבערט	0.510	0.302	0.321
shake	shake	0.439	0.689	0.539
shakedown	shakedown	0.286	0.692	0.481
shaken	shaken	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	שאַקינג	0.275	0.849	0.255
shaky	שאַקי	0.260	0.734	0.223
shall	וועט	0.510	0.385	0.412
shallow	פּליטקע	0.427	0.298	0.351
shallows	shallows	0.388	0.368	0.368
sham	sham	0.354	0.602	0.395
shaman	שאַמאַן	0.490	0.531	0.604
shambles	shambles	0.271	0.696	0.287
shame	שאַנד	0.060	0.670	0.155
shamed	shamed	0.135	0.567	0.218
shameful	שאַנדפול	0.040	0.680	0.264
shameless	ומזיסט	0.274	0.713	0.407
shampoo	שאַמפּו	0.604	0.180	0.250
shanghai	שאַנגכיי	0.551	0.450	0.509
shank	שאַנק	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	פאָרעם	0.592	0.240	0.422
shapely	שטענדיק	0.771	0.441	0.830
shard	shard	0.388	0.407	0.426
share	ייַנטיילן	0.759	0.548	0.545
shareholder	אַקשאָרעדער	0.656	0.632	0.915
sharing	ייַנטיילונג	0.827	0.462	0.545
shark	שאַרק	0.260	0.845	0.596
sharp	שאַרף	0.459	0.585	0.585
sharpen	שאַרפּען	0.582	0.694	0.611
sharpened	שאַרפּאַנד	0.573	0.647	0.727
sharpener	שאַרפּענער	0.532	0.435	0.327
sharpness	שאַרפּנאַס	0.729	0.385	0.653
sharpshooter	שאַרפּשוטער	0.240	0.929	0.764
shatter	צעשמעטערן	0.108	0.821	0.464
shattered	שאַטערד	0.097	0.806	0.309
shattering	שאַטטערינג	0.135	0.760	0.475
shave	גאָלן	0.521	0.410	0.480
shaver	גאָלן	0.418	0.450	0.392
shaving	סטרושקע	0.500	0.469	0.353
shawl	שאַל	0.720	0.365	0.230
sheaf	sheaf	0.396	0.387	0.456
shear	שערן	0.286	0.647	0.388
shears	שער	0.429	0.527	0.254
sheath	שייד	0.460	0.314	0.342
sheathing	שידינג	0.378	0.480	0.642
shed	אָפּדאַך	0.427	0.402	0.470
sheen	שייען	0.812	0.510	0.712
sheep	שעפּס	0.604	0.206	0.161
sheepdog	שעפּס	0.684	0.442	0.529
sheepish	שעעפּיש	0.326	0.441	0.205
sheer	לויטער	0.604	0.250	0.481
sheet	בויגן	0.439	0.174	0.302
sheik	זייק	0.521	0.579	0.708
shelf	פּאָליצע	0.561	0.202	0.366
shell	שאָל	0.615	0.408	0.391
shellfish	שעללפיש	0.594	0.412	0.393
shelling	שעלינג	0.337	0.917	0.773
shelter	באַשיצן	0.704	0.229	0.569
sheltered	sheltered	0.590	0.377	0.717
shelters	שעלטערס	0.582	0.333	0.482
shelved	shelved	0.306	0.166	0.321
shepherd	פּאַסטעך	0.656	0.304	0.610
sherbet	sherbet	0.592	0.363	0.348
sheriff	שעריף	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	שילד	0.510	0.373	0.663
shift	shift	0.479	0.610	0.491
shifting	shifting	0.518	0.548	0.546
shifty	שפּאָרעוודיק	0.365	0.687	0.483
shilling	שילינג	0.521	0.342	0.430
shimmer	שימער	0.745	0.562	0.656
shimmering	שימערינג	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	shin	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	שייַנען	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	שינגל	0.510	0.200	0.410
shining	שיינינג	0.885	0.673	0.812
shiny	בלאַנק	0.885	0.604	0.787
ship	ship	0.646	0.500	0.439
shipment	טראַנספּאָרט	0.582	0.440	0.452
shipping	שיפּינג	0.622	0.327	0.443
shipshape	shipshape	0.594	0.480	0.474
shipwreck	shipwreck	0.268	0.768	0.373
shipyard	shipyard	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	העמד	0.698	0.186	0.231
shit	shit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	שיטלעסס	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	שיווער	0.260	0.765	0.236
shivering	שיווערינג	0.122	0.663	0.373
shoals	shoals	0.396	0.408	0.375
shock	קלאַפּ	0.286	0.821	0.453
shocked	shocked	0.292	0.773	0.375
shocker	shocker	0.235	0.804	0.616
shocking	שאַקינג	0.378	0.853	0.833
shockingly	שאַקינגלי	0.510	0.924	0.721
shoddy	shoddy	0.082	0.463	0.179
shoe	שוך	0.517	0.225	0.288
shoelace	shoelace	0.396	0.280	0.307
shoemaker	שעמער	0.396	0.269	0.491
shoes	שיכלעך	0.729	0.324	0.210
shoeshine	shoeshine	0.392	0.387	0.325
shook	געשווינד	0.163	0.759	0.509
shoot	דרייען	0.092	0.926	0.625
shooter	שוטער	0.224	0.814	0.774
shooting	שיסערייַ	0.276	0.931	0.602
shootout	שוטאַוט	0.080	0.927	0.615
shop	קראָם	0.725	0.632	0.565
shopkeeper	shopkeeper	0.677	0.510	0.730
shoplifter	shoplifter	0.167	0.830	0.500
shoplifting	shoplifting	0.152	0.833	0.441
shopper	shopper	0.646	0.615	0.741
shopping	שאַפּינג	0.915	0.445	0.630
shore	shore	0.542	0.304	0.204
shoreline	שאָרליין	0.677	0.296	0.529
shorn	shorn	0.396	0.415	0.400
short	קורץ	0.184	0.264	0.237
short story	קורצע ערציילונג	0.697	0.321	0.348
shortage	דוחק	0.094	0.455	0.198
shortcake	שנייקייק	0.677	0.359	0.398
shortcoming	כיסאָרן	0.195	0.370	0.258
shortcut	דורכוועג	0.594	0.308	0.426
shorten	פאַרקירצן	0.302	0.382	0.460
shortening	פאָוקיסט	0.286	0.333	0.385
shorthand	מאָראַטאָריום	0.459	0.450	0.461
shortly	באַלד	0.582	0.310	0.360
shortness	שאָרטנאַס	0.459	0.280	0.272
shorts	קורצע הייזלעך	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	שאָרטוואַווע	0.460	0.271	0.368
shot	shot	0.144	0.750	0.569
shotgun	שאַטגאַן	0.200	0.868	0.684
shoulder	shoulder	0.562	0.286	0.406
shout	שרייַען	0.229	0.925	0.444
shove	shove	0.306	0.690	0.602
shovel	רידל	0.427	0.308	0.267
shoveling	שאָוועלינג	0.265	0.620	0.537
show	ווייַזן	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	שאָוובאָאָט	0.618	0.625	0.509
showcase	וויטרינע	0.521	0.255	0.415
showdown	שאָודאַון	0.302	0.950	0.692
shower	שפּריץ	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	ווייַזונג	0.622	0.540	0.491
showoff	באגרויסט זיך	0.344	0.598	0.463
showroom	שאָורום	0.740	0.441	0.536
showy	שאָפער	0.698	0.657	0.661
shrapnel	שראַפּנעל	0.240	0.740	0.681
shred	shred	0.224	0.750	0.627
shrew	פאַרטשעפּען	0.306	0.463	0.390
shrewd	קלוג	0.551	0.673	0.816
shriek	shriek	0.459	0.827	0.491
shrill	שרעק	0.312	0.721	0.640
shrimp	שרימפּ	0.571	0.361	0.425
shrine	מיזבייעך	0.802	0.255	0.574
shrink	ייַנשרומפּן	0.385	0.453	0.272
shrinking	שרינגקינג	0.190	0.400	0.217
shrivel	shrivel	0.160	0.409	0.143
shroud	shroud	0.417	0.457	0.389
shrub	קשאַק	0.531	0.340	0.340
shrubbery	קוואַקשיפּ	0.490	0.267	0.332
shrug	אויפשטיין	0.208	0.296	0.278
shrunk	shrunk	0.163	0.354	0.218
shrunken	shrunken	0.500	0.373	0.221
shudder	גרויל	0.344	0.791	0.559
shuddering	shuddering	0.302	0.802	0.638
shuffle	שאַרן	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	שאַפלינג	0.521	0.408	0.293
shun	shun	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	פאַרמאַכן	0.240	0.352	0.311
shutdown	שאַטדאַון	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	לאָדן	0.191	0.380	0.482
shuttle	וועבשיפל	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	shy	0.280	0.153	0.132
shyness	שיץ	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	siblings	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	קראַנק	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	sicken	0.051	0.500	0.294
sickening	sickening	0.074	0.618	0.259
sickle	סאַרל	0.427	0.585	0.370
sickly	קראַנק	0.188	0.550	0.191
sickness	קרענק	0.094	0.704	0.288
side	זייַט	0.439	0.288	0.395
sidearm	sidearm	0.410	0.474	0.500
sidebar	sidebar	0.469	0.364	0.405
sideboard	sideboard	0.590	0.259	0.426
sideburns	sideburns	0.777	0.327	0.308
sidecar	סידעקאַר	0.552	0.449	0.500
sidekick	sidekick	0.602	0.439	0.509
sideline	sideline	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	סידעספּ	0.378	0.559	0.407
sidewalk	sidewalk	0.479	0.192	0.348
sideways	sideways	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	זידלען	0.271	0.750	0.567
siesta	סיעסטאַ	0.740	0.046	0.295
sieve	זיפּ	0.459	0.250	0.333
sift	סיפט	0.542	0.412	0.461
sifting	סיפטינג	0.571	0.469	0.474
sigh	sigh	0.469	0.387	0.273
sight	sight	0.684	0.250	0.528
sighting	sighting	0.582	0.560	0.627
sightseeing	sightseeing	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	צייכן	0.620	0.481	0.397
signal	סיגנאַל	0.615	0.417	0.464
signature	כסימע	0.570	0.422	0.657
significance	באַטייַט	0.820	0.460	0.644
significant	באַטייַטיק	0.827	0.649	0.786
signification	signification	0.583	0.337	0.530
signify	באַטראַכטן	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	שטילקייַט	0.438	0.200	0.223
silencer	סילענסער	0.417	0.356	0.482
silent	שטיל	0.469	0.125	0.280
silently	בישטיקע	0.448	0.185	0.306
silhouette	סילאַוועט	0.582	0.410	0.288
silicon	סיליציום	0.439	0.448	0.445
silicone	סיליקאָנע	0.480	0.340	0.333
silk	זייַד	0.760	0.115	0.300
silken	זייַד	0.730	0.265	0.394
silky	סילקי	0.802	0.397	0.271
sill	sill	0.433	0.375	0.324
silliness	silliness	0.327	0.368	0.192
silly	נאַריש	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	silt	0.510	0.269	0.200
silver	זילבער	0.684	0.451	0.615
silverware	זילבער	0.663	0.365	0.409
silvery	זילבערן	0.543	0.460	0.517
similar	ענלעך	0.562	0.250	0.423
similarity	ענלעכקייַט	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	מליען	0.650	0.293	0.393
simmering	simmering	0.382	0.613	0.412
simple	simple	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	פאַרוואַלטונג	0.429	0.144	0.358
simplicity	פּאַשטעס	0.667	0.250	0.337
simplify	פאַרפּאָשעטערן	0.565	0.347	0.602
simplistic	סימפּליסטיק	0.490	0.245	0.391
simply	פשוט	0.535	0.148	0.393
simulate	סימולירן	0.551	0.375	0.417
simulated	סימיאַלייטיד	0.500	0.461	0.356
simulating	סימיאַלייטינג	0.552	0.462	0.481
simulation	סימיאַליישאַן	0.552	0.574	0.567
simulator	סימיאַלייטער	0.677	0.559	0.583
simultaneous	סיימאַלטייניאַס	0.691	0.577	0.554
simultaneously	סיימאַלטייניאַסלי	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	אָפנהאַרציק	0.918	0.265	0.725
sincerity	אָפנהאַרציק	0.908	0.351	0.686
sinful	זינדיק	0.143	0.788	0.417
sing	זינגען	0.858	0.606	0.420
singer	זינגער	0.802	0.735	0.628
singing	זינגען	0.885	0.594	0.528
single	איין	0.291	0.354	0.259
singly	singly	0.553	0.354	0.466
singular	singular	0.610	0.302	0.482
singularity	יינציקייט	0.582	0.348	0.654
singularly	סינגגיאַלערלי	0.571	0.330	0.527
sinister	זינדיקער	0.125	0.896	0.581
sink	זינקען	0.375	0.439	0.322
sinker	sinker	0.302	0.557	0.538
sinking	sinking	0.135	0.439	0.342
sinner	זינדיקער	0.237	0.667	0.356
sinning	זינדיק	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	סיפּ	0.375	0.380	0.213
siphon	סיפאָן	0.354	0.333	0.435
sipping	סיפּינג	0.469	0.349	0.377
sir	האר	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	siren	0.570	0.627	0.500
sirloin	sirloin	0.546	0.418	0.373
sissy	sissy	0.333	0.562	0.232
sister	שוועסטער	0.916	0.324	0.562
sisterhood	sisterhood	0.837	0.415	0.696
sit	זיצן	0.561	0.230	0.368
sitcom	סיטעקאָם	0.562	0.537	0.407
site	פּלאַץ	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	סיטער	0.656	0.429	0.404
sitting	זיצן	0.561	0.146	0.353
situate	סיטואַטעד	0.510	0.310	0.483
situated	סיטשוייטיד	0.542	0.231	0.543
situation	סיטואַציע	0.531	0.387	0.600
six	six	0.500	0.154	0.271
sixpence	זעקספּענס	0.469	0.417	0.463
sixteen	זעכצן	0.583	0.290	0.324
sixth	זעקסט	0.521	0.275	0.366
sixty	זעכציק	0.694	0.240	0.433
sizable	sizable	0.727	0.337	0.657
size	size	0.531	0.336	0.569
sizzle	sizzle	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	גליטשער	0.740	0.653	0.508
skateboard	סקייטבאָרד	0.677	0.550	0.353
skater	סקאַטער	0.633	0.774	0.652
skating	סקאַטינג	0.745	0.673	0.435
skedaddle	סקידאַדדלע	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	קייט	0.449	0.372	0.287
skeletal	סקעלעטאַל	0.306	0.558	0.318
skeleton	סקעלעט	0.183	0.464	0.343
skeptic	סקעפּטיקער	0.135	0.440	0.500
skeptical	סקעפּטיקאַל	0.207	0.500	0.452
skepticism	סקעפּטיסיזאַם	0.229	0.480	0.582
sketch	sketch	0.704	0.276	0.420
sketching	סקעטש	0.729	0.327	0.400
sketchy	סקעטטשי	0.333	0.479	0.241
skewed	סקיוזד	0.340	0.480	0.361
skewer	skewer	0.470	0.365	0.457
ski	אייז גליטשן	0.684	0.670	0.471
skid	גליטשער	0.357	0.640	0.440
skier	skier	0.802	0.788	0.639
skiff	סקיף	0.479	0.375	0.472
skiing	סקיינג	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	בקיעס	0.847	0.701	0.833
skilled	qualified	0.886	0.614	0.929
skillet	סקילאַט	0.510	0.296	0.345
skillful	skillful	0.802	0.616	0.908
skim	אָפּשפּרונג	0.418	0.328	0.322
skimpy	סקימפּי	0.302	0.349	0.208
skin	הויט	0.569	0.350	0.395
skinny	מאָגער	0.333	0.333	0.298
skip	skip	0.458	0.804	0.439
skipper	skipper	0.440	0.577	0.692
skirmish	צונויפשטויס	0.290	0.640	0.474
skirt	רעקל	0.602	0.463	0.226
skirting	skirting	0.449	0.529	0.386
skirts	סקערץ	0.622	0.538	0.241
skit	skit	0.438	0.434	0.421
skittish	skittish	0.156	0.815	0.172
skull	שאַרבן	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	הימל	0.958	0.234	0.401
skylight	skylight	0.708	0.314	0.343
skyline	skyline	0.592	0.412	0.662
skyscraper	סקייסקרייפּער	0.622	0.696	0.798
slab	פּלאַטע	0.398	0.265	0.264
slack	לויז	0.521	0.283	0.446
slag	סלאַג	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	סלאַמער	0.417	0.565	0.391
slander	רעכילעס	0.184	0.604	0.454
slanderous	רילייאַבלי	0.057	0.800	0.337
slang	סלענג	0.479	0.418	0.491
slant	slant	0.469	0.396	0.536
slap	slap	0.100	0.804	0.518
slash	צעהאַקן	0.260	0.500	0.509
slashes	סלאַשיז	0.330	0.328	0.410
slate	שיווערשטיין	0.531	0.283	0.431
slates	slates	0.500	0.270	0.342
slaughter	שחיטה	0.052	0.953	0.602
slaughterhouse	שחיטה	0.146	0.794	0.472
slaughtering	שחיטה	0.133	0.947	0.714
slave	קנעכט	0.171	0.795	0.151
slavery	קנעכטשאפט	0.052	0.783	0.218
slay	טייטן	0.133	0.920	0.585
slayer	סלייַער	0.041	0.930	0.661
sleaze	סליז	0.312	0.538	0.405
sleazy	sleazy	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	סלעדינג	0.625	0.547	0.422
sledge	סליד	0.646	0.500	0.361
sledgehammer	סלידגעהאַממער	0.449	0.479	0.482
sleek	גליטשיק	0.750	0.484	0.643
sleep	שלאָף	0.719	0.090	0.339
sleeper	סליפּער	0.640	0.154	0.254
sleeping	שלאָפן	0.704	0.091	0.312
sleepless	sleepless	0.213	0.410	0.207
sleeplessness	סליפּעססנאַס	0.104	0.604	0.202
sleepover	sleepover	0.815	0.519	0.340
sleepy	פאַרשלאָפן	0.604	0.125	0.250
sleepyhead	sleepyhead	0.327	0.350	0.294
sleet	שניי	0.410	0.355	0.395
sleeve	אַרבל	0.531	0.270	0.273
sleeveless	sleeveless	0.638	0.290	0.200
sleigh	שליטן	0.742	0.551	0.396
sleight	סלייט	0.719	0.677	0.379
slender	שלאַנק	0.812	0.548	0.664
sleuth	גלאַט	0.460	0.633	0.676
slice	רעפטל	0.583	0.375	0.303
slick	גליטשיק	0.388	0.383	0.349
slicker	slicker	0.727	0.387	0.519
slide	רוק	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	סליידינג	0.356	0.730	0.491
slight	קליין	0.521	0.240	0.155
slight anticipation	קליין אַנטיסאַפּיישאַן	0.562	0.490	0.445
slight disgust	קליין עקל	0.156	0.578	0.318
slight surprise	קליין יבערראַשן	0.677	0.746	0.557
slight trust	קליין צוטרוי	0.306	0.400	0.245
slightly	אַ ביסל	0.470	0.274	0.255
slightly negative	אַ ביסל נעגאַטיוו	0.190	0.472	0.259
slightly positive	אַ ביסל positive	0.792	0.480	0.567
slim	קליינטשיק	0.562	0.180	0.296
slime	שלייַם	0.300	0.370	0.183
slimy	קליינטשיק	0.177	0.500	0.309
sling	sling	0.417	0.423	0.404
slingshot	שפּראָץ	0.323	0.654	0.474
slink	slink	0.460	0.546	0.314
slinky	סלינקי	0.400	0.637	0.603
slip	slip	0.316	0.714	0.321
slipper	slipper	0.635	0.298	0.245
slippers	סליפּערז	0.573	0.413	0.236
slippery	גליטשיק	0.219	0.740	0.343
slit	שפּעלטל	0.406	0.490	0.366
sliver	שפּענדל	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	סלאַבבער	0.350	0.375	0.278
slogan	קלאָץ	0.550	0.216	0.564
sloop	sloop	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	שיפּוע	0.347	0.438	0.279
sloppy	סלאַפּי	0.303	0.441	0.183
slot	שפּעלטל	0.469	0.337	0.337
sloth	סלאַט	0.198	0.140	0.125
slouch	סלאָוטש	0.365	0.450	0.328
slough	סלאָו	0.265	0.390	0.200
slow	פּאַמעלעך	0.357	0.073	0.131
slowly	פּאַמעלעך	0.427	0.185	0.295
slowness	סלאָונאַס	0.302	0.212	0.191
sludge	סלאַדזש	0.354	0.396	0.229
slug	מעטאַלכל	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	פויל	0.224	0.124	0.155
sluice	קלאָץ	0.427	0.520	0.365
slum	slum	0.292	0.528	0.302
slumber	שלאָף	0.592	0.191	0.426
slump	שפּרינגען	0.194	0.438	0.130
slur	slur	0.115	0.814	0.427
slurp	slurp	0.540	0.528	0.411
slush	סלאַש	0.427	0.283	0.296
slut	slut	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	כיטרע	0.573	0.690	0.750
smack	סמאַק	0.323	0.662	0.381
small	קליין	0.542	0.205	0.120
smaller	קלענערער	0.300	0.310	0.179
smallest	קלענסטער	0.281	0.340	0.129
smallpox	פיעלדס	0.156	0.583	0.222
smart	smart	0.906	0.607	0.923
smartass	סמאַרטאַס	0.364	0.520	0.620
smarten	סמאַרטען	0.602	0.490	0.551
smarty	smarty	0.673	0.510	0.848
smash	צעברעכן	0.195	0.692	0.530
smashed	סמאַשעד	0.143	0.660	0.256
smattering	סמאַטערינג	0.448	0.460	0.500
smear	שמיר	0.230	0.433	0.400
smell	רייעך	0.510	0.520	0.330
smelling	סמעלינג	0.458	0.481	0.349
smelly	סמעלי	0.100	0.528	0.245
smelt	שמעלצן	0.333	0.441	0.345
smidgen	סמידגען	0.367	0.385	0.357
smile	שמייכל	0.906	0.598	0.618
smiled	סמיילד	0.949	0.530	0.536
smiles	סמיילז	0.892	0.606	0.607
smiley	סמיילי	0.865	0.470	0.571
smiling	סמיילינג	0.981	0.679	0.625
