Word	Greek-el	Valence	Arousal	Dominance
torrid	καυστικός	0.281	0.625	0.517
torsion	συστροφή	0.312	0.651	0.402
torso	κορμός σώματος	0.408	0.394	0.473
tort	αδίκημα	0.229	0.635	0.455
tortious	επιθετική	0.312	0.724	0.491
tortoise	χελώνα	0.673	0.078	0.250
tortuous	ελικοειδής	0.194	0.755	0.382
torture	βασανιστήριο	0.115	0.878	0.555
tortured	βασανίστηκε	0.062	0.890	0.361
toss	τινάσσω	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	σύνολο	0.771	0.286	0.714
totality	ολότητα	0.688	0.443	0.717
totally	εντελώς	0.820	0.422	0.702
tote	φέρω	0.510	0.398	0.625
totem	τοτέμ	0.639	0.350	0.571
touch	αφή	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	συγκενημένος	0.592	0.380	0.404
touching	αφορών	0.760	0.439	0.491
touchy	ευαίσθητος	0.323	0.510	0.343
tough	σκληρός	0.344	0.588	0.742
toughen	σκληρύνω	0.458	0.683	0.711
toughness	σκληρότητα	0.552	0.618	0.837
toupee	τουπή	0.323	0.270	0.324
tour	περιοδεία	0.663	0.545	0.543
tourism	ο ΤΟΥΡΙΣΜΟΣ	0.823	0.531	0.545
tourist	τουρίστας	0.745	0.480	0.430
tourmaline	είδος πολύτιμου λίθου	0.448	0.513	0.441
tournament	τουρνουά	0.694	0.740	0.611
tourniquet	αιμοστατικός επίδεσμος	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	ρυμούλκηση	0.531	0.500	0.508
towel	πετσέτα	0.630	0.208	0.286
tower	πύργος	0.606	0.380	0.644
towering	πανυψηλός	0.500	0.690	0.806
town	πόλη	0.551	0.299	0.627
townhouse	αρχοντικό	0.622	0.400	0.443
township	δήμος	0.531	0.292	0.667
townspeople	αστοί	0.677	0.466	0.569
toxic	τοξικός	0.008	0.885	0.492
toxicity	τοξικότητα	0.104	0.865	0.491
toxicology	τοξικολογία	0.302	0.736	0.574
toxin	τοξίνη	0.115	0.654	0.456
toy	παιχνίδι	0.878	0.420	0.275
toymaker	κατασκευαστής παιχνιδιών	0.755	0.510	0.536
trace	ίχνος	0.573	0.346	0.483
traceable	ανιχνεύσιμος	0.602	0.370	0.535
tracer	ιχνηλάτης	0.573	0.327	0.645
traces	ίχνη	0.482	0.448	0.389
trachea	τραχεία	0.448	0.509	0.387
tracing	ιχνηλασία	0.418	0.591	0.565
track	πίστα	0.448	0.433	0.526
tracker	ιχνηλάτης	0.398	0.744	0.731
tract	έκταση	0.406	0.422	0.339
tractable	ήμερος	0.635	0.500	0.469
traction	έλξη	0.429	0.585	0.648
tractor	τρακτέρ	0.449	0.580	0.619
trade	εμπορικές συναλλαγές	0.561	0.544	0.690
trademark	εμπορικό σήμα	0.667	0.344	0.750
trader	έμπορος	0.562	0.632	0.854
tradesman	βιοτέχνης	0.531	0.431	0.664
trading	εμπορία	0.635	0.602	0.705
tradition	παράδοση	0.830	0.430	0.750
traditional	παραδοσιακός	0.677	0.221	0.604
traffic	ΚΙΝΗΣΗ στους ΔΡΟΜΟΥΣ	0.323	0.559	0.518
traffic light	φανάρι	0.490	0.469	0.479
trafficking	εμπόριο	0.250	0.710	0.399
tragedies	τραγωδίες	0.100	0.910	0.442
tragedy	τραγωδία	0.052	0.843	0.340
tragic	τραγικός	0.048	0.904	0.396
trail	μονοπάτι	0.600	0.322	0.455
trailer	τροχόσπιτο	0.541	0.490	0.473
train	τρένο	0.666	0.705	0.620
train set	Σετ τρένων	0.604	0.598	0.464
trained	εκπαιδευμένο	0.771	0.538	0.645
trainee	ασκούμενος	0.627	0.408	0.352
trainer	προπονητής	0.698	0.719	0.824
training	εκπαίδευση	0.714	0.776	0.788
trait	χαρακτηριστικό	0.469	0.365	0.453
traitor	προδότης	0.112	0.796	0.491
traitorous	προδοτικός	0.073	0.745	0.412
trajectory	τροχιά	0.653	0.558	0.779
tram	τραμ	0.667	0.628	0.492
tramp	αλήτης	0.108	0.510	0.182
trample	τσαλαπατώ	0.235	0.764	0.562
trampoline	σουμιές	0.604	0.690	0.391
tramway	τραμ	0.615	0.538	0.543
trance	έκσταση	0.469	0.481	0.382
tranquil	γαλήνιος	0.917	0.094	0.355
tranquility	γαλήνη	0.840	0.135	0.442
tranquilizer	ηρεμιστικό	0.510	0.236	0.596
transact	διεξάγω	0.521	0.625	0.680
transaction	συναλλαγή	0.650	0.577	0.579
transatlantic	υπερατλαντικός	0.724	0.596	0.706
transceiver	πομποδέκτης	0.510	0.490	0.537
transcend	υπερβαίνω	0.604	0.771	0.726
transcendence	υπέρβαση	0.656	0.608	0.754
transcendent	υπερβατικός	0.667	0.600	0.824
transcendental	υπερφυσικός	0.635	0.652	0.842
transcribe	αντιγράφω	0.500	0.394	0.573
transcriber	αντιγραφέας	0.490	0.420	0.615
transcript	αντίγραφο	0.639	0.398	0.528
transcription	μεταγραφή	0.592	0.455	0.615
transfer	ΜΕΤΑΦΟΡΑ	0.702	0.490	0.519
transference	μεταφορά	0.592	0.294	0.551
transferred	μεταφερθεί	0.480	0.450	0.409
transfixed	διορθωμένο	0.427	0.660	0.528
transform	μεταμορφώνω	0.735	0.667	0.696
transformation	μεταμόρφωση	0.796	0.618	0.770
transformer	μετασχηματιστής	0.582	0.582	0.723
transfusion	μετάγγιση	0.417	0.730	0.557
transgression	παράβαση	0.158	0.890	0.611
transient	παροδικός	0.510	0.405	0.430
transistor	τρανζίστορ	0.480	0.480	0.444
transit	διαμετακόμιση	0.439	0.590	0.588
transition	μετάβαση	0.605	0.561	0.558
transitional	μεταβατικός	0.573	0.472	0.491
transitive	μεταβατικός	0.479	0.377	0.414
transitory	παροδικός	0.438	0.450	0.407
translate	μεταφράζω	0.604	0.423	0.462
translation	μετάφραση	0.633	0.435	0.598
translator	μεταφράστης	0.760	0.412	0.473
translocation	μετατόπιση	0.367	0.612	0.564
translucent	ημιδιαφανής	0.600	0.500	0.389
transmission	μετάδοση	0.688	0.490	0.611
transmit	διαβιβάζει	0.836	0.581	0.673
transmitter	πομπός	0.520	0.511	0.719
transmutation	μετατροπή	0.438	0.740	0.737
transom	ανώφλιο	0.375	0.385	0.417
transparency	διαφάνεια	0.847	0.260	0.587
transparent	διαφανής	0.542	0.330	0.667
transplant	μεταμόσχευση	0.445	0.806	0.620
transplantation	μεταφύτευση	0.531	0.694	0.610
transponder	αναμεταδότη	0.564	0.575	0.565
transport	μεταφορά	0.613	0.627	0.605
transportation	Μεταφορά	0.667	0.560	0.472
transporter	μεταφορέας	0.615	0.625	0.750
transpose	μεταθέτω	0.440	0.585	0.467
transposition	μετάθεση	0.312	0.451	0.555
transsexual	τρανσέξουαλ	0.264	0.815	0.423
transverse	εγκάρσιος	0.429	0.429	0.525
transvestite	τραβεστί	0.270	0.675	0.373
trap	παγίδα	0.104	0.610	0.391
trapdoor	παγίδα	0.094	0.670	0.462
trapeze	τραπέζιο	0.542	0.625	0.566
trapped	παγιδευμένοι	0.135	0.615	0.380
trapper	κυνηγός	0.296	0.654	0.491
trapping	παγίδευση	0.333	0.621	0.491
trappings	στολίδια	0.458	0.462	0.370
traps	παγίδες	0.235	0.673	0.481
trash	Σκουπίδια	0.163	0.541	0.154
trashy	άχρηστος	0.071	0.380	0.161
trauma	τραύμα	0.112	0.792	0.453
traumatic	τραυματικός	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	ταξίδι	0.931	0.689	0.535
traveler	ταξιδιώτης	0.837	0.571	0.700
traveling	ταξίδια	0.900	0.750	0.582
traverse	διασχίζω	0.571	0.590	0.629
travesty	παρωδία	0.354	0.644	0.407
trawl	τράτα	0.255	0.590	0.464
trawler	αλιέας	0.316	0.430	0.405
tray	δίσκος	0.549	0.250	0.345
treacherous	επίβουλος	0.112	0.815	0.402
treachery	προδοσία	0.104	0.852	0.448
tread	πάτημα	0.510	0.520	0.426
treadmill	ΗΛΕΚΤΡΙΚΟΣ ΔΙΑΔΡΟΜΟΣ	0.459	0.636	0.436
treason	προδοσία	0.094	0.806	0.552
treasure	θησαυρός	0.927	0.592	0.821
treasured	πολύτιμη	0.849	0.471	0.730
treasurer	ταμίας	0.694	0.456	0.755
treasures	θησαυρούς	0.867	0.771	0.842
treasury	ταμείο	0.812	0.541	0.736
treat	θεραπεύω	0.573	0.571	0.436
treatable	θεραπεύσιμος	0.780	0.302	0.560
treatise	πραγματεία	0.604	0.407	0.613
treatment	θεραπεία	0.663	0.386	0.620
treaty	συνθήκη	0.646	0.382	0.667
treble	τριπλάσιος	0.358	0.471	0.466
tree	δέντρο	0.670	0.118	0.442
trees	δέντρα	0.653	0.137	0.537
trek	ταξίδι	0.469	0.530	0.535
trellis	καφασωτό	0.299	0.500	0.389
tremble	τρέμω	0.177	0.878	0.388
trembling	τρόμος	0.177	0.824	0.324
tremendous	καταπληκτικός	0.600	0.888	0.773
tremendously	τρομερά	0.719	0.722	0.661
tremor	τρόμος	0.104	0.833	0.455
trench	χαράκωμα	0.429	0.760	0.429
trend	τάση	0.625	0.458	0.706
trending	τάση	0.750	0.472	0.600
trendy	μοντέρνο	0.713	0.520	0.536
trepidation	τρόμος	0.582	0.594	0.464
trespass	παράπτωμα	0.229	0.670	0.613
triad	τριάδα	0.469	0.413	0.528
triage	ταξινόμηση	0.398	0.433	0.479
trial	δίκη	0.438	0.663	0.612
triangle	τρίγωνο	0.562	0.269	0.352
triangular	τριγωνικός	0.430	0.320	0.397
triangulate	τριγωνίζω	0.408	0.380	0.517
triathlon	τρίαθλο	0.521	0.853	0.663
tribal	φυλής	0.417	0.404	0.482
tribe	φυλή	0.664	0.486	0.516
tribulation	δοκιμασία	0.448	0.612	0.484
tribunal	δικαστήριο	0.410	0.670	0.797
tribune	βήμα	0.610	0.585	0.556
tributary	παραπόταμος	0.615	0.463	0.616
tribute	φόρος	0.684	0.573	0.700
trick	τέχνασμα	0.542	0.700	0.409
trickery	απάτη	0.146	0.798	0.336
trickle	στάλα	0.500	0.196	0.231
trickster	κατεργάρης	0.375	0.680	0.446
tricky	πονηρός	0.219	0.651	0.500
tricycle	τρίκυκλο	0.633	0.402	0.368
trident	τρίαινα	0.403	0.606	0.609
trifle	σαχλαμάρα	0.271	0.296	0.221
trifling	ασήμαντος	0.375	0.418	0.183
trig	κομψός	0.438	0.417	0.415
trigger	δώσει το έναυσμα για	0.271	0.804	0.660
trigonometry	τριγωνομετρία	0.396	0.400	0.616
trillion	τρισεκατομμύριο	0.592	0.420	0.623
trilogy	τριλογία	0.615	0.520	0.664
trim	τακτοποίηση	0.500	0.466	0.430
trimester	τρίμηνο	0.783	0.336	0.538
trimmer	καιροσκόπος	0.260	0.548	0.529
trimming	γαρνίρισμα	0.500	0.478	0.325
trine	τρίγωνο	0.396	0.365	0.317
trinity	τριάδα	0.635	0.346	0.660
trinket	μπιχλιμπίδι	0.521	0.352	0.368
trio	μουσικό τρίο	0.521	0.613	0.473
trip	ταξίδι	0.875	0.643	0.538
tripartite	τριμερής	0.500	0.480	0.539
tripe	πατσάς	0.312	0.361	0.438
triple	τριπλούς	0.585	0.385	0.481
triplet	τρίδυμα	0.622	0.510	0.618
triplicate	τριπλούς	0.684	0.545	0.717
tripod	τρίποδο	0.406	0.388	0.483
tripping	ανάλαφρος	0.276	0.594	0.293
trite	κοινότυπος	0.458	0.418	0.290
tritium	τρίτιο	0.412	0.471	0.422
triumph	θρίαμβος	0.969	0.798	0.926
triumphant	θριαμβευτικός	0.949	0.837	0.972
trivia	ασήμαντα πράγματα	0.690	0.490	0.473
trivial	ασήμαντος	0.406	0.387	0.337
troll	γίγας	0.378	0.627	0.327
trolley	τρόλεϋ	0.562	0.558	0.464
trombone	τρομπόνι	0.562	0.500	0.500
troop	ομάδα	0.375	0.696	0.750
trooper	ιππέας	0.458	0.694	0.713
troops	στρατεύματα	0.385	0.718	0.804
trophy	τρόπαιο	0.947	0.643	0.676
tropic	τροπικός	0.740	0.529	0.536
tropical	τροπικός	0.740	0.461	0.509
tropics	τροπικές χώρες	0.740	0.383	0.412
trot	τριποδισμός	0.531	0.664	0.396
trouble	ταλαιπωρία	0.135	0.811	0.452
troubled	προβλήματα	0.167	0.627	0.385
troublemaker	ταραχοποιός	0.260	0.900	0.596
troubles	προβλήματα	0.051	0.854	0.269
troublesome	ενοχλητικός	0.283	0.894	0.404
trough	σκάφη	0.500	0.308	0.340
troupe	θίασος	0.625	0.406	0.557
trousers	παντελόνι	0.625	0.314	0.442
trout	τρώκτης	0.516	0.387	0.298
trowel	μυστρίο	0.470	0.418	0.250
truce	εκεχειρία	0.688	0.441	0.453
truck	φορτηγό	0.531	0.368	0.546
trucker	οδηγός φορτηγού	0.494	0.609	0.500
truckload	truckload	0.480	0.450	0.534
truculent	σκληρός	0.210	0.731	0.498
true	ΑΛΗΘΗΣ	0.896	0.436	0.777
truelove	αληθινή αγάπη	0.860	0.600	0.587
truffle	ύτανο	0.677	0.323	0.418
truism	κοινοτυπία	0.521	0.422	0.480
trump	ατού	0.640	0.716	0.898
trumpet	τρομπέτα	0.573	0.570	0.393
trumpeter	σαλπιγκτής	0.673	0.600	0.676
truncate	κολοβός	0.323	0.600	0.412
truncated	κολοβός	0.316	0.602	0.439
trundle	κυλίω	0.507	0.270	0.414
trunk	κορμός	0.271	0.167	0.404
truss	δένω	0.521	0.482	0.569
trust	εμπιστοσύνη	0.888	0.547	0.741
trustee	θεματοφύλακας	0.531	0.442	0.658
trusting	εμπιστευόμενος	0.857	0.508	0.750
trustworthy	αξιόπιστος	0.969	0.315	0.824
trusty	έμπιστος	0.863	0.398	0.696
truth	αλήθεια	0.971	0.400	0.685
truthful	αληθής	0.708	0.467	0.807
truthfulness	φιλαλήθεια	0.920	0.549	0.808
try	δοκιμάστε	0.604	0.551	0.556
tryout	δοκίμασε	0.459	0.539	0.472
tryouts	δοκιμές	0.490	0.602	0.594
tsunami	τσουνάμι	0.042	0.944	0.684
tub	μπάνιο	0.449	0.235	0.265
tuba	τούμπα	0.542	0.402	0.381
tubby	βαρελοειδής	0.427	0.423	0.353
tube	σωλήνας	0.418	0.279	0.409
tuberculosis	φυματίωση	0.214	0.519	0.424
tubing	σωλήνωση	0.438	0.363	0.358
tubular	σωληνοειδής	0.458	0.361	0.464
tubule	σωληνάριο	0.500	0.330	0.333
tuck	πιέτα	0.367	0.473	0.361
tucker	κουράζω	0.475	0.558	0.429
tuesday	Τρίτη	0.469	0.184	0.330
tufted	φουντωτός	0.500	0.510	0.406
tug	ρυμουλκό	0.320	0.604	0.558
tugboat	ρυμουλκό πλοίο	0.271	0.510	0.652
tuition	δίδακτρα	0.531	0.372	0.436
tulip	τουλίπα	0.730	0.189	0.356
tumble	κατρακύλισμα	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	τριαντάφυλλο	0.312	0.471	0.427
tummy	κοιλιά	0.427	0.365	0.230
tumor	όγκος	0.102	0.664	0.324
tumour	όγκος	0.092	0.627	0.464
tumult	θόρυβος	0.271	0.640	0.636
tumultuous	ταραχώδης	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	τόνος	0.531	0.386	0.304
tunable	τονιστός	0.510	0.364	0.582
tune	αρμονία	0.708	0.479	0.426
tunic	χιτώνας	0.531	0.248	0.391
tuning	κούρδισμα	0.719	0.390	0.635
tunnel	σήραγγα	0.312	0.490	0.412
turban	τουρμπάνι	0.469	0.386	0.426
turbidity	θολότητα	0.184	0.607	0.393
turbine	τουρμπίνα	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	ταραχή	0.062	0.922	0.532
turbulent	ταραχώδης	0.302	0.792	0.612
turd	σβουνιά	0.240	0.519	0.383
turf	χλόη	0.531	0.192	0.295
turkey	Τουρκία	0.634	0.245	0.247
turmeric	κουρκούμη	0.542	0.316	0.312
turmoil	αναταραχή	0.198	0.888	0.417
turn	στροφή	0.531	0.398	0.482
turnaround	ανάκαμψη	0.560	0.654	0.407
turned	γύρισε	0.630	0.538	0.583
turning	στροφή	0.510	0.684	0.420
turnip	γογγύλι	0.561	0.183	0.254
turnkey	δεσμοφύλαξ	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	αποδεικνύονται	0.641	0.692	0.898
turnover	τζίρος	0.490	0.392	0.512
turnpike	δρόμος με διοδία	0.459	0.434	0.462
turntable	περιστροφική πλάκα	0.531	0.455	0.406
turpentine	νέφτι	0.320	0.539	0.571
turquoise	τουρκουάζ	0.786	0.226	0.357
turret	πυργίσκος	0.494	0.500	0.588
turtle	χελώνα	0.291	0.102	0.271
turtleneck	με αναγύριστο γιακά	0.583	0.398	0.327
tussle	συμπλοκή	0.333	0.919	0.691
tutelage	κηδεμονία	0.393	0.442	0.609
tutor	παιδαγωγός	0.750	0.346	0.826
tutoring	διδασκαλία	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	σμόκιν	0.531	0.365	0.462
tuxedo	σμόκιν	0.694	0.354	0.519
tv	τηλεόραση	0.622	0.380	0.393
twain	δυο	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	τσιμπιά	0.440	0.462	0.452
tweed	τουίντ	0.510	0.440	0.412
tweet	τιτίβισμα	0.659	0.490	0.537
tweezers	τσιμπιδακι ΦΡΥΔΙΩΝ	0.493	0.408	0.295
twelfth	δωδέκατος	0.521	0.292	0.527
twelve	δώδεκα	0.490	0.298	0.412
twentieth	εικοστός	0.469	0.297	0.346
twenty	είκοσι	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	κλαδάκι	0.378	0.288	0.236
twilight	λυκόφως	0.622	0.341	0.633
twill	υφαίνω διαγωνίως	0.449	0.415	0.353
twin	δίδυμο	0.688	0.363	0.453
twine	σπάγγος	0.521	0.380	0.337
twinge	σούβλισμα	0.316	0.720	0.471
twinkle	ανοιγοκλείω τα βλέφαρα	0.719	0.724	0.610
twins	δίδυμα	0.760	0.473	0.602
twirl	στριφογύρισμα	0.552	0.647	0.409
twist	συστροφή	0.375	0.469	0.337
twisted	συνεστραμμένο	0.071	0.736	0.311
twister	ανεμοστρόβιλος	0.330	0.680	0.647
twit	χαζός	0.194	0.653	0.198
twitch	τράβηγμα	0.510	0.740	0.548
twitching	συστροφή	0.292	0.700	0.482
twitchy	σπασμωδικές	0.094	0.918	0.281
two	δύο	0.520	0.200	0.404
two step	δύο βήματα	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	διπλάσιος	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	μεγιστάνας	0.682	0.596	0.867
tyke	παληόσκυλο	0.500	0.388	0.300
type	τύπος	0.500	0.284	0.364
typewriter	γραφομηχανή	0.542	0.373	0.418
typhoid	τυφοειδής	0.265	0.458	0.401
typhoon	τυφώνας	0.323	0.796	0.697
typical	τυπικός	0.635	0.206	0.426
typically	τυπικά	0.569	0.377	0.559
typist	δακτυλογράφος	0.551	0.559	0.528
typo	τυπογραφικό λάθος	0.224	0.415	0.255
typography	τυπογραφία	0.480	0.334	0.574
tyrannical	τυραννικός	0.167	0.860	0.731
tyranny	τυραννία	0.112	0.792	0.705
tyrant	τύραννος	0.115	0.850	0.683
tyre	λάστιχο	0.480	0.358	0.407
ubiquitous	πανταχού παρών	0.635	0.571	0.884
ubiquity	πανταχού παρουσία	0.578	0.490	0.595
ugliness	ασχημία	0.094	0.407	0.267
ugly	άσχημος	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	μικρή κιθάρα	0.513	0.358	0.365
ulcer	έλκος	0.286	0.596	0.377
ulterior	απώτερος	0.375	0.509	0.490
ultimate	τελικός	0.648	0.645	0.544
ultimately	τελικά	0.385	0.480	0.558
ultimatum	τελεσίγραφο	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	υπέρηχος	0.573	0.594	0.600
ultraviolet	υπεριώδης	0.604	0.448	0.673
umbilical	ομφαλικός	0.398	0.406	0.333
umbra	σκιά	0.408	0.400	0.337
umbrella	ομπρέλα	0.583	0.246	0.255
umpire	διαιτητής	0.520	0.592	0.755
umpteen	άπειροι	0.510	0.460	0.611
unabashed	ατάραχος	0.292	0.614	0.488
unabated	αμείωτος	0.532	0.420	0.466
unable	ανίκανος	0.132	0.459	0.193
unacceptable	Απαράδεκτος	0.133	0.479	0.330
unaccompanied	ασυνόδευτος	0.292	0.376	0.297
unaccountable	ανεξήγητος	0.180	0.600	0.543
unaccounted	ανυπολόγιστα	0.410	0.338	0.361
unacknowledged	μη αναγνωρισμένο	0.240	0.269	0.116
unadulterated	ανόθευτος	0.570	0.420	0.528
unaffected	ανεπηρέαστος	0.542	0.265	0.571
unafraid	χωρίς φόβο	0.500	0.520	0.655
