Word	Swedish-sv	Valence	Arousal	Dominance
scrounge	scrounge	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	skrubba	0.417	0.420	0.500
scruffy	scruffy	0.194	0.435	0.176
scrumptious	läcker	0.959	0.650	0.566
scrupulous	noggrann	0.545	0.685	0.602
scrutinize	granska	0.458	0.587	0.573
scrutiny	granskning	0.500	0.653	0.658
scuba	dykning	0.542	0.494	0.456
scuff	skava	0.165	0.560	0.376
scuffle	handgemäng	0.146	0.800	0.529
scullery	grovkök	0.469	0.337	0.353
sculptor	skulptör	0.653	0.431	0.694
sculpture	skulptur	0.750	0.346	0.490
sculptured	skulpterade	0.708	0.373	0.557
scum	avskum	0.357	0.380	0.218
scumbag	drägg	0.240	0.591	0.278
scurry	springa	0.398	0.647	0.509
scurvy	skörbjugg	0.354	0.462	0.312
scuttle	rusa	0.438	0.398	0.430
sea	hav	0.833	0.353	0.589
seaboard	seaboarden	0.663	0.356	0.507
seafood	skaldjur	0.656	0.500	0.328
seagull	fiskmås	0.635	0.245	0.314
seal	täta	0.490	0.218	0.518
seals	tätningar	0.412	0.241	0.402
seam	söm	0.427	0.250	0.414
seaman	sjöman	0.520	0.510	0.672
seamless	sömlös	0.459	0.140	0.302
seamstress	sömmerska	0.535	0.288	0.389
seaport	sjöstad	0.594	0.317	0.491
sear	bryna	0.490	0.553	0.600
search	Sök	0.635	0.580	0.462
searching	sökande	0.534	0.657	0.466
searchlight	sökarljus	0.622	0.510	0.552
seared	seared	0.229	0.410	0.398
seashore	havsstrand	0.796	0.310	0.375
seasick	sjösjuk	0.115	0.683	0.245
seaside	havet	0.887	0.520	0.508
season	säsong	0.792	0.410	0.519
seasonal	säsong-	0.592	0.273	0.305
seasoned	kryddat	0.812	0.570	0.509
seasoning	krydda	0.633	0.388	0.479
seat	sittplats	0.542	0.281	0.434
seatbelt	säkerhetsbälte	0.656	0.314	0.726
seating	sittplatser	0.552	0.265	0.286
seawater	havsvatten	0.760	0.197	0.491
seaweed	tång	0.446	0.286	0.382
sec	sek	0.490	0.385	0.380
secession	secession	0.323	0.561	0.509
secluded	avskild	0.357	0.265	0.240
seclusion	avskildhet	0.230	0.558	0.505
second	andra	0.490	0.210	0.250
second cousin	andra kusin	0.698	0.360	0.441
secondary	sekundär	0.636	0.375	0.260
secondhand	andrahand	0.194	0.389	0.283
secrecy	sekretess	0.294	0.549	0.475
secret	hemlighet	0.479	0.580	0.509
secretariat	sekretariat	0.518	0.459	0.597
secretary	sekreterare	0.612	0.426	0.561
secrete	utsöndra	0.427	0.567	0.518
secretion	utsöndring	0.354	0.582	0.529
secretive	hemlighetsfull	0.390	0.250	0.538
secretly	i hemlighet	0.525	0.404	0.479
sect	sekt	0.265	0.667	0.526
sectarian	sekteristisk	0.260	0.606	0.517
section	sektion	0.500	0.269	0.421
sectional	sektions	0.427	0.415	0.464
sector	sektor	0.594	0.190	0.569
secular	sekulär	0.463	0.461	0.520
secularism	sekularism	0.367	0.440	0.559
secure	säkra	0.844	0.380	0.914
securities	värdepapper	0.750	0.304	0.852
security	säkerhet	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	stillsam	0.656	0.157	0.345
sedation	sedering	0.510	0.270	0.398
sedative	lugnande	0.314	0.273	0.352
sedentary	stillasittande	0.292	0.185	0.273
sedge	starr	0.406	0.396	0.339
sediment	sediment	0.438	0.306	0.372
sedimentary	sedimentär	0.398	0.265	0.500
sedition	upproriskhet	0.327	0.557	0.591
seduce	förföra	0.462	0.864	0.689
seducer	förförare	0.704	0.812	0.775
seducing	förför	0.569	0.794	0.708
seduction	förförelse	0.510	0.891	0.618
seductive	förförisk	0.771	0.821	0.667
see	se	0.635	0.269	0.312
seed	utsäde	0.656	0.135	0.306
seedling	fröplanta	0.406	0.343	0.423
seeds	frön	0.731	0.269	0.418
seedy	krasslig	0.229	0.390	0.325
seek	söka	0.622	0.429	0.482
seeker	seeker	0.646	0.464	0.553
seem	verka	0.471	0.302	0.298
seemingly	till synes	0.490	0.410	0.356
seer	siare	0.604	0.481	0.740
seesaw	gungbräda	0.570	0.559	0.410
seething	sjudande	0.312	0.821	0.642
segment	segmentet	0.469	0.290	0.440
segregate	segregera	0.290	0.627	0.440
segregated	segregerad	0.164	0.575	0.411
segregation	segregation	0.302	0.545	0.390
seismic	seismisk	0.323	0.925	0.578
seize	gripa	0.656	0.644	0.673
seizure	beslag	0.177	0.775	0.462
seldom	sällan	0.323	0.379	0.287
select	Välj	0.615	0.406	0.602
selection	urval	0.594	0.340	0.595
selective	selektiv	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	selen	0.469	0.408	0.336
self	själv	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	självisk	0.061	0.637	0.495
selfishness	själviskhet	0.200	0.686	0.453
selfless	osjälvisk	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	sälja	0.618	0.608	0.605
seller	säljare	0.635	0.471	0.635
sellout	sälja ut	0.398	0.490	0.465
seltzer	seltersvatten	0.448	0.452	0.406
semantics	semantik	0.698	0.394	0.569
semaphore	semafor	0.552	0.374	0.598
semblance	sken	0.500	0.471	0.442
semen	sädesvätska	0.500	0.755	0.471
semester	termin	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	semikolon	0.378	0.255	0.318
seminal	nyskapande	0.459	0.413	0.566
seminar	seminarium	0.583	0.360	0.623
seminary	seminarium	0.594	0.367	0.589
semiotics	semiotik	0.449	0.417	0.596
senate	senat	0.490	0.349	0.836
senator	senator	0.391	0.422	0.821
send	skicka	0.663	0.480	0.537
sender	avsändare	0.542	0.449	0.509
senescence	begynnande ålderdom	0.378	0.456	0.394
senile	senil	0.280	0.211	0.305
senior	senior	0.561	0.415	0.536
seniority	anciennitet	0.408	0.427	0.602
senor	senor	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	känsla	0.781	0.663	0.673
sensational	sensationell	0.938	0.827	0.858
sense	känsla	0.781	0.417	0.474
senseless	meningslös	0.125	0.388	0.136
senses	känner	0.740	0.461	0.693
sensibility	känslighet	0.583	0.423	0.448
sensible	förnuftig	0.625	0.454	0.312
sensibly	förnuftigt	0.786	0.337	0.396
sensitive	känslig	0.714	0.426	0.254
sensitivity	känslighet	0.750	0.417	0.395
sensor	sensor	0.571	0.377	0.542
sensory	sensorisk	0.583	0.480	0.442
sensual	sensuell	0.730	0.790	0.642
sensuality	sensualitet	0.844	0.840	0.632
sensuous	sinnlig	0.854	0.798	0.625
sentence	mening	0.625	0.265	0.548
sentencing	döma	0.120	0.782	0.561
sentient	kännande	0.583	0.417	0.363
sentiment	känsla	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentalitet	0.771	0.548	0.319
sentinel	vakt	0.531	0.602	0.845
sentry	vakt	0.470	0.547	0.684
separable	separerbar	0.469	0.390	0.368
separate	separat	0.240	0.514	0.349
separately	separat	0.310	0.365	0.368
separation	separation	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	september	0.521	0.333	0.361
septic	septisk	0.281	0.462	0.425
septum	septum	0.276	0.423	0.410
sequel	fortsättning	0.650	0.480	0.574
sequence	sekvens	0.543	0.350	0.529
sequent	Sequent	0.531	0.423	0.591
sequestered	sekvestreras	0.160	0.863	0.427
sequestration	kvarstad	0.177	0.860	0.500
serenade	serenad	0.875	0.570	0.491
serendipity	ödets lyckokast	0.677	0.413	0.500
serene	lugn	0.802	0.132	0.370
serenity	lugn	0.900	0.122	0.557
sergeant	sergeant	0.408	0.600	0.833
serial	serie-	0.469	0.350	0.472
serialize	serialisera	0.500	0.455	0.593
series	serier	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	allvarlig	0.500	0.455	0.619
seriousness	allvar	0.439	0.365	0.750
sermon	predikan	0.417	0.507	0.615
serpent	orm	0.115	0.696	0.679
serpentine	serpentin	0.576	0.646	0.329
serrated	sågtandad	0.388	0.435	0.418
serum	serum	0.520	0.231	0.443
servant	tjänare	0.340	0.408	0.331
serve	tjäna	0.622	0.400	0.384
server	server	0.656	0.356	0.536
service	service	0.684	0.408	0.535
serviceable	funktionsduglig	0.834	0.400	0.684
servile	servil	0.439	0.327	0.415
servitude	träldom	0.250	0.490	0.250
sesame	sesam	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	session	0.510	0.481	0.491
sessions	sessioner	0.646	0.578	0.650
set	uppsättning	0.521	0.482	0.630
setback	motgång	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	setter	0.541	0.455	0.473
settle	bosätta sig	0.833	0.520	0.772
settled	fast	0.521	0.510	0.473
settlement	lösning	0.635	0.412	0.723
settler	nybyggare	0.573	0.453	0.519
settlor	huvudman	0.531	0.434	0.534
setup	inrätta	0.667	0.398	0.635
seven	sju	0.672	0.265	0.373
seventeen	sjutton	0.585	0.296	0.321
seventh	sjunde	0.500	0.245	0.288
seventy	sjuttio	0.625	0.353	0.446
sever	kapa	0.156	0.635	0.451
severable	avskiljbar	0.406	0.451	0.398
severally	var för sig	0.719	0.298	0.600
severance	avgångs	0.396	0.620	0.541
severe	svår	0.164	0.735	0.635
severely	allvarligt	0.219	0.673	0.700
severity	stränghet	0.260	0.712	0.661
sew	sy	0.510	0.340	0.340
sewage	avlopp	0.255	0.343	0.339
sewer	avlopp	0.286	0.367	0.282
sewerage	avloppsnät	0.208	0.450	0.198
sewing	sömnad	0.625	0.337	0.356
sex	sex	0.803	0.939	0.704
sexist	sexistiska	0.255	0.798	0.411
sexual	sexuell	0.584	0.959	0.640
sexuality	sexualitet	0.670	0.898	0.657
sexy	sexig	0.865	0.945	0.802
shabby	sjaskig	0.235	0.519	0.259
shack	hydda	0.396	0.425	0.339
shackle	schackel	0.276	0.580	0.414
shade	skugga	0.388	0.265	0.278
shades	nyanser	0.490	0.300	0.380
shading	skuggning	0.420	0.324	0.318
shadow	skugga	0.302	0.343	0.158
shadowy	skuggig	0.135	0.373	0.330
shady	skuggig	0.323	0.509	0.375
shaft	axel	0.549	0.275	0.472
shag	ragg	0.417	0.462	0.340
shaggy	lurvig	0.510	0.302	0.321
shake	skaka	0.439	0.689	0.539
shakedown	shakedownen	0.286	0.692	0.481
shaken	skakad	0.344	0.657	0.333
shaker	shaker	0.520	0.728	0.518
shaking	skakning	0.275	0.849	0.255
shaky	skakig	0.260	0.734	0.223
shall	skall	0.510	0.385	0.412
shallow	grund	0.427	0.298	0.351
shallows	grunda	0.388	0.368	0.368
sham	bluff	0.354	0.602	0.395
shaman	schaman	0.490	0.531	0.604
shambles	förödelse	0.271	0.696	0.287
shame	skam	0.060	0.670	0.155
shamed	shamed	0.135	0.567	0.218
shameful	skamlig	0.040	0.680	0.264
shameless	skamlös	0.274	0.713	0.407
shampoo	schampo	0.604	0.180	0.250
shanghai	shanghai	0.551	0.450	0.509
shank	skaft	0.530	0.393	0.286
shanty	shanty	0.427	0.459	0.255
shape	form	0.592	0.240	0.422
shapely	välväxt	0.771	0.441	0.830
shard	skärva	0.388	0.407	0.426
share	dela med sig	0.759	0.548	0.545
shareholder	aktieägare	0.656	0.632	0.915
sharing	delning	0.827	0.462	0.545
shark	haj	0.260	0.845	0.596
sharp	skarp	0.459	0.585	0.585
sharpen	skärpa	0.582	0.694	0.611
sharpened	vässade	0.573	0.647	0.727
sharpener	pennvässare	0.532	0.435	0.327
sharpness	skärpa	0.729	0.385	0.653
sharpshooter	skarpskytt	0.240	0.929	0.764
shatter	splittra, krossa	0.108	0.821	0.464
shattered	krossade	0.097	0.806	0.309
shattering	skakande	0.135	0.760	0.475
shave	rakning	0.521	0.410	0.480
shaver	rakapparat	0.418	0.450	0.392
shaving	rakning	0.500	0.469	0.353
shawl	sjal	0.720	0.365	0.230
sheaf	kärve	0.396	0.387	0.456
shear	klippa	0.286	0.647	0.388
shears	sax	0.429	0.527	0.254
sheath	slida	0.460	0.314	0.342
sheathing	mantling	0.378	0.480	0.642
shed	skjul	0.427	0.402	0.470
sheen	glans	0.812	0.510	0.712
sheep	får	0.604	0.206	0.161
sheepdog	sheepdog	0.684	0.442	0.529
sheepish	fåraktig	0.326	0.441	0.205
sheer	ren	0.604	0.250	0.481
sheet	ark	0.439	0.174	0.302
sheik	schejk	0.521	0.579	0.708
shelf	hylla	0.561	0.202	0.366
shell	skal	0.615	0.408	0.391
shellfish	skaldjur	0.594	0.412	0.393
shelling	beskjutningen	0.337	0.917	0.773
shelter	skydd	0.704	0.229	0.569
sheltered	skyddad	0.590	0.377	0.717
shelters	skyddsrum	0.582	0.333	0.482
shelved	hyllan	0.306	0.166	0.321
shepherd	herde	0.656	0.304	0.610
sherbet	sorbet	0.592	0.363	0.348
sheriff	sheriff	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	skydda	0.510	0.373	0.663
shift	flytta	0.479	0.610	0.491
shifting	skiftande	0.518	0.548	0.546
shifty	lömsk	0.365	0.687	0.483
shilling	shilling	0.521	0.342	0.430
shimmer	skimmer	0.745	0.562	0.656
shimmering	skimrande	0.844	0.648	0.904
shimmy	shimmy	0.478	0.476	0.462
shin	skenben	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	glans	0.844	0.539	0.741
shiner	shiner	0.740	0.510	0.556
shingle	singel	0.510	0.200	0.410
shining	lysande	0.885	0.673	0.812
shiny	skinande	0.885	0.604	0.787
ship	fartyg	0.646	0.500	0.439
shipment	sändning	0.582	0.440	0.452
shipping	frakt	0.622	0.327	0.443
shipshape	välordnad	0.594	0.480	0.474
shipwreck	förlisning	0.268	0.768	0.373
shipyard	varv	0.398	0.583	0.595
shire	fylke	0.479	0.257	0.609
shirt	skjorta	0.698	0.186	0.231
shit	Skit	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	shithead	0.120	0.645	0.302
shitless	skit	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	shitty	0.020	0.679	0.163
shiver	darrning	0.260	0.765	0.236
shivering	frossa	0.122	0.663	0.373
shoals	stim	0.396	0.408	0.375
shock	chock	0.286	0.821	0.453
shocked	chockade	0.292	0.773	0.375
shocker	rysare	0.235	0.804	0.616
shocking	upprörande	0.378	0.853	0.833
shockingly	chockerande	0.510	0.924	0.721
shoddy	usel	0.082	0.463	0.179
shoe	sko	0.517	0.225	0.288
shoelace	skosnöre	0.396	0.280	0.307
shoemaker	skomakare	0.396	0.269	0.491
shoes	skor	0.729	0.324	0.210
shoeshine	skoputs	0.392	0.387	0.325
shook	skakade	0.163	0.759	0.509
shoot	skjuta	0.092	0.926	0.625
shooter	skytten	0.224	0.814	0.774
shooting	skytte	0.276	0.931	0.602
shootout	straffar	0.080	0.927	0.615
shop	affär	0.725	0.632	0.565
shopkeeper	butiksinnehavare	0.677	0.510	0.730
shoplifter	snattare	0.167	0.830	0.500
shoplifting	snatteri	0.152	0.833	0.441
shopper	shopper	0.646	0.615	0.741
shopping	handla	0.915	0.445	0.630
shore	Strand	0.542	0.304	0.204
shoreline	strandlinje	0.677	0.296	0.529
shorn	klippt	0.396	0.415	0.400
short	kort	0.184	0.264	0.237
short story	kort historia	0.697	0.321	0.348
shortage	brist	0.094	0.455	0.198
shortcake	shortcake	0.677	0.359	0.398
shortcoming	brist	0.195	0.370	0.258
shortcut	genväg	0.594	0.308	0.426
shorten	förkorta	0.302	0.382	0.460
shortening	förkortning	0.286	0.333	0.385
shorthand	stenografi	0.459	0.450	0.461
shortly	inom kort	0.582	0.310	0.360
shortness	korthet	0.459	0.280	0.272
shorts	shorts	0.622	0.481	0.287
shortstop	shortstop	0.418	0.529	0.450
shortwave	kortvågs	0.460	0.271	0.368
shot	skott	0.144	0.750	0.569
shotgun	hagelgevär	0.200	0.868	0.684
shoulder	axel	0.562	0.286	0.406
shout	skrika	0.229	0.925	0.444
shove	knuff	0.306	0.690	0.602
shovel	skyffel	0.427	0.308	0.267
shoveling	skyfflar	0.265	0.620	0.537
show	show	0.673	0.771	0.719
showbiz	underhållningsbranschen	0.661	0.713	0.598
showboat	showboat	0.618	0.625	0.509
showcase	monter	0.521	0.255	0.415
showdown	uppgörelse	0.302	0.950	0.692
shower	dusch	0.669	0.346	0.336
showgirl	showgirlen	0.633	0.694	0.481
showing	som visar	0.622	0.540	0.491
showoff	showoff	0.344	0.598	0.463
showroom	utställningslokal	0.740	0.441	0.536
showy	prålig	0.698	0.657	0.661
shrapnel	splitter	0.240	0.740	0.681
shred	strimla	0.224	0.750	0.627
shrew	argbigga	0.306	0.463	0.390
shrewd	slug	0.551	0.673	0.816
shriek	skrika	0.459	0.827	0.491
shrill	gäll	0.312	0.721	0.640
shrimp	räka	0.571	0.361	0.425
shrine	helgedom	0.802	0.255	0.574
shrink	krympa	0.385	0.453	0.272
shrinking	krympande	0.190	0.400	0.217
shrivel	skrumpna	0.160	0.409	0.143
shroud	svepa	0.417	0.457	0.389
shrub	buske	0.531	0.340	0.340
shrubbery	buskage	0.490	0.267	0.332
shrug	rycka på axlarna	0.208	0.296	0.278
shrunk	minskat	0.163	0.354	0.218
shrunken	hopsjunken	0.500	0.373	0.221
shudder	rysning	0.344	0.791	0.559
shuddering	rysning	0.302	0.802	0.638
shuffle	blanda	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	skyffling	0.521	0.408	0.293
shun	sky	0.418	0.604	0.389
shunned	skytt	0.271	0.464	0.367
shunt	shunt	0.312	0.500	0.470
shut	Stäng	0.240	0.352	0.311
shutdown	stänga av	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	slutare	0.191	0.380	0.482
shuttle	shuttle	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	blyg	0.280	0.153	0.132
shyness	blyghet	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	syskon	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	sjuk	0.104	0.431	0.136
sickbay	sickbay	0.296	0.510	0.345
sicken	äcklas	0.051	0.500	0.294
sickening	kväljande	0.074	0.618	0.259
sickle	skära	0.427	0.585	0.370
sickly	sjuklig	0.188	0.550	0.191
sickness	sjukdom	0.094	0.704	0.288
side	sida	0.439	0.288	0.395
sidearm	sidoarm	0.410	0.474	0.500
sidebar	sidofältet	0.469	0.364	0.405
sideboard	skänk	0.590	0.259	0.426
sideburns	polisonger	0.777	0.327	0.308
sidecar	sidvagn	0.552	0.449	0.500
sidekick	hjälpreda	0.602	0.439	0.509
sideline	bisyssla	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	kringgå	0.378	0.559	0.407
sidewalk	trottoar	0.479	0.192	0.348
sideways	sidled	0.788	0.245	0.291
sidewinder	sidewinder	0.500	0.500	0.439
siege	belägring	0.271	0.750	0.567
siesta	siesta	0.740	0.046	0.295
sieve	sikt	0.459	0.250	0.333
sift	sålla	0.542	0.412	0.461
sifting	siktning	0.571	0.469	0.474
sigh	suck	0.469	0.387	0.273
sight	syn	0.684	0.250	0.528
sighting	observation	0.582	0.560	0.627
sightseeing	sightseeing	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	skylt	0.620	0.481	0.397
signal	signal	0.615	0.417	0.464
signature	signatur	0.570	0.422	0.657
significance	betydelse	0.820	0.460	0.644
significant	signifikant	0.827	0.649	0.786
signification	innebörd	0.583	0.337	0.530
signify	betyda	0.453	0.422	0.634
signpost	vägvisare	0.510	0.400	0.446
silence	tystnad	0.438	0.200	0.223
silencer	ljuddämpare	0.417	0.356	0.482
silent	tyst	0.469	0.125	0.280
silently	tyst	0.448	0.185	0.306
silhouette	silhuett	0.582	0.410	0.288
silicon	kisel	0.439	0.448	0.445
silicone	silikon	0.480	0.340	0.333
silk	silke	0.760	0.115	0.300
silken	Acta	0.730	0.265	0.394
silky	silkig	0.802	0.397	0.271
sill	tröskel	0.433	0.375	0.324
silliness	enfald	0.327	0.368	0.192
silly	dumbom	0.384	0.349	0.161
silo	silo	0.400	0.365	0.357
silt	slam	0.510	0.269	0.200
silver	silver-	0.684	0.451	0.615
silverware	bestick	0.663	0.365	0.409
silvery	silverren	0.543	0.460	0.517
similar	liknande	0.562	0.250	0.423
similarity	likhet	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	sjuda	0.650	0.293	0.393
simmering	sjud	0.382	0.613	0.412
simple	enkel	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	dumbom	0.429	0.144	0.358
simplicity	enkelhet	0.667	0.250	0.337
simplify	förenkla	0.565	0.347	0.602
simplistic	naiv	0.490	0.245	0.391
simply	helt enkelt	0.535	0.148	0.393
simulate	simulera	0.551	0.375	0.417
simulated	simulerad	0.500	0.461	0.356
simulating	simulera	0.552	0.462	0.481
simulation	simulering	0.552	0.574	0.567
simulator	simulator	0.677	0.559	0.583
simultaneous	samtidig	0.691	0.577	0.554
simultaneously	samtidigt	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	uppriktig	0.918	0.265	0.725
sincerity	uppriktighet	0.908	0.351	0.686
sinful	syndig	0.143	0.788	0.417
sing	sjunga	0.858	0.606	0.420
singer	sångare	0.802	0.735	0.628
singing	sång	0.885	0.594	0.528
single	enda	0.291	0.354	0.259
singly	var för sig	0.553	0.354	0.466
singular	singularis	0.610	0.302	0.482
singularity	säregenhet	0.582	0.348	0.654
singularly	singularly	0.571	0.330	0.527
sinister	olycksbådande	0.125	0.896	0.581
sink	sjunka	0.375	0.439	0.322
sinker	sänke	0.302	0.557	0.538
sinking	sjunkande	0.135	0.439	0.342
sinner	syndare	0.237	0.667	0.356
sinning	sinning	0.170	0.700	0.422
sinus	sinus	0.531	0.563	0.340
sip	smutta	0.375	0.380	0.213
siphon	sifon	0.354	0.333	0.435
sipping	sipping	0.469	0.349	0.377
sir	herr	0.622	0.306	0.778
sire	fader	0.854	0.452	0.808
siren	siren	0.570	0.627	0.500
sirloin	ländstycke	0.546	0.418	0.373
sissy	vekling	0.333	0.562	0.232
sister	syster	0.916	0.324	0.562
sisterhood	systerskap	0.837	0.415	0.696
sit	sitta	0.561	0.230	0.368
sitcom	komediserie	0.562	0.537	0.407
site	webbplats	0.677	0.265	0.452
sith	sith	0.439	0.564	0.373
sitter	barnvakt	0.656	0.429	0.404
sitting	Sammanträde	0.561	0.146	0.353
situate	placera	0.510	0.310	0.483
situated	belägen	0.542	0.231	0.543
situation	situation	0.531	0.387	0.600
six	sex	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	sexton	0.583	0.290	0.324
sixth	sjätte	0.521	0.275	0.366
sixty	sextio	0.694	0.240	0.433
sizable	ansenlig	0.727	0.337	0.657
size	storlek	0.531	0.336	0.569
sizzle	fräsa vid matlagning	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	skridsko	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	skater	0.633	0.774	0.652
skating	skridskoåkning	0.745	0.673	0.435
skedaddle	skedaddle	0.427	0.596	0.422
skeet	skeet	0.469	0.549	0.413
skein	härva	0.449	0.372	0.287
skeletal	skelett-	0.306	0.558	0.318
skeleton	skelett	0.183	0.464	0.343
skeptic	skeptiker	0.135	0.440	0.500
skeptical	skeptisk	0.207	0.500	0.452
skepticism	skepsis	0.229	0.480	0.582
sketch	skiss	0.704	0.276	0.420
sketching	skissa	0.729	0.327	0.400
sketchy	luddigt	0.333	0.479	0.241
skewed	skev	0.340	0.480	0.361
skewer	grillspett	0.470	0.365	0.457
ski	åka skidor	0.684	0.670	0.471
skid	glid	0.357	0.640	0.440
skier	skidåkare	0.802	0.788	0.639
skiff	jolle	0.479	0.375	0.472
skiing	skidåkning	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	skicklighet	0.847	0.701	0.833
skilled	skicklig	0.886	0.614	0.929
skillet	stekpanna	0.510	0.296	0.345
skillful	skicklig	0.802	0.616	0.908
skim	skumma	0.418	0.328	0.322
skimpy	snål	0.302	0.349	0.208
skin	hud	0.569	0.350	0.395
skinny	mager	0.333	0.333	0.298
skip	hoppa	0.458	0.804	0.439
skipper	skeppare	0.440	0.577	0.692
skirmish	skärmytsling	0.290	0.640	0.474
skirt	kjol	0.602	0.463	0.226
skirting	socklar	0.449	0.529	0.386
skirts	kjolar	0.622	0.538	0.241
skit	sketch	0.438	0.434	0.421
skittish	skygg	0.156	0.815	0.172
skull	skalle	0.276	0.558	0.574
skunk	skunk	0.284	0.491	0.380
sky	himmel	0.958	0.234	0.401
skylight	takfönster	0.708	0.314	0.343
skyline	horisont	0.592	0.412	0.662
skyscraper	skyskrapa	0.622	0.696	0.798
slab	platta	0.398	0.265	0.264
slack	slak	0.521	0.283	0.446
slag	slagg	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	förtal	0.184	0.604	0.454
slanderous	kränkande	0.057	0.800	0.337
slang	slang	0.479	0.418	0.491
slant	luta	0.469	0.396	0.536
