Word	Scots Gaelic-gd	Valence	Arousal	Dominance
struggle	strì	0.365	0.820	0.741
strut	strut	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	saoghail	0.323	0.642	0.241
stubble	stubble	0.333	0.442	0.264
stubborn	dùr	0.157	0.702	0.575
stubbornness	gàire	0.156	0.673	0.508
stubby	s an Iar-	0.417	0.370	0.393
stucco	stucco	0.439	0.292	0.279
stuck	stad	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	gèam	0.564	0.531	0.509
studded	s an Iar-	0.396	0.412	0.425
student	oileanach	0.634	0.318	0.537
studied	sgrùdadh	0.786	0.306	0.806
studio	stiùidio	0.677	0.265	0.620
study	sgrùdadh	0.653	0.361	0.768
stuff	stuth	0.622	0.367	0.263
stuffed animal	beathach air a lìonadh	0.684	0.255	0.306
stuffing	a 'lìonadh	0.417	0.324	0.304
stuffy	stoidhle	0.323	0.615	0.406
stumble	tuiteam	0.153	0.716	0.259
stump	stump	0.449	0.510	0.340
stumped	sgaoileadh	0.344	0.604	0.392
stun	stun	0.333	0.710	0.451
stunned	sguabadh às	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	iongantach	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	stunted	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	èibhinn	0.200	0.740	0.412
stupendous	èibhinn	0.823	0.690	0.798
stupid	stupid	0.133	0.510	0.200
stupidity	stupidity	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	sturdy	0.580	0.642	0.824
sturgeon	sturgeon	0.417	0.473	0.465
stutter	stutter	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	stoidhle	0.745	0.472	0.586
styling	styling	0.823	0.378	0.652
stylish	stylish	0.885	0.490	0.689
stylist	stylist	0.760	0.445	0.500
suave	sàmhach	0.724	0.265	0.269
sub	fo	0.510	0.370	0.312
subatomic	subatomic	0.385	0.538	0.491
subcommittee	fo-chomataidh	0.396	0.467	0.600
subconscious	subconscious	0.531	0.375	0.415
subcutaneous	sneachda	0.396	0.444	0.376
subdivide	fo-roinn	0.538	0.433	0.348
subdivision	fo-roinn	0.592	0.455	0.430
subduction	gearain	0.350	0.569	0.445
subdue	s an Iar-	0.275	0.640	0.784
subdued	sgaoileadh	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	cuspair	0.602	0.344	0.558
subjected	fo ùmhlachd	0.286	0.520	0.221
subjection	subjection	0.354	0.408	0.539
subjective	Cuspair	0.510	0.350	0.432
subjugation	subjugation	0.280	0.610	0.377
sublet	sublet	0.469	0.551	0.545
sublevel	sublevel	0.365	0.298	0.333
sublimation	sublimation	0.510	0.390	0.538
sublime	sgaoileadh	0.784	0.333	0.585
subliminal	sgaoileadh	0.410	0.528	0.464
submarine	submarine	0.572	0.481	0.549
submerge	submerge	0.517	0.643	0.456
submerged	submerged	0.337	0.528	0.357
submersible	sneachda	0.406	0.459	0.540
submission	iarrtas	0.531	0.580	0.633
submissive	mì-thoilichte	0.480	0.217	0.173
submit	cuir a-steach	0.635	0.448	0.500
submitting	a 'cur a-steach	0.667	0.610	0.611
subordinate	subordinate	0.276	0.392	0.121
subordination	subordination	0.270	0.527	0.343
subplot	s an Iar-	0.469	0.413	0.446
subpoena	s an Iar-	0.281	0.634	0.555
subscribe	subscribe	0.660	0.344	0.591
subscriber	sub-sgrìobhaiche	0.562	0.398	0.570
subscription	subscription	0.583	0.333	0.651
subsequence	an dèidh sin	0.438	0.510	0.413
subsequent	às dèidh sin	0.449	0.385	0.400
subsequently	às dèidh sin	0.380	0.337	0.336
subservient	sgaoileadh	0.255	0.402	0.339
subset	subset	0.429	0.358	0.404
subside	sgaoileadh	0.375	0.308	0.209
subsidence	sgaoileadh	0.320	0.509	0.452
subsidiary	fo-chompanaidh	0.541	0.295	0.500
subsidize	subsadaidh	0.604	0.615	0.589
subsidy	subsadaidh	0.573	0.462	0.517
subsist	subsist	0.573	0.418	0.472
subsistence	subsistence	0.510	0.404	0.491
subsoil	fo-thalamh	0.429	0.240	0.382
subspace	subpace	0.470	0.453	0.475
substance	stuth	0.615	0.422	0.528
substandard	fo-ìre	0.235	0.333	0.150
substantial	susbainteach	0.590	0.490	0.690
substantially	gu mòr	0.646	0.471	0.684
substantiate	dearbhaich	0.531	0.549	0.636
substantive	làidir	0.500	0.350	0.455
substation	fo-thalamh	0.469	0.461	0.491
substitute	àiteach	0.427	0.406	0.398
substituted	ainmichte	0.271	0.545	0.394
substitution	àiteachadh	0.406	0.480	0.353
substructure	fo-structar	0.441	0.358	0.587
subterranean	subterranean	0.469	0.306	0.432
subtext	subtext	0.635	0.276	0.412
subtitle	fo-thiotalan	0.445	0.202	0.347
subtle	subtle	0.708	0.167	0.228
subtlety	beannachadh	0.615	0.176	0.363
subtract	toirt air falbh	0.208	0.330	0.283
subtraction	toirt air falbh	0.163	0.382	0.349
subtype	fo-sgrìobhadh	0.427	0.296	0.420
suburb	iomall	0.354	0.566	0.441
suburban	fo-bhailtean	0.439	0.450	0.453
suburbia	iomall	0.438	0.490	0.421
suburbs	fo-bhailtean	0.510	0.571	0.286
subversion	subversion	0.347	0.608	0.415
subversive	subversive	0.198	0.765	0.500
subvert	sneachda	0.357	0.557	0.536
subway	subway	0.418	0.300	0.464
succeed	soirbheachadh	0.926	0.755	0.926
succeeding	a 'leantainn	0.867	0.755	0.849
success	soirbheachadh	0.959	0.880	0.981
successful	soirbheachail	0.949	0.724	0.938
succession	leantainneachd	0.698	0.481	0.587
successive	às deidh sin	0.635	0.471	0.518
successor	as dèidh sin	0.729	0.531	0.648
succinct	mionaideach	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	sòghail	0.823	0.538	0.556
succumb	sneachda	0.202	0.787	0.292
suck	tarraing	0.344	0.706	0.377
sucker	siùcair	0.265	0.393	0.204
sucking	a 'tarraing	0.227	0.528	0.377
suckling	a 'suathadh	0.596	0.558	0.518
sucks	s an Iar-	0.115	0.683	0.302
suction	sguabadh	0.460	0.593	0.526
sudden	gu h-obann	0.449	0.660	0.435
suddenly	gu h-obann	0.670	0.510	0.456
suds	suds	0.458	0.365	0.255
sue	cùis-lagha	0.219	0.731	0.679
suede	suede	0.542	0.259	0.259
suffer	fulang	0.082	0.910	0.259
sufferer	fulangach	0.156	0.690	0.278
suffering	fulangas	0.020	0.719	0.235
suffice	gu leòr	0.643	0.326	0.504
sufficiency	fallaineachd	0.594	0.438	0.576
sufficient	gu leòr	0.833	0.330	0.588
sufficiently	gu leòr	0.776	0.367	0.714
suffix	suffix	0.430	0.420	0.364
suffocate	a 'bleith	0.219	0.764	0.440
suffocating	a 'bleith	0.133	0.774	0.429
suffocation	fulang	0.020	0.830	0.462
sugar	siùcar	0.896	0.382	0.402
suggest	moladh	0.573	0.471	0.517
suggestion	moladh	0.646	0.365	0.558
suggestive	moladh	0.552	0.500	0.555
suicidal	suicidal	0.021	0.867	0.382
suicide	fèin-mharbhadh	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	deise	0.776	0.282	0.482
suitable	freagarrach	0.792	0.298	0.722
suitcase	màileid	0.562	0.212	0.318
suite	seòmar	0.790	0.420	0.400
suitor	s an Iar-	0.708	0.639	0.546
sulfate	sulfate	0.427	0.352	0.429
sulfur	sulfur	0.173	0.530	0.364
sulk	sulk	0.250	0.580	0.406
sullen	sullen	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	sulfur	0.260	0.450	0.233
sultan	sultan	0.529	0.423	0.821
sultry	sultry	0.735	0.696	0.627
sum	suim	0.792	0.340	0.420
summarily	gu crìch	0.469	0.431	0.543
summarize	geàrr-chunntas	0.590	0.323	0.471
summary	geàrr-chunntas	0.729	0.260	0.427
summation	crìochan	0.766	0.337	0.594
summer	samhradh	0.812	0.373	0.550
summerhouse	taigh samhraidh	0.796	0.308	0.443
summertime	samhradh	0.837	0.500	0.455
summit	mullach	0.625	0.618	0.764
summon	gairm	0.521	0.560	0.664
summons	gairm	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	sump	0.365	0.451	0.340
sumptuous	èibhinn	0.698	0.550	0.555
sun	ghrian	0.877	0.400	0.681
sunbeam	sgaoileadh	0.729	0.440	0.505
sunburn	losgadh grèine	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	Didòmhnaich	0.776	0.196	0.394
sundial	sundial	0.643	0.225	0.406
sundown	sundown	0.812	0.276	0.445
sundry	iomadach	0.543	0.369	0.407
sunflower	lus na grèine	0.878	0.231	0.270
sunglass	sneachda	0.684	0.264	0.324
sunglasses	sneachda	0.844	0.443	0.364
sunk	sgaoileadh	0.146	0.531	0.185
sunken	air a bhriseadh	0.103	0.476	0.173
sunless	gun ghrian	0.245	0.280	0.273
sunlight	solas na grèine	0.906	0.407	0.639
sunny	Sgòthan geala	0.740	0.348	0.481
sunrise	dol fodha na grèine	0.823	0.347	0.640
sunroof	s an Iar-	0.681	0.325	0.425
sunscreen	grèine grèine	0.656	0.387	0.462
sunset	dol fodha na grèine	0.875	0.231	0.298
sunshine	ghrian	0.885	0.297	0.769
suntan	suntan	0.620	0.510	0.366
sunup	sgaoileadh	0.760	0.304	0.620
sup	s an Iar-	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	peinnsean	0.448	0.412	0.562
superb	iongantach	0.980	0.708	0.852
superficial	superficial	0.357	0.407	0.309
superfluous	superfluous	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	superhuman	0.810	0.745	0.895
superimposed	air a chumadh	0.490	0.529	0.683
superintendent	àrd-neach-stiùiridh	0.592	0.570	0.942
superior	nas fheàrr	0.801	0.697	0.940
superiority	àrdachadh	0.582	0.602	0.959
superlative	saoghail	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	mòr-bhùth	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	seann-chasach	0.500	0.500	0.565
supernatural	os-nàdarra	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	àrdachadh	0.480	0.570	0.806
superpower	superpower	0.806	0.784	0.972
supersede	àite eile	0.479	0.510	0.518
superstar	sàr-rionnag	0.885	0.860	0.880
superstition	saobh-chràbhadh	0.177	0.640	0.418
superstitious	saobh-chràbhach	0.281	0.545	0.514
superstore	àrd-stòr	0.719	0.600	0.640
supervise	stiùireadh	0.698	0.555	0.889
supervision	stiùireadh	0.459	0.578	0.825
supervisor	stiùiriche	0.615	0.479	0.933
supper	suipear	0.708	0.429	0.552
suppertime	ùine shuas	0.792	0.388	0.461
supplant	ath-shuidheachadh	0.344	0.558	0.463
supple	àrdachadh	0.812	0.528	0.436
supplement	a bharrachd	0.745	0.406	0.491
supplemental	a bharrachd	0.604	0.404	0.555
supplementary	a bharrachd	0.625	0.352	0.541
supplication	athchuinge	0.469	0.570	0.309
supplier	solaraiche	0.615	0.462	0.736
supplies	solarachaidhean	0.698	0.390	0.595
supply	solarachadh	0.708	0.519	0.603
support	taic	0.811	0.472	0.737
supported	taic	0.853	0.408	0.613
supporter	neach-taice	0.721	0.510	0.698
supporters	luchd-taic	0.763	0.539	0.558
supporting	taic	0.634	0.490	0.764
supportive	taiceil	0.875	0.420	0.635
suppose	tha e coltach	0.551	0.343	0.348
supposed	air a ràdh	0.296	0.378	0.379
supposing	a 'smaoineachadh	0.449	0.451	0.357
supposition	s an Iar-	0.531	0.408	0.526
suppress	sguabadh às	0.281	0.559	0.509
suppression	sguabadh às	0.267	0.541	0.537
supremacy	àrd-uachdar	0.794	0.706	0.943
supreme	uamhasach	0.812	0.700	0.974
supremely	gu h-àrd	0.833	0.725	0.897
surcharge	iomagain	0.375	0.528	0.500
sure	cinnteach	0.724	0.270	0.793
surety	saoghail	0.776	0.365	0.750
surf	surf	0.847	0.650	0.500
surface	uachdar	0.448	0.375	0.604
surfboard	clàr surf	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	sruth	0.449	0.684	0.500
surgeon	lannsair	0.500	0.598	0.793
surgery	lannsaireachd	0.286	0.769	0.600
surgical	ceàrdach	0.327	0.696	0.723
surly	saoghail	0.221	0.469	0.493
surmise	s an Iar-	0.529	0.400	0.347
surname	sloinneadh	0.670	0.250	0.493
surpassing	a 'dol thairis air	0.719	0.660	0.720
surplus	còrr	0.602	0.680	0.630
surprise	iongnadh	0.875	0.875	0.562
surprised	iongnadh	0.784	0.855	0.539
surprises	iongnadh	0.875	0.769	0.632
surprising	iongnadh	0.888	0.790	0.692
surprisingly	iongnadh	0.847	0.793	0.819
surreal	surreal	0.550	0.529	0.670
surrender	gèilleadh	0.115	0.396	0.186
surrendering	gèilleadh	0.198	0.411	0.245
surrogate	sgaoileadh	0.406	0.590	0.472
surround	timcheall	0.542	0.623	0.627
surrounding	mun cuairt	0.531	0.422	0.669
surroundings	mun cuairt	0.600	0.346	0.492
surveillance	faireachadh	0.365	0.720	0.718
survey	sgrùdadh	0.580	0.357	0.379
surveying	sgrùdadh	0.488	0.455	0.682
surveyor	neach-tomhais	0.545	0.337	0.648
survival	mairsinn	0.541	0.798	0.879
survive	maireann beò	0.770	0.824	0.726
surviving	a mhaireas	0.646	0.836	0.721
survivor	a mhaireas beò	0.677	0.750	0.815
susceptibility	susceptibility	0.458	0.627	0.364
susceptible	susceptible	0.438	0.449	0.304
sushi	sushi	0.698	0.343	0.394
suspect	amharas	0.133	0.750	0.509
suspected	amharas	0.173	0.755	0.452
suspend	stad	0.240	0.320	0.368
suspended	crochte	0.224	0.402	0.368
suspenders	ceangalaichean	0.391	0.333	0.500
suspense	suspense	0.286	0.775	0.402
suspension	sgaoileadh	0.288	0.530	0.426
suspicion	amharas	0.204	0.711	0.377
suspicions	amharas	0.208	0.745	0.500
suspicious	amharasach	0.153	0.745	0.431
sustain	cumail suas	0.635	0.358	0.593
sustained	seasmhach	0.649	0.340	0.580
sustenance	bothain	0.820	0.519	0.679
suture	sèididh	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	swab	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	swallow	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	bog	0.245	0.425	0.235
swamped	sgaoileadh	0.156	0.480	0.270
swampy	sneachda	0.306	0.390	0.412
swan	eala	0.781	0.225	0.357
swank	bratach	0.490	0.500	0.442
swap	suaip	0.552	0.500	0.509
swarm	swarm	0.302	0.735	0.458
swarming	sgaoileadh	0.375	0.600	0.435
swastika	s an Iar-	0.316	0.472	0.491
swat	sneachda	0.380	0.694	0.571
sway	sway	0.690	0.596	0.721
swear	mionnachadh	0.601	0.577	0.658
swearing	mionnachadh	0.333	0.559	0.586
sweat	siud	0.388	0.579	0.297
sweater	geansaidh	0.704	0.245	0.295
sweating	sweating	0.292	0.667	0.265
sweatshirt	sweatshirt	0.510	0.368	0.353
sweatshop	sgaoileadh	0.385	0.797	0.602
sweaty	sgaoileadh	0.281	0.540	0.304
sweep	sguab	0.448	0.385	0.383
sweeper	sguabadh	0.470	0.549	0.414
sweeping	sgaoileadh	0.344	0.431	0.355
sweet	bòidheach	0.668	0.418	0.382
sweeten	milis	0.908	0.455	0.423
sweetened	mionnachadh	0.940	0.461	0.398
sweetener	milisair	0.670	0.333	0.330
sweetest	bòidheach	0.959	0.500	0.370
sweetheart	leannan	0.959	0.423	0.509
sweetie	sweetie	0.990	0.549	0.560
sweetness	mionnachd	0.906	0.474	0.528
sweets	siùcairean	0.910	0.422	0.321
swell	swell	0.360	0.679	0.348
swelling	swelling	0.323	0.608	0.250
sweltering	sèididh	0.204	0.644	0.362
swerve	sgaoileadh	0.276	0.612	0.357
swift	gu luath	0.760	0.776	0.698
swiftly	gu luath	0.660	0.885	0.618
swig	cig	0.604	0.481	0.406
swill	snàmh	0.427	0.528	0.322
swim	a 'snàmh	0.688	0.461	0.529
swimmer	snàmhaiche	0.657	0.698	0.610
swimming	snàmh	0.760	0.559	0.524
swimsuit	seòmar snàmh	0.740	0.373	0.269
swindle	sèididh	0.122	0.740	0.439
swindler	sneachda	0.125	0.721	0.575
swine	muc	0.340	0.519	0.277
swing	swing	0.602	0.510	0.481
swinger	sneachda	0.459	0.778	0.482
swinging	ag atharrachadh	0.656	0.510	0.312
swipe	sèididh	0.573	0.450	0.266
swirl	gàire	0.490	0.726	0.639
swish	sèididh	0.562	0.510	0.474
switch	atharrachadh	0.500	0.538	0.509
switchblade	atharrachadh	0.357	0.596	0.528
switchboard	bòrd-iomlaid	0.571	0.519	0.558
swivel	iomall	0.562	0.480	0.500
swollen	a 'cluinntinn	0.236	0.510	0.277
swoon	sgaoileadh	0.292	0.510	0.160
swoop	swoop	0.479	0.618	0.446
sword	claidheamh	0.438	0.653	0.713
swordfish	iasg claidheamh	0.564	0.520	0.442
swordplay	cluich claidheamh	0.616	0.750	0.528
swordsman	claidheamh	0.395	0.857	0.696
sycamore	scamore	0.500	0.401	0.527
syllable	sgaoileadh	0.448	0.250	0.417
syllabus	clàr-obrach	0.736	0.370	0.643
symbiotic	sgaoileadh	0.832	0.425	0.406
symbol	samhla	0.643	0.388	0.527
symbolic	samhlachail	0.670	0.385	0.574
symbolically	samhlachail	0.582	0.385	0.648
symbolism	samhlaidheachd	0.688	0.347	0.640
symbolize	a 'samhlachadh	0.633	0.327	0.673
symmetric	co-chothromach	0.745	0.212	0.588
symmetrical	co-chothromach	0.542	0.263	0.569
symmetry	chothromachd	0.604	0.274	0.500
sympathetic	co-fhaireachdainn	0.796	0.434	0.609
sympathize	co-fhaireachdainn	0.770	0.627	0.644
sympathy	co-fhaireachdainn	0.827	0.497	0.634
symphonic	sgaoileadh	0.775	0.545	0.566
symphony	symphony	0.765	0.490	0.600
symposium	co-labhairt	0.573	0.394	0.644
symptom	symptom	0.380	0.529	0.434
symptomatic	samhlachail	0.367	0.434	0.491
synagogue	sionagog	0.531	0.300	0.544
synapse	synapse	0.660	0.471	0.491
synaptic	synaptic	0.573	0.553	0.622
sync	sync	0.802	0.440	0.670
synchronize	sioncronaich	0.781	0.361	0.654
synchronous	sioncronaichte	0.600	0.538	0.545
syncope	syncope	0.245	0.538	0.398
syndicate	sgaoileadh	0.439	0.491	0.673
syndrome	syndrome	0.229	0.510	0.246
synergistic	eadar-riaghailteach	0.571	0.550	0.547
synergy	co-obrachadh	0.667	0.510	0.720
synod	sionod	0.469	0.377	0.574
synonym	co-fhacal	0.615	0.210	0.433
synonymous	synonymous	0.480	0.323	0.400
synopsis	geàrr-iomradh	0.541	0.390	0.482
synoptic	sionoptic	0.561	0.510	0.596
syntax	co-rèiteachadh	0.531	0.346	0.559
synthesis	sgaoileadh	0.604	0.315	0.377
synthesizer	sgaoileadh	0.500	0.410	0.592
synthetic	sgaoileadh	0.396	0.350	0.519
syphilis	sphilis	0.071	0.606	0.245
syringe	syringe	0.250	0.680	0.330
syrup	syrup	0.620	0.223	0.318
system	siostam	0.615	0.346	0.764
systematic	riaghailteach	0.617	0.444	0.594
systematically	gu riaghailteach	0.690	0.390	0.651
t-shirt	lèine-t	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	sgaoileadh	0.510	0.426	0.387
tabernacle	pàilliun	0.408	0.480	0.605
table	clàr	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	èideadh-bùird	0.480	0.165	0.215
tablespoon	lobhs-bùird	0.490	0.353	0.245
tablet	Clàr	0.562	0.330	0.438
tableware	bòrd	0.677	0.250	0.276
tabloid	tabloid	0.438	0.365	0.444
taboo	taboo	0.198	0.794	0.482
tabular	tabular	0.438	0.330	0.462
tabulate	tabulate	0.480	0.403	0.598
tabulation	tabhartas	0.396	0.346	0.526
tachometer	tachometer	0.398	0.394	0.518
tacit	s an Iar-	0.459	0.340	0.473
tack	ionnsaigh	0.365	0.431	0.431
tackle	ionnsaigh	0.365	0.686	0.569
tackled	dèiligeadh ris	0.438	0.612	0.569
tackling	dol an sàs	0.480	0.694	0.613
tacky	tubaist	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	tact	0.550	0.417	0.417
tactful	deònach	0.704	0.292	0.537
tactic	tactic	0.531	0.434	0.798
tactical	innleachdach	0.594	0.481	0.684
tactics	innleachdan	0.583	0.676	0.774
tactile	sneachda	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	earball	0.480	0.272	0.293
tailed	tailed	0.438	0.358	0.351
tailgate	geata earbaill	0.323	0.340	0.398
tailings	earrainnean	0.439	0.311	0.446
taillight	s an Ear-Dheas	0.479	0.367	0.283
tailor	tàillear	0.573	0.206	0.450
tailoring	tàillearachd	0.673	0.540	0.566
tailpipe	pìob earball	0.460	0.429	0.409
taint	taint	0.141	0.425	0.226
take	gabh	0.828	0.537	0.348
takeoff	Thoir dhìot	0.755	0.884	0.626
takeout	Thoir a-mach	0.736	0.392	0.368
takeover	Gabh thairis	0.663	0.531	0.861
taker	chiad sreath	0.375	0.521	0.618
talcum	talcum	0.500	0.196	0.291
tale	sgeulachd	0.663	0.300	0.336
talent	tàlant	0.959	0.607	0.811
talented	tàlantach	0.939	0.635	0.938
talisman	an t-sasannach	0.704	0.542	0.642
talk	bruidhinn	0.833	0.346	0.594
talkative	bruidhinn	0.562	0.673	0.535
talker	òraidiche	0.500	0.604	0.552
tall	àrd	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	sneachda	0.344	0.283	0.290
tally	Clàr	0.542	0.420	0.518
talon	s an Iar-	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tambourine	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tàirnear	0.385	0.783	0.815
taming	tubaist	0.569	0.514	0.575
tamper	tamper	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tangent	0.573	0.373	0.454
tangerine	tangerine	0.571	0.271	0.395
tangible	faicsinneach	0.646	0.350	0.679
tangle	tangle	0.354	0.545	0.254
tangled	tangled	0.260	0.539	0.316
tango	tango	0.622	0.560	0.430
tank	tanca	0.431	0.454	0.634
tank top	bàrr tanca	0.610	0.371	0.371
tanker	tancair	0.520	0.647	0.713
tanned	air an cuartachadh	0.615	0.550	0.491
tantalizing	sgaoileadh	0.525	0.788	0.625
tantamount	co-ionnan	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	taoism	0.490	0.250	0.456
tap	tap	0.461	0.370	0.349
tape	teip	0.531	0.277	0.254
tape measure	tomhas teip	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	sgaoileadh	0.344	0.380	0.237
tapestry	grèis-bhrat	0.520	0.176	0.362
tapeworm	teas-thìrich	0.357	0.334	0.331
tapioca	tapioca	0.594	0.297	0.324
taps	tapan	0.448	0.378	0.409
tar	tarra	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	tardiness	0.296	0.452	0.260
tardy	deuchainn	0.204	0.592	0.293
target	targaid	0.633	0.573	0.798
targeted	cuimsichte	0.573	0.537	0.573
targeting	ag amas air	0.510	0.420	0.580
tariff	tariff	0.459	0.402	0.491
tarmac	tarmac	0.357	0.302	0.398
tarnish	tarnish	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	tarry	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartar	0.214	0.351	0.212
task	obair	0.550	0.353	0.500
tassel	tassel	0.552	0.330	0.307
taste	blasad	0.802	0.406	0.465
tasteful	blasad	0.918	0.458	0.625
tasteless	gun blas	0.146	0.196	0.148
tasting	blasad	0.781	0.603	0.600
tasty	blasda	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	buntàta	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	tatù	0.490	0.602	0.525
taught	teagasg	0.814	0.481	0.642
taunt	miannachadh	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	taut	0.432	0.704	0.457
tavern	tavern	0.516	0.577	0.475
tawdry	tawdry	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	cìs	0.260	0.481	0.534
taxed	cìs	0.255	0.456	0.500
taxi	tacsaidh	0.542	0.362	0.430
taxicab	sgaoileadh	0.479	0.430	0.355
taxonomy	sgaoileadh	0.370	0.410	0.630
taxpayer	pàighidh cìse	0.592	0.528	0.647
tea	tì	0.698	0.163	0.370
teach	teagasg	0.840	0.510	0.852
teacher	tidsear	0.760	0.404	0.885
teaching	teagasg	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	teahouse	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	sgioba	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	sgioba sgioba	0.865	0.449	0.660
teamwork	obair-sgioba	0.918	0.490	0.773
teapot	teapot	0.479	0.110	0.309
tear	deòir	0.404	0.620	0.327
tearful	tearful	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	teary	0.167	0.473	0.216
tease	sgaoileadh	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
