Word	Belarusian-be	Valence	Arousal	Dominance
weeds	пустазелле	0.320	0.551	0.315
weedy	худы	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	тыдзень	0.510	0.231	0.351
weekday	будні дзень	0.490	0.469	0.520
weekend	ўік-энд	0.844	0.625	0.519
weekly	штотыдзень	0.622	0.288	0.380
weenie	сасіска	0.406	0.451	0.284
weep	галасіць	0.053	0.621	0.164
weeping	галашэньне	0.082	0.688	0.168
weeping willow	ніцая вярба	0.344	0.441	0.312
weepy	плаксівы	0.068	0.615	0.116
weigh	ўзважваць	0.333	0.396	0.375
weighing	ўзважванне	0.449	0.441	0.468
weight	вага	0.450	0.380	0.577
weightless	бязважкі	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	вагі	0.458	0.500	0.722
weighty	важкі	0.427	0.480	0.657
weir	вадазліў	0.375	0.385	0.363
weird	дзіўны	0.260	0.660	0.402
weirdness	дзівацтва	0.316	0.491	0.364
weirdo	дзівак	0.173	0.539	0.328
welcome	дабро запрашаем	0.898	0.555	0.664
welcomed	вітаў	0.927	0.585	0.700
welcoming	прывітальны	0.905	0.527	0.636
weld	зварной шво	0.417	0.462	0.583
welder	зваршчык	0.448	0.679	0.683
welding	зварка	0.510	0.569	0.491
welfare	дабрабыт	0.802	0.378	0.679
wellhead	крыніца	0.469	0.460	0.373
wellness	добрае здароўе	0.969	0.441	0.730
welsh	валійская	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	дзеўка	0.469	0.519	0.352
werewolf	пярэварацень	0.235	0.811	0.591
west	захад	0.562	0.337	0.414
westbound	заходні кірунак	0.646	0.363	0.439
western	вестэрн	0.573	0.500	0.689
wet	вільготны	0.385	0.417	0.185
wetback	зваротная змочвання	0.271	0.402	0.293
whack	моцны ўдар	0.219	0.816	0.708
whale	кіт	0.582	0.398	0.509
whaling	кітабойная промысел	0.281	0.717	0.538
wham	бам	0.469	0.490	0.423
whammy	сурокі	0.461	0.491	0.345
wharf	прычал	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	што калі	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	ўсякая ўсячына	0.375	0.493	0.363
whatsoever	што б ні	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	пшаніца	0.531	0.185	0.250
wheel	кола	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	тачка	0.479	0.366	0.404
wheelchair	інваліднае крэсла	0.240	0.337	0.245
wheels	колы	0.667	0.471	0.386
wheeze	хрып	0.229	0.462	0.461
whelp	дзіцяня	0.344	0.458	0.310
whereabouts	месцазнаходжанне	0.439	0.382	0.356
wherefore	для чаго	0.561	0.357	0.402
wherewith	з дапамогай чаго	0.491	0.420	0.404
wherewithal	неабходныя сродкі	0.388	0.366	0.321
whet	тачыць	0.643	0.465	0.430
whiff	подых	0.459	0.400	0.331
whilst	у той час як	0.510	0.302	0.388
whim	капрыз	0.378	0.680	0.467
whimper	хныканье	0.271	0.545	0.308
whimsical	капрызны	0.449	0.637	0.371
whimsy	капрыз	0.729	0.639	0.455
whine	ныць	0.342	0.686	0.218
whiny	плаксівы	0.208	0.548	0.375
whip	пугу	0.208	0.899	0.509
whiplash	рэмень кнута	0.257	0.760	0.500
whipped	узбітыя	0.198	0.804	0.361
whirl	завіхрэнне	0.461	0.788	0.661
whirlpool	джакузі	0.710	0.415	0.442
whirlwind	смерч	0.417	0.915	0.670
whisk	метелка	0.500	0.537	0.412
whisker	бакенбарды	0.521	0.306	0.343
whiskers	бакенбарды	0.439	0.278	0.270
whiskey	віскі	0.612	0.706	0.441
whisky	віскі	0.640	0.615	0.490
whisper	шаптаць	0.490	0.225	0.265
whispered	шапнула	0.548	0.358	0.309
whistle	свісток	0.653	0.551	0.463
whit	йота	0.562	0.393	0.595
white	белы	0.729	0.173	0.420
whitefish	сіг	0.492	0.327	0.333
whiteness	бледнасць	0.688	0.235	0.519
whitewash	пабел	0.429	0.402	0.276
whitish	бялёсы	0.583	0.279	0.365
whittle	габляваць	0.347	0.451	0.427
whiz	малайчына	0.896	0.627	0.820
whole	усе	0.653	0.357	0.572
wholesale	аптовая	0.760	0.551	0.619
wholesome	дабратворны	0.888	0.423	0.754
wholly	цалкам	0.690	0.353	0.696
whoo	Охайте	0.531	0.578	0.311
whoop	вокліч	0.559	0.481	0.443
whopper	гмах	0.448	0.598	0.432
whopping	велізарны	0.541	0.740	0.755
whore	шлюха	0.135	0.880	0.333
whorehouse	бардэль	0.200	0.930	0.462
wick	кнот	0.337	0.481	0.309
wicked	злы	0.138	0.800	0.627
wickedness	зласлівасць	0.031	0.727	0.443
wicker	плецены	0.427	0.339	0.388
wicket	брамка	0.500	0.500	0.471
wide	шырокі	0.571	0.312	0.472
widely	шырока	0.698	0.453	0.725
widen	пашыраць	0.562	0.538	0.527
widespread	шырока распаўсюджаны	0.633	0.456	0.713
widow	удава	0.250	0.450	0.265
widowed	аўдавелы	0.205	0.439	0.333
widower	удавец	0.184	0.406	0.325
width	шырыня	0.583	0.280	0.518
wield	валодаць	0.347	0.660	0.625
wiener	Вінера	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	жонка	0.886	0.630	0.583
wig	парык	0.722	0.279	0.180
wiggle	калыханне	0.531	0.676	0.359
wight	Wight	0.542	0.404	0.395
wiki	вікі	0.530	0.390	0.455
wild	дзікі	0.312	0.922	0.750
wildcat	дзікая кошка	0.458	0.632	0.481
wildebeest	антылопа гну	0.438	0.480	0.464
wilderness	пустыня	0.281	0.333	0.290
wildfire	лясны пажар	0.140	0.929	0.552
wildlife	жывая прырода	0.656	0.530	0.561
will	волі	0.698	0.408	0.735
willful	наўмысны	0.557	0.719	0.642
willies	нервовае стан	0.480	0.490	0.420
willing	гатовыя	0.833	0.561	0.783
willingly	ахвотна	0.833	0.316	0.588
willingness	гатоўнасць	0.786	0.500	0.729
willow	вярба	0.604	0.245	0.400
willpower	сіла волі	0.823	0.776	0.897
wilt	слабець	0.226	0.354	0.312
wilted	завялыя	0.245	0.375	0.186
wily	падступны	0.459	0.670	0.798
wimp	занудны	0.184	0.490	0.125
wimpy	маладушны	0.188	0.292	0.134
win	перамога	0.927	0.694	0.888
wince	здрыгануцца	0.286	0.415	0.294
winch	лябёдка	0.385	0.434	0.449
wind	вецер	0.531	0.404	0.578
windbag	балбатун	0.438	0.510	0.391
windfall	паданец	0.750	0.864	0.638
winding	абмотка	0.398	0.582	0.361
windmill	вятрак	0.773	0.412	0.412
window	акно	0.542	0.276	0.385
windowsill	падваконнік	0.429	0.274	0.433
windpipe	трахея	0.281	0.360	0.500
windshield	лабавое шкло	0.615	0.375	0.333
windy	ветраны	0.330	0.541	0.528
wine	віно	0.792	0.417	0.457
wine cooler	вядзерца для ахладжэння віна	0.729	0.404	0.420
wing	крыло	0.562	0.255	0.389
winged	крылаты	0.646	0.469	0.519
winger	нападаючы	0.531	0.794	0.691
wingman	кіраваны	0.573	0.578	0.582
wink	падморгваць	0.688	0.557	0.304
winner	пераможца	0.960	0.810	0.886
winning	выйгрыш	0.955	0.712	0.972
winnings	выйгрышы	0.949	0.829	0.830
wino	NO TRANSLATION	0.406	0.535	0.349
winter	зіма	0.663	0.355	0.500
winterbreak	NO TRANSLATION	0.612	0.464	0.491
wintertime	зіма	0.760	0.516	0.404
wintery	застылы	0.388	0.512	0.463
wintry	непрывабны	0.448	0.434	0.445
wipe	праціраць	0.663	0.427	0.551
wiper	шклоачышчальнік	0.500	0.380	0.535
wire	дрот	0.480	0.330	0.245
wired	правадная	0.398	0.420	0.537
wireless	бесправадной	0.635	0.444	0.537
wiretap	праслухоўванне тэлефонных размоў	0.224	0.642	0.454
wiring	праводка	0.490	0.367	0.431
wis	ИСВ	0.510	0.431	0.406
wisdom	мудрасць	0.930	0.302	0.871
wise	мудры	0.878	0.250	0.861
wish	жаданне	0.771	0.583	0.647
wishbone	дужка	0.494	0.531	0.426
wishful	жадаючы	0.885	0.712	0.606
wishing	жадаючых	0.755	0.600	0.491
wishmeluck	пажадай мне поспеху	0.729	0.582	0.465
wisp	мочалка	0.552	0.388	0.417
wistful	задуменны	0.323	0.451	0.312
wit	досціп	0.844	0.484	0.775
witch	ведзьма	0.292	0.710	0.473
witchcraft	вядзьмарства	0.183	0.779	0.555
withal	да таго ж	0.345	0.264	0.381
withdraw	адклікаць	0.260	0.425	0.336
withdrawal	выснову	0.275	0.541	0.226
withdrawals	водазабор	0.427	0.404	0.464
withdrawn	адкліканы	0.182	0.368	0.221
wither	вянуць	0.150	0.420	0.259
withered	высмаглы	0.188	0.292	0.160
withering	завяданне	0.271	0.650	0.345
withhold	ўтойваць	0.320	0.451	0.444
withholding	ўтрыманне	0.165	0.490	0.480
withstand	вытрымліваць	0.370	0.548	0.571
witless	бязмозглы	0.198	0.333	0.179
witness	сведка	0.562	0.569	0.593
wits	розум	0.760	0.596	0.765
witty	дасціпны	0.857	0.707	0.759
wiz	чараўнік	0.467	0.545	0.441
wizard	чараўнік	0.656	0.430	0.526
wobble	пампавацца	0.375	0.620	0.350
wobbly	хісткі	0.208	0.759	0.225
woe	гора	0.340	0.606	0.204
woeful	горкі	0.135	0.555	0.255
woefully	гнятліва	0.204	0.580	0.269
wok	кацялок з выпуклым дном	0.583	0.375	0.500
wokemeup	NO TRANSLATION	0.561	0.520	0.444
wolf	воўк	0.448	0.712	0.630
wolverine	расамаха	0.470	0.673	0.627
woman	жанчына	0.865	0.500	0.578
womanhood	жаноцкасць	0.812	0.656	0.602
womanizer	бабнік	0.281	0.800	0.471
womanly	жаноцкі	0.909	0.615	0.473
womb	матка	0.375	0.385	0.591
wonder	здзіўленне	0.939	0.771	0.765
wonderful	выдатны	0.971	0.776	0.830
wonderfully	цудоўна	0.969	0.760	0.821
wonderment	здзіўленне	0.929	0.679	0.795
wondrous	цудоўны	0.854	0.679	0.818
wont	NO TRANSLATION	0.240	0.343	0.291
woo	сватацца	0.646	0.729	0.430
wood	дрэва	0.494	0.182	0.373
woodcut	гравюра на дрэве	0.633	0.354	0.542
wooden	драўляны	0.500	0.196	0.318
woodland	лясістая мясцовасць	0.776	0.306	0.480
woodlands	рэдкалессі	0.656	0.340	0.473
woodpecker	дзяцел	0.520	0.482	0.445
woods	лесу	0.594	0.269	0.364
woodshed	дроўнай хлеў	0.551	0.373	0.312
woodsman	лесаруб	0.500	0.451	0.522
woodwork	вырабы з дрэва	0.490	0.481	0.545
woody	драўняны	0.469	0.260	0.396
woof	гав	0.354	0.509	0.404
woohoo	Woohoo	0.658	0.670	0.451
wooing	заляцанне	0.740	0.730	0.702
wool	шэрсць	0.583	0.132	0.345
woolen	ваўнянай	0.726	0.265	0.307
woolly	шарсцісты	0.531	0.398	0.320
woot	Woot	0.602	0.490	0.481
woozy	няўстойлівы	0.177	0.452	0.306
wop	мянушку, якія даюцца амерыканцы імігранты з Італіі	0.417	0.452	0.394
word	слова	0.552	0.255	0.482
wording	фармулёўка	0.653	0.500	0.588
words	словы	0.710	0.216	0.473
wordy	шматслоўны	0.643	0.478	0.586
work	праца	0.719	0.596	0.750
workaholic	працаголік	0.344	0.657	0.557
workbook	рабочы сшытак	0.673	0.343	0.510
worker	работнік	0.719	0.598	0.684
working	праца	0.740	0.585	0.576
workings	распрацоўкі	0.704	0.560	0.745
workload	нагрузка	0.231	0.792	0.490
workman	майстравы	0.729	0.618	0.726
workmanship	майстэрства	0.694	0.441	0.627
workout	распрацоўваць	0.868	0.827	0.780
workplace	працоўнае месца	0.592	0.431	0.583
works	завод	0.776	0.434	0.657
workshop	семінар	0.531	0.426	0.510
workup	клінічнае абследаванне	0.582	0.713	0.589
world	свет	0.622	0.394	0.750
worldly	жыццёвы	0.438	0.612	0.295
worldwide	сусветнай	0.790	0.462	0.851
worm	чарвяк	0.130	0.418	0.219
wormhole	чарвівасць	0.337	0.380	0.483
wormwood	палын горкая	0.458	0.406	0.355
worn	зношаныя	0.350	0.482	0.189
worried	хвалююся	0.094	0.824	0.395
worries	клопаты	0.094	0.679	0.363
worry	турбавацца	0.245	0.776	0.267
worrying	неспакой	0.047	0.750	0.296
worse	горш	0.062	0.704	0.225
worsening	пагаршэнне	0.115	0.685	0.202
worship	пакланенне	0.688	0.380	0.573
worshipful	шаноўны	0.760	0.648	0.546
worstfeeling	NO TRANSLATION	0.092	0.625	0.308
worth	кошт	0.872	0.510	0.889
worthless	бескарысны	0.083	0.420	0.153
worthwhile	варта	0.908	0.385	0.538
worthy	годны	0.812	0.340	0.796
wot	WOT	0.520	0.480	0.357
would	б	0.493	0.412	0.427
wound	рана	0.150	0.717	0.310
wounded	паранены	0.115	0.770	0.275
wounding	забойны	0.219	0.725	0.454
wounds	раны	0.102	0.735	0.345
wracking	парушаюць спакой	0.244	0.607	0.454
wrangler	спрачальнік	0.417	0.574	0.676
wrangling	спрачацца	0.146	0.865	0.585
wrap	заварочваць	0.594	0.441	0.275
wrapper	абгортка	0.625	0.358	0.391
wrapping	ўпакоўка	0.460	0.368	0.462
wrath	гнеў	0.039	0.908	0.548
wrathful	гнеўны	0.102	0.730	0.446
wreak	пасеяць	0.375	0.622	0.498
wreath	вянок	0.745	0.440	0.660
wreck	скрыпун	0.220	0.770	0.339
wreckage	абломкі судна	0.082	0.353	0.333
wrecked	разбураны	0.078	0.618	0.280
wrecker	шкоднік	0.229	0.716	0.474
wrench	гаечны ключ	0.396	0.202	0.545
wrenching	пакутлівы	0.204	0.833	0.483
wrest	вырываць	0.427	0.750	0.727
wrestle	упартая барацьба	0.388	0.890	0.765
wrestler	змагар	0.520	0.863	0.911
wrestling	барацьба	0.449	0.868	0.774
wretch	нягоднік	0.040	0.667	0.250
wretched	няшчасны	0.135	0.560	0.190
wriggle	выкручвацца	0.469	0.627	0.404
wright	райт	0.540	0.528	0.389
wring	выціскаць	0.360	0.656	0.348
wringer	машына для адцісканні бялізны	0.365	0.519	0.321
wrinkle	маршчына	0.150	0.370	0.274
wrinkled	зморшчаны	0.271	0.402	0.200
wrist	запясце	0.706	0.340	0.265
wristband	абшэўка	0.551	0.194	0.292
wristwatch	наручныя гадзіны	0.771	0.338	0.308
writ	пісанне	0.562	0.220	0.543
write	запіс	0.612	0.387	0.534
writer	пісьменнік	0.806	0.330	0.780
writing	пісьменнасць	0.694	0.475	0.645
written	напісана	0.600	0.231	0.520
wrong	няправільна	0.042	0.582	0.480
wrongdoing	правіну	0.112	0.745	0.451
wrongful	супрацьпраўны	0.102	0.680	0.347
wrongly	зменліва	0.054	0.550	0.202
wrought	каванага	0.322	0.559	0.681
wry	перакошаны	0.219	0.548	0.528
xanax	Xanax	0.427	0.402	0.446
xenophobia	ксенафобія	0.156	0.771	0.500
xerox	ксеракапіяваць	0.385	0.349	0.448
xmas	рождество	0.906	0.717	0.615
xoxo	XOXO	0.729	0.520	0.400
yaaaay	NO TRANSLATION	0.625	0.677	0.326
yaaay	NO TRANSLATION	0.650	0.610	0.330
yaay	NO TRANSLATION	0.604	0.575	0.327
yacht	яхта	0.823	0.670	0.660
yachting	парусны спорт	0.624	0.635	0.609
yahoo	Yahoo	0.643	0.583	0.522
yak	як	0.469	0.422	0.422
yam	ямс	0.500	0.206	0.152
yank	тузаць	0.271	0.630	0.538
yap	NO TRANSLATION	0.510	0.458	0.370
yard	двор	0.468	0.176	0.349
yarn	пража	0.510	0.265	0.233
yaw	гойсанне	0.586	0.592	0.491
yawn	пазяхаць	0.385	0.120	0.139
yawning	пазяхаў	0.323	0.216	0.150
yay	яй	0.694	0.575	0.345
yayy	NO TRANSLATION	0.640	0.587	0.355
yayyy	NO TRANSLATION	0.602	0.700	0.381
yayyyy	NO TRANSLATION	0.677	0.613	0.363
yea	ды	0.751	0.412	0.472
yeahhh	yeahhh	0.820	0.792	0.510
yeahhhh	NO TRANSLATION	0.865	0.721	0.440
year	год	0.542	0.284	0.415
yearbook	штогоднік	0.562	0.231	0.509
yearling	прызыўнік	0.510	0.348	0.518
yearly	раз у год	0.592	0.295	0.431
yearn	сумаваць	0.592	0.491	0.491
yearning	самотны	0.709	0.510	0.537
years	гадоў	0.653	0.330	0.508
yeast	дрожджы	0.500	0.350	0.327
yehey	NO TRANSLATION	0.490	0.530	0.298
yell	лямантаваць	0.240	0.798	0.558
yeller	Yeller	0.436	0.500	0.453
yelling	лямантуючы	0.323	0.939	0.565
yellow	жоўты	0.671	0.275	0.387
yellows	жоўкне	0.570	0.306	0.318
yelp	гаўкаць	0.417	0.709	0.431
yen	ена	0.510	0.435	0.508
yeoman	йомен	0.530	0.459	0.510
yesss	Yesss	0.719	0.657	0.451
yessss	yessss	0.719	0.796	0.415
yesterday	учора	0.500	0.286	0.253
yesteryear	мінулы год	0.469	0.259	0.331
yew	ціс	0.312	0.207	0.311
yey	NO TRANSLATION	0.677	0.530	0.290
yield	выхад	0.719	0.578	0.618
yielding	атрымліваючы	0.490	0.643	0.444
