Word	Czech-cs	Valence	Arousal	Dominance
sosweet	tak sladké	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	duše	0.770	0.220	0.510
soulful	oduševnělý	0.755	0.331	0.500
soulless	bez duše	0.125	0.591	0.400
soulmate	spřízněná duše	0.890	0.500	0.628
sound	zvuk	0.765	0.623	0.398
sounding	znějící	0.690	0.500	0.558
soundness	zdravost	0.780	0.377	0.893
soundproof	zvukotěsné	0.490	0.390	0.409
soundtrack	soundtrack	0.630	0.559	0.518
soup	polévka	0.602	0.245	0.269
sour	kyselý	0.276	0.594	0.373
source	zdroj	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	jižní	0.562	0.265	0.429
southbound	na jih	0.510	0.370	0.395
southeast	jihovýchodní	0.510	0.283	0.413
southern	jižní	0.552	0.269	0.370
southpaw	levák	0.542	0.389	0.404
southwest	jihozápadní	0.406	0.314	0.355
souvenir	suvenýr	0.844	0.311	0.466
sovereign	suverénní	0.698	0.500	0.885
sovereignty	Suverenita	0.719	0.529	0.886
soviet	sovětský	0.347	0.580	0.536
sow	prasnice	0.667	0.430	0.446
soy	sója	0.438	0.250	0.286
soy sauce	sójová omáčka	0.573	0.382	0.318
soybean	sóji	0.521	0.250	0.293
spa	lázně	0.622	0.151	0.386
space	prostor	0.800	0.317	0.573
spacecraft	kosmická loď	0.646	0.698	0.680
spaceman	kosmonaut	0.688	0.577	0.848
spaceship	kosmická loď	0.643	0.781	0.664
spacing	vzdálenost	0.621	0.425	0.507
spacious	prostorný	0.880	0.365	0.557
spade	rýč	0.469	0.667	0.529
spaghetti	špagety	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammery	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	španěl	0.561	0.435	0.385
spank	naplácat na zadek	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	živec	0.417	0.438	0.536
spare	náhradní	0.552	0.398	0.411
spareribs	žebírka	0.635	0.431	0.395
sparingly	střídmě	0.510	0.353	0.518
spark	jiskra	0.688	0.745	0.529
sparkle	Jiskra	0.819	0.765	0.510
sparkling	šumivé	0.700	0.418	0.598
sparkly	jiskřivě	0.885	0.590	0.726
sparring	sparring	0.292	0.870	0.704
sparrow	Vrabec	0.583	0.460	0.327
sparse	špatně	0.240	0.367	0.209
spasm	křeč	0.194	0.594	0.366
spastic	spastický	0.240	0.541	0.491
spat	vyplivl	0.427	0.413	0.309
spatial	prostorový	0.604	0.625	0.645
spatter	cákanec	0.292	0.630	0.315
spatula	špachtle	0.302	0.198	0.369
spawn	potěr	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	mluvit	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	mluvčí	0.604	0.660	0.723
speakerphone	hlasitý odposlech	0.531	0.569	0.560
speaking	mluvení	0.753	0.590	0.575
spear	kopí	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	speciální	0.844	0.602	0.730
specialist	specialista	0.760	0.562	0.877
speciality	specialita	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	speciálně	0.847	0.398	0.714
specialty	specialita	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	druh	0.561	0.330	0.645
specific	charakteristický	0.656	0.388	0.691
specification	Specifikace	0.552	0.479	0.602
specify	specifikujte	0.656	0.405	0.600
specimen	vzorek	0.531	0.444	0.568
speck	smítko	0.418	0.245	0.343
speckled	kropenatý	0.449	0.263	0.254
specs	brejle	0.540	0.398	0.618
spectacle	podívaná	0.812	0.745	0.762
spectacles	brýle	0.816	0.775	0.648
spectacular	okázalý	0.947	0.740	0.887
spectator	divák	0.694	0.560	0.667
specter	přízrak	0.265	0.723	0.540
spectral	spektrální	0.430	0.667	0.500
spectrometer	spektrometr	0.500	0.452	0.490
spectrophotometer	spektrofotometr	0.500	0.484	0.500
spectroscopy	spektroskopie	0.470	0.541	0.570
spectrum	spektrum	0.312	0.700	0.527
speculate	spekulovat	0.398	0.602	0.553
speculation	spekulace	0.325	0.683	0.394
speculative	spekulativní	0.276	0.591	0.464
speculum	spekulum	0.417	0.469	0.433
speech	mluvený projev	0.656	0.470	0.688
speechless	bezeslov	0.459	0.320	0.315
speed	Rychlost	0.719	0.849	0.658
speedboat	člunu	0.635	0.858	0.612
speedily	rychle	0.688	0.740	0.665
speeding	překročení rychlosti	0.438	0.908	0.645
speedometer	rychloměr	0.427	0.549	0.579
speedway	rychlostní rychlost	0.667	0.519	0.416
speedy	rychlý	0.625	0.625	0.793
spell	hláskovat	0.385	0.380	0.368
spellbound	okouzlený	0.531	0.647	0.387
spelling	pravopis	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	strávit	0.672	0.745	0.429
spender	vydělat	0.312	0.692	0.377
spending	výdaje	0.333	0.556	0.330
spent	strávil	0.296	0.296	0.263
sperm	spermie	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	koule	0.633	0.277	0.500
spherical	sférické	0.550	0.308	0.500
sphincter	svěrač	0.347	0.633	0.375
sphinx	sfinga	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	koření	0.594	0.439	0.384
spicy	pikantní	0.440	0.733	0.610
spider	pavouk	0.229	0.569	0.430
spiders	pavouci	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	čep	0.380	0.346	0.423
spike	špice	0.382	0.510	0.408
spiked	špičatý	0.281	0.613	0.407
spiky	ostnatý	0.284	0.657	0.587
spill	rozlít	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	roztočit	0.551	0.422	0.345
spinach	špenát	0.583	0.200	0.368
spinal	spinální	0.312	0.491	0.296
spindle	vřeteno	0.552	0.410	0.360
spine	páteř	0.495	0.461	0.600
spineless	bezpáteřný	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	předení	0.594	0.610	0.481
spinster	stará panna	0.357	0.368	0.345
spiny	ostnatý	0.167	0.639	0.528
spiral	spirála	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	duch	0.786	0.370	0.621
spirited	temperamentní	0.854	0.587	0.734
spirits	lihoviny	0.583	0.847	0.545
spiritual	duchovní	0.938	0.327	0.564
spirituality	duchovno	0.865	0.281	0.667
spit	plivat	0.149	0.545	0.436
spite	navzdory tomu	0.080	0.600	0.317
spiteful	zlomyslný	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	plivátko	0.276	0.426	0.280
splash	splash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	drmolit	0.312	0.596	0.352
spleen	slezina	0.448	0.255	0.396
splendid	nádherný	0.896	0.740	0.810
splendor	nádhera	0.927	0.612	0.850
splice	splice	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	dlaň	0.179	0.400	0.343
splinter	tříska	0.136	0.422	0.325
split	rozdělit	0.344	0.618	0.410
splitting	dělení	0.188	0.598	0.375
splurge	mrzutost	0.365	0.481	0.542
spoil	zkazit	0.146	0.723	0.328
spoiler	rušič vztlaku	0.347	0.527	0.380
spoiling	zkažení	0.135	0.678	0.306
spoils	kořistí	0.388	0.760	0.481
spoke	promluvil	0.635	0.433	0.483
spoken	mluvený	0.551	0.363	0.545
spokesman	mluvčí	0.720	0.480	0.611
spokesperson	tiskový mluvčí	0.573	0.453	0.615
sponge	houba na mytí	0.551	0.192	0.219
spongy	houbovitý	0.469	0.324	0.344
sponsor	sponzor	0.729	0.537	0.800
sponsorship	sponzorství	0.854	0.608	0.696
spontaneity	spontánnost	0.817	0.698	0.655
spontaneous	spontánní	0.780	0.578	0.655
spoof	spoof	0.490	0.594	0.381
spook	strašidlo	0.327	0.887	0.322
spooky	strašidelný	0.104	0.858	0.380
spool	cívka	0.397	0.389	0.312
spoon	lžíce	0.479	0.236	0.259
spoonful	lžíce	0.582	0.208	0.308
sporadic	sporadický	0.333	0.394	0.500
spore	výtrus	0.480	0.408	0.231
sport	sport	0.865	0.700	0.657
sporting	sportovní	0.917	0.656	0.675
sports	sportovní	0.833	0.683	0.587
sports car	sportovní auto	0.759	0.696	0.669
sportsman	sportovec	0.755	0.735	0.713
sportsmanship	sportovní chování	0.890	0.582	0.694
sportswriter	sportswriter	0.760	0.551	0.566
sporty	sportovní	0.735	0.713	0.648
spot	bod	0.510	0.180	0.336
spotless	neposkvrněný	0.792	0.327	0.726
spotlight	reflektor	0.688	0.353	0.519
spotted	puntíkovaný	0.354	0.472	0.295
spotter	pozorovatel	0.542	0.491	0.644
spotty	uhrovitý	0.281	0.606	0.241
spousal	manželství	0.656	0.582	0.632
spouse	manžela	0.750	0.600	0.645
spout	výtok	0.438	0.357	0.309
sprain	vymknutí	0.063	0.580	0.384
sprawl	roztahování	0.600	0.596	0.672
spray	sprej	0.438	0.410	0.333
spread	rozpětí	0.570	0.583	0.651
spreader	rozmetadlo	0.510	0.480	0.500
spree	spree	0.564	0.663	0.474
spring	jaro	0.837	0.370	0.481
springtime	jaro	0.837	0.439	0.722
sprinkle	posypat	0.635	0.404	0.380
sprinkler	sprinkler	0.510	0.434	0.473
sprinkling	kropení	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	skřítek	0.561	0.438	0.625
sprout	výhonek	0.582	0.565	0.443
spruce	smrk	0.604	0.288	0.380
spud	brambora	0.403	0.423	0.349
spunk	odvaha	0.438	0.632	0.473
spunky	odvážný	0.646	0.879	0.755
spur	podnět	0.378	0.545	0.340
spurious	falešné	0.178	0.480	0.343
spurred	podněcoval	0.562	0.684	0.472
spurt	vytrysknout	0.448	0.550	0.475
spy	vyzvědač	0.260	0.686	0.530
squabble	hádka	0.173	0.850	0.500
squad	družstvo	0.552	0.711	0.806
squadron	letka	0.469	0.686	0.787
squall	bouře	0.191	0.833	0.655
squamous	skvamózní	0.344	0.446	0.418
squander	rozházet	0.240	0.755	0.529
square	náměstí	0.509	0.340	0.291
squash	squash	0.531	0.667	0.410
squat	squat	0.330	0.550	0.453
squatter	squater	0.390	0.361	0.565
squaw	squaw	0.428	0.441	0.398
squawk	Squawk	0.265	0.480	0.245
squeak	kvičet	0.271	0.679	0.300
squeaky	pískat	0.229	0.771	0.367
squeal	kvílení	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	sevření	0.458	0.676	0.532
squeezing	stlačování	0.260	0.598	0.557
squelch	squelch	0.271	0.510	0.462
squid	oliheň	0.497	0.398	0.357
squint	šilhat	0.385	0.461	0.452
squire	zeman	0.479	0.459	0.710
squirm	kroutit se	0.235	0.824	0.373
squirrel	veverka	0.592	0.358	0.333
squirt	stříkat	0.406	0.460	0.255
squish	rozmáčknout	0.260	0.788	0.481
squishy	skličující	0.516	0.333	0.307
stab	bodnout	0.167	0.882	0.595
stabbed	bodnutí	0.031	0.875	0.431
stability	stabilita	0.812	0.264	0.849
stabilize	stabilizovat	0.839	0.427	0.722
stabilizer	stabilizátor	0.688	0.353	0.767
stable	stabilní	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	zásobník	0.470	0.282	0.427
stadium	stadión	0.635	0.679	0.611
staff	personál	0.745	0.274	0.627
stag	jelen	0.594	0.250	0.389
stage	etapa	0.592	0.306	0.473
stagecoach	dostavník	0.516	0.519	0.627
stagehand	scénář	0.420	0.684	0.555
stagger	stagger	0.531	0.620	0.458
staggering	ohromující	0.520	0.657	0.683
stagnant	stagnující	0.300	0.500	0.208
stagnation	stagnace	0.276	0.324	0.396
staid	usedlý	0.385	0.290	0.634
stain	skvrna	0.453	0.324	0.264
stained	obarvené	0.245	0.460	0.209
stainless	nerez	0.594	0.329	0.618
stair	schodiště	0.375	0.354	0.345
staircase	schodiště	0.469	0.347	0.440
stairs	schody	0.510	0.439	0.342
stairway	schodiště	0.562	0.510	0.407
stairwell	schodiště	0.510	0.292	0.333
stake	kůl	0.406	0.608	0.460
stakeout	rozcvičování	0.344	0.546	0.600
stale	zatuchlý	0.235	0.461	0.286
stalemate	patou	0.296	0.354	0.267
stalk	stonek	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	stánek	0.370	0.245	0.292
stallion	hřebec	0.628	0.596	0.779
stalls	stánky	0.582	0.378	0.451
stalwart	oddaný	0.812	0.430	0.691
stamina	výdrž	0.664	0.694	0.877
stamp	razítko	0.438	0.327	0.441
stampede	panika	0.235	0.875	0.683
stance	postoj	0.604	0.333	0.609
stand	vydržet	0.600	0.324	0.509
standard	Standard	0.673	0.143	0.605
standardize	standardizovat	0.684	0.353	0.729
standardized	standardizováno	0.610	0.324	0.607
standby	pohotovostní	0.260	0.224	0.386
standing	stojící	0.604	0.317	0.425
standoff	odstup	0.333	0.840	0.558
standpoint	stanovisko	0.585	0.388	0.652
standstill	zastavení	0.441	0.203	0.500
standup	postav se	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	staple	0.542	0.306	0.438
stapler	sešívačka	0.370	0.264	0.394
star	hvězda	0.833	0.418	0.560
star fruit	hvězdné ovoce	0.701	0.433	0.427
starboard	pravé straně	0.531	0.388	0.558
starch	škrob	0.507	0.354	0.312
stardom	sláva	0.844	0.786	0.689
stardust	hvězdný prach	0.843	0.410	0.549
stare	upřený pohled	0.541	0.430	0.538
starfish	mořská hvězdice	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	zíral	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	hvězdička	0.806	0.471	0.587
starlight	světlo hvězd	0.908	0.368	0.611
starling	špaček	0.500	0.490	0.514
starry	hvězdnatý	0.438	0.643	0.434
stars	hvězdy	0.796	0.521	0.484
starship	vesmírná loď	0.740	0.719	0.704
start	Start	0.684	0.430	0.589
starter	startér	0.667	0.461	0.827
startle	polekat	0.276	0.817	0.417
startled	překvapený	0.333	0.865	0.526
startling	překvapující	0.750	0.768	0.830
starvation	hladovění	0.240	0.592	0.284
starve	vyhladovět	0.073	0.729	0.402
starved	hladovějící	0.097	0.689	0.219
starving	hladoví	0.163	0.670	0.336
stash	stash	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	Stát	0.562	0.320	0.604
stately	majestátní	0.830	0.728	0.915
statement	prohlášení	0.688	0.608	0.825
stateroom	statek	0.653	0.380	0.441
stateside	Stateside	0.643	0.480	0.708
statesman	státník	0.510	0.490	0.736
static	statický	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statika	0.542	0.290	0.527
station	stanice	0.688	0.367	0.519
stationary	stacionární	0.408	0.240	0.484
stationery	papírnictví	0.570	0.120	0.455
statistic	statistický	0.508	0.420	0.609
statistical	statistický	0.714	0.353	0.627
statistician	statistik	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	sochařství	0.561	0.281	0.500
statue	socha	0.542	0.153	0.570
statuette	soška	0.677	0.433	0.518
stature	postava	0.470	0.353	0.664
status	postavení	0.658	0.377	0.588
statute	statut	0.592	0.330	0.673
statutory	statutární	0.510	0.376	0.539
staunch	spolehlivý	0.480	0.363	0.833
stave	stav	0.417	0.333	0.424
stay	pobyt	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	zůstal	0.497	0.270	0.395
stays	pobyty	0.633	0.363	0.564
stead	stead	0.551	0.214	0.510
steadfast	vytrvalý	0.771	0.433	0.800
steady	stabilní	0.680	0.186	0.763
steak	steak	0.625	0.359	0.315
steakhouse	steaková restaurace	0.802	0.379	0.547
steal	ukrást	0.021	0.856	0.528
stealing	kradení	0.086	0.913	0.455
stealth	stealth	0.520	0.270	0.452
stealthily	tajně	0.763	0.294	0.458
stealthy	kradmý	0.380	0.363	0.534
steam	parní	0.469	0.413	0.421
steamboat	parník	0.708	0.500	0.633
steamer	parník	0.510	0.442	0.528
steaming	v páře	0.592	0.553	0.402
steamroller	parní turbíny	0.396	0.567	0.667
steamship	parník	0.469	0.490	0.569
steamy	hnědý	0.479	0.538	0.445
steel	ocel	0.521	0.420	0.714
steep	strmé	0.312	0.612	0.321
steeple	kostelní věž	0.625	0.519	0.500
steer	řídit	0.469	0.490	0.527
steering	řízení	0.580	0.431	0.660
stellar	hvězdný	0.796	0.580	0.769
stem	zastavit	0.615	0.191	0.336
stench	puch	0.104	0.570	0.298
stencil	šablona	0.500	0.327	0.421
stenographer	těsnopisec	0.510	0.408	0.589
step	krok	0.531	0.321	0.347
stepdaughter	nevlastní dcera	0.510	0.510	0.432
stepfather	nevlastní otec	0.396	0.491	0.611
stepmother	nevlastní matka	0.427	0.530	0.484
steppe	step	0.427	0.321	0.379
steps	kroky	0.511	0.349	0.373
stepson	nevlastní syn	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopický	0.363	0.417	0.574
stereotype	stereotyp	0.151	0.422	0.612
stereotyped	stereotypní	0.375	0.510	0.436
sterile	sterilní	0.302	0.471	0.291
sterility	sterilitu	0.201	0.519	0.414
sterilize	sterilizovat	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	záď	0.552	0.394	0.415
sternum	hrudní kosti	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stetoskop	0.427	0.377	0.490
stew	dusit	0.667	0.373	0.250
steward	stevard	0.633	0.238	0.550
stewardess	letuška	0.625	0.491	0.491
stewardship	správcovství	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	lepit	0.396	0.364	0.382
sticker	nálepka	0.583	0.306	0.346
sticking	lepení	0.486	0.425	0.356
stickler	puntičkář	0.385	0.471	0.417
stickup	stickup	0.453	0.537	0.434
sticky	lepkavý	0.385	0.569	0.292
stiff	tuhý	0.158	0.459	0.569
stiffen	ztuhnout	0.360	0.582	0.719
stiffness	ztuhlost	0.323	0.500	0.657
stifle	potlačit	0.240	0.764	0.427
stifled	potlačena	0.229	0.731	0.193
stifling	potlačující	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	dýka	0.396	0.430	0.427
stillbirth	mrtvý	0.092	0.809	0.291
stillborn	mrtvě narozený	0.271	0.519	0.337
stillness	klid	0.729	0.125	0.339
stillwaiting	stále čekám	0.344	0.393	0.420
stilts	chůdách	0.439	0.577	0.300
stimulant	povzbuzující	0.441	0.794	0.745
stimulate	stimulovat	0.792	0.798	0.754
stimulating	stimulující	0.740	0.804	0.809
stimulation	stimulace	0.708	0.821	0.702
stimulus	podnět	0.771	0.779	0.750
sting	bodnutí	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	bodnutí	0.260	0.730	0.459
stingy	lakomý	0.094	0.548	0.283
stink	smrad	0.042	0.481	0.180
stinker	dřina	0.163	0.567	0.275
stinking	páchnoucí	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	stipendium	0.604	0.546	0.614
stipulate	stanovit	0.570	0.546	0.623
stipulation	ustanovení	0.469	0.622	0.654
stir	míchat	0.448	0.773	0.453
stirring	míchání	0.582	0.702	0.558
stitch	steh	0.306	0.538	0.357
stitching	šití	0.510	0.382	0.345
stock	skladem	0.594	0.418	0.407
stockade	palisáda	0.375	0.402	0.500
stockbroker	makléř	0.417	0.676	0.802
stockholder	akcionář	0.573	0.625	0.716
stocking	punčocha	0.594	0.324	0.688
stockings	punčochy	0.458	0.365	0.382
stockpile	zásoby	0.542	0.315	0.425
stockroom	sklad	0.562	0.312	0.406
stocks	zásob	0.573	0.598	0.586
stoic	stoický	0.427	0.473	0.602
stole	ukradl	0.135	0.760	0.384
stolen	ukradený	0.156	0.646	0.308
stomach	žaludek	0.367	0.402	0.438
stomachache	bolení břicha	0.030	0.745	0.316
stomp	dupat	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	kámen	0.216	0.183	0.561
stoned	s kamenem	0.177	0.796	0.375
stonewall	kamenná zeď	0.337	0.457	0.655
stoneware	kamenina	0.458	0.300	0.443
stony	kamenný	0.356	0.494	0.525
stooge	panák	0.438	0.406	0.163
stool	stolice	0.448	0.269	0.302
stools	stolice	0.459	0.382	0.327
stoop	sehnout	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	stop	0.280	0.510	0.490
stopover	mezipřistání	0.531	0.327	0.575
stoppage	přerušení	0.224	0.491	0.445
stopper	zátka	0.365	0.336	0.390
stopping	zastavení	0.388	0.382	0.473
stopwatch	stopky	0.469	0.521	0.482
storage	úložný prostor	0.698	0.406	0.564
store	obchod	0.646	0.538	0.407
storefront	výklad	0.580	0.217	0.457
storehouse	skladiště	0.570	0.250	0.491
storeroom	sklad	0.560	0.217	0.588
storing	ukládání	0.630	0.378	0.548
storm	bouřka	0.188	0.940	0.543
storming	bouří	0.265	0.910	0.669
stormy	bouřlivý	0.146	0.870	0.562
story	příběh	0.653	0.406	0.704
storybook	příběh	0.854	0.306	0.383
storyteller	příběh	0.730	0.357	0.462
storytelling	vyprávění	0.643	0.375	0.472
stound	loupež	0.490	0.473	0.446
stout	tlustý	0.656	0.657	0.817
stove	kamna	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	černý pasažér	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	rovný	0.667	0.298	0.669
straighten	narovnat	0.677	0.500	0.685
straightforward	přímý	0.780	0.150	0.380
straightway	hned	0.667	0.444	0.565
strain	kmen	0.190	0.750	0.380
strained	napjaté	0.122	0.656	0.580
strait	úžina	0.438	0.433	0.412
straitjacket	svěrací kazajka	0.224	0.719	0.579
straits	úžiny	0.408	0.269	0.410
strand	pramen	0.396	0.406	0.538
stranded	pruhovaný	0.292	0.459	0.219
strange	podivný	0.314	0.663	0.395
stranger	cizinec	0.330	0.449	0.302
strangle	uškrtit	0.094	0.927	0.527
strangulation	uškrcení	0.040	0.886	0.542
strap	popruh	0.380	0.417	0.382
strapless	bez ramínek	0.314	0.462	0.273
strapping	páskování	0.552	0.413	0.454
strata	vrstvy	0.500	0.457	0.411
strategic	strategický	0.786	0.708	0.861
strategist	stratég	0.571	0.594	0.810
strategy	strategie	0.704	0.667	0.858
stratification	stratifikace	0.531	0.490	0.651
stratosphere	stratosféra	0.604	0.583	0.636
stratum	vrstva	0.365	0.307	0.510
stratus	oblak	0.448	0.520	0.509
straw	sláma	0.480	0.290	0.163
strawberry	jahoda	0.833	0.270	0.336
stray	zbloudil	0.133	0.760	0.281
streak	pruh	0.440	0.608	0.511
streaked	pruhovaný	0.458	0.426	0.393
stream	proud	0.449	0.537	0.559
streamer	stuha	0.615	0.530	0.429
streaming	streaming	0.592	0.481	0.582
streamline	usměrnit	0.656	0.573	0.618
street	ulice	0.594	0.324	0.398
streetcar	tramvaj	0.390	0.569	0.566
streetlight	pouliční osvětlení	0.673	0.268	0.390
strength	síla	0.802	0.682	0.858
strengthen	posílit	0.802	0.796	0.971
strengthening	posílení	0.913	0.627	0.945
strenuous	namáhavý	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stres	0.173	0.843	0.317
stressed	zdůraznil	0.167	0.740	0.502
stresses	zdůrazňuje	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresující	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	stresování	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	protáhnout se	0.604	0.578	0.500
stretcher	nosítka	0.438	0.196	0.295
stricken	zasažen	0.163	0.720	0.368
strict	přísný	0.500	0.646	0.878
stride	krok	0.490	0.670	0.434
strife	svár	0.344	0.898	0.630
strike	stávka	0.271	0.811	0.571
strikeout	strikeout	0.316	0.520	0.371
striker	útočník	0.500	0.589	0.696
striking	překvapující	0.357	0.827	0.657
strikingly	nápadně	0.690	0.684	0.811
string	řetězec	0.385	0.398	0.445
strings	řetězce	0.457	0.292	0.355
stringy	vláknitý	0.430	0.510	0.527
strip	pás	0.427	0.500	0.436
stripe	proužek	0.629	0.302	0.361
striped	pruhovaný	0.344	0.373	0.385
stripped	zbavený	0.255	0.615	0.278
stripper	striptérka	0.625	0.848	0.453
striptease	striptýz	0.607	0.918	0.608
strive	usilovat	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	mrtvice	0.562	0.440	0.570
stroll	procházka	0.745	0.415	0.444
stroller	dětský kočárek	0.786	0.398	0.314
strolling	procházka	0.755	0.515	0.340
strong	silný	0.912	0.745	0.895
