Word	Sindhi-sd	Valence	Arousal	Dominance
ubiquitous	فيروز	0.635	0.571	0.884
ubiquity	جڳهه	0.578	0.490	0.595
ugliness	بدانتظامي	0.094	0.407	0.267
ugly	بدصورت	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	يوگولل	0.513	0.358	0.365
ulcer	السر	0.286	0.596	0.377
ulterior	اٽرينئر	0.375	0.509	0.490
ultimate	حتمي	0.648	0.645	0.544
ultimately	آخرڪار	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	الٽراسائونڊ	0.573	0.594	0.600
ultraviolet	الٽروئل	0.604	0.448	0.673
umbilical	ناتي	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	ڇانو	0.583	0.246	0.255
umpire	امپائر	0.520	0.592	0.755
umpteen	ٻٻڻي	0.510	0.460	0.611
unabashed	ناڪام ٿيو	0.292	0.614	0.488
unabated	اڻ پڙهيل	0.532	0.420	0.466
unable	ناھي	0.132	0.459	0.193
unacceptable	غير قابل قبول	0.133	0.479	0.330
unaccompanied	اڻ پڙهيل هو	0.292	0.376	0.297
unaccountable	ناقابل قبول آهي	0.180	0.600	0.543
unaccounted	ناحق	0.410	0.338	0.361
unacknowledged	اڻڄاتل	0.240	0.269	0.116
unadulterated	اڻ ڳڻي	0.570	0.420	0.528
unaffected	ناھي	0.542	0.265	0.571
unafraid	اڻڄاڻ ناھي	0.500	0.520	0.655
unaided	اڻڄاتل	0.290	0.410	0.336
unaltered	اڻ ڳڻي	0.571	0.269	0.598
unambiguous	ٺيڪ آهي	0.406	0.390	0.578
unanimity	ايمانداري	0.490	0.407	0.706
unanimous	اتفاق ڪندڙ	0.656	0.380	0.682
unanimously	اتفاق سان	0.686	0.333	0.738
unannounced	ناهن	0.240	0.588	0.291
unanswered	جواب ڏنل	0.276	0.361	0.219
unanticipated	اڻڄاتل	0.255	0.775	0.327
unappreciated	ناحق	0.143	0.431	0.209
unapproved	قبول نه ٿيو	0.184	0.471	0.254
unarmed	اڻ ڄاتل	0.427	0.420	0.241
unassisted	ناحق	0.302	0.320	0.211
unassuming	بي عزتي	0.490	0.230	0.471
unattached	اڻڄاتل	0.192	0.439	0.283
unattainable	اڻ ڄاتل	0.220	0.635	0.571
unattended	ناھي	0.255	0.400	0.167
unattractive	ناجائز	0.177	0.307	0.208
unauthorized	غير مجاز آهي	0.260	0.448	0.259
unavailable	دستياب ناهي	0.323	0.281	0.159
unavoidable	ناقابل قبول آهي	0.350	0.580	0.445
unaware	خبر ناهي	0.208	0.355	0.310
unbalanced	غير برابر	0.302	0.596	0.343
unbearable	ناجائز	0.125	0.798	0.447
unbeatable	ناهن	0.735	0.719	0.681
unbeaten	اڻ ڄاڻي واڻي	0.854	0.760	0.828
unbecoming	اڻڄاڻ	0.123	0.471	0.288
unbelief	بي دين	0.265	0.582	0.407
unbelievable	انڪار ڪندڙ	0.771	0.790	0.717
unbiased	غير ترتيب	0.625	0.378	0.618
unborn	زياده	0.312	0.300	0.216
unbound	بيڪار	0.354	0.402	0.283
unbounded	ٿڌو	0.646	0.600	0.736
unbreakable	خطرناڪ	0.653	0.573	0.759
unbridled	اڻ ڳڻي	0.396	0.759	0.448
unbroken	ٽٽل	0.550	0.224	0.602
unbutton	غير يونٽ	0.479	0.539	0.311
uncalled	ناھي	0.344	0.294	0.222
uncanny	نگاهه	0.469	0.461	0.430
uncaring	اڻ کٽ	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	يقينا	0.363	0.500	0.164
uncertainty	بي يقيني	0.064	0.494	0.282
unchallenged	پريشاني	0.552	0.394	0.545
unchangeable	ناھي	0.375	0.442	0.709
unchanged	بدلايو ويو	0.490	0.204	0.237
uncharted	اڻ ڄاڻايل	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	غيرقانوني	0.133	0.600	0.400
unclaimed	اعلان ڪيو	0.316	0.346	0.278
uncle	چاچو	0.653	0.255	0.578
unclean	ناحق	0.133	0.529	0.134
unclear	صاف ناهي	0.229	0.463	0.202
uncomfortable	نااميد	0.188	0.610	0.214
uncommon	غير معمولي	0.459	0.429	0.373
uncommonly	غير معمولي طور تي	0.626	0.490	0.778
uncomplicated	غير معمولي	0.740	0.260	0.453
uncompromising	سمجھوتي ناهي	0.320	0.531	0.613
unconcerned	ناحق	0.562	0.283	0.298
unconditional	غير مشروط	0.760	0.493	0.715
unconfirmed	ناپسنديده	0.334	0.321	0.339
unconnected	ناھي	0.188	0.265	0.213
unconscionable	غير يقيني	0.208	0.618	0.429
unconscious	اڻ پڙهيل	0.240	0.356	0.195
unconsciousness	لاقانونيت	0.177	0.440	0.121
unconstitutional	غير آئيني	0.230	0.588	0.491
unconstrained	اڻ ڄاتل	0.653	0.640	0.635
uncontested	اڻ ڄاڻ آهي	0.510	0.471	0.689
uncontrollable	اڻ لامحدود	0.265	0.790	0.626
uncontrolled	ضابطي ۾ نه آيو	0.188	0.891	0.544
unconventional	غير روايتي	0.177	0.509	0.288
unconvinced	اڻڄاتل	0.409	0.458	0.228
unconvincing	اڻڄاتل	0.190	0.532	0.144
uncooked	اڻڄاتل	0.312	0.321	0.241
uncooperative	نڀاڳو	0.250	0.422	0.246
uncorrelated	اڻ پڙهيل	0.333	0.327	0.316
uncouth	غيرت	0.080	0.761	0.350
uncover	نڀاڳو	0.771	0.552	0.648
uncritical	غير جانبدار	0.480	0.367	0.412
uncut	غيرت	0.448	0.422	0.278
undead	اڻڄاتل	0.367	0.635	0.406
undecided	اڻڄاتل	0.286	0.433	0.127
undefeated	اڻڄاتل	0.833	0.752	0.825
undefined	اڻڄاتل	0.260	0.418	0.350
undeniable	ناقابل بيان	0.552	0.473	0.778
underage	هيٺيان	0.469	0.461	0.300
underbelly	تڪڙ ۾	0.406	0.423	0.361
undercover	هيٺ	0.388	0.627	0.483
undercurrent	اڳوڻي	0.357	0.582	0.520
underdog	هيٺيان	0.250	0.410	0.226
underestimate	هيٺ ڏنل	0.413	0.464	0.193
undergo	اجايو	0.398	0.554	0.339
undergraduate	گريجوئيٽري	0.583	0.500	0.559
underground	زير زمين	0.396	0.455	0.452
underhanded	اڻ ڄاڻيو	0.188	0.415	0.527
underlay	هيٺيون حصو	0.521	0.365	0.458
underlie	هيٺان	0.323	0.378	0.275
underline	هيٺيون	0.480	0.412	0.509
underlying	هيٺ	0.480	0.445	0.452
undermine	هيٺان ٿو	0.316	0.491	0.413
undermined	ختم ٿي وئي	0.365	0.409	0.394
underneath	هيٺان	0.450	0.265	0.158
underpaid	هيٺيون ويون	0.146	0.413	0.209
underpants	هيٺيون	0.448	0.473	0.276
underprivileged	هيٺ نڀاڳو	0.167	0.449	0.172
underrated	هيٺ ڏنل	0.208	0.520	0.333
underscore	اڻ وڻندڙ	0.375	0.275	0.306
undersea	اڻ وڻندڙ	0.545	0.490	0.425
undersecretary	اڻ پڙهيل	0.459	0.377	0.594
undersized	اڻ وڻندڙ	0.316	0.425	0.298
understaffed	سمجهي نه سگهيو	0.148	0.444	0.302
understand	سمجھيو	0.760	0.374	0.643
understandable	سمجھو	0.776	0.363	0.566
understanding	سمجهيو	0.865	0.304	0.689
understatement	سمجھو	0.347	0.480	0.473
understood	سمجھيو ويو	0.780	0.441	0.686
understudy	سمجھو	0.378	0.402	0.420
undertake	ٺهرايو	0.796	0.702	0.754
undertaker	ويڙهاڪ	0.363	0.696	0.611
undertaking	گڏ ڪرڻ	0.667	0.530	0.696
undertow	جاري رکندو	0.327	0.639	0.231
underwear	هيٺيون ڪپڙا	0.610	0.546	0.375
underwood	هيٺيون	0.510	0.453	0.510
underworld	هيٺيون حصو	0.177	0.676	0.613
underwrite	هيٺ ڏنل	0.416	0.520	0.423
underwriter	هيٺيان	0.571	0.327	0.620
undeserved	اڻ ڄاتل	0.219	0.552	0.283
undesirable	ناپسنديده	0.177	0.644	0.260
undesired	اڻڄاتل	0.156	0.441	0.235
undetectable	اڻ وڻندڙ	0.438	0.539	0.604
undetected	اڻڄاتل	0.224	0.304	0.268
undetermined	اڻ ڄاڻايل	0.265	0.256	0.353
undeveloped	اڻ وڻندڙ	0.292	0.330	0.254
undignified	اڻڄاتل	0.122	0.627	0.308
undirected	اڻ سڌي طرح	0.330	0.417	0.310
undisclosed	اڻ پڙهيل	0.479	0.361	0.314
undiscovered	اڻڄاتل	0.438	0.347	0.261
undisputed	اڻڄاتل	0.646	0.588	0.673
undisturbed	اڻڄاتل	0.725	0.287	0.434
undivided	اڻڄاتل	0.510	0.380	0.490
undo	واپس ڪريو	0.365	0.444	0.349
undoing	واپس آڻيو	0.219	0.452	0.298
undoubted	ختم ٿي ويو	0.592	0.461	0.740
undress	کٽيو	0.438	0.900	0.336
undressed	اڻڄاتل	0.375	0.755	0.356
undue	اڻ پڙهيل	0.156	0.573	0.318
undying	ناھي	0.708	0.500	0.773
unearned	ناپسنديده	0.177	0.340	0.213
unearth	ڳاڙهو	0.427	0.635	0.545
uneasiness	بي عزتي	0.190	0.798	0.241
uneasy	بيوقوف	0.115	0.598	0.349
uneducated	اڻ ڄاتل	0.177	0.350	0.246
unemployed	بيروزگار	0.094	0.481	0.230
unemployment	بيروزگاري	0.094	0.400	0.297
unencumbered	اڻ ڳڻي	0.604	0.280	0.472
unending	ناهن	0.385	0.519	0.454
unequal	ناهن	0.118	0.433	0.202
unequalled	اڻڄاڻ	0.562	0.470	0.769
unequivocal	غير يقيني	0.604	0.415	0.615
unequivocally	غير يقيني طور	0.521	0.668	0.554
unethical	غير يقيني	0.104	0.433	0.269
uneven	هڪجهڙا	0.125	0.457	0.240
uneventful	غير يقيني	0.510	0.343	0.410
unexpected	اوچتو	0.500	0.720	0.333
unexpectedly	غير متوقع	0.354	0.759	0.462
unexplainable	غير ضروري	0.260	0.448	0.610
unexplained	اڻڄاتل	0.271	0.531	0.349
unexplored	اڻڄاتل	0.401	0.640	0.388
unfailing	غير قانوني	0.625	0.635	0.594
unfair	غير منصفانه	0.173	0.472	0.190
unfairness	غير منصفانه	0.170	0.817	0.336
unfaithful	بي عزتي	0.031	0.806	0.298
unfamiliar	نا واقف	0.219	0.558	0.273
unfavorable	غير مناسب	0.133	0.450	0.232
unfeeling	ناهن	0.235	0.377	0.345
unfettered	اڻڄاتل	0.569	0.650	0.586
unfinished	ناپسنديده	0.188	0.368	0.264
unfit	اڻڄاتل	0.250	0.368	0.185
unflinching	اڻڄاڻ	0.667	0.606	0.882
unfold	چرچا	0.612	0.510	0.520
unfollow	اڻڄاتل	0.281	0.337	0.293
unforeseen	اڻ پڙهيل	0.255	0.714	0.500
unforgettable	ناقابل فراموش	0.833	0.561	0.660
unforgivable	ناجائز	0.276	0.743	0.490
unforgiving	نه مڃيندا	0.406	0.630	0.793
unfortunate	بدقسمتي آهي	0.073	0.487	0.195
unfortunately	بدقسمتي سان	0.104	0.494	0.281
unfounded	اڻڄاتل	0.271	0.520	0.410
unfreeze	ناجائز	0.458	0.297	0.375
unfriendly	دوستي سان	0.173	0.670	0.458
unfulfilled	اڻ ڄاتل	0.184	0.426	0.268
unfurnished	اڻڄاتل	0.316	0.333	0.272
unglued	اڻڄاتل	0.378	0.446	0.352
ungodly	اڻ ڳڻي	0.296	0.423	0.388
ungrateful	بي شڪر	0.219	0.461	0.275
unguarded	غافل آهي	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	خوشيء سان	0.083	0.630	0.222
unhappy	ناهن	0.112	0.500	0.155
unharmed	ناهن	0.740	0.378	0.491
unhealthy	بي عقل	0.115	0.549	0.214
unheard	غافل آهي	0.344	0.539	0.500
unhelpful	غير يقيني	0.104	0.320	0.118
unhindered	نااهل ٿيو	0.729	0.441	0.725
unholy	نااهل	0.327	0.560	0.445
unhook	ٿڪجي ويو	0.375	0.592	0.310
unicorn	ڄاڻي واڻي	0.776	0.510	0.480
unidentified	نامعلوم ناهن	0.385	0.361	0.199
unification	ضابطي	0.688	0.345	0.788
unified	متحد	0.729	0.439	0.764
uniform	يونيفارم	0.570	0.245	0.655
uniformed	وردي	0.469	0.519	0.589
uniformity	وحدت	0.745	0.353	0.538
uniformly	غير معمولي	0.625	0.333	0.704
unimaginable	نااهل	0.573	0.634	0.589
unimpeachable	اڻ ڄاتل	0.684	0.550	0.784
unimpeached	اڻڄاتل	0.458	0.335	0.433
unimportant	اڻ ڄاتل	0.281	0.240	0.175
unimpressed	اڻڄاتل	0.198	0.302	0.327
unimproved	اڻڄاتل	0.163	0.377	0.144
uninfected	اڻ ڄاتل	0.688	0.304	0.389
uninformed	اڻ ڄاڻايل	0.156	0.370	0.182
uninhabited	اڻڄاتل	0.301	0.230	0.221
uninitiated	اڻ پڙهيل	0.271	0.288	0.288
uninspired	اڻڄاتل	0.163	0.243	0.260
unintelligible	ناممڪن آهي	0.208	0.472	0.283
unintended	اڻڄاتل	0.438	0.385	0.349
unintentional	اڻ ڄاڻي واڻي	0.333	0.538	0.306
unintentionally	بلڪل نه	0.460	0.490	0.286
uninterested	اڻڄاتل	0.365	0.240	0.328
uninteresting	اڻ پڙهيل	0.153	0.235	0.228
uninterrupted	اڻ رڪاوٽ	0.500	0.434	0.527
uninvited	اڻ پڙهيل	0.090	0.385	0.307
union	يونين	0.854	0.226	0.766
unique	ڌار ڌار	0.823	0.347	0.661
unisex	يونيسيس	0.492	0.417	0.417
unison	اجايو	0.510	0.439	0.583
unit	يونٽ	0.562	0.235	0.578
unitary	وحدت	0.531	0.239	0.641
unite	وحدت	0.781	0.375	0.610
united	متحد	0.781	0.431	0.783
unity	اتحاد	0.837	0.288	0.658
universal	آفاقي	0.802	0.417	0.833
universality	ڪائنات	0.796	0.410	0.840
universe	ڪائنات	0.694	0.454	0.839
university	يونيورسٽي	0.735	0.574	0.741
unjust	ظالم	0.115	0.625	0.278
unjustifiable	ناحق	0.115	0.596	0.394
unjustified	ناحق	0.288	0.541	0.314
unkind	سختي	0.135	0.409	0.310
unknowable	ناهن	0.347	0.540	0.396
unknown	اڻڄاتل	0.357	0.450	0.204
unlawful	غير قانوني	0.094	0.759	0.402
unleash	اجايو	0.479	0.775	0.559
unlicensed	غير قانوني	0.306	0.574	0.196
unlike	ان جي ابتڙ	0.439	0.439	0.418
unlikely	ممڪن ناهي	0.271	0.293	0.245
unlimited	لامحدود	0.750	0.623	0.679
unlisted	اڻ لسٽ	0.365	0.265	0.218
unload	انٽرويو	0.656	0.639	0.573
unloaded	اڻڄاتل	0.469	0.380	0.331
unlock	انلاڪ ڪريو	0.582	0.442	0.592
unlucky	ناحق	0.073	0.395	0.198
unmanageable	غير مصلحت	0.177	0.666	0.482
unmanned	اڻ وڻندڙ	0.235	0.441	0.324
unmarked	نشان ناھي	0.416	0.294	0.433
unmarried	اڻڄاڻ	0.438	0.480	0.545
unmask	اڻڄاتل	0.323	0.690	0.520
unmatched	اڻڄاتل	0.776	0.536	0.771
unmistakable	نااهل	0.602	0.571	0.765
unmitigated	تصديق ٿيل	0.649	0.427	0.422
unmoved	ناهن	0.184	0.355	0.360
unnamed	غيرتمند	0.316	0.189	0.284
unnatural	غيرتمند	0.153	0.587	0.434
unnecessary	غير ضروري	0.219	0.358	0.190
unneeded	اڻ ڄاڻايل	0.177	0.375	0.245
unnoticed	اڻ ڄاتل	0.302	0.440	0.260
unnumbered	ناهن	0.406	0.255	0.331
unobserved	اڻ ڄاتل	0.398	0.255	0.257
unobstructed	اڻ ڄاتل	0.583	0.440	0.573
unobtrusive	ناقابل برداشت	0.447	0.327	0.402
unoccupied	اڻ ڄاتل	0.258	0.245	0.412
unofficial	غير رسمي	0.260	0.302	0.255
unopened	خالي نه ٿيو	0.542	0.340	0.265
unopposed	اڻڄاتل	0.615	0.375	0.537
unordered	اڻڄاتل	0.224	0.482	0.190
unorganised	غير منظم ٿيل	0.250	0.500	0.212
unorganized	غير منظم ٿيل	0.260	0.657	0.173
unorthodox	غير معياري	0.340	0.480	0.441
unpack	بيٺو	0.531	0.528	0.445
unpaid	اڻڄاتل	0.300	0.413	0.365
unparalleled	بي مثال	0.708	0.306	0.538
unpleasant	ناپسنديده	0.122	0.612	0.185
unpleasantness	ناپسنديده	0.062	0.724	0.264
unplug	اڻڄاڻ	0.239	0.441	0.404
unplugged	اڻ ڄاتل	0.367	0.375	0.318
unpopular	اڻ ڄاتل	0.073	0.441	0.164
unprecedented	غير معمولي	0.500	0.491	0.658
unpredictable	ناقابل اعتبار	0.429	0.769	0.515
unprepared	تيار نه ٿيو	0.204	0.450	0.152
unpretentious	بي مثال	0.510	0.296	0.410
unproductive	غير ضروري	0.100	0.324	0.237
unprofessional	غير معمولي	0.042	0.370	0.170
unprofitable	غير مناسب	0.163	0.376	0.217
unprotected	ناھي	0.150	0.582	0.197
unproven	غير ضروري	0.296	0.427	0.216
unprovoked	اڻڄاتل	0.565	0.327	0.385
unpublished	اڻڄاتل	0.406	0.480	0.481
unpunished	ناهن	0.292	0.594	0.519
unqualified	نااهل	0.170	0.433	0.173
unquestionable	قابل قدر	0.469	0.450	0.843
unquestionably	اتفاق سان	0.500	0.630	0.750
unquestioned	غيرت جي	0.562	0.509	0.746
unquote	اڻ پڙهيل آهي	0.388	0.363	0.517
unravel	اڻ پڙهيل	0.378	0.598	0.455
unreachable	غير مناسب	0.208	0.679	0.557
unread	اڻ پڙهيل	0.458	0.240	0.214
unreal	غير حقيقي	0.173	0.431	0.296
unrealistic	غير حقيقي	0.229	0.500	0.245
unreasonable	غير مناسب	0.115	0.702	0.264
unrecorded	اڻ پڙهيل	0.241	0.351	0.350
unregistered	اڻڄاتل	0.255	0.337	0.266
unregulated	اڻڄاتل	0.344	0.454	0.421
unrelated	جهڙي آهي	0.302	0.270	0.264
unrelenting	جهليندڙ	0.500	0.790	0.875
unreliable	غير يقيني	0.108	0.480	0.240
unremarkable	اڻڄاتل	0.271	0.155	0.230
unrepentant	ناجائز	0.240	0.445	0.413
unrequited	نااهل	0.143	0.441	0.179
unresolved	حل ٿيل	0.135	0.441	0.173
unresponsive	غير معتبر	0.108	0.282	0.244
unrest	بدامني	0.102	0.577	0.231
unrestrained	ناقابل برداشت	0.385	0.775	0.627
unrestricted	ممڪن ناهي	0.698	0.458	0.644
unromantic	غير جانبدار	0.208	0.316	0.307
unruly	اڻ پڙهيل	0.240	0.745	0.547
unsafe	غير محفوظ	0.115	0.562	0.147
unsanitary	غير منصفانه	0.063	0.592	0.269
unsatisfactory	غير يقيني	0.122	0.520	0.189
unsatisfied	ناپسنديده	0.200	0.547	0.241
unsavory	اڪيلو	0.071	0.637	0.353
unscathed	اڻڄاتل	0.625	0.308	0.611
unscheduled	اڻ ڄاڻايل	0.312	0.436	0.300
unscientific	اڻ ڄاڻيو	0.396	0.317	0.321
unscrew	ختم ڪيو	0.333	0.462	0.396
unscrupulous	بيوقوف	0.094	0.727	0.465
unseat	ڳجھ	0.229	0.500	0.312
unseen	ڳجھ	0.427	0.351	0.421
unselfish	خودڪار ٿيو	0.615	0.353	0.377
unsettled	ناڪام ٿيو	0.208	0.647	0.170
unsightly	سمجھو	0.226	0.559	0.373
unsolicited	گڏيل طور تي	0.094	0.339	0.280
unsolved	حل ٿيل	0.146	0.390	0.235
unsophisticated	غير نفيس	0.327	0.491	0.339
unsound	زخم	0.146	0.222	0.272
unspeakable	اڻ پڙهيل	0.327	0.567	0.393
unspecified	اڻڄاتل	0.240	0.365	0.165
unspoken	اڻڄاتل	0.177	0.260	0.208
unstable	ناھي	0.167	0.587	0.150
unsteady	اڻڄاتل	0.122	0.500	0.190
unstoppable	ناھي	0.625	0.887	0.862
unsuccessful	ناڪام ٿيو	0.140	0.318	0.106
unsuitable	غير مناسب	0.188	0.528	0.300
unsung	اڻڄاتل	0.296	0.330	0.314
unsupervised	اڻ سڌريل	0.478	0.481	0.442
unsupported	اڻڄاتل	0.260	0.450	0.221
unsure	يقين نه آيو	0.143	0.580	0.217
unsurpassed	اڻ سڌريل	0.694	0.569	0.798
unsuspecting	نااهل	0.302	0.509	0.413
unsustainable	ناھي	0.255	0.650	0.406
unsweetened	حيران ٿيل آهي	0.396	0.263	0.300
unsympathetic	اڻ وڻندڙ	0.163	0.620	0.281
untamed	اڻڄاتل	0.429	0.778	0.709
untenable	غير قابل	0.143	0.637	0.425
untested	اڻڄاتل	0.302	0.296	0.348
unthinkable	اڻڄاتل	0.365	0.480	0.481
untidy	بيوقوف	0.106	0.610	0.254
untie	اڻ ڄاڻ	0.542	0.463	0.472
untimely	غير يقيني طور تي	0.245	0.676	0.233
untitled	بي ترتيب	0.213	0.240	0.240
untold	اڻڄاتل	0.240	0.367	0.191
untouchable	غير مناسب	0.490	0.602	0.683
untouched	اڻڄاتل	0.531	0.276	0.600
untoward	اڻڄاڻ	0.122	0.555	0.291
untraceable	ناهن	0.321	0.674	0.574
untrained	اڻ ڄاتل	0.149	0.529	0.282
untranslated	اڻ ترجمو ٿيل	0.271	0.188	0.264
untroubled	اڻ ڄاتل	0.750	0.213	0.653
untrue	اڻڄاڻ	0.031	0.500	0.188
untrustworthy	اڻ پڙهيل	0.097	0.449	0.287
unturned	اڻ پڙهيل	0.312	0.255	0.316
unused	نااهل	0.344	0.231	0.234
unusual	غير معمولي	0.429	0.433	0.361
unusually	غير معمولي	0.385	0.406	0.358
unutterable	غير قابل	0.406	0.592	0.538
unveil	انٽرويو	0.439	0.442	0.562
unveiling	غيرت	0.569	0.570	0.675
unverified	تصديق ٿيل	0.214	0.365	0.180
unwanted	ناپسنديده	0.177	0.546	0.205
unwarranted	اڻ پڙهيل آهي	0.091	0.500	0.345
unwary	ناپسنديده	0.286	0.417	0.402
unwashed	بيدل	0.365	0.427	0.360
unwavering	بيحد رهڻ	0.740	0.630	0.858
unwed	نااهل	0.541	0.595	0.459
unwelcome	ناپسنديده	0.115	0.480	0.269
unwell	بيڪار	0.143	0.640	0.221
unwilling	اڻڄاتل	0.302	0.316	0.179
unwillingly	ناهن	0.204	0.548	0.182
unwillingness	اڻڄاڻ	0.204	0.311	0.113
unwind	ناهن	0.837	0.181	0.394
unwise	بلڪل نه	0.141	0.610	0.304
unwitting	ناهن	0.260	0.526	0.344
unwittingly	ناهن	0.312	0.510	0.264
unworthy	نااهل	0.194	0.433	0.226
unwrap	اڻپڙيل	0.604	0.491	0.557
unwritten	اڻڄاتل	0.367	0.384	0.272
unyielding	اڻڄاتل	0.367	0.806	0.738
unzip	رهو	0.378	0.520	0.538
upbeat	تڪليف	0.878	0.531	0.802
upbringing	ڦاٽل	0.677	0.490	0.600
upcoming	ايندڙ	0.688	0.460	0.550
update	تازه ڪاري	0.698	0.535	0.802
upgrade	اپ گيٽ	0.786	0.500	0.670
upheaval	ڦاٽ	0.290	0.830	0.570
uphill	تڪليف	0.396	0.723	0.572
uphold	ڪٽيو	0.698	0.321	0.561
upholstery	اپوزيشن	0.592	0.270	0.386
upkeep	پنڌ	0.590	0.442	0.685
upland	ٻڏل	0.719	0.578	0.607
uplands	اپيلڊ	0.615	0.471	0.577
uplift	ڦاٽل	0.656	0.779	0.771
uplifting	ڦاٽل	0.771	0.548	0.605
uplink	اپيلڪس	0.544	0.510	0.595
upload	اپلوڊ	0.638	0.683	0.696
upper	مٿيون	0.740	0.529	0.868
uppercut	گهڙي کٽيو	0.410	0.600	0.550
uppity	ويندڙ	0.465	0.546	0.417
upright	سڌو رستو	0.667	0.373	0.600
uprising	بغاوت	0.561	0.777	0.704
uproar	اپروار	0.271	0.902	0.462
upscale	اضافي	0.698	0.526	0.846
upset	پريشاني	0.071	0.680	0.330
upshot	تڪڙو	0.693	0.490	0.716
upstairs	گهڻيون شيون	0.663	0.408	0.645
upstanding	زبردست	0.851	0.390	0.708
upstart	هڪٻئي سان	0.449	0.500	0.455
uptight	تڪليف	0.184	0.716	0.333
upward	مٿي	0.792	0.481	0.620
upwards	مٿي	0.724	0.439	0.638
uranium	يورڪيم	0.375	0.580	0.490
urban	شهري	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	هوشيار	0.418	0.680	0.653
urgency	تڪڙو	0.429	0.908	0.543
urgent	تڪڙو	0.327	0.918	0.623
urinal	ٺهيل	0.214	0.510	0.306
urinalysis	ٺهيل	0.344	0.532	0.398
urinate	پيش ڪنديون	0.360	0.500	0.353
urination	پيشاب	0.271	0.441	0.232
urine	پيشاب	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	ڪوبہ	0.812	0.455	0.611
usage	استعمال	0.646	0.360	0.426
use	استعمال ڪريو	0.438	0.358	0.409
used	استعمال ڪيو ويو آهي	0.354	0.306	0.287
useful	مفيد	0.833	0.411	0.726
usefully	سمجھو	0.650	0.481	0.760
usefulness	فائدي	0.806	0.519	0.741
useless	بي عيب آهي	0.052	0.342	0.184
user	استعمال ڪندڙ	0.629	0.347	0.442
usher	جوش	0.521	0.440	0.519
usual	عام طرح	0.625	0.221	0.400
usurp	پيشاب	0.125	0.818	0.433
usurped	زهر ڪيو	0.292	0.780	0.438
usury	کٽيو	0.344	0.679	0.430
utensil	ڪمزور	0.573	0.279	0.383
uterus	uterus	0.551	0.420	0.510
utilitarian	صفائي	0.427	0.363	0.639
utility	ڀلائي	0.622	0.400	0.704
utilization	استعمال	0.562	0.469	0.706
utilize	استعمال ڪيو	0.694	0.445	0.545
utmost	تمام گهڻو	0.719	0.740	0.858
utopian	يوٽيوپين	0.542	0.327	0.552
utter	ڳالهايو	0.531	0.422	0.549
utterance	بت	0.542	0.640	0.704
utterly	پڪاريو	0.633	0.440	0.673
vacancy	خالي	0.643	0.311	0.418
vacant	خالي ناهي	0.578	0.220	0.464
vacate	خالي ڪريو	0.357	0.490	0.397
vacation	موڪل	0.840	0.490	0.598
vaccination	ويڪسينشن	0.530	0.578	0.621
vaccine	ڪئسيڪس	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	خالي ڪيو	0.490	0.406	0.481
vacuous	صفا	0.354	0.267	0.304
vacuum	صفائي	0.327	0.196	0.134
vagabond	وانگ	0.384	0.531	0.144
vagina	وانگي	0.551	0.870	0.500
vaginal	وانگي	0.449	0.765	0.420
vagrancy	وانگي	0.219	0.567	0.277
vagrant	واجبي	0.265	0.548	0.250
