Word	Maltese-mt	Valence	Arousal	Dominance
symbol	simbolu	0.643	0.388	0.527
symbolic	simboliku	0.670	0.385	0.574
symbolically	simbolikament	0.582	0.385	0.648
symbolism	simboliżmu	0.688	0.347	0.640
symbolize	simbolizza	0.633	0.327	0.673
symmetric	simmetriku	0.745	0.212	0.588
symmetrical	simmetriku	0.542	0.263	0.569
symmetry	simmetrija	0.604	0.274	0.500
sympathetic	simpatetika	0.796	0.434	0.609
sympathize	simpatizza	0.770	0.627	0.644
sympathy	simpatija	0.827	0.497	0.634
symphonic	sinfoniċi	0.775	0.545	0.566
symphony	sinfonija	0.765	0.490	0.600
symposium	simpożju	0.573	0.394	0.644
symptom	sintomu	0.380	0.529	0.434
symptomatic	sintomatiku	0.367	0.434	0.491
synagogue	sinagoga	0.531	0.300	0.544
synapse	sinapse	0.660	0.471	0.491
synaptic	sinattiku	0.573	0.553	0.622
sync	sinkronizzazzjoni	0.802	0.440	0.670
synchronize	sinkronizzata	0.781	0.361	0.654
synchronous	sinkroniku	0.600	0.538	0.545
syncope	sinkope	0.245	0.538	0.398
syndicate	sindikat	0.439	0.491	0.673
syndrome	sindromu	0.229	0.510	0.246
synergistic	sinerġistiku	0.571	0.550	0.547
synergy	sinerġija	0.667	0.510	0.720
synod	sinodu	0.469	0.377	0.574
synonym	sinonimu	0.615	0.210	0.433
synonymous	sinonimu	0.480	0.323	0.400
synopsis	sinopsi	0.541	0.390	0.482
synoptic	sinottiku	0.561	0.510	0.596
syntax	sintassi	0.531	0.346	0.559
synthesis	sinteżi	0.604	0.315	0.377
synthesizer	sintetizzatur	0.500	0.410	0.592
synthetic	sintetiku	0.396	0.350	0.519
syphilis	sifilide	0.071	0.606	0.245
syringe	siringa	0.250	0.680	0.330
syrup	ġulepp	0.620	0.223	0.318
system	sistema	0.615	0.346	0.764
systematic	sistematiku	0.617	0.444	0.594
systematically	b'mod sistematiku	0.690	0.390	0.651
t-shirt	t-shirt	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	Tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	tabernaklu	0.408	0.480	0.605
table	tabella	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	tvalja	0.480	0.165	0.215
tablespoon	tablespoon	0.490	0.353	0.245
tablet	pillola	0.562	0.330	0.438
tableware	mejda	0.677	0.250	0.276
tabloid	tablojde	0.438	0.365	0.444
taboo	tabù	0.198	0.794	0.482
tabular	tabulari	0.438	0.330	0.462
tabulate	tabulari	0.480	0.403	0.598
tabulation	Tabulazzjoni	0.396	0.346	0.526
tachometer	tachometer	0.398	0.394	0.518
tacit	tacit	0.459	0.340	0.473
tack	tindi	0.365	0.431	0.431
tackle	tittratta	0.365	0.686	0.569
tackled	indirizzati	0.438	0.612	0.569
tackling	indirizzar	0.480	0.694	0.613
tacky	tacky	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	tact	0.550	0.417	0.417
tactful	tactful	0.704	0.292	0.537
tactic	tattika	0.531	0.434	0.798
tactical	tattika	0.594	0.481	0.684
tactics	tattiċi	0.583	0.676	0.774
tactile	tattili	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	taffeta	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tikketta	0.612	0.353	0.375
tail	denb	0.480	0.272	0.293
tailed	mgħawweġ	0.438	0.358	0.351
tailgate	tailgate	0.323	0.340	0.398
tailings	tailings	0.439	0.311	0.446
taillight	dawl ta 'wara	0.479	0.367	0.283
tailor	apposta	0.573	0.206	0.450
tailoring	tfassil	0.673	0.540	0.566
tailpipe	tailpipe	0.460	0.429	0.409
taint	taint	0.141	0.425	0.226
take	tieħu	0.828	0.537	0.348
takeoff	tluq	0.755	0.884	0.626
takeout	takeout	0.736	0.392	0.368
takeover	tiehu kontroll	0.663	0.531	0.861
taker	min jakkwista	0.375	0.521	0.618
talcum	talcum	0.500	0.196	0.291
tale	tale	0.663	0.300	0.336
talent	talent	0.959	0.607	0.811
talented	b'talent	0.939	0.635	0.938
talisman	talisman	0.704	0.542	0.642
talk	jitkellmu	0.833	0.346	0.594
talkative	talkative	0.562	0.673	0.535
talker	talker	0.500	0.604	0.552
tall	tall	0.725	0.591	0.538
tallies	tallies	0.551	0.290	0.402
tallow	xaħam tad-dam	0.344	0.283	0.290
tally	jaqblu	0.542	0.420	0.518
talon	talon	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	tambourine	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	tamer	0.385	0.783	0.815
taming	taming	0.569	0.514	0.575
tamper	tbagħbis	0.184	0.802	0.545
tampon	tampon	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	tandem	0.552	0.406	0.485
tang	tang	0.594	0.383	0.340
tangent	tanġent	0.573	0.373	0.454
tangerine	tangerine	0.571	0.271	0.395
tangible	tanġibbli	0.646	0.350	0.679
tangle	iblah	0.354	0.545	0.254
tangled	imħawwad	0.260	0.539	0.316
tango	Tango	0.622	0.560	0.430
tank	tank	0.431	0.454	0.634
tank top	top tat-tank	0.610	0.371	0.371
tanker	tanker	0.520	0.647	0.713
tanned	ikkunzat	0.615	0.550	0.491
tantalizing	tantalizing	0.525	0.788	0.625
tantamount	l-istess	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	Taoism	0.490	0.250	0.456
tap	vit	0.461	0.370	0.349
tape	tape	0.531	0.277	0.254
tape measure	tape measure	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	irqaq	0.344	0.380	0.237
tapestry	arazzi	0.520	0.176	0.362
tapeworm	duda	0.357	0.334	0.331
tapioca	tapjoka	0.594	0.297	0.324
taps	viti	0.448	0.378	0.409
tar	qatran	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	tardà	0.296	0.452	0.260
tardy	tard	0.204	0.592	0.293
target	mira	0.633	0.573	0.798
targeted	immirat	0.573	0.537	0.573
targeting	immirar	0.510	0.420	0.580
tariff	tariffa	0.459	0.402	0.491
tarmac	tarmak	0.357	0.302	0.398
tarnish	ittebba	0.204	0.441	0.342
tarot	Tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	tarry	0.392	0.413	0.388
tart	tart	0.719	0.380	0.219
tartan	tartan	0.448	0.423	0.389
tartar	tartru	0.214	0.351	0.212
task	kompitu	0.550	0.353	0.500
tassel	tassel	0.552	0.330	0.307
taste	togħma	0.802	0.406	0.465
tasteful	Tajjeb	0.918	0.458	0.625
tasteless	togħma	0.146	0.196	0.148
tasting	b'togħma	0.781	0.603	0.600
tasty	fit-togħma	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	tatwaġġ	0.490	0.602	0.525
taught	mgħallma	0.814	0.481	0.642
taunt	taunt	0.083	0.696	0.355
taupe	taupe	0.406	0.340	0.386
taut	taut	0.432	0.704	0.457
tavern	tavern	0.516	0.577	0.475
tawdry	tawdry	0.375	0.510	0.398
tawny	tawny	0.551	0.398	0.400
tax	taxxa	0.260	0.481	0.534
taxed	intaxxat	0.255	0.456	0.500
taxi	taxi	0.542	0.362	0.430
taxicab	taxicab	0.479	0.430	0.355
taxonomy	tassonomija	0.370	0.410	0.630
taxpayer	kontribwent	0.592	0.528	0.647
tea	te	0.698	0.163	0.370
teach	jgħallmu	0.840	0.510	0.852
teacher	għalliem	0.760	0.404	0.885
teaching	tagħlim	0.822	0.444	0.736
teacup	teacup	0.633	0.135	0.277
teahouse	teahouse	0.802	0.314	0.288
teal	teal	0.540	0.293	0.321
team	tim	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	sieħbu	0.865	0.449	0.660
teamwork	ħidma f'tim	0.918	0.490	0.773
teapot	teapot	0.479	0.110	0.309
tear	tiċrita	0.404	0.620	0.327
tearful	dwejjaq	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	Dewmien	0.167	0.473	0.216
tease	tease	0.317	0.790	0.432
teaser	teaser	0.510	0.558	0.534
teasing	teasing	0.235	0.725	0.352
teaspoon	kuċċarina	0.521	0.330	0.221
teat	pjattaforma	0.612	0.469	0.328
teatime	teatime	0.847	0.159	0.339
tech	teknoloġija	0.684	0.491	0.732
technical	tekniku	0.510	0.490	0.736
technicality	teknikalità	0.632	0.471	0.661
technician	tekniku	0.592	0.510	0.713
technique	teknika	0.760	0.414	0.593
techno	tekno	0.561	0.539	0.500
technological	teknoloġiku	0.680	0.452	0.815
technology	teknoloġija	0.776	0.490	0.825
ted	Ted	0.712	0.453	0.336
teddy bear	teddy bear	0.890	0.170	0.192
tedious	tedious	0.104	0.406	0.241
tedium	tedium	0.224	0.331	0.298
tee	tee	0.459	0.373	0.377
teeming	tidher	0.582	0.550	0.727
teen	teen	0.729	0.531	0.568
teenage	adolexxenti	0.667	0.673	0.558
teenager	żagħżugħ	0.781	0.593	0.527
teens	żagħżagħ	0.653	0.660	0.440
teensy	teensy	0.520	0.427	0.347
teeny	teeny	0.427	0.418	0.216
teeth	snien	0.520	0.388	0.427
teething	snien	0.396	0.471	0.474
teflon	Teflon	0.354	0.245	0.434
telegram	telegramma	0.561	0.542	0.550
telegraph	telegrafu	0.594	0.423	0.400
telekinesis	telekinesis	0.582	0.646	0.667
telemetry	telemetrija	0.460	0.382	0.611
telepathic	telepatiku	0.602	0.490	0.642
telepathy	telepathy	0.594	0.510	0.588
telephone	telefon	0.694	0.520	0.425
telescope	Teleskopju	0.531	0.340	0.500
telescopic	teleskopiku	0.490	0.290	0.660
telethon	telethon	0.643	0.641	0.473
teletype	teletype	0.532	0.392	0.455
televised	imxandra bit-televiżjoni	0.625	0.519	0.518
television	televiżjoni	0.633	0.391	0.547
tell	għid	0.551	0.350	0.457
teller	teller	0.500	0.395	0.443
telling	tgħid	0.719	0.441	0.527
telltale	telltale	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	temper	0.633	0.623	0.818
tempera	tempera	0.458	0.318	0.245
temperament	temperament	0.420	0.625	0.703
temperamental	temperamentali	0.316	0.774	0.608
temperance	temperanza	0.500	0.294	0.639
temperate	moderat	0.469	0.394	0.593
temperature	temperatura	0.521	0.559	0.473
tempered	ittemprat	0.583	0.437	0.667
tempest	tempest	0.245	0.843	0.653
template	template	0.479	0.311	0.411
temple	tempju	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	temporali	0.500	0.413	0.360
temporarily	temporanjament	0.500	0.365	0.373
temporary	temporanju	0.458	0.415	0.324
tempt	tentar	0.210	0.677	0.500
temptation	tentazzjoni	0.365	0.817	0.560
tempting	tentazzjoni	0.615	0.740	0.519
temptress	temptress	0.427	0.787	0.667
ten	għaxar	0.562	0.260	0.406
tenable	li jista 'jinżamm	0.741	0.412	0.636
tenacious	tenacious	0.724	0.658	0.692
tenacity	tenaċità	0.740	0.657	0.889
tenancy	kirja	0.500	0.458	0.605
tenant	kerrej	0.385	0.360	0.398
tend	tendenza	0.604	0.398	0.412
tendency	tendenza	0.684	0.500	0.675
tender	offerta	0.630	0.520	0.509
tenderfoot	tenderfoot	0.469	0.421	0.438
tenderness	sensittività	0.949	0.276	0.367
tending	tendenza	0.622	0.556	0.594
tendon	tendon	0.341	0.271	0.463
tenement	fond	0.470	0.384	0.550
tenet	Prinċipju	0.667	0.333	0.636
tenets	Prinċipji	0.734	0.357	0.667
tenfold	għaxar darbiet	0.469	0.418	0.500
tennis	tennis	0.622	0.519	0.431
tenor	tenor	0.587	0.451	0.500
tense	tensjoni	0.396	0.439	0.655
tensile	tensili	0.458	0.510	0.618
tension	tensjoni	0.304	0.810	0.529
tent	tinda	0.510	0.275	0.333
tentacle	tentacle	0.370	0.559	0.398
tentative	tentattiv	0.582	0.657	0.534
tenth	għaxra	0.510	0.349	0.382
tenths	għaxra	0.406	0.294	0.284
tenuous	tleqq	0.398	0.263	0.276
tenure	mandat	0.615	0.472	0.611
tepee	tepee	0.500	0.337	0.373
tepid	tepid	0.337	0.327	0.237
tequila	tequila	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	tul	0.450	0.255	0.598
terminal	terminali	0.316	0.434	0.483
terminate	ittemm	0.171	0.410	0.441
termination	terminazzjoni	0.344	0.472	0.545
terminator	terminatur	0.370	0.663	0.737
terminology	terminoloġija	0.612	0.284	0.566
terminus	terminus	0.281	0.382	0.615
termite	termite	0.265	0.480	0.408
terms	termini	0.490	0.362	0.645
tern	Tern	0.573	0.365	0.309
ternary	ternarju	0.550	0.406	0.480
terrace	terrazzin	0.615	0.269	0.411
terrain	terren	0.540	0.300	0.472
terrestrial	terrestri	0.542	0.413	0.582
terrible	terribbli	0.061	0.849	0.604
terribly	terriblement	0.061	0.731	0.430
terrier	Terrier	0.562	0.540	0.431
terrific	terrific	0.859	0.650	0.821
terrified	terrified	0.090	0.902	0.387
terrifies	terrifies	0.083	0.923	0.500
terrify	terrify	0.052	0.889	0.509
terrifying	terrifying	0.031	0.836	0.602
territorial	territorjali	0.405	0.600	0.766
territory	territorju	0.625	0.469	0.676
terror	terrur	0.069	0.902	0.415
terrorism	terroriżmu	0.060	0.971	0.673
terrorist	terroristiku	0.019	0.930	0.679
terrorists	terroristi	0.062	0.967	0.688
terrorize	terriforzja	0.041	0.907	0.577
terse	irqiq	0.542	0.393	0.409
tertiary	terzjarju	0.500	0.350	0.431
test	test	0.449	0.500	0.509
testament	xhieda	0.594	0.420	0.806
testicle	testikolu	0.458	0.651	0.410
testicular	testikolari	0.388	0.680	0.453
testify	jixhdu	0.521	0.650	0.741
testimonial	testimonjali	0.541	0.538	0.750
testimony	xhieda	0.615	0.578	0.643
testosterone	testosterone	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	tetnu	0.133	0.577	0.368
tether	irbit	0.323	0.620	0.407
tethered	marbut	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	test	0.604	0.157	0.402
textbook	ktieb tal-kitba	0.622	0.235	0.526
textile	tessuti	0.604	0.235	0.395
textural	testurali	0.660	0.296	0.445
texture	tessut	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	nirringrazzja	0.958	0.353	0.526
thankful	thankful	0.969	0.344	0.714
thankgod	ghall-grazzja ta 'Alla	0.823	0.451	0.466
thanking	nirringrazzja	0.917	0.538	0.658
thankless	bla sengħa	0.146	0.500	0.497
thanks	grazzi	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	ringrazzjament	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	thatch	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thaumaturgy	0.510	0.546	0.618
thaw	jinħallu	0.438	0.321	0.327
theater	teatru	0.760	0.635	0.516
theatrical	teatrali	0.720	0.690	0.546
theatrics	theatrics	0.694	0.539	0.486
thebest	l-aqwa	0.760	0.596	0.719
theft	serq	0.135	0.867	0.394
theism	theism	0.460	0.431	0.481
theistic	theistic	0.397	0.365	0.509
thelife	il-ħajja	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	tema	0.541	0.176	0.427
theocracy	teokrazija	0.490	0.427	0.722
theocratic	theocratic	0.380	0.480	0.605
theologian	teologu	0.521	0.304	0.759
theological	teoloġiku	0.480	0.363	0.683
theology	teoloġija	0.448	0.330	0.711
theorem	teorema	0.500	0.296	0.615
theoretical	teoretiku	0.615	0.270	0.546
theory	teorija	0.583	0.314	0.529
therapeutic	terapewtiku	0.625	0.275	0.680
therapeutics	terapija	0.552	0.343	0.625
therapist	terapista	0.468	0.430	0.679
therapy	terapija	0.490	0.353	0.607
thereabouts	hawn hemm	0.427	0.365	0.285
thereof	tagħha	0.542	0.265	0.281
therewith	ma 'dan	0.462	0.317	0.398
thermal	termali	0.480	0.360	0.509
thermocouple	thermocouple	0.406	0.406	0.422
thermodynamics	termodinamika	0.510	0.594	0.678
thermometer	termometru	0.400	0.327	0.473
thermos	termos	0.582	0.255	0.328
thermostat	termostat	0.439	0.480	0.321
thesaurus	teżawru	0.520	0.480	0.509
thesis	teżi	0.583	0.582	0.552
thick	ħoxna	0.449	0.433	0.596
thicken	jeħxien	0.406	0.398	0.509
thickening	tħaxxin	0.448	0.355	0.434
thicket	ħxuna	0.385	0.373	0.324
thickness	ħxuna	0.552	0.370	0.443
thief	ħalliel	0.088	0.888	0.443
thigh	koxxa	0.469	0.433	0.588
thimble	tajriet	0.490	0.192	0.218
thin	irqiq	0.469	0.337	0.356
thing	ħaġa	0.449	0.222	0.260
things	affarijiet	0.519	0.250	0.368
thingy	thingy	0.458	0.312	0.158
think	think	0.786	0.408	0.618
thinker	ħassieb	0.706	0.386	0.764
thinking	ħsieb	0.720	0.308	0.595
third	tielet nett	0.551	0.187	0.304
thirds	terzi	0.402	0.327	0.345
thirst	għatx	0.298	0.519	0.307
thirsty	bil-għatx	0.281	0.660	0.310
thirteen	tlettax	0.459	0.385	0.331
thirteenth	tlettax	0.408	0.330	0.425
thirty	tletin	0.562	0.349	0.316
thistle	thistle	0.427	0.423	0.357
thither	hemmhekk	0.500	0.270	0.316
thong	thong	0.467	0.596	0.269
thorn	xewka	0.296	0.541	0.427
thorny	irqiq	0.177	0.690	0.500
thorough	bir-reqqa	0.467	0.350	0.558
thoroughbred	bir-razza pura	0.669	0.740	0.716
thoroughfare	mogħdija	0.582	0.481	0.490
thought	ħsibt	0.780	0.315	0.571
thoughtful	maħsub	0.667	0.290	0.527
thoughtfulness	riflessjoni	0.867	0.269	0.667
thoughtless	mingħajr ħsieb	0.194	0.580	0.452
thoughts	ħsibijiet	0.745	0.382	0.691
thousand	elf	0.663	0.355	0.480
thrash	thrash	0.260	0.510	0.472
thread	ħajt	0.646	0.184	0.209
threat	theddida	0.135	0.865	0.667
threaten	jheddu	0.104	0.958	0.590
threatened	mhedda	0.052	0.928	0.354
threatening	theddid	0.071	0.875	0.652
three	tlieta	0.653	0.225	0.377
threefold	tliet darbiet	0.521	0.400	0.534
threesome	threesome	0.490	0.676	0.560
thresh	thresh	0.490	0.417	0.500
threshold	limitu minimu	0.531	0.519	0.575
thrice	tliet darbiet	0.469	0.442	0.462
thrift	tfaddil	0.760	0.217	0.649
thrifty	nefqa	0.604	0.380	0.676
thrill	eċċitament	0.888	0.837	0.711
thrilled	ferħana	0.898	0.818	0.807
thriller	Thriller	0.490	0.796	0.645
thrilling	thrilling	0.930	0.827	0.782
thrive	jirnexxu	0.948	0.529	0.772
thriving	b'saħħitha	0.865	0.521	0.779
throat	gerżuma	0.350	0.538	0.346
throb	throb	0.500	0.673	0.556
throbbing	throbbing	0.645	0.808	0.491
throes	throes	0.146	0.760	0.235
throne	tron	0.724	0.606	0.887
throng	ħafna	0.480	0.810	0.706
throttle	throttle	0.562	0.804	0.750
throw	tarmi	0.344	0.770	0.623
throwback	throwback	0.280	0.454	0.356
thrower	tarmi	0.470	0.690	0.717
thrown	jintefgħu	0.500	0.550	0.619
thrush	traxx	0.306	0.490	0.454
thrust	thrust	0.510	0.647	0.663
thruster	thrustter	0.698	0.812	0.719
thud	thud	0.255	0.686	0.620
thug	thug	0.240	0.882	0.667
thumb	thumb	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	thump	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	thumping	0.214	0.755	0.566
thunder	Thunder	0.296	0.916	0.526
thunderbolt	thunderbolt	0.418	0.719	0.642
thunderclap	thunderclap	0.390	0.833	0.607
thundering	thundering	0.337	0.778	0.700
thunderstorm	tempesta	0.135	0.860	0.784
thunderstruck	thunderstruck	0.194	0.716	0.509
thwart	tfixkel	0.281	0.684	0.409
thx	Grazzi	0.562	0.425	0.461
thyme	sagħtar	0.561	0.255	0.325
thyroid	tirojde	0.234	0.455	0.373
tiara	Tiara	0.719	0.300	0.472
tibia	tibja	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	immarka	0.521	0.386	0.412
ticked	immarkat	0.469	0.386	0.455
ticker	ticker	0.479	0.471	0.509
ticket	biljett	0.684	0.387	0.434
tickle	tickle	0.760	0.727	0.342
tickled	mmarkati	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	tidal	0.592	0.539	0.519
tidal wave	mewġ tal-marea	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	marea	0.541	0.556	0.420
tidings	tidings	0.610	0.510	0.694
tidy	imbarazz	0.760	0.208	0.647
tie	tie	0.663	0.464	0.431
tier	livell	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	tiger	0.479	0.765	0.664
tighten	issikka	0.388	0.487	0.627
tightness	issikkar	0.344	0.606	0.759
tightrope	tightrope	0.354	0.653	0.279
tights	tajts	0.583	0.343	0.269
tilde	tilde	0.520	0.314	0.321
tile	maduma	0.429	0.245	0.348
tiling	madum	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	tħawwil	0.552	0.591	0.540
tiller	laċċ	0.448	0.410	0.290
tilt	inklinazzjoni	0.365	0.549	0.463
tilting	inklinazzjoni	0.459	0.384	0.340
timber	injam	0.332	0.202	0.386
timberland	Timberland	0.550	0.415	0.571
timbre	timbre	0.460	0.480	0.296
time	ħin	0.604	0.288	0.609
timeless	prontezza	0.408	0.468	0.583
timeliness	puntwalità	0.760	0.404	0.582
timely	f'waqtu	0.865	0.387	0.591
timeout	Spiċċa l-ħin	0.344	0.433	0.322
timepiece	strument	0.650	0.279	0.461
timer	timer	0.469	0.433	0.500
times	ħinijiet	0.490	0.279	0.439
timetable	kalendarju	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	timidu	0.327	0.276	0.132
timidity	timidità	0.333	0.358	0.153
timing	iż-żmien	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	tintura	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	tinfoil	0.448	0.284	0.311
tinge	tinge	0.469	0.292	0.264
tingle	Tingle	0.460	0.560	0.264
tingling	tingiż	0.427	0.615	0.340
tinker	tinker	0.396	0.528	0.275
tinkering	tbagħbis	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	tinkling	0.612	0.530	0.324
tinnitus	tinnitus	0.384	0.536	0.411
tinsel	tinsel	0.663	0.521	0.473
tint	lewn	0.582	0.292	0.273
tiny	żgħira	0.479	0.196	0.125
tip	ponta	0.708	0.221	0.518
tipper	tipper	0.427	0.571	0.431
tipster	tipster	0.490	0.462	0.490
tipsy	tipsy	0.510	0.625	0.570
tiptoe	ponta tal-ponta	0.510	0.490	0.407
tirade	tirade	0.378	0.587	0.532
tire	tajer	0.438	0.385	0.381
tired	għajjien	0.125	0.317	0.191
tiredness	għeja	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	bla qalb	0.657	0.750	0.645
tiresome	tiresome	0.240	0.542	0.153
tiring	għeja	0.153	0.510	0.176
tissue	tessut	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	tit	0.402	0.539	0.388
titan	titan	0.598	0.653	0.811
titanic	titaniku	0.427	0.786	0.795
titanium	titanju	0.520	0.470	0.704
tithe	tithe	0.507	0.276	0.385
title	titlu	0.708	0.356	0.574
titled	intitolat	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	sapun	0.302	0.452	0.196
toast	toast	0.740	0.382	0.356
toaster	toaster	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	tabakk	0.327	0.546	0.387
toby	toby	0.427	0.375	0.330
tod	Tod	0.469	0.330	0.384
today	illum	0.806	0.306	0.362
toddler	toddler	0.812	0.469	0.368
toe	toe	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	toffee	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	flimkien	0.874	0.392	0.658
togetherness	flimkien	0.906	0.360	0.635
toil	toil	0.558	0.510	0.583
toilet	twaletta	0.490	0.290	0.233
toils	toils	0.480	0.710	0.482
token	token	0.510	0.418	0.414
tolerable	tollerabbli	0.750	0.350	0.374
tolerance	tolleranza	0.875	0.206	0.649
tolerant	tolleranti	0.765	0.192	0.618
tolerate	tolleranza	0.724	0.430	0.588
toleration	tolleranza	0.776	0.442	0.727
toll	pedaġġ	0.296	0.422	0.453
tomahawk	tomahawk	0.510	0.642	0.504
tomato	tadama	0.550	0.183	0.275
tomatoes	tadam	0.615	0.240	0.272
tomb	qabar	0.112	0.500	0.343
tombstone	qabar	0.204	0.441	0.311
tomcat	tomcat	0.520	0.412	0.386
tome	tome	0.429	0.316	0.492
tomorrow	għada	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	ton	0.551	0.355	0.411
toner	toner	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	pinzetti	0.500	0.459	0.321
tongue	ilsien	0.542	0.432	0.482
tonic	toniku	0.541	0.360	0.500
tonnage	tunnellaġġ	0.323	0.382	0.590
tonsils	tunsilli	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	għodda	0.490	0.350	0.594
