Word	Kyrgyz-ky	Valence	Arousal	Dominance
thorough	толук	0.467	0.350	0.558
thoroughbred	кандуу	0.669	0.740	0.716
thoroughfare	кан	0.582	0.481	0.490
thought	ой	0.780	0.315	0.571
thoughtful	кам көргөн	0.667	0.290	0.527
thoughtfulness	дарак	0.867	0.269	0.667
thoughtless	акылсыз	0.194	0.580	0.452
thoughts	ойлор	0.745	0.382	0.691
thousand	мын	0.663	0.355	0.480
thrash	бастырат	0.260	0.510	0.472
thread	жип	0.646	0.184	0.209
threat	коркунуч	0.135	0.865	0.667
threaten	коркутуу	0.104	0.958	0.590
threatened	коркунуч	0.052	0.928	0.354
threatening	коркунуч	0.071	0.875	0.652
three	үч	0.653	0.225	0.377
threefold	үч	0.521	0.400	0.534
threesome	Threesome	0.490	0.676	0.560
thresh	кырман	0.490	0.417	0.500
threshold	башталыш	0.531	0.519	0.575
thrice	үч жолу	0.469	0.442	0.462
thrift	Ссуда	0.760	0.217	0.649
thrifty	үнөмдүү	0.604	0.380	0.676
thrill	жыргал	0.888	0.837	0.711
thrilled	сүйүнөбүз	0.898	0.818	0.807
thriller	триллер	0.490	0.796	0.645
thrilling	толкуткан	0.930	0.827	0.782
thrive	гүлдөө	0.948	0.529	0.772
thriving	гүлдөп	0.865	0.521	0.779
throat	алкым	0.350	0.538	0.346
throb	согуу	0.500	0.673	0.556
throbbing	лукулдап	0.645	0.808	0.491
throes	учкундары	0.146	0.760	0.235
throne	тактысы,	0.724	0.606	0.887
throng	топту	0.480	0.810	0.706
throttle	дроссель	0.562	0.804	0.750
throw	ыргытуу	0.344	0.770	0.623
throwback	олимпийский	0.280	0.454	0.356
thrower	жиберчү	0.470	0.690	0.717
thrown	ыргытылат	0.500	0.550	0.619
thrush	оозул	0.306	0.490	0.454
thrust	максаты	0.510	0.647	0.663
thruster	thruster	0.698	0.812	0.719
thud	учуруп	0.255	0.686	0.620
thug	кесер	0.240	0.882	0.667
thumb	бармак	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	жатканда кагышчу	0.280	0.792	0.608
thumper	thumper	0.354	0.623	0.457
thumping	аркадан	0.214	0.755	0.566
thunder	күндүн күркүрөөсү	0.296	0.916	0.526
thunderbolt	чагылгандын	0.418	0.719	0.642
thunderclap	күркүрөгөндө	0.390	0.833	0.607
thundering	Күн күркүрөп,	0.337	0.778	0.700
thunderstorm	чагылгандуу жаан	0.135	0.860	0.784
thunderstruck	дюминым	0.194	0.716	0.509
thwart	тоскоолдук	0.281	0.684	0.409
thx	рахмат	0.562	0.425	0.461
thyme	жапалак	0.561	0.255	0.325
thyroid	калкан	0.234	0.455	0.373
tiara	Tiara	0.719	0.300	0.472
tibia	аюунун	0.450	0.302	0.425
tic	кене	0.271	0.438	0.250
tick	кене	0.521	0.386	0.412
ticked	түгөнүп,	0.469	0.386	0.455
ticker	Текче	0.479	0.471	0.509
ticket	билет	0.684	0.387	0.434
tickle	кытыгы	0.760	0.727	0.342
tickled	Кошомат	0.755	0.707	0.364
ticklish	ыңгайсыз	0.823	0.814	0.345
tidal	сага жолукмайынча	0.592	0.539	0.519
tidal wave	жолукмайынча толкун	0.240	0.894	0.736
tidbit	кызык	0.552	0.382	0.385
tide	төмөндөш	0.541	0.556	0.420
tidings	кабарлар	0.610	0.510	0.694
tidy	тыкан	0.760	0.208	0.647
tie	галстук	0.663	0.464	0.431
tier	ярустуу	0.520	0.245	0.560
tiff	Алымбек	0.531	0.415	0.343
tiger	жолборс	0.479	0.765	0.664
tighten	кысуу	0.388	0.487	0.627
tightness	көбүктөр	0.344	0.606	0.759
tightrope	Халдей	0.354	0.653	0.279
tights	колготки	0.583	0.343	0.269
tilde	Жакыяга	0.520	0.314	0.321
tile	мозаика	0.429	0.245	0.348
tiling	плитка	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	айдоо аянттары	0.552	0.591	0.540
tiller	дыйкан	0.448	0.410	0.290
tilt	тент	0.365	0.549	0.463
tilting	жантайышы	0.459	0.384	0.340
timber	жыгач	0.332	0.202	0.386
timberland	тимберлейк	0.550	0.415	0.571
timbre	тембри	0.460	0.480	0.296
time	убакыт	0.604	0.288	0.609
timeless	эрте	0.408	0.468	0.583
timeliness	өз убагында	0.760	0.404	0.582
timely	өз убагында	0.865	0.387	0.591
timeout	убакыт бүттү	0.344	0.433	0.322
timepiece	так сааттардын	0.650	0.279	0.461
timer	таймер	0.469	0.433	0.500
times	жолу	0.490	0.279	0.439
timetable	ырааттама	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	уяң	0.327	0.276	0.132
timidity	статкомитетинин	0.333	0.358	0.153
timing	убакыт	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	тундурмалары	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	жалтыраган кагаз	0.448	0.284	0.311
tinge	толуучу	0.469	0.292	0.264
tingle	учат *	0.460	0.560	0.264
tingling	Тиштелген	0.427	0.615	0.340
tinker	Команда	0.396	0.528	0.275
tinkering	бүтөө	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	тыйынды	0.612	0.530	0.324
tinnitus	ыз	0.384	0.536	0.411
tinsel	Tinsel	0.663	0.521	0.473
tint	кошумча түс	0.582	0.292	0.273
tiny	кичинекей	0.479	0.196	0.125
tip	уч	0.708	0.221	0.518
tipper	Петербург	0.427	0.571	0.431
tipster	: не	0.490	0.462	0.490
tipsy	къалып	0.510	0.625	0.570
tiptoe	бут	0.510	0.490	0.407
tirade	кадрга	0.378	0.587	0.532
tire	дөңгөлөктүн алкагы	0.438	0.385	0.381
tired	чарчаган	0.125	0.317	0.191
tiredness	шай	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	талыкпас	0.657	0.750	0.645
tiresome	оор	0.240	0.542	0.153
tiring	чарчатуучу	0.153	0.510	0.176
tissue	ткань	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	Маскөө	0.402	0.539	0.388
titan	Titan	0.598	0.653	0.811
titanic	Титаник	0.427	0.786	0.795
titanium	титан	0.520	0.470	0.704
tithe	ондук	0.507	0.276	0.385
title	наам	0.708	0.356	0.574
titled	аттуу	0.677	0.240	0.658
titty	Titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	курбака	0.302	0.452	0.196
toast	тост	0.740	0.382	0.356
toaster	кызарта какталган нан бышыргыч	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	тамеки	0.327	0.546	0.387
toby	тобы	0.427	0.375	0.330
tod	Тод	0.469	0.330	0.384
today	бүгүн	0.806	0.306	0.362
toddler	Күүдө	0.812	0.469	0.368
toe	манжа	0.406	0.221	0.293
toenail	буттун башындагы тырмак	0.530	0.380	0.306
toffee	ракета	0.658	0.510	0.396
tofu	Tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	бирге	0.874	0.392	0.658
togetherness	логикалуулук	0.906	0.360	0.635
toil	эмгек	0.558	0.510	0.583
toilet	даараткана	0.490	0.290	0.233
toils	сыйыртмак	0.480	0.710	0.482
token	энбелгиси	0.510	0.418	0.414
tolerable	чыдамкай	0.750	0.350	0.374
tolerance	чыдамкайлык	0.875	0.206	0.649
tolerant	чыдай ала турган	0.765	0.192	0.618
tolerate	чыдоо	0.724	0.430	0.588
toleration	жумду	0.776	0.442	0.727
toll	салык	0.296	0.422	0.453
tomahawk	урулганын	0.510	0.642	0.504
tomato	помидор	0.550	0.183	0.275
tomatoes	помидор	0.615	0.240	0.272
tomb	мүрзө	0.112	0.500	0.343
tombstone	эстелик	0.204	0.441	0.311
tomcat	эркек мышык	0.520	0.412	0.386
tome	мага	0.429	0.316	0.492
tomorrow	эртең	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	түс	0.551	0.355	0.411
toner	тонер	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	кычкачтарды	0.500	0.459	0.321
tongue	тил	0.542	0.432	0.482
tonic	тоник	0.541	0.360	0.500
tonnage	руданы	0.323	0.382	0.590
tonsils	Алкым бездери	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	курал	0.490	0.350	0.594
toolbox	Аспап кутусу	0.531	0.316	0.472
tooling	көйнөкчөнгө	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	Toot	0.500	0.481	0.373
tooth	тиш	0.439	0.250	0.367
toothache	Тиш оору	0.188	0.853	0.412
toothbrush	тиш щеткасы	0.517	0.330	0.321
toothed	тиштүү	0.449	0.394	0.352
toothless	тиши жок	0.312	0.541	0.272
toothpaste	тиш жуучу паста	0.510	0.290	0.371
toothpick	тиш тазалагыч	0.561	0.216	0.185
toots	toots	0.552	0.480	0.451
top	жогорку	0.760	0.400	0.554
topaz	топаз	0.643	0.325	0.384
topic	тема	0.520	0.276	0.427
topical	актуалдуу	0.561	0.340	0.500
topless	Брызги	0.625	0.765	0.414
topographic	КИТАЙ	0.604	0.378	0.558
topographical	Topographical	0.438	0.350	0.538
topography	топологиялары	0.469	0.357	0.506
topple	кулатуу	0.198	0.820	0.573
topside	topside	0.708	0.466	0.598
tor	төр	0.337	0.430	0.418
torch	жарык	0.531	0.630	0.545
torment	кыйналуу	0.057	0.750	0.387
tormented	азап	0.071	0.855	0.323
torn	жара	0.153	0.510	0.283
tornado	куюн	0.260	0.896	0.784
torpedo	Торпедо	0.219	0.794	0.707
torque	иш таштоо	0.466	0.375	0.406
torrent	Torrent	0.541	0.745	0.676
torrid	менен тосулуп алынды	0.281	0.625	0.517
torsion	четки	0.312	0.651	0.402
torso	дене	0.408	0.394	0.473
tort	Төрт-Күл	0.229	0.635	0.455
tortious	алдамчылык	0.312	0.724	0.491
tortoise	ташбака	0.673	0.078	0.250
tortuous	мээси жок	0.194	0.755	0.382
torture	кыйноо	0.115	0.878	0.555
tortured	кыйноого	0.062	0.890	0.361
toss	ыргытуу	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	жалпы	0.771	0.286	0.714
totality	жыйындысы	0.688	0.443	0.717
totally	баары	0.820	0.422	0.702
tote	рубашки	0.510	0.398	0.625
totem	тотем	0.639	0.350	0.571
touch	тийүү	0.646	0.477	0.455
touchdown	конуу	0.667	0.770	0.586
touched	колун	0.592	0.380	0.404
touching	жүрөктү элжиреткен	0.760	0.439	0.491
touchy	-жеке	0.323	0.510	0.343
tough	катаал	0.344	0.588	0.742
toughen	катуулап	0.458	0.683	0.711
toughness	катаалдык	0.552	0.618	0.837
toupee	айдайбыз;	0.323	0.270	0.324
tour	тур	0.663	0.545	0.543
tourism	туризм	0.823	0.531	0.545
tourist	туристтик	0.745	0.480	0.430
tourmaline	турмалин	0.448	0.513	0.441
tournament	мелдеш	0.694	0.740	0.611
tourniquet	соолуп	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	буксирдөө	0.531	0.500	0.508
towel	кол жоолук	0.630	0.208	0.286
tower	мунара	0.606	0.380	0.644
towering	Бийик	0.500	0.690	0.806
town	шаар	0.551	0.299	0.627
townhouse	Таунхаус	0.622	0.400	0.443
township	поселканын	0.531	0.292	0.667
townspeople	Шаар тургундары	0.677	0.466	0.569
toxic	уулуу	0.008	0.885	0.492
toxicity	уулуу	0.104	0.865	0.491
toxicology	токсикологиясы	0.302	0.736	0.574
toxin	уулуу	0.115	0.654	0.456
toy	куурчак	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	изи	0.573	0.346	0.483
traceable	байкалуучулугу	0.602	0.370	0.535
tracer	бътъръъчъл =	0.573	0.327	0.645
traces	издери	0.482	0.448	0.389
trachea	трахея	0.448	0.509	0.387
tracing	издөө	0.418	0.591	0.565
track	жол	0.448	0.433	0.526
tracker	Атаны	0.398	0.744	0.731
tract	баракчада	0.406	0.422	0.339
tractable	tractable	0.635	0.500	0.469
traction	жолдор	0.429	0.585	0.648
tractor	тарткыч	0.449	0.580	0.619
trade	соода	0.561	0.544	0.690
trademark	белги	0.667	0.344	0.750
trader	сатуучу	0.562	0.632	0.854
tradesman	Соодагердин	0.531	0.431	0.664
trading	соода	0.635	0.602	0.705
tradition	салт	0.830	0.430	0.750
traditional	салттуу	0.677	0.221	0.604
traffic	жол	0.323	0.559	0.518
traffic light	светофор	0.490	0.469	0.479
trafficking	сатуу	0.250	0.710	0.399
tragedies	Кырсык	0.100	0.910	0.442
tragedy	трагедия	0.052	0.843	0.340
tragic	трагедиялуу	0.048	0.904	0.396
trail	чиркегичтерин	0.600	0.322	0.455
trailer	трейлер	0.541	0.490	0.473
train	поезд	0.666	0.705	0.620
train set	поезд топтому	0.604	0.598	0.464
trained	үйрөтүлгөн	0.771	0.538	0.645
trainee	машыгуучу аял	0.627	0.408	0.352
trainer	машыктыргыч аял	0.698	0.719	0.824
training	үйрөтүү	0.714	0.776	0.788
trait	өзгөчөлүгү	0.469	0.365	0.453
traitor	чыккынчы	0.112	0.796	0.491
traitorous	чыккынчылык	0.073	0.745	0.412
trajectory	траектория	0.653	0.558	0.779
tram	трамвай	0.667	0.628	0.492
tramp	селсаяк	0.108	0.510	0.182
trample	тебелеп	0.235	0.764	0.562
trampoline	батут	0.604	0.690	0.391
tramway	аркан	0.615	0.538	0.543
trance	транс	0.469	0.481	0.382
tranquil	бейкут	0.917	0.094	0.355
tranquility	тынчтык	0.840	0.135	0.442
tranquilizer	тынчтагыч	0.510	0.236	0.596
transact	Бүтүм	0.521	0.625	0.680
transaction	бүтүм	0.650	0.577	0.579
transatlantic	трансатлантик	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	аша чапкан	0.604	0.771	0.726
transcendence	Transcendence	0.656	0.608	0.754
transcendent	түбөлүк чен	0.667	0.600	0.824
transcendental	абстракттуу	0.635	0.652	0.842
transcribe	чечмеленбей	0.500	0.394	0.573
transcriber	көчүрмөчүлөрдүн	0.490	0.420	0.615
transcript	стенограммасы	0.639	0.398	0.528
transcription	копиялоо	0.592	0.455	0.615
transfer	ташуу	0.702	0.490	0.519
transference	алып өтүү	0.592	0.294	0.551
transferred	берилген	0.480	0.450	0.409
transfixed	катып калды	0.427	0.660	0.528
transform	өзгөртүп,	0.735	0.667	0.696
transformation	кайра	0.796	0.618	0.770
transformer	КТП,	0.582	0.582	0.723
transfusion	кан алмаштыруу	0.417	0.730	0.557
transgression	бузуу	0.158	0.890	0.611
transient	убактылуу	0.510	0.405	0.430
transistor	жүрмө	0.480	0.480	0.444
transit	транзит	0.439	0.590	0.588
transition	өтүү	0.605	0.561	0.558
transitional	өткөөл	0.573	0.472	0.491
transitive	Өткөөл	0.479	0.377	0.414
transitory	убактылуу	0.438	0.450	0.407
translate	которуу	0.604	0.423	0.462
translation	котормо	0.633	0.435	0.598
translator	котормочу	0.760	0.412	0.473
translocation	которуштуруу	0.367	0.612	0.564
translucent	тунук	0.600	0.500	0.389
transmission	өткөрүү	0.688	0.490	0.611
transmit	берүү	0.836	0.581	0.673
transmitter	жибергич	0.520	0.511	0.719
transmutation	айланыш	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	ачыктык	0.847	0.260	0.587
transparent	тунук	0.542	0.330	0.667
transplant	көчүрүлүүсү	0.445	0.806	0.620
transplantation	өрт	0.531	0.694	0.610
transponder	ретрансляторлор	0.564	0.575	0.565
transport	ташуу	0.613	0.627	0.605
transportation	ташуу	0.667	0.560	0.472
transporter	Ташуучу	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	л ш	0.312	0.451	0.555
transsexual	үйлөндү	0.264	0.815	0.423
transverse	туурасынан кеткен	0.429	0.429	0.525
transvestite	transvestite	0.270	0.675	0.373
trap	тузак	0.104	0.610	0.391
trapdoor	капкакчасы	0.094	0.670	0.462
trapeze	акробаттары	0.542	0.625	0.566
trapped	камалып	0.135	0.615	0.380
trapper	Жемин	0.296	0.654	0.491
trapping	темирлерди	0.333	0.621	0.491
trappings	протоколдук	0.458	0.462	0.370
traps	тузак	0.235	0.673	0.481
trash	таштанды	0.163	0.541	0.154
trashy	Trashy	0.071	0.380	0.161
trauma	жарат	0.112	0.792	0.453
traumatic	оор	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	саякаттоо	0.931	0.689	0.535
traveler	саякатчы	0.837	0.571	0.700
traveling	Саякаттоо	0.900	0.750	0.582
traverse	жолунун	0.571	0.590	0.629
travesty	карикатурасы	0.354	0.644	0.407
trawl	трал	0.255	0.590	0.464
trawler	трал	0.316	0.430	0.405
tray	батыныс	0.549	0.250	0.345
treacherous	митаам	0.112	0.815	0.402
treachery	чыккынчылык	0.104	0.852	0.448
tread	тебелейт	0.510	0.520	0.426
treadmill	орунда	0.459	0.636	0.436
treason	чыккынчылык	0.094	0.806	0.552
treasure	кенч	0.927	0.592	0.821
treasured	баалуу	0.849	0.471	0.730
treasurer	эскичилик	0.694	0.456	0.755
treasures	байлык	0.867	0.771	0.842
treasury	казыналык	0.812	0.541	0.736
treat	мамиле кылуу	0.573	0.571	0.436
treatable	дарыласа	0.780	0.302	0.560
treatise	Рисале-и	0.604	0.407	0.613
treatment	иштетүү	0.663	0.386	0.620
treaty	келишим	0.646	0.382	0.667
treble	Скрипка	0.358	0.471	0.466
tree	дарак	0.670	0.118	0.442
trees	дарактар	0.653	0.137	0.537
trek	өтүшкөн	0.469	0.530	0.535
trellis	Trellis	0.299	0.500	0.389
tremble	титирөө	0.177	0.878	0.388
trembling	калтырак	0.177	0.824	0.324
tremendous	зор	0.600	0.888	0.773
tremendously	өтө	0.719	0.722	0.661
tremor	жер титирөөдөн	0.104	0.833	0.455
trench	арык	0.429	0.760	0.429
trend	ык	0.625	0.458	0.706
trending	тренд	0.750	0.472	0.600
trendy	модалуу	0.713	0.520	0.536
trepidation	түшүштү	0.582	0.594	0.464
trespass	айып үчүн чалынуучу	0.229	0.670	0.613
triad	Синден	0.469	0.413	0.528
triage	Triage	0.398	0.433	0.479
trial	сыноо	0.438	0.663	0.612
triangle	үч бурчтук	0.562	0.269	0.352
triangular	үч бурчтуу	0.430	0.320	0.397
triangulate	бөлүш	0.408	0.380	0.517
triathlon	Триатлон	0.521	0.853	0.663
