Word	Georgian-ka	Valence	Arousal	Dominance
vulgar	ვულგარული	0.083	0.820	0.445
vulgarity	ვულგარულობა	0.104	0.870	0.346
vulnerability	დაუცველობა	0.250	0.510	0.267
vulnerable	დაუცველი	0.198	0.490	0.245
vulture	vulture	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	wacky	0.153	0.720	0.321
wad	wad	0.333	0.318	0.259
waddle	waddle	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	ვაფლი	0.677	0.360	0.313
waffle	ვაფლი	0.708	0.394	0.327
wag	ვაგ	0.448	0.490	0.481
wage	ხელფასი	0.635	0.480	0.565
wager	ფსონს	0.479	0.816	0.615
wages	ხელფასები	0.776	0.440	0.620
wagon	უნივერსალი	0.490	0.461	0.474
wail	კუდი	0.418	0.724	0.393
waist	წელის	0.542	0.448	0.351
waistcoat	waistcoat	0.542	0.320	0.389
waistline	waistline	0.560	0.417	0.320
wait	დაველოდოთ	0.224	0.167	0.264
waiter	მიმტანი	0.459	0.300	0.295
waiting	ელოდება	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	მიმტანად	0.646	0.531	0.352
waive	გააუქმოს	0.276	0.559	0.311
waiver	უარის თქმა	0.396	0.630	0.373
wake	გაღვიძება	0.700	0.470	0.512
walk	ფეხით	0.643	0.412	0.450
walker	walker	0.551	0.491	0.525
walking	ფეხით	0.708	0.480	0.781
walkout	გასვლა	0.292	0.853	0.427
wall	კედელი	0.417	0.250	0.509
wallaby	კედელი	0.541	0.368	0.391
wallet	საფულე	0.680	0.432	0.500
wallflower	wallflower	0.667	0.298	0.342
wallop	wallop	0.320	0.790	0.689
wallow	კედელი	0.286	0.878	0.491
wallpaper	ფონი	0.673	0.173	0.308
walnut	კაკალი	0.688	0.302	0.255
walrus	კაკალი	0.521	0.327	0.361
waltz	ვალსი	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	კვერთხი	0.542	0.322	0.315
wander	wander	0.427	0.417	0.330
wanderer	ვანდერი	0.458	0.519	0.396
wandering	მოხეტიალე	0.323	0.471	0.357
wane	დაღლილი	0.188	0.402	0.098
waning	მცირდება	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	ვანაბე	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	მინდა	0.671	0.642	0.598
wanting	სურვილს	0.760	0.433	0.593
wanton	მინდა	0.427	0.739	0.500
war	ომი	0.022	0.892	0.727
warbler	warbler	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	პალატა	0.469	0.255	0.254
warden	ვარდენტი	0.615	0.627	0.898
wardrobe	გარდერობი	0.612	0.510	0.336
ware	ნაკეთობა	0.604	0.443	0.455
warehouse	საწყობი	0.721	0.365	0.446
warfare	ომი	0.062	0.885	0.845
warhead	ქობინი	0.219	0.756	0.536
warlike	warlike	0.367	0.847	0.779
warlock	ოკეანე	0.312	0.558	0.657
warlord	მებრძოლი	0.167	0.796	0.781
warm	თბილი	0.760	0.312	0.585
warming	დათბობა	0.594	0.637	0.580
warms	თბილი	0.594	0.580	0.632
warmth	სითბო	0.878	0.307	0.602
warn	გააფრთხილო	0.429	0.647	0.564
warned	გაფრთხილებული	0.302	0.604	0.547
warning	გაფრთხილება	0.229	0.774	0.629
warp	warp	0.344	0.417	0.373
warpath	warpath	0.280	0.676	0.551
warped	ომი	0.219	0.663	0.304
warrant	ორდერი	0.653	0.398	0.802
warranted	გარანტირებული	0.714	0.367	0.690
warrants	გარანტიები	0.562	0.431	0.881
warranty	გარანტია	0.667	0.470	0.568
warren	ომი	0.417	0.570	0.464
warrior	მეომარი	0.458	0.863	0.915
warship	ხომალდი	0.292	0.890	0.889
wart	wart	0.082	0.314	0.205
wartime	ომის დროს	0.100	0.912	0.726
wary	ფრთხილი	0.510	0.343	0.535
wash	სარეცხი	0.635	0.377	0.297
washed	გარეცხილი	0.542	0.314	0.392
washer	სარეცხი	0.594	0.390	0.365
washing	სარეცხი	0.643	0.396	0.402
washout	გაწმენდა	0.383	0.304	0.389
washroom	სარეცხი	0.500	0.364	0.446
wasp	wasp	0.390	0.620	0.406
waste	დახარჯვა	0.041	0.510	0.184
wastebasket	wastebasket	0.271	0.230	0.286
wasted	შეეწირა	0.188	0.558	0.259
wasteful	wasteful	0.173	0.730	0.409
wasteland	უდაბნოს	0.365	0.308	0.391
wasting	გაყვანა	0.051	0.417	0.207
watch	უყურებს	0.531	0.346	0.423
watchdog	watchdog	0.531	0.811	0.648
watcher	watcher	0.562	0.401	0.702
watchful	სიფხიზლე	0.386	0.490	0.675
watchman	NO TRANSLATION	0.510	0.509	0.833
watchout	ფრთხილად	0.396	0.530	0.455
watchtower	საგუშაგო კოშკი	0.500	0.415	0.647
water	წყალი	0.812	0.123	0.429
water polo	წყალბურთი	0.688	0.670	0.534
waterbed	მორწყვა	0.724	0.381	0.296
watercourse	წყალი	0.677	0.357	0.466
watered	watered	0.615	0.290	0.377
waterfall	ჩანჩქერი	0.652	0.460	0.528
waterfront	Waterfront	0.716	0.274	0.556
watering can	მორწყვა შეიძლება	0.602	0.298	0.336
watermelon	საზამთრო	0.714	0.230	0.239
waterproof	წყალგაუმტარი	0.779	0.423	0.545
waterworks	წყლის სამუშაოები	0.510	0.490	0.561
watery	წყლიანი	0.367	0.461	0.292
wave	ტალღა	0.622	0.491	0.490
wavelength	ტალღის სიგრძე	0.604	0.442	0.516
waver	waver	0.426	0.630	0.255
wavering	ჩავარდნა	0.375	0.430	0.384
waves	ტალღები	0.643	0.470	0.509
wavy	wavy	0.520	0.284	0.345
wax	ცვილი	0.436	0.245	0.309
waxed	ცვივა	0.531	0.388	0.408
waxy	waxy	0.408	0.245	0.308
way	გზა	0.480	0.275	0.420
ways	გზები	0.688	0.560	0.425
wayward	გადამალული	0.344	0.573	0.409
weak	სუსტი	0.180	0.241	0.045
weaken	დასუსტება	0.112	0.250	0.223
weakened	შესუსტდა	0.373	0.304	0.092
weakling	სუსტი	0.194	0.294	0.087
weakly	სუსტად	0.270	0.255	0.111
weakness	სისუსტე	0.088	0.370	0.125
wealth	სიმდიდრე	0.857	0.637	0.858
wealthy	მდიდარი	0.927	0.566	0.862
weapon	იარაღი	0.054	0.840	0.831
weaponry	შეიარაღება	0.219	0.840	0.870
wear	აცვიათ	0.312	0.370	0.255
wearer	wearer	0.471	0.347	0.527
wearily	უცნაურად	0.327	0.286	0.128
weariness	weariness	0.104	0.333	0.226
wearing	ტარება	0.646	0.520	0.461
weary	დაღლილი	0.194	0.281	0.202
weasel	ვაზელი	0.408	0.317	0.337
weather	ამინდი	0.755	0.404	0.567
weathered	გაუძლო	0.422	0.491	0.537
weatherman	ამინდი	0.660	0.413	0.643
weatherproof	weatherproof	0.541	0.345	0.552
weave	ხელს უწყობს	0.604	0.265	0.172
web	ვებ	0.583	0.411	0.519
website	ნახვა	0.615	0.442	0.526
wed	ოთხ	0.604	0.549	0.448
wedded	ცოლად	0.771	0.413	0.518
wedding	ქორწილი	0.875	0.802	0.642
wedge	სოლი	0.490	0.290	0.278
wedlock	ქორწინება	0.747	0.654	0.745
wee	wee	0.663	0.452	0.315
weed	გრეჩიხას	0.459	0.294	0.364
weeding	ჩელიტარებია	0.458	0.528	0.454
weeds	სარეველები	0.320	0.551	0.315
weedy	weedy	0.293	0.366	0.352
weeeee	NO TRANSLATION	0.562	0.630	0.283
week	კვირაში	0.510	0.231	0.351
weekday	კვირას	0.490	0.469	0.520
weekend	შაბათ-კვირას	0.844	0.625	0.519
weekly	ყოველკვირეული	0.622	0.288	0.380
weenie	weenie	0.406	0.451	0.284
weep	weep	0.053	0.621	0.164
weeping	ტირილი	0.082	0.688	0.168
weeping willow	ტირილი ტირილი	0.344	0.441	0.312
weepy	weepy	0.068	0.615	0.116
weigh	წონა	0.333	0.396	0.375
weighing	მასით	0.449	0.441	0.468
weight	წონა	0.450	0.380	0.577
weightless	უთო	0.460	0.426	0.375
weightloss	NO TRANSLATION	0.570	0.439	0.393
weights	წონა	0.458	0.500	0.722
weighty	წონადი	0.427	0.480	0.657
weir	კაშხალი	0.375	0.385	0.363
weird	უცნაური	0.260	0.660	0.402
weirdness	უცნაური	0.316	0.491	0.364
weirdo	weirdo	0.173	0.539	0.328
welcome	გამარჯობა	0.898	0.555	0.664
welcomed	მიესალმა	0.927	0.585	0.700
welcoming	მიესალმება	0.905	0.527	0.636
weld	შედუღება	0.417	0.462	0.583
welder	შემდუღებელი	0.448	0.679	0.683
welding	შედუღება	0.510	0.569	0.491
welfare	კეთილდღეობა	0.802	0.378	0.679
wellhead	კარგად	0.469	0.460	0.373
wellness	ველნესი	0.969	0.441	0.730
welsh	გინდა	0.490	0.385	0.500
welt	NO TRANSLATION	0.390	0.632	0.370
wen	NO TRANSLATION	0.438	0.431	0.380
wench	wench	0.469	0.519	0.352
werewolf	მაქცია	0.235	0.811	0.591
west	დასავლეთი	0.562	0.337	0.414
westbound	დასავლეთით	0.646	0.363	0.439
western	დასავლეთ	0.573	0.500	0.689
wet	სველი	0.385	0.417	0.185
wetback	სველი წერტილი	0.271	0.402	0.293
whack	whack	0.219	0.816	0.708
whale	ვეშაპი	0.582	0.398	0.509
whaling	whaling	0.281	0.717	0.538
wham	wham	0.469	0.490	0.423
whammy	whammy	0.461	0.491	0.345
wharf	რა თქმა უნდა	0.469	0.240	0.472
whatdoido	NO TRANSLATION	0.406	0.494	0.430
whatif	რა იქნება თუ	0.523	0.528	0.351
whatmakesmesmile	NO TRANSLATION	0.765	0.588	0.482
whatnot	whatnot	0.375	0.493	0.363
whatsoever	ყოველ შემთხვევაში	0.400	0.314	0.302
whatsthepoint	NO TRANSLATION	0.436	0.459	0.398
wheat	ხორბალი	0.531	0.185	0.250
wheel	საჭე	0.615	0.310	0.446
wheel barrow	NO TRANSLATION	0.510	0.337	0.363
wheelbarrow	ჩანჩქერი	0.479	0.366	0.404
wheelchair	ინვალიდის ეტლი	0.240	0.337	0.245
wheels	დისკები	0.667	0.471	0.386
wheeze	ხორეზე	0.229	0.462	0.461
whelp	whelp	0.344	0.458	0.310
whereabouts	ადგილსამყოფელი	0.439	0.382	0.356
wherefore	სად	0.561	0.357	0.402
wherewith	სად	0.491	0.420	0.404
wherewithal	სადმე	0.388	0.366	0.321
whet	ხორბალი	0.643	0.465	0.430
whiff	whiff	0.459	0.400	0.331
whilst	ხოლო	0.510	0.302	0.388
whim	ახირება	0.378	0.680	0.467
whimper	whimper	0.271	0.545	0.308
whimsical	whimsical	0.449	0.637	0.371
whimsy	whimsy	0.729	0.639	0.455
whine	ღვინო	0.342	0.686	0.218
whiny	whiny	0.208	0.548	0.375
whip	whip	0.208	0.899	0.509
whiplash	ჯაჭვი	0.257	0.760	0.500
whipped	whipped	0.198	0.804	0.361
whirl	whirl	0.461	0.788	0.661
whirlpool	მორევი	0.710	0.415	0.442
whirlwind	ჩქარობს	0.417	0.915	0.670
whisk	whisk	0.500	0.537	0.412
whisker	whisker	0.521	0.306	0.343
whiskers	სისულელეები	0.439	0.278	0.270
whiskey	ვისკი	0.612	0.706	0.441
whisky	ვისკი	0.640	0.615	0.490
whisper	ჩურჩული	0.490	0.225	0.265
whispered	ჩურჩულით	0.548	0.358	0.309
whistle	ისთვის	0.653	0.551	0.463
whit	whit	0.562	0.393	0.595
white	თეთრი	0.729	0.173	0.420
whitefish	თეთრი თევზი	0.492	0.327	0.333
whiteness	სისუფთავე	0.688	0.235	0.519
whitewash	ჩავარდნა	0.429	0.402	0.276
whitish	მოთეთრო	0.583	0.279	0.365
whittle	whittle	0.347	0.451	0.427
whiz	უცნაური	0.896	0.627	0.820
whole	მთელი	0.653	0.357	0.572
wholesale	საბითუმო	0.760	0.551	0.619
wholesome	ჯანსაღი	0.888	0.423	0.754
wholly	მთლიანად	0.690	0.353	0.696
whoo	ვინო	0.531	0.578	0.311
whoop	whoop	0.559	0.481	0.443
whopper	whopper	0.448	0.598	0.432
whopping	whopping	0.541	0.740	0.755
whore	ვერა	0.135	0.880	0.333
whorehouse	whorehouse	0.200	0.930	0.462
wick	ვიკი	0.337	0.481	0.309
wicked	ბოროტი	0.138	0.800	0.627
wickedness	ბოროტება	0.031	0.727	0.443
wicker	ვიკარი	0.427	0.339	0.388
wicket	wicket	0.500	0.500	0.471
wide	ფართო	0.571	0.312	0.472
widely	ფართოდ	0.698	0.453	0.725
widen	გაფართოვდეს	0.562	0.538	0.527
widespread	გავრცელებული	0.633	0.456	0.713
widow	ქვრივი	0.250	0.450	0.265
widowed	ქვრივი	0.205	0.439	0.333
widower	ქვრივი	0.184	0.406	0.325
width	სიგანე	0.583	0.280	0.518
wield	მოხდენილი	0.347	0.660	0.625
wiener	wiener	0.594	0.434	0.391
wienie	NO TRANSLATION	0.500	0.509	0.327
wife	ცოლი	0.886	0.630	0.583
wig	wig	0.722	0.279	0.180
wiggle	wiggle	0.531	0.676	0.359
wight	სიბრძნე	0.542	0.404	0.395
wiki	wiki	0.530	0.390	0.455
wild	ველური	0.312	0.922	0.750
wildcat	ველური	0.458	0.632	0.481
wildebeest	wildebeest	0.438	0.480	0.464
wilderness	უდაბნოში	0.281	0.333	0.290
wildfire	ველური ცეცხლი	0.140	0.929	0.552
wildlife	ველური	0.656	0.530	0.561
will	ნება	0.698	0.408	0.735
willful	თვითნებური	0.557	0.719	0.642
willies	გაბრაზება	0.480	0.490	0.420
willing	სურვილი	0.833	0.561	0.783
willingly	ნებით	0.833	0.316	0.588
willingness	სურვილი	0.786	0.500	0.729
willow	ტირიფი	0.604	0.245	0.400
willpower	ნებისყოფა	0.823	0.776	0.897
wilt	გნებავს	0.226	0.354	0.312
wilted	wilted	0.245	0.375	0.186
wily	wily	0.459	0.670	0.798
wimp	wimp	0.184	0.490	0.125
wimpy	wimpy	0.188	0.292	0.134
win	გამარჯვება	0.927	0.694	0.888
wince	wince	0.286	0.415	0.294
winch	winch	0.385	0.434	0.449
wind	ქარი	0.531	0.404	0.578
windbag	windbag	0.438	0.510	0.391
windfall	ქარიშხალი	0.750	0.864	0.638
winding	გრაგნილი	0.398	0.582	0.361
windmill	წისქვილი	0.773	0.412	0.412
window	ფანჯარა	0.542	0.276	0.385
windowsill	NO TRANSLATION	0.429	0.274	0.433
windpipe	ქარი	0.281	0.360	0.500
windshield	ქარიშხალი	0.615	0.375	0.333
windy	ქარიანი	0.330	0.541	0.528
wine	ღვინო	0.792	0.417	0.457
wine cooler	ღვინის ქულერი	0.729	0.404	0.420
wing	ფრთა	0.562	0.255	0.389
winged	winged	0.646	0.469	0.519
winger	გარემარბი	0.531	0.794	0.691
wingman	wingman	0.573	0.578	0.582
wink	გამოიყურება	0.688	0.557	0.304
winner	გამარჯვებული	0.960	0.810	0.886
winning	გამარჯვება	0.955	0.712	0.972
