Word	Latvian-lv	Valence	Arousal	Dominance
storytelling	stāstīšana	0.643	0.375	0.472
stound	stingrs	0.490	0.473	0.446
stout	izturīgs	0.656	0.657	0.817
stove	plīts	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	bezceļš	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	taisni	0.667	0.298	0.669
straighten	iztaisnot	0.677	0.500	0.685
straightforward	vienkārša	0.780	0.150	0.380
straightway	uzreiz	0.667	0.444	0.565
strain	celms	0.190	0.750	0.380
strained	saspringts	0.122	0.656	0.580
strait	šaurums	0.438	0.433	0.412
straitjacket	siksnas	0.224	0.719	0.579
straits	jūras šaurumi	0.408	0.269	0.410
strand	daļa	0.396	0.406	0.538
stranded	saliekams	0.292	0.459	0.219
strange	dīvaini	0.314	0.663	0.395
stranger	svešinieks	0.330	0.449	0.302
strangle	strangle	0.094	0.927	0.527
strangulation	nožņaugšanās	0.040	0.886	0.542
strap	siksna	0.380	0.417	0.382
strapless	bez lencēm	0.314	0.462	0.273
strapping	dūšīgs	0.552	0.413	0.454
strata	slāņi	0.500	0.457	0.411
strategic	stratēģisks	0.786	0.708	0.861
strategist	stratēģis	0.571	0.594	0.810
strategy	stratēģija	0.704	0.667	0.858
stratification	stratifikācija	0.531	0.490	0.651
stratosphere	stratosfēra	0.604	0.583	0.636
stratum	slāņa	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	salmiņi	0.480	0.290	0.163
strawberry	zemeņu	0.833	0.270	0.336
stray	klaiņojošs	0.133	0.760	0.281
streak	svītra	0.440	0.608	0.511
streaked	svītrains	0.458	0.426	0.393
stream	plūsma	0.449	0.537	0.559
streamer	stumbrs	0.615	0.530	0.429
streaming	straumēšana	0.592	0.481	0.582
streamline	racionalizēt	0.656	0.573	0.618
street	iela	0.594	0.324	0.398
streetcar	tramvajs	0.390	0.569	0.566
streetlight	ielu apgaismojums	0.673	0.268	0.390
strength	spēks	0.802	0.682	0.858
strengthen	stiprināt	0.802	0.796	0.971
strengthening	stiprināšana	0.913	0.627	0.945
strenuous	spraiga	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stresu	0.173	0.843	0.317
stressed	uzsvēra	0.167	0.740	0.502
stresses	uzsver	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresa dēļ	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	uzsverot	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	stiept	0.604	0.578	0.500
stretcher	nestuvēm	0.438	0.196	0.295
stricken	skarts	0.163	0.720	0.368
strict	stingri	0.500	0.646	0.878
stride	solis	0.490	0.670	0.434
strife	nesaskaņas	0.344	0.898	0.630
strike	streikot	0.271	0.811	0.571
strikeout	izsvītrot	0.316	0.520	0.371
striker	streikotājs	0.500	0.589	0.696
striking	pārsteidzošs	0.357	0.827	0.657
strikingly	pārsteidzoši	0.690	0.684	0.811
string	virkne	0.385	0.398	0.445
strings	virknes	0.457	0.292	0.355
stringy	stringy	0.430	0.510	0.527
strip	sloksne	0.427	0.500	0.436
stripe	josla	0.629	0.302	0.361
striped	svītrains	0.344	0.373	0.385
stripped	attīrīta	0.255	0.615	0.278
stripper	noņēmējs	0.625	0.848	0.453
striptease	striptīzs	0.607	0.918	0.608
strive	censties	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	insults	0.562	0.440	0.570
stroll	pastaiga	0.745	0.415	0.444
stroller	ratiņš	0.786	0.398	0.314
strolling	pastaigājoties	0.755	0.515	0.340
strong	spēcīgs	0.912	0.745	0.895
stronghold	cietoksnis	0.708	0.636	0.954
strongly	stingri	0.630	0.817	0.885
structural	strukturāls	0.582	0.425	0.690
structure	struktūra	0.562	0.356	0.712
strudel	strūdele	0.627	0.417	0.397
struggle	cīņa	0.365	0.820	0.741
strut	statnis	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	stubbed	0.323	0.642	0.241
stubble	stubble	0.333	0.442	0.264
stubborn	spītīgs	0.157	0.702	0.575
stubbornness	stūrgalvība	0.156	0.673	0.508
stubby	stubby	0.417	0.370	0.393
stucco	apmetums	0.439	0.292	0.279
stuck	iestrēdzis	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	studded	0.396	0.412	0.425
student	students	0.634	0.318	0.537
studied	studējis	0.786	0.306	0.806
studio	studija	0.677	0.265	0.620
study	pētījums	0.653	0.361	0.768
stuff	stuff	0.622	0.367	0.263
stuffed animal	pildīts dzīvnieks	0.684	0.255	0.306
stuffing	pildīšana	0.417	0.324	0.304
stuffy	aizlikts	0.323	0.615	0.406
stumble	paklupt	0.153	0.716	0.259
stump	celms	0.449	0.510	0.340
stumped	stumped	0.344	0.604	0.392
stun	apdullināt	0.333	0.710	0.451
stunned	apdullināts	0.306	0.663	0.356
stunner	stunner	0.418	0.780	0.492
stunning	apdullināšanas	0.888	0.673	0.858
stunt	triks	0.387	0.555	0.526
stunted	apstulbināts	0.194	0.472	0.275
stuntman	kaskadieris	0.490	0.482	0.500
stupefaction	stupefaction	0.294	0.704	0.480
stupefy	stupefy	0.200	0.740	0.412
stupendous	milzīgs	0.823	0.690	0.798
stupid	stulba	0.133	0.510	0.200
stupidity	stulbums	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupors	0.323	0.590	0.330
sturdy	izturīgs	0.580	0.642	0.824
sturgeon	storks	0.417	0.473	0.465
stutter	stostīties	0.250	0.469	0.258
sty	sty	0.296	0.500	0.225
style	stils	0.745	0.472	0.586
styling	stils	0.823	0.378	0.652
stylish	stilīgs	0.885	0.490	0.689
stylist	stilists	0.760	0.445	0.500
suave	mierīgs	0.724	0.265	0.269
sub	sub	0.510	0.370	0.312
subatomic	subatomic	0.385	0.538	0.491
subcommittee	apakškomiteja	0.396	0.467	0.600
subconscious	zemapziņas	0.531	0.375	0.415
subcutaneous	subkutāni	0.396	0.444	0.376
subdivide	iedalīt	0.538	0.433	0.348
subdivision	apakšnodaļa	0.592	0.455	0.430
subduction	subdukcija	0.350	0.569	0.445
subdue	apslāpēt	0.275	0.640	0.784
subdued	vājš	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	priekšmets	0.602	0.344	0.558
subjected	pakļauts	0.286	0.520	0.221
subjection	pakļaušana	0.354	0.408	0.539
subjective	subjektīvs	0.510	0.350	0.432
subjugation	pakļaušana	0.280	0.610	0.377
sublet	apakšuzņēmums	0.469	0.551	0.545
sublevel	apakšlīmeņa	0.365	0.298	0.333
sublimation	sublimācija	0.510	0.390	0.538
sublime	cildens	0.784	0.333	0.585
subliminal	subliminal	0.410	0.528	0.464
submarine	zemūdene	0.572	0.481	0.549
submerge	iegremdēt	0.517	0.643	0.456
submerged	iegremdēts	0.337	0.528	0.357
submersible	zemūdens	0.406	0.459	0.540
submission	iesniegšana	0.531	0.580	0.633
submissive	paklausīgs	0.480	0.217	0.173
submit	Iesniegt	0.635	0.448	0.500
submitting	iesniegšana	0.667	0.610	0.611
subordinate	pakārtots	0.276	0.392	0.121
subordination	subordinācija	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	tiesas pavēsti	0.281	0.634	0.555
subscribe	abonēt	0.660	0.344	0.591
subscriber	abonents	0.562	0.398	0.570
subscription	abonements	0.583	0.333	0.651
subsequence	secība	0.438	0.510	0.413
subsequent	sekojošais	0.449	0.385	0.400
subsequently	vēlāk	0.380	0.337	0.336
subservient	pakārtotā persona	0.255	0.402	0.339
subset	apakškopa	0.429	0.358	0.404
subside	samazināsies	0.375	0.308	0.209
subsidence	nosēšanās	0.320	0.509	0.452
subsidiary	meitasuzņēmums	0.541	0.295	0.500
subsidize	subsidēt	0.604	0.615	0.589
subsidy	subsīdija	0.573	0.462	0.517
subsist	pastāvēt	0.573	0.418	0.472
subsistence	iztika	0.510	0.404	0.491
subsoil	zemes dzīve	0.429	0.240	0.382
subspace	apakšfons	0.470	0.453	0.475
substance	viela	0.615	0.422	0.528
substandard	neatbilstošs	0.235	0.333	0.150
substantial	būtisks	0.590	0.490	0.690
substantially	būtiski	0.646	0.471	0.684
substantiate	pamatot	0.531	0.549	0.636
substantive	materiāls	0.500	0.350	0.455
substation	apakšstacija	0.469	0.461	0.491
substitute	aizstāt	0.427	0.406	0.398
substituted	aizstāts	0.271	0.545	0.394
substitution	aizstāšana	0.406	0.480	0.353
substructure	pamatne	0.441	0.358	0.587
subterranean	zem zemes	0.469	0.306	0.432
subtext	apakšteksts	0.635	0.276	0.412
subtitle	apakšvirsraksts	0.445	0.202	0.347
subtle	smalks	0.708	0.167	0.228
subtlety	smalkums	0.615	0.176	0.363
subtract	atsaukt	0.208	0.330	0.283
subtraction	atņemšana	0.163	0.382	0.349
subtype	apakštips	0.427	0.296	0.420
suburb	priekšpilsēta	0.354	0.566	0.441
suburban	piepilsēta	0.439	0.450	0.453
suburbia	priekšpilsēta	0.438	0.490	0.421
suburbs	priekšpilsētas	0.510	0.571	0.286
subversion	sagrābšana	0.347	0.608	0.415
subversive	graujošs	0.198	0.765	0.500
subvert	sagraut	0.357	0.557	0.536
subway	metro	0.418	0.300	0.464
succeed	gūt panākumus	0.926	0.755	0.926
succeeding	panākumi	0.867	0.755	0.849
success	panākumi	0.959	0.880	0.981
successful	veiksmīga	0.949	0.724	0.938
succession	pēctecība	0.698	0.481	0.587
successive	secīgi	0.635	0.471	0.518
successor	pēctecis	0.729	0.531	0.648
succinct	īss	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	sulīgs	0.823	0.538	0.556
succumb	padoties	0.202	0.787	0.292
suck	sūkāt	0.344	0.706	0.377
sucker	sūkāt	0.265	0.393	0.204
sucking	nepieredzējis	0.227	0.528	0.377
suckling	zīdīšana	0.596	0.558	0.518
sucks	sucks	0.115	0.683	0.302
suction	sūkšana	0.460	0.593	0.526
sudden	pēkšņi	0.449	0.660	0.435
suddenly	pēkšņi	0.670	0.510	0.456
suds	suds	0.458	0.365	0.255
sue	iesūdzēt	0.219	0.731	0.679
suede	zamšādas	0.542	0.259	0.259
suffer	cieš	0.082	0.910	0.259
sufferer	cietējs	0.156	0.690	0.278
suffering	ciešanas	0.020	0.719	0.235
suffice	pietiek	0.643	0.326	0.504
sufficiency	pietiekamība	0.594	0.438	0.576
sufficient	pietiekami	0.833	0.330	0.588
sufficiently	pietiekami	0.776	0.367	0.714
suffix	sufikss	0.430	0.420	0.364
suffocate	nomierināties	0.219	0.764	0.440
suffocating	nosmakusi	0.133	0.774	0.429
suffocation	nosmakšana	0.020	0.830	0.462
sugar	cukurs	0.896	0.382	0.402
suggest	ieteikt	0.573	0.471	0.517
suggestion	ieteikums	0.646	0.365	0.558
suggestive	ierosinošs	0.552	0.500	0.555
suicidal	pašnāvniecisks	0.021	0.867	0.382
suicide	pašnāvība	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	uzvalks	0.776	0.282	0.482
suitable	piemērots	0.792	0.298	0.722
suitcase	čemodāns	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	vīrs	0.708	0.639	0.546
sulfate	sulfāts	0.427	0.352	0.429
sulfur	sērs	0.173	0.530	0.364
sulk	sūkāt	0.250	0.580	0.406
sullen	drūms	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	sērs	0.260	0.450	0.233
sultan	sultāns	0.529	0.423	0.821
sultry	tukša	0.735	0.696	0.627
sum	summa	0.792	0.340	0.420
summarily	īsumā	0.469	0.431	0.543
summarize	apkopot	0.590	0.323	0.471
summary	kopsavilkums	0.729	0.260	0.427
summation	summēšana	0.766	0.337	0.594
summer	vasara	0.812	0.373	0.550
summerhouse	Vasarnīca	0.796	0.308	0.443
summertime	vasaras laiks	0.837	0.500	0.455
summit	augstākā līmeņa sanāksme	0.625	0.618	0.764
summon	izsaukt	0.521	0.560	0.664
summons	izsaukšana	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	izlietne	0.365	0.451	0.340
sumptuous	grezns	0.698	0.550	0.555
sun	saule	0.877	0.400	0.681
sunbeam	saules stars	0.729	0.440	0.505
sunburn	saules apdegums	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	svētdiena	0.776	0.196	0.394
sundial	saules pulkstenis	0.643	0.225	0.406
sundown	saulrieta	0.812	0.276	0.445
sundry	dažādi	0.543	0.369	0.407
sunflower	saulespuķes	0.878	0.231	0.270
sunglass	sunglass	0.684	0.264	0.324
sunglasses	saulesbrilles	0.844	0.443	0.364
sunk	nogrimis	0.146	0.531	0.185
sunken	nogrimis	0.103	0.476	0.173
sunless	bez saules	0.245	0.280	0.273
sunlight	saules gaisma	0.906	0.407	0.639
sunny	saulains	0.740	0.348	0.481
sunrise	saullēkts	0.823	0.347	0.640
sunroof	lūka	0.681	0.325	0.425
sunscreen	sauļošanās krēms	0.656	0.387	0.462
sunset	saulriets	0.875	0.231	0.298
sunshine	saule	0.885	0.297	0.769
suntan	iedegums	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	vecuma pensija	0.448	0.412	0.562
superb	lielisks	0.980	0.708	0.852
superficial	virspusējs	0.357	0.407	0.309
superfluous	lieki	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	pārcilvēks	0.810	0.745	0.895
superimposed	uzlikts	0.490	0.529	0.683
superintendent	vadītājs	0.592	0.570	0.942
superior	superior	0.801	0.697	0.940
superiority	pārākums	0.582	0.602	0.959
superlative	augstākais	0.714	0.566	0.737
superman	supermens	0.945	0.794	0.929
supermarket	lielveikals	0.690	0.547	0.571
supermodel	supermodele	0.880	0.663	0.698
supernatant	supernatants	0.500	0.500	0.565
supernatural	pārdabisks	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	superpozicionēšana	0.480	0.570	0.806
superpower	lielvara	0.806	0.784	0.972
supersede	aizstāt	0.479	0.510	0.518
superstar	superzvaigzne	0.885	0.860	0.880
superstition	māņticība	0.177	0.640	0.418
superstitious	māņticīgs	0.281	0.545	0.514
superstore	lielveikals	0.719	0.600	0.640
supervise	uzraudzīt	0.698	0.555	0.889
supervision	uzraudzība	0.459	0.578	0.825
supervisor	vadītājs	0.615	0.479	0.933
supper	vakariņas	0.708	0.429	0.552
suppertime	vakariņas	0.792	0.388	0.461
supplant	aizvietot	0.344	0.558	0.463
supple	elastīgs	0.812	0.528	0.436
supplement	papildinājums	0.745	0.406	0.491
supplemental	papildu	0.604	0.404	0.555
supplementary	papildu	0.625	0.352	0.541
supplication	lūgšana	0.469	0.570	0.309
supplier	piegādātājs	0.615	0.462	0.736
supplies	piegādes	0.698	0.390	0.595
supply	piegāde	0.708	0.519	0.603
support	atbalsts	0.811	0.472	0.737
supported	atbalstīts	0.853	0.408	0.613
supporter	atbalstītājs	0.721	0.510	0.698
supporters	atbalstītāji	0.763	0.539	0.558
supporting	atbalstot	0.634	0.490	0.764
supportive	atbalstoša	0.875	0.420	0.635
suppose	pieņemsim	0.551	0.343	0.348
supposed	domājams	0.296	0.378	0.379
supposing	pieņemot	0.449	0.451	0.357
supposition	pieņēmums	0.531	0.408	0.526
suppress	nomāc	0.281	0.559	0.509
suppression	apspiešana	0.267	0.541	0.537
supremacy	pārākums	0.794	0.706	0.943
supreme	augstākā	0.812	0.700	0.974
supremely	ārkārtīgi	0.833	0.725	0.897
surcharge	papildu maksa	0.375	0.528	0.500
sure	protams	0.724	0.270	0.793
surety	galvojums	0.776	0.365	0.750
surf	sērfot	0.847	0.650	0.500
surface	virsma	0.448	0.375	0.604
surfboard	vējdēlis	0.729	0.730	0.387
surfer	sērfotājs	0.704	0.701	0.554
surge	pārspriegums	0.449	0.684	0.500
surgeon	ķirurgs	0.500	0.598	0.793
surgery	ķirurģija	0.286	0.769	0.600
surgical	ķirurģiska	0.327	0.696	0.723
surly	slikts	0.221	0.469	0.493
surmise	pieņēmums	0.529	0.400	0.347
surname	uzvārds	0.670	0.250	0.493
surpassing	pārspējot	0.719	0.660	0.720
surplus	pārpalikums	0.602	0.680	0.630
surprise	pārsteigums	0.875	0.875	0.562
surprised	pārsteigts	0.784	0.855	0.539
surprises	pārsteigumi	0.875	0.769	0.632
surprising	pārsteidzoši	0.888	0.790	0.692
surprisingly	pārsteidzoši	0.847	0.793	0.819
surreal	sirreāls	0.550	0.529	0.670
surrender	nodošana	0.115	0.396	0.186
surrendering	nodošana	0.198	0.411	0.245
surrogate	aizstājējs	0.406	0.590	0.472
surround	ieskauj	0.542	0.623	0.627
surrounding	apkārtne	0.531	0.422	0.669
surroundings	apkārtne	0.600	0.346	0.492
surveillance	uzraudzība	0.365	0.720	0.718
survey	aptauja	0.580	0.357	0.379
surveying	mērniecība	0.488	0.455	0.682
surveyor	mērnieks	0.545	0.337	0.648
survival	izdzīvošana	0.541	0.798	0.879
survive	izdzīvot	0.770	0.824	0.726
surviving	izdzīvot	0.646	0.836	0.721
survivor	izdzīvojušais	0.677	0.750	0.815
susceptibility	uzņēmība	0.458	0.627	0.364
susceptible	uzņēmīgs	0.438	0.449	0.304
sushi	suši	0.698	0.343	0.394
suspect	aizdomās	0.133	0.750	0.509
suspected	aizdomās	0.173	0.755	0.452
suspend	apturēt	0.240	0.320	0.368
suspended	apturēts	0.224	0.402	0.368
suspenders	bikšturi	0.391	0.333	0.500
suspense	neziņa	0.286	0.775	0.402
suspension	apturēšana	0.288	0.530	0.426
suspicion	aizdomām	0.204	0.711	0.377
suspicions	aizdomas	0.208	0.745	0.500
suspicious	aizdomīgs	0.153	0.745	0.431
sustain	uzturēt	0.635	0.358	0.593
sustained	noturīgs	0.649	0.340	0.580
sustenance	uzturs	0.820	0.519	0.679
suture	šūšana	0.240	0.510	0.510
suv	suv	0.552	0.431	0.446
sux	NO TRANSLATION	0.406	0.531	0.331
swab	tamponu	0.470	0.364	0.259
swag	swag	0.656	0.676	0.654
swagger	swagger	0.333	0.731	0.538
swallow	norīt	0.466	0.608	0.436
swami	swami	0.510	0.547	0.491
swamp	purvs	0.245	0.425	0.235
swamped	pārpludināts	0.156	0.480	0.270
swampy	purvains	0.306	0.390	0.412
swan	gulbis	0.781	0.225	0.357
swank	swank	0.490	0.500	0.442
swap	apmainīt	0.552	0.500	0.509
swarm	bars	0.302	0.735	0.458
swarming	swarming	0.375	0.600	0.435
swastika	svaastika	0.316	0.472	0.491
swat	swat	0.380	0.694	0.571
sway	šūpoties	0.690	0.596	0.721
swear	zvēru	0.601	0.577	0.658
swearing	zvērestu	0.333	0.559	0.586
sweat	sviedri	0.388	0.579	0.297
sweater	džemperis	0.704	0.245	0.295
sweating	svīšana	0.292	0.667	0.265
sweatshirt	sporta krekls	0.510	0.368	0.353
sweatshop	saldētava	0.385	0.797	0.602
sweaty	sviedri	0.281	0.540	0.304
sweep	slaucīšana	0.448	0.385	0.383
sweeper	slaucītājs	0.470	0.549	0.414
sweeping	slaucīšana	0.344	0.431	0.355
sweet	salds	0.668	0.418	0.382
sweeten	salds	0.908	0.455	0.423
sweetened	saldināts	0.940	0.461	0.398
sweetener	saldinātājs	0.670	0.333	0.330
sweetest	saldākais	0.959	0.500	0.370
sweetheart	mīļotā	0.959	0.423	0.509
sweetie	mīļotā	0.990	0.549	0.560
sweetness	saldums	0.906	0.474	0.528
sweets	saldumi	0.910	0.422	0.321
swell	uzbriest	0.360	0.679	0.348
swelling	pietūkums	0.323	0.608	0.250
sweltering	pietrūkst	0.204	0.644	0.362
swerve	izliekt	0.276	0.612	0.357
swift	ātrs	0.760	0.776	0.698
swiftly	ātri	0.660	0.885	0.618
swig	swig	0.604	0.481	0.406
swill	swill	0.427	0.528	0.322
swim	peldēt	0.688	0.461	0.529
swimmer	peldētājs	0.657	0.698	0.610
swimming	peldēšana	0.760	0.559	0.524
swimsuit	peldkostīms	0.740	0.373	0.269
swindle	aplaupīt	0.122	0.740	0.439
swindler	apniktais	0.125	0.721	0.575
swine	cūkas	0.340	0.519	0.277
swing	šūpoles	0.602	0.510	0.481
swinger	swinger	0.459	0.778	0.482
swinging	šūpošanās	0.656	0.510	0.312
swipe	velciet	0.573	0.450	0.266
swirl	virpuļot	0.490	0.726	0.639
swish	swish	0.562	0.510	0.474
switch	slēdzis	0.500	0.538	0.509
switchblade	maiņstrāvas	0.357	0.596	0.528
switchboard	sadales skapis	0.571	0.519	0.558
swivel	šarnīrsavienojums	0.562	0.480	0.500
swollen	pietūkušas	0.236	0.510	0.277
swoon	swoon	0.292	0.510	0.160
swoop	braukt	0.479	0.618	0.446
sword	zobens	0.438	0.653	0.713
swordfish	zobenzivis	0.564	0.520	0.442
swordplay	swordplay	0.616	0.750	0.528
swordsman	zobenis	0.395	0.857	0.696
sycamore	Sycamore	0.500	0.401	0.527
syllable	zilbe	0.448	0.250	0.417
syllabus	mācību programma	0.736	0.370	0.643
symbiotic	simbiotiskais	0.832	0.425	0.406
symbol	simbols	0.643	0.388	0.527
symbolic	simbolisks	0.670	0.385	0.574
symbolically	simboliski	0.582	0.385	0.648
symbolism	simbolisms	0.688	0.347	0.640
symbolize	simbolizē	0.633	0.327	0.673
symmetric	simetrisks	0.745	0.212	0.588
symmetrical	simetrisks	0.542	0.263	0.569
symmetry	simetrija	0.604	0.274	0.500
sympathetic	simpātisks	0.796	0.434	0.609
sympathize	simpātiet	0.770	0.627	0.644
sympathy	līdzjūtība	0.827	0.497	0.634
symphonic	simfoniskais	0.775	0.545	0.566
symphony	simfonija	0.765	0.490	0.600
symposium	simpozijs	0.573	0.394	0.644
symptom	simptoms	0.380	0.529	0.434
symptomatic	simptomātiska	0.367	0.434	0.491
synagogue	sinagoga	0.531	0.300	0.544
synapse	sinapse	0.660	0.471	0.491
synaptic	sinaptiskā	0.573	0.553	0.622
sync	sinhronizēt	0.802	0.440	0.670
synchronize	sinhronizēt	0.781	0.361	0.654
synchronous	sinhronais	0.600	0.538	0.545
syncope	ģībonis	0.245	0.538	0.398
syndicate	sindikāts	0.439	0.491	0.673
syndrome	sindroms	0.229	0.510	0.246
synergistic	sinerģiska	0.571	0.550	0.547
synergy	sinerģija	0.667	0.510	0.720
synod	sinods	0.469	0.377	0.574
synonym	sinonīms	0.615	0.210	0.433
synonymous	sinonīms	0.480	0.323	0.400
synopsis	kopsavilkums	0.541	0.390	0.482
synoptic	sinoptiskā	0.561	0.510	0.596
syntax	sintakse	0.531	0.346	0.559
synthesis	sintēze	0.604	0.315	0.377
synthesizer	sintezators	0.500	0.410	0.592
synthetic	sintētisks	0.396	0.350	0.519
syphilis	sifiliss	0.071	0.606	0.245
syringe	šļirce	0.250	0.680	0.330
syrup	sīrups	0.620	0.223	0.318
system	sistēma	0.615	0.346	0.764
systematic	sistemātiska	0.617	0.444	0.594
systematically	sistemātiski	0.690	0.390	0.651
t-shirt	t-krekls	0.815	0.286	0.284
tab	tab	0.594	0.208	0.308
tabasco	tabasco	0.375	0.546	0.404
tabby	tabby	0.510	0.426	0.387
tabernacle	telts	0.408	0.480	0.605
table	tabula	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	galdauts	0.480	0.165	0.215
tablespoon	ēdamkarote	0.490	0.353	0.245
tablet	tablete	0.562	0.330	0.438
tableware	galda piederumi	0.677	0.250	0.276
tabloid	tabloīds	0.438	0.365	0.444
taboo	tabū	0.198	0.794	0.482
tabular	tabula	0.438	0.330	0.462
tabulate	tabulēt	0.480	0.403	0.598
tabulation	tabulēšana	0.396	0.346	0.526
tachometer	tahometrs	0.398	0.394	0.518
tacit	klusējot	0.459	0.340	0.473
tack	tack	0.365	0.431	0.431
tackle	risināt	0.365	0.686	0.569
tackled	risina	0.438	0.612	0.569
tackling	risināšana	0.480	0.694	0.613
tacky	lipīgs	0.245	0.490	0.373
taco	taco	0.561	0.353	0.277
tact	takts	0.550	0.417	0.417
tactful	taktiska	0.704	0.292	0.537
tactic	taktika	0.531	0.434	0.798
tactical	taktiskais	0.594	0.481	0.684
tactics	taktika	0.583	0.676	0.774
tactile	tactile	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	tadpole	0.350	0.434	0.218
taffeta	tafts	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	tag	0.612	0.353	0.375
tail	astes	0.480	0.272	0.293
tailed	tailed	0.438	0.358	0.351
tailgate	bagāžas nodalījums	0.323	0.340	0.398
tailings	atkritumi	0.439	0.311	0.446
taillight	aizmugurējais lukturis	0.479	0.367	0.283
tailor	individuāli	0.573	0.206	0.450
tailoring	šūšana	0.673	0.540	0.566
tailpipe	izpūtējs	0.460	0.429	0.409
taint	netīrs	0.141	0.425	0.226
take	ņemt	0.828	0.537	0.348
takeoff	vāc nost	0.755	0.884	0.626
takeout	izņemt	0.736	0.392	0.368
takeover	pārņemt	0.663	0.531	0.861
taker	ņēmējs	0.375	0.521	0.618
talcum	talks	0.500	0.196	0.291
tale	stāsts	0.663	0.300	0.336
